DISTRICT,YEAR,DA0GH02N,DA0GH02P,DA0GM02N,DA0GM02P,DA0GR02N,DA0GR02P,DA0LV02R,DAPID03N,DAPID03R,DAUND02C,DB0GR02N,DB0GR02P,DH0GR02N,DH0GR02P,DI0GR02N,DI0GR02P,DP0GR02N,DP0GR02P,DPERRA1R,DPERRA2R,DPERRA3R,DPERRA4R,DPERRA5R,DPERRA6R,DPERRA7R,DPERRA8R,DPERRAKR,DPERSA1R,DPERSA2R,DPERSA3R,DPERSA4R,DPERSA5R,DPERSA6R,DPERSA7R,DPERSA8R,DPERSAKR,DPETALLC,DPETBILC,DPETBILP,DPETBLAC,DPETBLAP,DPETDISC,DPETDISP,DPETECOC,DPETECOP,DPETG01C,DPETG01P,DPETG02C,DPETG02P,DPETG03C,DPETG03P,DPETG04C,DPETG04P,DPETG05C,DPETG05P,DPETG06C,DPETG06P,DPETG07C,DPETG07P,DPETG08C,DPETG08P,DPETG09C,DPETG09P,DPETG10C,DPETG10P,DPETG11C,DPETG11P,DPETG12C,DPETG12P,DPETGEEC,DPETGEEP,DPETGIFC,DPETGIFP,DPETGKNC,DPETGKNP,DPETGPKC,DPETGPKP,DPETHISC,DPETHISP,DPETINDC,DPETINDP,DPETLEPC,DPETLEPP,DPETPACC,DPETPACP,DPETSPEC,DPETSPEP,DPETVOCC,DPETVOCP,DPETWHIC,DPETWHIP,DS0GR02N,DS0GR02P,DW0GR02N,DW0GR02P
'129910,2003,36,70.6,15,29.4,51,100,0,1,0.1,0,6,11.8,5,9.8,0,0,0,0,7.3,0,0,0,0,0,2,4.9,2.1,0,0,0,0,0,0,0,0,0,793,1,0.1,49,6.2,2,0.2,194,24.5,61,7.7,57,7.2,50,6.3,62,7.8,72,9.1,64,8.1,64,8.1,62,7.8,81,10.2,62,7.8,53,6.7,43,5.4,0,0,52,6.6,53,6.7,9,1.1,20,2.5,13,1.6,1,0.1,1,0.1,125,15.8,294,37.1,710,89.5,8,15.7,40,78.4
'130901,2003,243,68.8,110,31.2,353,100,0,17,0.3,0,2,0.6,66,18.7,0,0,0,0,2.5,1.4,0.7,0.3,0,0,0.6,0,5.7,11.4,5.3,1.7,0,1.7,4.8,0,1.6,16.7,5163,167,3.2,26,0.5,88,1.8,857,16.6,320,6.2,369,7.1,347,6.7,384,7.4,419,8.1,420,8.1,441,8.5,437,8.5,475,9.2,413,8,428,8.3,315,6.1,15,0.3,271,5.2,338,6.5,42,0.8,950,18.4,14,0.3,177,3.4,31,0.6,665,12.9,1454,28.2,4142,80.2,48,13.6,285,80.7
'130902,2003,35,51.5,33,48.5,68,100,0.2,0,0,1,0,0,26,38.2,0,0,0,0,11.8,3.8,3.2,0,0,0,0,0,2.7,9.1,0,0,0,0,0,0,0,0,1185,182,15.4,1,0.1,19,1.7,576,48.6,88,7.4,81,6.8,97,8.2,99,8.4,93,7.8,75,6.3,87,7.3,79,6.7,98,8.3,72,6.1,88,7.4,74,6.2,2,0.2,104,8.8,90,7.6,62,5.2,542,45.7,3,0.3,195,16.5,1,0.1,123,10.4,214,18.1,638,53.8,14,20.6,42,61.8
'131001,2003,0,.,0,.,0,.,.,0,0,0,0,.,0,.,0,.,0,.,18.2,8.3,0,16.7,0,0,.,.,25,.,0,0,.,0,0,.,.,.,78,4,5.1,0,0,0,0,48,61.5,7,9,11,14.1,11,14.1,8,10.3,6,7.7,11,14.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2.6,10,12.8,14,17.9,59,75.6,0,0,4,5.1,0,0,13,16.7,0,0,19,24.4,0,.,0,.
'132902,2003,6,50,6,50,12,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.,133,2,1.5,4,3,3,2.1,38,28.6,5,3.8,9,6.8,4,3,10,7.5,12,9,7,5.3,12,9,16,12,8,6,12,9,17,12.8,15,11.3,0,0,20,15,6,4.5,0,0,15,11.3,0,0,2,1.5,0,0,19,14.3,41,30.8,114,85.7,2,16.7,12,100
'133901,2003,26,89.7,3,10.3,29,100,0,1,0.1,0,0,0,5,17.2,0,0,0,0,10,0,0,0,0,0,3.1,0,8.6,11.1,0,0,0,0,0,0,20,0,550,40,7.3,6,1.1,27,4.9,316,57.5,41,7.5,39,7.1,35,6.4,27,4.9,39,7.1,44,8,43,7.8,44,8,56,10.2,46,8.4,42,7.6,39,7.1,0,0,25,4.5,41,7.5,14,2.5,178,32.4,4,0.7,40,7.3,0,0,61,11.1,146,26.5,362,65.8,3,10.3,24,82.8
'133902,2003,2,100,0,0,2,100,1.2,1,0.3,2,0,0,0,0,0,0,0,0,0,0,0,5.6,0,0,0,0,5.3,0,.,0,0,0,0,.,0,.,201,35,17.4,2,1,0,0,75,37.3,18,9,18,9,13,6.5,29,14.4,19,9.5,19,9.5,23,11.4,13,6.5,1,0.5,3,1.5,6,3,3,1.5,0,0,14,7,20,10,16,8,55,27.4,0,0,35,17.4,0,0,10,5,0,0,144,71.6,0,0,2,100
'133903,2003,182,60.3,120,39.7,302,100,0.2,45,0.8,5,6,2,69,22.8,2,0.7,4,1.3,5.4,3,1.1,0.7,1,1,0.4,1.3,15,12.2,4.8,1.6,0,1.7,1.5,2,10.7,31,4764,164,3.4,183,3.8,172,3.6,2058,43.2,341,7.2,330,6.9,324,6.8,352,7.4,378,7.9,388,8.1,386,8.1,339,7.1,475,10,334,7,328,6.9,298,6.3,11,0.2,223,4.7,359,7.5,121,2.5,1735,36.4,18,0.4,198,4.2,41,0.9,660,13.9,1133,23.8,2787,58.5,14,4.6,221,73.2
'133904,2003,70,80.5,17,19.5,87,100,0.1,1,0.1,1,0,0,14,16.1,0,0,0,0,3.7,0,0,0,0,0,0,3.2,0,0,0,5.9,0,0,0,0,7.4,16.7,1507,76,5,22,1.5,40,2.5,801,53.2,88,5.8,95,6.3,90,6,105,7,111,7.4,100,6.6,135,9,124,8.2,161,10.7,146,9.7,125,8.3,118,7.8,2,0.1,176,11.7,71,4.7,36,2.4,397,26.3,12,0.8,79,5.2,15,1,179,11.9,525,34.8,1061,70.4,4,4.6,73,83.9
'133905,2003,0,.,0,.,0,.,.,0,0,0,0,.,0,.,0,.,0,.,0,0,0,.,0,0,.,.,0,.,.,.,.,.,.,.,.,.,8,0,0,0,0,0,0,7,87.5,0,0,1,12.5,1,12.5,1,12.5,0,0,1,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,37.5,1,12.5,6,75,0,0,3,37.5,0,0,0,0,0,0,2,25,0,.,0,.
'134901,2003,20,35.7,36,64.3,56,100,0.3,1,0.1,1,0,0,13,23.2,0,0,0,0,0,0,7.4,0,2,0,0,0,2.4,0,0,11.1,0,0,0,0,0,9.1,733,39,5.3,1,0.1,9,1.2,342,46.7,52,7.1,48,6.5,54,7.4,59,8,53,7.2,54,7.4,55,7.5,62,8.5,75,10.2,61,8.3,67,9.1,41,5.6,4,0.5,91,12.4,48,6.5,0,0,235,32.1,0,0,44,6,2,0.3,114,15.6,201,27.4,495,67.5,9,16.1,43,76.8
'135001,2003,4,66.7,2,33.3,6,100,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,.,.,0,.,0,0,0,0,.,95,8,8.4,0,0,0,0,35,36.8,9,9.5,3,3.2,5,5.3,9,9.5,5,5.3,8,8.4,9,9.5,11,11.6,6,6.3,5,5.3,10,10.5,9,9.5,0,0,7,7.4,6,6.3,0,0,18,18.9,0,0,8,8.4,0,0,15,15.8,32,33.7,77,81.1,1,16.7,6,100
'136901,2003,32,71.1,13,28.9,45,100,0,1,0.1,0,0,0,27,60,0,0,0,0,12.2,13.5,1.9,9.8,2.5,0,4.8,2,14.6,0,0,0,0,0,0,12.5,0,40,648,52,8,16,2.5,33,5,405,62.5,47,7.3,52,8,37,5.7,60,9.3,55,8.5,51,7.9,50,7.7,48,7.4,62,9.6,45,6.9,37,5.7,39,6,0,0,68,10.5,47,7.3,18,2.8,421,65,3,0.5,67,10.3,2,0.3,98,15.1,166,25.6,206,31.8,8,17.8,18,40
'137901,2003,279,77.9,79,22.1,358,100,0.2,12,0.2,4,12,3.4,265,74,0,0,4,1.1,15.9,3.3,6.1,1.2,2,2.4,3.9,3,3,35.3,0,0,0,0,0,5,5.3,22.6,4620,377,8.2,195,4.2,83,1.9,2993,64.8,362,7.8,304,6.6,275,6,282,6.1,342,7.4,315,6.8,329,7.1,312,6.8,428,9.3,351,7.6,381,8.2,283,6.1,22,0.5,431,9.3,313,6.8,321,6.9,3699,80.1,14,0.3,492,10.6,37,0.8,712,15.4,1045,22.6,675,14.6,25,7,77,21.5
'137902,2003,0,.,0,.,0,.,0,0,0,0,0,.,0,.,0,.,0,.,0,0,2.1,0,0,1.7,0,0,5.7,16.7,0,0,0,0,0,0,0,0,555,31,5.6,7,1.3,0,0,350,63.1,43,7.7,52,9.4,59,10.6,54,9.7,73,13.2,70,12.6,67,12.1,69,12.4,0,0,0,0,0,0,0,0,0,0,44,7.9,45,8.1,23,4.1,420,75.7,1,0.2,35,6.3,0,0,62,11.2,0,0,127,22.9,0,.,0,.
'137903,2003,36,80,9,20,45,100,0.3,0,0,1,0,0,22,48.9,0,0,0,0,5,0,0,0,4,3.1,4.9,3.2,0,0,0,0,0,0,0,33.3,0,0,525,33,6.3,4,0.8,7,1.3,304,57.9,24,4.6,25,4.8,31,5.9,25,4.8,34,6.5,33,6.3,45,8.6,50,9.5,63,12,59,11.2,48,9.1,48,9.1,1,0.2,49,9.3,20,3.8,19,3.6,327,62.3,1,0.2,33,6.3,0,0,71,13.5,177,33.7,193,36.8,5,11.1,23,51.1
'137904,2003,26,86.7,4,13.3,30,100,0,0,0,0,1,3.3,19,63.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.,0,.,.,283,3,1.1,2,0.7,6,2.1,142,50.2,9,3.2,9,3.2,13,4.6,9,3.2,15,5.3,14,4.9,10,3.5,18,6.4,48,17,44,15.5,46,16.3,33,11.7,0,0,38,13.4,8,2.8,7,2.5,220,77.7,0,0,4,1.4,3,1.1,32,11.3,130,45.9,58,20.5,3,10,10,33.3
'138901,2003,2,66.7,1,33.3,3,100,0,0,0,0,0,0,3,100,0,0,0,0,0,0,0,0,0,0,0,16.7,0,0,.,.,0,.,0,0,0,0,47,5,10.6,4,8.5,3,5.6,45,95.7,4,8.5,3,6.4,2,4.3,1,2.1,2,4.3,3,6.4,3,6.4,5,10.6,7,14.9,5,10.6,4,8.5,2,4.3,0,0,2,4.3,2,4.3,4,8.5,34,72.3,0,0,5,10.6,0,0,13,27.7,17,36.2,9,19.1,0,0,0,0
'138902,2003,16,64,9,36,25,100,0,0,0,0,1,4,11,44,0,0,1,4,9.1,9.1,0,0,0,0,0,0,0,0,0,0,.,0,0,0,0,0,290,9,3.1,39,13.4,11,3.7,173,59.7,18,6.2,16,5.5,10,3.4,19,6.6,16,5.5,17,5.9,23,7.9,26,9,28,9.7,24,8.3,22,7.6,29,10,3,1,57,19.7,15,5.2,24,8.3,98,33.8,1,0.3,10,3.4,3,1,46,15.9,101,34.8,149,51.4,5,20,12,48
'138903,2003,20,76.9,6,23.1,26,100,0,0,0,0,1,3.8,13,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,441,39,8.8,63,14.3,28,7,266,60.3,22,5,38,8.6,26,5.9,32,7.3,30,6.8,35,7.9,40,9.1,33,7.5,37,8.4,28,6.3,23,5.2,33,7.5,5,1.1,52,11.8,31,7,28,6.3,176,39.9,1,0.2,39,8.8,0,0,42,9.5,103,23.4,201,45.6,4,15.4,12,46.2
'138904,2003,5,71.4,2,28.6,7,100,0,0,0,0,0,0,2,28.6,0,0,0,0,25,33.3,25,0,0,0,0,0,0,.,.,0,0,.,0,0,0,0,91,1,1.1,0,0,0,0,45,49.5,5,5.5,3,3.3,4,4.4,4,4.4,10,11,6,6.6,11,12.1,6,6.6,8,8.8,10,11,9,9.9,9,9.9,1,1.1,8,8.8,4,4.4,1,1.1,21,23.1,0,0,5,5.5,0,0,11,12.1,25,27.5,70,76.9,1,14.3,5,71.4
'139905,2003,27,55.1,22,44.9,49,100,0.8,4,0.4,3,4,8.2,0,0,0,0,0,0,0,7.1,1.8,1.6,0,0,1.7,1.9,0,16.7,0,0,0,0,0,0,0,12.5,893,25,2.8,60,6.7,5,0.6,299,33.5,71,8,63,7.1,66,7.4,66,7.4,74,8.3,77,8.6,72,8.1,69,7.7,69,7.7,71,8,61,6.8,44,4.9,1,0.1,50,5.6,70,7.8,19,2.1,9,1,16,1.8,25,2.8,3,0.3,107,12,156,17.5,805,90.1,8,16.3,45,91.8
'139908,2003,5,31.3,11,68.8,16,100,0,2,0.7,0,0,0,1,6.3,0,0,0,0,17.6,0,0,0,0,0,0,0,12.5,25,0,0,.,.,0,0,0,0,249,0,0,49,19.7,4,1.5,120,48.2,17,6.8,19,7.6,18,7.2,9,3.6,15,6,22,8.8,22,8.8,28,11.2,17,6.8,19,7.6,20,8,19,7.6,0,0,15,6,12,4.8,12,4.8,6,2.4,5,2,0,0,0,0,54,21.7,64,25.7,189,75.9,3,18.8,15,93.8
'139909,2003,91,52,84,48,175,100,0,0,0,0,87,49.7,2,1.1,0,0,1,0.6,4.9,0.9,0.4,0.8,0.4,1.9,1.7,0.5,3.7,4.8,0,0,0,0,0,0,3.8,18.8,3877,84,2.2,1628,42,140,3.9,2415,62.3,317,8.2,316,8.2,266,6.9,293,7.6,282,7.3,306,7.9,300,7.7,270,7,312,8,224,5.8,213,5.5,202,5.2,6,0.2,393,10.1,299,7.7,271,7,206,5.3,50,1.3,89,2.3,30,0.8,611,15.8,900,23.2,1963,50.6,29,16.6,85,48.6
'139911,2003,75,36.9,128,63.1,203,100,0.3,4,0.1,4,10,4.9,5,2.5,3,1.5,2,1,2.1,1.8,0.6,0.9,0,0.4,0,0,4,5.4,5.7,0,0,0,0,0,2.3,0,3192,23,0.7,155,4.9,26,0.8,989,31,220,6.9,250,7.8,215,6.7,224,7,256,8,281,8.8,268,8.4,245,7.7,280,8.8,235,7.4,233,7.3,208,6.5,21,0.7,204,6.4,212,6.6,44,1.4,92,2.9,47,1.5,24,0.8,15,0.5,442,13.8,681,21.3,2883,90.3,18,8.9,183,90.1
'139912,2003,39,56.5,30,43.5,69,100,0,2,0.2,0,3,4.3,2,2.9,2,2.9,0,0,9.2,3.3,0,0,0,3.3,1.5,0,8.8,0,16.7,0,0,0,0,0,0,22.2,1003,18,1.8,6,0.6,6,0.6,483,48.2,75,7.5,74,7.4,65,6.5,68,6.8,88,8.8,82,8.2,73,7.3,79,7.9,85,8.5,72,7.2,69,6.9,74,7.4,7,0.7,88,8.8,71,7.1,21,2.1,52,5.2,26,2.6,18,1.8,2,0.2,144,14.4,278,27.7,917,91.4,11,15.9,62,89.9
'140901,2003,9,64.3,5,35.7,14,100,0,0,0,0,2,14.3,4,28.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.,0,.,0,0,0,0,179,26,14.5,25,14,0,0,131,73.2,17,9.5,12,6.7,9,5,13,7.3,12,6.7,11,6.1,18,10.1,11,6.1,17,9.5,15,8.4,15,8.4,13,7.3,0,0,10,5.6,16,8.9,0,0,97,54.2,0,0,28,15.6,0,0,21,11.7,67,37.4,57,31.8,1,7.1,8,57.1
'140904,2003,49,62.8,29,37.2,78,100,0,1,0.1,0,7,9,36,46.2,0,0,0,0,2.2,1.2,0,1,0,1,2.1,1.9,1.4,0,0,0,0,5,16,11.6,12.5,0,1582,66,4.2,105,6.6,49,3.1,987,62.4,97,6.1,99,6.3,107,6.8,110,7,122,7.7,121,7.6,139,8.8,151,9.5,140,8.8,118,7.5,108,6.8,90,5.7,2,0.1,137,8.7,111,7,67,4.2,903,57.1,2,0.1,66,4.2,4,0.3,261,16.5,226,14.3,568,35.9,10,12.8,35,44.9
'140905,2003,23,48.9,24,51.1,47,100,0,0,0,0,0,0,31,66,1,2.1,0,0,3,0,2.2,0,0,0,4,0,14.3,0,10,0,0,12.5,0,0,0,16.7,782,102,13,12,1.5,15,2,541,69.2,62,7.9,43,5.5,59,7.5,51,6.5,52,6.6,51,6.5,65,8.3,55,7,66,8.4,47,6,61,7.8,57,7.3,1,0.1,84,10.7,63,8.1,49,6.3,555,71,3,0.4,110,14.1,0,0,112,14.3,238,30.4,212,27.1,2,4.3,15,31.9
'140906,2003,4,36.4,7,63.6,11,100,0.9,0,0,1,1,9.1,7,63.6,0,0,0,0,7.1,7.7,0,0,0,0,0,0,0,0,.,.,0,0,0,0,0,0,176,4,2.3,13,7.4,0,0,138,78.4,15,8.5,16,9.1,10,5.7,8,4.5,9,5.1,14,8,8,4.5,11,6.3,15,8.5,15,8.5,10,5.7,7,4,0,0,3,1.7,14,8,24,13.6,104,59.1,6,3.4,12,6.8,0,0,26,14.8,35,19.9,53,30.1,3,27.3,3,27.3
'140907,2003,15,48.4,16,51.6,31,100,0,0,0,0,0,0,15,48.4,0,0,0,0,8.3,4.8,0,0,0,0,8.3,0,0,0,0,0,0,0,10,0,0,25,380,44,11.6,10,2.6,2,0.5,220,57.9,29,7.6,30,7.9,27,7.1,38,10,29,7.6,28,7.4,34,8.9,25,6.6,22,5.8,20,5.3,25,6.6,29,7.6,0,0,33,8.7,22,5.8,22,5.8,222,58.4,0,0,45,11.8,0,0,77,20.3,88,23.2,148,38.9,8,25.8,16,51.6
'140908,2003,25,55.6,20,44.4,45,100,0,3,0.7,0,3,6.7,17,37.8,0,0,0,0,5.9,4.3,0,0,0,0,0,0,0,0,0,.,0,0,0,0,0,0,376,21,5.6,21,5.6,0,0,241,64.1,23,6.1,25,6.6,23,6.1,21,5.6,27,7.2,30,8,28,7.4,29,7.7,26,6.9,37,9.8,39,10.4,36,9.6,0,0,17,4.5,32,8.5,0,0,185,49.2,1,0.3,21,5.6,0,0,47,12.5,123,32.7,169,44.9,6,13.3,25,55.6
'141801,2003,0,0,4,100,4,100,0,1,0.4,0,1,25,0,0,0,0,0,0,100,0,80,75,100,66.7,66.7,0,0,0,0,40,20,33.3,12.5,20,40,0,77,2,2.6,9,11.7,0,0,70,90.9,5,6.5,0,0,4,5.2,6,7.8,7,9.1,4,5.2,9,11.7,3,3.9,12,15.6,3,3.9,7,9.1,2,2.6,0,0,0,0,6,7.8,9,11.7,21,27.3,1,1.3,2,2.6,0,0,35,45.5,0,0,46,59.7,2,50,3,75
'141901,2003,96,45.3,116,54.7,212,100,1.8,1,0,31,11,5.2,32,15.1,2,0.9,4,1.9,5.5,3.2,1.6,1.5,3.2,3.3,1.5,1.9,7.7,13.3,6.5,0,2.4,0,5,4.4,2.1,9.4,3254,82,2.5,122,3.7,48,1.5,1455,44.7,221,6.8,232,7.1,201,6.2,229,7,253,7.8,280,8.6,260,8,264,8.1,275,8.5,264,8.1,249,7.7,213,6.5,16,0.5,123,3.8,223,6.9,74,2.3,623,19.1,23,0.7,88,2.7,22,0.7,470,14.4,874,26.9,2464,75.7,22,10.4,163,76.9
'141902,2003,7,43.8,9,56.3,16,100,0,0,0,0,0,0,3,18.8,0,0,0,0,0,10,0,0,0,0,0,0,8.3,25,0,0,0,0,0,33.3,33.3,.,295,43,14.6,7,2.4,0,0,210,71.2,16,5.4,23,7.8,16,5.4,26,8.8,32,10.8,23,7.8,24,8.1,23,7.8,21,7.1,20,6.8,25,8.5,11,3.7,0,0,16,5.4,14,4.7,21,7.1,126,42.7,0,0,50,16.9,1,0.3,62,21,72,24.4,161,54.6,3,18.8,13,81.3
'142901,2003,44,56.4,34,43.6,78,100,0.6,6,0.4,4,0,0,67,85.9,0,0,0,0,11.9,4.9,2.7,0,0,6.2,4.7,2.6,0,28.6,0,0,0,9.1,6.7,0,0,0,1254,257,20.5,3,0.2,15,1.2,963,76.8,79,6.3,69,5.5,93,7.4,82,6.5,96,7.7,104,8.3,94,7.5,97,7.7,104,8.3,92,7.3,93,7.4,87,6.9,1,0.1,134,10.7,99,7.9,64,5.1,1105,88.1,1,0.1,300,23.9,2,0.2,152,12.1,216,17.2,143,11.4,7,9,11,14.1
'143901,2003,35,36.8,60,63.2,95,100,0,3,0.3,0,9,9.5,9,9.5,1,1.1,0,0,1.6,5.8,2.2,3,1.5,0,0,0,0,50,0,0,0,0,0,0,0,8.3,1015,12,1.2,128,12.6,28,2.8,356,35.1,64,6.3,67,6.6,58,5.7,58,5.7,79,7.8,82,8.1,76,7.5,86,8.5,106,10.4,101,10,96,9.5,88,8.7,3,0.3,63,6.2,51,5,0,0,83,8.2,0,0,12,1.2,0,0,147,14.5,281,27.7,804,79.2,12,12.6,76,80
'143902,2003,3,13,20,87,23,100,0.5,0,0,1,0,0,2,8.7,0,0,0,0,0,0,0,9.1,0,4.3,6.7,8.7,8,0,0,0,0,0,0,0,0,0,352,20,5.7,1,0.3,0,0,173,49.1,27,7.7,15,4.3,32,9.1,22,6.3,25,7.1,28,8,30,8.5,33,9.4,30,8.5,30,8.5,32,9.1,29,8.2,0,0,21,6,19,5.4,0,0,85,24.1,0,0,20,5.7,0,0,39,11.1,68,19.3,266,75.6,2,8.7,21,91.3
'143903,2003,17,39.5,26,60.5,43,100,0.4,4,0.7,1,7,16.3,4,9.3,0,0,0,0,6.5,0,11.9,0,3.7,0,7.7,0,0,0,0,0,0,0,0,0,0,0,484,5,1,83,17.1,10,2.1,188,38.8,34,7,28,5.8,40,8.3,41,8.5,31,6.4,33,6.8,46,9.5,31,6.4,45,9.3,33,6.8,38,7.9,36,7.4,0,0,38,7.9,31,6.4,17,3.5,55,11.4,0,0,5,1,3,0.6,71,14.7,221,45.7,343,70.9,6,14,32,74.4
'143904,2003,0,.,0,.,0,.,0,0,0,0,0,.,0,.,0,.,0,.,0,0,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,.,84,0,0,0,0,0,0,31,36.9,7,8.3,7,8.3,9,10.7,8,9.5,11,13.1,12,14.3,10,11.9,10,11.9,0,0,0,0,0,0,0,0,0,0,4,4.8,10,11.9,0,0,2,2.4,0,0,0,0,0,0,13,15.5,0,0,82,97.6,0,.,0,.
'143905,2003,0,.,0,.,0,.,0,1,1.1,0,0,.,0,.,0,.,0,.,7.7,0,0,0,0,0,0,0,0,0,0,0,0,.,0,0,.,0,83,1,1.2,0,0,0,0,15,18.1,7,8.4,11,13.3,7,8.4,4,4.8,12,14.5,10,12,13,15.7,7,8.4,0,0,0,0,0,0,0,0,0,0,4,4.8,12,14.5,0,0,6,7.2,0,0,1,1.2,0,0,7,8.4,0,0,77,92.8,0,.,0,.
'143906,2003,0,.,0,.,0,.,0,0,0,0,0,.,0,.,0,.,0,.,0,0,0,0,0,0,0,0,9.1,0,.,0,.,.,0,0,0,0,71,0,0,0,0,0,0,9,12.7,14,19.7,7,9.9,11,15.5,8,11.3,5,7,6,8.5,5,7,4,5.6,0,0,0,0,0,0,0,0,0,0,3,4.2,11,15.5,0,0,2,2.8,0,0,0,0,0,0,5,7,0,0,69,97.2,0,.,0,.
'144901,2003,72,58.5,51,41.5,123,100,1.3,24,1.2,12,15,12.2,31,25.2,0,0,2,1.6,6.8,4.4,0.9,0,0.9,0,0.9,0,3.7,14.3,0,0,9.1,0,0,0,0,7.1,1807,187,10.3,259,14.3,28,1.6,885,49,131,7.2,129,7.1,130,7.2,124,6.9,119,6.6,136,7.5,92,5.1,127,7,190,10.5,128,7.1,141,7.8,143,7.9,8,0.4,86,4.8,147,8.1,62,3.4,725,40.1,5,0.3,211,11.7,5,0.3,191,10.6,453,25.1,813,45,19,15.4,75,61
'144902,2003,0,0,59,100,59,100,0.2,0,0,1,6,10.2,1,1.7,0,0,0,0,1.7,0,1.6,1.6,0,1.4,6.8,2.9,7.6,0,16.7,0,0,0,25,16.7,5.9,20,1034,45,4.4,122,11.8,17,1.7,396,38.3,73,7.1,77,7.4,67,6.5,82,7.9,66,6.4,81,7.8,90,8.7,79,7.6,91,8.8,98,9.5,75,7.3,61,5.9,4,0.4,79,7.6,72,7,18,1.7,120,11.6,4,0.4,45,4.4,1,0.1,127,12.3,286,27.7,787,76.1,4,6.8,52,88.1
'144903,2003,0,.,0,.,0,.,30,1,0.4,45,0,.,0,.,0,.,0,.,5.9,0,9.1,27.3,0,13,5.3,0,0,0,.,0,.,0,0,0,.,0,231,8,3.5,61,26.4,1,0.4,133,57.6,12,5.2,18,7.8,13,5.6,15,6.5,10,4.3,16,6.9,23,10,24,10.4,18,7.8,25,10.8,21,9.1,19,8.2,0,0,31,13.4,9,3.9,8,3.5,70,30.3,3,1.3,7,3,0,0,34,14.7,29,12.6,97,42,0,.,0,.
'145901,2003,16,28.6,40,71.4,56,100,0,4,0.4,0,3,5.4,8,14.3,0,0,1,1.8,5.6,9.8,2,0,2.1,0,0,1.8,7,33.3,0,0,0,0,0,0,0,12.5,787,79,10,97,12.3,18,2.2,370,47,57,7.2,60,7.6,57,7.2,61,7.8,68,8.6,50,6.4,63,8,52,6.6,65,8.3,70,8.9,56,7.1,44,5.6,0,0,53,6.7,62,7.9,22,2.8,155,19.7,2,0.3,83,10.5,3,0.4,101,12.8,229,29.1,530,67.3,6,10.7,44,78.6
'145902,2003,37,72.5,14,27.5,51,100,0.5,5,0.6,2,10,19.6,3,5.9,0,0,0,0,5.6,9.1,2.9,0,4.3,0,1.9,0,2.9,0,0,16.7,0,0,0,0,0,20,713,7,1,84,11.8,11,1.5,273,38.3,44,6.2,45,6.3,54,7.6,45,6.3,46,6.5,61,8.6,68,9.5,64,9,50,7,62,8.7,61,8.6,60,8.4,0,0,69,9.7,53,7.4,0,0,52,7.3,1,0.1,10,1.4,1,0.1,115,16.1,258,36.2,575,80.6,8,15.7,38,74.5
'145906,2003,18,48.6,19,51.4,37,100,0,0,0,0,1,2.7,1,2.7,0,0,0,0,0,0,6.9,0,0,0,9.4,0,3.4,0,0,0,0,0,0,0,0,16.7,584,9,1.5,52,8.9,11,2.1,231,39.6,34,5.8,34,5.8,42,7.2,34,5.8,48,8.2,45,7.7,53,9.1,37,6.3,57,9.8,45,7.7,47,8,34,5.8,0,0,42,7.2,45,7.7,29,5,37,6.3,0,0,9,1.5,3,0.5,72,12.3,173,29.6,492,84.2,5,13.5,35,94.6
'145907,2003,0,0,12,100,12,100,0.8,1,0.4,1,4,33.3,0,0,0,0,0,0,15,0,0,0,0,7.1,0,0,0,0,33.3,0,0,0,0,0,0,0,233,5,2.1,86,36.9,0,0,124,53.2,19,8.2,19,8.2,21,9,16,6.9,19,8.2,16,6.9,15,6.4,11,4.7,16,6.9,16,6.9,23,9.9,22,9.4,0,0,16,6.9,20,8.6,0,0,19,8.2,0,0,5,2.1,0,0,52,22.3,60,25.8,128,54.9,4,33.3,8,66.7
'145911,2003,1,2.3,43,97.7,44,100,0,1,0.1,0,1,2.3,2,4.5,0,0,0,0,6.3,0,2.3,0,0,2.3,2.1,0,10.3,0,0,0,0,0,0,10,7.7,0,679,43,6.3,29,4.3,4,0.5,286,42.1,41,6,49,7.2,46,6.8,49,7.2,51,7.5,59,8.7,52,7.7,53,7.8,54,8,60,8.8,61,9,39,5.7,0,0,61,9,42,6.2,23,3.4,127,18.7,1,0.1,45,6.6,4,0.6,102,15,167,24.6,518,76.3,5,11.4,41,93.2
