DISTRICT,YEAR,DA0CA08R,DA0CA09R,DA0CC08R,DA0CC09R,DA0CS08R,DA0CS09R,DA0CT08R,DA0CT09R,DACRB08R,DACRB09R,DACRM08R,DACRM09R,DACRR08R,DACRR09R,DB0CA08R,DB0CA09R,DB0CC08R,DB0CC09R,DB0CS08R,DB0CS09R,DB0CT08R,DB0CT09R,DBCRB08R,DBCRB09R,DBCRM08R,DBCRM09R,DBCRR08R,DBCRR09R,DECRB08R,DECRB09R,DECRM08R,DECRM09R,DECRR08R,DECRR09R,DF0CA08R,DF0CA09R,DF0CC08R,DF0CC09R,DF0CS08R,DF0CS09R,DF0CT08R,DF0CT09R,DFCRB08R,DFCRB09R,DFCRM08R,DFCRM09R,DFCRR08R,DFCRR09R,DH0CA08R,DH0CA09R,DH0CC08R,DH0CC09R,DH0CS08R,DH0CS09R,DH0CT08R,DH0CT09R,DHCRB08R,DHCRB09R,DHCRM08R,DHCRM09R,DHCRR08R,DHCRR09R,DI0CA08R,DI0CA09R,DI0CC08R,DI0CC09R,DI0CS08R,DI0CS09R,DI0CT08R,DI0CT09R,DICRB08R,DICRB09R,DICRM08R,DICRM09R,DICRR08R,DICRR09R,DLCRB08R,DLCRB09R,DLCRM08R,DLCRM09R,DLCRR08R,DLCRR09R,DM0CA08R,DM0CA09R,DM0CC08R,DM0CC09R,DM0CS08R,DM0CS09R,DM0CT08R,DM0CT09R,DMCRB08R,DMCRB09R,DMCRM08R,DMCRM09R,DMCRR08R,DMCRR09R,DP0CA08R,DP0CA09R,DP0CC08R,DP0CC09R,DP0CS08R,DP0CS09R,DP0CT08R,DP0CT09R,DPCRB08R,DPCRB09R,DPCRM08R,DPCRM09R,DPCRR08R,DPCRR09R,DRCRB08R,DRCRB09R,DRCRM08R,DRCRM09R,DRCRR08R,DRCRR09R,DSCRB08R,DSCRB09R,DSCRM08R,DSCRM09R,DSCRR08R,DSCRR09R,DW0CA08R,DW0CA09R,DW0CC08R,DW0CC09R,DW0CS08R,DW0CS09R,DW0CT08R,DW0CT09R,DWCRB08R,DWCRB09R,DWCRM08R,DWCRM09R,DWCRR08R,DWCRR09R
'101911,2010,20.5,20.9,23.4,21,958,956,36,32.5,34,44,49,57,48,60,16.5,17.4,5.3,6.7,843,838,54.6,36.6,25,24,33,36,42,48,23,35,39,50,40,51,20.9,20.2,22.1,18.5,948,940,34.5,31.8,35,41,46,52,52,61,22.2,19.6,10.9,10.5,924,932,16.2,17.3,24,42,43,55,37,56,.,.,-1,.,-1,.,-1,-1,-1,-1,-1,-1,-1,-1,-3,-3,20,40,-3,-3,20.2,21.6,24.7,23.5,967,972,37.6,33.3,32,47,52,62,44,59,20.2,-1,0,27.3,869,1029,71.4,52.4,46,69,54,88,62,69,8,17,14,29,27,41,4,-3,4,10,12,10,22.6,22.9,39.8,31.4,1036,1016,47.1,47.5,48,55,62,69,62,71
'101912,2010,20.1,19.7,23.8,22.2,943,933,69.8,66.8,36,42,55,58,47,56,17.6,17.2,9.3,7.5,853,838,77.5,76.4,25,31,43,47,38,48,26,33,47,51,37,49,20,19.6,21.8,20.4,931,924,71.3,69.4,36,44,52,57,49,60,18.6,18.5,10.7,11,879,876,53.4,51.9,28,36,50,54,40,51,-1,-1,28.6,33.3,904,1002,-2,-2,-1,60,-1,60,-1,60,-3,-3,16,21,-3,1,20.1,19.8,26.4,24.5,959,946,68,63.6,36,41,58,59,45,52,25.2,25.2,54.8,56.6,1128,1131,-2,91.6,68,73,82,87,71,77,11,21,28,39,26,40,9,6,14,15,13,14,24.5,24.4,59.9,58.2,1136,1140,95.1,88.5,70,75,80,84,78,83
'101913,2010,21.9,22.6,37,39.1,1037,1037,78.5,68.5,54,54,63,66,69,66,17.4,18,8.9,7.7,871,851,84.3,66.7,27,23,34,32,53,48,25,27,35,41,46,49,22.1,22.8,35.8,37,1027,1028,79.3,70.5,53,55,59,64,73,71,20.4,21,26.2,24.9,977,974,50.2,47,39,40,48,54,58,58,-1,-1,66.7,-1,1176,.,100,-1,83,-1,-4,-1,83,-1,-1,-3,20,17,-1,17,21.5,22.4,38.3,41.2,1050,1048,77.3,66.6,54,53,68,67,65,62,25,25.8,43.8,48.6,1072,1097,92.8,88.9,67,67,73,80,76,74,15,17,25,28,43,42,13,17,18,24,30,27,22.9,23.4,44,49.4,1077,1094,82.4,74.6,62,65,72,77,74,73
'101914,2010,23.5,23.6,46.4,46.3,1080,1082,77.9,74.7,60,64,71,75,72,74,20,20.1,16.9,21.9,936,956,76.8,75.5,36,43,46,54,56,63,33,39,49,54,51,56,23.2,23.3,43.5,43,1064,1064,79.1,76.5,59,64,67,72,75,78,21.8,22,28.4,26.1,1001,995,58.3,54.2,41,48,54,61,59,62,-1,25.3,40,45.5,1034,1079,100,-2,40,88,80,88,60,-4,5,6,25,43,4,8,23.8,23.9,49.5,49.8,1097,1101,76.7,72.9,61,63,75,77,69,71,25.6,24.6,66.6,59,1187,1169,91.1,95.4,77,72,86,85,82,78,23,25,36,39,49,48,12,13,26,28,24,23,23.9,24.1,51.4,53.2,1099,1108,83,78.8,67,72,78,82,77,80
'101915,2010,22.4,22.5,36.5,36.7,1035,1035,72.5,68,56,55,67,65,71,71,18.3,18.3,11.1,12.7,896,883,75.2,69.9,30,30,42,41,59,57,32,35,46,48,52,54,22.5,22.5,34,31.9,1019,1012,73.4,68.5,58,55,64,62,75,75,21.2,21.2,23.1,20.9,974,964,51.1,49.4,43,41,57,52,59,59,-1,-1,16.7,-1,912,-1,60,80,38,33,50,33,50,67,-3,5,38,30,-3,5,22.3,22.5,39.3,41.8,1053,1059,71.5,67.3,55,55,71,67,66,68,24.4,24.2,44.3,45.5,1079,1091,84.8,83.3,70,76,80,87,78,81,18,19,33,29,46,45,3,6,24,14,15,15,23.3,23.6,44.8,46.6,1075,1087,77.8,72.8,65,65,76,73,77,79
'101916,2010,19.4,20.1,17.5,22.3,973,974,45.2,-2,38,48,53,56,57,70,18,16,0,0,852,844,61.9,-2,28,28,38,32,58,63,33,31,51,47,51,60,19.5,20.6,11.5,23.8,961,986,51.1,-2,40,53,51,60,64,78,17.1,18.8,5.9,11.5,935,930,41.8,-2,32,37,49,49,56,62,.,.,-1,.,-1,.,-1,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,19.2,19.3,24.7,20.4,988,958,39.6,-2,37,42,55,52,49,62,.,-1,-1,28.6,-1,1020,50,-2,71,89,71,89,86,89,9,17,18,23,43,51,11,7,40,13,20,11,21.3,21.9,26.4,28.8,1007,999,43.9,-2,41,54,56,62,56,74
'101917,2010,19,19.8,16,17,928,935,44.1,40.3,40,40,52,56,60,55,17.1,18.6,4.4,11.6,823,893,65,62.3,35,39,44,56,58,54,34,34,48,52,53,47,18.8,19.4,13.9,15.9,919,929,44.6,42.6,40,42,49,55,65,60,18.2,18.8,10.8,10.9,898,898,37.5,34.2,32,36,46,52,54,51,-1,.,-1,-1,-1,-1,-2,40,-1,60,-1,80,-1,80,3,4,24,31,3,6,19.4,20.4,18.4,18.6,937,942,43.5,37.7,40,38,56,59,54,50,19.8,20.8,25.6,28,1009,1008,86.7,67,64,64,81,79,67,69,14,20,26,36,38,38,3,4,13,15,13,9,21,22.5,28.2,32,1003,1022,47.7,47.9,56,52,66,65,74,66
'101919,2010,18.3,18.2,15.9,13.6,912,916,58.9,55.7,30,32,40,45,48,51,16.5,16.9,5.5,5.3,828,847,65.6,67,19,24,26,35,38,45,21,24,31,36,38,44,18.6,18.5,14.5,13.3,904,910,59.9,59,30,32,37,43,52,54,18.2,18.7,17.2,14.1,935,939,43,35.5,30,29,41,44,45,46,.,-1,-1,-1,-1,-1,60,-1,-1,-1,40,-1,-1,-1,-3,-3,-3,4,-3,-3,17.9,17.8,17.7,13.9,923,925,57.7,51.9,31,32,44,47,43,48,21.8,20.6,28,25.4,977,982,78.9,70.8,49,62,66,70,61,72,9,10,16,23,28,33,2,-3,4,4,5,5,21.5,21,29.8,25.5,1015,1003,59.6,58.4,45,42,58,57,63,62
'101920,2010,23.4,23.1,45.1,45.2,1058,1060,85.6,84.1,62,61,73,73,72,71,18.7,18.9,13.4,13.2,868,892,74.4,71.6,36,40,43,52,54,55,33,34,54,54,48,46,23.3,22.8,44.2,42.9,1046,1040,86.7,85.5,63,60,72,69,74,71,18.9,18.2,12.9,12.9,889,908,59.9,61.2,37,38,56,56,52,50,-1,24.2,-1,60,-1,-1,-1,100,-1,80,-1,80,-1,-4,2,4,29,27,7,4,23.6,23.4,45.9,47.6,1070,1080,83.8,82.7,61,63,75,78,69,70,25,24.6,47.8,53.1,1113,1134,-2,-2,76,72,88,88,78,77,24,24,44,42,41,40,19,25,32,39,29,29,24.6,24.9,60.4,62.6,1133,1137,-2,99.2,80,81,86,87,86,88
'101921,2010,21.6,21.3,34.6,32.4,1043,1029,70.3,61.3,51,55,65,68,66,70,20,17,11.8,0,901,824,68,73.1,30,17,39,28,52,36,46,28,63,47,57,49,21.2,21.4,30.9,30.9,1010,1016,73.2,62.3,49,54,60,64,68,74,19.4,19.7,20.7,16.1,992,986,42.6,42.5,38,42,57,53,54,64,-1,.,-1,-1,-1,-1,60,-1,60,-1,60,-1,80,-1,-1,-1,-1,-1,-1,-3,22.1,21.1,38.5,34.2,1076,1044,67.3,60.1,53,56,70,72,64,65,23,22.8,41.2,33.3,1078,1063,89.5,83.3,71,56,76,78,88,61,13,26,31,44,33,50,-1,22,-1,18,-3,27,21.8,21.8,36.4,36.3,1051,1038,73.7,62.6,53,59,68,72,67,73
'101924,2010,17.6,16.3,5.1,2.6,845,839,44.5,46.2,26,31,44,48,41,50,14.5,15.2,0,0,772,806,59.1,69,19,23,36,45,34,41,27,29,43,48,40,48,17.4,16.7,3.7,3.3,851,828,45,49.2,26,33,34,43,48,59,18.5,18.4,0,5,880,861,31.2,33.1,29,32,45,48,39,50,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-3,-3,33,14,-3,-3,17.9,15.9,6.8,1.8,838,848,44,43.4,26,29,55,53,34,39,-1,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,11,17,27,33,30,39,-1,-3,-1,-3,-1,-3,18.3,17.2,17.2,7.7,921,902,49.2,32.5,29,45,47,55,53,65
'101925,2010,21.2,20.9,28.6,19.8,1007,967,57.2,49.5,44,49,57,66,55,54,.,.,-1,-1,-1,-1,-1,66.7,-1,50,-1,83,-1,50,19,36,25,59,29,43,20.4,21.3,23,15.7,980,971,58.1,57.3,39,52,46,64,60,60,-1,-1,0,0,903,821,50,34.8,31,22,50,57,44,35,.,.,-1,.,-1,.,-1,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,21.9,20.5,34.5,25,1035,962,56.3,42.1,48,47,69,69,50,48,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,18,18,27,37,39,24,-3,17,-3,33,-3,14,21.3,21.1,30.6,22.8,1015,986,57.8,52,45,54,58,67,56,57
'102901,2010,17,17.1,0,0,-1,.,100,75,29,17,43,25,43,31,17.2,16.6,0,0,-1,.,100,72.7,33,9,50,18,50,27,29,-3,43,10,43,18,-1,16.8,-1,0,-1,.,-2,100,-1,33,-1,50,-1,33,.,.,.,.,.,.,-1,.,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,80,50,40,-3,40,-3,40,29,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,17,-3,33,-3,33,17,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,-2,-1,-1,-1,-1,-1,-1,-1
'102902,2010,19.2,19.3,20.3,17.5,1022,968,54,50.2,35,30,56,47,42,41,16.9,16.4,17,5.1,956,874,44.8,49.2,23,13,39,28,28,25,25,19,47,35,28,28,18.7,19,18.4,11.6,1007,932,55.4,55.6,30,33,47,46,37,47,17.3,18.6,0,0,895,887,34.4,21.3,24,25,57,46,26,29,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,20,19.7,23,26.2,1041,1021,52.1,43.9,41,27,67,48,48,35,-1,-1,40,-1,-1,-1,83.3,-1,67,-1,83,-1,67,-1,10,14,25,24,18,25,-3,3,13,3,10,6,20.7,21.5,23.5,27.8,1050,1010,64.9,60.4,45,48,66,65,55,61
'102903,2010,19.8,19.1,10.5,14.3,904,1048,51.4,67.7,30,41,41,50,53,59,-1,-1,-1,0,-1,-1,25,83.3,-3,33,13,33,25,50,25,33,33,33,50,56,20.2,19.3,18.2,14.3,-1,-1,55,82.4,25,53,35,59,57,76,-1,-1,-1,-1,-1,.,50,-1,17,-1,33,-1,33,-1,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,19.3,18.4,0,14.3,916,-1,47.1,50,35,27,47,40,47,40,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,10,10,15,10,45,20,-1,-1,-1,-1,-1,-1,20.1,20.1,14.3,20,914,-1,60.9,62.5,43,46,52,58,67,67
'102904,2010,20.7,19.6,31.4,24.3,1013,969,56.1,49.8,48,54,62,65,58,69,.,13.6,0,0,833,768,36.8,83.3,19,17,33,28,25,44,31,33,46,44,46,67,20.2,19.7,30.9,25,987,964,58.3,55.2,47,55,59,63,60,75,-1,-1,-1,-1,-1,-1,33.3,30.8,33,56,58,56,42,78,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,21.4,19.5,32.1,23.3,1052,976,53.3,44.1,49,53,66,66,55,63,-1,-1,-1,-1,-1,-1,-1,66.7,-1,33,-1,33,-1,83,9,12,19,19,26,46,-1,25,-1,20,33,60,20.6,20.3,32.8,26.7,1028,994,59.2,47.7,50,58,65,68,61,71
'102905,2010,20.6,20.9,18.9,30.8,999,1028,72.5,72.2,46,53,53,62,74,74,-1,.,-1,.,.,.,-1,.,-1,-1,-1,-1,-1,-1,-1,20,-1,40,-1,40,21.5,20.8,20,30.8,1016,-1,66.7,72.2,59,63,60,63,79,81,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,19.6,21.1,17.6,30.8,-1,-1,81,72.2,29,44,43,61,67,67,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,15,17,14,17,55,67,-1,-1,-1,-1,-1,-1,20.9,20.9,20.6,30.8,999,1028,73.9,74.3,49,55,54,64,80,76
'102906,2010,20.5,20.4,20,20.6,-1,-1,79.4,70.8,42,40,55,63,53,57,17,-1,0,-1,.,.,100,-1,15,-1,23,-1,31,-1,37,38,47,56,47,44,20.3,20,15.8,18.2,-1,.,82.6,81.5,32,44,32,67,55,67,.,-1,.,-1,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,.,-1,.,-1,.,-1,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,20.6,21.1,22.6,25,-1,-1,77.5,57.1,48,33,68,59,53,45,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,17,14,26,43,35,29,-1,-1,-1,-1,-1,-1,21.2,20.7,23.7,22.6,-1,-1,74.5,72.1,48,42,63,65,58,60
'103901,2010,23,19,40,0,.,.,55.6,55.6,33,75,44,75,44,88,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,23,-1,40,-1,.,.,71.4,-1,43,-1,57,-1,57,-1,.,-1,.,-1,.,.,.,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,-1,.,-1,.,.,-1,50,-1,67,-1,67,-1,83,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,23,-1,40,-1,.,.,55.6,50,33,80,44,80,44,-4
'103902,2010,20,20,12.5,0,.,-1,-2,50,43,44,57,56,71,44,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,60,-1,60,-1,80,-1,19.4,-1,0,-1,.,.,-2,60,-1,40,-1,40,-1,40,-1,-1,-1,-1,.,-1,-2,16.7,-1,60,-1,60,-1,60,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,-1,-1,40,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,60,-1,60,-1,60,-1,-1,-1,-1,-1,-1,20.6,-1,20,-1,.,.,100,-1,60,-1,80,-1,80,-1
'104901,2010,18.5,19.4,12,4,-1,-1,56.8,69.4,33,55,55,71,41,70,-1,-1,-1,-1,.,.,-1,-1,-1,-1,-1,-1,-1,-1,33,47,63,65,36,58,20,19.3,16.7,0,-1,-1,54.5,85.7,45,63,48,74,62,74,17.4,17.4,0,0,.,.,41.2,53.3,13,46,44,71,25,46,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,17.3,19.6,7.7,14.3,-1,-1,59.1,46.7,22,43,61,67,22,64,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,13,25,41,53,18,50,-1,-1,-1,-1,-1,-1,19.1,20.5,17.6,6.3,-1,-1,68,84.2,48,63,62,74,50,84
'104903,2010,19.2,22.5,8.3,37.5,.,.,100,72.7,10,64,10,73,62,64,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,33,-1,17.4,-1,0,-1,.,.,-2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,20.4,22,14.3,33.3,.,.,87.5,75,14,63,14,75,67,63,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,17,-1,17,-1,50,-1,-1,-1,-1,-1,-1,-1,19.1,23.3,0,42.9,.,.,-2,70,-3,70,-3,80,67,70
'104907,2010,-1,19.5,-1,12.5,.,-1,16.7,88.9,33,33,33,44,57,67,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,40,40,40,60,67,60,-1,-1,-1,-1,.,.,-1,-1,-1,-1,-1,-1,-1,-1,.,-1,.,-1,.,.,.,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,-1,.,-1,.,-1,-1,80,-1,20,-1,40,-1,40,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,20,-1,20,-1,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,-1,16.7,80,40,40,40,40,67,60
'105801,2010,21,-1,26.1,26.1,1016,1019,88.5,74.2,53,36,55,54,65,46,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,29,-1,43,-1,43,20.2,-1,14.3,30.8,965,1016,77.8,76.5,40,47,44,53,60,53,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,44.4,20,1097,1023,-2,71.4,-1,23,-1,54,80,38,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,20,22,33,33,20,44,-1,-1,-1,-1,-1,-1,21,-1,22.7,28.6,1001,1035,95.7,75,53,35,56,50,67,46
'105802,2010,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'105902,2010,18,17.9,14.3,14.4,956,941,86.8,84.7,39,33,47,51,56,48,16.9,15.5,11.1,0,891,811,78.3,-2,24,9,35,27,44,14,25,20,31,37,46,37,18.1,18,12.6,13.5,935,935,90.5,86.8,39,38,43,51,59,55,16.4,16.7,4.5,5.2,850,878,80.2,77.8,25,23,32,44,48,43,-1,-1,-1,-1,-1,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,18,17.8,16.3,15.3,991,948,82.6,82.6,38,29,51,51,54,42,16.7,-1,0,50,-1,1126,-2,-2,-1,-1,-1,-1,-1,-1,14,10,20,23,36,27,10,-3,20,-3,9,-3,20.6,20.1,29,30.4,1076,1034,96.1,86.8,60,54,69,66,71,64
'105904,2010,23.4,23.4,49.2,54.2,1089,1112,88.5,88.7,61,74,71,80,76,85,.,-1,.,-1,.,-1,.,80,-1,-1,-1,-1,-1,60,60,56,60,67,60,67,23.5,23.9,52.5,55.7,1079,1124,91,91.3,61,78,67,79,79,93,22,20.7,40.9,34.6,1061,1047,91.7,92.9,52,55,65,62,70,73,-1,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,23.2,22.8,45.2,52.9,1101,1101,85.7,86.4,62,70,76,81,73,78,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,26,32,39,45,51,57,20,14,20,36,40,31,23.5,23.7,50.3,59,1091,1127,87.2,88.1,63,76,72,83,77,87
'105905,2010,21.6,22.9,44.4,47.3,1081,1072,87.9,74.6,60,62,73,73,69,70,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,45,52,73,63,55,62,20.6,23,38.3,42.6,1050,1038,88.2,75.8,66,62,76,76,77,72,-1,.,-1,-1,-1,-1,40,16.7,10,40,20,50,40,64,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,22.4,22.7,50,52.3,1112,1110,87.7,73.3,55,62,70,71,61,68,.,.,-1,.,-1,.,-1,.,-1,-1,-1,-1,-1,-1,37,37,53,53,53,51,-1,10,-1,10,-1,20,21.7,22.8,45.3,47.7,1090,1077,92.1,80.7,65,63,78,75,71,70
'105906,2010,20,19.8,23.4,21.3,953,967,62.7,57.3,38,43,48,56,56,59,16.7,17.9,18.2,5,863,876,66.7,83.3,23,35,37,43,37,58,29,21,42,41,42,40,20,19.7,22.7,18.9,941,952,67.1,64.8,41,44,46,53,63,63,18.5,18.7,9,13.4,869,919,53.4,45.5,26,31,39,46,43,48,-1,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-3,-3,-3,-3,-3,-3,20.1,20,24.3,24.8,969,988,58.3,48.9,35,42,50,58,49,55,-1,-1,-1,11.1,-1,949,60,-2,-1,29,-1,43,-1,43,11,17,22,28,32,43,25,-3,26,7,24,8,21.6,21.5,36.1,29.6,1029,1009,72.6,64.6,54,57,60,66,73,71
'106901,2010,20.6,20.8,15.2,33.3,1003,-1,100,75,42,51,73,57,58,77,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,33,-3,83,17,50,29,21.8,21.5,27.8,33.3,-1,-1,-2,66.7,56,60,75,60,69,93,17.9,20.7,0,44.4,-1,.,80,64.3,30,36,70,45,40,58,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,18.9,20.5,0,33.3,998,-1,88.2,80.8,29,46,71,55,47,69,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-3,17,20,25,40,46,-1,-1,-1,-1,-1,20,21.5,20.9,20,29.2,1013,-1,-2,80,48,56,74,61,65,84
'107901,2010,20.8,20,19.4,21.7,945,988,55,44.2,42,43,57,56,55,58,-1,-1,0,0,883,754,55,34.6,42,17,53,29,63,46,27,33,45,45,40,49,21,20.4,22.2,21.1,950,955,50.6,45.8,47,43,54,56,62,58,20.2,18.1,8.3,15.4,883,962,25,31.7,20,41,44,49,28,57,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,20.7,19.4,16.7,22.6,941,1026,60,42.5,37,42,60,56,49,58,.,.,.,.,.,.,-1,.,-1,-1,-1,-1,-1,-1,16,5,32,10,33,29,-1,-1,-1,-1,17,-3,21.2,21.3,24.3,27.7,970,1027,70,52.8,53,51,64,67,68,62
'107902,2010,19.7,20.5,18.8,15.5,946,957,43.8,34.9,38,45,50,58,58,65,-1,15.6,-1,0,.,833,28.6,72.7,-3,36,20,45,50,50,29,31,54,56,46,49,19.5,19.3,13.6,9.4,936,928,62,46.4,41,42,52,51,69,67,-1,-1,33.3,0,976,908,46.2,31.3,20,31,40,81,40,38,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,20.1,21.2,30,23.1,967,1006,26.7,26.8,34,47,49,63,47,65,.,-1,.,-1,.,-1,.,-1,-1,-1,-1,-1,-1,-1,12,19,21,24,42,52,-1,-1,-1,-1,-1,33,20.2,21.6,17.9,18.2,943,974,44.8,32.6,41,46,53,55,59,70
'107904,2010,20.4,19.3,28.6,13.6,1002,954,58.3,53.7,39,39,57,56,56,61,-1,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,33,43,42,57,38,50,20.8,19.6,27.8,10,980,-1,69.2,50,43,33,43,50,71,50,20,-1,16.7,-1,-1,-1,100,-1,50,-1,83,-1,67,-1,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,19.4,19,30,16.7,1023,1014,45.5,57.1,33,44,71,61,38,72,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,9,-3,18,-3,42,40,-1,-1,-1,-1,-1,-1,20.6,18.9,33.3,10.5,1013,980,51.2,52.8,38,35,54,55,53,55
'107905,2010,20.5,22.3,19.6,14.6,948,918,64.8,47.1,56,40,64,57,75,58,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,50,38,59,62,70,63,-1,-1,20.8,13,957,913,64.9,48.9,62,40,62,55,84,63,-1,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,40,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,18.2,16.7,938,924,64.7,45,49,38,66,59,66,51,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,28,9,31,24,60,48,-3,-3,20,17,-3,29,19.8,22.3,19,15.8,959,930,62.7,45.2,54,40,62,57,75,59
'107906,2010,21.9,22.9,33.3,21.1,1001,948,45.5,30.2,40,46,57,68,62,58,-1,.,-1,-1,-1,-1,50,25,60,29,60,29,80,71,33,30,48,60,57,40,20.7,-1,33.3,0,1044,912,40.5,37.5,34,50,50,59,59,70,-1,.,-1,.,-1,.,50,-1,33,-1,50,-1,50,-1,.,-1,.,-1,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,24,-1,33.3,40,963,988,51.7,25.6,46,43,64,74,64,50,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,8,24,20,29,44,50,-1,-1,-1,-1,-1,-1,22,23,29.2,26.7,995,955,47.1,30,41,49,59,74,61,57
