DISTRICT,YEAR,DA0CA08R,DA0CA09R,DA0CC08R,DA0CC09R,DA0CS08R,DA0CS09R,DA0CT08R,DA0CT09R,DACRB08R,DACRB09R,DACRM08R,DACRM09R,DACRR08R,DACRR09R,DB0CA08R,DB0CA09R,DB0CC08R,DB0CC09R,DB0CS08R,DB0CS09R,DB0CT08R,DB0CT09R,DBCRB08R,DBCRB09R,DBCRM08R,DBCRM09R,DBCRR08R,DBCRR09R,DECRB08R,DECRB09R,DECRM08R,DECRM09R,DECRR08R,DECRR09R,DF0CA08R,DF0CA09R,DF0CC08R,DF0CC09R,DF0CS08R,DF0CS09R,DF0CT08R,DF0CT09R,DFCRB08R,DFCRB09R,DFCRM08R,DFCRM09R,DFCRR08R,DFCRR09R,DH0CA08R,DH0CA09R,DH0CC08R,DH0CC09R,DH0CS08R,DH0CS09R,DH0CT08R,DH0CT09R,DHCRB08R,DHCRB09R,DHCRM08R,DHCRM09R,DHCRR08R,DHCRR09R,DI0CA08R,DI0CA09R,DI0CC08R,DI0CC09R,DI0CS08R,DI0CS09R,DI0CT08R,DI0CT09R,DICRB08R,DICRB09R,DICRM08R,DICRM09R,DICRR08R,DICRR09R,DLCRB08R,DLCRB09R,DLCRM08R,DLCRM09R,DLCRR08R,DLCRR09R,DM0CA08R,DM0CA09R,DM0CC08R,DM0CC09R,DM0CS08R,DM0CS09R,DM0CT08R,DM0CT09R,DMCRB08R,DMCRB09R,DMCRM08R,DMCRM09R,DMCRR08R,DMCRR09R,DP0CA08R,DP0CA09R,DP0CC08R,DP0CC09R,DP0CS08R,DP0CS09R,DP0CT08R,DP0CT09R,DPCRB08R,DPCRB09R,DPCRM08R,DPCRM09R,DPCRR08R,DPCRR09R,DRCRB08R,DRCRB09R,DRCRM08R,DRCRM09R,DRCRR08R,DRCRR09R,DSCRB08R,DSCRB09R,DSCRM08R,DSCRM09R,DSCRR08R,DSCRR09R,DW0CA08R,DW0CA09R,DW0CC08R,DW0CC09R,DW0CS08R,DW0CS09R,DW0CT08R,DW0CT09R,DWCRB08R,DWCRB09R,DWCRM08R,DWCRM09R,DWCRR08R,DWCRR09R
'008903,2010,19.3,17.2,23.1,7.7,969,889,67.2,63.9,54,41,75,69,68,43,-1,15.2,0,0,-1,755,-2,-2,20,29,20,65,60,29,40,28,80,59,47,31,-1,18.1,22.2,9.5,990,925,58.1,58.3,58,57,81,86,74,57,.,-1,-1,0,-1,940,21.1,41.2,37,32,58,58,63,32,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,18.3,-1,23.8,5.6,951,851,77.8,72,50,24,68,52,61,27,.,.,.,-1,.,-1,.,-1,-1,-1,-1,-1,-1,-1,43,21,57,43,71,21,-1,-3,-1,-3,-1,-3,21.1,18.7,23.3,17.6,985,974,85.7,56.7,69,55,91,77,71,58
'009901,2010,19.9,19.8,28.9,20,1116,-1,62.3,50.8,46,42,52,47,68,64,.,-1,.,-1,.,.,-1,-1,-1,-1,-1,-1,-1,-1,37,31,43,36,57,58,19,20,17.6,17.6,-1,.,60.7,54.8,37,50,37,50,70,76,18.1,17.7,7.1,0,-1,.,42.4,30.8,36,27,42,34,67,58,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,20.7,19.6,38.1,23.1,-1,-1,63.6,46.4,53,32,64,42,67,50,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,14,14,18,17,57,47,-1,-1,-1,-1,-1,40,21.1,21.6,41.7,35.3,-1,-1,88.9,94.4,62,72,69,72,73,79
'010901,2010,20.8,18,36.8,11.8,1056,905,-2,85,53,55,76,75,50,60,-1,.,-1,.,.,.,-1,.,-1,-1,-1,-1,-1,-1,-1,45,-1,73,40,55,20.5,17.3,33.3,0,1015,861,-2,100,54,50,77,70,57,50,-1,-1,-1,-1,-1,-1,-2,-1,-1,-1,-1,-1,-1,-1,-1,.,-1,.,.,.,-2,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,19.2,-1,28.6,-1,-1,-1,70,-1,60,-1,80,33,70,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,40,30,60,50,50,40,-1,-1,-1,-1,-1,-1,22.7,18.1,50,13.3,1087,908,100,83.3,57,56,86,78,53,61
'010902,2010,20.9,22.7,23.8,37,986,1020,74.3,74.5,47,64,57,76,71,71,-1,.,-1,.,-1,.,-1,.,-1,-1,-1,-1,-1,-1,52,54,70,71,68,63,20.1,22.5,19.1,34.4,959,1008,77.3,84.2,43,64,49,71,78,75,20.6,19.2,6.7,12.5,912,876,60,59.3,35,42,55,64,75,54,-1,.,-1,.,-1,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,21.5,22.9,29,40.9,1018,1038,71.3,63.8,51,65,64,82,65,66,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,17,37,31,57,53,47,-1,-1,-1,20,40,14,20.9,23.2,26.6,40.7,998,1043,75.7,78.4,48,69,57,79,70,75
'011901,2010,19.5,18.5,16,15.4,939,930,57.1,47.1,34,34,50,50,49,49,16.9,14.9,2.9,2.9,779,808,-2,87.2,26,23,50,27,35,43,30,21,50,34,44,38,19.1,19.1,12.2,13.4,928,912,64.2,48.9,30,35,47,45,50,56,17.8,18.2,11.8,6.3,912,862,41.8,36,25,27,38,40,38,41,-1,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-3,-1,13,-1,-3,20.3,18,20.4,17.6,951,951,50.7,45.3,37,33,54,54,48,42,.,-1,-1,-1,-1,-1,60,-1,80,-1,-4,-1,80,-1,14,17,26,31,36,37,18,5,27,13,14,7,20.8,19.6,20.1,23.5,980,1001,58.1,49.1,37,40,55,61,55,55
'011902,2010,17.8,19.8,11.2,13.6,939,927,47.3,55.4,32,46,48,59,43,60,13.8,16.5,0,0,817,844,40,70.4,14,30,27,33,26,43,19,37,34,51,32,51,17.7,20.1,9.8,14.3,943,912,51.5,49.4,35,44,44,51,47,63,17,19.1,0,5.6,891,889,30.8,46.8,22,40,38,57,34,55,-1,.,-1,.,.,.,-1,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,17.9,19.5,13.2,13.1,933,937,42.7,60.4,29,47,53,65,38,57,.,-1,-1,-1,-1,.,-1,-1,-1,-1,-1,-1,-1,-1,13,26,26,36,29,46,-1,-1,-1,-1,-1,-1,19.1,21.2,14.8,25.5,980,989,60.7,58.8,43,57,57,69,52,70
'011904,2010,19.9,20.3,19,27.1,973,1008,70.8,57.3,30,40,67,60,34,50,.,-1,.,0,.,-1,-1,-2,-1,20,-1,40,-1,40,30,27,67,50,30,40,19.5,20.7,13.9,29.6,920,963,78.3,64.3,31,38,59,48,39,55,16.9,-1,0,40,913,-1,50,33.3,18,13,59,33,24,27,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,20.7,20,25.9,25,1038,1045,62.8,52.5,29,41,76,69,29,47,-1,.,-1,.,-1,.,-1,.,-1,-1,-1,-1,-1,-1,-3,10,15,14,-3,24,-1,-3,-1,20,-1,-3,20.6,20.6,22.6,28.6,989,1018,79.1,58.3,35,45,73,66,38,55
'011905,2010,.,.,.,.,.,.,.,0,.,-1,.,-1,.,-1,.,.,.,.,.,.,.,.,.,-1,.,-1,.,-1,.,-1,.,-1,.,-1,.,.,.,.,.,.,.,0,.,-1,.,-1,.,-1,.,.,.,.,.,.,.,-1,.,-1,.,-1,.,-1,.,.,.,.,.,.,.,.,.,-1,.,-1,.,-1,.,-1,.,-1,.,-1,.,.,.,.,.,.,.,0,.,-1,.,-1,.,-1,.,.,.,.,.,.,.,.,.,-1,.,-1,.,-1,.,-1,.,-1,.,-1,.,-1,.,-1,.,-1,.,.,.,.,.,.,.,0,.,-1,.,-1,.,-1
'012901,2010,20.4,20.8,13.3,32.1,-1,-1,85.7,71.8,47,44,67,62,56,55,.,-1,.,-1,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,43,-1,57,-1,47,19.6,20.3,12.5,33.3,.,-1,100,71.4,44,45,59,50,56,59,-1,-1,-1,-1,.,-1,-1,33.3,-1,17,-1,17,-1,33,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,21.2,21.4,14.3,30.8,-1,-1,73.7,72.2,50,41,74,76,56,50,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-3,10,-3,20,14,20,-1,-1,-1,-1,-1,-1,20.5,21,14.8,37.5,-1,-1,84.4,82.8,48,52,67,69,58,60
'013801,2010,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'013901,2010,18,19.3,12.6,17,1024,1066,63.2,56.6,34,45,51,61,44,61,-1,17.4,-1,40,.,-1,60,100,-1,29,-1,43,-1,43,24,43,42,60,29,57,18.4,19,12,16.4,1005,998,67.6,59.2,31,45,42,59,46,60,17.5,18.9,9.4,12.5,974,1088,61.2,52.2,27,41,50,57,35,58,-1,.,-1,.,-1,.,-1,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,17.6,19.6,13.5,17.6,1069,1104,57.8,53.7,37,46,62,63,41,63,-1,-1,-1,-1,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,20,13,34,29,32,38,-1,-3,-1,-3,-1,-3,19.8,20.4,21.6,22.6,1043,1019,69.8,60.8,54,56,59,72,68,69
'013902,2010,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'013903,2010,19,17.8,6.7,6.7,946,-1,65.2,60,38,50,63,63,44,58,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,18,47,36,60,33,53,18,16.4,16.7,0,-1,-1,54.5,81.8,45,36,64,45,55,55,-1,15.8,20,0,-1,-1,55.6,68.8,40,50,60,56,60,63,.,.,.,.,.,.,-1,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,19.6,0,16.7,941,-1,75,42.9,31,62,62,77,36,62,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,20,27,40,36,18,36,-1,-1,-1,-1,-1,-1,19,-1,0,-1,906,.,76.9,50,38,57,69,86,36,57
'013905,2010,18.7,19.3,9.1,19.4,-1,-1,43.1,60.8,37,49,63,63,55,73,-1,-1,-1,-1,.,.,-1,-1,-1,-1,-1,-1,-1,-1,32,27,65,54,47,58,18.2,19.2,0,11.8,-1,-1,38.1,70.8,32,58,65,63,50,75,16.6,18.7,0,20,-1,.,34.6,53.6,25,39,60,57,50,61,.,.,.,.,.,.,-1,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,18.9,19.4,14.3,28.6,-1,-1,46.7,51.9,41,41,61,63,59,70,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,10,20,47,30,38,60,-1,-1,-1,-1,-1,-1,20.4,20.2,16.7,21.4,-1,-1,52.2,66.7,52,67,67,76,61,86
'014801,2010,-1,.,-1,.,-1,.,7.7,0,21,38,38,59,33,50,-1,.,-1,.,-1,.,12.5,0,17,-3,50,40,25,43,8,-1,31,40,25,-3,.,.,-1,.,-1,.,8.3,0,7,33,24,60,27,55,.,.,-1,.,-1,.,14.3,0,-1,-1,20,-1,-1,-1,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,-1,.,.,.,6.7,0,44,43,67,57,44,44,.,.,.,.,.,.,-1,.,-1,-1,-1,-1,-1,-1,20,33,36,50,30,50,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,0,0,25,67,33,80,50,60
'014802,2010,-1,-1,-1,-1,.,.,7.1,5.9,20,17,17,14,20,57,-1,-1,-1,-1,.,.,20,-1,-1,-1,-1,-1,-1,-1,-1,-1,20,-1,-1,-1,.,-1,.,-1,.,.,0,10,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,-1,.,.,.,12.5,0,-1,-1,20,-1,-1,-1,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,17,20,14,-1,50,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,0,0,-1,-1,-1,20,-1,80
'014803,2010,.,.,-1,40,-1,1105,-1,83.3,-1,-1,-1,-1,-1,-1,.,.,.,-1,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,-1,40,-1,1105,-1,83.3,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,-1,.,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,-1,-1,-1,1158,-1,-1,-1,-1,-1,-1,-1,-1
'014804,2010,.,.,.,.,.,.,.,-1,.,-1,.,-1,.,-1,.,.,.,.,.,.,.,.,.,-1,.,-1,.,-1,.,-1,.,-1,.,-1,.,.,.,.,.,.,.,-1,.,-1,.,-1,.,-1,.,.,.,.,.,.,.,.,.,-1,.,-1,.,-1,.,.,.,.,.,.,.,.,.,-1,.,-1,.,-1,.,-1,.,-1,.,-1,.,.,.,.,.,.,.,-1,.,-1,.,-1,.,-1,.,.,.,.,.,.,.,.,.,-1,.,-1,.,-1,.,-1,.,-1,.,-1,.,-1,.,-1,.,-1,.,.,.,.,.,.,.,-1,.,-1,.,-1,.,-1
'014901,2010,20.6,21.2,25,28.9,955,988,57.1,60,52,61,64,71,70,73,.,-1,.,-1,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,22,-1,39,-1,39,21.1,22.1,20.8,39.1,919,999,66.7,51.1,61,67,68,74,77,78,-1,-1,16.7,-1,-1,-1,60,25,67,22,67,22,78,44,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,19.7,20.3,33.3,18.2,1028,975,44.4,73.3,40,53,60,68,62,65,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,16,23,28,27,50,50,-1,-3,-1,-3,-1,-3,21,21.3,26.7,31,958,1021,57.7,63.6,50,67,65,79,70,76
'014902,2010,-1,19.2,18.2,21.4,915,885,47.8,50,23,28,32,53,39,41,-1,-1,-1,-1,-1,-1,-1,-2,-1,-1,-1,-1,-1,-1,11,31,22,50,10,31,-1,-1,0,11.1,822,849,54.5,56.3,18,29,18,53,45,53,.,.,-1,16.7,-1,883,11.1,37.5,-3,22,11,44,11,44,.,-1,.,-1,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,40,40,1028,-1,41.7,41.7,27,27,45,53,33,27,.,.,.,.,.,.,-1,.,-1,-1,-1,-1,-1,-1,-3,10,-3,30,9,30,-1,-1,-1,-1,-1,-1,-1,-1,22.2,40,964,-1,90,50,50,40,50,70,80,40
'014903,2010,21.5,22.7,34.8,33.3,1015,1026,54.6,53.2,45,49,58,60,59,65,16.2,-1,33.3,6.7,923,911,45,55.6,44,32,47,36,45,50,23,25,43,40,37,44,22.1,22.5,33.1,28.3,1016,988,60.7,53.7,48,47,58,56,68,68,18.3,21.6,15.2,28.2,934,977,34,36.4,22,31,42,45,41,50,.,-1,-1,-1,-1,-1,-1,50,-1,57,-1,63,-1,71,-1,-3,-1,17,-1,17,20.6,22.9,37,40.2,1014,1078,48.2,52.6,41,51,59,64,50,60,-1,-1,66.7,16.7,-1,1025,-2,100,80,60,80,60,-4,-4,15,19,34,29,31,44,6,10,27,9,5,19,22.1,22.9,37.4,36.9,1030,1050,60.1,58.1,50,57,63,68,64,71
'014905,2010,20.6,19.1,23.1,8.7,-1,-1,37.1,62.2,34,50,48,63,45,65,-1,-1,-1,-1,.,.,-1,-1,-1,-1,-1,-1,-1,-1,8,50,25,62,17,67,21.2,19.7,30,7.7,-1,-1,50,72.2,39,71,44,82,47,82,-1,20.8,-1,20,.,.,28.6,62.5,50,57,43,71,67,57,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,18.4,-1,10,-1,.,20,52.6,29,29,53,44,43,47,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,14,43,14,50,57,71,-1,-1,-1,-1,-1,-1,20.7,18.9,30,5.9,-1,-1,38.5,63,33,50,54,60,44,67
'014906,2010,20,19.2,19.9,18.7,940,951,67.7,62.3,33,37,51,51,47,53,18.5,17.5,9,7.9,875,882,75.1,64.6,23,26,38,38,42,48,24,29,41,43,39,45,19.8,19.5,18.9,18.2,932,943,67.9,66.3,34,37,44,47,53,57,21.1,19.5,23.6,22.7,964,963,52.8,54.9,33,38,51,51,48,52,-1,-1,-1,-1,-1,-1,42.9,60,-1,20,-1,20,-1,40,-3,-3,15,7,5,-3,20.2,18.8,21.1,19.4,949,961,67.4,58,33,37,58,54,41,49,20.5,21.3,24.1,27.5,947,986,82.9,79.3,44,51,63,67,49,56,13,20,29,32,31,42,4,2,9,7,6,12,21.9,21.7,32.5,29.2,1019,1022,65,60.1,45,47,64,63,53,60
'014907,2010,17.8,21.9,26.1,19.2,1043,922,60.5,43.3,45,57,60,65,61,80,.,.,-1,.,-1,.,-1,-1,-1,-1,-1,-1,-1,-1,50,31,50,38,44,62,17.3,21.5,40,13.3,1105,918,57.7,60,46,63,54,67,62,88,.,-1,-1,-1,-1,-1,33.3,20,50,38,67,50,50,63,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,22.6,0,27.3,966,927,66.7,31.4,43,53,71,63,60,73,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,12,13,18,27,47,60,-1,-1,-1,-1,-1,-1,17.8,22.1,30,20.8,1045,930,64.5,50,44,62,59,69,64,82
'014908,2010,20.5,21.3,26.3,27.4,1001,981,78.1,69.7,60,46,68,64,76,64,.,-1,.,-1,.,-1,.,-1,-1,-1,-1,-1,-1,-1,29,18,71,64,25,45,20.1,22.5,17.9,34.5,993,950,93.3,61.7,57,43,57,57,83,67,-1,-1,14.3,16.7,1012,913,63.6,40,60,21,80,57,64,50,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,20.9,20.1,34.5,21.2,1009,1011,67.4,78.6,62,48,74,73,71,61,-1,-1,-1,-1,-1,-1,60,-1,-1,-1,-1,-1,-1,-1,-3,6,14,17,25,17,-1,-3,-1,20,-1,20,20.1,21.9,25.5,30.2,999,1000,82.5,74.6,60,52,66,66,79,68
'014909,2010,22.4,22.9,36.2,40.8,1023,1032,60.5,55.5,47,44,61,54,57,58,16.9,16.8,7.8,5,864,808,63,50,22,13,39,28,34,33,33,20,41,35,47,38,22.2,21.9,31.4,41.5,1006,1031,63,54.6,48,47,58,56,62,66,24.6,-1,29.4,18.8,992,962,40.5,36.4,40,24,56,36,53,42,.,.,-1,.,-1,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,22.6,25,41,40,1038,1033,58.3,56.6,46,41,64,53,54,50,24,-1,57.1,62.5,1153,1193,63.6,100,70,86,80,86,90,86,14,15,27,26,32,36,17,-3,17,-3,22,10,24.1,25.1,50,58.3,1093,1113,69.5,66.5,62,69,75,77,70,80
'014910,2010,20.6,20.8,27.8,40.8,987,1051,57.1,68.1,41,47,52,69,61,56,.,-1,.,-1,.,-1,.,-1,-1,-1,-1,-1,-1,-1,38,23,50,69,44,31,21.5,21.1,33.3,43.8,1013,1021,58.3,76.2,43,56,47,73,65,66,-1,16.7,0,14.3,887,-1,41.2,53.8,19,21,33,43,41,50,.,.,-1,.,-1,.,-1,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,19.7,20.2,20,35.3,943,1123,55.6,56.7,38,37,59,64,56,44,.,.,.,-1,.,-1,.,-1,-1,-1,-1,-1,-1,-1,18,35,23,38,45,58,-1,-3,-1,17,-1,17,20.9,21.8,35.7,45,1019,1047,62.2,70.2,48,55,59,75,67,59
'015801,2010,.,.,-1,0,-1,794,14.8,25,8,19,17,21,15,59,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-3,17,-3,20,-3,62,.,.,-1,-1,-1,-1,8.3,23.5,-1,-3,-1,10,-1,50,.,.,-1,0,-1,759,15,22.6,11,15,22,19,10,62,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,-1,0,-1,804,20,26.3,11,33,22,33,11,67,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,11,9,11,7,20,50,-1,-1,-1,-1,-1,-1,.,.,.,-1,.,-1,-1,-1,-1,-1,-1,-1,-1,-1
'015802,2010,.,17.7,0,0,855,-1,20.5,17.9,-3,14,19,14,19,36,.,-1,-1,-1,-1,-1,5,21.1,-3,10,25,10,25,20,-3,20,21,20,21,40,.,-1,0,0,818,-1,20,17.6,-3,9,15,9,25,27,.,-1,0,-1,853,-1,37.5,14.8,-3,14,14,14,14,43,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,-1,-1,-1,-1,-1,22.2,18.2,-1,18,-1,18,-1,45,.,.,.,-1,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-3,14,25,14,17,43,-1,-1,-1,-1,-1,-1,.,.,-1,.,-1,.,-1,0,-1,-1,-1,-1,-1,-1
'015803,2010,.,.,.,-1,.,-1,-1,20,-1,-1,-1,-1,-1,-1,.,.,.,-1,.,-1,-1,-2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,-1,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,-1,0,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,-1,.,-1,-1,-1,-1,-1,-1
'015805,2010,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'015806,2010,14.7,16.3,0,2.5,757,830,97.9,74.1,5,16,16,27,28,41,15.7,16.3,0,0,744,790,-2,81.3,13,19,24,38,38,44,8,16,19,30,33,41,14.5,-1,0,0,743,807,-2,66.7,8,13,13,23,36,40,13.4,.,0,4.5,739,822,-2,68.8,-3,13,5,16,24,38,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,15.4,-1,0,5.6,-1,857,36.8,85.7,-3,19,21,31,14,42,.,.,-1,-1,-1,-1,-1,-2,-1,-1,-1,-1,-1,-1,-3,9,12,17,30,34,-1,-3,-1,-3,-1,11,.,.,-1,-1,-1,-1,20,66.7,-1,29,-1,57,-1,43
'015807,2010,-1,.,0,0,817,891,26.5,7.2,10,24,24,38,30,38,.,.,-1,-1,-1,-1,8.7,9.1,-3,14,20,13,10,29,5,11,20,19,29,24,-1,.,0,0,814,890,27.1,12.2,14,24,23,27,40,48,-1,.,0,-1,794,-1,36.4,5.1,7,21,21,32,31,38,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,0,-1,822,-1,25.5,2.1,5,24,25,50,15,26,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,5,19,21,29,24,28,-1,-1,-1,-1,-1,-1,.,.,-1,-1,-1,-1,14.8,12,27,36,36,67,45,45
'015808,2010,.,.,.,.,.,.,.,.,-1,.,-1,.,-1,.,.,.,.,.,.,.,.,.,-1,.,-1,.,-1,.,-1,.,-1,.,-1,.,.,.,.,.,.,.,.,.,-1,.,-1,.,-1,.,.,.,.,.,.,.,.,.,-1,.,-1,.,-1,.,.,.,.,.,.,.,.,.,-1,.,-1,.,-1,.,-1,.,-1,.,-1,.,.,.,.,.,.,.,.,.,-1,.,-1,.,-1,.,.,.,.,.,.,.,.,.,-1,.,-1,.,-1,.,-1,.,-1,.,-1,.,-1,.,-1,.,-1,.,.,.,.,.,.,.,.,.,-1,.,-1,.,-1,.
'015809,2010,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'015811,2010,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
