DISTRICT,YEAR,DA0GH06N,DA0GH06P,DA0GM06N,DA0GM06P,DA0GR06N,DA0GR06P,DAPID07N,DAPID07R,DAUND06C,DAUND06R,DB0GR06N,DB0GR06P,DH0GR06N,DH0GR06P,DI0GR06N,DI0GR06P,DP0GR06N,DP0GR06P,DPERRA1R,DPERRA2R,DPERRA3R,DPERRA4R,DPERRA5R,DPERRA6R,DPERRA7R,DPERRA8R,DPERRAKR,DPERSA1R,DPERSA2R,DPERSA3R,DPERSA4R,DPERSA5R,DPERSA6R,DPERSA7R,DPERSA8R,DPERSAKR,DPETALLC,DPETBILC,DPETBILP,DPETBLAC,DPETBLAP,DPETDISC,DPETDISP,DPETECOC,DPETECOP,DPETG01C,DPETG01P,DPETG02C,DPETG02P,DPETG03C,DPETG03P,DPETG04C,DPETG04P,DPETG05C,DPETG05P,DPETG06C,DPETG06P,DPETG07C,DPETG07P,DPETG08C,DPETG08P,DPETG09C,DPETG09P,DPETG10C,DPETG10P,DPETG11C,DPETG11P,DPETG12C,DPETG12P,DPETGEEC,DPETGEEP,DPETGIFC,DPETGIFP,DPETGKNC,DPETGKNP,DPETGPKC,DPETGPKP,DPETHISC,DPETHISP,DPETINDC,DPETINDP,DPETLEPC,DPETLEPP,DPETPACC,DPETPACP,DPETRSKC,DPETRSKP,DPETSPEC,DPETSPEP,DPETVOCC,DPETVOCP,DPETWHIC,DPETWHIP,DS0GR06N,DS0GR06P,DW0GR06N,DW0GR06P
'123913,2007,23,85.2,4,14.8,27,100,0,0,3,1.9,4,14.8,4,14.8,0,0,0,0,0,10,0,0,16.7,0,0,0,0,100,.,0,0,0,0,0,0,100,247,2,0.8,52,21.1,8,2.7,134,54.3,8,3.2,13,5.3,12,4.9,14,5.7,22,8.9,19,7.7,17,6.9,24,9.7,29,11.7,27,10.9,24,9.7,20,8.1,0,0,25,10.1,10,4,8,3.2,28,11.3,0,0,2,0.8,3,1.2,93,37.7,21,8.5,74,30,164,66.4,2,7.4,19,70.4
'123914,2007,118,89.4,14,10.6,132,100,2,0.1,0,0,6,4.5,13,9.8,0,0,2,1.5,3.2,0,0.9,2.6,3.6,1.8,1.5,0,0,4.3,0,0,0,0,0,7.1,0,5,1776,40,2.3,96,5.4,30,1.5,468,26.4,125,7,117,6.6,126,7.1,139,7.8,131,7.4,135,7.6,133,7.5,141,7.9,167,9.4,152,8.6,140,7.9,134,7.5,6,0.3,120,6.8,114,6.4,16,0.9,173,9.7,3,0.2,46,2.6,10,0.6,640,36,209,11.8,560,31.5,1494,84.1,16,12.1,111,84.1
'124901,2007,74,85.1,13,14.9,87,100,1,0.1,1,0.2,0,0,83,95.4,0,0,0,0,14.3,6.5,2.9,1.7,1.6,0,0,1.6,3,16.7,0,0,12.5,0,0,0,0,0,1090,245,22.5,3,0.3,52,4.4,841,77.2,84,7.7,88,8.1,81,7.4,79,7.2,68,6.2,74,6.8,70,6.4,86,7.9,77,7.1,81,7.4,72,6.6,71,6.5,0,0,89,8.2,69,6.3,90,8.3,1045,95.9,5,0.5,246,22.6,0,0,752,69,111,10.2,249,22.8,37,3.4,14,16.1,4,4.6
'125901,2007,242,92.7,19,7.3,261,100,7,0.1,0,0,0,0,227,87,0,0,1,0.4,2.8,3.9,3.3,0,9.8,0,2.4,1.8,0.6,4.7,8.2,4,0,3.6,8.1,2.1,5.6,2.7,5556,285,5.1,22,0.4,102,1.7,3749,67.5,419,7.5,482,8.7,423,7.6,425,7.6,422,7.6,409,7.4,341,6.1,381,6.9,521,9.4,372,6.7,375,6.7,313,5.6,9,0.2,442,8,409,7.4,255,4.6,5047,90.8,6,0.1,311,5.6,33,0.6,2818,50.7,573,10.3,1257,22.6,448,8.1,23,8.8,33,12.6
'125902,2007,19,61.3,12,38.7,31,100,4,0.6,13,4.2,0,0,27,87.1,0,0,0,0,10.8,2.9,5.9,0,0,0,0,2.4,5,0,0,0,0,14.3,0,0,0,14.3,579,52,9,1,0.2,0,0,404,69.8,39,6.7,40,6.9,35,6,39,6.7,49,8.5,42,7.3,39,6.7,45,7.8,52,9,44,7.6,44,7.6,42,7.3,3,0.5,47,8.1,39,6.7,27,4.7,531,91.7,1,0.2,55,9.5,0,0,266,45.9,63,10.9,132,22.8,46,7.9,7,22.6,4,12.9
'125903,2007,78,84.8,14,15.2,92,100,0,0,0,0,0,0,44,47.8,0,0,0,0,8.9,1.8,1.9,1,0,0,2.7,0.9,1.7,22.2,10,16.7,0,0,0,0,9.1,7.1,1717,41,2.4,2,0.1,17,0.9,1020,59.4,150,8.7,113,6.6,141,8.2,128,7.5,124,7.2,139,8.1,125,7.3,139,8.1,128,7.5,136,7.9,124,7.2,97,5.6,4,0.2,143,8.3,113,6.6,56,3.3,946,55.1,4,0.2,44,2.6,8,0.5,733,42.7,187,10.9,383,22.3,757,44.1,12,13,48,52.2
'125905,2007,41,64.1,23,35.9,64,100,0,0,1,0.2,0,0,50,78.1,0,0,0,0,14.3,6,0,0,0,4.3,10.7,0,0,0,20,0,0,0,6.7,5.3,0,0,754,85,11.3,4,0.5,42,4.7,536,71.1,60,8,44,5.8,57,7.6,46,6.1,48,6.4,59,7.8,66,8.8,62,8.2,70,9.3,80,10.6,54,7.2,55,7.3,0,0,64,8.5,34,4.5,19,2.5,683,90.6,0,0,87,11.5,2,0.3,405,53.7,109,14.5,324,43,65,8.6,11,17.2,14,21.9
'125906,2007,0,.,0,.,0,.,0,0,0,.,0,.,0,.,0,.,0,.,0,0,0,0,0,.,.,.,0,0,0,.,0,0,.,.,.,0,94,5,5.3,0,0,0,0,40,42.6,13,13.8,15,16,14,14.9,16,17,9,9.6,13,13.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,20.2,12,12.8,2,2.1,77,81.9,0,0,5,5.3,1,1.1,26,27.7,6,6.4,0,0,16,17,0,.,0,.
'126901,2007,122,69.7,53,30.3,175,100,1,0,30,1.7,9,5.1,26,14.9,0,0,0,0,7,4.2,2.8,1,1.6,0,1.3,5.1,1.3,13.8,13.8,5.3,0,5.7,0,2.9,3.1,0,3314,204,6.2,133,4,102,2.7,1674,50.5,278,8.4,252,7.6,238,7.2,264,8,226,6.8,238,7.2,217,6.5,279,8.4,303,9.1,255,7.7,222,6.7,222,6.7,2,0.1,149,4.5,217,6.5,101,3,764,23.1,10,0.3,230,6.9,7,0.2,1958,59.1,349,10.5,582,17.6,2400,72.4,27,15.4,140,80
'126902,2007,288,66.1,148,33.9,436,100,57,0.6,8,0.2,4,0.9,37,8.5,3,0.7,4,0.9,3.8,2.1,1.4,0.8,0.6,0.8,0.9,1.9,3.6,13.9,4.8,1.2,0,4.4,0,0,10.9,16.1,8522,165,1.9,242,2.8,134,1.5,2260,26.5,644,7.6,685,8,676,7.9,660,7.7,639,7.5,637,7.5,643,7.5,647,7.6,749,8.8,612,7.2,555,6.5,559,6.6,32,0.4,518,6.1,657,7.7,127,1.5,1019,12,44,0.5,168,2,58,0.7,2518,29.5,860,10.1,2091,24.5,7159,84,20,4.6,388,89
'126903,2007,209,61.7,130,38.3,339,100,25,0.3,18,0.6,18,5.3,82,24.2,1,0.3,1,0.3,6.3,2.6,2.3,1.1,6.3,0.3,0.5,1,0.4,8.3,9.5,2.6,2.9,2.8,6.9,0,10,1.6,6609,1034,15.6,352,5.3,208,2.9,3468,52.5,555,8.4,527,8,529,8,536,8.1,549,8.3,483,7.3,456,6.9,471,7.1,538,8.1,463,7,343,5.2,296,4.5,14,0.2,767,11.6,559,8.5,290,4.4,2226,33.7,29,0.4,1040,15.7,72,1.1,3112,47.1,800,12.1,1310,19.8,3930,59.5,38,11.2,237,69.9
'126904,2007,59,78.7,16,21.3,75,100,6,0.5,1,0.2,5,6.7,6,8,0,0,1,1.3,4.5,2.8,0,4.2,1.4,0,0,1.3,3.5,9.1,0,0,0,0,0,0,0,6.7,1114,40,3.6,40,3.6,10,0.8,427,38.3,76,6.8,78,7,88,7.9,76,6.8,84,7.5,90,8.1,85,7.6,85,7.6,102,9.2,89,8,77,6.9,81,7.3,4,0.4,43,3.9,75,6.7,24,2.2,165,14.8,5,0.4,40,3.6,1,0.1,329,29.5,146,13.1,234,21,903,81.1,12,16,63,84
'126905,2007,203,67.4,98,32.6,301,100,3,0.1,46,2,6,2,30,10,1,0.3,0,0,3.6,5.2,4.1,1.6,2.9,0.3,0.4,0.7,6.4,14.3,0,0,0,3.2,0,1.8,0,29.3,4464,202,4.5,69,1.5,114,2.3,1885,42.2,341,7.6,350,7.8,309,6.9,313,7,362,8.1,322,7.2,335,7.5,340,7.6,371,8.3,345,7.7,322,7.2,274,6.1,9,0.2,211,4.7,330,7.4,141,3.2,753,16.9,14,0.3,214,4.8,29,0.6,1730,38.8,457,10.2,813,18.2,3599,80.6,25,8.3,264,87.7
'126906,2007,24,55.8,19,44.2,43,100,1,0.1,0,0,9,20.9,15,34.9,0,0,7,16.3,0,4.3,0,2.8,0,0,2.3,0,0,0,0,0,0,0,11.1,5.9,0,9.1,815,155,19,69,8.5,10,1,627,76.9,64,7.9,64,7.9,64,7.9,63,7.7,66,8.1,66,8.1,55,6.7,66,8.1,85,10.4,53,6.5,37,4.5,43,5.3,2,0.2,42,5.2,54,6.6,33,4,336,41.2,2,0.2,160,19.6,113,13.9,399,49,142,17.4,116,14.2,295,36.2,10,23.3,12,27.9
'126907,2007,40,71.4,16,28.6,56,100,2,0.2,8,1.8,0,0,2,3.6,0,0,0,0,8.3,1.9,1.8,0,10,0,1.8,1.8,7.3,9.1,0,0,0,0,0,0,0,21.7,899,13,1.4,4,0.4,5,0.5,323,35.9,60,6.7,73,8.1,66,7.3,67,7.5,66,7.3,67,7.5,56,6.2,65,7.2,70,7.8,80,8.9,71,7.9,59,6.6,1,0.1,120,13.3,70,7.8,28,3.1,74,8.2,2,0.2,13,1.4,1,0.1,319,35.5,122,13.6,170,18.9,818,91,7,12.5,54,96.4
'126908,2007,60,58.8,42,41.2,102,100,6,0.3,5,0.6,1,1,35,34.3,0,0,3,2.9,7.9,2.8,4.2,2.8,2.2,3.4,2,0,7.7,16,12.5,0,0,0,3.7,0,0,4,1740,221,12.7,46,2.6,85,4.4,1127,64.8,151,8.7,115,6.6,124,7.1,124,7.1,128,7.4,129,7.4,127,7.3,149,8.6,151,8.7,129,7.4,126,7.2,110,6.3,7,0.4,110,6.3,113,6.5,57,3.3,645,37.1,7,0.4,228,13.1,42,2.4,858,49.3,289,16.6,409,23.5,1000,57.5,15,14.7,63,61.8
'126911,2007,33,51.6,31,48.4,64,100,0,0,6,0.8,1,1.6,7,10.9,1,1.6,0,0,3.8,0,0,0,0,1,0,1.1,13,0,0,0,0,0,4.3,0,5.9,7.7,1491,87,5.8,12,0.8,18,1.1,674,45.2,113,7.6,96,6.4,106,7.1,112,7.5,105,7,109,7.3,128,8.6,121,8.1,113,7.6,113,7.6,95,6.4,86,5.8,5,0.3,77,5.2,113,7.6,76,5.1,211,14.2,10,0.7,88,5.9,2,0.1,736,49.4,233,15.6,456,30.6,1256,84.2,10,15.6,55,85.9
'127901,2007,27,69.2,12,30.8,39,100,0,0,0,0,1,2.6,14,35.9,0,0,0,0,6,4.4,4,2,0,0,0,0,8.2,57.1,14.3,0,0,0,0,0,6.3,28.6,762,59,7.7,24,3.1,5,0.6,436,57.2,60,7.9,51,6.7,43,5.6,60,7.9,56,7.3,51,6.7,49,6.4,59,7.7,59,7.7,52,6.8,50,6.6,59,7.7,4,0.5,44,5.8,68,8.9,41,5.4,319,41.9,1,0.1,59,7.7,2,0.3,263,34.5,120,15.7,204,26.8,416,54.6,6,15.4,24,61.5
'127903,2007,20,62.5,12,37.5,32,100,0,0,0,0,3,9.4,10,31.3,0,0,0,0,11.9,6.1,0,0,0,0,0,0,0,14.3,0,0,0,0,0,0,0,0,489,19,3.9,31,6.3,4,0.7,314,64.2,32,6.5,43,8.8,36,7.4,34,7,36,7.4,26,5.3,37,7.6,44,9,32,6.5,35,7.2,33,6.7,38,7.8,0,0,38,7.8,29,5.9,34,7,189,38.7,0,0,20,4.1,3,0.6,194,39.7,73,14.9,108,22.1,266,54.4,10,31.3,19,59.4
'127904,2007,33,82.5,7,17.5,40,100,0,0,0,0,1,2.5,0,0,0,0,0,0,13.3,0,0,0,2.2,0,2.4,0,2.3,0,0,0,0,0,0,0,0,22.2,768,3,0.4,7,0.9,4,0.5,394,51.3,53,6.9,50,6.5,49,6.4,56,7.3,48,6.3,58,7.6,62,8.1,47,6.1,69,9,63,8.2,63,8.2,62,8.1,2,0.3,23,3,52,6.8,34,4.4,62,8.1,2,0.3,3,0.4,4,0.5,300,39.1,127,16.5,341,44.4,693,90.2,5,12.5,39,97.5
'127905,2007,6,66.7,3,33.3,9,100,0,0,0,0,0,0,1,11.1,0,0,0,0,0,0,0,0,0,0,0,0,16.7,.,.,0,0,.,0,0,0,0,115,0,0,11,9.6,7,4.9,86,74.8,6,5.2,7,6.1,8,7,6,5.2,11,9.6,2,1.7,13,11.3,10,8.7,10,8.7,6,5.2,6,5.2,11,9.6,0,0,16,13.9,9,7.8,10,8.7,6,5.2,1,0.9,0,0,0,0,52,45.2,19,16.5,29,25.2,97,84.3,3,33.3,8,88.9
'127906,2007,40,80,10,20,50,100,0,0,0,0,4,8,16,32,0,0,0,0,2.9,0,0,0,1.9,0,0,0,4.3,100,0,0,0,0,0,0,0,0,640,15,2.3,74,11.6,21,2.7,440,68.8,49,7.7,34,5.3,44,6.9,42,6.6,43,6.7,56,8.8,39,6.1,45,7,54,8.4,50,7.8,34,5.3,50,7.8,3,0.5,43,6.7,54,8.4,43,6.7,277,43.3,1,0.2,17,2.7,2,0.3,273,42.7,82,12.8,210,32.8,286,44.7,6,12,30,60
'128901,2007,72,83.7,14,16.3,86,100,0,0,2,0.4,5,5.8,45,52.3,0,0,1,1.2,5.1,1.7,0,0,0,0,4.2,0,5.3,0,0,0,0,0,0,0,0,36.4,972,19,2,32,3.3,12,1.1,634,65.2,84,8.6,61,6.3,72,7.4,73,7.5,62,6.4,62,6.4,67,6.9,74,7.6,81,8.3,71,7.3,69,7.1,77,7.9,0,0,117,12,72,7.4,47,4.8,596,61.3,0,0,22,2.3,3,0.3,420,43.2,121,12.4,212,21.8,341,35.1,16,18.6,35,40.7
'128902,2007,47,71.2,19,28.8,66,100,0,0,1,0.2,1,1.5,49,74.2,0,0,0,0,7.1,0,4.2,0,5.6,0,0,0,10.2,28.6,0,0,14.3,0,0,0,0,16.7,738,7,0.9,11,1.5,27,3,512,69.4,64,8.7,42,5.7,48,6.5,54,7.3,47,6.4,57,7.7,43,5.8,59,8,55,7.5,55,7.5,58,7.9,59,8,1,0.1,53,7.2,65,8.8,31,4.2,593,80.4,1,0.1,10,1.4,3,0.4,402,54.5,92,12.5,287,38.9,130,17.6,13,19.7,16,24.2
'128903,2007,12,85.7,2,14.3,14,100,0,0,1,0.8,0,0,10,71.4,0,0,0,0,5,4.3,4,20.8,9.1,7.1,0,0,0,0,0,16.7,0,33.3,0,0,0,0,295,0,0,4,1.4,7,2.1,216,73.2,28,9.5,20,6.8,21,7.1,30,10.2,27,9.2,23,7.8,19,6.4,21,7.1,23,7.8,16,5.4,19,6.4,13,4.4,0,0,24,8.1,26,8.8,9,3.1,250,84.7,2,0.7,0,0,0,0,132,44.7,33,11.2,69,23.4,39,13.2,3,21.4,4,28.6
'128904,2007,18,72,7,28,25,100,0,0,0,0,0,0,2,8,0,0,0,0,4.5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,.,335,1,0.3,1,0.3,1,0.3,63,18.8,24,7.2,24,7.2,30,9,19,5.7,20,6,30,9,26,7.8,38,11.3,16,4.8,24,7.2,34,10.1,33,9.9,0,0,31,9.3,17,5.1,0,0,35,10.4,0,0,1,0.3,2,0.6,57,17,34,10.1,72,21.5,297,88.7,2,8,23,92
'129901,2007,80,67.8,38,32.2,118,100,1,0,1,0.1,4,3.4,8,6.8,4,3.4,0,0,6.3,3.1,3.6,0,7.8,0.7,3.6,0.6,13.7,23.1,0,5.3,0,0,0,0,4.3,44.4,2146,71,3.3,105,4.9,43,1.9,547,25.5,171,8,135,6.3,164,7.6,170,7.9,165,7.7,145,6.8,164,7.6,166,7.7,227,10.6,139,6.5,151,7,120,5.6,0,0,68,3.2,169,7.9,60,2.8,225,10.5,10,0.5,71,3.3,16,0.7,715,33.3,208,9.7,504,23.5,1790,83.4,20,16.9,102,86.4
'129902,2007,200,84.7,36,15.3,236,100,14,0.2,19,0.8,17,7.2,34,14.4,0,0,1,0.4,1.5,1.5,1.7,1.3,1.3,0.6,0.3,0,2.2,12.8,0,0,1.4,1.5,0,2.3,1.9,7.9,6138,195,3.2,644,10.5,93,1.6,1160,18.9,563,9.2,501,8.2,500,8.1,539,8.8,504,8.2,506,8.2,435,7.1,460,7.5,468,7.6,386,6.3,354,5.8,266,4.3,3,0,180,2.9,548,8.9,105,1.7,994,16.2,49,0.8,218,3.6,69,1.1,2079,33.9,579,9.4,850,13.8,4382,71.4,28,11.9,184,78
'129903,2007,157,75.1,52,24.9,209,100,4,0.1,57,3.4,16,7.7,54,25.8,1,0.5,2,1,9.7,3.9,3.3,1,2.4,2.3,0.4,2.1,5.4,12.5,0,0,2.3,2.4,0,0,0,40,3589,487,13.6,258,7.2,85,2.1,1833,51.1,273,7.6,259,7.2,258,7.2,268,7.5,263,7.3,293,8.2,281,7.8,260,7.2,243,6.8,256,7.1,206,5.7,202,5.6,0,0,174,4.8,328,9.1,199,5.5,1224,34.1,23,0.6,513,14.3,27,0.8,1584,44.1,406,11.3,776,21.6,2057,57.3,18,8.6,136,65.1
'129904,2007,42,44.7,52,55.3,94,100,1,0.1,13,1.5,3,3.2,8,8.5,0,0,0,0,5.6,9,5.2,4.3,0,1.7,4.3,5.6,9.2,9.1,28.6,6.1,0,0,0,2.8,3,12.5,1698,48,2.8,59,3.5,49,2.5,812,47.8,113,6.7,135,8,112,6.6,127,7.5,115,6.8,100,5.9,154,9.1,134,7.9,169,10,114,6.7,124,7.3,101,5.9,4,0.2,67,3.9,130,7.7,66,3.9,182,10.7,20,1.2,53,3.1,9,0.5,704,41.5,288,17,369,21.7,1428,84.1,4,4.3,83,88.3
'129905,2007,106,60.2,70,39.8,176,100,0,0,2,0.1,0,0,11,6.3,1,0.6,0,0,3.7,4.4,0.5,0,0.9,1,3.6,2.1,2.3,21.4,2.2,0,0,0,0,6.4,3.6,16.7,3298,44,1.3,80,2.4,117,3.1,1830,55.5,253,7.7,230,7,247,7.5,229,6.9,208,6.3,244,7.4,276,8.4,255,7.7,275,8.3,223,6.8,235,7.1,214,6.5,26,0.8,258,7.8,242,7.3,141,4.3,316,9.6,7,0.2,44,1.3,29,0.9,1334,40.4,419,12.7,922,28,2866,86.9,36,20.5,164,93.2
'129906,2007,159,71.3,64,28.7,223,100,3,0.1,8,0.4,82,36.8,37,16.6,0,0,5,2.2,1.6,0.8,4.8,0.4,8.5,1.2,1.8,0.4,1.8,5,0,1.9,2,1.7,4.8,0,0,5.6,4459,684,15.3,1300,29.2,230,4.7,2925,65.6,400,9,347,7.8,319,7.2,345,7.7,330,7.4,323,7.2,304,6.8,328,7.4,379,8.5,322,7.2,266,6,220,4.9,0,0,360,8.1,337,7.6,239,5.4,1389,31.2,9,0.2,689,15.5,59,1.3,2495,56,555,12.4,853,19.1,1702,38.2,37,16.6,99,44.4
'129910,2007,36,60,24,40,60,100,0,0,0,0,8,13.3,0,0,2,3.3,0,0,19.7,6.9,0,0,9.6,0,4.1,0,5.8,0,25,0,0,0,0,11.8,5,22.2,916,13,1.4,63,6.9,9,0.9,355,38.8,72,7.9,71,7.8,61,6.7,73,8,71,7.8,62,6.8,74,8.1,63,6.9,99,10.8,65,7.1,65,7.1,54,5.9,1,0.1,40,4.4,59,6.4,26,2.8,62,6.8,7,0.8,10,1.1,1,0.1,220,24,138,15.1,331,36.1,783,85.5,9,15,50,83.3
'130901,2007,351,74.5,120,25.5,471,100,3,0,12,0.4,4,0.8,89,18.9,4,0.8,0,0,2.2,0.9,0.6,0.3,0.5,0.3,0.3,0.9,5.4,6.1,1.9,1.7,0,0,0,1.4,0,21.1,6150,241,3.9,49,0.8,90,1.4,1087,17.7,432,7,432,7,424,6.9,458,7.4,461,7.5,500,8.1,503,8.2,506,8.2,558,9.1,516,8.4,494,8,426,6.9,13,0.2,297,4.8,405,6.6,22,0.4,1338,21.8,19,0.3,249,4,59,1,1411,22.9,692,11.3,2165,35.2,4685,76.2,59,12.5,374,79.4
'130902,2007,45,65.2,24,34.8,69,100,2,0.1,8,1.4,0,0,19,27.5,0,0,0,0,6,1.4,0,0,0,0,0,3.3,6.3,0,0,0,0,0,0,0,0,0,1256,169,13.5,4,0.3,31,2.3,695,55.3,88,7,83,6.6,80,6.4,98,7.8,83,6.6,91,7.2,109,8.7,107,8.5,111,8.8,84,6.7,84,6.7,77,6.1,1,0.1,152,12.1,89,7.1,71,5.7,599,47.7,4,0.3,187,14.9,1,0.1,574,45.7,133,10.6,193,15.4,648,51.6,9,13,50,72.5
