DISTRICT,YEAR,DA0GH06N,DA0GH06P,DA0GM06N,DA0GM06P,DA0GR06N,DA0GR06P,DAPID07N,DAPID07R,DAUND06C,DAUND06R,DB0GR06N,DB0GR06P,DH0GR06N,DH0GR06P,DI0GR06N,DI0GR06P,DP0GR06N,DP0GR06P,DPERRA1R,DPERRA2R,DPERRA3R,DPERRA4R,DPERRA5R,DPERRA6R,DPERRA7R,DPERRA8R,DPERRAKR,DPERSA1R,DPERSA2R,DPERSA3R,DPERSA4R,DPERSA5R,DPERSA6R,DPERSA7R,DPERSA8R,DPERSAKR,DPETALLC,DPETBILC,DPETBILP,DPETBLAC,DPETBLAP,DPETDISC,DPETDISP,DPETECOC,DPETECOP,DPETG01C,DPETG01P,DPETG02C,DPETG02P,DPETG03C,DPETG03P,DPETG04C,DPETG04P,DPETG05C,DPETG05P,DPETG06C,DPETG06P,DPETG07C,DPETG07P,DPETG08C,DPETG08P,DPETG09C,DPETG09P,DPETG10C,DPETG10P,DPETG11C,DPETG11P,DPETG12C,DPETG12P,DPETGEEC,DPETGEEP,DPETGIFC,DPETGIFP,DPETGKNC,DPETGKNP,DPETGPKC,DPETGPKP,DPETHISC,DPETHISP,DPETINDC,DPETINDP,DPETLEPC,DPETLEPP,DPETPACC,DPETPACP,DPETRSKC,DPETRSKP,DPETSPEC,DPETSPEP,DPETVOCC,DPETVOCP,DPETWHIC,DPETWHIP,DS0GR06N,DS0GR06P,DW0GR06N,DW0GR06P
'057806,2007,0,.,0,.,0,.,8,0.6,0,0,0,.,0,.,0,.,0,.,6.1,3.4,5,16.3,2.6,0,9.1,2.6,0,0,0,0,0,0,0,0,50,.,1212,128,10.6,216,17.8,0,0,819,67.6,108,8.9,83,6.8,100,8.3,70,5.8,87,7.2,83,6.8,88,7.3,108,8.9,85,7,59,4.9,22,1.8,23,1.9,0,0,15,1.2,136,11.2,160,13.2,640,52.8,8,0.7,138,11.4,3,0.2,587,48.4,66,5.4,43,3.5,345,28.5,0,.,0,.
'057807,2007,40,87,6,13,46,100,0,0,1,0.2,25,54.3,9,19.6,0,0,1,2.2,1.3,2.9,2.8,0.7,1.4,0,0,0,1.9,10,3.7,2.7,0,0,0,0,0,11.1,2171,123,5.7,1015,46.8,0,0,902,41.5,259,11.9,248,11.4,233,10.7,199,9.2,206,9.5,179,8.2,171,7.9,120,5.5,98,4.5,89,4.1,77,3.5,67,3.1,0,0,169,7.8,225,10.4,0,0,467,21.5,4,0.2,123,5.7,34,1.6,424,19.5,266,12.3,0,0,651,30,7,15.2,11,23.9
'057808,2007,7,100,0,0,7,100,3,0.2,3,1.5,5,71.4,2,28.6,0,0,0,0,0,1.4,3.3,5.5,1.6,0,10.6,4.9,1.1,25,11.1,0,0,12.5,0,16.7,0,0,1260,122,9.7,644,51.1,0,0,678,53.8,183,14.5,138,11,146,11.6,93,7.4,87,6.9,60,4.8,59,4.7,41,3.3,28,2.2,18,1.4,8,0.6,8,0.6,0,0,31,2.5,217,17.2,174,13.8,249,19.8,8,0.6,145,11.5,246,19.5,175,13.9,48,3.8,0,0,113,9,1,14.3,0,0
'057809,2007,0,.,0,.,0,.,0,0,0,.,0,.,0,.,0,.,0,.,5,6.3,7.1,14.3,.,.,.,.,0,0,.,.,0,.,.,.,.,.,148,60,40.5,63,42.6,0,0,135,91.2,34,23,25,16.9,15,10.1,18,12.2,17,11.5,7,4.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,21.6,0,0,81,54.7,0,0,60,40.5,0,0,77,52,7,4.7,0,0,4,2.7,0,.,0,.
'057810,2007,0,.,0,.,0,.,0,0,1,1.2,0,.,0,.,0,.,0,.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,571,21,3.7,456,79.9,0,0,539,94.4,59,10.3,39,6.8,36,6.3,49,8.6,40,7,41,7.2,47,8.2,27,4.7,0,0,0,0,0,0,0,0,0,0,0,0,62,10.9,171,29.9,110,19.3,2,0.4,23,4,0,0,247,43.3,30,5.3,0,0,3,0.5,0,.,0,.
'057811,2007,0,.,0,.,0,.,0,0,3,11.5,0,.,0,.,0,.,0,.,0,2.7,0,0,5,0,0,.,0,.,.,0,0,0,0,0,.,.,315,0,0,312,99,0,0,315,100,28,8.9,38,12.1,33,10.5,28,8.9,21,6.7,24,7.6,14,4.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,13.3,87,27.6,3,1,0,0,0,0,0,0,315,100,17,5.4,0,0,0,0,0,.,0,.
'057813,2007,0,.,0,.,0,.,1,0.2,4,3.8,0,.,0,.,0,.,0,.,17.4,16.1,18.8,11.1,14.3,3.6,24.4,17.6,12.5,0,0,33.3,0,0,0,0,0,.,444,222,50,16,3.6,0,0,408,91.9,51,11.5,49,11,48,10.8,38,8.6,52,11.7,45,10.1,46,10.4,33,7.4,0,0,0,0,0,0,0,0,0,0,0,0,55,12.4,27,6.1,428,96.4,0,0,227,51.1,0,0,322,72.5,22,5,0,0,0,0,0,.,0,.
'057814,2007,0,.,0,.,0,.,19,0.9,59,2.1,0,.,0,.,0,.,0,.,.,.,.,.,0,0,17.9,21.9,.,.,.,.,.,.,.,16.7,14.3,.,658,32,4.9,316,48,0,0,658,100,0,0,0,0,0,0,2,0.3,1,0.2,13,2,57,8.7,93,14.1,354,53.8,99,15,32,4.9,7,1.1,0,0,0,0,0,0,0,0,261,39.7,2,0.3,34,5.2,1,0.2,657,99.8,100,15.2,0,0,78,11.9,0,.,0,.
'057815,2007,32,100,0,0,32,100,14,0.9,40,7.8,29,90.6,3,9.4,0,0,0,0,0,1.6,14,0,22,0,3.3,4,0,0,0,0,0,20,0,0,12.5,0,1333,237,17.8,911,68.3,0,0,1117,83.8,116,8.7,85,6.4,99,7.4,69,5.2,73,5.5,74,5.6,78,5.9,76,5.7,74,5.6,61,4.6,48,3.6,47,3.5,0,0,23,1.7,149,11.2,284,21.3,415,31.1,0,0,141,10.6,3,0.2,786,59,107,8,151,11.3,4,0.3,0,0,0,0
'057816,2007,0,.,0,.,0,.,4,0.4,0,.,0,.,0,.,0,.,0,.,1.6,0,0,0,0,0,.,.,0,0,0,0,0,0,0,.,.,0,1104,0,0,1078,97.6,0,0,909,82.3,146,13.2,143,13,100,9.1,97,8.8,80,7.2,77,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145,13.1,316,28.6,21,1.9,0,0,0,0,2,0.2,1097,99.4,139,12.6,0,0,3,0.3,0,.,0,.
'057817,2007,0,.,0,.,0,.,0,0,2,4.2,0,.,0,.,0,.,0,.,3.6,5.4,2.2,0,0,0,0,20,3.8,12.5,0,0,0,0,0,0,0,0,381,0,0,304,79.8,0,0,219,57.5,59,15.5,54,14.2,49,12.9,51,13.4,48,12.6,35,9.2,27,7.1,19,5,0,0,0,0,0,0,0,0,0,0,0,0,39,10.2,0,0,74,19.4,2,0.5,0,0,0,0,351,92.1,83,21.8,0,0,1,0.3,0,.,0,.
'057818,2007,0,.,0,.,0,.,11,10.4,55,33.3,0,.,0,.,0,.,0,.,.,.,.,.,.,.,0,11.1,.,.,.,.,.,.,.,0,.,.,105,0,0,99,94.3,0,0,105,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,10.5,25,23.8,17,16.2,24,22.9,28,26.7,0,0,0,0,0,0,0,0,5,4.8,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,.,0,.
'057819,2007,0,0,1,100,1,100,1,0.8,3,5.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114,0,0,39,34.2,0,0,80,70.2,11,9.6,5,4.4,7,6.1,8,7,5,4.4,9,7.9,7,6.1,7,6.1,12,10.5,10,8.8,9,7.9,1,0.9,0,0,0,0,9,7.9,14,12.3,55,48.2,0,0,0,0,0,0,0,0,56,49.1,7,6.1,20,17.5,1,100,1,100
'057821,2007,0,.,0,.,0,.,0,0,2,1,0,.,0,.,0,.,0,.,8.5,16.7,7.7,9.8,20,11.1,15.8,23.1,6.9,.,0,0,.,50,0,0,0,.,545,76,13.9,10,1.8,0,0,480,88.1,51,9.4,49,9,32,5.9,52,9.5,52,9.5,38,7,57,10.5,51,9.4,40,7.3,19,3.5,0,0,0,0,0,0,0,0,62,11.4,42,7.7,532,97.6,2,0.4,132,24.2,0,0,501,91.9,19,3.5,40,7.3,1,0.2,0,.,0,.
'057825,2007,8,10.4,69,89.6,77,100,4,0.2,178,11.9,10,13,20,26,0,0,2,2.6,5.3,3.7,4.5,0,16.7,3.8,5.6,10.9,5,0,0,0,0,0,16.7,0,0,.,889,17,1.9,213,24,0,0,510,57.4,31,3.5,33,3.7,36,4,38,4.3,32,3.6,62,7,75,8.4,94,10.6,152,17.1,123,13.8,112,12.6,71,8,0,0,0,0,30,3.4,0,0,251,28.2,9,1,3,0.3,3,0.3,654,73.6,95,10.7,448,50.4,413,46.5,15,19.5,45,58.4
'057827,2007,0,.,0,.,0,.,0,0,0,.,0,.,0,.,0,.,0,.,0,6.5,0,7.4,22.2,7.1,.,.,0,.,0,0,33.3,0,0,.,.,.,275,82,29.8,150,54.5,0,0,262,95.3,44,16,37,13.5,32,11.6,28,10.2,30,10.9,25,9.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,14.2,40,14.5,124,45.1,0,0,84,30.5,0,0,154,56,10,3.6,0,0,1,0.4,0,.,0,.
'057828,2007,69,20.2,273,79.8,342,100,25,0.5,7,0.2,42,12.3,50,14.6,0,0,13,3.8,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1823,116,6.4,295,16.2,0,0,704,38.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,739,40.5,476,26.1,404,22.2,204,11.2,0,0,0,0,0,0,0,0,475,26.1,12,0.7,161,8.8,36,2,1706,93.6,243,13.3,1709,93.7,1005,55.1,14,4.1,237,69.3
'057829,2007,22,81.5,5,18.5,27,100,5,0.5,5,1.2,7,25.9,10,37,0,0,0,0,0,0,9.7,0,15.7,0,0,0,0,.,0,0,0,0,0,0,0,0,994,301,30.3,96,9.7,0,0,701,70.5,68,6.8,88,8.9,77,7.7,70,7,90,9.1,83,8.4,80,8,91,9.2,72,7.2,47,4.7,42,4.2,39,3.9,0,0,42,4.2,62,6.2,85,8.6,711,71.5,12,1.2,318,32,0,0,606,61,108,10.9,68,6.8,175,17.6,7,25.9,10,37
'057830,2007,0,.,0,.,0,.,5,0.7,2,2.3,0,.,0,.,0,.,0,.,3.8,0,4.1,0,2.4,3.2,0,0,1.7,0,0,0,0,0,0,0,0,0,670,267,39.9,114,17,0,0,539,80.4,77,11.5,62,9.3,66,9.9,60,9,56,8.4,60,9,58,8.7,39,5.8,0,0,0,0,0,0,0,0,0,0,0,0,83,12.4,109,16.3,515,76.9,2,0.3,270,40.3,2,0.3,408,60.9,28,4.2,0,0,37,5.5,0,.,0,.
'057831,2007,0,.,0,.,0,.,1,0.2,1,0.9,0,.,0,.,0,.,0,.,2.6,0,2.1,9.1,6.5,0,3.4,5.9,0,0,16.7,0,0,0,0,0,0,0,594,3,0.5,577,97.1,0,0,512,86.2,92,15.5,42,7.1,43,7.2,52,8.8,30,5.1,41,6.9,48,8.1,42,7.1,36,6.1,15,2.5,0,0,0,0,0,0,0,0,83,14,70,11.8,14,2.4,1,0.2,7,1.2,1,0.2,263,44.3,59,9.9,0,0,1,0.2,0,.,0,.
'057832,2007,29,65.9,15,34.1,44,100,1,0.2,7,2.4,19,43.2,13,29.5,0,0,0,0,9.1,5.3,7.7,10,50,14.3,13.3,0,7.1,0,.,.,100,50,0,0,20,0,261,11,4.2,126,48.3,0,0,80,30.7,15,5.7,13,5,18,6.9,13,5,9,3.4,2,0.8,15,5.7,20,7.7,37,14.2,46,17.6,36,13.8,32,12.3,0,0,0,0,5,1.9,0,0,79,30.3,2,0.8,16,6.1,2,0.8,118,45.2,35,13.4,137,52.5,52,19.9,4,9.1,12,27.3
'057833,2007,10,90.9,1,9.1,11,100,0,0,1,0.8,1,9.1,4,36.4,0,0,0,0,.,0,.,0,0,0,0,5,.,.,.,.,.,0,.,0,.,.,91,8,8.8,11,12.1,0,0,34,37.4,0,0,3,3.3,2,2.2,2,2.2,1,1.1,5,5.5,7,7.7,6,6.6,18,19.8,14,15.4,20,22,13,14.3,0,0,0,0,0,0,0,0,24,26.4,0,0,8,8.8,4,4.4,62,68.1,13,14.3,29,31.9,52,57.1,2,18.2,6,54.5
'057834,2007,7,6.4,103,93.6,110,100,0,0,54,8.7,39,35.5,34,30.9,0,0,5,4.5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,347,20,5.8,152,43.8,0,0,123,35.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,24.8,107,30.8,91,26.2,63,18.2,0,0,0,0,0,0,0,0,141,40.6,0,0,21,6.1,2,0.6,318,91.6,35,10.1,190,54.8,52,15,7,6.4,32,29.1
'057835,2007,0,.,0,.,0,.,2,0.4,0,0,0,.,0,.,0,.,0,.,3.3,5.3,0,4.3,0,0,0,.,0,0,0,0,0,0,0,0,.,.,490,253,51.6,4,0.8,0,0,478,97.6,53,10.8,43,8.8,44,9,44,9,39,8,42,8.6,42,8.6,22,4.5,0,0,0,0,0,0,0,0,0,0,0,0,46,9.4,115,23.5,477,97.3,3,0.6,261,53.3,1,0.2,480,98,51,10.4,0,0,5,1,0,.,0,.
'057836,2007,0,.,0,.,0,.,1,0.4,1,2.1,0,.,0,.,0,.,0,.,0,6.3,0,0,0,0,0,0,0,.,0,0,.,0,0,0,0,.,228,0,0,225,98.7,0,0,98,43,34,14.9,23,10.1,20,8.8,20,8.8,16,7,24,10.5,23,10.1,24,10.5,0,0,0,0,0,0,0,0,0,0,42,18.4,32,14,12,5.3,3,1.3,0,0,0,0,0,0,0,0,7,3.1,0,0,0,0,0,.,0,.
'057837,2007,0,.,0,.,0,.,2,1.2,1,2.7,0,.,0,.,0,.,0,.,.,.,.,0,14.3,0,0,.,.,.,.,.,.,57.1,0,0,.,.,162,20,12.3,98,60.5,0,0,140,86.4,0,0,0,0,0,0,0,0,72,44.4,36,22.2,22,13.6,32,19.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,37.7,0,0,26,16,0,0,87,53.7,22,13.6,0,0,3,1.9,0,.,0,.
'057838,2007,0,.,0,.,0,.,1,0.3,0,.,0,.,0,.,0,.,0,.,.,.,.,0,2.7,0,.,.,.,.,.,.,0,.,.,.,.,.,320,4,1.3,19,5.9,0,0,234,73.1,0,0,0,0,0,0,60,18.8,40,12.5,91,28.4,54,16.9,0,0,43,13.4,0,0,0,0,0,0,0,0,0,0,32,10,0,0,264,82.5,1,0.3,2,0.6,7,2.2,124,38.8,4,1.3,0,0,29,9.1,0,.,0,.
'057839,2007,0,.,0,.,0,.,3,1.7,0,.,0,.,0,.,0,.,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,174,122,70.1,7,4,0,.,154,88.5,45,25.9,45,25.9,38,21.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,26.4,0,0,164,94.3,0,0,122,70.1,0,0,123,70.7,7,4,0,0,3,1.7,0,.,0,.
'057840,2007,0,.,0,.,0,.,0,0,0,.,0,.,0,.,0,.,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,171,1,0.6,27,15.8,0,.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,171,100,0,0,0,0,0,0,0,0,0,0,33,19.3,1,0.6,0,0,20,11.7,0,0,1,0.6,0,0,90,52.6,0,.,0,.
'057903,2007,1044,72.1,403,27.9,1447,100,96,0.3,68,0.6,155,10.7,421,29.1,6,0.4,216,14.9,2.9,1.2,1.6,0.5,0.4,0.6,0.5,0.4,1.4,6.1,0.9,0.6,0,1.3,0.4,0.4,0.5,15.4,26163,6630,25.3,3709,14.2,679,2.3,13408,51.2,2080,8,2040,7.8,1958,7.5,1940,7.4,1915,7.3,1925,7.4,1852,7.1,1938,7.4,2418,9.2,1899,7.3,1593,6.1,1493,5.7,106,0.4,2467,9.4,2030,7.8,976,3.7,12780,48.8,106,0.4,6682,25.5,2819,10.8,12811,49,2734,10.4,4296,16.4,6749,25.8,107,7.4,649,44.9
'057904,2007,412,88.2,55,11.8,467,100,9,0.1,8,0.2,280,60,54,11.6,2,0.4,8,1.7,5.6,3.2,2.8,1.7,2.4,1.2,0.2,2.3,2.6,21.1,3.4,3,1.4,1,2.3,2.7,0,5.3,7793,349,4.5,5008,64.3,318,3.5,3390,43.5,583,7.5,542,7,541,6.9,601,7.7,559,7.2,624,8,610,7.8,686,8.8,839,10.8,606,7.8,560,7.2,472,6.1,8,0.1,398,5.1,492,6.3,70,0.9,1526,19.6,38,0.5,394,5.1,132,1.7,3290,42.2,770,9.9,2311,29.7,1089,14,40,8.6,123,26.3
'057905,2007,5331,84,1012,16,6343,100,1060,0.6,73,0.1,2448,38.6,3196,50.4,23,0.4,90,1.4,7.1,5.5,5,2.5,4.7,0.5,3.7,2.9,1.6,11.2,7,2.9,1.7,1.9,1.3,5.4,4.5,6.4,158814,46744,29.4,46948,29.6,3578,2,133180,83.9,14418,9.1,13458,8.5,13015,8.2,12158,7.7,11778,7.4,11335,7.1,10192,6.4,10767,6.8,14077,8.9,9437,5.9,8209,5.2,6953,4.4,440,0.3,18540,11.7,14007,8.8,8570,5.4,101997,64.2,379,0.2,49503,31.2,1486,0.9,102046,64.3,13055,8.2,29197,18.4,8004,5,569,9,586,9.2
'057906,2007,325,78.9,87,21.1,412,100,28,0.3,54,1.1,299,72.6,37,9,1,0.2,2,0.5,4.2,5,2.5,1.4,1.9,1,0.8,0.5,3.3,10.2,4.8,0,1.3,5.6,1,2.2,0,10.9,8633,473,5.5,6546,75.8,416,4.2,4183,48.5,563,6.5,639,7.4,623,7.2,636,7.4,612,7.1,636,7.4,719,8.3,718,8.3,887,10.3,713,8.3,684,7.9,503,5.8,14,0.2,459,5.3,512,5.9,174,2,1308,15.2,26,0.3,515,6,71,0.8,4046,46.9,985,11.4,1791,20.7,682,7.9,51,12.4,73,17.7
'057907,2007,433,68.6,198,31.4,631,100,2,0,69,1,284,45,147,23.3,1,0.2,18,2.9,12.8,6.9,2.2,3.1,3.9,0.9,4,2.2,6.4,12.9,3.2,1.4,0,0,2.8,2.7,12.6,25.4,12387,1336,10.8,5555,44.8,793,5.7,7325,59.1,915,7.4,870,7,845,6.8,947,7.6,852,6.9,928,7.5,977,7.9,992,8,1065,8.6,1054,8.5,970,7.8,764,6.2,28,0.2,744,6,891,7.2,289,2.3,4965,40.1,38,0.3,1545,12.5,324,2.6,5271,42.6,1444,11.7,3491,28.2,1505,12.1,46,7.3,181,28.7
'057909,2007,2744,81.6,619,18.4,3363,100,46,0.1,76,0.3,635,18.9,841,25,19,0.6,275,8.2,2.5,1.9,1.2,0.6,1.1,0.2,0.9,0.5,1.6,10.7,3.2,2.8,0.4,1.3,0.8,0.6,0.4,16.4,56459,11518,20.4,10566,18.7,861,1.4,27156,48.1,4288,7.6,4248,7.5,4250,7.5,4294,7.6,4308,7.6,4249,7.5,4200,7.4,4242,7.5,4677,8.3,4282,7.6,3749,6.6,3679,6.5,134,0.2,3948,7,4092,7.2,1767,3.1,22965,40.7,282,0.5,13283,23.5,4283,7.6,30873,54.7,5368,9.5,12225,21.7,18363,32.5,295,8.8,1593,47.4
'057910,2007,905,81.7,203,18.3,1108,100,72,0.3,67,0.6,205,18.5,464,41.9,6,0.5,78,7,8.9,3.9,4.1,1.1,4.4,1.5,2,1.6,1.7,18.8,6.8,3.2,0,2.2,2.8,3,3.7,12.8,24565,4504,18.3,4128,16.8,1233,4.6,15355,62.5,2080,8.5,1908,7.8,1851,7.5,1866,7.6,1993,8.1,1913,7.8,1820,7.4,1873,7.6,2113,8.6,1901,7.7,1424,5.8,1240,5,74,0.3,1921,7.8,1836,7.5,673,2.7,14716,59.9,166,0.7,5193,21.1,916,3.7,14221,57.9,2902,11.8,4602,18.7,4639,18.9,109,9.8,355,32
'057911,2007,431,96.6,15,3.4,446,100,0,0,5,0.2,2,0.4,11,2.5,4,0.9,7,1.6,0.8,1.3,0.3,0.2,0,0,0.2,0.3,2.5,3.2,0,0,0,0,0,2.8,0,6.8,6262,48,0.8,15,0.2,35,0.5,0,0,493,7.9,475,7.6,465,7.4,478,7.6,505,8.1,481,7.7,458,7.3,509,8.1,474,7.6,513,8.2,529,8.4,465,7.4,12,0.2,808,12.9,405,6.5,0,0,201,3.2,15,0.2,53,0.8,156,2.5,609,9.7,523,8.4,313,5,5875,93.8,31,7,422,94.6
'057912,2007,1156,77,346,23,1502,100,20,0.1,112,0.8,215,14.3,707,47.1,8,0.5,92,6.1,5.7,2.5,3.6,1.3,4.7,1.5,2.1,1.6,1.2,12.4,0.8,4.8,0.3,4.1,1.3,1.8,1.9,7.2,32865,11653,35.5,4106,12.5,971,2.7,23652,72,2767,8.4,2577,7.8,2449,7.5,2449,7.5,2421,7.4,2446,7.4,2321,7.1,2325,7.1,3102,9.4,2018,6.1,1866,5.7,1641,5,92,0.3,3027,9.2,2559,7.8,1832,5.6,21533,65.5,123,0.4,11972,36.4,1321,4,22339,68,2813,8.6,5961,18.1,5782,17.6,120,8,480,32
'057913,2007,0,.,0,.,0,.,60,0.9,419,13.1,0,.,0,.,0,.,0,.,3.6,2.1,4.8,0.8,12,6.3,1.2,1.4,2.5,9.1,0,2.3,0,6.8,0,0,0,14.3,6234,264,4.2,4881,78.3,256,3.7,4071,65.3,472,7.6,445,7.1,423,6.8,437,7,515,8.3,455,7.3,440,7.1,498,8,558,9,512,8.2,398,6.4,358,5.7,4,0.1,259,4.2,419,6.7,300,4.8,1105,17.7,10,0.2,89,1.4,11,0.2,2352,37.7,396,6.4,1058,17,227,3.6,0,.,0,.
'057914,2007,1708,79.1,451,20.9,2159,100,67,0.2,48,0.3,477,22.1,447,20.7,17,0.8,101,4.7,1.6,0.7,3,0.3,4.1,0.9,2.4,1.8,1.3,4.9,2,4.6,0.8,3,1.8,4.3,4.4,8.2,35833,5358,15,8570,23.9,1774,4.5,17787,49.6,2621,7.3,2626,7.3,2759,7.7,2640,7.4,2851,8,2807,7.8,2768,7.7,2882,8,3229,9,2755,7.7,2404,6.7,2273,6.3,91,0.3,2147,6,2541,7.1,586,1.6,13520,37.7,208,0.6,5720,16,1174,3.3,15747,43.9,4917,13.7,10087,28.2,12361,34.5,276,12.8,1117,51.7
'057916,2007,1683,84.8,302,15.2,1985,100,94,0.2,90,0.5,323,16.3,302,15.2,11,0.6,222,11.2,3.6,1.9,2.8,0.9,3.7,0.4,7,4.1,2.1,3,1.1,2.3,0,1.9,0.2,4.8,4.2,10.9,33972,6797,20,8817,26,445,1.1,16794,49.4,2717,8,2601,7.7,2595,7.6,2508,7.4,2470,7.3,2454,7.2,2572,7.6,2512,7.4,2747,8.1,2390,7,2219,6.5,2105,6.2,146,0.4,2858,8.4,2752,8.1,1184,3.5,10597,31.2,138,0.4,6828,20.1,2693,7.9,16681,49.1,3977,11.7,8731,25.7,11727,34.5,149,7.5,1127,56.8
'057919,2007,0,.,0,.,0,.,1,0.2,2,1.4,0,.,0,.,0,.,0,.,2.4,0,0,0,0,0,0,0,4.5,0,0,0,0,33.3,0,0,0,33.3,533,18,3.4,34,6.4,1,0.2,58,10.9,50,9.4,49,9.2,66,12.4,69,12.9,62,11.6,53,9.9,76,14.3,69,12.9,0,0,0,0,0,0,0,0,0,0,50,9.4,39,7.3,0,0,68,12.8,10,1.9,22,4.1,131,24.6,61,11.4,27,5.1,0,0,290,54.4,0,.,0,.
'057922,2007,555,82.7,116,17.3,671,100,8,0.1,12,0.2,21,3.1,51,7.6,1,0.1,115,17.1,2,1.6,0.2,0.6,0.4,0.4,0.1,0.3,4.4,1.3,2.3,0.9,0,1,0,0,3.2,8.2,9927,586,5.9,499,5,71,0.7,716,7.2,715,7.2,737,7.4,734,7.4,805,8.1,802,8.1,838,8.4,795,8,774,7.8,831,8.4,741,7.5,707,7.1,687,6.9,31,0.3,2231,22.5,648,6.5,82,0.8,1004,10.1,36,0.4,643,6.5,1876,18.9,2033,20.5,854,8.6,1236,12.5,6512,65.6,38,5.7,483,72
'058902,2007,8,72.7,3,27.3,11,100,0,0,0,0,0,0,5,45.5,0,0,0,0,0,9.1,0,0,0,0,0,0,14.3,.,0,0,0,0,.,0,.,0,156,14,9,0,0,0,0,63,40.4,12,7.7,17,10.9,8,5.1,8,5.1,17,10.9,11,7.1,8,5.1,15,9.6,12,7.7,13,8.3,9,5.8,6,3.8,0,0,14,9,11,7.1,9,5.8,80,51.3,0,0,14,9,0,0,70,44.9,19,12.2,71,45.5,76,48.7,3,27.3,6,54.5
'058905,2007,7,100,0,0,7,100,0,0,0,0,0,0,3,42.9,0,0,0,0,10,0,12.5,16.7,0,0,0,0,0,0,0,0,0,.,0,0,0,0,180,19,10.6,2,1.1,0,0,94,52.2,17,9.4,12,6.7,15,8.3,11,6.1,9,5,14,7.8,17,9.4,19,10.6,14,7.8,13,7.2,9,5,10,5.6,0,0,14,7.8,11,6.1,9,5,68,37.8,3,1.7,19,10.6,0,0,65,36.1,19,10.6,48,26.7,107,59.4,0,0,4,57.1
'058906,2007,103,85.1,18,14.9,121,100,0,0,0,0,2,1.7,80,66.1,0,0,1,0.8,13.9,3.8,10.5,8,13.6,0,10.3,8.1,1.8,20,4.2,0,5.6,0,0,0,0,13,2038,82,4,107,5.3,81,3.6,1406,69,216,10.6,155,7.6,155,7.6,150,7.4,160,7.9,138,6.8,122,6,136,6.7,156,7.7,119,5.8,126,6.2,115,5.6,3,0.1,121,5.9,176,8.6,111,5.4,1475,72.4,3,0.1,117,5.7,5,0.2,1081,53,254,12.5,501,24.6,448,22,20,16.5,38,31.4
'058909,2007,13,92.9,1,7.1,14,100,0,0,0,0,1,7.1,6,42.9,0,0,0,0,0,9.1,0,12.5,0,0,0,0,16.7,0,0,0,0,0,0,0,0,0,193,32,16.6,3,1.6,0,0,118,61.1,20,10.4,16,8.3,11,5.7,14,7.3,10,5.2,11,5.7,16,8.3,11,5.7,13,6.7,17,8.8,13,6.7,18,9.3,0,0,4,2.1,14,7.3,9,4.7,102,52.8,0,0,32,16.6,0,0,94,48.7,37,19.2,53,27.5,88,45.6,3,21.4,7,50
'059901,2007,137,66.2,70,33.8,207,100,0,0,25,1.3,1,0.5,142,68.6,0,0,1,0.5,5.2,6,1.8,0.5,2.9,0,0,0.4,5.2,9.5,8.2,0,0,5.3,0,0,5.6,39,4050,520,12.8,45,1.1,141,3.1,3109,76.8,306,7.6,283,7,273,6.7,281,6.9,271,6.7,252,6.2,278,6.9,334,8.2,364,9,273,6.7,273,6.7,267,6.6,18,0.4,119,2.9,329,8.1,248,6.1,3309,81.7,1,0,526,13,12,0.3,2495,61.6,546,13.5,1220,30.1,683,16.9,30,14.5,63,30.4
'059902,2007,0,.,0,.,0,.,0,0,0,.,0,.,0,.,0,.,0,.,9.1,0,0,0,0,0,.,.,5,0,0,0,0,0,0,.,.,.,151,13,8.6,2,1.3,0,0,87,57.6,21,13.9,19,12.6,15,9.9,16,10.6,13,8.6,24,15.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1.3,23,15.2,20,13.2,86,57,0,0,20,13.2,0,0,37,24.5,13,8.6,0,0,63,41.7,0,.,0,.
