CAMPUS,CAMPNAME,CFLCHART,CFLYRE,CIADDACK,CNTYNAME,COUNTY,CSUPRATE,C_RATING,DISTNAME,GRDSPAN,GRDTYPE,PAIRCAMP,PAIRNAME,REGION
'092901001,GLADEWATER H S,N,N,R,GREGG,'092,NQ,A,GLADEWATER ISD,'09 - 12,S,,,'07
'092901042,GLADEWATER MIDDLE,N,N,NQ,GREGG,'092,NA,A,GLADEWATER ISD,'06 - 08,M,,,'07
'092901105,WELDON INT,N,N,NQ,GREGG,'092,NA,A,GLADEWATER ISD,'04 - 05,E,,,'07
'087901101,GLASSCOCK COUNTY EL,N,N,M,GLASSCOCK,'087,NA,R,GLASSCOCK COUNTY ISD,'PK - 06,E,,,'18
'087901001,GLASSCOCK COUNTY H S,N,N,NQ,GLASSCOCK,'087,NQ,E,GLASSCOCK COUNTY ISD,'07 - 12,S,,,'18
'213901101,GLEN ROSE EL,N,N,NQ,SOMERVELL,'213,NA,A,GLEN ROSE ISD,'EE - 03,E,,GLEN ROSE INT,'11
'213901001,GLEN ROSE H S,N,N,NQ,SOMERVELL,'213,NQ,R,GLEN ROSE ISD,'09 - 12,S,,,'11
'213901102,GLEN ROSE INT,N,N,R,SOMERVELL,'213,NA,R,GLEN ROSE ISD,'04 - 06,E,,,'11
'213901041,GLEN ROSE J H,N,N,NQ,SOMERVELL,'213,NA,A,GLEN ROSE ISD,'07 - 08,M,,,'11
'126911101,GODLEY EL,N,N,NQ,JOHNSON,'126,NA,A,GODLEY ISD,'EE - 04,E,,,'11
'126911001,GODLEY H S,N,N,NQ,JOHNSON,'126,NQ,R,GODLEY ISD,'09 - 12,S,,,'11
'126911041,GODLEY MIDDLE,N,N,NQ,JOHNSON,'126,NA,A,GODLEY ISD,'05 - 08,M,,,'11
'169906001,GOLD BURG H S,N,N,R,MONTAGUE,'169,NQ,A,GOLD BURG ISD,'06 - 12,B,,,'09
'169906101,RINGGOLD EL,N,N,NQ,MONTAGUE,'169,NA,E,GOLD BURG ISD,'KG - 05,E,,,'09
'167901101,GOLDTHWAITE EL,N,N,NQ,MILLS,'167,NA,R,GOLDTHWAITE ISD,'EE - 06,E,,,'12
'167901001,GOLDTHWAITE H S,N,N,NQ,MILLS,'167,NQ,E,GOLDTHWAITE ISD,'07 - 12,S,,,'12
'167901102,NEW HORIZONS RANCH,N,N,,MILLS,'167,NR,N,GOLDTHWAITE ISD,'02 - 11,B,,,'12
'088902102,GOLIAD EL,N,N,NQ,GOLIAD,'088,NA,A,GOLIAD ISD,'PK - 05,E,,,'03
'088902001,GOLIAD H S,N,N,NQ,GOLIAD,'088,NQ,R,GOLIAD ISD,'09 - 12,S,,,'03
'088902041,GOLIAD MIDDLE,N,N,RM,GOLIAD,'088,NA,E,GOLIAD ISD,'06 - 08,M,,,'03
'089901101,EAST AVENUE EL,N,N,NQ,GONZALES,'089,NA,A,GONZALES ISD,'EE - 02,E,'089901103,NORTH AVE EL,'13
'089901002,GONZALES ALTER,N,N,,GONZALES,'089,PE,1,GONZALES ISD,'07 - 12,S,,,'13
'089901001,GONZALES H S,N,N,NQ,GONZALES,'089,NQ,A,GONZALES ISD,'09 - 12,S,,,'13
'089901042,GONZALES J H,N,N,NQ,GONZALES,'089,NA,A,GONZALES ISD,'06 - 08,M,,,'13
'089901103,NORTH AVE EL,N,N,NQ,GONZALES,'089,NA,A,GONZALES ISD,'03 - 05,E,,,'13
'187903101,GOODRICH EL,N,N,NE,POLK,'187,NA,L,GOODRICH ISD,'KG - 05,E,,,'06
'187903001,GOODRICH H S,N,N,NQ,POLK,'187,NQ,A,GOODRICH ISD,'09 - 12,S,,,'06
'187903041,GOODRICH MIDDLE,N,N,NQ,POLK,'187,NA,A,GOODRICH ISD,'06 - 08,M,,,'06
'101911101,ALAMO EL,N,N,NQ,HARRIS,'101,NA,R,GOOSE CREEK ISD,'KG - 05,E,,,'04
'101911005,ALTER SCH,N,N,,HARRIS,'101,PE,1,GOOSE CREEK ISD,'09 - 12,S,,,'04
'101911113,ASHBEL SMITH EL,N,N,NQ,HARRIS,'101,NA,R,GOOSE CREEK ISD,'PK - 05,E,,,'04
'101911041,BAYTOWN J H,N,N,R,HARRIS,'101,NA,R,GOOSE CREEK ISD,'06 - 08,M,,,'04
'101911105,CARVER EL,N,N,NQ,HARRIS,'101,NA,R,GOOSE CREEK ISD,'PK - 05,E,,,'04
'101911043,CEDAR BAYOU J H,N,N,R,HARRIS,'101,NA,A,GOOSE CREEK ISD,'06 - 08,M,,,'04
'101911118,CROCKETT EL,N,N,NQ,HARRIS,'101,NA,A,GOOSE CREEK ISD,'EE - 05,E,,,'04
'101911046,GENTRY J H,N,N,RM,HARRIS,'101,NA,R,GOOSE CREEK ISD,'06 - 08,M,,,'04
'101911107,HARLEM EL,N,N,NQ,HARRIS,'101,NA,A,GOOSE CREEK ISD,'EE - 05,E,,,'04
'101911108,HIGHLANDS EL,N,N,NQ,HARRIS,'101,NA,A,GOOSE CREEK ISD,'02 - 05,E,,,'04
'101911044,HIGHLANDS J H,N,N,R,HARRIS,'101,NA,R,GOOSE CREEK ISD,'06 - 08,M,,,'04
'101911117,HOPPER PRI,N,N,NQ,HARRIS,'101,NA,A,GOOSE CREEK ISD,'EE - 01,E,'101911108,HIGHLANDS EL,'04
'101911045,HORACE MANN J H,N,N,NQ,HARRIS,'101,NA,A,GOOSE CREEK ISD,'06 - 08,M,,,'04
'101911103,JAMES BOWIE EL,N,N,R,HARRIS,'101,NA,R,GOOSE CREEK ISD,'PK - 05,E,,,'04
'101911111,LAMAR EL,N,N,R,HARRIS,'101,NA,R,GOOSE CREEK ISD,'PK - 05,E,,,'04
'101911002,LEE H S,N,N,NQ,HARRIS,'101,NQ,A,GOOSE CREEK ISD,'09 - 12,S,,,'04
'101911120,LORENZO DE ZAVALA EL,N,N,RM,HARRIS,'101,NA,E,GOOSE CREEK ISD,'PK - 05,E,,,'04
'101911010,NIGHT SCHOOL,N,N,,HARRIS,'101,PE,1,GOOSE CREEK ISD,'09 - 12,S,,,'04
'101911115,PUMPHREY EL,N,N,NQ,HARRIS,'101,NA,A,GOOSE CREEK ISD,'PK - 05,E,,,'04
'101911112,SAN JACINTO EL,N,N,R,HARRIS,'101,NA,R,GOOSE CREEK ISD,'PK - 05,E,,,'04
'101911006,SCH COMMUNITY GUID CTR,N,N,,HARRIS,'101,PE,2,GOOSE CREEK ISD,'03 - 12,B,,,'04
'101911116,SP ED CTR,N,N,,HARRIS,'101,NR,N,GOOSE CREEK ISD,'EE - 12,B,,,'04
'101911102,STEPHEN F AUSTIN EL,N,N,RM,HARRIS,'101,NA,R,GOOSE CREEK ISD,'KG - 05,E,,,'04
'101911003,STERLING H S,N,N,NQ,HARRIS,'101,NQ,A,GOOSE CREEK ISD,'09 - 12,S,,,'04
'101911114,TRAVIS EL,N,N,NQ,HARRIS,'101,NA,R,GOOSE CREEK ISD,'PK - 05,E,,,'04
'182901001,GORDON SCHOOL,N,N,R,PALO PINTO,'182,NQ,E,GORDON ISD,'KG - 12,B,,,'11
'138901001,GOREE SCHOOL,N,N,NQ,KNOX,'138,NQ,A,GOREE ISD,'EE - 12,B,,,'09
'067904001,GORMAN H S,N,N,NQ,EASTLAND,'067,NQ,R,GORMAN ISD,'07 - 12,S,,,'14
'067904101,MAXFIELD EL,N,N,R,EASTLAND,'067,NA,E,GORMAN ISD,'PK - 06,E,,,'14
'156905001,GRADY SCHOOL,N,N,RM,MARTIN,'156,NQ,E,GRADY ISD,'KG - 12,B,,,'18
'182902101,GRAFORD EL,N,N,NQ,PALO PINTO,'182,NA,R,GRAFORD ISD,'KG - 06,E,,,'11
'182902001,GRAFORD H S,N,N,NQ,PALO PINTO,'182,NQ,R,GRAFORD ISD,'07 - 12,S,,,'11
'252901101,CRESTVIEW EL,N,N,NQ,YOUNG,'252,NA,R,GRAHAM ISD,'02 - 03,E,,WOODLAND EL,'09
'252901001,GRAHAM H S,N,N,NE,YOUNG,'252,NE,A,GRAHAM ISD,'09 - 12,S,,,'09
'252901041,GRAHAM J H,N,N,NQ,YOUNG,'252,NA,R,GRAHAM ISD,'06 - 08,M,,,'09
'252901002,GRAHAM LEARNING CTR,N,N,,YOUNG,'252,PE,1,GRAHAM ISD,'09 - 12,S,,,'09
'252901104,SHAWNEE EL,N,N,NQ,YOUNG,'252,NA,R,GRAHAM ISD,'EE - 01,E,'252901101,CRESTVIEW EL,'09
'252901105,WOODLAND EL,N,N,NQ,YOUNG,'252,NA,A,GRAHAM ISD,'04 - 05,E,,,'09
'111901102,ACTON EL,N,N,NQ,HOOD,'111,NA,E,GRANBURY ISD,'EE - 03,E,,OAK WOODS INT,'11
'111901003,BEHAVIOR TRANSITION CTR,N,N,,HOOD,'111,NR,N,GRANBURY ISD,'07 - 12,S,,,'11
'111901104,EMMA ROBERSON EL,N,N,NQ,HOOD,'111,NA,E,GRANBURY ISD,'EE - 03,E,,MAMBRINO SCHOOL,'11
'111901001,GRANBURY H S,N,N,NQ,HOOD,'111,NQ,R,GRANBURY ISD,'09 - 12,S,,,'11
'111901103,GRANBURY INT,N,N,NQ,HOOD,'111,NA,A,GRANBURY ISD,'04 - 06,E,,,'11
'111901041,GRANBURY MIDDLE,N,N,M,HOOD,'111,NA,R,GRANBURY ISD,'07 - 08,M,,,'11
'111901107,MAMBRINO SCHOOL,N,N,NQ,HOOD,'111,NA,E,GRANBURY ISD,'EE - 06,E,,,'11
'111901042,MEADOWS MIDDLE,N,N,M,HOOD,'111,NA,R,GRANBURY ISD,'07 - 08,M,,,'11
'111901105,NETTIE BACCUS EL,N,N,NQ,HOOD,'111,NA,E,GRANBURY ISD,'EE - 03,E,,GRANBURY INT,'11
'111901106,OAK WOODS INT,N,N,NQ,HOOD,'111,NA,R,GRANBURY ISD,'04 - 06,E,,,'11
'111901002,S T A R S ACADEMY,N,N,,HOOD,'111,PE,1,GRANBURY ISD,'09 - 12,S,,,'11
'057910041,ADAMS MIDDLE,N,N,NQ,DALLAS,'057,NA,R,GRAND PRAIRIE ISD,'06 - 08,M,,,'10
'057910004,ALTER ED CTR,N,N,,DALLAS,'057,NR,N,GRAND PRAIRIE ISD,'03 - 12,B,,,'10
'057910101,AUSTIN EL,N,N,NQ,DALLAS,'057,NA,A,GRAND PRAIRIE ISD,'PK - 05,E,,,'10
'057910122,BARBARA BUSH EL,N,N,NQ,DALLAS,'057,NA,A,GRAND PRAIRIE ISD,'PK - 05,E,,,'10
'057910111,BONHAM EL,N,N,NQ,DALLAS,'057,NA,A,GRAND PRAIRIE ISD,'PK - 05,E,,,'10
'057910102,BOWIE EL,N,N,NQ,DALLAS,'057,NA,A,GRAND PRAIRIE ISD,'PK - 05,E,,,'10
'057910123,COLIN POWELL EL,N,N,RM,DALLAS,'057,NA,E,GRAND PRAIRIE ISD,'EE - 05,E,,,'10
'057910103,CROCKETT EL,N,N,NQ,DALLAS,'057,NA,A,GRAND PRAIRIE ISD,'PK - 05,E,,,'10
'057910104,DANIELS EL,N,N,NQ,DALLAS,'057,NA,A,GRAND PRAIRIE ISD,'EE - 05,E,,,'10
'057910120,DICKINSON EL,N,N,NQ,DALLAS,'057,NA,R,GRAND PRAIRIE ISD,'KG - 05,E,,,'10
'057910113,EISENHOWER EL,N,N,R,DALLAS,'057,NA,R,GRAND PRAIRIE ISD,'KG - 05,E,,,'10
'057910105,FANNIN EL,N,N,NQ,DALLAS,'057,NA,R,GRAND PRAIRIE ISD,'PK - 04,E,,,'10
'057910106,FLORENCE HILL EL,N,N,NQ,DALLAS,'057,NA,A,GRAND PRAIRIE ISD,'EE - 05,E,,,'10
'057910002,GRAND PRAIRIE H S,N,N,NQ,DALLAS,'057,NQ,A,GRAND PRAIRIE ISD,'09 - 12,S,,,'10
'057910047,HARRY S TRUMAN MIDDLE,N,N,M,DALLAS,'057,NA,R,GRAND PRAIRIE ISD,'06 - 08,M,,,'10
'057910045,JACKSON MIDDLE,N,N,NQ,DALLAS,'057,NA,A,GRAND PRAIRIE ISD,'06 - 08,M,,,'10
'057910043,JEFFERSON INT/WILLIAMS LRN CTR,N,N,NQ,DALLAS,'057,NA,A,GRAND PRAIRIE ISD,'05 - 12,B,,,'10
'057910121,JOHN GARNER EL,N,N,NQ,DALLAS,'057,NA,R,GRAND PRAIRIE ISD,'KG - 05,E,,,'10
'057910116,JOHNSON EL,N,N,NQ,DALLAS,'057,NA,A,GRAND PRAIRIE ISD,'PK - 05,E,,,'10
'057910048,KENNEDY MIDDLE,N,N,NQ,DALLAS,'057,NA,A,GRAND PRAIRIE ISD,'06 - 08,M,,,'10
'057910108,LAMAR EL,N,N,NQ,DALLAS,'057,NA,A,GRAND PRAIRIE ISD,'KG - 04,E,,,'10
'057910044,LEE MIDDLE,N,N,NQ,DALLAS,'057,NA,R,GRAND PRAIRIE ISD,'07 - 08,M,,,'10
'057910109,MILAM EL,N,N,NQ,DALLAS,'057,NA,A,GRAND PRAIRIE ISD,'KG - 05,E,,,'10
'057910007,P A S S LEARNING CTR,N,N,,DALLAS,'057,NR,N,GRAND PRAIRIE ISD,'06 - 11,B,,,'10
'057910008,S E R,N,N,,DALLAS,'057,NR,N,GRAND PRAIRIE ISD,'07 - 12,S,,,'10
'057910107,SAM HOUSTON EL,N,N,NQ,DALLAS,'057,NA,A,GRAND PRAIRIE ISD,'PK - 05,E,,,'10
'057910118,SAM RAYBURN EL,N,N,NQ,DALLAS,'057,NA,A,GRAND PRAIRIE ISD,'PK - 05,E,,,'10
'057910046,SHADY GROVE PLUS CTR,N,N,,DALLAS,'057,PE,1,GRAND PRAIRIE ISD,'07 - 12,S,,,'10
'057910003,SO GRAND PRAIRIE H S,N,N,NQ,DALLAS,'057,NQ,A,GRAND PRAIRIE ISD,'09 - 12,S,,,'10
'057910110,TRAVIS EL,N,N,NQ,DALLAS,'057,NA,A,GRAND PRAIRIE ISD,'PK - 04,E,,,'10
'057910119,ZAVALA EL,N,N,NQ,DALLAS,'057,NA,A,GRAND PRAIRIE ISD,'KG - 05,E,,,'10
'234904101,GRAND SALINE EL,N,N,NQ,VAN ZANDT,'234,NA,E,GRAND SALINE ISD,'EE - 03,E,,GRAND SALINE INT,'07
'234904001,GRAND SALINE H S,N,N,NQ,VAN ZANDT,'234,NQ,E,GRAND SALINE ISD,'09 - 12,S,,,'07
'234904102,GRAND SALINE INT,N,N,NQ,VAN ZANDT,'234,NA,R,GRAND SALINE ISD,'04 - 06,E,,,'07
'234904041,GRAND SALINE MIDDLE,N,N,NQ,VAN ZANDT,'234,NA,E,GRAND SALINE ISD,'07 - 08,M,,,'07
'234904002,VAN ZANDT CO YOUTH MULTI-SERVICE C,N,N,,VAN ZANDT,'234,NR,N,GRAND SALINE ISD,'08 - 11,S,,,'07
'238904001,GRANDFALLS-ROYALTY SCHOOL,N,N,NQ,WARD,'238,NQ,A,GRANDFALLS-ROYALTY ISD,'PK - 12,B,,,'18
'126904101,GRANDVIEW EL,N,N,NQ,JOHNSON,'126,NA,R,GRANDVIEW ISD,'EE - 05,E,,,'11
'126904001,GRANDVIEW H S,N,N,NQ,JOHNSON,'126,NQ,E,GRANDVIEW ISD,'09 - 12,S,,,'11
'126904041,GRANDVIEW J H,N,N,RM,JOHNSON,'126,NA,R,GRANDVIEW ISD,'06 - 08,M,,,'11
'090905101,GRANDVIEW-HOPKINS EL,N,N,NQ,GRAY,'090,NA,E,GRANDVIEW-HOPKINS ISD,'KG - 06,E,,,'16
'246905001,GRANGER SCHOOL,N,N,NQ,WILLIAMSON,'246,NQ,R,GRANGER ISD,'KG - 12,B,,,'13
'246905002,WILLIAMSON CO J J A E P,N,N,,WILLIAMSON,'246,NR,N,GRANGER ISD,'09 - 09,S,,,'13
'226907004,B A C,N,N,,TOM GREEN,'226,NR,N,GRAPE CREEK ISD,'09 - 11,S,,,'15
'226907195,C B P,N,N,,TOM GREEN,'226,NR,N,GRAPE CREEK ISD,'11 - 11,S,,,'15
'226907002,FAIRVIEW ACCELERATED,N,N,,TOM GREEN,'226,PE,1,GRAPE CREEK ISD,'09 - 12,S,,,'15
'226907101,GRAPE CREEK EL,N,N,R,TOM GREEN,'226,NA,R,GRAPE CREEK ISD,'EE - 05,E,,,'15
'226907001,GRAPE CREEK H S,N,N,NQ,TOM GREEN,'226,NA,R,GRAPE CREEK ISD,'09 - 11,S,,,'15
'226907041,GRAPE CREEK MIDDLE,N,N,RM,TOM GREEN,'226,NA,R,GRAPE CREEK ISD,'06 - 08,M,,,'15
'226907200,TRINITY EC,N,N,,TOM GREEN,'226,NR,N,GRAPE CREEK ISD,'EE - EE,E,,,'15
'113902102,GRAPELAND EL,N,N,NQ,HOUSTON,'113,NA,A,GRAPELAND ISD,'PK - 05,E,,,'06
'113902002,GRAPELAND H S,N,N,NQ,HOUSTON,'113,NQ,A,GRAPELAND ISD,'09 - 12,S,,,'06
'113902041,GRAPELAND J H,N,N,NQ,HOUSTON,'113,NA,R,GRAPELAND ISD,'06 - 08,M,,,'06
'220906106,BEAR CREEK EL,N,N,R,TARRANT,'220,NA,E,GRAPEVINE-COLLEYVILLE ISD,'KG - 05,E,,,'11
'220906108,BRANSFORD EL,N,N,R,TARRANT,'220,NA,E,GRAPEVINE-COLLEYVILLE ISD,'EE - 05,E,,,'11
'220906101,CANNON EL,N,N,R,TARRANT,'220,NA,E,GRAPEVINE-COLLEYVILLE ISD,'EE - 05,E,,,'11
'220906003,CHARTER HOSPITAL,N,N,,TARRANT,'220,NR,N,GRAPEVINE-COLLEYVILLE ISD,'08 - 12,S,,,'11
'220906102,COLLEYVILLE EL,N,N,NQ,TARRANT,'220,NA,E,GRAPEVINE-COLLEYVILLE ISD,'EE - 05,E,,,'11
'220906004,COLLEYVILLE HERITAGE H S,N,N,R,TARRANT,'220,NQ,E,GRAPEVINE-COLLEYVILLE ISD,'09 - 12,S,,,'11
'220906042,COLLEYVILLE MIDDLE,N,N,RM,TARRANT,'220,NA,E,GRAPEVINE-COLLEYVILLE ISD,'06 - 08,M,,,'11
'220906044,CROSS TIMBER MIDDLE,N,N,M,TARRANT,'220,NA,E,GRAPEVINE-COLLEYVILLE ISD,'06 - 08,M,,,'11
'220906103,DOVE EL,N,N,NQ,TARRANT,'220,NA,E,GRAPEVINE-COLLEYVILLE ISD,'EE - 05,E,,,'11
'220906111,GLENHOPE EL,N,N,RM,TARRANT,'220,NA,E,GRAPEVINE-COLLEYVILLE ISD,'EE - 05,E,,,'11
'220906109,GRAPEVINE EL,N,N,NQ,TARRANT,'220,NA,E,GRAPEVINE-COLLEYVILLE ISD,'EE - 05,E,,,'11
'220906001,GRAPEVINE H S,N,N,R,TARRANT,'220,NQ,E,GRAPEVINE-COLLEYVILLE ISD,'09 - 12,S,,,'11
'220906041,GRAPEVINE MIDDLE,N,N,RM,TARRANT,'220,NA,R,GRAPEVINE-COLLEYVILLE ISD,'06 - 08,M,,,'11
'220906107,HERITAGE EL,N,N,RM,TARRANT,'220,NA,E,GRAPEVINE-COLLEYVILLE ISD,'EE - 05,E,,,'11
'220906043,HERITAGE MIDDLE,N,N,NQ,TARRANT,'220,NA,E,GRAPEVINE-COLLEYVILLE ISD,'06 - 08,M,,,'11
'220906110,SILVER LAKE EL,N,N,R,TARRANT,'220,NA,E,GRAPEVINE-COLLEYVILLE ISD,'EE - 05,E,,,'11
'220906038,TARRANT CO J J A E P,N,N,,TARRANT,'220,NR,N,GRAPEVINE-COLLEYVILLE ISD,'07 - 10,S,,,'11
'220906105,TAYLOR EL,N,N,RM,TARRANT,'220,NA,E,GRAPEVINE-COLLEYVILLE ISD,'EE - 05,E,,,'11
'220906006,THE BRIDGES ACAD ALTER,N,N,,TARRANT,'220,PE,1,GRAPEVINE-COLLEYVILLE ISD,'09 - 12,S,,,'11
'220906104,TIMBERLINE EL,N,N,R,TARRANT,'220,NA,R,GRAPEVINE-COLLEYVILLE ISD,'EE - 05,E,,,'11
'116905102,BOWIE EL,N,N,M,HUNT,'116,NA,R,GREENVILLE ISD,'KG - 04,E,,,'10
'116905104,CARVER EL,N,N,NQ,HUNT,'116,NA,R,GREENVILLE ISD,'EE - 04,E,,,'10
'116905103,CROCKETT EL,N,N,NQ,HUNT,'116,NA,A,GREENVILLE ISD,'KG - 04,E,,,'10
'116905002,GREENVILLE H S,N,N,NQ,HUNT,'116,NQ,A,GREENVILLE ISD,'09 - 12,S,,,'10
'116905041,GREENVILLE MIDDLE,N,N,NQ,HUNT,'116,NA,A,GREENVILLE ISD,'07 - 08,M,,,'10
'116905109,HEADSTART CHILD DEVEL CTR,N,N,,HUNT,'116,NR,N,GREENVILLE ISD,'EE - EE,E,,,'10
'116905105,HOUSTON EL,N,N,NQ,HUNT,'116,NA,A,GREENVILLE ISD,'EE - 04,E,,,'10
'116905004,HUNT CO J J A E P,N,N,,HUNT,'116,NR,N,GREENVILLE ISD,'07 - 11,S,,,'10
'116905003,HUNT COUNTY JUVENILE DETENTION CTR,N,N,,HUNT,'116,NR,N,GREENVILLE ISD,'07 - 11,S,,,'10
'116905108,INTERMEDIATE,N,N,NQ,HUNT,'116,NA,A,GREENVILLE ISD,'05 - 06,M,,,'10
'116905106,LAMAR EL,N,N,NQ,HUNT,'116,NA,A,GREENVILLE ISD,'KG - 04,E,,,'10
'116905001,NEW HORIZONS ALTER,N,N,,HUNT,'116,PE,1,GREENVILLE ISD,'09 - 12,S,,,'10
'116905107,TRAVIS EL,N,N,R,HUNT,'116,NA,E,GREENVILLE ISD,'KG - 04,E,,,'10
'165902001,GREENWOOD H S,N,N,NQ,MIDLAND,'165,NQ,R,GREENWOOD ISD,'09 - 12,S,,,'18
'165902102,GREENWOOD INT,N,N,NQ,MIDLAND,'165,NA,A,GREENWOOD ISD,'04 - 06,E,,,'18
'165902041,GREENWOOD MIDDLE,N,N,NQ,MIDLAND,'165,NA,R,GREENWOOD ISD,'07 - 08,M,,,'18
'165902101,GREENWOOD PRI,N,N,NQ,MIDLAND,'165,NA,R,GREENWOOD ISD,'PK - 03,E,,GREENWOOD INT,'18
'205902104,ANDREWS EL,N,N,NQ,SAN PATRICIO,'205,NA,R,GREGORY-PORTLAND ISD,'EE - 04,E,,,'02
'205902101,AUSTIN EL,N,N,R,SAN PATRICIO,'205,NA,R,GREGORY-PORTLAND ISD,'PK - 04,E,,,'02
'205902102,CLARK EL,N,N,R,SAN PATRICIO,'205,NA,E,GREGORY-PORTLAND ISD,'PK - 04,E,,,'02
'205902103,EAST CLIFF EL,N,N,R,SAN PATRICIO,'205,NA,E,GREGORY-PORTLAND ISD,'EE - 04,E,,,'02
'205902002,G P A E P,N,N,,SAN PATRICIO,'205,NR,N,GREGORY-PORTLAND ISD,'07 - 08,M,,,'02
'205902001,GREGORY-PORTLAND H S,N,N,R,SAN PATRICIO,'205,NQ,R,GREGORY-PORTLAND ISD,'09 - 12,S,,,'02
'205902105,GREGORY-PORTLAND INT,N,N,M,SAN PATRICIO,'205,NA,E,GREGORY-PORTLAND ISD,'05 - 06,M,,,'02
'205902041,GREGORY-PORTLAND J H,N,N,NQ,SAN PATRICIO,'205,NA,R,GREGORY-PORTLAND ISD,'07 - 08,M,,,'02
'147902002,ALTER LEARNING CTR,N,N,,LIMESTONE,'147,PE,1,GROESBECK ISD,'07 - 12,S,,,'12
'147902103,ENGE-WASHINGTON INT,N,N,NQ,LIMESTONE,'147,NA,A,GROESBECK ISD,'04 - 05,E,,,'12
'147902001,GROESBECK H S,N,N,NQ,LIMESTONE,'147,NQ,R,GROESBECK ISD,'09 - 12,S,,,'12
'147902042,GROESBECK MIDDLE,N,N,NQ,LIMESTONE,'147,NA,R,GROESBECK ISD,'05 - 08,M,,,'12
'147902101,GROESBECK PRI,N,N,NQ,LIMESTONE,'147,NA,R,GROESBECK ISD,'EE - 01,E,'147902102,H O WHITEHURST EL,'12
'147902102,H O WHITEHURST EL,N,N,NQ,LIMESTONE,'147,NA,R,GROESBECK ISD,'02 - 04,E,,ENGE-WASHINGTON INT,'12
'033901001,GROOM SCHOOL,N,N,NQ,CARSON,'033,AC,R,GROOM ISD,'KG - 12,B,,,'16
'228901102,GROVETON EL,N,N,NQ,TRINITY,'228,NA,A,GROVETON ISD,'KG - 06,E,,,'06
'228901001,GROVETON J H-H S,N,N,NQ,TRINITY,'228,NQ,R,GROVETON ISD,'07 - 12,S,,,'06
'228901199,WILDERNESS HOPE CTR,N,N,,TRINITY,'228,NR,N,GROVETON ISD,'07 - 10,S,,,'06
'098901101,GRUVER EL,N,N,NQ,HANSFORD,'098,NA,E,GRUVER ISD,'EE - 04,E,,,'16
'098901001,GRUVER H S,N,N,NQ,HANSFORD,'098,NQ,E,GRUVER ISD,'09 - 12,S,,,'16
'098901041,GRUVER J H,N,N,RM,HANSFORD,'098,NA,E,GRUVER ISD,'05 - 08,M,,,'16
'236801001,GULF COAST TRADES CENTER,Y,N,,WALKER,'236,NH,H,GULF COAST TRADES CENTER,'09 - 11,S,,,'06
'091917101,GUNTER EL,N,N,M,GRAYSON,'091,NA,E,GUNTER ISD,'EE - 05,E,,,'10
'091917001,GUNTER H S,N,N,NQ,GRAYSON,'091,NQ,E,GUNTER ISD,'09 - 12,S,,,'10
'091917041,GUNTER MIDDLE,N,N,M,GRAYSON,'091,NA,E,GUNTER ISD,'06 - 08,M,,,'10
'047903001,GUSTINE SCHOOL,N,N,NQ,COMANCHE,'047,NQ,A,GUSTINE ISD,'PK - 12,B,,,'14
'135001001,GUTHRIE SCHOOL,N,N,M,KING,'135,NQ,E,GUTHRIE CSD,'KG - 12,B,,,'17
'095903102,AKIN EL,N,N,NQ,HALE,'095,NA,R,HALE CENTER ISD,'PK - 04,E,,,'17
'095903001,HALE CENTER H S,N,N,NQ,HALE,'095,NQ,A,HALE CENTER ISD,'09 - 12,S,,,'17
'095903103,HALE CENTER MIDDLE,N,N,NQ,HALE,'095,NA,R,HALE CENTER ISD,'05 - 08,M,,,'17
'095903002,HALE CO J J A E P,N,N,,HALE,'095,NR,N,HALE CENTER ISD,'08 - 10,S,,,'17
'143901101,HALLETTSVILLE EL,N,N,R,LAVACA,'143,NA,R,HALLETTSVILLE ISD,'EE - 12,B,,,'03
'143901001,HALLETTSVILLE H S,N,N,R,LAVACA,'143,NQ,E,HALLETTSVILLE ISD,'09 - 12,S,,,'03
'143901041,HALLETTSVILLE J H,N,N,M,LAVACA,'143,NA,A,HALLETTSVILLE ISD,'05 - 08,M,,,'03
'161924101,HALLSBURG EL,N,N,NQ,MCLENNAN,'161,NA,E,HALLSBURG ISD,'KG - 06,E,,,'12
'102904105,HALLSVILLE EL,N,N,NQ,HARRISON,'102,NA,A,HALLSVILLE ISD,'01 - 02,E,'102904106,HALLSVILLE INT,'07
'102904002,HALLSVILLE H S,N,N,NQ,HARRISON,'102,NQ,A,HALLSVILLE ISD,'09 - 12,S,,,'07
'102904106,HALLSVILLE INT,N,N,NQ,HARRISON,'102,NA,A,HALLSVILLE ISD,'03 - 04,E,,,'07
'102904041,HALLSVILLE J H,N,N,NQ,HARRISON,'102,NA,A,HALLSVILLE ISD,'07 - 08,M,,,'07
'102904104,HALLSVILLE MIDDLE,N,N,R,HARRISON,'102,NA,R,HALLSVILLE ISD,'05 - 06,M,,,'07
'102904102,HALLSVILLE PRI,N,N,,HARRISON,'102,NR,N,HALLSVILLE ISD,'EE - KG,E,,,'07
'097902102,HAMILTON EL-J H,N,N,NQ,HAMILTON,'097,NA,R,HAMILTON ISD,'EE - 08,E,,,'12
'097902001,HAMILTON H S,N,N,NQ,HAMILTON,'097,NQ,R,HAMILTON ISD,'09 - 12,S,,,'12
'127903102,HAMLIN EL,N,N,R,JONES,'127,NA,E,HAMLIN ISD,'EE - 05,E,,,'14
