CAMPUS,CAMPNAME,CFLCHART,CFLYRE,CIADDACK,CNTYNAME,COUNTY,CSUPRATE,C_RATING,DISTNAME,GRDSPAN,GRDTYPE,PAIRCAMP,PAIRNAME,REGION
'249901041,ALVORD J H,N,N,R,WISE,'249,NA,R,ALVORD ISD,'06 - 08,M,,,'11
'188901003,AMARILLO AREA CTR FOR ADVANCED LRN,N,N,NQ,POTTER,'188,NQ,A,AMARILLO ISD,'09 - 12,S,,,'16
'188901001,AMARILLO H S,N,N,NQ,POTTER,'188,NQ,R,AMARILLO ISD,'09 - 12,S,,,'16
'188901041,AUSTIN MIDDLE,N,N,NQ,POTTER,'188,NA,A,AMARILLO ISD,'06 - 08,M,,,'16
'188901101,AVONDALE EL,N,N,R,POTTER,'188,NA,R,AMARILLO ISD,'EE - 05,E,,,'16
'188901102,BELMAR EL,N,N,RM,POTTER,'188,NA,E,AMARILLO ISD,'EE - 05,E,,,'16
'188901103,BIVINS EL,N,N,NQ,POTTER,'188,NA,A,AMARILLO ISD,'PK - 05,E,,,'16
'188901048,BONHAM MIDDLE,N,N,NQ,POTTER,'188,NA,E,AMARILLO ISD,'06 - 08,M,,,'16
'188901042,BOWIE MIDDLE,N,N,NQ,POTTER,'188,NA,A,AMARILLO ISD,'06 - 08,M,,,'16
'188901002,CAPROCK H S,N,N,NQ,POTTER,'188,NQ,A,AMARILLO ISD,'EE - 12,B,,,'16
'188901170,CARVER EL ACADEMY,N,N,NQ,POTTER,'188,NA,A,AMARILLO ISD,'EE - 05,E,,,'16
'188901104,CORONADO EL,N,N,R,POTTER,'188,NA,E,AMARILLO ISD,'EE - 05,E,,,'16
'188901043,CROCKETT MIDDLE,N,N,NQ,POTTER,'188,NA,E,AMARILLO ISD,'06 - 08,M,,,'16
'188901105,EASTRIDGE EL,N,N,NQ,POTTER,'188,NA,R,AMARILLO ISD,'EE - 05,E,,,'16
'188901106,EMERSON EL,N,N,NQ,POTTER,'188,NA,A,AMARILLO ISD,'PK - 05,E,,,'16
'188901044,FANNIN MIDDLE,N,N,NQ,POTTER,'188,NA,A,AMARILLO ISD,'06 - 08,M,,,'16
'188901107,FOREST HILL EL,N,N,NQ,POTTER,'188,NA,R,AMARILLO ISD,'EE - 05,E,,,'16
'188901108,GLENWOOD EL,N,N,NQ,POTTER,'188,NA,R,AMARILLO ISD,'EE - 05,E,,,'16
'188901109,HAMLET EL,N,N,NQ,POTTER,'188,NA,A,AMARILLO ISD,'EE - 05,E,,,'16
'188901171,HOMEBOUND,N,N,,POTTER,'188,NR,N,AMARILLO ISD,'05 - 11,B,,,'16
'188901045,HOUSTON MIDDLE,N,N,NQ,POTTER,'188,NA,A,AMARILLO ISD,'06 - 08,M,,,'16
'188901111,HUMPHREY'S HIGHLAND EL,N,N,NQ,POTTER,'188,NA,A,AMARILLO ISD,'PK - 05,E,,,'16
'188901112,LAMAR EL,N,N,NQ,POTTER,'188,NA,A,AMARILLO ISD,'EE - 05,E,,,'16
'188901113,LANDERGIN EL,N,N,R,POTTER,'188,NA,R,AMARILLO ISD,'PK - 05,E,,,'16
'188901114,LAWNDALE EL,N,N,NQ,POTTER,'188,NA,A,AMARILLO ISD,'EE - 05,E,,,'16
'188901115,LEE EL,N,N,NQ,POTTER,'188,NA,A,AMARILLO ISD,'PK - 05,E,,,'16
'188901046,MANN MIDDLE,N,N,NQ,POTTER,'188,NA,A,AMARILLO ISD,'06 - 08,M,,,'16
'188901134,MESA VERDE EL,N,N,R,POTTER,'188,NA,R,AMARILLO ISD,'EE - 05,E,,,'16
'188901138,NORTH HEIGHTS ALTER,N,N,,POTTER,'188,PE,1,AMARILLO ISD,'EE - 12,B,,,'16
'188901119,OAK DALE EL,N,N,R,POTTER,'188,NA,R,AMARILLO ISD,'EE - 05,E,,,'16
'188901120,OLSEN PARK EL,N,N,NQ,POTTER,'188,NA,E,AMARILLO ISD,'EE - 05,E,,,'16
'188901004,PALO DURO H S,N,N,NQ,POTTER,'188,NQ,A,AMARILLO ISD,'EE - 12,B,,,'16
'188901121,PARAMOUNT TERRACE EL,N,N,NQ,POTTER,'188,NA,R,AMARILLO ISD,'EE - 05,E,,,'16
'188901122,PLEASANT VALLEY EL,N,N,R,POTTER,'188,NA,E,AMARILLO ISD,'EE - 05,E,,,'16
'188901139,PUCKETT EL,N,N,NQ,POTTER,'188,NA,E,AMARILLO ISD,'KG - 05,E,,,'16
'188901137,REG PROG FOR DEAF,N,N,,POTTER,'188,NR,N,AMARILLO ISD,'EE - EE,E,,,'16
'188901123,RIDGECREST EL,N,N,NQ,POTTER,'188,NA,E,AMARILLO ISD,'EE - 05,E,,,'16
'188901124,ROGERS EL,N,N,NQ,POTTER,'188,NA,R,AMARILLO ISD,'EE - 05,E,,,'16
'188901126,SAN JACINTO EL,N,N,NQ,POTTER,'188,NA,A,AMARILLO ISD,'EE - 05,E,,,'16
'188901125,SANBORN EL,N,N,NQ,POTTER,'188,NA,R,AMARILLO ISD,'PK - 05,E,,,'16
'188901140,SLEEPY HOLLOW EL,N,N,NQ,POTTER,'188,NA,E,AMARILLO ISD,'EE - 05,E,,,'16
'188901127,SOUTH GEORGIA EL,N,N,NQ,POTTER,'188,NA,E,AMARILLO ISD,'EE - 05,E,,,'16
'188901128,SOUTH LAWN EL,N,N,NQ,POTTER,'188,NA,E,AMARILLO ISD,'EE - 05,E,,,'16
'188901130,SUNRISE EL,N,N,NQ,POTTER,'188,NA,R,AMARILLO ISD,'EE - 05,E,,,'16
'188901005,TASCOSA H S,N,N,NQ,POTTER,'188,NQ,A,AMARILLO ISD,'09 - 12,S,,,'16
'188901047,TRAVIS MIDDLE,N,N,NQ,POTTER,'188,NA,A,AMARILLO ISD,'06 - 08,M,,,'16
'188901131,WESTERN PLATEAU EL,N,N,NQ,POTTER,'188,NA,R,AMARILLO ISD,'KG - 05,E,,,'16
'188901132,WHITTIER EL,N,N,NQ,POTTER,'188,NA,A,AMARILLO ISD,'EE - 05,E,,,'16
'188901133,WILLS EL,N,N,R,POTTER,'188,NA,R,AMARILLO ISD,'EE - 05,E,,,'16
'188901141,WINDSOR EL,N,N,NQ,POTTER,'188,NA,E,AMARILLO ISD,'EE - 05,E,,,'16
'188901135,WOLFLIN EL,N,N,NQ,POTTER,'188,NA,R,AMARILLO ISD,'PK - 05,E,,,'16
'227801001,AMERICAN INSTITUTE FOR LRN H S,Y,N,,TRAVIS,'227,PE,1,AMERICAN INSTITUTE FOR LEARNING,'09 - 12,S,,,'13
'140901001,AMHERST SCHOOL,N,N,NQ,LAMB,'140,NQ,A,AMHERST ISD,'KG - 12,B,,,'17
'036901101,ANAHUAC EL,N,N,NQ,CHAMBERS,'036,NA,A,ANAHUAC ISD,'EE - 05,E,,,'04
'036901001,ANAHUAC H S,N,N,NQ,CHAMBERS,'036,NQ,A,ANAHUAC ISD,'09 - 12,S,,,'04
'036901041,ANAHUAC MIDDLE,N,N,R,CHAMBERS,'036,NA,R,ANAHUAC ISD,'06 - 08,M,,,'04
'036901002,GULF COAST H S,N,N,,CHAMBERS,'036,PE,1,ANAHUAC ISD,'09 - 12,S,,,'04
'036901003,HARDIN/CHAMBERS CTR,N,N,,CHAMBERS,'036,PE,1,ANAHUAC ISD,'07 - 11,S,,,'04
'093901101,ANDERSON EL,N,N,NQ,GRIMES,'093,NA,A,ANDERSON-SHIRO CONS ISD,'PK - 06,E,,,'06
'093901001,ANDERSON JH/HS,N,N,NQ,GRIMES,'093,NQ,A,ANDERSON-SHIRO CONS ISD,'07 - 12,S,,,'06
'002901002,ANDREWS ALTER,N,N,,ANDREWS,'002,NR,N,ANDREWS ISD,'05 - 08,M,,,'18
'002901001,ANDREWS H S,N,N,NE,ANDREWS,'002,NE,L,ANDREWS ISD,'09 - 12,S,,,'18
'002901041,ANDREWS MIDDLE,N,N,NQ,ANDREWS,'002,NA,R,ANDREWS ISD,'06 - 08,M,,,'18
'002901105,CLEARFORK EL,N,N,NQ,ANDREWS,'002,NA,R,ANDREWS ISD,'EE - 05,E,,,'18
'002901101,DEVONIAN EL,N,N,NQ,ANDREWS,'002,NA,A,ANDREWS ISD,'KG - 05,E,,,'18
'002901102,GLORIETA EL,N,N,NQ,ANDREWS,'002,NA,A,ANDREWS ISD,'KG - 05,E,,,'18
'002901103,SAN ANDRES EL,N,N,NQ,ANDREWS,'002,NA,R,ANDREWS ISD,'KG - 05,E,,,'18
'002901104,UNDERWOOD EL,N,N,NQ,ANDREWS,'002,NA,E,ANDREWS ISD,'KG - 05,E,,,'18
'020902001,ANGLETON H S,N,N,RM,BRAZORIA,'020,NQ,R,ANGLETON ISD,'09 - 12,S,,,'04
'020902041,ANGLETON MIDDLE-EAST,N,N,RM,BRAZORIA,'020,NA,E,ANGLETON ISD,'06 - 08,M,,,'04
'020902042,ANGLETON MIDDLE-WEST,N,N,RM,BRAZORIA,'020,NA,E,ANGLETON ISD,'06 - 08,M,,,'04
'020902003,BRAZORIA CO ALTER ED CTR,N,N,,BRAZORIA,'020,NR,N,ANGLETON ISD,'07 - 10,S,,,'04
'020902004,BRAZORIA CO JUVENILE DETENTION,N,N,,BRAZORIA,'020,NR,N,ANGLETON ISD,'06 - 11,B,,,'04
'020902101,EARLY CHILDHOOD CAMPUS,N,N,,BRAZORIA,'020,NR,N,ANGLETON ISD,'EE - KG,E,,,'04
'020902109,FRONTIER EL,N,N,NQ,BRAZORIA,'020,NA,R,ANGLETON ISD,'01 - 05,E,,,'04
'020902102,NORTHSIDE EL,N,N,M,BRAZORIA,'020,NA,E,ANGLETON ISD,'EE - 09,B,,,'04
'020902108,RANCHO ISABELLA EL,N,N,R,BRAZORIA,'020,NA,R,ANGLETON ISD,'01 - 05,E,,,'04
'020902103,SOUTHSIDE EL,N,N,R,BRAZORIA,'020,NA,R,ANGLETON ISD,'01 - 05,E,,,'04
'020902002,STUDENT ALTERNATIVE CTR,N,N,,BRAZORIA,'020,PE,3,ANGLETON ISD,'05 - 10,B,,,'04
'020902104,WESTSIDE EL,N,N,M,BRAZORIA,'020,NA,E,ANGLETON ISD,'01 - 05,E,,,'04
'043902101,ANNA EL,N,N,NQ,COLLIN,'043,NA,R,ANNA ISD,'EE - 05,E,,,'10
'043902001,ANNA H S,N,N,NQ,COLLIN,'043,NQ,A,ANNA ISD,'09 - 12,S,,,'10
'043902041,ANNA MIDDLE,N,N,R,COLLIN,'043,NA,A,ANNA ISD,'06 - 08,M,,,'10
'127901101,ANSON EL,N,N,NQ,JONES,'127,NA,R,ANSON ISD,'EE - 05,E,,,'14
'127901001,ANSON H S,N,N,NQ,JONES,'127,NQ,R,ANSON ISD,'09 - 12,S,,,'14
'127901041,ANSON MIDDLE,N,N,NQ,JONES,'127,NA,R,ANSON ISD,'06 - 08,M,,,'14
'127901002,HOBBS ALTER ED CO-OP,N,N,,JONES,'127,PE,1,ANSON ISD,'09 - 11,S,,,'14
'071906101,ANTHONY EL,N,N,NQ,EL PASO,'071,NA,A,ANTHONY ISD,'PK - 06,E,,,'19
'071906001,ANTHONY H S,N,N,NE,EL PASO,'071,NE,A,ANTHONY ISD,'07 - 12,S,,,'19
'110901101,ANTON EL,N,N,NQ,HOCKLEY,'110,NA,A,ANTON ISD,'KG - 06,E,,,'17
'110901001,ANTON H S,N,N,NQ,HOCKLEY,'110,NQ,R,ANTON ISD,'07 - 12,S,,,'17
'228905101,APPLE SPRINGS EL,N,N,NQ,TRINITY,'228,NA,R,APPLE SPRINGS ISD,'PK - 06,E,,,'06
'228905001,APPLE SPRINGS H S,N,N,NQ,TRINITY,'228,NQ,R,APPLE SPRINGS ISD,'06 - 12,B,,,'06
'228905041,BOYS WILDERNESS SCH,N,N,,TRINITY,'228,NR,N,APPLE SPRINGS ISD,'08 - 10,S,,,'06
'109912001,AQUILLA SCHOOL,N,N,NQ,HILL,'109,NQ,A,AQUILLA ISD,'KG - 12,B,,,'12
'004901101,FULTON EL,N,N,NQ,ARANSAS,'004,NA,R,ARANSAS COUNTY ISD,'02 - 05,E,,,'02
'004901103,LIVEOAK EL,N,N,NQ,ARANSAS,'004,NA,R,ARANSAS COUNTY ISD,'01 - 05,E,,,'02
'004901102,ROCKPORT EL,N,N,NQ,ARANSAS,'004,NA,R,ARANSAS COUNTY ISD,'EE - 01,E,'004901101,FULTON EL,'02
'004901042,ROCKPORT INT,N,N,R,ARANSAS,'004,NA,R,ARANSAS COUNTY ISD,'06 - 06,M,,,'02
'004901001,ROCKPORT-FULTON H S,N,N,NQ,ARANSAS,'004,NQ,A,ARANSAS COUNTY ISD,'09 - 12,S,,,'02
'004901041,ROCKPORT-FULTON J H,N,N,NQ,ARANSAS,'004,NA,A,ARANSAS COUNTY ISD,'06 - 08,M,,,'02
'205901041,A C BLUNT MIDDLE,N,N,NQ,SAN PATRICIO,'205,NA,A,ARANSAS PASS ISD,'06 - 08,M,,,'02
'205901001,ARANSAS PASS H S,N,N,NQ,SAN PATRICIO,'205,NQ,A,ARANSAS PASS ISD,'09 - 12,S,,,'02
'205901104,CHARLIE MARSHALL EL,N,N,NQ,SAN PATRICIO,'205,NA,A,ARANSAS PASS ISD,'04 - 05,E,,,'02
'205901101,FAULK EL,N,N,NQ,SAN PATRICIO,'205,NA,A,ARANSAS PASS ISD,'EE - 01,E,'205901102,KIEBERGER EL,'02
'205901102,KIEBERGER EL,N,N,NQ,SAN PATRICIO,'205,NA,A,ARANSAS PASS ISD,'02 - 03,E,,CHARLIE MARSHALL EL,'02
'005901101,ARCHER CITY EL,N,N,NQ,ARCHER,'005,NA,E,ARCHER CITY ISD,'EE - 05,E,,,'09
'005901001,ARCHER CITY H S,N,N,NQ,ARCHER,'005,NQ,R,ARCHER CITY ISD,'06 - 12,B,,,'09
'061910101,ARGYLE SCHOOL,N,N,NQ,DENTON,'061,NA,E,ARGYLE ISD,'EE - 08,E,,,'11
'220901124,AMOS EL,N,N,R,TARRANT,'220,NA,A,ARLINGTON ISD,'EE - 06,E,,,'11
'220901001,ARLINGTON H S,N,N,NQ,TARRANT,'220,NQ,A,ARLINGTON ISD,'09 - 12,S,,,'11
'220901149,ASHWORTH EL,N,N,R,TARRANT,'220,NA,R,ARLINGTON ISD,'EE - 06,E,,,'11
'220901132,ATHERTON EL,N,N,NQ,TARRANT,'220,NA,A,ARLINGTON ISD,'EE - 06,E,,,'11
'220901045,BAILEY J H,N,N,RM,TARRANT,'220,NA,E,ARLINGTON ISD,'07 - 08,M,,,'11
'220901052,BARNETT J H,N,N,NQ,TARRANT,'220,NA,R,ARLINGTON ISD,'07 - 08,M,,,'11
'220901141,BEBENSEE EL,N,N,R,TARRANT,'220,NA,A,ARLINGTON ISD,'EE - 06,E,,,'11
'220901101,BERRY EL,N,N,R,TARRANT,'220,NA,A,ARLINGTON ISD,'EE - 06,E,,,'11
'220901102,BLANTON EL,N,N,NQ,TARRANT,'220,NA,A,ARLINGTON ISD,'EE - 06,E,,,'11
'220901051,BOLES J H,N,N,NQ,TARRANT,'220,NA,E,ARLINGTON ISD,'07 - 08,M,,,'11
'220901004,BOWIE H S,N,N,NQ,TARRANT,'220,NQ,A,ARLINGTON ISD,'09 - 12,S,,,'11
'220901147,BRYANT EL,N,N,RM,TARRANT,'220,NA,A,ARLINGTON ISD,'EE - 06,E,,,'11
'220901129,BUTLER EL,N,N,R,TARRANT,'220,NA,E,ARLINGTON ISD,'EE - 06,E,,,'11
'220901041,CARTER J H,N,N,NQ,TARRANT,'220,NA,A,ARLINGTON ISD,'07 - 08,M,,,'11
'220901137,COREY EL,N,N,NQ,TARRANT,'220,NA,E,ARLINGTON ISD,'PK - 06,E,,,'11
'220901150,CROUCH EL,N,N,NQ,TARRANT,'220,NA,A,ARLINGTON ISD,'EE - 06,E,,,'11
'220901103,CROW EL,N,N,NQ,TARRANT,'220,NA,A,ARLINGTON ISD,'PK - 06,E,,,'11
'220901300,DAY CARE CTRS,N,N,,TARRANT,'220,NR,N,ARLINGTON ISD,'PK - PK,E,,,'11
'220901130,DITTO EL,N,N,M,TARRANT,'220,NA,E,ARLINGTON ISD,'EE - 06,E,,,'11
'220901104,DUFF EL,N,N,R,TARRANT,'220,NA,E,ARLINGTON ISD,'EE - 06,E,,,'11
'220901125,DUNN EL,N,N,NQ,TARRANT,'220,NA,E,ARLINGTON ISD,'EE - 06,E,,,'11
'220901136,FITZGERALD EL,N,N,NQ,TARRANT,'220,NA,A,ARLINGTON ISD,'PK - 06,E,,,'11
'220901126,FOSTER EL,N,N,NQ,TARRANT,'220,NA,A,ARLINGTON ISD,'PK - 06,E,,,'11
'220901119,GOODMAN EL,N,N,NQ,TARRANT,'220,NA,A,ARLINGTON ISD,'EE - 06,E,,,'11
'220901047,GUNN J H,N,N,NQ,TARRANT,'220,NA,A,ARLINGTON ISD,'07 - 08,M,,,'11
'220901117,HILL EL,N,N,NQ,TARRANT,'220,NA,E,ARLINGTON ISD,'EE - 06,E,,,'11
'220901139,HOMEBOUND,N,N,,TARRANT,'220,NR,N,ARLINGTON ISD,'EE - 12,B,,,'11
'220901046,HUTCHESON J H,N,N,NQ,TARRANT,'220,NA,A,ARLINGTON ISD,'07 - 08,M,,,'11
'220901143,J M FARRELL EL,N,N,NQ,TARRANT,'220,NA,A,ARLINGTON ISD,'EE - 06,E,,,'11
'220901142,JANE ELLIS EL,N,N,R,TARRANT,'220,NA,R,ARLINGTON ISD,'EE - 06,E,,,'11
'220901121,JOHNS EL,N,N,NQ,TARRANT,'220,NA,A,ARLINGTON ISD,'PK - 06,E,,,'11
'220901128,KEY EL,N,N,NQ,TARRANT,'220,NA,A,ARLINGTON ISD,'KG - 06,E,,,'11
'220901107,KOOKEN ED CTR,N,N,,TARRANT,'220,NR,N,ARLINGTON ISD,'EE - PK,E,,,'11
'220901003,LAMAR H S,N,N,NQ,TARRANT,'220,NQ,A,ARLINGTON ISD,'09 - 12,S,,,'11
'220901151,LARSON EL,N,N,M,TARRANT,'220,NA,R,ARLINGTON ISD,'EE - 06,E,,,'11
'220901146,LITTLE EL,N,N,NQ,TARRANT,'220,NA,E,ARLINGTON ISD,'KG - 06,E,,,'11
'220901153,LYNN HALE EL,N,N,R,TARRANT,'220,NA,A,ARLINGTON ISD,'KG - 06,E,,,'11
'220901005,MARTIN H S,N,N,M,TARRANT,'220,NQ,E,ARLINGTON ISD,'09 - 12,S,,,'11
'220901144,MARY MOORE EL,N,N,M,TARRANT,'220,NA,E,ARLINGTON ISD,'EE - 06,E,,,'11
'220901135,MILLER EL,N,N,NQ,TARRANT,'220,NA,R,ARLINGTON ISD,'EE - 06,E,,,'11
'220901131,MORTON EL,N,N,NQ,TARRANT,'220,NA,A,ARLINGTON ISD,'EE - 06,E,,,'11
'220901008,NEWCOMER CENTER,N,N,,TARRANT,'220,PE,1,ARLINGTON ISD,'07 - 09,M,,,'11
'220901053,NICHOLS J H,N,N,NQ,TARRANT,'220,NA,A,ARLINGTON ISD,'07 - 08,M,,,'11
'220901055,OUSLEY J H,N,N,NQ,TARRANT,'220,NA,A,ARLINGTON ISD,'07 - 08,M,,,'11
'220901120,POPE EL,N,N,NQ,TARRANT,'220,NA,R,ARLINGTON ISD,'PK - 06,E,,,'11
'220901109,RANKIN EL,N,N,NQ,TARRANT,'220,NA,A,ARLINGTON ISD,'PK - 06,E,,,'11
'220901110,ROARK EL,N,N,NQ,TARRANT,'220,NA,A,ARLINGTON ISD,'PK - 06,E,,,'11
'220901122,ROQUEMORE EL,N,N,NQ,TARRANT,'220,NA,A,ARLINGTON ISD,'PK - 06,E,,,'11
'220901002,SAM HOUSTON H S,N,N,NQ,TARRANT,'220,NQ,A,ARLINGTON ISD,'09 - 12,S,,,'11
'220901048,SHACKELFORD J H,N,N,NQ,TARRANT,'220,NA,A,ARLINGTON ISD,'07 - 08,M,,,'11
'220901134,SHERROD EL,N,N,RM,TARRANT,'220,NA,A,ARLINGTON ISD,'EE - 06,E,,,'11
'220901123,SHORT EL,N,N,NQ,TARRANT,'220,NA,A,ARLINGTON ISD,'PK - 06,E,,,'11
'220901111,SOUTH DAVIS EL,N,N,NQ,TARRANT,'220,NA,A,ARLINGTON ISD,'PK - 06,E,,,'11
'220901112,SPEER EL,N,N,NQ,TARRANT,'220,NA,A,ARLINGTON ISD,'PK - 06,E,,,'11
'220901140,STARRETT EL,N,N,NQ,TARRANT,'220,NA,A,ARLINGTON ISD,'EE - 06,E,,,'11
'220901113,SWIFT EL,N,N,R,TARRANT,'220,NA,R,ARLINGTON ISD,'EE - 06,E,,,'11
'220901010,TARRANT CO J J A E P,N,N,,TARRANT,'220,NR,N,ARLINGTON ISD,'07 - 12,S,,,'11
'220901114,THORNTON EL,N,N,NQ,TARRANT,'220,NA,A,ARLINGTON ISD,'EE - 06,E,,,'11
'220901145,TOMMIE WILLIAMS EL,N,N,NQ,TARRANT,'220,NA,R,ARLINGTON ISD,'EE - 06,E,,,'11
'220901007,TURNING POINT ALTER H S,N,N,,TARRANT,'220,PE,1,ARLINGTON ISD,'09 - 12,S,,,'11
'220901054,TURNING POINT ALTER J H,N,N,,TARRANT,'220,PE,1,ARLINGTON ISD,'06 - 08,M,,,'11
'220901006,VENTURE ALTER H S,N,N,,TARRANT,'220,PE,1,ARLINGTON ISD,'07 - 12,S,,,'11
'220901148,WEBB EL,N,N,NQ,TARRANT,'220,NA,A,ARLINGTON ISD,'EE - 06,E,,,'11
'220901152,WEST EL,N,N,R,TARRANT,'220,NA,R,ARLINGTON ISD,'EE - 06,E,,,'11
'220901116,WIMBISH EL,N,N,NQ,TARRANT,'220,NA,A,ARLINGTON ISD,'PK - 06,E,,,'11
'220901133,WOOD EL,N,N,NQ,TARRANT,'220,NA,E,ARLINGTON ISD,'EE - 06,E,,,'11
'220901050,WORKMAN J H,N,N,NQ,TARRANT,'220,NA,A,ARLINGTON ISD,'07 - 08,M,,,'11
'220901049,YOUNG J H,N,N,R,TARRANT,'220,NA,R,ARLINGTON ISD,'07 - 08,M,,,'11
'212901101,ARP EL,N,N,NQ,SMITH,'212,NA,A,ARP ISD,'EE - 05,E,,,'07
'212901001,ARP H S,N,N,R,SMITH,'212,NA,A,ARP ISD,'09 - 12,S,,,'07
'212901041,ARP J H,N,N,NQ,SMITH,'212,NA,A,ARP ISD,'06 - 08,M,,,'07
'064901001,ASHERTON SCHOOL,N,N,NQ,DIMMIT,'064,NQ,A,ASHERTON ISD,'PK - 12,B,,,'20
'217901101,ASPERMONT EL,N,N,RM,STONEWALL,'217,NA,R,ASPERMONT ISD,'EE - 06,E,,,'14
'217901001,ASPERMONT H S,N,N,NQ,STONEWALL,'217,NQ,R,ASPERMONT ISD,'09 - 12,S,,,'14
'217901041,ASPERMONT J H,N,N,NQ,STONEWALL,'217,NA,E,ASPERMONT ISD,'07 - 08,M,,,'14
'107901002,A L P H A,N,N,,HENDERSON,'107,PE,1,ATHENS ISD,'09 - 12,S,,,'07
'107901001,ATHENS H S,N,N,NQ,HENDERSON,'107,NQ,R,ATHENS ISD,'09 - 12,S,,,'07
'107901103,ATHENS INT,N,N,NQ,HENDERSON,'107,NA,A,ATHENS ISD,'04 - 05,E,,,'07
'107901041,ATHENS MIDDLE,N,N,NE,HENDERSON,'107,NA,L,ATHENS ISD,'07 - 08,M,,,'07
'107901104,BEL AIR EL,N,N,NQ,HENDERSON,'107,NA,A,ATHENS ISD,'EE - 01,E,'107901102,SOUTH ATHENS EL,'07
'107901105,R C FISHER CAMPUS,N,N,R,HENDERSON,'107,NA,A,ATHENS ISD,'06 - 06,M,,,'07
'107901102,SOUTH ATHENS EL,N,N,NQ,HENDERSON,'107,NA,A,ATHENS ISD,'02 - 03,E,,ATHENS INT,'07
'034901106,ATLANTA EL,N,N,NQ,CASS,'034,NA,E,ATLANTA ISD,'03 - 05,E,,,'08
'034901001,ATLANTA H S,N,N,NQ,CASS,'034,NQ,A,ATLANTA ISD,'09 - 12,S,,,'08
'034901042,ATLANTA MIDDLE,N,N,NQ,CASS,'034,NA,R,ATLANTA ISD,'06 - 08,M,,,'08
'034901107,ATLANTA PRI,N,N,NQ,CASS,'034,NA,E,ATLANTA ISD,'EE - 02,E,'034901106,ATLANTA EL,'08
'034901002,CORRECTIVE BEHAVIOR CTR,N,N,,CASS,'034,PE,1,ATLANTA ISD,'09 - 10,S,,,'08
'061907101,AUBREY EL,N,N,R,DENTON,'061,NA,E,AUBREY ISD,'EE - 05,E,,,'11
'061907001,AUBREY H S,N,N,R,DENTON,'061,NQ,E,AUBREY ISD,'09 - 12,S,,,'11
'061907041,AUBREY MIDDLE,N,N,R,DENTON,'061,NA,R,AUBREY ISD,'06 - 08,M,,,'11
'227901033,ACC/ROBBINS ACAD,N,N,NE,TRAVIS,'227,NE,L,AUSTIN ISD,'09 - 12,S,,,'13
'227901142,ALLAN EL,N,C,NQ,TRAVIS,'227,NA,A,AUSTIN ISD,'EE - 05,E,,,'13
'227901101,ALLISON EL,N,N,NQ,TRAVIS,'227,NA,A,AUSTIN ISD,'EE - 05,E,,,'13
'227901009,ANDERSON H S,N,N,NE,TRAVIS,'227,NE,Q,AUSTIN ISD,'09 - 12,S,,,'13
'227901102,ANDREWS EL,N,N,NQ,TRAVIS,'227,NA,A,AUSTIN ISD,'EE - 05,E,,,'13
'227901002,AUSTIN H S,N,N,NE,TRAVIS,'227,NE,Q,AUSTIN ISD,'08 - 12,S,,,'13
'227901250,AUSTIN ST HOSPITAL,N,N,,TRAVIS,'227,NR,N,AUSTIN ISD,'EE - 12,B,,,'13
'227901059,BAILEY MIDDLE,N,N,NE,TRAVIS,'227,NA,Q,AUSTIN ISD,'06 - 08,M,,,'13
'227901149,BARRINGTON EL,N,C,NQ,TRAVIS,'227,NA,A,AUSTIN ISD,'EE - 06,E,,,'13
'227901103,BARTON HILLS EL,N,N,R,TRAVIS,'227,NA,E,AUSTIN ISD,'KG - 06,E,,,'13
'227901104,BECKER EL,N,C,NQ,TRAVIS,'227,NA,A,AUSTIN ISD,'EE - 05,E,,,'13
'227901054,BEDICHEK MIDDLE,N,N,NE,TRAVIS,'227,NA,Q,AUSTIN ISD,'06 - 08,M,,,'13
'227901163,BERNICE HART EL,N,N,NQ,TRAVIS,'227,NA,A,AUSTIN ISD,'PK - 05,E,,,'13
'227901105,BLACKSHEAR EL,N,N,NE,TRAVIS,'227,NA,L,AUSTIN ISD,'PK - 06,E,,,'13
'227901106,BLANTON EL,N,N,NQ,TRAVIS,'227,NA,A,AUSTIN ISD,'PK - 05,E,,,'13
'227901170,BOONE EL,N,N,NQ,TRAVIS,'227,NA,A,AUSTIN ISD,'EE - 05,E,,,'13
'227901013,BOWIE H S,N,N,NE,TRAVIS,'227,NE,Q,AUSTIN ISD,'09 - 12,S,,,'13
'227901107,BRENTWOOD EL,N,N,R,TRAVIS,'227,NA,A,AUSTIN ISD,'EE - 05,E,,,'13
'227901108,BROOKE EL,N,N,NQ,TRAVIS,'227,NA,A,AUSTIN ISD,'EE - 05,E,,,'13
'227901109,BROWN EL,N,N,NQ,TRAVIS,'227,NA,A,AUSTIN ISD,'EE - 05,E,,,'13
'227901110,BRYKER WOODS EL,N,N,R,TRAVIS,'227,NA,R,AUSTIN ISD,'KG - 06,E,,,'13
'227901046,BURNET MIDDLE,N,N,NE,TRAVIS,'227,NA,Q,AUSTIN ISD,'06 - 08,M,,,'13
'227901111,CAMPBELL EL,N,N,NQ,TRAVIS,'227,NA,A,AUSTIN ISD,'EE - 06,E,,,'13
'227901112,CASIS EL,N,N,M,TRAVIS,'227,NA,E,AUSTIN ISD,'EE - 05,E,,,'13
'227901161,COOK EL,N,N,NQ,TRAVIS,'227,NA,A,AUSTIN ISD,'EE - 05,E,,,'13
'227901057,COVINGTON MIDDLE,N,N,NE,TRAVIS,'227,NA,Q,AUSTIN ISD,'06 - 08,M,,,'13
