CAMPUS,CAMPNAME,CFLCHART,CNTYNAME,COUNTY,DISTNAME,GRDSPAN,GRDTYPE,REGION
'116906041,LONE OAK MIDDLE,N,HUNT,'116,LONE OAK ISD,'05 - 08,M,'10
'092903101,BRAMLETTE EL,N,GREGG,'092,LONGVIEW ISD,'PK - 05,E,'07
'092903107,DORIS MCQUEEN PRI,N,GREGG,'092,LONGVIEW ISD,'EE - 02,E,'07
'092903041,FOREST PARK MIDDLE,N,GREGG,'092,LONGVIEW ISD,'06 - 08,M,'07
'092903042,FOSTER MIDDLE,N,GREGG,'092,LONGVIEW ISD,'06 - 08,M,'07
'092903116,G K FOSTER PRI,N,GREGG,'092,LONGVIEW ISD,'EE - 02,E,'07
'092903117,HUDSON EL,N,GREGG,'092,LONGVIEW ISD,'01 - 05,E,'07
'092903103,J L EVERHART PRI,N,GREGG,'092,LONGVIEW ISD,'EE - 02,E,'07
'092903105,JOHNSTON EL,N,GREGG,'092,LONGVIEW ISD,'03 - 05,E,'07
'092903043,JUDSON MIDDLE,N,GREGG,'092,LONGVIEW ISD,'06 - 08,M,'07
'092903200,JUVENILE DETENT CTR,N,GREGG,'092,LONGVIEW ISD,'06 - 10,B,'07
'092903001,LONGVIEW H S,N,GREGG,'092,LONGVIEW ISD,'09 - 12,S,'07
'092903106,MCCLURE EL,N,GREGG,'092,LONGVIEW ISD,'03 - 05,E,'07
'092903201,MEADOW PINES ALTERNATIVE CENTER,N,GREGG,'092,LONGVIEW ISD,'06 - 12,B,'07
'092903108,PINEWOOD PARK EL,N,GREGG,'092,LONGVIEW ISD,'PK - 05,E,'07
'092903112,SOUTH WARD EL,N,GREGG,'092,LONGVIEW ISD,'PK - 05,E,'07
'092903118,STUDENT DEVELOPMENT CENTER,N,GREGG,'092,LONGVIEW ISD,'02 - 11,B,'07
'092903113,VALLEY VIEW EL,N,GREGG,'092,LONGVIEW ISD,'PK - 05,E,'07
'092903114,WARE EL,N,GREGG,'092,LONGVIEW ISD,'PK - 05,E,'07
'083902001,LOOP SCHOOL,N,GAINES,'083,LOOP ISD,'PK - 12,B,'17
'168902001,LORAINE SCHOOL,N,MITCHELL,'168,LORAINE ISD,'PK - 12,B,'14
'161907101,LORENA EL,N,MCLENNAN,'161,LORENA ISD,'EE - 04,E,'12
'161907001,LORENA H S,N,MCLENNAN,'161,LORENA ISD,'09 - 12,S,'12
'161907041,LORENA MIDDLE,N,MCLENNAN,'161,LORENA ISD,'05 - 08,M,'12
'161907002,OPPORTUNITY LEARNING CTR,N,MCLENNAN,'161,LORENA ISD,'10 - 12,S,'12
'054902102,LORENZO EL,N,CROSBY,'054,LORENZO ISD,'PK - 06,E,'17
'054902001,LORENZO H S,N,CROSBY,'054,LORENZO ISD,'07 - 12,S,'17
'031906103,LAS YESCAS EL,N,CAMERON,'031,LOS FRESNOS CONS ISD,'PK - 05,E,'01
'031906107,LAURELES ELEMENTARY,N,CAMERON,'031,LOS FRESNOS CONS ISD,'PK - 05,E,'01
'031906104,LOPEZ-RIGGINS EL,N,CAMERON,'031,LOS FRESNOS CONS ISD,'PK - 05,E,'01
'031906041,LOS CUATES MIDDLE,N,CAMERON,'031,LOS FRESNOS CONS ISD,'06 - 08,M,'01
'031906101,LOS FRESNOS EL,N,CAMERON,'031,LOS FRESNOS CONS ISD,'PK - 05,E,'01
'031906001,LOS FRESNOS HS,N,CAMERON,'031,LOS FRESNOS CONS ISD,'09 - 12,S,'01
'031906106,PALMER-LAAKSO EL,N,CAMERON,'031,LOS FRESNOS CONS ISD,'EE - 05,E,'01
'031906105,RESACA MIDDLE,N,CAMERON,'031,LOS FRESNOS CONS ISD,'06 - 08,M,'01
'031906102,VILLAREAL EL,N,CAMERON,'031,LOS FRESNOS CONS ISD,'PK - 05,E,'01
'241906101,LOUISE EL,N,WHARTON,'241,LOUISE ISD,'PK - 06,E,'03
'241906001,LOUISE H S,N,WHARTON,'241,LOUISE ISD,'07 - 12,S,'03
'043919102,HART ELEMENTARY,N,COLLIN,'043,LOVEJOY ISD,'KG - 06,E,'10
'043919101,LOVEJOY EL,N,COLLIN,'043,LOVEJOY ISD,'KG - 06,E,'10
'113903102,LOVELADY EL,N,HOUSTON,'113,LOVELADY ISD,'PK - 08,E,'06
'113903002,LOVELADY H S,N,HOUSTON,'113,LOVELADY ISD,'09 - 12,S,'06
'152901151,ALDERSON ACADEMY,N,LUBBOCK,'152,LUBBOCK ISD,'03 - 06,E,'17
'152901101,ARNETT EL,N,LUBBOCK,'152,LUBBOCK ISD,'KG - 06,E,'17
'152901042,ATKINS J H,N,LUBBOCK,'152,LUBBOCK ISD,'07 - 09,M,'17
'152901131,BALLENGER EARLY CHILD CTR,N,LUBBOCK,'152,LUBBOCK ISD,'PK - KG,E,'17
'152901102,BAYLESS EL,N,LUBBOCK,'152,LUBBOCK ISD,'EE - 06,E,'17
'152901103,BEAN EL,N,LUBBOCK,'152,LUBBOCK ISD,'KG - 06,E,'17
'152901104,BOWIE EL,N,LUBBOCK,'152,LUBBOCK ISD,'EE - 06,E,'17
'152901105,BOZEMAN PRIMARY ACADEMY,N,LUBBOCK,'152,LUBBOCK ISD,'KG - 02,E,'17
'152901106,BROWN EL,N,LUBBOCK,'152,LUBBOCK ISD,'KG - 06,E,'17
'152901048,CAVAZOS J H,N,LUBBOCK,'152,LUBBOCK ISD,'07 - 09,M,'17
'152901001,CORONADO H S,N,LUBBOCK,'152,LUBBOCK ISD,'10 - 12,S,'17
'152901049,DUNBAR J H,N,LUBBOCK,'152,LUBBOCK ISD,'07 - 09,M,'17
'152901108,DUPRE EL,N,LUBBOCK,'152,LUBBOCK ISD,'KG - 06,E,'17
'152901005,ESTACADO H S,N,LUBBOCK,'152,LUBBOCK ISD,'09 - 12,S,'17
'152901043,EVANS J H,N,LUBBOCK,'152,LUBBOCK ISD,'07 - 09,M,'17
'152901109,GUADALUPE EL,N,LUBBOCK,'152,LUBBOCK ISD,'KG - 06,E,'17
'152901110,HARDWICK EL,N,LUBBOCK,'152,LUBBOCK ISD,'KG - 06,E,'17
'152901111,HARWELL EL,N,LUBBOCK,'152,LUBBOCK ISD,'KG - 06,E,'17
'152901112,HAYNES EL,N,LUBBOCK,'152,LUBBOCK ISD,'EE - 06,E,'17
'152901113,HODGES EL,N,LUBBOCK,'152,LUBBOCK ISD,'KG - 06,E,'17
'152901009,HOMEBOUND,N,LUBBOCK,'152,LUBBOCK ISD,'EE - 12,B,'17
'152901144,HONEY EL,N,LUBBOCK,'152,LUBBOCK ISD,'KG - 06,E,'17
'152901044,HUTCHINSON J H,N,LUBBOCK,'152,LUBBOCK ISD,'07 - 09,M,'17
'152901114,ILES EL,N,LUBBOCK,'152,LUBBOCK ISD,'KG - 06,E,'17
'152901051,IRONS J H,N,LUBBOCK,'152,LUBBOCK ISD,'07 - 09,M,'17
'152901115,JACKSON EL,N,LUBBOCK,'152,LUBBOCK ISD,'KG - 06,E,'17
'152901015,LUBBOCK CO J J A E P,N,LUBBOCK,'152,LUBBOCK ISD,'06 - 10,B,'17
'152901017,LUBBOCK CO JUVENILE JUSTICE CTR,N,LUBBOCK,'152,LUBBOCK ISD,'06 - 12,B,'17
'152901003,LUBBOCK H S,N,LUBBOCK,'152,LUBBOCK ISD,'10 - 12,S,'17
'152901045,MACKENZIE J H,N,LUBBOCK,'152,LUBBOCK ISD,'07 - 09,M,'17
'152901117,MAEDGEN EL,N,LUBBOCK,'152,LUBBOCK ISD,'KG - 06,E,'17
'152901150,MAHON EARLY CHILDHOOD CENTER,N,LUBBOCK,'152,LUBBOCK ISD,'EE - KG,E,'17
'152901118,MARTIN EARLY CHILD CTR,N,LUBBOCK,'152,LUBBOCK ISD,'EE - KG,E,'17
'152901011,MATTHEWS LRN CTR/NEW DIRECTIONS,N,LUBBOCK,'152,LUBBOCK ISD,'07 - 12,S,'17
'152901116,MCWHORTER EL,N,LUBBOCK,'152,LUBBOCK ISD,'KG - 06,E,'17
'152901004,MONTEREY H S,N,LUBBOCK,'152,LUBBOCK ISD,'10 - 12,S,'17
'152901140,MURFEE EL,N,LUBBOCK,'152,LUBBOCK ISD,'KG - 06,E,'17
'152901120,OVERTON EL,N,LUBBOCK,'152,LUBBOCK ISD,'KG - 06,E,'17
'152901121,PARKWAY PRIMARY ACADEMY,N,LUBBOCK,'152,LUBBOCK ISD,'EE - 02,E,'17
'152901122,PARSONS EL,N,LUBBOCK,'152,LUBBOCK ISD,'KG - 06,E,'17
'152901007,PROJECT INTERCEPT SCH,N,LUBBOCK,'152,LUBBOCK ISD,'07 - 12,S,'17
'152901146,RAMIREZ EL,N,LUBBOCK,'152,LUBBOCK ISD,'KG - 06,E,'17
'152901124,RUSH EL,N,LUBBOCK,'152,LUBBOCK ISD,'KG - 06,E,'17
'152901047,SLATON J H,N,LUBBOCK,'152,LUBBOCK ISD,'07 - 09,M,'17
'152901147,SMITH EL,N,LUBBOCK,'152,LUBBOCK ISD,'KG - 06,E,'17
'152901128,STEWART EL,N,LUBBOCK,'152,LUBBOCK ISD,'KG - 06,E,'17
'152901052,T A A P,N,LUBBOCK,'152,LUBBOCK ISD,'09 - 09,S,'17
'152901139,TUBBS EL,N,LUBBOCK,'152,LUBBOCK ISD,'EE - 06,E,'17
'152901145,WATERS EL,N,LUBBOCK,'152,LUBBOCK ISD,'KG - 06,E,'17
'152901132,WESTER EL,N,LUBBOCK,'152,LUBBOCK ISD,'KG - 06,E,'17
'152901133,WHEATLEY EL,N,LUBBOCK,'152,LUBBOCK ISD,'KG - 06,E,'17
'152901134,WHEELOCK EL,N,LUBBOCK,'152,LUBBOCK ISD,'EE - 06,E,'17
'152901143,WHITESIDE EL,N,LUBBOCK,'152,LUBBOCK ISD,'KG - 06,E,'17
'152901142,WILLIAMS EL,N,LUBBOCK,'152,LUBBOCK ISD,'KG - 06,E,'17
'152901135,WILSON EL,N,LUBBOCK,'152,LUBBOCK ISD,'KG - 06,E,'17
'152901050,WILSON S J H,N,LUBBOCK,'152,LUBBOCK ISD,'07 - 09,M,'17
'152901136,WOLFFARTH EL,N,LUBBOCK,'152,LUBBOCK ISD,'KG - 06,E,'17
'152901137,WRIGHT EL,N,LUBBOCK,'152,LUBBOCK ISD,'EE - 06,E,'17
'152906001,LUBBOCK-COOPER HIGH SCHOOL,N,LUBBOCK,'152,LUBBOCK-COOPER ISD,'09 - 12,S,'17
'152906102,LUBBOCK-COOPER INTERMEDIATE SCHOO,N,LUBBOCK,'152,LUBBOCK-COOPER ISD,'05 - 06,M,'17
'152906041,LUBBOCK-COOPER JUNIOR HIGH SCHOOL,N,LUBBOCK,'152,LUBBOCK-COOPER ISD,'07 - 08,M,'17
'152906103,LUBBOCK-COOPER NORTH ELEMENTARY S,N,LUBBOCK,'152,LUBBOCK-COOPER ISD,'EE - 04,E,'17
'152906101,LUBBOCK-COOPER SOUTH ELEMENTARY S,N,LUBBOCK,'152,LUBBOCK-COOPER ISD,'PK - 04,E,'17
'127905101,LUEDERS-AVOCA EL/J H,N,JONES,'127,LUEDERS-AVOCA ISD,'EE - 08,E,'14
'127905001,LUEDERS-AVOCA H S,N,JONES,'127,LUEDERS-AVOCA ISD,'09 - 12,S,'14
'003903120,ANDERSON EL,N,ANGELINA,'003,LUFKIN ISD,'03 - 05,E,'07
'003903121,BRANDON EL,N,ANGELINA,'003,LUFKIN ISD,'03 - 05,E,'07
'003903122,BROOKHOLLOW EL,N,ANGELINA,'003,LUFKIN ISD,'02 - 05,E,'07
'003903123,COSTON EL,N,ANGELINA,'003,LUFKIN ISD,'02 - 05,E,'07
'003903124,DUNBAR PRIMARY,N,ANGELINA,'003,LUFKIN ISD,'01 - 02,E,'07
'003903125,GARRETT PRIMARY,N,ANGELINA,'003,LUFKIN ISD,'PK - KG,E,'07
'003903126,HACKNEY PRIMARY,N,ANGELINA,'003,LUFKIN ISD,'EE - PK,E,'07
'003903127,HERTY EL,N,ANGELINA,'003,LUFKIN ISD,'PK - 02,E,'07
'003903201,JUVENILE DETENT CTR,N,ANGELINA,'003,LUFKIN ISD,'09 - 10,S,'07
'003903128,KURTH EL,N,ANGELINA,'003,LUFKIN ISD,'EE - 02,E,'07
'003903001,LUFKIN H S,N,ANGELINA,'003,LUFKIN ISD,'09 - 12,S,'07
'003903044,LUFKIN MIDDLE,N,ANGELINA,'003,LUFKIN ISD,'06 - 08,M,'07
'003903129,SLACK EL,N,ANGELINA,'003,LUFKIN ISD,'KG - 05,E,'07
'003903141,SPECIAL SERVICES,N,ANGELINA,'003,LUFKIN ISD,'KG - 10,B,'07
'003903140,STATE SCHOOL,N,ANGELINA,'003,LUFKIN ISD,'10 - 11,S,'07
'003903004,STUBBLEFIELD LRN CTR,N,ANGELINA,'003,LUFKIN ISD,'09 - 12,S,'07
'003903130,TROUT EL,N,ANGELINA,'003,LUFKIN ISD,'EE - 02,E,'07
'028903101,LEONARD SHANKLIN EL,N,CALDWELL,'028,LULING ISD,'03 - 05,E,'13
'028903001,LULING H S,N,CALDWELL,'028,LULING ISD,'09 - 12,S,'13
'028903041,LULING J H,N,CALDWELL,'028,LULING ISD,'06 - 08,M,'13
'028903102,LULING PRI,N,CALDWELL,'028,LULING ISD,'01 - 02,E,'13
'028903103,ROSENWALD PRI,N,CALDWELL,'028,LULING ISD,'PK - KG,E,'13
'100907102,EARLY CHILDHOOD SCH,N,HARDIN,'100,LUMBERTON ISD,'EE - 01,E,'05
'100907003,HARDIN CO ALTER ED,N,HARDIN,'100,LUMBERTON ISD,'11 - 11,S,'05
'100907001,LUMBERTON H S,N,HARDIN,'100,LUMBERTON ISD,'07 - 12,S,'05
'100907103,LUMBERTON INT,N,HARDIN,'100,LUMBERTON ISD,'04 - 06,E,'05
'100907041,LUMBERTON MIDDLE,N,HARDIN,'100,LUMBERTON ISD,'07 - 08,M,'05
'100907101,LUMBERTON PRI,N,HARDIN,'100,LUMBERTON ISD,'01 - 03,E,'05
'245902106,LYFORD EL,N,WILLACY,'245,LYFORD CISD,'01 - 05,E,'01
'245902001,LYFORD H S,N,WILLACY,'245,LYFORD CISD,'09 - 12,S,'01
'245902041,LYFORD MIDDLE SCHOOL,N,WILLACY,'245,LYFORD CISD,'06 - 08,M,'01
'245902104,SEBASTIAN EL,N,WILLACY,'245,LYFORD CISD,'PK - KG,E,'01
'007904002,BIGFOOT DAEP,N,ATASCOSA,'007,LYTLE ISD,'06 - 12,B,'20
'007904101,LYTLE EL,N,ATASCOSA,'007,LYTLE ISD,'02 - 04,E,'20
'007904001,LYTLE H S,N,ATASCOSA,'007,LYTLE ISD,'09 - 12,S,'20
'007904042,LYTLE INTERMEDIATE,N,ATASCOSA,'007,LYTLE ISD,'05 - 06,M,'20
'007904041,LYTLE JUNIOR HIGH SCHOOL,N,ATASCOSA,'007,LYTLE ISD,'07 - 08,M,'20
'007904103,LYTLE PRIMARY SCHOOL,N,ATASCOSA,'007,LYTLE ISD,'EE - 01,E,'20
'129905103,CENTRAL EL,N,KAUFMAN,'129,MABANK ISD,'EE - 05,E,'10
'129905105,LAKEVIEW EL,N,KAUFMAN,'129,MABANK ISD,'PK - 05,E,'10
'129905001,MABANK H S,N,KAUFMAN,'129,MABANK ISD,'09 - 12,S,'10
'129905041,MABANK MIDDLE,N,KAUFMAN,'129,MABANK ISD,'06 - 08,M,'10
'129905104,SOUTHSIDE EL,N,KAUFMAN,'129,MABANK ISD,'PK - 05,E,'10
'154901101,MADISONVILLE ELEMENTARY SCHOOL,N,MADISON,'154,MADISONVILLE CONS ISD,'EE - 02,E,'06
'154901001,MADISONVILLE HIGH SCHOOL,N,MADISON,'154,MADISONVILLE CONS ISD,'09 - 12,S,'06
'154901102,MADISONVILLE INTERMEDIATE SCHOOL,N,MADISON,'154,MADISONVILLE CONS ISD,'03 - 07,E,'06
'154901041,MADISONVILLE JUNIOR HIGH SCHOOL,N,MADISON,'154,MADISONVILLE CONS ISD,'07 - 09,M,'06
'170906012,ALPHA,N,MONTGOMERY,'170,MAGNOLIA ISD,'09 - 12,S,'06
'170906104,BEAR BRANCH EL,N,MONTGOMERY,'170,MAGNOLIA ISD,'KG - 05,E,'06
'170906042,BEAR BRANCH J H,N,MONTGOMERY,'170,MAGNOLIA ISD,'07 - 08,M,'06
'170906052,BEAR BRANCH JUNIOR HIGH SIXTH GRA,N,MONTGOMERY,'170,MAGNOLIA ISD,'06 - 06,M,'06
'170906106,CEDRIC C SMITH,N,MONTGOMERY,'170,MAGNOLIA ISD,'EE - 05,E,'06
'170906103,J L LYON EL,N,MONTGOMERY,'170,MAGNOLIA ISD,'PK - 05,E,'06
'170906102,MAGNOLIA EL,N,MONTGOMERY,'170,MAGNOLIA ISD,'KG - 05,E,'06
'170906001,MAGNOLIA H S,N,MONTGOMERY,'170,MAGNOLIA ISD,'09 - 12,S,'06
'170906041,MAGNOLIA J H,N,MONTGOMERY,'170,MAGNOLIA ISD,'06 - 08,M,'06
'170906051,MAGNOLIA JUNIOR HIGH SIXTH GRADE,N,MONTGOMERY,'170,MAGNOLIA ISD,'06 - 06,M,'06
'170906107,NICHOLS SAWMILL ELEMENTARY,N,MONTGOMERY,'170,MAGNOLIA ISD,'EE - 05,E,'06
'170906010,PROJECT RESTORE,N,MONTGOMERY,'170,MAGNOLIA ISD,'08 - 09,M,'06
'170906105,WILLIE E WILLIAMS EL,N,MONTGOMERY,'170,MAGNOLIA ISD,'EE - 05,E,'06
'084801101,MAINLAND PREPARATORY ACADEMY,Y,GALVESTON,'084,MAINLAND PREPARATORY ACADEMY,'PK - 08,E,'04
'107906003,MALAKOFF ALTERNATIVE PROGRAM (MAP,N,HENDERSON,'107,MALAKOFF ISD,'05 - 11,B,'07
'107906102,MALAKOFF EL,N,HENDERSON,'107,MALAKOFF ISD,'EE - 05,E,'07
'107906001,MALAKOFF H S,N,HENDERSON,'107,MALAKOFF ISD,'09 - 12,S,'07
'107906041,MALAKOFF MIDDLE,N,HENDERSON,'107,MALAKOFF ISD,'04 - 08,M,'07
'109908101,MALONE EL,N,HILL,'109,MALONE ISD,'PK - 08,E,'12
'019910101,MALTA EL,N,BOWIE,'019,MALTA ISD,'PK - 08,E,'08
'227907102,BLUEBONNET TRAIL ELEMENTARY SCHOO,N,TRAVIS,'227,MANOR ISD,'EE - 06,E,'13
'227907104,DECKER ELEMENTARY SCHOOL,N,TRAVIS,'227,MANOR ISD,'EE - 05,E,'13
'227907002,EXCEL HIGH SCHOOL,N,TRAVIS,'227,MANOR ISD,'08 - 12,S,'13
'227907101,MANOR ELEMENTARY SCHOOL,N,TRAVIS,'227,MANOR ISD,'EE - 05,E,'13
'227907001,MANOR H S,N,TRAVIS,'227,MANOR ISD,'09 - 12,S,'13
'227907041,MANOR MIDDLE SCHOOL,N,TRAVIS,'227,MANOR ISD,'06 - 09,M,'13
'227907003,TRAVIS CO J J A E P,N,TRAVIS,'227,MANOR ISD,'10 - 10,S,'13
'220908101,ALICE PONDER ELEMENTARY,N,TARRANT,'220,MANSFIELD ISD,'EE - 04,E,'11
'220908006,ALTER ED CTR,N,TARRANT,'220,MANSFIELD ISD,'09 - 12,S,'11
'220908043,BROOKS WESTER INTERMEDIATE SCHOOL,N,TARRANT,'220,MANSFIELD ISD,'07 - 08,M,'11
'220908106,CHARLOTTE ANDERSON EL,N,TARRANT,'220,MANSFIELD ISD,'EE - 04,E,'11
'220908202,CROSS TIMBERS INT,N,TARRANT,'220,MANSFIELD ISD,'05 - 06,M,'11
'220908109,D P MORRIS EL,N,TARRANT,'220,MANSFIELD ISD,'EE - 04,E,'11
'220908204,DONNA SHEPARD INTERMEDIATE SCHOOL,N,TARRANT,'220,MANSFIELD ISD,'05 - 06,M,'11
'220908102,ERMA NASH ELEMENTARY,N,TARRANT,'220,MANSFIELD ISD,'PK - 04,E,'11
'220908107,GLENN HARMON EL,N,TARRANT,'220,MANSFIELD ISD,'EE - 04,E,'11
'220908112,IMOGENE GIDEON ELEMENTARY SCHOOL,N,TARRANT,'220,MANSFIELD ISD,'PK - 04,E,'11
'220908105,J L BOREN EL,N,TARRANT,'220,MANSFIELD ISD,'EE - 04,E,'11
'220908111,KENNETH DAVIS ELEMENTARY SCHOOL,N,TARRANT,'220,MANSFIELD ISD,'EE - 04,E,'11
'220908003,MANSFIELD HIGH SCHOOL,N,TARRANT,'220,MANSFIELD ISD,'09 - 12,S,'11
'220908201,MARY ORR INT,N,TARRANT,'220,MANSFIELD ISD,'05 - 06,M,'11
'220908041,ROGENE WORLEY MIDDLE,N,TARRANT,'220,MANSFIELD ISD,'07 - 08,M,'11
'220908002,SUMMIT HIGH SCHOOL,N,TARRANT,'220,MANSFIELD ISD,'09 - 12,S,'11
'220908042,T A HOWARD MIDDLE,N,TARRANT,'220,MANSFIELD ISD,'07 - 08,M,'11
'220908304,TARRANT CO J J A E P,N,TARRANT,'220,MANSFIELD ISD,'08 - 09,M,'11
'220908103,TARVER-RENDON ELEMENTARY,N,TARRANT,'220,MANSFIELD ISD,'EE - 04,E,'11
'220908110,WILLIE BROWN EL,N,TARRANT,'220,MANSFIELD ISD,'EE - 04,E,'11
'022902001,MARATHON INDPENDENT SCHOOL DIST,N,BREWSTER,'022,MARATHON ISD,'PK - 12,B,'18
'027904103,HIGHLAND LAKES EL,N,BURNET,'027,MARBLE FALLS ISD,'PK - 05,E,'13
'027904101,MARBLE FALLS EL,N,BURNET,'027,MARBLE FALLS ISD,'03 - 05,E,'13
'027904001,MARBLE FALLS H S,N,BURNET,'027,MARBLE FALLS ISD,'09 - 12,S,'13
'027904041,MARBLE FALLS MIDDLE,N,BURNET,'027,MARBLE FALLS ISD,'06 - 08,M,'13
'027904102,MARBLE FALLS PRI,N,BURNET,'027,MARBLE FALLS ISD,'EE - 02,E,'13
'189901101,MARFA EL,N,PRESIDIO,'189,MARFA ISD,'EE - 08,E,'18
'189901001,MARFA H S,N,PRESIDIO,'189,MARFA ISD,'09 - 12,S,'18
'034908102,MARIETTA EL,N,CASS,'034,MARIETTA ISD,'PK - 06,E,'08
'094904001,MARION H S,N,GUADALUPE,'094,MARION ISD,'09 - 12,S,'13
'094904041,MARION MIDDLE,N,GUADALUPE,'094,MARION ISD,'06 - 08,M,'13
'094904101,NORMA KRUEGER EL,N,GUADALUPE,'094,MARION ISD,'EE - 05,E,'13
'073903102,MARLIN EL,N,FALLS,'073,MARLIN ISD,'EE - 05,E,'12
'073903001,MARLIN H S,N,FALLS,'073,MARLIN ISD,'09 - 12,S,'12
'073903045,MARLIN MS,N,FALLS,'073,MARLIN ISD,'06 - 08,M,'12
'073903046,MCCLENNAN COUNTY CHALLENGE ACADEM,N,FALLS,'073,MARLIN ISD,'06 - 09,M,'12
'073903003,THE LEARNING CENTER,N,FALLS,'073,MARLIN ISD,'09 - 12,S,'12
'102902103,CROCKETT EL,N,HARRISON,'102,MARSHALL ISD,'KG - 04,E,'07
'102902101,G W CARVER EL,N,HARRISON,'102,MARSHALL ISD,'KG - 04,E,'07
'102902116,J H MOORE EL,N,HARRISON,'102,MARSHALL ISD,'KG - 04,E,'07
'102902002,MARSHALL ACHIEVEMENT CTR,N,HARRISON,'102,MARSHALL ISD,'01 - 12,B,'07
'102902005,MARSHALL DAEP,N,HARRISON,'102,MARSHALL ISD,'08 - 12,S,'07
'102902001,MARSHALL H S,N,HARRISON,'102,MARSHALL ISD,'09 - 12,S,'07
'102902041,MARSHALL J H,N,HARRISON,'102,MARSHALL ISD,'07 - 08,M,'07
'102902042,PRICE T YOUNG MIDDLE,N,HARRISON,'102,MARSHALL ISD,'05 - 06,M,'07
'102902106,R E LEE EL,N,HARRISON,'102,MARSHALL ISD,'KG - 04,E,'07
'102902043,SAM HOUSTON MIDDLE,N,HARRISON,'102,MARSHALL ISD,'05 - 06,M,'07
'102902107,SOUTH MARSHALL EL,N,HARRISON,'102,MARSHALL ISD,'KG - 04,E,'07
'102902110,WASHINGTON ECH CTR,N,HARRISON,'102,MARSHALL ISD,'EE - PK,E,'07
'102902108,WM B TRAVIS EL,N,HARRISON,'102,MARSHALL ISD,'KG - 04,E,'07
'161908102,MART EL,N,MCLENNAN,'161,MART ISD,'EE - 04,E,'12
'161908002,MART H S,N,MCLENNAN,'161,MART ISD,'05 - 12,B,'12
'161908041,MART MIDDLE,N,MCLENNAN,'161,MART ISD,'05 - 08,M,'12
'234905101,MARTINS MILL EL,N,VAN ZANDT,'234,MARTINS MILL ISD,'PK - 06,E,'07
'234905001,MARTINS MILL H S,N,VAN ZANDT,'234,MARTINS MILL ISD,'07 - 12,S,'07
'174909001,MARTINSVILLE SCHOOL,N,NACOGDOCHES,'174,MARTINSVILLE ISD,'EE - 12,B,'07
'157901101,MASON EL/JH SCHOOL,N,MASON,'157,MASON ISD,'PK - 08,E,'15
'157901001,MASON H S,N,MASON,'157,MASON ISD,'09 - 12,S,'15
'157901199,SPECIAL CAMPUS,N,MASON,'157,MASON ISD,'02 - 07,E,'15
'220909101,MASONIC HOME ELEMENTARY SCHOOL,N,TARRANT,'220,MASONIC HOME ISD,'01 - 06,E,'11
'220909001,MASONIC HOME HIGH SCHOOL,N,TARRANT,'220,MASONIC HOME ISD,'09 - 12,S,'11
'220909041,MASONIC HOME MIDDLE SCHOOL,N,TARRANT,'220,MASONIC HOME ISD,'07 - 08,M,'11
'158904101,MATAGORDA EL,N,MATAGORDA,'158,MATAGORDA ISD,'PK - 06,E,'03
'205904001,MATHIS H S,N,SAN PATRICIO,'205,MATHIS ISD,'09 - 12,S,'02
'205904102,MATHIS INT,N,SAN PATRICIO,'205,MATHIS ISD,'04 - 06,E,'02
'205904041,MCCRAW J H,N,SAN PATRICIO,'205,MATHIS ISD,'07 - 08,M,'02
'205904101,WEBER-HARDIN EL,N,SAN PATRICIO,'205,MATHIS ISD,'EE - 03,E,'02
'019903001,MAUD SCHOOL,N,BOWIE,'019,MAUD ISD,'PK - 12,B,'08
'025905101,MAY ELEMENTARY,N,BROWN,'025,MAY ISD,'EE - 06,E,'15
'025905001,MAY H S,N,BROWN,'025,MAY ISD,'07 - 12,S,'15
'070915101,MAYPEARL EL,N,ELLIS,'070,MAYPEARL ISD,'PK - 03,E,'10
'070915001,MAYPEARL H S,N,ELLIS,'070,MAYPEARL ISD,'09 - 12,S,'10
'070915042,MAYPEARL INTERMEDIATE,N,ELLIS,'070,MAYPEARL ISD,'04 - 06,E,'10
'070915041,MAYPEARL JUNION HIGH,N,ELLIS,'070,MAYPEARL ISD,'07 - 08,M,'10
'108906101,ALVAREZ EL,N,HIDALGO,'108,MCALLEN ISD,'PK - 05,E,'01
'108906103,BONHAM EL,N,HIDALGO,'108,MCALLEN ISD,'EE - 05,E,'01
'108906044,BROWN MIDDLE,N,HIDALGO,'108,MCALLEN ISD,'06 - 08,M,'01
'108906105,CROCKETT EL,N,HIDALGO,'108,MCALLEN ISD,'EE - 05,E,'01
'108906046,DE LEON MIDDLE,N,HIDALGO,'108,MCALLEN ISD,'06 - 08,M,'01
'108906126,DR CARLOS CASTANEDA,N,HIDALGO,'108,MCALLEN ISD,'PK - 05,E,'01
'108906125,EARLY CHILDHOOD CENTER,N,HIDALGO,'108,MCALLEN ISD,'EE - EE,E,'01
'108906119,ESCANDON EL,N,HIDALGO,'108,MCALLEN ISD,'EE - 05,E,'01
'108906114,FIELDS EL,N,HIDALGO,'108,MCALLEN ISD,'PK - 05,E,'01
'108906122,GARZA EL,N,HIDALGO,'108,MCALLEN ISD,'PK - 05,E,'01
'108906124,GONZALEZ EL,N,HIDALGO,'108,MCALLEN ISD,'PK - 05,E,'01
'108906106,HOUSTON EL,N,HIDALGO,'108,MCALLEN ISD,'PK - 05,E,'01
'108906005,INSTR/GUID CTR,N,HIDALGO,'108,MCALLEN ISD,'06 - 12,B,'01
