CAMPUS,CACKDTL,CAMPNAME,CFLCHART,CIADDACK,CNTYNAME,COUNTY,C_RATING,DISTNAME,GRDSPAN,GRDTYPE,PAIRCAMP,PAIRNAME,REGION
'184908101,,PEASTER EL,N,NQ,PARKER,'184,R,PEASTER ISD,'EE - 05,E,,,'11
'184908001,,PEASTER H S,N,,PARKER,'184,E,PEASTER ISD,'09 - 12,S,,,'11
'184908041,,PEASTER MIDDLE,N,NQ,PARKER,'184,R,PEASTER ISD,'06 - 08,M,,,'11
'195901106,,AUSTIN ELEMENTARY,N,NQ,REEVES,'195,A,PECOS-BARSTOW-TOYAH ISD,'01 - 02,E,'195901104,PECOS ELEMENTARY,'18
'195901042,,CROCKETT MIDDLE SCHOOL,N,NQ,REEVES,'195,A,PECOS-BARSTOW-TOYAH ISD,'07 - 08,M,,,'18
'195901103,A,DE ZAVALA ELEMENTARY,N,M,REEVES,'195,R,PECOS-BARSTOW-TOYAH ISD,'06 - 06,M,,,'18
'195901109,,HAYNES ELEMENTARY,N,NQ,REEVES,'195,R,PECOS-BARSTOW-TOYAH ISD,'04 - 05,E,,,'18
'195901200,,LAMAR CENTER,N,NE,REEVES,'195,L,PECOS-BARSTOW-TOYAH ISD,'06 - 11,B,,,'18
'195901104,,PECOS ELEMENTARY,N,NQ,REEVES,'195,A,PECOS-BARSTOW-TOYAH ISD,'03 - 03,E,'195901109,HAYNES ELEMENTARY,'18
'195901001,R,PECOS H S,N,NQ,REEVES,'195,A,PECOS-BARSTOW-TOYAH ISD,'09 - 12,S,,,'18
'195901101,,PECOS KIND,N,,REEVES,'195,N,PECOS-BARSTOW-TOYAH ISD,'EE - KG,E,,,'18
'057802001,,PEGASUS CHARTER H S,Y,NE,DALLAS,'057,L,PEGASUS CHARTER SCHOOL,'07 - 11,S,,,'10
'109914001,RA,PENELOPE SCHOOL,N,NQ,HILL,'109,A,PENELOPE ISD,'PK - 12,B,,,'12
'119903101,,PERRIN EL,N,NQ,JACK,'119,R,PERRIN-WHITT CONS ISD,'EE - 06,E,,,'09
'119903001,T,PERRIN H S,N,R,JACK,'119,E,PERRIN-WHITT CONS ISD,'07 - 12,S,,,'09
'179901103,,EDWIN F WILLIAMS INTERMEDIATE SCHO,N,NQ,OCHILTREE,'179,R,PERRYTON ISD,'04 - 05,E,,,'16
'179901102,,JAMES L WRIGHT EL,N,NQ,OCHILTREE,'179,R,PERRYTON ISD,'01 - 03,E,'179901103,EDWIN F WILLIAMS INTERMEDIATE SCHO,'16
'179901001,R,PERRYTON H S,N,M,OCHILTREE,'179,E,PERRYTON ISD,'09 - 12,S,,,'16
'179901041,,PERRYTON J H,N,NQ,OCHILTREE,'179,A,PERRYTON ISD,'06 - 08,M,,,'16
'179901101,,PERRYTON KINDER,N,,OCHILTREE,'179,N,PERRYTON ISD,'EE - KG,E,,,'16
'095904101,,PETERSBURG EL,N,M,HALE,'095,E,PETERSBURG ISD,'EE - 06,E,,,'17
'095904001,RA,PETERSBURG H S,N,NQ,HALE,'095,E,PETERSBURG ISD,'07 - 12,S,,,'17
'039903101,,PETROLIA EL,N,R,CLAY,'039,A,PETROLIA ISD,'EE - 08,E,,,'09
'039903001,R,PETROLIA H S,N,RM,CLAY,'039,E,PETROLIA ISD,'09 - 12,S,,,'09
'013903101,,PETTUS EL,N,NQ,BEE,'013,E,PETTUS ISD,'KG - 06,E,,,'02
'013903001,,PETTUS H S,N,NQ,BEE,'013,A,PETTUS ISD,'07 - 12,S,,,'02
'172905102,,PEWITT EL,N,NQ,MORRIS,'172,R,PEWITT ISD,'EE - 05,E,,,'08
'172905002,A,PEWITT H S,N,RM,MORRIS,'172,E,PEWITT ISD,'09 - 12,S,,,'08
'172905041,A,PEWITT J H,N,NQ,MORRIS,'172,A,PEWITT ISD,'06 - 08,M,,,'08
'227904002,,ALTER LEARNING CTR,N,,TRAVIS,'227,X,PFLUGERVILLE ISD,'09 - 12,S,,,'13
'227904044,,ALTER LEARNING MIDDLE,N,NQ,TRAVIS,'227,A,PFLUGERVILLE ISD,'06 - 08,M,,,'13
'227904108,A,BROOKHOLLOW EL,N,NQ,TRAVIS,'227,E,PFLUGERVILLE ISD,'EE - 05,E,,,'13
'227904111,,COPPERFIELD EL,N,NQ,TRAVIS,'227,R,PFLUGERVILLE ISD,'EE - 05,E,,,'13
'227904105,,DESSAU EL,N,RM,TRAVIS,'227,R,PFLUGERVILLE ISD,'EE - 05,E,,,'13
'227904045,,DESSAU MIDDLE SCHOOL,N,NQ,TRAVIS,'227,A,PFLUGERVILLE ISD,'06 - 08,M,,,'13
'227904003,R,JOHN B CONNALLY H S,N,R,TRAVIS,'227,A,PFLUGERVILLE ISD,'09 - 12,S,,,'13
'227904112,,MURCHISON ELEMENTARY SCHOOL,N,NQ,TRAVIS,'227,R,PFLUGERVILLE ISD,'EE - 05,E,,,'13
'227904104,,NORTHWEST EL,N,R,TRAVIS,'227,A,PFLUGERVILLE ISD,'EE - 05,E,,,'13
'227904043,,PARK CREST MIDDLE,N,RM,TRAVIS,'227,E,PFLUGERVILLE ISD,'06 - 08,M,,,'13
'227904102,A,PARMER LANE EL,N,NQ,TRAVIS,'227,R,PFLUGERVILLE ISD,'PK - 05,E,,,'13
'227904101,,PFLUGERVILLE EL,N,NQ,TRAVIS,'227,A,PFLUGERVILLE ISD,'KG - 05,E,,,'13
'227904001,R,PFLUGERVILLE H S,N,RM,TRAVIS,'227,R,PFLUGERVILLE ISD,'09 - 12,S,,,'13
'227904041,,PFLUGERVILLE MIDDLE,N,NQ,TRAVIS,'227,R,PFLUGERVILLE ISD,'06 - 08,M,,,'13
'227904107,A,RIVER OAKS EL,N,NQ,TRAVIS,'227,A,PFLUGERVILLE ISD,'EE - 05,E,,,'13
'227904109,,SPRINGHILL EL,N,NQ,TRAVIS,'227,A,PFLUGERVILLE ISD,'KG - 05,E,,,'13
'227904103,,TIMMERMAN EL,N,R,TRAVIS,'227,R,PFLUGERVILLE ISD,'EE - 05,E,,,'13
'227904008,,TRAVIS CO J J A E P,N,,TRAVIS,'227,X,PFLUGERVILLE ISD,'10 - 10,S,,,'13
'227904042,,WESTVIEW MIDDLE,N,R,TRAVIS,'227,R,PFLUGERVILLE ISD,'06 - 08,M,,,'13
'227904106,A,WINDERMERE EL,N,NQ,TRAVIS,'227,A,PFLUGERVILLE ISD,'03 - 05,E,,,'13
'227904110,,WINDERMERE PRI,N,NQ,TRAVIS,'227,A,PFLUGERVILLE ISD,'EE - 02,E,'227904106,WINDERMERE EL,'13
'108909042,A,ALAMO MIDDLE,N,RM,HIDALGO,'108,R,PHARR-SAN JUAN-ALAMO ISD,'06 - 08,M,,,'01
'108909041,,AUSTIN J H,N,NQ,HIDALGO,'108,A,PHARR-SAN JUAN-ALAMO ISD,'06 - 08,M,,,'01
'108909101,A,BOWIE EL,N,RM,HIDALGO,'108,E,PHARR-SAN JUAN-ALAMO ISD,'PK - 05,E,,,'01
'108909102,A,BUCKNER EL,N,NQ,HIDALGO,'108,R,PHARR-SAN JUAN-ALAMO ISD,'PK - 05,E,,,'01
'108909103,A,BUELL EL,N,NQ,HIDALGO,'108,A,PHARR-SAN JUAN-ALAMO ISD,'PK - 05,E,,,'01
'108909119,A,CARMAN EL,N,NQ,HIDALGO,'108,E,PHARR-SAN JUAN-ALAMO ISD,'PK - 05,E,,,'01
'108909104,A,CARNAHAN EL,N,NQ,HIDALGO,'108,R,PHARR-SAN JUAN-ALAMO ISD,'PK - 05,E,,,'01
'108909123,A,CESAR CHAVEZ,N,NQ,HIDALGO,'108,A,PHARR-SAN JUAN-ALAMO ISD,'PK - 07,E,,,'01
'108909105,A,CLOVER EL,N,R,HIDALGO,'108,E,PHARR-SAN JUAN-ALAMO ISD,'PK - 05,E,,,'01
'108909116,A,DANIEL RAMIREZ EL,N,NQ,HIDALGO,'108,R,PHARR-SAN JUAN-ALAMO ISD,'PK - 05,E,,,'01
'108909106,A,DOEDYNS EL,N,NQ,HIDALGO,'108,R,PHARR-SAN JUAN-ALAMO ISD,'EE - 05,E,,,'01
'108909108,A,FORD EL,N,NQ,HIDALGO,'108,E,PHARR-SAN JUAN-ALAMO ISD,'PK - 05,E,,,'01
'108909109,A,FRANKLIN EL,N,NQ,HIDALGO,'108,R,PHARR-SAN JUAN-ALAMO ISD,'PK - 05,E,,,'01
'108909118,A,GARZA-PENA EL,N,NQ,HIDALGO,'108,R,PHARR-SAN JUAN-ALAMO ISD,'PK - 05,E,,,'01
'108909107,A,GERALDINE PALMER EL,N,NQ,HIDALGO,'108,R,PHARR-SAN JUAN-ALAMO ISD,'PK - 05,E,,,'01
'108909114,A,LEONEL TREVINO EL,N,NQ,HIDALGO,'108,R,PHARR-SAN JUAN-ALAMO ISD,'PK - 05,E,,,'01
'108909043,A,LYNDON B JOHNSON J H,N,NQ,HIDALGO,'108,R,PHARR-SAN JUAN-ALAMO ISD,'06 - 08,M,,,'01
'108909044,,MEMORIAL MIDDLE,N,M,HIDALGO,'108,A,PHARR-SAN JUAN-ALAMO ISD,'06 - 08,M,,,'01
'108909111,A,NAPPER EL,N,NQ,HIDALGO,'108,A,PHARR-SAN JUAN-ALAMO ISD,'EE - 05,E,,,'01
'108909121,A,NORTH ALAMO EL,N,NQ,HIDALGO,'108,E,PHARR-SAN JUAN-ALAMO ISD,'EE - 05,E,,,'01
'108909120,A,NORTH SAN JUAN EL,N,NQ,HIDALGO,'108,E,PHARR-SAN JUAN-ALAMO ISD,'PK - 05,E,,,'01
'108909117,A,PHARR EL,N,M,HIDALGO,'108,R,PHARR-SAN JUAN-ALAMO ISD,'PK - 05,E,,,'01
'108909006,,PSJA CENTRAL H S,N,,HIDALGO,'108,4,PHARR-SAN JUAN-ALAMO ISD,'09 - 12,S,,,'01
'108909001,R,PSJA H S,N,NQ,HIDALGO,'108,R,PHARR-SAN JUAN-ALAMO ISD,'09 - 12,S,,,'01
'108909002,,PSJA MEMORIAL H S,N,M,HIDALGO,'108,R,PHARR-SAN JUAN-ALAMO ISD,'09 - 12,S,,,'01
'108909003,R,PSJA NORTH H S,N,NQ,HIDALGO,'108,R,PHARR-SAN JUAN-ALAMO ISD,'09 - 12,S,,,'01
'108909115,A,RAUL LONGORIA EL,N,NQ,HIDALGO,'108,R,PHARR-SAN JUAN-ALAMO ISD,'EE - 05,E,,,'01
'108909122,A,REED N MOCK ELEMENTARY,N,NQ,HIDALGO,'108,R,PHARR-SAN JUAN-ALAMO ISD,'PK - 05,E,,,'01
'108909045,,SAN JUAN MIDDLE SCHOOL,N,NQ,HIDALGO,'108,R,PHARR-SAN JUAN-ALAMO ISD,'06 - 08,M,,,'01
'108909112,A,SORENSEN EL,N,NQ,HIDALGO,'108,R,PHARR-SAN JUAN-ALAMO ISD,'EE - 05,E,,,'01
'108909004,,STUDENT ALTER PROG,N,,HIDALGO,'108,X,PHARR-SAN JUAN-ALAMO ISD,'07 - 07,M,,,'01
'108909005,,TEENAGE PARENT PROG,N,,HIDALGO,'108,4,PHARR-SAN JUAN-ALAMO ISD,'09 - 12,S,,,'01
'108909113,A,WHITNEY EL,N,NQ,HIDALGO,'108,A,PHARR-SAN JUAN-ALAMO ISD,'EE - 05,E,,,'01
'108909110,A,ZEFERINO FARIAS EL,N,NQ,HIDALGO,'108,A,PHARR-SAN JUAN-ALAMO ISD,'PK - 05,E,,,'01
'061903002,,DENTON CO J J A E P,N,,DENTON,'061,X,PILOT POINT ISD,'10 - 10,S,,,'11
'061903101,,PILOT POINT EL,N,NQ,DENTON,'061,A,PILOT POINT ISD,'EE - 02,E,'061903102,PILOT POINT GEE INT,'11
'061903102,,PILOT POINT GEE INT,N,NQ,DENTON,'061,A,PILOT POINT ISD,'03 - 05,E,,,'11
'061903001,R,PILOT POINT H S,N,R,DENTON,'061,E,PILOT POINT ISD,'09 - 12,S,,,'11
'061903041,,PILOT POINT SELZ MIDDLE,N,RM,DENTON,'061,R,PILOT POINT ISD,'06 - 08,M,,,'11
'092904101,,PINE TREE EL,N,R,GREGG,'092,A,PINE TREE ISD,'01 - 02,E,'092904102,PINE TREE INT,'07
'092904001,R,PINE TREE H S,N,NQ,GREGG,'092,R,PINE TREE ISD,'09 - 12,S,,,'07
'092904102,,PINE TREE INT,N,R,GREGG,'092,A,PINE TREE ISD,'03 - 04,E,,,'07
'092904041,,PINE TREE J H,N,R,GREGG,'092,A,PINE TREE ISD,'08 - 09,M,,,'07
'092904042,,PINE TREE MIDDLE,N,R,GREGG,'092,R,PINE TREE ISD,'07 - 07,M,,,'07
'092904043,A,PINE TREE MIDDLE,N,M,GREGG,'092,E,PINE TREE ISD,'05 - 06,M,,,'07
'092904103,,PINE TREE PRI,N,,GREGG,'092,N,PINE TREE ISD,'EE - KG,E,,,'07
'003801001,,PINEYWOODS COMMUNITY ACADEMY HIGH,Y,,ANGELINA,'003,X,PINEYWOODS COMMUNITY ACADEMY,'KG - 09,B,,,'07
'032902002,R,PITTSBURG H S,N,NQ,CAMP,'032,E,PITTSBURG ISD,'09 - 12,S,,,'08
'032902103,,PITTSBURG INT,N,NQ,CAMP,'032,R,PITTSBURG ISD,'03 - 05,E,,,'08
'032902041,,PITTSBURG MIDDLE,N,NQ,CAMP,'032,R,PITTSBURG ISD,'06 - 08,M,,,'08
'032902104,,PITTSBURG PRI,N,NQ,CAMP,'032,R,PITTSBURG ISD,'EE - 02,E,'032902103,PITTSBURG INT,'08
'251902101,A,PLAINS EL,N,NQ,YOAKUM,'251,R,PLAINS ISD,'PK - 04,E,,,'17
'251902001,TA,PLAINS H S,N,NQ,YOAKUM,'251,E,PLAINS ISD,'09 - 12,S,,,'17
'251902041,A,PLAINS MIDDLE,N,R,YOAKUM,'251,E,PLAINS ISD,'05 - 08,M,,,'17
'095905101,,ASH EL,N,NQ,HALE,'095,R,PLAINVIEW ISD,'06 - 06,M,,,'17
'095905102,,COLLEGE HILL EL,N,NQ,HALE,'095,A,PLAINVIEW ISD,'KG - 04,E,,,'17
'095905041,,CORONADO J H,N,NQ,HALE,'095,R,PLAINVIEW ISD,'07 - 07,M,,,'17
'095905103,,EDGEMERE EL,N,NQ,HALE,'095,A,PLAINVIEW ISD,'PK - 04,E,,,'17
'095905042,,ESTACADO J H,N,NQ,HALE,'095,R,PLAINVIEW ISD,'08 - 08,M,,,'17
'095905105,,HIGHLAND EL,N,NQ,HALE,'095,R,PLAINVIEW ISD,'KG - 04,E,,,'17
'095905106,A,HILLCREST EL,N,R,HALE,'095,A,PLAINVIEW ISD,'EE - 04,E,,,'17
'095905002,,HOUSTON SCHOOL,N,,HALE,'095,1,PLAINVIEW ISD,'06 - 12,B,,,'17
'095905004,,HOUSTON STREET SCHOOL,N,,HALE,'095,X,PLAINVIEW ISD,'08 - 11,S,,,'17
'095905108,,LA MESA EL,N,NQ,HALE,'095,E,PLAINVIEW ISD,'EE - 04,E,,,'17
'095905107,,LAKESIDE EL,N,NQ,HALE,'095,E,PLAINVIEW ISD,'05 - 05,E,,,'17
'095905001,,PLAINVIEW H S,N,NQ,HALE,'095,A,PLAINVIEW ISD,'09 - 12,S,,,'17
'095905109,,THUNDERBIRD EL,N,NQ,HALE,'095,R,PLAINVIEW ISD,'PK - 04,E,,,'17
'043910106,A,ALDRIDGE EL,N,NQ,COLLIN,'043,E,PLANO ISD,'KG - 05,E,,,'10
'043910045,,ARMSTRONG MIDDLE,N,NQ,COLLIN,'043,R,PLANO ISD,'06 - 08,M,,,'10
'043910132,A,BARKSDALE EL,N,R,COLLIN,'043,E,PLANO ISD,'KG - 05,E,,,'10
'043910110,,BARRON EL,N,NQ,COLLIN,'043,A,PLANO ISD,'KG - 05,E,,,'10
'043910128,A,BETHANY EL,N,R,COLLIN,'043,R,PLANO ISD,'EE - 05,E,,,'10
'043910134,A,BETTYE HAUN EL,N,M,COLLIN,'043,E,PLANO ISD,'KG - 05,E,,,'10
'043910042,,BOWMAN MIDDLE,N,M,COLLIN,'043,A,PLANO ISD,'06 - 08,M,,,'10
'043910123,A,BRINKER EL,N,RM,COLLIN,'043,E,PLANO ISD,'KG - 05,E,,,'10
'043910053,A,C M RICE MIDDLE,N,RM,COLLIN,'043,E,PLANO ISD,'06 - 08,M,,,'10
'043910121,A,CARLISLE EL,N,NQ,COLLIN,'043,E,PLANO ISD,'KG - 05,E,,,'10
'043910046,A,CARPENTER MIDDLE,N,NQ,COLLIN,'043,R,PLANO ISD,'06 - 08,M,,,'10
'043910141,A,CENTENNIAL ELEMENTARY,N,M,COLLIN,'043,E,PLANO ISD,'EE - 05,E,,,'10
'043910112,,CHRISTIE EL,N,M,COLLIN,'043,A,PLANO ISD,'EE - 05,E,,,'10
'043910005,,CLARK H S,N,NQ,COLLIN,'043,E,PLANO ISD,'09 - 10,S,,,'10
'043910124,A,DAFFRON EL,N,NQ,COLLIN,'043,E,PLANO ISD,'EE - 05,E,,,'10
'043910111,,DAVIS EL,N,R,COLLIN,'043,A,PLANO ISD,'EE - 05,E,,,'10
'043910119,A,DOOLEY EL,N,NQ,COLLIN,'043,R,PLANO ISD,'EE - 05,E,,,'10
'043910109,,FORMAN EL,N,NQ,COLLIN,'043,R,PLANO ISD,'KG - 05,E,,,'10
'043910052,,FRANKFORD MIDDLE,N,NQ,COLLIN,'043,E,PLANO ISD,'06 - 08,M,,,'10
'043910129,A,GULLEDGE EL,N,NQ,COLLIN,'043,E,PLANO ISD,'EE - 05,E,,,'10
'043910130,A,HAGGAR EL,N,NQ,COLLIN,'043,E,PLANO ISD,'KG - 05,E,,,'10
'043910044,,HAGGARD MIDDLE,N,RM,COLLIN,'043,E,PLANO ISD,'06 - 08,M,,,'10
'043910118,A,HARRINGTON EL,N,NQ,COLLIN,'043,R,PLANO ISD,'EE - 05,E,,,'10
'043910125,A,HEDGCOXE EL,N,NQ,COLLIN,'043,E,PLANO ISD,'KG - 05,E,,,'10
'043910048,A,HENDRICK MIDDLE,N,M,COLLIN,'043,R,PLANO ISD,'06 - 08,M,,,'10
'043910120,A,HUFFMAN EL,N,NQ,COLLIN,'043,E,PLANO ISD,'EE - 05,E,,,'10
'043910114,A,HUGHSTON EL,N,NQ,COLLIN,'043,E,PLANO ISD,'KG - 05,E,,,'10
'043910101,A,JACKSON EL,N,RM,COLLIN,'043,E,PLANO ISD,'KG - 05,E,,,'10
'043910009,A,JASPER H S,N,R,COLLIN,'043,E,PLANO ISD,'09 - 10,S,,,'10
'043910138,A,JOHN HIGHTOWER EL,N,M,COLLIN,'043,E,PLANO ISD,'EE - 05,E,,,'10
'043910205,,JUPITER CENTER,N,,COLLIN,'043,N,PLANO ISD,'EE - PK,E,,,'10
'043910122,A,MATHEWS EL,N,NQ,COLLIN,'043,E,PLANO ISD,'KG - 05,E,,,'10
'043910102,,MEADOWS EL,N,NQ,COLLIN,'043,A,PLANO ISD,'PK - 05,E,,,'10
'043910105,,MEMORIAL EL,N,NQ,COLLIN,'043,R,PLANO ISD,'KG - 05,E,,,'10
'043910103,,MENDENHALL EL,N,NQ,COLLIN,'043,A,PLANO ISD,'KG - 05,E,,,'10
'043910131,A,MILLER EL,N,NQ,COLLIN,'043,E,PLANO ISD,'EE - 05,E,,,'10
'043910126,A,MITCHELL EL,N,NQ,COLLIN,'043,E,PLANO ISD,'KG - 05,E,,,'10
'043910006,,PLANO EAST SR H S,N,NQ,COLLIN,'043,E,PLANO ISD,'11 - 12,S,'043910005,CLARK H S,'10
'043910001,,PLANO SR H S,N,R,COLLIN,'043,E,PLANO ISD,'11 - 12,S,'043910009,JASPER H S,'10
'043910010,A,PLANO WEST SENIOR H S,N,R,COLLIN,'043,E,PLANO ISD,'11 - 12,S,'043910007,SHEPTON H S,'10
'043910127,,RASOR EL,N,NQ,COLLIN,'043,A,PLANO ISD,'EE - 05,E,,,'10
'043910049,A,RENNER MIDDLE,N,RM,COLLIN,'043,E,PLANO ISD,'06 - 08,M,,,'10
'043910050,A,ROBINSON MIDDLE,N,RM,COLLIN,'043,R,PLANO ISD,'06 - 08,M,,,'10
'043910115,A,SAIGLING EL,N,NQ,COLLIN,'043,E,PLANO ISD,'EE - 05,E,,,'10
'043910047,A,SCHIMELPFENIG MIDDLE,N,M,COLLIN,'043,E,PLANO ISD,'06 - 08,M,,,'10
'043910108,,SHEPARD EL,N,NQ,COLLIN,'043,R,PLANO ISD,'EE - 05,E,,,'10
'043910007,,SHEPTON H S,N,R,COLLIN,'043,E,PLANO ISD,'09 - 10,S,,,'10
'043910104,,SIGLER EL,N,R,COLLIN,'043,E,PLANO ISD,'KG - 05,E,,,'10
'043910133,A,SKAGGS EL,N,M,COLLIN,'043,E,PLANO ISD,'EE - 05,E,,,'10
'043910197,,SPECIAL PROG CTR/J J A E P,N,,COLLIN,'043,X,PLANO ISD,'08 - 10,S,,,'10
'043910139,,STINSON ELEMENTARY,N,NQ,COLLIN,'043,E,PLANO ISD,'EE - 05,E,,,'10
'043910117,,THOMAS EL,N,NQ,COLLIN,'043,R,PLANO ISD,'KG - 05,E,,,'10
'043910004,,VINES H S,N,NQ,COLLIN,'043,E,PLANO ISD,'09 - 10,S,,,'10
'043910113,,WEATHERFORD EL,N,NQ,COLLIN,'043,R,PLANO ISD,'EE - 05,E,,,'10
'043910116,,WELLS EL,N,NQ,COLLIN,'043,E,PLANO ISD,'KG - 05,E,,,'10
'043910136,A,WILLIAM BEVERLY EL,N,RM,COLLIN,'043,E,PLANO ISD,'KG - 05,E,,,'10
'043910003,,WILLIAMS H S,N,NQ,COLLIN,'043,A,PLANO ISD,'09 - 10,S,,,'10
'043910043,A,WILSON MIDDLE,N,NQ,COLLIN,'043,E,PLANO ISD,'06 - 08,M,,,'10
'043910144,,WYATT ELEMENTARY,N,M,COLLIN,'043,E,PLANO ISD,'KG - 04,E,,,'10
'019912102,A,PLEASANT GROVE EL,N,R,BOWIE,'019,E,PLEASANT GROVE ISD,'PK - 04,E,,,'08
'019912001,RA,PLEASANT GROVE H S,N,NQ,BOWIE,'019,E,PLEASANT GROVE ISD,'09 - 12,S,,,'08
'019912041,,PLEASANT GROVE MIDDLE,N,NQ,BOWIE,'019,E,PLEASANT GROVE ISD,'05 - 08,M,,,'08
'007905004,,ATASCOSA CO ALTER,N,,ATASCOSA,'007,X,PLEASANTON ISD,'06 - 10,B,,,'20
'007905003,,C A R E ACADEMY,N,,ATASCOSA,'007,X,PLEASANTON ISD,'07 - 12,S,,,'20
'007905102,A,LEMING EL,N,NQ,ATASCOSA,'007,A,PLEASANTON ISD,'PK - 01,E,'007905103,PLEASANTON EL,'20
'007905103,,PLEASANTON EL,N,NQ,ATASCOSA,'007,A,PLEASANTON ISD,'EE - 05,E,,,'20
'007905001,,PLEASANTON H S,N,NQ,ATASCOSA,'007,R,PLEASANTON ISD,'09 - 12,S,,,'20
'007905104,A,PLEASANTON INTERMEDIATE,N,M,ATASCOSA,'007,E,PLEASANTON ISD,'05 - 06,M,,,'20
'007905041,,PLEASANTON J H,N,RM,ATASCOSA,'007,E,PLEASANTON ISD,'07 - 08,M,,,'20
'007905105,,PLEASANTON PRIMARY,N,NQ,ATASCOSA,'007,A,PLEASANTON ISD,'EE - 02,E,'007905103,PLEASANTON EL,'20
'117904002,,C H A M P S,N,,HUTCHINSON,'117,1,PLEMONS-STINNETT-PHILLIPS CONS ISD,'11 - 12,S,,,'16
'117904101,,WEST TEXAS EL,N,R,HUTCHINSON,'117,E,PLEMONS-STINNETT-PHILLIPS CONS ISD,'EE - 05,E,,,'16
'117904001,R,WEST TEXAS H S,N,NQ,HUTCHINSON,'117,R,PLEMONS-STINNETT-PHILLIPS CONS ISD,'09 - 12,S,,,'16
'117904041,,WEST TEXAS MIDDLE,N,NQ,HUTCHINSON,'117,E,PLEMONS-STINNETT-PHILLIPS CONS ISD,'06 - 08,M,,,'16
'031909003,,CAMERON CO J J A E P,N,,CAMERON,'031,X,POINT ISABEL ISD,'10 - 10,S,,,'01
'031909101,,DERRY EL,N,NQ,CAMERON,'031,R,POINT ISABEL ISD,'03 - 05,E,,,'01
'031909102,A,GARRIGA EL,N,NQ,CAMERON,'031,R,POINT ISABEL ISD,'EE - 02,E,'031909041,PORT ISABEL J H,'01
'031909001,R,PORT ISABEL H S,N,NQ,CAMERON,'031,E,POINT ISABEL ISD,'09 - 12,S,,,'01
'031909041,,PORT ISABEL J H,N,NQ,CAMERON,'031,R,POINT ISABEL ISD,'06 - 08,M,,,'01
'061906101,,PONDER EL,N,R,DENTON,'061,A,PONDER ISD,'PK - 06,E,,,'11
'061906001,,PONDER H S,N,RM,DENTON,'061,E,PONDER ISD,'07 - 12,S,,,'11
'184901101,,POOLVILLE EL,N,NQ,PARKER,'184,A,POOLVILLE ISD,'KG - 06,E,,,'11
'184901001,,POOLVILLE H S,N,,PARKER,'184,A,POOLVILLE ISD,'07 - 12,S,,,'11
'178908041,,BRUNDRETT MIDDLE,N,NQ,NUECES,'178,E,PORT ARANSAS ISD,'06 - 08,M,,,'02
'178908101,,OLSEN EL,N,NQ,NUECES,'178,R,PORT ARANSAS ISD,'PK - 05,E,,,'02
'178908001,,PORT ARANSAS H S,N,NQ,NUECES,'178,E,PORT ARANSAS ISD,'09 - 12,S,,,'02
'123907001,,AUSTIN H S,N,NQ,JEFFERSON,'123,A,PORT ARTHUR ISD,'06 - 12,B,,,'05
'123907102,,DEQUEEN EL,N,NQ,JEFFERSON,'123,A,PORT ARTHUR ISD,'PK - 05,E,,,'05
'123907113,,DOWLING EL,N,NQ,JEFFERSON,'123,R,PORT ARTHUR ISD,'PK - 05,E,,,'05
'123907041,,EDISON MIDDLE,N,NQ,JEFFERSON,'123,A,PORT ARTHUR ISD,'06 - 08,M,,,'05
'123907104,,FRANKLIN EL,N,R,JEFFERSON,'123,R,PORT ARTHUR ISD,'PK - 05,E,,,'05
'123907103,,HOUSTON EL,N,R,JEFFERSON,'123,E,PORT ARTHUR ISD,'PK - 05,E,,,'05
'123907114,,HUGHEN SCH,N,,JEFFERSON,'123,X,PORT ARTHUR ISD,'EE - 12,B,,,'05
'123907007,,JEFFERSON CO YOUTH ACAD,N,,JEFFERSON,'123,X,PORT ARTHUR ISD,'06 - 09,M,,,'05
'123907002,,JEFFERSON H S,N,NQ,JEFFERSON,'123,A,PORT ARTHUR ISD,'09 - 12,S,,,'05
'123907105,,LEE EL,N,NQ,JEFFERSON,'123,A,PORT ARTHUR ISD,'PK - 05,E,,,'05
'123907003,,LINCOLN H S,N,NQ,JEFFERSON,'123,A,PORT ARTHUR ISD,'09 - 12,S,,,'05
'123907106,,PEASE EL,N,NQ,JEFFERSON,'123,R,PORT ARTHUR ISD,'PK - 05,E,,,'05
'123907108,,TRAVIS EL,N,RM,JEFFERSON,'123,E,PORT ARTHUR ISD,'PK - 05,E,,,'05
'123907109,,TYRRELL EL,N,NQ,JEFFERSON,'123,R,PORT ARTHUR ISD,'PK - 05,E,,,'05
'123907110,,WASHINGTON EL,N,R,JEFFERSON,'123,R,PORT ARTHUR ISD,'PK - 05,E,,,'05
'123907111,,WHEATLEY EL,N,,JEFFERSON,'123,N,PORT ARTHUR ISD,'EE - PK,E,,,'05
'123907043,,WILSON MIDDLE,N,NQ,JEFFERSON,'123,A,PORT ARTHUR ISD,'06 - 08,M,,,'05
'123908002,,ALTER SCH,N,,JEFFERSON,'123,X,PORT NECHES-GROVES ISD,'10 - 12,S,,,'05
'123908101,,GROVES EL,N,NQ,JEFFERSON,'123,R,PORT NECHES-GROVES ISD,'04 - 05,E,,,'05
'123908041,,GROVES MIDDLE,N,NQ,JEFFERSON,'123,R,PORT NECHES-GROVES ISD,'06 - 08,M,,,'05
'123908003,,JEFFERSON CO J J A E P,N,,JEFFERSON,'123,X,PORT NECHES-GROVES ISD,'09 - 09,S,,,'05
