CAMPUS,CACKDTL,CAMPNAME,CFLCHART,CFLYRE,CIADDACK,CNTYNAME,COUNTY,C_RATING,DISTNAME,GRDSPAN,GRDTYPE,PAIRCAMP,PAIRNAME,REGION
'152901044,NA,HUTCHINSON J H,N,N,NQ,LUBBOCK,'152,A,LUBBOCK ISD,'07 - 09,M,,,'17
'152901114,NA,ILES EL,N,N,NQ,LUBBOCK,'152,R,LUBBOCK ISD,'KG - 06,E,,,'17
'152901051,NA,IRONS J H,N,N,NQ,LUBBOCK,'152,E,LUBBOCK ISD,'07 - 09,M,,,'17
'152901115,NA,JACKSON EL,N,N,NQ,LUBBOCK,'152,A,LUBBOCK ISD,'KG - 06,E,,,'17
'152901015,NO,LUBBOCK CO J J A E P,N,N,,LUBBOCK,'152,X,LUBBOCK ISD,'07 - 12,S,,,'17
'152901017,PE,LUBBOCK CO JUVENILE JUSTICE CTR,N,N,,LUBBOCK,'152,3,LUBBOCK ISD,'05 - 11,B,,,'17
'152901003,NQ,LUBBOCK H S,N,N,NQ,LUBBOCK,'152,A,LUBBOCK ISD,'10 - 12,S,,,'17
'152901045,NA,MACKENZIE J H,N,N,NQ,LUBBOCK,'152,R,LUBBOCK ISD,'07 - 09,M,,,'17
'152901117,NA,MAEDGEN EL,N,N,NQ,LUBBOCK,'152,R,LUBBOCK ISD,'KG - 06,E,,,'17
'152901118,NR,MARTIN EARLY CHILD CTR,N,N,,LUBBOCK,'152,N,LUBBOCK ISD,'EE - KG,E,,,'17
'152901011,PE,MATTHEWS LRN CTR/NEW DIRECTIONS,N,N,,LUBBOCK,'152,1,LUBBOCK ISD,'08 - 12,S,,,'17
'152901116,NA,MCWHORTER EL,N,N,NQ,LUBBOCK,'152,E,LUBBOCK ISD,'KG - 06,E,,,'17
'152901004,NQ,MONTEREY H S,N,N,NQ,LUBBOCK,'152,A,LUBBOCK ISD,'10 - 12,S,,,'17
'152901140,NA,MURFEE EL,N,N,M,LUBBOCK,'152,E,LUBBOCK ISD,'EE - 06,E,,,'17
'152901120,NA,OVERTON EL,N,N,R,LUBBOCK,'152,R,LUBBOCK ISD,'KG - 06,E,,,'17
'152901121,NA,PARKWAY EL,N,N,NQ,LUBBOCK,'152,A,LUBBOCK ISD,'KG - 06,E,,,'17
'152901122,NA,PARSONS EL,N,N,M,LUBBOCK,'152,E,LUBBOCK ISD,'KG - 06,E,,,'17
'152901123,NA,POSEY EL,N,N,NQ,LUBBOCK,'152,A,LUBBOCK ISD,'KG - 06,E,,,'17
'152901007,NO,PROJECT INTERCEPT SCH,N,N,,LUBBOCK,'152,X,LUBBOCK ISD,'07 - 12,S,,,'17
'152901146,NA,RAMIREZ EL,N,N,NQ,LUBBOCK,'152,A,LUBBOCK ISD,'KG - 06,E,,,'17
'152901124,NA,RUSH EL,N,N,R,LUBBOCK,'152,R,LUBBOCK ISD,'KG - 06,E,,,'17
'152901047,NA,SLATON J H,N,N,NQ,LUBBOCK,'152,A,LUBBOCK ISD,'07 - 09,M,,,'17
'152901147,NA,SMITH EL,N,N,M,LUBBOCK,'152,E,LUBBOCK ISD,'KG - 06,E,,,'17
'152901128,NA,STEWART EL,N,N,NQ,LUBBOCK,'152,A,LUBBOCK ISD,'KG - 06,E,,,'17
'152901129,NA,STUBBS EL,N,N,NQ,LUBBOCK,'152,R,LUBBOCK ISD,'EE - 06,E,,,'17
'152901052,PE,T A A P,N,N,,LUBBOCK,'152,1,LUBBOCK ISD,'07 - 09,M,,,'17
'152901139,NA,TUBBS EL,N,N,NQ,LUBBOCK,'152,E,LUBBOCK ISD,'EE - 06,E,,,'17
'152901145,NA,WATERS EL,N,N,NQ,LUBBOCK,'152,R,LUBBOCK ISD,'KG - 06,E,,,'17
'152901132,NA,WESTER EL,N,N,R,LUBBOCK,'152,R,LUBBOCK ISD,'KG - 06,E,,,'17
'152901133,NA,WHEATLEY EL,N,N,NQ,LUBBOCK,'152,R,LUBBOCK ISD,'KG - 06,E,,,'17
'152901134,NA,WHEELOCK EL,N,N,NQ,LUBBOCK,'152,R,LUBBOCK ISD,'KG - 06,E,,,'17
'152901143,NA,WHITESIDE EL,N,N,R,LUBBOCK,'152,E,LUBBOCK ISD,'KG - 06,E,,,'17
'152901142,NA,WILLIAMS EL,N,N,R,LUBBOCK,'152,E,LUBBOCK ISD,'KG - 06,E,,,'17
'152901135,NA,WILSON EL,N,N,NQ,LUBBOCK,'152,R,LUBBOCK ISD,'EE - 06,E,,,'17
'152901050,NA,WILSON S J H,N,N,R,LUBBOCK,'152,R,LUBBOCK ISD,'07 - 09,M,,,'17
'152901136,NA,WOLFFARTH EL,N,N,NQ,LUBBOCK,'152,E,LUBBOCK ISD,'KG - 06,E,,,'17
'152901137,NA,WRIGHT EL,N,N,NQ,LUBBOCK,'152,A,LUBBOCK ISD,'EE - 06,E,,,'17
'152906101,NA,COOPER EL,N,N,NQ,LUBBOCK,'152,R,LUBBOCK-COOPER ISD,'EE - 03,E,'152906102,COOPER INT,'17
'152906001,NQ,COOPER H S,N,N,NQ,LUBBOCK,'152,E,LUBBOCK-COOPER ISD,'09 - 12,S,,,'17
'152906102,NA,COOPER INT,N,N,NQ,LUBBOCK,'152,E,LUBBOCK-COOPER ISD,'04 - 05,E,,,'17
'152906041,NA,COOPER J H,N,N,NQ,LUBBOCK,'152,R,LUBBOCK-COOPER ISD,'06 - 08,M,,,'17
'152801001,NH,LUBBOCK-RICHARD MILBURN ALTER H S,Y,N,,LUBBOCK,'152,H,LUBBOCK-RICHARD MILBURN ALTER HIGH,'09 - 12,S,,,'17
'127905101,NA,LUEDERS-AVOCA EL/J H,N,N,NQ,JONES,'127,R,LUEDERS-AVOCA ISD,'EE - 08,E,,,'14
'127905001,NQ,LUEDERS-AVOCA H S,N,N,NQ,JONES,'127,E,LUEDERS-AVOCA ISD,'09 - 12,S,,,'14
'003903120,NA,ANDERSON EL,N,N,NQ,ANGELINA,'003,R,LUFKIN ISD,'03 - 05,E,,,'07
'003903121,NA,BRANDON EL,N,N,NQ,ANGELINA,'003,A,LUFKIN ISD,'03 - 05,E,,,'07
'003903122,NA,BROOKHOLLOW EL,N,N,NQ,ANGELINA,'003,R,LUFKIN ISD,'03 - 05,E,,,'07
'003903123,NA,COSTON EL,N,N,R,ANGELINA,'003,R,LUFKIN ISD,'03 - 05,E,,,'07
'003903124,NA,DUNBAR PRIMARY,N,N,NQ,ANGELINA,'003,A,LUFKIN ISD,'01 - 02,E,'003903121,BRANDON EL,'07
'003903125,NR,GARRETT PRIMARY,N,N,,ANGELINA,'003,N,LUFKIN ISD,'PK - KG,E,,,'07
'003903126,NR,HACKNEY PRIMARY,N,N,,ANGELINA,'003,N,LUFKIN ISD,'EE - PK,E,,,'07
'003903127,NA,HERTY EL,N,N,R,ANGELINA,'003,R,LUFKIN ISD,'EE - 02,E,'003903123,COSTON EL,'07
'003903201,NO,JUVENILE DETENT CTR,N,N,,ANGELINA,'003,X,LUFKIN ISD,'08 - 11,S,,,'07
'003903128,NA,KURTH EL,N,N,R,ANGELINA,'003,R,LUFKIN ISD,'PK - 02,E,'003903120,ANDERSON EL,'07
'003903001,NQ,LUFKIN H S,N,N,NQ,ANGELINA,'003,A,LUFKIN ISD,'09 - 12,S,,,'07
'003903044,NA,LUFKIN MIDDLE,N,N,NQ,ANGELINA,'003,A,LUFKIN ISD,'06 - 08,M,,,'07
'003903129,NA,SLACK EL,N,N,NQ,ANGELINA,'003,A,LUFKIN ISD,'KG - 05,E,,,'07
'003903141,NO,SPECIAL SERVICES,N,N,,ANGELINA,'003,X,LUFKIN ISD,'PK - 12,B,,,'07
'003903140,NO,STATE SCHOOL,N,N,,ANGELINA,'003,X,LUFKIN ISD,'08 - 12,S,,,'07
'003903004,PE,STUBBLEFIELD LRN CTR,N,N,,ANGELINA,'003,1,LUFKIN ISD,'09 - 12,S,,,'07
'003903130,NA,TROUT EL,N,N,NQ,ANGELINA,'003,R,LUFKIN ISD,'EE - 02,E,'003903122,BROOKHOLLOW EL,'07
'028903101,NA,LEONARD SHANKLIN EL,N,N,NQ,CALDWELL,'028,A,LULING ISD,'03 - 05,E,,,'13
'028903001,R,LULING H S,N,N,NQ,CALDWELL,'028,A,LULING ISD,'09 - 12,S,,,'13
'028903041,NA,LULING J H,N,N,NQ,CALDWELL,'028,A,LULING ISD,'06 - 08,M,,,'13
'028903102,NA,LULING PRI,N,N,NQ,CALDWELL,'028,A,LULING ISD,'01 - 02,E,'028903101,LEONARD SHANKLIN EL,'13
'028903103,NR,ROSENWALD PRI,N,N,,CALDWELL,'028,N,LULING ISD,'PK - KG,E,,,'13
'100907102,NA,EARLY CHILDHOOD SCH,N,N,NQ,HARDIN,'100,R,LUMBERTON ISD,'EE - 01,E,'100907101,LUMBERTON PRI,'05
'100907003,NO,HARDIN CO ALTER ED,N,N,,HARDIN,'100,X,LUMBERTON ISD,'10 - 10,S,,,'05
'100907001,NQ,LUMBERTON H S,N,N,NQ,HARDIN,'100,A,LUMBERTON ISD,'09 - 12,S,,,'05
'100907103,NA,LUMBERTON INT,N,N,NQ,HARDIN,'100,R,LUMBERTON ISD,'04 - 06,E,,,'05
'100907041,NA,LUMBERTON MIDDLE,N,N,NQ,HARDIN,'100,R,LUMBERTON ISD,'07 - 08,M,,,'05
'100907101,NA,LUMBERTON PRI,N,N,NQ,HARDIN,'100,R,LUMBERTON ISD,'02 - 03,E,'100907103,LUMBERTON INT,'05
'245902106,NA,LYFORD EL,N,N,NQ,WILLACY,'245,A,LYFORD CISD,'01 - 02,E,'245902105,TRAVIS EL,'01
'245902001,NQ,LYFORD H S,N,N,R,WILLACY,'245,A,LYFORD CISD,'09 - 12,S,,,'01
'245902041,NA,LYFORD J H,N,N,NQ,WILLACY,'245,A,LYFORD CISD,'06 - 08,M,,,'01
'245902104,NR,SEBASTIAN EL,N,N,,WILLACY,'245,N,LYFORD CISD,'EE - KG,E,,,'01
'245902105,NA,TRAVIS EL,N,N,NQ,WILLACY,'245,A,LYFORD CISD,'03 - 05,E,,,'01
'007904101,NA,LYTLE EL,N,N,R,ATASCOSA,'007,A,LYTLE ISD,'EE - 04,E,,,'20
'007904001,NE,LYTLE H S,N,N,NE,ATASCOSA,'007,L,LYTLE ISD,'09 - 12,S,,,'20
'007904041,NA,LYTLE MIDDLE SCHOOL,N,N,NQ,ATASCOSA,'007,A,LYTLE ISD,'05 - 08,M,,,'20
'129905103,NA,CENTRAL EL,N,N,NQ,KAUFMAN,'129,E,MABANK ISD,'EE - 05,E,,,'10
'129905105,NA,LAKEVIEW EL,N,N,R,KAUFMAN,'129,A,MABANK ISD,'PK - 05,E,,,'10
'129905001,NQ,MABANK H S,N,N,NQ,KAUFMAN,'129,R,MABANK ISD,'09 - 12,S,,,'10
'129905041,NA,MABANK MIDDLE,N,N,NQ,KAUFMAN,'129,R,MABANK ISD,'06 - 08,M,,,'10
'129905104,NA,SOUTHSIDE EL,N,N,R,KAUFMAN,'129,E,MABANK ISD,'PK - 05,E,,,'10
'154901101,NA,MADISONVILLE ELEMENTARY SCHOOL,N,N,NQ,MADISON,'154,A,MADISONVILLE CONS ISD,'EE - 03,E,'154901102,MADISONVILLE INTERMEDIATE SCHOOL,'06
'154901001,NQ,MADISONVILLE HIGH SCHOOL,N,N,NQ,MADISON,'154,A,MADISONVILLE CONS ISD,'06 - 12,B,,,'06
'154901102,NA,MADISONVILLE INTERMEDIATE SCHOOL,N,N,NQ,MADISON,'154,A,MADISONVILLE CONS ISD,'04 - 06,E,,,'06
'154901041,NA,MADISONVILLE JUNIOR HIGH SCHOOL,N,N,RM,MADISON,'154,A,MADISONVILLE CONS ISD,'06 - 08,M,,,'06
'170906104,NA,BEAR BRANCH EL,N,N,NQ,MONTGOMERY,'170,E,MAGNOLIA ISD,'EE - 05,E,,,'06
'170906042,NA,BEAR BRANCH J H,N,N,NQ,MONTGOMERY,'170,A,MAGNOLIA ISD,'06 - 08,M,,,'06
'170906103,NA,J L LYON EL,N,N,NQ,MONTGOMERY,'170,A,MAGNOLIA ISD,'EE - 05,E,,,'06
'170906102,NA,MAGNOLIA EL,N,N,NQ,MONTGOMERY,'170,A,MAGNOLIA ISD,'PK - 05,E,,,'06
'170906001,NQ,MAGNOLIA H S,N,N,NQ,MONTGOMERY,'170,A,MAGNOLIA ISD,'09 - 12,S,,,'06
'170906041,NA,MAGNOLIA J H,N,N,NQ,MONTGOMERY,'170,A,MAGNOLIA ISD,'06 - 08,M,,,'06
'170906010,NO,PROJECT RESTORE,N,N,,MONTGOMERY,'170,X,MAGNOLIA ISD,'09 - 09,S,,,'06
'170906105,NA,WILLIE E WILLIAMS EL,N,N,NQ,MONTGOMERY,'170,A,MAGNOLIA ISD,'PK - 05,E,,,'06
'084801101,NA,MAINLAND PREPARATORY ACADEMY,Y,N,NQ,GALVESTON,'084,A,MAINLAND PREPARATORY ACADEMY,'PK - 07,E,,,'04
'107906003,NO,MALAKOFF ALTERNATIVE PROGRAM (MAP),N,N,,HENDERSON,'107,X,MALAKOFF ISD,'07 - 12,S,,,'07
'107906102,NA,MALAKOFF EL,N,N,NQ,HENDERSON,'107,A,MALAKOFF ISD,'EE - 05,E,,,'07
'107906001,NQ,MALAKOFF H S,N,N,NQ,HENDERSON,'107,A,MALAKOFF ISD,'07 - 12,S,,,'07
'107906041,NA,MALAKOFF MIDDLE,N,N,NQ,HENDERSON,'107,A,MALAKOFF ISD,'06 - 08,M,,,'07
'109908101,NA,MALONE EL,N,N,NQ,HILL,'109,R,MALONE ISD,'PK - 08,E,,,'12
'019910101,NA,MALTA EL,N,N,NQ,BOWIE,'019,E,MALTA ISD,'PK - 08,E,,,'08
'227907102,NA,BLUEBONNET TRAIL ELEMENTARY SCHOOL,N,N,NQ,TRAVIS,'227,A,MANOR ISD,'PK - 05,E,,,'13
'227907104,NA,DECKER ELEMENTARY SCHOOL,N,N,NE,TRAVIS,'227,L,MANOR ISD,'PK - 05,E,,,'13
'227907002,PE,EXCEL HIGH SCHOOL,N,N,,TRAVIS,'227,1,MANOR ISD,'09 - 12,S,,,'13
'227907101,NA,MANOR ELEMENTARY SCHOOL,N,N,NQ,TRAVIS,'227,A,MANOR ISD,'EE - 05,E,,,'13
'227907001,NQ,MANOR H S,N,N,R,TRAVIS,'227,A,MANOR ISD,'09 - 12,S,,,'13
'227907041,NA,MANOR MIDDLE SCHOOL,N,N,NQ,TRAVIS,'227,A,MANOR ISD,'04 - 08,M,,,'13
'220908101,NA,ALICE PONDER ELEMENTARY,N,N,NQ,TARRANT,'220,A,MANSFIELD ISD,'EE - 04,E,,,'11
'220908006,PE,ALTER ED CTR,N,N,,TARRANT,'220,1,MANSFIELD ISD,'05 - 12,B,,,'11
'220908106,NA,CHARLOTTE ANDERSON EL,N,N,R,TARRANT,'220,E,MANSFIELD ISD,'EE - 04,E,,,'11
'220908202,NA,CROSS TIMBERS INT,N,N,RM,TARRANT,'220,E,MANSFIELD ISD,'05 - 07,M,,,'11
'220908109,NA,D P MORRIS EL,N,N,R,TARRANT,'220,A,MANSFIELD ISD,'EE - 04,E,,,'11
'220908102,NA,ERMA NASH ELEMENTARY,N,N,NQ,TARRANT,'220,R,MANSFIELD ISD,'PK - 04,E,,,'11
'220908107,NA,GLENN HARMON EL,N,N,NQ,TARRANT,'220,A,MANSFIELD ISD,'EE - 04,E,,,'11
'220908105,NA,J L BOREN EL,N,N,NQ,TARRANT,'220,R,MANSFIELD ISD,'EE - 04,E,,,'11
'220908001,NQ,MANSFIELD H S,N,N,NQ,TARRANT,'220,A,MANSFIELD ISD,'09 - 12,S,,,'11
'220908201,NA,MARY ORR INT,N,N,RM,TARRANT,'220,R,MANSFIELD ISD,'05 - 06,M,,,'11
'220908041,NA,ROGENE WORLEY MIDDLE,N,N,NQ,TARRANT,'220,A,MANSFIELD ISD,'07 - 08,M,,,'11
'220908042,NA,T A HOWARD MIDDLE,N,N,NQ,TARRANT,'220,R,MANSFIELD ISD,'07 - 08,M,,,'11
'220908304,NO,TARRANT CO J J A E P,N,N,,TARRANT,'220,X,MANSFIELD ISD,'07 - 10,S,,,'11
'220908103,NA,TARVER-RENDON ELEMENTARY,N,N,M,TARRANT,'220,E,MANSFIELD ISD,'PK - 04,E,,,'11
'220908110,NA,WILLIE BROWN EL,N,N,NQ,TARRANT,'220,E,MANSFIELD ISD,'KG - 04,E,,,'11
'022902001,NQ,MARATHON SCHOOL,N,N,NQ,BREWSTER,'022,A,MARATHON ISD,'PK - 12,B,,,'18
'027904103,NA,HIGHLAND LAKES EL,N,N,R,BURNET,'027,R,MARBLE FALLS ISD,'PK - 05,E,,,'13
'027904101,NA,MARBLE FALLS EL,N,N,NQ,BURNET,'027,A,MARBLE FALLS ISD,'03 - 05,E,,,'13
'027904001,NQ,MARBLE FALLS H S,N,N,NQ,BURNET,'027,A,MARBLE FALLS ISD,'09 - 12,S,,,'13
'027904041,NA,MARBLE FALLS MIDDLE,N,N,NQ,BURNET,'027,A,MARBLE FALLS ISD,'06 - 08,M,,,'13
'027904102,NA,MARBLE FALLS PRI,N,N,R,BURNET,'027,A,MARBLE FALLS ISD,'EE - 02,E,'027904101,MARBLE FALLS EL,'13
'189901101,NA,MARFA EL,N,N,NQ,PRESIDIO,'189,A,MARFA ISD,'EE - 08,E,,,'18
'189901001,R,MARFA H S,N,N,R,PRESIDIO,'189,R,MARFA ISD,'09 - 12,S,,,'18
'189901102,NA,REDFORD EL,N,N,NE,PRESIDIO,'189,A,MARFA ISD,'KG - 06,E,,,'18
'034908102,NA,MARIETTA EL,N,N,NQ,CASS,'034,A,MARIETTA ISD,'EE - 06,E,,,'08
'094904002,PE,CAREER ACADEMY,N,N,,GUADALUPE,'094,1,MARION ISD,'10 - 12,S,,,'13
'094904001,NQ,MARION H S,N,N,R,GUADALUPE,'094,R,MARION ISD,'09 - 12,S,,,'13
'094904041,NA,MARION MIDDLE,N,N,NQ,GUADALUPE,'094,E,MARION ISD,'06 - 08,M,,,'13
'094904101,NA,NORMA KRUEGER EL,N,N,NQ,GUADALUPE,'094,E,MARION ISD,'PK - 05,E,,,'13
'073903102,NA,MARLIN EL,N,N,NQ,FALLS,'073,A,MARLIN ISD,'EE - 04,E,,,'12
'073903001,NQ,MARLIN H S,N,N,NQ,FALLS,'073,R,MARLIN ISD,'09 - 12,S,,,'12
'073903045,NA,MARLIN MS,N,N,NQ,FALLS,'073,A,MARLIN ISD,'05 - 08,M,,,'12
'102902103,NA,CROCKETT EL,N,N,NQ,HARRISON,'102,A,MARSHALL ISD,'KG - 04,E,,,'07
'102902101,NA,G W CARVER EL,N,N,NE,HARRISON,'102,L,MARSHALL ISD,'PK - 04,E,,,'07
'102902116,NA,J H MOORE EL,N,N,NQ,HARRISON,'102,A,MARSHALL ISD,'KG - 04,E,,,'07
'102902002,PE,MARSHALL ACHIEVEMENT CTR,N,N,,HARRISON,'102,1,MARSHALL ISD,'01 - 12,B,,,'07
'102902001,NQ,MARSHALL H S,N,N,NQ,HARRISON,'102,A,MARSHALL ISD,'09 - 12,S,,,'07
'102902041,NA,MARSHALL J H,N,N,NQ,HARRISON,'102,R,MARSHALL ISD,'07 - 08,M,,,'07
'102902042,NA,PRICE T YOUNG MIDDLE,N,N,NQ,HARRISON,'102,A,MARSHALL ISD,'05 - 06,M,,,'07
'102902106,NA,R E LEE EL,N,N,NQ,HARRISON,'102,A,MARSHALL ISD,'KG - 04,E,,,'07
'102902043,NA,SAM HOUSTON MIDDLE,N,N,NQ,HARRISON,'102,A,MARSHALL ISD,'05 - 06,M,,,'07
'102902107,NA,SOUTH MARSHALL EL,N,N,NQ,HARRISON,'102,A,MARSHALL ISD,'PK - 04,E,,,'07
'102902110,NR,WASHINGTON ECH CTR,N,N,,HARRISON,'102,N,MARSHALL ISD,'EE - PK,E,,,'07
'102902108,NA,WM B TRAVIS EL,N,N,NQ,HARRISON,'102,A,MARSHALL ISD,'PK - 04,E,,,'07
'161908004,NO,CHALLENGE ACADEMY,N,N,,MCLENNAN,'161,X,MART ISD,'08 - 08,M,,,'12
'161908102,NA,MART EL,N,N,NQ,MCLENNAN,'161,R,MART ISD,'EE - 04,E,,,'12
'161908002,NQ,MART H S,N,N,NQ,MCLENNAN,'161,R,MART ISD,'09 - 12,S,,,'12
'161908041,NA,MART MIDDLE,N,N,RM,MCLENNAN,'161,A,MART ISD,'05 - 08,M,,,'12
'161908003,PE,OPPORTUNITY LEARNING CTR,N,N,,MCLENNAN,'161,3,MART ISD,'10 - 12,S,,,'12
'234905101,NA,MARTINS MILL EL,N,N,M,VAN ZANDT,'234,E,MARTINS MILL ISD,'PK - 05,E,,,'07
'234905001,NQ,MARTINS MILL H S,N,N,NQ,VAN ZANDT,'234,E,MARTINS MILL ISD,'09 - 12,S,,,'07
'234905041,NA,MARTINS MILL JR HIGH,N,N,R,VAN ZANDT,'234,R,MARTINS MILL ISD,'06 - 08,M,,,'07
'174909001,NQ,MARTINSVILLE SCHOOL,N,N,NQ,NACOGDOCHES,'174,R,MARTINSVILLE ISD,'EE - 12,B,,,'07
'157901101,NA,MASON EL/J H,N,N,NQ,MASON,'157,R,MASON ISD,'PK - 08,E,,,'15
'157901001,NQ,MASON H S,N,N,NQ,MASON,'157,E,MASON ISD,'09 - 12,S,,,'15
'157901199,NO,SPECIAL CAMPUS,N,N,,MASON,'157,X,MASON ISD,'08 - 08,M,,,'15
'220909001,NQ,MASONIC HOME SCHOOL,N,N,R,TARRANT,'220,A,MASONIC HOME ISD,'01 - 12,B,,,'11
'158904101,NA,MATAGORDA EL,N,N,R,MATAGORDA,'158,A,MATAGORDA ISD,'PK - 06,E,,,'03
'205904103,NA,HARDIN EL,N,N,NQ,SAN PATRICIO,'205,A,MATHIS ISD,'EE - 02,E,'205904101,WEBER EL,'02
'205904001,NQ,MATHIS H S,N,N,NQ,SAN PATRICIO,'205,A,MATHIS ISD,'09 - 12,S,,,'02
'205904102,NA,MATHIS INT,N,N,NQ,SAN PATRICIO,'205,A,MATHIS ISD,'04 - 06,E,,,'02
'205904041,NA,MCCRAW J H,N,N,NQ,SAN PATRICIO,'205,A,MATHIS ISD,'07 - 08,M,,,'02
'205904101,NA,WEBER EL,N,N,NQ,SAN PATRICIO,'205,A,MATHIS ISD,'KG - 03,E,'205904102,MATHIS INT,'02
'019903001,NQ,MAUD SCHOOL,N,N,NQ,BOWIE,'019,R,MAUD ISD,'EE - 12,B,,,'08
'025905101,NA,MAY EL,N,N,RM,BROWN,'025,E,MAY ISD,'KG - 06,E,,,'15
'025905001,NQ,MAY H S,N,N,R,BROWN,'025,R,MAY ISD,'07 - 12,S,,,'15
'070915101,NA,MAYPEARL EL,N,N,NQ,ELLIS,'070,E,MAYPEARL ISD,'EE - 05,E,,,'10
'070915001,NQ,MAYPEARL H S,N,N,NQ,ELLIS,'070,E,MAYPEARL ISD,'09 - 12,S,,,'10
'070915041,NA,MAYPEARL MIDDLE,N,N,RM,ELLIS,'070,R,MAYPEARL ISD,'06 - 08,M,,,'10
'108906101,NA,ALVAREZ EL,N,C,NQ,HIDALGO,'108,R,MCALLEN ISD,'PK - 05,E,,,'01
'108906103,NA,BONHAM EL,N,N,NQ,HIDALGO,'108,E,MCALLEN ISD,'EE - 05,E,,,'01
'108906115,NO,BOWIE SCH,N,N,,HIDALGO,'108,X,MCALLEN ISD,'EE - 12,B,,,'01
'108906044,NA,BROWN MIDDLE,N,N,NQ,HIDALGO,'108,A,MCALLEN ISD,'06 - 08,M,,,'01
'108906010,NO,COOPERATIVE ACADEMIC PROGRAM,N,N,,HIDALGO,'108,X,MCALLEN ISD,'07 - 11,S,,,'01
'108906105,NA,CROCKETT EL,N,N,NQ,HIDALGO,'108,R,MCALLEN ISD,'EE - 05,E,,,'01
'108906046,NA,DE LEON MIDDLE,N,N,NQ,HIDALGO,'108,A,MCALLEN ISD,'06 - 08,M,,,'01
'108906119,NA,ESCANDON EL,N,N,M,HIDALGO,'108,R,MCALLEN ISD,'EE - 05,E,,,'01
'108906114,NA,FIELDS EL,N,N,R,HIDALGO,'108,R,MCALLEN ISD,'PK - 05,E,,,'01
'108906122,NA,GARZA EL,N,N,NQ,HIDALGO,'108,R,MCALLEN ISD,'PK - 05,E,,,'01
'108906124,NA,GONZALEZ EL,N,N,NQ,HIDALGO,'108,E,MCALLEN ISD,'KG - 05,E,,,'01
'108906106,NA,HOUSTON EL,N,N,NQ,HIDALGO,'108,E,MCALLEN ISD,'PK - 05,E,,,'01
'108906005,NO,INSTR/GUID CTR,N,N,,HIDALGO,'108,X,MCALLEN ISD,'06 - 12,B,,,'01
'108906107,NA,JACKSON EL,N,C,NQ,HIDALGO,'108,R,MCALLEN ISD,'PK - 05,E,,,'01
'108906041,NA,LAMAR MIDDLE,N,N,NQ,HIDALGO,'108,A,MCALLEN ISD,'06 - 08,M,,,'01
'108906043,NA,LINCOLN MIDDLE,N,N,NQ,HIDALGO,'108,A,MCALLEN ISD,'06 - 08,M,,,'01
'108906001,NQ,MCALLEN H S,N,N,NQ,HIDALGO,'108,A,MCALLEN ISD,'09 - 12,S,,,'01
'108906008,PE,MCALLEN LEARNING CTR,N,N,,HIDALGO,'108,1,MCALLEN ISD,'09 - 12,S,,,'01
'108906002,NQ,MCALLEN MEMORIAL H S,N,N,NQ,HIDALGO,'108,R,MCALLEN ISD,'09 - 12,S,,,'01
'108906123,NA,MCAULIFFE EL,N,N,NQ,HIDALGO,'108,R,MCALLEN ISD,'PK - 05,E,,,'01
'108906111,NA,MILAM EL,N,N,NQ,HIDALGO,'108,E,MCALLEN ISD,'PK - 05,E,,,'01
'108906045,NA,MORRIS MIDDLE,N,N,NQ,HIDALGO,'108,R,MCALLEN ISD,'06 - 08,M,,,'01
'108906108,NA,NAVARRO EL,N,C,NQ,HIDALGO,'108,A,MCALLEN ISD,'PK - 05,E,,,'01
'108906007,PE,OPTIONS IN ED H S,N,N,,HIDALGO,'108,1,MCALLEN ISD,'09 - 12,S,,,'01
'108906120,NA,RAYBURN EL,N,N,R,HIDALGO,'108,R,MCALLEN ISD,'EE - 05,E,,,'01
'108906121,NA,ROOSEVELT EL,N,N,NQ,HIDALGO,'108,R,MCALLEN ISD,'PK - 05,E,,,'01
'108906006,NQ,ROWE H S,N,N,NQ,HIDALGO,'108,A,MCALLEN ISD,'09 - 12,S,,,'01
'108906116,NA,SEGUIN EL,N,N,NQ,HIDALGO,'108,A,MCALLEN ISD,'PK - 05,E,,,'01
'108906110,NA,THIGPEN EL,N,N,R,HIDALGO,'108,E,MCALLEN ISD,'PK - 05,E,,,'01
'108906042,NA,TRAVIS MIDDLE,N,N,NQ,HIDALGO,'108,A,MCALLEN ISD,'06 - 08,M,,,'01
'108906112,NA,WILSON EL,N,N,NQ,HIDALGO,'108,E,MCALLEN ISD,'PK - 05,E,,,'01
'108906113,NA,ZAVALA EL,N,C,NQ,HIDALGO,'108,E,MCALLEN ISD,'PK - 05,E,,,'01
'231901001,NQ,MCCAMEY H S,N,N,NQ,UPTON,'231,A,MCCAMEY ISD,'09 - 12,S,,,'18
'231901041,NA,MCCAMEY MIDDLE,N,N,NQ,UPTON,'231,A,MCCAMEY ISD,'05 - 08,M,,,'18
'231901102,NA,MCCAMEY PRI,N,N,NQ,UPTON,'231,E,MCCAMEY ISD,'PK - 04,E,,,'18
'011905101,NA,MCDADE EL,N,N,NQ,BASTROP,'011,A,MCDADE ISD,'PK - 07,E,,,'13
'161909004,NO,CHALLENGE ACADEMY,N,N,,MCLENNAN,'161,X,MCGREGOR ISD,'09 - 09,S,,,'12
'161909041,NA,ISBILL J H,N,N,NQ,MCLENNAN,'161,R,MCGREGOR ISD,'06 - 08,M,,,'12
