CAMPUS,CAMPNAME,REGION,CFLCHART,C_RATING,CSUPRATE,CIADDACK,CFLYRE,COUNTY,CNTYNAME,PAIRCAMP,PAIRNAME,GRDSPAN,GRDTYPE,DISTNAME
'205903103,BLASCHKE/SHELDON EL,'02,N,A,NA,NQ,N,'205,SAN PATRICIO,,,'04 - 06,E,INGLESIDE ISD
'205903102,ELIZABETH COOK PRI,'02,N,R,NA,NQ,N,'205,SAN PATRICIO,,BLASCHKE/SHELDON ELEM,'EE - 03,E,INGLESIDE ISD
'205903001,INGLESIDE H S,'02,N,A,NQ,NQ,N,'205,SAN PATRICIO,,,'09 - 12,S,INGLESIDE ISD
'205903042,LEON TAYLOR J H,'02,N,A,NA,NQ,N,'205,SAN PATRICIO,,,'07 - 08,M,INGLESIDE ISD
'133904101,INGRAM EL,'20,N,R,NA,NQ,N,'133,KERR,,,'EE - 05,E,INGRAM ISD
'133904041,INGRAM MIDDLE,'20,N,A,NA,NQ,N,'133,KERR,,,'06 - 08,M,INGRAM ISD
'133904001,INGRAM-TOM MOORE H S,'20,N,A,NQ,R,N,'133,KERR,,,'09 - 12,S,INGRAM ISD
'093903101,IOLA EL,'06,N,R,NA,NQ,N,'093,GRIMES,,,'EE - 06,E,IOLA ISD
'093903001,IOLA H S,'06,N,R,NQ,NQ,N,'093,GRIMES,,,'07 - 12,S,IOLA ISD
'243903101,BRADFORD EL,'09,N,R,NA,NQ,N,'243,WICHITA,,,'03 - 05,E,IOWA PARK CONS ISD
'243903001,IOWA PARK H S,'09,N,A,NQ,NQ,N,'243,WICHITA,,,'09 - 12,S,IOWA PARK CONS ISD
'243903041,IOWA PARK J H,'09,N,R,NA,NQ,N,'243,WICHITA,,,'06 - 08,M,IOWA PARK CONS ISD
'243903103,KIDWELL EL,'09,N,R,NA,NQ,N,'243,WICHITA,'243903101,BRADFORD EL,'EE - 02,E,IOWA PARK CONS ISD
'208903002,HOBBS ALTER ED CO-OP,'14,N,1,PE,,N,'208,SCURRY,,,'09 - 09,S,IRA ISD
'208903001,IRA SCHOOL,'14,N,E,AT,NQ,N,'208,SCURRY,,,'EE - 12,B,IRA ISD
'186903101,IRAAN EL,'18,N,A,NA,NQ,N,'186,PECOS,,,'PK - 05,E,IRAAN-SHEFFIELD ISD
'186903001,IRAAN H S,'18,N,R,NQ,NQ,N,'186,PECOS,,,'09 - 12,S,IRAAN-SHEFFIELD ISD
'186903041,IRAAN J H,'18,N,A,NA,M,N,'186,PECOS,,,'06 - 08,M,IRAAN-SHEFFIELD ISD
'186903002,T Y C SHEFFIELD CAMPUS,'18,N,2,PE,,N,'186,PECOS,,,'09 - 09,S,IRAAN-SHEFFIELD ISD
'018906001,IREDELL SCHOOL,'12,N,R,NQ,NQ,N,'018,BOSQUE,,,'PK - 12,B,IREDELL ISD
'118902101,IRION EL,'15,N,E,NA,NQ,N,'118,IRION,,,'PK - 05,E,IRION CO ISD
'118902001,IRION H S,'15,N,R,NQ,NQ,N,'118,IRION,,,'06 - 12,B,IRION CO ISD
'057912045,AUSTIN MIDDLE,'10,N,A,NA,R,N,'057,DALLAS,,,'06 - 08,M,IRVING ISD
'057912101,BARTON EL,'10,N,R,NA,NQ,N,'057,DALLAS,,,'EE - 05,E,IRVING ISD
'057912041,BOWIE MIDDLE,'10,N,A,NA,NQ,N,'057,DALLAS,,,'06 - 08,M,IRVING ISD
'057912116,BRANDENBURG EL,'10,N,R,NA,R,N,'057,DALLAS,,,'PK - 05,E,IRVING ISD
'057912103,BRITAIN EL,'10,N,A,NA,NQ,N,'057,DALLAS,,,'PK - 05,E,IRVING ISD
'057912102,BROWN EL,'10,N,R,NA,NQ,N,'057,DALLAS,,,'PK - 05,E,IRVING ISD
'057912042,CROCKETT MIDDLE,'10,N,A,NA,R,N,'057,DALLAS,,,'06 - 08,M,IRVING ISD
'057912121,DAVIS EL,'10,N,A,NA,NQ,N,'057,DALLAS,,,'PK - 05,E,IRVING ISD
'057912197,DEAF ED,'10,N,N,NR,,N,'057,DALLAS,,,'EE - 04,E,IRVING ISD
'057912118,ELLIOTT EL,'10,N,R,NA,NQ,N,'057,DALLAS,,,'PK - 05,E,IRVING ISD
'057912113,FARINE EL,'10,N,A,NA,R,N,'057,DALLAS,,,'EE - 05,E,IRVING ISD
'057912122,FRANKLIN MONROE GILBERT EL,'10,N,E,NA,R,N,'057,DALLAS,,,'EE - 05,E,IRVING ISD
'057912104,GILBERT TRANSITIONAL CTR,'10,N,N,NR,,N,'057,DALLAS,,,'04 - 11,B,IRVING ISD
'057912105,GOOD EL,'10,N,E,NA,NQ,N,'057,DALLAS,,,'PK - 05,E,IRVING ISD
'057912106,HALEY J EL,'10,N,R,NA,NQ,N,'057,DALLAS,,,'PK - 05,E,IRVING ISD
'057912107,HALEY T EL,'10,N,A,NA,NQ,N,'057,DALLAS,,,'PK - 05,E,IRVING ISD
'057912119,HANES EL,'10,N,A,NA,NQ,N,'057,DALLAS,,,'EE - 05,E,IRVING ISD
'057912199,HOMEBOUND,'10,N,N,NR,,N,'057,DALLAS,,,'EE - 11,B,IRVING ISD
'057912046,HOUSTON MIDDLE,'10,N,A,NA,NQ,N,'057,DALLAS,,,'06 - 08,M,IRVING ISD
'057912002,IRVING H S,'10,N,L,NE,NE,N,'057,DALLAS,,,'09 - 12,S,IRVING ISD
'057912108,JOHNSTON EL,'10,N,R,NA,NQ,N,'057,DALLAS,,,'PK - 05,E,IRVING ISD
'057912109,KEYES EL,'10,N,E,NA,NQ,N,'057,DALLAS,,,'EE - 05,E,IRVING ISD
'057912044,LAMAR MIDDLE,'10,N,R,NA,NQ,N,'057,DALLAS,,,'06 - 08,M,IRVING ISD
'057912698,LANGUAGE DEVEL CTR,'10,N,N,NR,,N,'057,DALLAS,,,'03 - 09,B,IRVING ISD
'057912111,LEE EL,'10,N,R,NA,M,N,'057,DALLAS,,,'EE - 05,E,IRVING ISD
'057912112,LIVELY EL,'10,N,A,NA,NQ,N,'057,DALLAS,,,'PK - 05,E,IRVING ISD
'057912003,MACARTHUR H S,'10,N,A,NQ,R,N,'057,DALLAS,,,'09 - 12,S,IRVING ISD
'057912004,NIMITZ H S,'10,N,A,NQ,R,N,'057,DALLAS,,,'09 - 12,S,IRVING ISD
'057912114,SCHULZE EL,'10,N,R,NA,R,N,'057,DALLAS,,,'PK - 05,E,IRVING ISD
'057912009,SECONDARY REASSIGN CTR,'10,N,N,NR,,N,'057,DALLAS,,,'06 - 09,M,IRVING ISD
'057912120,TOWNLEY EL,'10,N,R,NA,NQ,N,'057,DALLAS,,,'EE - 05,E,IRVING ISD
'057912043,TRAVIS MIDDLE,'10,N,A,NA,RM,N,'057,DALLAS,,,'06 - 08,M,IRVING ISD
'057912005,UNION BOWER CTR,'10,N,1,PE,,N,'057,DALLAS,,,'08 - 12,S,IRVING ISD
'070907001,ITALY H S,'10,N,R,NQ,NQ,N,'070,ELLIS,,,'07 - 12,S,ITALY ISD
'070907101,STAFFORD EL,'10,N,R,NA,NQ,N,'070,ELLIS,,,'PK - 06,E,ITALY ISD
'109907101,ITASCA EL,'12,N,E,NA,NQ,N,'109,HILL,,,'PK - 05,E,ITASCA ISD
'109907001,ITASCA H S,'12,N,R,NQ,NQ,N,'109,HILL,,,'09 - 12,S,ITASCA ISD
'109907041,ITASCA J H,'12,N,E,NA,RM,N,'109,HILL,,,'06 - 08,M,ITASCA ISD
'119902002,ALTER SCH,'09,N,1,PE,,N,'119,JACK,,,'09 - 12,S,JACKSBORO ISD
'119902101,JACKSBORO EL,'09,N,E,NA,R,N,'119,JACK,,,'EE - 05,E,JACKSBORO ISD
'119902001,JACKSBORO H S,'09,N,E,NQ,NQ,N,'119,JACK,,,'09 - 12,S,JACKSBORO ISD
'119902041,JOHN LOWRANCE MIDDLE,'09,N,R,NA,NQ,N,'119,JACK,,,'06 - 08,M,JACKSBORO ISD
'037904004,COMPASS CTR,'07,N,1,PE,,N,'037,CHEROKEE,,,'01 - 12,B,JACKSONVILLE ISD
'037904102,EAST SIDE EL,'07,N,A,NA,NQ,N,'037,CHEROKEE,,JACKSONVILLE INT.,'01 - 03,E,JACKSONVILLE ISD
'037904002,JACKSONVILLE H S,'07,N,A,NQ,NQ,N,'037,CHEROKEE,,,'09 - 12,S,JACKSONVILLE ISD
'037904103,JACKSONVILLE INT,'07,N,A,NA,NQ,N,'037,CHEROKEE,,,'04 - 05,E,JACKSONVILLE ISD
'037904042,JACKSONVILLE MIDDLE,'07,N,A,NA,NQ,N,'037,CHEROKEE,,,'06 - 08,M,JACKSONVILLE ISD
'037904104,WEST SIDE KIND,'07,N,N,NR,,N,'037,CHEROKEE,,,'EE - KG,E,JACKSONVILLE ISD
'037904105,WRIGHT EL,'07,N,A,NA,NQ,N,'037,CHEROKEE,,JACKSONVILLE INT.,'01 - 03,E,JACKSONVILLE ISD
'246907003,JARRELL ALTER ED PLACEMENT,'13,N,N,NR,,N,'246,WILLIAMSON,,,'09 - 09,S,JARRELL ISD
'246907101,JARRELL EL,'13,N,R,NA,NQ,N,'246,WILLIAMSON,,,'PK - 05,E,JARRELL ISD
'246907001,JARRELL H S,'13,N,A,NQ,NQ,N,'246,WILLIAMSON,,,'09 - 12,S,JARRELL ISD
'246907041,JARRELL MIDDLE,'13,N,A,NA,NQ,N,'246,WILLIAMSON,,,'06 - 08,M,JARRELL ISD
'121904104,J H ROWE EL,'05,N,A,NA,NQ,N,'121,JASPER,,,'03 - 05,E,JASPER ISD
'121904001,JASPER H S,'05,N,A,NQ,NQ,N,'121,JASPER,,,'09 - 12,S,JASPER ISD
'121904043,JASPER MIDDLE,'05,N,A,NA,NQ,N,'121,JASPER,,,'06 - 08,M,JASPER ISD
'121904103,PARNELL EL,'05,N,A,NA,NQ,N,'121,JASPER,'121904104,J H ROWE EL,'EE - 02,E,JASPER ISD
'132902101,JAYTON EL,'17,N,E,NA,NQ,N,'132,KENT,,,'KG - 06,E,JAYTON-GIRARD ISD
'132902001,JAYTON H S,'17,N,E,NQ,NQ,N,'132,KENT,,,'07 - 12,S,JAYTON-GIRARD ISD
'155901102,JEFFERSON EL,'08,N,A,NA,NQ,N,'155,MARION,,JEFFERSON MS,'EE - 03,E,JEFFERSON ISD
'155901002,JEFFERSON H S,'08,N,A,NQ,NQ,N,'155,MARION,,,'09 - 12,S,JEFFERSON ISD
'155901041,JEFFERSON MIDDLE,'08,N,A,NA,R,N,'155,MARION,,,'04 - 08,M,JEFFERSON ISD
'124901101,HEBBRONVILLE EL,'01,N,R,NA,NQ,N,'124,JIM HOGG,,,'EE - 05,E,JIM HOGG COUNTY ISD
'124901001,HEBBRONVILLE H S,'01,N,A,NQ,NQ,N,'124,JIM HOGG,,,'09 - 12,S,JIM HOGG COUNTY ISD
'124901041,HEBBRONVILLE J H,'01,N,R,NA,R,N,'124,JIM HOGG,,,'06 - 08,M,JIM HOGG COUNTY ISD
'221911102,BUFFALO GAP EL,'14,N,E,NA,R,N,'221,TAYLOR,,,'KG - 05,E,JIM NED CONS ISD
'221911002,CO-OP ALTER PROG,'14,N,1,PE,,N,'221,TAYLOR,,,'09 - 12,S,JIM NED CONS ISD
'221911001,JIM NED H S,'14,N,R,NQ,NQ,N,'221,TAYLOR,,,'09 - 12,S,JIM NED CONS ISD
'221911041,JIM NED MIDDLE,'14,N,E,NA,R,N,'221,TAYLOR,,,'06 - 08,M,JIM NED CONS ISD
'221911101,LAWN EL,'14,N,E,NA,NQ,N,'221,TAYLOR,,,'EE - 05,E,JIM NED CONS ISD
'210902102,JOAQUIN EL,'07,N,A,NA,NQ,N,'210,SHELBY,,,'PK - 06,E,JOAQUIN ISD
'210902001,JOAQUIN H S,'07,N,A,NQ,NQ,N,'210,SHELBY,,,'07 - 12,S,JOAQUIN ISD
'016901101,LYNDON B JOHNSON EL,'13,N,E,NA,NQ,N,'016,BLANCO,,,'EE - 04,E,JOHNSON CITY ISD
'016901001,LYNDON B JOHNSON H S,'13,N,E,NQ,NQ,N,'016,BLANCO,,,'09 - 12,S,JOHNSON CITY ISD
'016901041,LYNDON B JOHNSON MIDDLE,'13,N,R,NA,R,N,'016,BLANCO,,,'05 - 08,M,JOHNSON CITY ISD
'050909001,JONESBORO SCHOOL,'12,N,R,NQ,NQ,N,'050,CORYELL,,,'KG - 12,B,JONESBORO ISD
'126905103,A G ELDER EL,'11,N,A,NA,NQ,N,'126,JOHNSON,,,'01 - 04,E,JOSHUA ISD
'126905002,ACCELERATED LRN CTR,'11,N,1,PE,,N,'126,JOHNSON,,,'09 - 12,S,JOSHUA ISD
'126905101,H D STAPLES EL,'11,N,A,NA,NQ,N,'126,JOHNSON,'126905103,,'01 - 04,E,JOSHUA ISD
'126905001,JOSHUA H S,'11,N,A,NQ,NQ,N,'126,JOHNSON,,,'09 - 12,S,JOSHUA ISD
'126905105,JOSHUA INT,'11,N,A,NA,NQ,N,'126,JOHNSON,,,'05 - 06,M,JOSHUA ISD
'126905102,JOSHUA PRI,'11,N,N,NR,,N,'126,JOHNSON,,,'EE - KG,E,JOSHUA ISD
'126905041,R C LOFLIN MIDDLE,'11,N,A,NA,NQ,N,'126,JOHNSON,,,'07 - 08,M,JOSHUA ISD
'007902004,ATASCOSA CO ALTER SCHOOL,'20,N,N,NR,,N,'007,ATASCOSA,,,'09 - 11,S,JOURDANTON ISD
'007902002,BIGFOOT ALTER SCH,'20,N,3,PE,,N,'007,ATASCOSA,,,'07 - 11,S,JOURDANTON ISD
'007902101,JOURDANTON EL,'20,N,A,NA,NQ,N,'007,ATASCOSA,,,'PK - 05,E,JOURDANTON ISD
'007902001,JOURDANTON H S,'20,N,A,NQ,NQ,N,'007,ATASCOSA,,,'09 - 12,S,JOURDANTON ISD
'007902041,JOURDANTON J H,'20,N,A,NA,NQ,N,'007,ATASCOSA,,,'06 - 08,M,JOURDANTON ISD
'015916005,ALTER SCH,'20,N,1,PE,,N,'015,BEXAR,,,'06 - 11,B,JUDSON ISD
'015916006,BEXAR CO J J A E P,'20,N,N,NR,,N,'015,BEXAR,,,'08 - 08,M,JUDSON ISD
'015916112,CANDLEWOOD EL,'20,N,A,NA,NQ,N,'015,BEXAR,,,'PK - 05,E,JUDSON ISD
'015916101,CONVERSE EL,'20,N,A,NA,NQ,N,'015,BEXAR,,,'EE - 05,E,JUDSON ISD
'015916104,CORONADO VILLAGE EL,'20,N,E,NA,NQ,N,'015,BEXAR,,,'KG - 05,E,JUDSON ISD
'015916106,CRESTVIEW EL,'20,N,R,NA,NQ,N,'015,BEXAR,,,'KG - 05,E,JUDSON ISD
'015916103,ED FRANZ EL,'20,N,A,NA,NQ,N,'015,BEXAR,,,'KG - 05,E,JUDSON ISD
'015916113,ELOLF EL,'20,N,A,NA,NQ,N,'015,BEXAR,,,'PK - 05,E,JUDSON ISD
'015916102,HOPKINS EL,'20,N,R,NA,NQ,N,'015,BEXAR,,,'PK - 05,E,JUDSON ISD
'015916001,JUDSON H S,'20,N,A,NQ,R,N,'015,BEXAR,,,'09 - 12,S,JUDSON ISD
'015916003,JUDSON LEARNING ACAD,'20,N,1,PE,,N,'015,BEXAR,,,'11 - 12,S,JUDSON ISD
'015916041,KIRBY MIDDLE,'20,N,A,NA,NQ,N,'015,BEXAR,,,'06 - 08,M,JUDSON ISD
'015916042,KITTY HAWK MIDDLE,'20,N,R,NA,NQ,N,'015,BEXAR,,,'06 - 08,M,JUDSON ISD
'015916111,MILLER POINT EL,'20,N,R,NA,NQ,N,'015,BEXAR,,,'KG - 05,E,JUDSON ISD
'015916109,OLYMPIA EL,'20,N,R,NA,NQ,N,'015,BEXAR,,,'KG - 05,E,JUDSON ISD
'015916105,PARK VILLAGE EL,'20,N,A,NA,NQ,N,'015,BEXAR,,,'PK - 05,E,JUDSON ISD
'015916110,SPRING MEADOWS EL,'20,N,A,NA,NQ,N,'015,BEXAR,,,'KG - 05,E,JUDSON ISD
'015916004,THOMPSON CTR,'20,N,N,NR,,N,'015,BEXAR,,,'KG - 09,B,JUDSON ISD
'015916107,WOODLAKE EL,'20,N,E,NA,NQ,N,'015,BEXAR,,,'KG - 05,E,JUDSON ISD
'015916043,WOODLAKE HILLS MIDDLE,'20,N,A,NA,NQ,N,'015,BEXAR,,,'06 - 08,M,JUDSON ISD
'134901101,JUNCTION EL,'15,N,R,NA,M,N,'134,KIMBLE,,,'KG - 05,E,JUNCTION ISD
'134901001,JUNCTION H S,'15,N,A,NQ,NQ,N,'134,KIMBLE,,,'09 - 12,S,JUNCTION ISD
'134901041,JUNCTION MIDDLE,'15,N,R,NA,M,N,'134,KIMBLE,,,'06 - 08,M,JUNCTION ISD
'102901103,KARNACK EL,'07,N,A,NA,NQ,N,'102,HARRISON,,,'PK - 06,E,KARNACK ISD
'102901002,KARNACK H S,'07,N,A,NQ,NQ,N,'102,HARRISON,,,'07 - 12,S,KARNACK ISD
'128901001,KARNES CITY H S,'03,N,E,NQ,NQ,N,'128,KARNES,,,'09 - 12,S,KARNES CITY ISD
'128901041,KARNES CITY J H,'03,N,A,NA,NQ,N,'128,KARNES,,,'06 - 08,M,KARNES CITY ISD
'128901105,ROGER E SIDES EL,'03,N,A,NA,NQ,N,'128,KARNES,,,'PK - 05,E,KARNES CITY ISD
'101914106,BEAR CREEK EL,'04,N,E,NA,NQ,N,'101,HARRIS,,,'KG - 05,E,KATY ISD
'101914107,CIMARRON EL,'04,N,R,NA,NQ,N,'101,HARRIS,,,'KG - 05,E,KATY ISD
'101914108,DIANE WINBORN EL,'04,N,E,NA,NQ,N,'101,HARRIS,,,'KG - 05,E,KATY ISD
'101914114,EDNA MAE FIELDER EL,'04,N,E,NA,RM,N,'101,HARRIS,,,'KG - 05,E,KATY ISD
'101914112,HAZEL S PATTISON EL,'04,N,E,NA,NQ,N,'101,HARRIS,,,'EE - 05,E,KATY ISD
'101914115,JEANETTE HAYES EL,'04,N,E,NA,R,N,'101,HARRIS,,,'EE - 05,E,KATY ISD
'101914102,KATY EL,'04,N,E,NA,RM,N,'101,HARRIS,,,'EE - 05,E,KATY ISD
'101914001,KATY H S,'04,N,R,NQ,NQ,N,'101,HARRIS,,,'09 - 12,S,KATY ISD
'101914041,KATY J H,'04,N,A,NA,NQ,N,'101,HARRIS,,,'06 - 08,M,KATY ISD
'101914006,KRAUSE CENTER,'04,N,N,NR,,N,'101,HARRIS,,,'06 - 12,B,KATY ISD
'101914113,LORAINE T GOLBOW EL,'04,N,E,NA,R,N,'101,HARRIS,,,'EE - 05,E,KATY ISD
'101914101,MAURICE L WOLFE EL,'04,N,R,NA,R,N,'101,HARRIS,,,'EE - 05,E,KATY ISD
'101914111,MAYDE CREEK EL,'04,N,R,NA,NQ,N,'101,HARRIS,,,'EE - 05,E,KATY ISD
'101914005,MAYDE CREEK H S,'04,N,A,NQ,NQ,N,'101,HARRIS,,,'09 - 12,S,KATY ISD
'101914043,MAYDE CREEK J H,'04,N,A,NA,NQ,N,'101,HARRIS,,,'06 - 08,M,KATY ISD
'101914116,MCROBERTS EL,'04,N,R,NA,NQ,N,'101,HARRIS,,,'EE - 05,E,KATY ISD
'101914104,MEMORIAL PARKWAY EL,'04,N,R,NA,NQ,N,'101,HARRIS,,,'EE - 05,E,KATY ISD
'101914044,MEMORIAL PARKWAY J H,'04,N,E,NA,NQ,N,'101,HARRIS,,,'06 - 08,M,KATY ISD
'101914109,NOTTINGHAM COUNTRY EL,'04,N,E,NA,M,N,'101,HARRIS,,,'KG - 05,E,KATY ISD
'101914003,OPPORT AWARENESS CTR,'04,N,1,PE,,N,'101,HARRIS,,,'07 - 12,S,KATY ISD
'101914046,RODGER & ELLEN BECK J H,'04,N,E,NA,R,N,'101,HARRIS,,,'06 - 08,M,KATY ISD
'101914110,SUNDOWN EL,'04,N,A,NA,NQ,N,'101,HARRIS,,,'EE - 05,E,KATY ISD
'101914045,T H MCDONALD J H,'04,N,R,NA,NQ,N,'101,HARRIS,,,'06 - 08,M,KATY ISD
'101914002,TAYLOR H S,'04,N,E,AC,NQ,N,'101,HARRIS,,,'09 - 12,S,KATY ISD
'101914103,WEST MEMORIAL EL,'04,N,E,NA,RM,N,'101,HARRIS,,,'EE - 05,E,KATY ISD
'101914042,WEST MEMORIAL J H,'04,N,R,NA,M,N,'101,HARRIS,,,'06 - 08,M,KATY ISD
'101914105,ZELMA HUTSELL EL,'04,N,R,NA,RM,N,'101,HARRIS,,,'EE - 05,E,KATY ISD
'129903002,ACCELERATED LRN CTR,'10,N,2,PE,,N,'129,KAUFMAN,,,'07 - 10,S,KAUFMAN ISD
'129903104,DAY TREATMENT CTR,'10,N,N,NR,,N,'129,KAUFMAN,,,'09 - 11,S,KAUFMAN ISD
'129903001,KAUFMAN H S,'10,N,A,NQ,R,N,'129,KAUFMAN,,,'09 - 12,S,KAUFMAN ISD
'129903102,LUCILLE NASH EL,'10,N,R,NA,R,N,'129,KAUFMAN,,,'05 - 06,M,KAUFMAN ISD
'129903103,MONDAY PRI,'10,N,R,NA,NQ,N,'129,KAUFMAN,'129903101,PHILLIPS EL,'EE - 01,E,KAUFMAN ISD
'129903041,NORMAN J H,'10,N,A,NA,NQ,N,'129,KAUFMAN,,,'07 - 11,S,KAUFMAN ISD
'129903101,PHILLIPS EL,'10,N,R,NA,NQ,N,'129,KAUFMAN,,,'01 - 04,E,KAUFMAN ISD
'126906002,ALTER LEARNING CTR,'11,N,1,PE,,N,'126,JOHNSON,,,'05 - 12,B,KEENE ISD
'126906101,KEENE EL,'11,N,R,NA,NQ,N,'126,JOHNSON,,,'EE - 04,E,KEENE ISD
'126906001,KEENE H S,'11,N,R,NQ,NQ,N,'126,JOHNSON,,,'09 - 12,S,KEENE ISD
'126906104,KEENE INT,'11,N,R,NA,NQ,N,'126,JOHNSON,,,'05 - 06,M,KEENE ISD
'126906041,KEENE J H,'11,N,E,NA,NQ,N,'126,JOHNSON,,,'07 - 08,M,KEENE ISD
'220907104,BEAR CREEK INT,'11,N,E,NA,R,N,'220,TARRANT,,,'05 - 06,M,KELLER ISD
'220907107,CHISHOLM TRAIL INT,'11,N,R,NA,R,N,'220,TARRANT,,,'05 - 06,M,KELLER ISD
'220907102,FLORENCE EL,'11,N,E,NA,R,N,'220,TARRANT,,,'EE - 04,E,KELLER ISD
'220907042,FOSSIL HILL MIDDLE,'11,N,A,NA,NQ,N,'220,TARRANT,,,'07 - 08,M,KELLER ISD
'220907002,FOSSIL RIDGE H S,'11,N,R,NA,R,N,'220,TARRANT,,,'09 - 12,S,KELLER ISD
'220907106,HERITAGE EL,'11,N,A,NA,NQ,N,'220,TARRANT,,,'EE - 04,E,KELLER ISD
'220907001,KELLER H S,'11,N,R,NQ,NQ,N,'220,TARRANT,,,'09 - 12,S,KELLER ISD
'220907041,KELLER MIDDLE,'11,N,E,NA,NQ,N,'220,TARRANT,,,'07 - 08,M,KELLER ISD
'220907101,KELLER-HARVEL EL,'11,N,R,NA,NQ,N,'220,TARRANT,,,'KG - 04,E,KELLER ISD
'220907039,NEW DIRECTIONS LRN CTR,'11,N,1,PE,,N,'220,TARRANT,,,'09 - 12,S,KELLER ISD
'220907109,PARK GLEN EL,'11,N,R,NA,R,N,'220,TARRANT,,,'KG - 04,E,KELLER ISD
'220907103,PARKVIEW EL,'11,N,A,NA,NQ,N,'220,TARRANT,,,'PK - 04,E,KELLER ISD
'220907108,SHADY GROVE EL,'11,N,E,NA,NQ,N,'220,TARRANT,,,'EE - 04,E,KELLER ISD
'220907105,WHITLEY ROAD EL,'11,N,A,NA,NQ,N,'220,TARRANT,,,'EE - 04,E,KELLER ISD
'220907110,WILLIS LANE EL,'11,N,E,NA,NQ,N,'220,TARRANT,,,'KG - 04,E,KELLER ISD
'242905001,KELTON SCHOOL,'16,N,E,NA,NQ,N,'242,WHEELER,,,'PK - 06,E,KELTON ISD
'129904001,KEMP H S,'10,N,R,NQ,R,N,'129,KAUFMAN,,,'09 - 12,S,KEMP ISD
'129904102,KEMP INT,'10,N,A,NA,NQ,N,'129,KAUFMAN,,,'04 - 06,E,KEMP ISD
'129904041,KEMP J H,'10,N,A,NA,NQ,N,'129,KAUFMAN,,,'07 - 08,M,KEMP ISD
'129904101,KEMP PRI,'10,N,A,NA,NQ,N,'129,KAUFMAN,,KEMP INT.,'PK - 03,E,KEMP ISD
'079908101,POWELL POINT EL,'04,N,A,NA,NQ,N,'079,FORT BEND,,,'PK - 06,E,KENDLETON ISD
'131001103,SARITA EL,'02,N,E,NA,NQ,N,'131,KENEDY,,,'PK - 06,E,KENEDY COUNTY WIDE CSD
'128902002,KARNES COUNTY ACAD,'03,N,1,PE,,N,'128,KARNES,,,'09 - 12,S,KENEDY ISD
'128902104,KENEDY EL,'03,N,A,NA,NQ,N,'128,KARNES,,,'PK - 05,E,KENEDY ISD
'128902001,KENEDY H S,'03,N,R,NQ,NQ,N,'128,KARNES,,,'09 - 12,S,KENEDY ISD
'128902041,KENEDY MIDDLE,'03,N,A,NA,NQ,N,'128,KARNES,,,'06 - 08,M,KENEDY ISD
'113906101,KENNARD EL,'06,N,A,NA,NQ,N,'113,HOUSTON,,,'PK - 06,E,KENNARD ISD
'113906001,KENNARD H S,'06,N,A,NQ,NQ,N,'113,HOUSTON,,,'07 - 12,S,KENNARD ISD
'220914101,JAMES A ARTHUR EL,'11,N,A,NA,NQ,N,'220,TARRANT,,,'04 - 06,E,KENNEDALE ISD
'220914102,JAMES F DELANEY PRI,'11,N,E,NA,NQ,N,'220,TARRANT,,JAMES A. ARTHUR ELEM,'EE - 03,E,KENNEDALE ISD
'220914001,KENNEDALE H S,'11,N,R,NQ,NQ,N,'220,TARRANT,,,'09 - 12,S,KENNEDALE ISD
'220914041,KENNEDALE J H,'11,N,R,NA,NQ,N,'220,TARRANT,,,'07 - 08,M,KENNEDALE ISD
'220914103,R F PATTERSON EL,'11,N,A,NA,NQ,N,'220,TARRANT,,,'KG - 06,E,KENNEDALE ISD
'175907001,KERENS SCHOOL,'12,N,A,NQ,NQ,N,'175,NAVARRO,,,'EE - 12,B,KERENS ISD
'248901102,EAST PRI,'18,N,A,NA,NQ,N,'248,WINKLER,'248901104,PURPLE SAGE EL,'KG - 02,E,KERMIT ISD
'248901001,KERMIT H S,'18,N,A,NQ,NQ,N,'248,WINKLER,,,'09 - 12,S,KERMIT ISD
'248901041,KERMIT J H,'18,N,A,NA,NQ,N,'248,WINKLER,,,'06 - 08,M,KERMIT ISD
'248901104,PURPLE SAGE EL,'18,N,A,NA,NQ,N,'248,WINKLER,,,'EE - 05,E,KERMIT ISD
'133903101,DANIELS EL,'20,N,R,NA,R,N,'133,KERR,,,'KG - 04,E,KERRVILLE ISD
'133903107,HEADSTART,'20,N,N,NR,,N,'133,KERR,,,'PK - PK,E,KERRVILLE ISD
'133903106,K C J D T,'20,N,1,PE,,N,'133,KERR,,,'07 - 11,S,KERRVILLE ISD
'133903105,MENTORING/LEARNING CTR,'20,N,1,PE,,N,'133,KERR,,,'09 - 12,S,KERRVILLE ISD
'133903103,NIMITZ EL,'20,N,A,NA,NQ,N,'133,KERR,,,'EE - 04,E,KERRVILLE ISD
'133903041,PETERSON MIDDLE,'20,N,A,NA,NQ,N,'133,KERR,,,'07 - 08,M,KERRVILLE ISD
'133903102,STARKEY EL,'20,N,R,NA,NQ,N,'133,KERR,,,'PK - 04,E,KERRVILLE ISD
'133903001,TIVY H S,'20,N,A,NQ,NQ,N,'133,KERR,,,'09 - 12,S,KERRVILLE ISD
'133903104,TIVY UPPER EL,'20,N,R,NA,R,N,'133,KERR,,,'05 - 06,M,KERRVILLE ISD
'092902101,CHANDLER EL,'07,N,A,NA,R,N,'092,GREGG,,KILGORE INT.,'01 - 03,E,KILGORE ISD
