CAMPUS,CAMPNAME,REGION,CFLCHART,C_RATING,CSUPRATE,CIADDACK,CFLYRE,COUNTY,CNTYNAME,PAIRCAMP,PAIRNAME,GRDSPAN,GRDTYPE,DISTNAME
'178904141,YEAGER EL,'02,N,R,NA,NQ,N,'178,NUECES,,,'EE - 05,E,CORPUS CHRISTI ISD
'178904142,ZAVALA EL,'02,N,A,NA,NQ,N,'178,NUECES,,,'EE - 05,E,CORPUS CHRISTI ISD
'187904103,CORRIGAN-CAMDEN EL,'06,N,A,NA,NQ,N,'187,POLK,,,'03 - 06,E,CORRIGAN-CAMDEN ISD
'187904001,CORRIGAN-CAMDEN H S,'06,N,R,NQ,NQ,N,'187,POLK,,,'09 - 12,S,CORRIGAN-CAMDEN ISD
'187904041,CORRIGAN-CAMDEN J H,'06,N,A,NA,NQ,N,'187,POLK,,,'07 - 08,M,CORRIGAN-CAMDEN ISD
'187904104,CORRIGAN-CAMDEN PRI,'06,N,A,NA,NQ,N,'187,POLK,'187904103,CORRIGAN-CAMDEN EL,'PK - 02,E,CORRIGAN-CAMDEN ISD
'175903002,ALPHA LEARNING CTR,'12,N,1,PE,,N,'175,NAVARRO,,,'EE - 12,B,CORSICANA ISD
'175903101,BOWIE EL,'12,N,A,NA,NQ,N,'175,NAVARRO,,,'KG - 04,E,CORSICANA ISD
'175903107,CARROLL EL,'12,N,A,NA,NQ,N,'175,NAVARRO,,,'EE - 04,E,CORSICANA ISD
'175903041,COLLINS MIDDLE,'12,N,A,NA,NQ,N,'175,NAVARRO,,,'07 - 08,M,CORSICANA ISD
'175903001,CORSICANA H S,'12,N,A,NQ,R,N,'175,NAVARRO,,,'09 - 12,S,CORSICANA ISD
'175903042,DRANE INT,'12,N,A,NA,NQ,N,'175,NAVARRO,,,'05 - 08,M,CORSICANA ISD
'175903103,FANNIN EL,'12,N,R,NA,NQ,N,'175,NAVARRO,,,'KG - 04,E,CORSICANA ISD
'175903104,HOUSTON EL,'12,N,A,NA,NQ,N,'175,NAVARRO,,,'EE - 04,E,CORSICANA ISD
'175903106,LEE EL,'12,N,A,NA,NQ,N,'175,NAVARRO,,,'KG - 04,E,CORSICANA ISD
'175903108,TRAVIS EL,'12,N,A,NA,NQ,N,'175,NAVARRO,,,'KG - 04,E,CORSICANA ISD
'095902001,COTTON CENTER SCHOOL,'17,N,E,NQ,R,N,'095,HALE,,,'PK - 12,B,COTTON CENTER ISD
'142901102,BURKS EL,'20,N,A,NA,NQ,N,'142,LA SALLE,,,'02 - 05,E,COTULLA ISD
'142901001,COTULLA H S,'20,N,A,NQ,NQ,N,'142,LA SALLE,,,'09 - 12,S,COTULLA ISD
'142901104,ENCINAL EL,'20,N,E,NA,NQ,N,'142,LA SALLE,,,'PK - 04,E,COTULLA ISD
'142901041,FRANK NEWMAN MIDDLE,'20,N,A,NA,NQ,N,'142,LA SALLE,,,'06 - 08,M,COTULLA ISD
'142901003,JUVENILE JUSTICE CTR,'20,N,2,PE,,N,'142,LA SALLE,,,'07 - 11,S,COTULLA ISD
'142901101,RAMIREZ EL,'20,N,A,NA,NQ,N,'142,LA SALLE,'142901102,BURKS EL,'EE - 01,E,COTULLA ISD
'246914101,COUPLAND EL,'13,N,E,NA,NQ,N,'246,WILLIAMSON,,,'KG - 08,E,COUPLAND ISD
'109903001,COVINGTON SCHOOL,'12,N,A,NQ,NQ,N,'109,HILL,,,'PK - 12,B,COVINGTON ISD
'129901002,CRANDALL ALTER CTR,'10,N,1,PE,,N,'129,KAUFMAN,,,'08 - 12,S,CRANDALL ISD
'129901101,CRANDALL EL,'10,N,R,NA,NQ,N,'129,KAUFMAN,,,'EE - 04,E,CRANDALL ISD
'129901001,CRANDALL H S,'10,N,R,NQ,NQ,N,'129,KAUFMAN,,,'09 - 12,S,CRANDALL ISD
'129901102,CRANDALL INT,'10,N,R,NA,RM,N,'129,KAUFMAN,,,'05 - 06,M,CRANDALL ISD
'129901041,L F RAYNES MIDDLE,'10,N,R,NA,NQ,N,'129,KAUFMAN,,,'07 - 08,M,CRANDALL ISD
'052901101,CRANE EL,'18,N,R,NA,NQ,N,'052,CRANE,,,'EE - 05,E,CRANE ISD
'052901001,CRANE H S,'18,N,A,NQ,NQ,N,'052,CRANE,,,'09 - 12,S,CRANE ISD
'052901041,CRANE MIDDLE,'18,N,A,NA,NQ,N,'052,CRANE,,,'06 - 08,M,CRANE ISD
'018908001,CRANFILLS GAP SCHOOL,'12,N,R,NQ,NQ,N,'018,BOSQUE,,,'EE - 12,B,CRANFILLS GAP ISD
'161901004,CHALLENGE ACADEMY,'12,N,N,NR,,N,'161,MCLENNAN,,,'12 - 12,S,CRAWFORD ISD
'161901101,CRAWFORD EL,'12,N,E,NA,NQ,N,'161,MCLENNAN,,,'EE - 06,E,CRAWFORD ISD
'161901001,CRAWFORD H S,'12,N,E,NQ,NQ,N,'161,MCLENNAN,,,'07 - 12,S,CRAWFORD ISD
'053001001,OZONA H S,'15,N,R,NQ,NQ,N,'053,CROCKETT,,,'09 - 12,S,CROCKETT CO CONS CSD
'053001101,OZONA INT,'15,N,A,NA,NQ,N,'053,CROCKETT,,,'03 - 05,E,CROCKETT CO CONS CSD
'053001041,OZONA MIDDLE,'15,N,R,NA,R,N,'053,CROCKETT,,,'06 - 08,M,CROCKETT CO CONS CSD
'053001102,OZONA PRI,'15,N,A,NA,NQ,N,'053,CROCKETT,'053001101,OZONA INT,'PK - 02,E,CROCKETT CO CONS CSD
'113901003,CROCKETT ALTER ED CTR,'06,N,1,PE,,N,'113,HOUSTON,,,'02 - 12,B,CROCKETT ISD
'113901102,CROCKETT EL,'06,N,A,NA,NQ,N,'113,HOUSTON,,,'01 - 04,E,CROCKETT ISD
'113901002,CROCKETT H S,'06,N,A,NQ,NQ,N,'113,HOUSTON,,,'09 - 12,S,CROCKETT ISD
'113901104,CROCKETT INT,'06,N,A,NA,NQ,N,'113,HOUSTON,,,'05 - 06,M,CROCKETT ISD
'113901041,CROCKETT J H,'06,N,A,NA,NQ,N,'113,HOUSTON,,,'07 - 08,M,CROCKETT ISD
'113901105,EARLY CHILDHOOD CTR,'06,N,N,NR,,N,'113,HOUSTON,,,'EE - KG,E,CROCKETT ISD
'101906103,BARRETT PRI,'04,N,A,NA,NQ,N,'101,HARRIS,'101906101,NEWPORT EL,'01 - 02,E,CROSBY ISD
'101906001,CROSBY H S,'04,N,A,NQ,NQ,N,'101,HARRIS,,,'09 - 12,S,CROSBY ISD
'101906102,CROSBY KIND,'04,N,N,NR,,N,'101,HARRIS,,,'EE - KG,E,CROSBY ISD
'101906042,CROSBY MIDDLE,'04,N,A,NA,NQ,N,'101,HARRIS,,,'07 - 08,M,CROSBY ISD
'101906104,DREW INT,'04,N,A,NA,NQ,N,'101,HARRIS,,,'05 - 06,M,CROSBY ISD
'101906101,NEWPORT EL,'04,N,A,NA,NQ,N,'101,HARRIS,,,'03 - 04,E,CROSBY ISD
'054901300,CAP ROCK CO LRN CO-OP,'17,N,1,PE,,N,'054,CROSBY,,,'09 - 11,S,CROSBYTON ISD
'054901101,CROSBYTON EL,'17,N,A,NA,NQ,N,'054,CROSBY,,,'EE - 05,E,CROSBYTON ISD
'054901001,CROSBYTON H S,'17,N,A,NQ,NQ,N,'054,CROSBY,,,'09 - 12,S,CROSBYTON ISD
'054901041,CROSBYTON MIDDLE,'17,N,A,NA,NQ,N,'054,CROSBY,,,'06 - 08,M,CROSBYTON ISD
'054901200,SP ED CO-OP,'17,N,N,NR,,N,'054,CROSBY,,,'EE - 12,B,CROSBYTON ISD
'030901101,CROSS PLAINS EL,'14,N,A,NA,NQ,N,'030,CALLAHAN,,,'EE - 06,E,CROSS PLAINS ISD
'030901001,CROSS PLAINS H S,'14,N,A,NQ,NQ,N,'030,CALLAHAN,,,'07 - 12,S,CROSS PLAINS ISD
'107904101,CROSS ROADS EL,'07,N,R,NA,NQ,N,'107,HENDERSON,,,'KG - 05,E,CROSS ROADS ISD
'107904001,CROSS ROADS H S,'07,N,A,NQ,NQ,N,'107,HENDERSON,,,'09 - 12,S,CROSS ROADS ISD
'107904041,CROSS ROADS J H,'07,N,R,NA,NQ,N,'107,HENDERSON,,,'06 - 08,M,CROSS ROADS ISD
'078901101,CROWELL EL,'09,N,A,NA,NQ,N,'078,FOARD,,,'EE - 06,E,CROWELL ISD
'078901001,CROWELL H S,'09,N,A,NQ,NQ,N,'078,FOARD,,,'07 - 12,S,CROWELL ISD
'220912101,BESS RACE EL,'11,N,E,NA,NQ,N,'220,TARRANT,,,'EE - 06,E,CROWLEY ISD
'220912001,CROWLEY H S,'11,N,A,NQ,R,N,'220,TARRANT,,,'09 - 12,S,CROWLEY ISD
'220912042,CROWLEY MIDDLE,'11,N,R,NA,R,N,'220,TARRANT,,,'07 - 08,M,CROWLEY ISD
'220912103,DEER CREEK EL,'11,N,E,NA,NQ,N,'220,TARRANT,,,'EE - 06,E,CROWLEY ISD
'220912041,H F STEVENS MIDDLE,'11,N,R,NA,NQ,N,'220,TARRANT,,,'07 - 08,M,CROWLEY ISD
'220912105,JACKIE CARDEN EL,'11,N,R,NA,RM,N,'220,TARRANT,,,'EE - 06,E,CROWLEY ISD
'220912104,MEADOWCREEK EL,'11,N,A,NA,NQ,N,'220,TARRANT,,,'EE - 06,E,CROWLEY ISD
'220912107,OAKMONT EL,'11,N,R,NA,M,N,'220,TARRANT,,,'EE - 06,E,CROWLEY ISD
'220912106,PARKWAY EL,'11,N,R,NA,R,N,'220,TARRANT,,,'EE - 06,E,CROWLEY ISD
'220912102,SYCAMORE EL,'11,N,E,NA,R,N,'220,TARRANT,,,'PK - 06,E,CROWLEY ISD
'254901002,ALTER SCH,'20,N,1,PE,,N,'254,ZAVALA,,,'09 - 12,S,CRYSTAL CITY ISD
'254901104,BENITO JUAREZ EL,'20,N,A,NA,NQ,N,'254,ZAVALA,,,'04 - 05,E,CRYSTAL CITY ISD
'254901001,CRYSTAL CITY H S,'20,N,A,NQ,NQ,N,'254,ZAVALA,,,'09 - 12,S,CRYSTAL CITY ISD
'254901042,FLY J H,'20,N,A,NA,NQ,N,'254,ZAVALA,,,'06 - 08,M,CRYSTAL CITY ISD
'254901101,TOMAS RIVERA/ZAVALA EL,'20,N,A,NA,NQ,N,'254,ZAVALA,,BENITO JUAREZ EL,'EE - 03,E,CRYSTAL CITY ISD
'062901001,CUERO H S,'03,N,A,NQ,NQ,N,'062,DEWITT,,,'09 - 12,S,CUERO ISD
'062901041,CUERO J H,'03,N,R,NA,NQ,N,'062,DEWITT,,,'06 - 08,M,CUERO ISD
'062901199,DAULE # 2,'03,N,N,NR,,N,'062,DEWITT,,,'EE - 11,B,CUERO ISD
'062901104,FRENCH EL,'03,N,A,NA,NQ,N,'062,DEWITT,'062901101,HUNT EL,'KG - 01,E,CUERO ISD
'062901002,G O A L S PROGRAM,'03,N,N,NR,,N,'062,DEWITT,,,'06 - 09,M,CUERO ISD
'062901101,HUNT EL,'03,N,A,NA,NQ,N,'062,DEWITT,,,'02 - 05,E,CUERO ISD
'055901102,EAGLE EL,'18,N,R,NA,NQ,N,'055,CULBERSON,,,'PK - 05,E,CULBERSON COUNTY-ALLAMOORE ISD
'055901002,EAGLE MT ACAD,'18,N,2,PE,,N,'055,CULBERSON,,,'07 - 12,S,CULBERSON COUNTY-ALLAMOORE ISD
'055901001,VAN HORN H S,'18,N,A,NA,NQ,N,'055,CULBERSON,,,'09 - 12,S,CULBERSON COUNTY-ALLAMOORE ISD
'055901041,VAN HORN J H,'18,N,R,NA,NQ,N,'055,CULBERSON,,,'06 - 08,M,CULBERSON COUNTY-ALLAMOORE ISD
'112905101,CUMBY EL,'08,N,R,NA,NQ,N,'112,HOPKINS,,,'KG - 06,E,CUMBY ISD
'112905001,CUMBY H S,'08,N,A,NQ,R,N,'112,HOPKINS,,,'07 - 12,S,CUMBY ISD
'174902002,CUSHING EL,'07,N,R,NA,NQ,N,'174,NACOGDOCHES,,,'EE - 05,E,CUSHING ISD
'174902001,CUSHING SCHOOL,'07,N,E,NQ,R,N,'174,NACOGDOCHES,,,'06 - 12,B,CUSHING ISD
'101907060,ADAPTIVE BEHAVIOR CTR,'04,N,N,NR,,N,'101,HARRIS,,,'06 - 12,B,CYPRESS-FAIRBANKS ISD
'101907006,ALTER LRN CTR,'04,N,1,PE,,N,'101,HARRIS,,,'06 - 12,B,CYPRESS-FAIRBANKS ISD
'101907041,ARNOLD J H,'04,N,E,NA,NQ,N,'101,HARRIS,,,'06 - 08,M,CYPRESS-FAIRBANKS ISD
'101907133,AULT EL,'04,N,E,NA,NQ,N,'101,HARRIS,,,'EE - 05,E,CYPRESS-FAIRBANKS ISD
'101907107,B F ADAM EL,'04,N,E,NA,NQ,N,'101,HARRIS,,,'EE - 05,E,CYPRESS-FAIRBANKS ISD
'101907101,BANE EL,'04,N,A,NA,NQ,N,'101,HARRIS,,,'EE - 05,E,CYPRESS-FAIRBANKS ISD
'101907125,BANG EL,'04,N,E,NA,R,N,'101,HARRIS,,,'EE - 05,E,CYPRESS-FAIRBANKS ISD
'101907043,BLEYL J H,'04,N,A,NA,NQ,N,'101,HARRIS,,,'06 - 08,M,CYPRESS-FAIRBANKS ISD
'101907044,CAMPBELL J H,'04,N,A,NA,NQ,N,'101,HARRIS,,,'06 - 08,M,CYPRESS-FAIRBANKS ISD
'101907040,CARLTON PRE-VOC CTR,'04,N,N,NR,,N,'101,HARRIS,,,'06 - 12,B,CYPRESS-FAIRBANKS ISD
'101907047,COOK J H,'04,N,A,NA,NQ,N,'101,HARRIS,,,'06 - 08,M,CYPRESS-FAIRBANKS ISD
'101907130,COPELAND EL,'04,N,E,NA,NQ,N,'101,HARRIS,,,'EE - 05,E,CYPRESS-FAIRBANKS ISD
'101907002,CY-FAIR H S,'04,N,R,NQ,R,N,'101,HARRIS,,,'09 - 12,S,CYPRESS-FAIRBANKS ISD
'101907004,CYPRESS CREEK H S,'04,N,A,NQ,R,N,'101,HARRIS,,,'09 - 12,S,CYPRESS-FAIRBANKS ISD
'101907007,CYPRESS FALLS H S,'04,N,A,NQ,R,N,'101,HARRIS,,,'09 - 12,S,CYPRESS-FAIRBANKS ISD
'101907009,CYPRESS SPRINGS H S,'04,N,R,NA,R,N,'101,HARRIS,,,'09 - 10,S,CYPRESS-FAIRBANKS ISD
'101907037,CYPRESS-FAIRBANKS J J A E P,'04,N,N,NR,,N,'101,HARRIS,,,'08 - 11,S,CYPRESS-FAIRBANKS ISD
'101907042,DEAN J H,'04,N,A,NA,R,N,'101,HARRIS,,,'06 - 08,M,CYPRESS-FAIRBANKS ISD
'101907120,EMMOTT EL,'04,N,E,NA,NQ,N,'101,HARRIS,,,'EE - 05,E,CYPRESS-FAIRBANKS ISD
'101907124,FIEST EL,'04,N,E,NA,R,N,'101,HARRIS,,,'EE - 05,E,CYPRESS-FAIRBANKS ISD
'101907112,FRANCONE EL,'04,N,R,NA,NQ,N,'101,HARRIS,,,'EE - 05,E,CYPRESS-FAIRBANKS ISD
'101907117,FRAZIER EL,'04,N,R,NA,NQ,N,'101,HARRIS,,,'EE - 05,E,CYPRESS-FAIRBANKS ISD
'101907128,HAIRGROVE EL,'04,N,R,NA,NQ,N,'101,HARRIS,,,'EE - 05,E,CYPRESS-FAIRBANKS ISD
'101907126,HAMILTON EL,'04,N,E,NA,RM,N,'101,HARRIS,,,'EE - 05,E,CYPRESS-FAIRBANKS ISD
'101907049,HAMILTON J H,'04,N,E,NA,NQ,N,'101,HARRIS,,,'06 - 08,M,CYPRESS-FAIRBANKS ISD
'101907106,HOLBROOK EL,'04,N,A,NA,NQ,N,'101,HARRIS,,,'EE - 05,E,CYPRESS-FAIRBANKS ISD
'101907121,HOLMSLEY EL,'04,N,R,NA,R,N,'101,HARRIS,,,'EE - 05,E,CYPRESS-FAIRBANKS ISD
'101907113,HORNE EL,'04,N,A,NA,NQ,N,'101,HARRIS,,,'EE - 05,E,CYPRESS-FAIRBANKS ISD
'101907003,JERSEY VILLAGE H S,'04,N,A,NQ,R,N,'101,HARRIS,,,'09 - 12,S,CYPRESS-FAIRBANKS ISD
'101907122,JOWELL EL,'04,N,R,NA,R,N,'101,HARRIS,,,'EE - 05,E,CYPRESS-FAIRBANKS ISD
'101907046,LABAY J H,'04,N,E,NA,R,N,'101,HARRIS,,,'06 - 08,M,CYPRESS-FAIRBANKS ISD
'101907103,LAMKIN EL,'04,N,R,NA,R,N,'101,HARRIS,,,'EE - 05,E,CYPRESS-FAIRBANKS ISD
'101907005,LANGHAM CREEK H S,'04,N,A,NQ,NQ,N,'101,HARRIS,,,'09 - 12,S,CYPRESS-FAIRBANKS ISD
'101907111,LIEDER EL,'04,N,R,NA,R,N,'101,HARRIS,,,'EE - 05,E,CYPRESS-FAIRBANKS ISD
'101907116,LOWERY EL,'04,N,E,NA,NQ,N,'101,HARRIS,,,'EE - 05,E,CYPRESS-FAIRBANKS ISD
'101907105,MATZKE EL,'04,N,E,NA,NQ,N,'101,HARRIS,,,'EE - 05,E,CYPRESS-FAIRBANKS ISD
'101907127,METCALF EL,'04,N,A,NA,NQ,N,'101,HARRIS,,,'EE - 05,E,CYPRESS-FAIRBANKS ISD
'101907110,MILLSAP EL,'04,N,E,NA,NQ,N,'101,HARRIS,,,'PK - 05,E,CYPRESS-FAIRBANKS ISD
'101907115,MOORE EL,'04,N,E,NA,NQ,N,'101,HARRIS,,,'EE - 05,E,CYPRESS-FAIRBANKS ISD
'101907119,OWENS EL,'04,N,E,NA,NQ,N,'101,HARRIS,,,'EE - 05,E,CYPRESS-FAIRBANKS ISD
'101907104,POST EL,'04,N,A,NA,R,N,'101,HARRIS,,,'EE - 05,E,CYPRESS-FAIRBANKS ISD
'101907129,REED EL,'04,N,R,NA,NQ,N,'101,HARRIS,,,'EE - 05,E,CYPRESS-FAIRBANKS ISD
'101907132,SHERIDAN EL,'04,N,R,NA,NQ,N,'101,HARRIS,,,'EE - 05,E,CYPRESS-FAIRBANKS ISD
'101907108,T S HANCOCK EL,'04,N,A,NA,R,N,'101,HARRIS,,,'EE - 05,E,CYPRESS-FAIRBANKS ISD
'101907050,THORNTON J H,'04,N,A,NA,R,N,'101,HARRIS,,,'06 - 08,M,CYPRESS-FAIRBANKS ISD
'101907048,TRUITT J H,'04,N,A,NA,NQ,N,'101,HARRIS,,,'06 - 08,M,CYPRESS-FAIRBANKS ISD
'101907045,WATKINS J H,'04,N,A,NA,R,N,'101,HARRIS,,,'06 - 08,M,CYPRESS-FAIRBANKS ISD
'101907131,WILLBERN EL,'04,N,A,NA,NQ,N,'101,HARRIS,,,'EE - 05,E,CYPRESS-FAIRBANKS ISD
'101907118,WILSON EL,'04,N,E,NA,R,N,'101,HARRIS,,,'EE - 05,E,CYPRESS-FAIRBANKS ISD
'101907008,WINDFERN H S,'04,N,1,PE,,N,'101,HARRIS,,,'09 - 12,S,CYPRESS-FAIRBANKS ISD
'101907109,YEAGER EL,'04,N,E,NA,RM,N,'101,HARRIS,,,'EE - 05,E,CYPRESS-FAIRBANKS ISD
'163902001,D'HANIS SCHOOL,'20,N,A,NQ,NQ,N,'163,MEDINA,,,'KG - 12,B,D'HANIS ISD
'172902001,DAINGERFIELD H S,'08,N,A,NQ,NQ,N,'172,MORRIS,,,'09 - 12,S,DAINGERFIELD-LONE STAR ISD
'172902041,DAINGERFIELD J H,'08,N,A,NA,R,N,'172,MORRIS,,,'06 - 08,M,DAINGERFIELD-LONE STAR ISD
'172902103,LONE STAR EL,'08,N,R,NA,NQ,N,'172,MORRIS,,,'KG - 05,E,DAINGERFIELD-LONE STAR ISD
'172902101,SOUTH EL,'08,N,R,NA,NQ,N,'172,MORRIS,,,'03 - 05,E,DAINGERFIELD-LONE STAR ISD
'172902102,WEST EL,'08,N,R,NA,NQ,N,'172,MORRIS,'172902101,SOUTH EL,'EE - 02,E,DAINGERFIELD-LONE STAR ISD
'056901105,ALLYN FINCH INT,'16,N,R,NA,NQ,N,'056,DALLAM,,,'04 - 05,E,DALHART ISD
'056901104,DALHART EL,'16,N,A,NA,NQ,N,'056,DALLAM,,ALLYN FINCH INT.,'EE - 03,E,DALHART ISD
'056901001,DALHART H S,'16,N,R,NQ,NQ,N,'056,DALLAM,,,'09 - 12,S,DALHART ISD
'056901042,DALHART J H,'16,N,A,NA,NQ,N,'056,DALLAM,,,'06 - 08,M,DALHART ISD
'056901002,X I T SECONDARY SCHOOL,'16,N,1,PE,,N,'056,DALLAM,,,'09 - 12,S,DALHART ISD
'057804001,DALLAS CAN! ACADEMY,'10,Y,2,PE,,N,'057,DALLAS,,,'PK - 12,B,DALLAS CAN! ACADEMY CHARTER
'057905003,A MACEO SMITH H S,'10,N,A,NQ,NQ,N,'057,DALLAS,,,'09 - 12,S,DALLAS ISD
'057905219,ADELLE TURNER EL,'10,N,A,NA,NQ,N,'057,DALLAS,,,'KG - 06,E,DALLAS ISD
'057905095,ADULT BASIC ED-FED,'10,N,N,NR,,N,'057,DALLAS,,,'05 - 12,B,DALLAS ISD
'057905163,ALBERT S JOHNSTON EL,'10,N,A,NA,NQ,N,'057,DALLAS,,,'EE - 06,E,DALLAS ISD
'057905206,ALEX SANGER EL,'10,N,A,NA,NQ,N,'057,DALLAS,,,'PK - 06,E,DALLAS ISD
'057905058,ALEX W SPENCE MIDDLE,'10,N,A,NA,NQ,N,'057,DALLAS,,,'07 - 08,M,DALLAS ISD
'057905140,AMELIA EARHART EL,'10,N,A,NA,NQ,N,'057,DALLAS,,,'PK - 06,E,DALLAS ISD
'057905280,ANNE FRANK EL,'10,N,A,NA,NQ,N,'057,DALLAS,,,'EE - 06,E,DALLAS ISD
'057905110,ANNIE WEBB BLANTON EL,'10,N,A,NA,NQ,N,'057,DALLAS,,,'PK - 06,E,DALLAS ISD
'057905164,ANSON JONES EL,'10,N,A,NA,NQ,N,'057,DALLAS,,,'PK - 06,E,DALLAS ISD
'057905105,ARCADIA PARK EL,'10,N,L,NA,NE,N,'057,DALLAS,,,'PK - 06,E,DALLAS ISD
'057905106,ARLINGTON PARK EL,'10,N,A,NA,NQ,N,'057,DALLAS,,,'PK - 06,E,DALLAS ISD
'057905169,ARTHUR KRAMER EL,'10,N,A,NA,NQ,N,'057,DALLAS,,,'KG - 06,E,DALLAS ISD
'057905209,ASCHER SILBERSTEIN EL,'10,N,A,NA,NQ,N,'057,DALLAS,,,'PK - 06,E,DALLAS ISD
'057905132,B F DARRELL EL,'10,N,A,NA,NQ,N,'057,DALLAS,,,'PK - 06,E,DALLAS ISD
'057905180,B H MACON EL,'10,N,A,NA,NQ,N,'057,DALLAS,,,'EE - 06,E,DALLAS ISD
'057905020,BARBARA MANNS H S,'10,N,1,PE,,N,'057,DALLAS,,,'09 - 12,S,DALLAS ISD
'057905108,BAYLES EL,'10,N,A,NA,NQ,N,'057,DALLAS,,,'EE - 06,E,DALLAS ISD
'057905184,BEN MILAM EL,'10,N,A,NA,NQ,N,'057,DALLAS,,,'PK - 06,E,DALLAS ISD
'057905047,BENJAMIN FRANKLIN MIDDLE,'10,N,A,NA,NQ,N,'057,DALLAS,,,'07 - 08,M,DALLAS ISD
'057905235,BIRDIE ALEXANDER EL,'10,N,A,NA,NQ,N,'057,DALLAS,,,'KG - 06,E,DALLAS ISD
'057905034,BOOKER T WASHINGTON H S,'10,N,R,NQ,NQ,N,'057,DALLAS,,,'09 - 12,S,DALLAS ISD
'057905060,BOUDE STOREY MIDDLE,'10,N,A,NA,NQ,N,'057,DALLAS,,,'07 - 08,M,DALLAS ISD
'057905001,BRYAN ADAMS H S,'10,N,A,NQ,NQ,N,'057,DALLAS,,,'09 - 12,S,DALLAS ISD
'057905033,BUSINESS & MGMT CTR,'10,N,R,NQ,NQ,N,'057,DALLAS,,,'09 - 12,S,DALLAS ISD
'057905122,C F CARR EL,'10,N,A,NA,NQ,N,'057,DALLAS,,SEQUOYAH ELEM,'PK - 03,E,DALLAS ISD
'057905125,CASA VIEW EL,'10,N,A,NA,R,N,'057,DALLAS,,,'EE - 06,E,DALLAS ISD
'057905126,CENTRAL EL,'10,N,A,NA,NQ,N,'057,DALLAS,,,'04 - 06,E,DALLAS ISD
'057905281,CESAR CHAVEZ L C,'10,N,A,NA,NQ,N,'057,DALLAS,,,'EE - 06,E,DALLAS ISD
'057905147,CHARLES A GILL EL,'10,N,A,NA,NQ,N,'057,DALLAS,,,'PK - 06,E,DALLAS ISD
'057905201,CHARLES RICE EL,'10,N,A,NA,NQ,N,'057,DALLAS,,,'PK - 06,E,DALLAS ISD
'057905127,CITY PARK EL,'10,N,L,NA,NE,N,'057,DALLAS,,,'EE - 06,E,DALLAS ISD
'057905189,CLARA OLIVER EL,'10,N,A,NA,NQ,N,'057,DALLAS,,,'04 - 06,E,DALLAS ISD
'057905205,CLINTON P RUSSELL EL,'10,N,A,NA,NQ,N,'057,DALLAS,,,'02 - 06,E,DALLAS ISD
'057905128,COLONIAL EL,'10,N,A,NA,NQ,N,'057,DALLAS,,,'PK - 06,E,DALLAS ISD
'057905063,D A HULCY MIDDLE,'10,N,A,NA,NQ,N,'057,DALLAS,,,'06 - 09,M,DALLAS ISD
'057905203,DAN D ROGERS EL,'10,N,A,NA,NQ,N,'057,DALLAS,,,'EE - 06,E,DALLAS ISD
'057905267,DANIEL JAMES LEARN CTR,'10,N,A,NA,NQ,N,'057,DALLAS,,,'04 - 06,E,DALLAS ISD
'057905225,DANIEL WEBSTER EL,'10,N,A,NA,NQ,N,'057,DALLAS,,,'PK - 06,E,DALLAS ISD
'057905116,DAVID G BURNET EL,'10,N,A,NA,NQ,N,'057,DALLAS,,,'PK - 05,E,DALLAS ISD
'057905023,DAVID W CARTER H S,'10,N,A,NQ,NQ,N,'057,DALLAS,,,'09 - 12,S,DALLAS ISD
'057905134,DEALEY MONTESSORI ACAD,'10,N,A,NA,NQ,N,'057,DALLAS,,,'PK - 08,E,DALLAS ISD
'057905045,E B COMSTOCK MIDDLE,'10,N,A,NA,NQ,N,'057,DALLAS,,,'07 - 08,M,DALLAS ISD
'057905044,E H CARY MIDDLE,'10,N,A,NA,NQ,N,'057,DALLAS,,,'06 - 08,M,DALLAS ISD
'057905074,EDISON LEARNING CTR,'10,N,A,NA,NQ,N,'057,DALLAS,,,'07 - 08,M,DALLAS ISD
'057905232,EDNA ROWE EL,'10,N,A,NA,NQ,N,'057,DALLAS,,,'KG - 06,E,DALLAS ISD
'057905270,EDUARDO MATA EL,'10,N,A,NA,NQ,N,'057,DALLAS,,,'04 - 06,E,DALLAS ISD
'057905037,EDUC & SOCIAL SERV MAGNET,'10,N,R,NQ,NQ,N,'057,DALLAS,,,'09 - 12,S,DALLAS ISD
'057905216,EDWARD TITCHE EL,'10,N,A,NA,NQ,N,'057,DALLAS,,,'EE - 06,E,DALLAS ISD
'057905166,EDWIN J KIEST EL,'10,N,A,NA,NQ,N,'057,DALLAS,,,'EE - 06,E,DALLAS ISD
'057905265,ELADIO R MARTINEZ EL,'10,N,A,NA,NQ,N,'057,DALLAS,,,'PK - 06,E,DALLAS ISD
'057905191,ELISHA M PEASE EL,'10,N,A,NA,NQ,N,'057,DALLAS,,M JACKSON,'EE - 03,E,DALLAS ISD
'057905249,ERASMO SEGUIN EL,'10,N,A,NA,NQ,N,'057,DALLAS,,RUSSELL ELEM,'EE - 03,E,DALLAS ISD
'057905091,EVENING ACAD,'10,N,N,NR,,N,'057,DALLAS,,,'09 - 12,S,DALLAS ISD
'057905135,EVERETT L DEGOLYER EL,'10,N,E,NA,RM,N,'057,DALLAS,,,'KG - 06,E,DALLAS ISD
'057905120,F P CAILLET EL,'10,N,A,NA,NQ,N,'057,DALLAS,,,'EE - 06,E,DALLAS ISD
