CAMPUS,CACKDTL,CAMPNAME,CFLCHART,CNTYNAME,COUNTY,C_RATING,DISTNAME,GRDSPAN,GRDTYPE,REGION,PAIRCAMP,pairname
'014906132,M,OVETA CULP HOBBY ELEMENTARY,N,BELL,'014,R,KILLEEN ISD,'EE - 05,E,'12,,
'014906048,EWS,PALO ALTO MIDDLE SCHOOL,N,BELL,'014,A,KILLEEN ISD,'06 - 08,M,'12,,
'014906006,,PATHWAYS LEARNING CENTER,N,BELL,'014,1,KILLEEN ISD,'09 - 12,S,'12,,
'014906109,,PEEBLES ELEMENTARY,N,BELL,'014,R,KILLEEN ISD,'EE - 05,E,'12,,
'014906110,MN,PERSHING PARK ELEMENTARY,N,BELL,'014,R,KILLEEN ISD,'PK - 05,E,'12,,
'014906043,W,RANCIER MIDDLE SCHOOL,N,BELL,'014,A,KILLEEN ISD,'06 - 08,M,'12,,
'014906122,EMX,REECES CREEK ELEMENTARY,N,BELL,'014,R,KILLEEN ISD,'EE - 05,E,'12,,
'014906008,R,SHOEMAKER HIGH SCHOOL,N,BELL,'014,A,KILLEEN ISD,'09 - 12,S,'12,,
'014906045,ES,SMITH MIDDLE SCHOOL,N,BELL,'014,A,KILLEEN ISD,'06 - 08,M,'12,,
'014906111,MN,SUGAR LOAF ELEMENTARY,N,BELL,'014,A,KILLEEN ISD,'PK - 05,E,'12,,
'014906133,WN,TIMBER RIDGE ELEMENTARY,N,BELL,'014,R,KILLEEN ISD,'EE - 05,E,'12,,
'014906127,,TRIMMIER ELEMENTARY,N,BELL,'014,A,KILLEEN ISD,'EE - 05,E,'12,,
'014906051,EW,UNION GROVE MIDDLE SCHOOL,N,BELL,'014,A,KILLEEN ISD,'06 - 08,M,'12,,
'014906126,MN,VENABLE VILLAGE ELEMENTARY,N,BELL,'014,E,KILLEEN ISD,'PK - 05,E,'12,,
'014906112,EWMN,WEST WARD ELEMENTARY,N,BELL,'014,R,KILLEEN ISD,'PK - 05,E,'12,,
'014906120,MNX,WILLOW SPRINGS ELEMENTARY,N,BELL,'014,R,KILLEEN ISD,'PK - 05,E,'12,,
'137901041,,GILLETT INT,N,KLEBERG,'137,A,KINGSVILLE ISD,'05 - 06,M,'02,,
'137901001,RZ,H M KING HIGH SCHOOL,N,KLEBERG,'137,A,KINGSVILLE ISD,'09 - 12,S,'02,,
'137901109,,HARREL EL,N,KLEBERG,'137,R,KINGSVILLE ISD,'PK - 01,E,'02,'137901106,KLEBERG EL
'137901105,,HARVEY EL,N,KLEBERG,'137,R,KINGSVILLE ISD,'PK - 01,E,'02,'137901110,PEREZ EL
'137901111,,HOMEBOUND,N,KLEBERG,'137,X,KINGSVILLE ISD,'08 - 08,M,'02,,
'137901002,,K E Y S ACADEMY,N,KLEBERG,'137,1,KINGSVILLE ISD,'09 - 12,S,'02,,
'137901106,EMX,KLEBERG EL,N,KLEBERG,'137,R,KINGSVILLE ISD,'02 - 04,E,'02,,
'137901003,,L A S E R EXPULSION/SUSPENSION,N,KLEBERG,'137,X,KINGSVILLE ISD,'05 - 10,B,'02,,
'137901107,,LAMAR EL,N,KLEBERG,'137,R,KINGSVILLE ISD,'EE - 01,E,'02,'137901106,KLEBERG EL
'137901042,,MEMORIAL MIDDLE,N,KLEBERG,'137,A,KINGSVILLE ISD,'07 - 08,M,'02,,
'137901110,WMX,PEREZ EL,N,KLEBERG,'137,R,KINGSVILLE ISD,'02 - 04,E,'02,,
'015826041,AEWMX,KIPP ASPIRE ACADEMY,Y,BEXAR,'015,R,KIPP ASPIRE ACADEMY,'05 - 07,M,'20,,
'227820041,AEWSZ,KIPP AUSTIN COLLEGE PREP,Y,TRAVIS,'227,A,KIPP AUSTIN COLLEGE PREP SCH INC,'05 - 08,M,'13,,
'101813041,EWMSZ,KIPP 3D ACADEMY,Y,HARRIS,'101,A,KIPP INC CHARTER,'05 - 08,M,'04,,
'101813001,ADEWMS,KIPP ACADEMY,Y,HARRIS,'101,R,KIPP INC CHARTER,'PK - 10,B,'04,,
'101813104,,NOW COLLEGE PREP,Y,HARRIS,'101,X,KIPP INC CHARTER,'KG - 08,E,'04,,
'057837041,AWMZ,KIPP TRUTH ACADEMY,Y,DALLAS,'057,A,KIPP TRUTH ACADEMY,'05 - 07,M,'10,,
'121905103,Y,KIRBYVILLE EL,N,JASPER,'121,R,KIRBYVILLE CISD,'EE - 06,E,'05,,
'121905001,S,KIRBYVILLE HIGH SCHOOL,N,JASPER,'121,A,KIRBYVILLE CISD,'09 - 12,S,'05,,
'121905041,EW,KIRBYVILLE J H,N,JASPER,'121,R,KIRBYVILLE CISD,'07 - 08,M,'05,,
'101915107,EMN,BENFER EL,N,HARRIS,'101,R,KLEIN ISD,'PK - 05,E,'04,,
'101915109,EWN,BRILL EL,N,HARRIS,'101,R,KLEIN ISD,'PK - 05,E,'04,,
'101915046,AEWS,DOERRE INT,N,HARRIS,'101,R,KLEIN ISD,'06 - 08,M,'04,,
'101915110,EWMN,EHRHARDT EL,N,HARRIS,'101,R,KLEIN ISD,'EE - 05,E,'04,,
'101915118,X,EILAND EL,N,HARRIS,'101,A,KLEIN ISD,'EE - 05,E,'04,,
'101915105,,EPPS ISLAND EL,N,HARRIS,'101,A,KLEIN ISD,'PK - 05,E,'04,,
'101915104,EMX,GREENWOOD FOREST EL,N,HARRIS,'101,A,KLEIN ISD,'EE - 05,E,'04,,
'101915037,,HARRIS CO JJAEP,N,HARRIS,'101,X,KLEIN ISD,'06 - 12,B,'04,,
'101915120,EWMN,HASSLER EL,N,HARRIS,'101,E,KLEIN ISD,'PK - 05,E,'04,,
'101915103,EWMNX,HAUDE EL,N,HARRIS,'101,E,KLEIN ISD,'PK - 05,E,'04,,
'101915042,EWSX,HILDEBRANDT INT,N,HARRIS,'101,R,KLEIN ISD,'06 - 08,M,'04,,
'101915108,,KAISER EL,N,HARRIS,'101,R,KLEIN ISD,'PK - 05,E,'04,,
'101915045,EWSX,KLEB INT,N,HARRIS,'101,R,KLEIN ISD,'06 - 08,M,'04,,
'101915004,RVSZ,KLEIN COLLINS HIGH SCHOOL,N,HARRIS,'101,A,KLEIN ISD,'09 - 12,S,'04,,
'101915002,,KLEIN FOREST H S,N,HARRIS,'101,A,KLEIN ISD,'09 - 12,S,'04,,
'101915001,PVSY,KLEIN H S,N,HARRIS,'101,A,KLEIN ISD,'09 - 12,S,'04,,
'101915041,X,KLEIN INT,N,HARRIS,'101,A,KLEIN ISD,'06 - 08,M,'04,,
'101915003,P,KLEIN OAK H S,N,HARRIS,'101,A,KLEIN ISD,'09 - 12,S,'04,,
'101915117,Y,KLENK EL,N,HARRIS,'101,A,KLEIN ISD,'PK - 05,E,'04,,
'101915101,X,KOHRVILLE ELEMENTARY SCHOOL,N,HARRIS,'101,R,KLEIN ISD,'PK - 05,E,'04,,
'101915113,EM,KRAHN EL,N,HARRIS,'101,R,KLEIN ISD,'EE - 05,E,'04,,
'101915121,EM,KREINHOP ELEMENTARY,N,HARRIS,'101,R,KLEIN ISD,'PK - 05,E,'04,,
'101915115,WN,KUEHNLE EL,N,HARRIS,'101,R,KLEIN ISD,'PK - 05,E,'04,,
'101915111,MNX,LEMM EL,N,HARRIS,'101,R,KLEIN ISD,'EE - 05,E,'04,,
'101915122,AN,MCDOUGLE ELEMENTARY,N,HARRIS,'101,R,KLEIN ISD,'PK - 05,E,'04,,
'101915123,EWMNX,METZLER EL,N,HARRIS,'101,R,KLEIN ISD,'PK - 05,E,'04,,
'101915116,WMNZ,MITTELSTADT EL,N,HARRIS,'101,A,KLEIN ISD,'PK - 05,E,'04,,
'101915112,Y,NITSCH EL,N,HARRIS,'101,A,KLEIN ISD,'EE - 05,E,'04,,
'101915102,,NORTHAMPTON EL,N,HARRIS,'101,R,KLEIN ISD,'PK - 05,E,'04,,
'101915114,MN,ROTH EL,N,HARRIS,'101,R,KLEIN ISD,'EE - 05,E,'04,,
'101915047,EWS,SCHINDEWOLF INTERMEDIATE SCHOOL,N,HARRIS,'101,A,KLEIN ISD,'06 - 08,M,'04,,
'101915119,EWMN,SCHULTZ EL,N,HARRIS,'101,R,KLEIN ISD,'EE - 05,E,'04,,
'101915044,EWSX,STRACK INT,N,HARRIS,'101,R,KLEIN ISD,'06 - 08,M,'04,,
'101915106,EWN,THEISS EL,N,HARRIS,'101,R,KLEIN ISD,'PK - 05,E,'04,,
'101915043,,WUNDERLICH INT,N,HARRIS,'101,A,KLEIN ISD,'06 - 08,M,'04,,
'058905001,ADVSX,KLONDIKE ISD,N,DAWSON,'058,A,KLONDIKE ISD,'KG - 12,B,'17,,
'232901001,VEWNS,KNIPPA SCHOOL,N,UVALDE,'232,R,KNIPPA ISD,'PK - 12,B,'20,,
'138902101,EWMZ,KNOX CITY EL,N,KNOX,'138,R,KNOX CITY-O'BRIEN CISD,'EE - 04,E,'09,,
'138902001,ARVEMS,KNOX CITY H S,N,KNOX,'138,R,KNOX CITY-O'BRIEN CISD,'09 - 12,S,'09,,
'138902041,EWM,O'BRIEN MIDDLE,N,KNOX,'138,A,KNOX CITY-O'BRIEN CISD,'05 - 08,M,'09,,
'018907001,UVEW,KOPPERL SCHOOL,N,BOSQUE,'018,A,KOPPERL ISD,'EE - 12,B,'12,,
'100903101,,KOUNTZE EL,N,HARDIN,'100,A,KOUNTZE ISD,'EE - 05,E,'05,,
'100903002,,KOUNTZE H S,N,HARDIN,'100,A,KOUNTZE ISD,'09 - 12,S,'05,,
'100903041,EWZ,KOUNTZE MIDDLE,N,HARDIN,'100,R,KOUNTZE ISD,'06 - 08,M,'05,,
'219905101,,KRESS EL,N,SWISHER,'219,A,KRESS ISD,'PK - 06,E,'16,,
'219905001,RVW,KRESS H S,N,SWISHER,'219,A,KRESS ISD,'07 - 12,S,'16,,
'061905102,ENY,BLANCHE DODD INTERMEDIATE,N,DENTON,'061,R,KRUM ISD,'03 - 05,E,'11,,
'061905002,,DENTON CO J J A E P,N,DENTON,'061,X,KRUM ISD,'09 - 10,S,'11,,
'061905101,,DYER EL,N,DENTON,'061,R,KRUM ISD,'EE - 02,E,'11,'061905102,BLANCHE DODD INTERMEDIATE
'061905001,RUVSY,KRUM H S,N,DENTON,'061,R,KRUM ISD,'09 - 12,S,'11,,
'061905041,AEWS,KRUM MIDDLE,N,DENTON,'061,R,KRUM ISD,'06 - 08,M,'11,,
'101833101,E,LA AMISTAD LOVE & LEARNING ACADEM,Y,HARRIS,'101,E,LA AMISTAD LOVE & LEARNING ACADEMY,'PK - 04,E,'04,,
'015811101,,ESCUELA DE LAS AMERICAS,Y,BEXAR,'015,A,LA ESCUELA DE LAS AMERICAS,'PK - 06,E,'20,,
'031905103,AE,C E VAIL ELEMENTARY,N,CAMERON,'031,R,LA FERIA ISD,'01 - 04,E,'01,,
'031905003,,CAMERON COUNTY JJAEP,N,CAMERON,'031,X,LA FERIA ISD,'07 - 11,S,'01,,
'031905002,,LA FERIA ALTERNATIVE SCHOOL,N,CAMERON,'031,1,LA FERIA ISD,'09 - 12,S,'01,,
'031905001,ARX,LA FERIA HIGH SCHOOL,N,CAMERON,'031,A,LA FERIA ISD,'09 - 12,S,'01,,
'031905105,AM,NOEMI DOMINGUEZ ELEMENTARY,N,CAMERON,'031,A,LA FERIA ISD,'04 - 07,M,'01,,
'031905101,,SAM HOUSTON ELEMENTARY,N,CAMERON,'031,X,LA FERIA ISD,'EE - KG,E,'01,,
'031905041,EW,W B GREEN JUNIOR HIGH SCHOOL,N,CAMERON,'031,A,LA FERIA ISD,'07 - 08,M,'01,,
'125906101,MZ,LA GLORIA EL,N,JIM WELLS,'125,A,LA GLORIA ISD,'PK - 05,E,'02,,
'075902101,E,HERMES EL,N,FAYETTE,'075,R,LA GRANGE ISD,'EE - 03,E,'13,,
'075902001,VS,LA GRANGE H S,N,FAYETTE,'075,A,LA GRANGE ISD,'09 - 12,S,'13,,
'075902102,Y,LA GRANGE INT,N,FAYETTE,'075,A,LA GRANGE ISD,'04 - 06,E,'13,,
'075902041,EWX,LA GRANGE MIDDLE,N,FAYETTE,'075,R,LA GRANGE ISD,'07 - 08,M,'13,,
'108912003,,ALTER CTR FOR ED,N,HIDALGO,'108,2,LA JOYA ISD,'09 - 12,S,'01,,
'108912045,EWSY,ANN RICHARDS MIDDLE SCHOOL,N,HIDALGO,'108,R,LA JOYA ISD,'06 - 08,M,'01,,
'108912105,W,BENAVIDES EL,N,HIDALGO,'108,A,LA JOYA ISD,'PK - 05,E,'01,,
'108912042,W,CESAR CHAVEZ MIDDLE,N,HIDALGO,'108,R,LA JOYA ISD,'06 - 08,M,'01,,
'108912041,EWSZ,DE ZAVALA MIDDLE SCHOOL,N,HIDALGO,'108,R,LA JOYA ISD,'06 - 08,M,'01,,
'108912111,,DIAZ-VILLARREAL,N,HIDALGO,'108,A,LA JOYA ISD,'EE - 05,E,'01,,
'108912108,WMN,E B REYNA EL,N,HIDALGO,'108,A,LA JOYA ISD,'PK - 05,E,'01,,
'108912107,AEWMN,ELIGIO KIKA DE LA GARZA EL,N,HIDALGO,'108,R,LA JOYA ISD,'PK - 05,E,'01,,
'108912109,Y,ELODIA R CHAPA EL,N,HIDALGO,'108,A,LA JOYA ISD,'PK - 05,E,'01,,
'108912118,AWY,EMILIANO ZAPATA ELEMENTARY,N,HIDALGO,'108,A,LA JOYA ISD,'PK - 05,E,'01,,
'108912104,,FLORES EL,N,HIDALGO,'108,A,LA JOYA ISD,'PK - 05,E,'01,,
'108912115,,HENRY B GONZALES EL,N,HIDALGO,'108,A,LA JOYA ISD,'PK - 05,E,'01,,
'108912005,,HOPE ACADEMY,N,HIDALGO,'108,X,LA JOYA ISD,'06 - 12,B,'01,,
'108912046,AEWMSX,IRENE M GARCIA,N,HIDALGO,'108,A,LA JOYA ISD,'06 - 09,M,'01,,
'108912102,EWMN,J F KENNEDY EL,N,HIDALGO,'108,R,LA JOYA ISD,'EE - 05,E,'01,,
'108912006,,J J A E P,N,HIDALGO,'108,X,LA JOYA ISD,'09 - 10,S,'01,,
'108912007,DY,JIMMY CARTER HIGH SCHOOL,N,HIDALGO,'108,A,LA JOYA ISD,'09 - 12,S,'01,,
'108912110,,JOSE DE ESCANDON EL,N,HIDALGO,'108,R,LA JOYA ISD,'PK - 05,E,'01,,
'108912120,,JUAN SEGUIN ELEMENTARY,N,HIDALGO,'108,A,LA JOYA ISD,'PK - 05,E,'01,,
'108912004,DR,JUAREZ/LINCOLN HIGH SCHOOL,N,HIDALGO,'108,A,LA JOYA ISD,'09 - 11,S,'01,,
'108912001,DPRX,LA JOYA SENIOR HIGH SCHOOL,N,HIDALGO,'108,A,LA JOYA ISD,'10 - 12,S,'01,,
'108912106,,LEO J LEO EL,N,HIDALGO,'108,A,LA JOYA ISD,'PK - 05,E,'01,,
'108912116,A,LLOYD M BENTSEN ELEMENTARY,N,HIDALGO,'108,A,LA JOYA ISD,'PK - 05,E,'01,,
'108912044,EWSY,MEMORIAL MIDDLE,N,HIDALGO,'108,R,LA JOYA ISD,'06 - 08,M,'01,,
'108912112,AN,NARCISO CAVAZOS,N,HIDALGO,'108,A,LA JOYA ISD,'PK - 05,E,'01,,
'108912043,,NELLIE SCHUNIOR MIDDLE SCHOOL,N,HIDALGO,'108,L,LA JOYA ISD,'06 - 08,M,'01,,
'108912114,W,PATRICIO PEREZ ELEMENTARY,N,HIDALGO,'108,R,LA JOYA ISD,'PK - 05,E,'01,,
'108912117,WMN,SAM FORDYCE ELEMENTARY,N,HIDALGO,'108,R,LA JOYA ISD,'PK - 05,E,'01,,
'108912113,,TABASCO EL,N,HIDALGO,'108,A,LA JOYA ISD,'EE - 05,E,'01,,
'084904108,,EARLY CHILDHOOD LEARNING CENTER,N,GALVESTON,'084,X,LA MARQUE ISD,'EE - KG,E,'04,,
'084904006,,GALVESTON CO J J A E P,N,GALVESTON,'084,X,LA MARQUE ISD,'08 - 09,M,'04,,
'084904101,Y,HIGHLANDS ELEMENTARY,N,GALVESTON,'084,R,LA MARQUE ISD,'01 - 05,E,'04,,
'084904102,,INTER CITY ELEMENTARY,N,GALVESTON,'084,L,LA MARQUE ISD,'01 - 05,E,'04,,
'084904001,,LA MARQUE H S,N,GALVESTON,'084,L,LA MARQUE ISD,'09 - 12,S,'04,,
'084904041,,LA MARQUE MIDDLE,N,GALVESTON,'084,A,LA MARQUE ISD,'06 - 08,M,'04,,
'084904105,Y,SIMMS ELEMENTARY,N,GALVESTON,'084,A,LA MARQUE ISD,'01 - 05,E,'04,,
'084904107,WY,WESTLAWN ELEMENTARY,N,GALVESTON,'084,A,LA MARQUE ISD,'01 - 05,E,'04,,
'101916042,AEMZ,BAKER J H,N,HARRIS,'101,R,LA PORTE ISD,'06 - 06,M,'04,,
'101916104,EMN,BAYSHORE EL,N,HARRIS,'101,A,LA PORTE ISD,'EE - 05,E,'04,,
'101916105,X,COLLEGE PARK EL,N,HARRIS,'101,R,LA PORTE ISD,'PK - 05,E,'04,,
'101916002,,DEWALT ALTER,N,HARRIS,'101,L,LA PORTE ISD,'07 - 12,S,'04,,
'101916101,EWNY,JENNIE REID EL,N,HARRIS,'101,R,LA PORTE ISD,'KG - 05,E,'04,,
'101916103,Z,LA PORTE EL,N,HARRIS,'101,A,LA PORTE ISD,'PK - 05,E,'04,,
'101916001,,LA PORTE HIGH SCHOOL,N,HARRIS,'101,A,LA PORTE ISD,'09 - 12,S,'04,,
'101916041,WS,LA PORTE J H,N,HARRIS,'101,R,LA PORTE ISD,'07 - 08,M,'04,,
'101916107,EM,LEO RIZZUTO EL,N,HARRIS,'101,R,LA PORTE ISD,'PK - 05,E,'04,,
'101916106,EWMN,LOMAX EL,N,HARRIS,'101,R,LA PORTE ISD,'EE - 05,E,'04,,
'101916043,EWS,LOMAX J H,N,HARRIS,'101,R,LA PORTE ISD,'07 - 08,M,'04,,
'254902101,AW,LA PRYOR EL,N,ZAVALA,'254,A,LA PRYOR ISD,'PK - 06,E,'20,,
'254902001,DRU,LA PRYOR H S,N,ZAVALA,'254,A,LA PRYOR ISD,'07 - 12,S,'20,,
'161906005,,BILL LOGUE JUVENILE JUSTICE CTR,N,MCLENNAN,'161,X,LA VEGA ISD,'08 - 09,M,'12,,
'161906004,,CHALLENGE ACADEMY,N,MCLENNAN,'161,X,LA VEGA ISD,'07 - 09,M,'12,,
'161906105,EM,LA VEGA ELEMENTARY SCHOOL,N,MCLENNAN,'161,E,LA VEGA ISD,'02 - 03,E,'12,,
'161906002,,LA VEGA H S,N,MCLENNAN,'161,A,LA VEGA ISD,'09 - 12,S,'12,,
'161906103,Y,LA VEGA INTERMEDIATE SCHOOL H P M,N,MCLENNAN,'161,A,LA VEGA ISD,'04 - 06,E,'12,,
'161906042,,LA VEGA JUNIOR HIGH SCHOOL GEORGE,N,MCLENNAN,'161,A,LA VEGA ISD,'07 - 08,M,'12,,
'161906106,,LA VEGA PRIMARY CENTER,N,MCLENNAN,'161,E,LA VEGA ISD,'EE - 01,E,'12,'161906105,LA VEGA ELEMENTARY SCHOOL
'161906003,,SUCCESS PROGRAM,N,MCLENNAN,'161,1,LA VEGA ISD,'10 - 12,S,'12,,
'247903002,,FLORESVILLE ALTERNATIVE,N,WILSON,'247,X,LA VERNIA ISD,'09 - 12,S,'20,,
'247903004,,FLORESVILLE CHOICE PROGRAM,N,WILSON,'247,1,LA VERNIA ISD,'09 - 12,S,'20,,
'247903101,EMZ,LA VERNIA EL,N,WILSON,'247,R,LA VERNIA ISD,'03 - 06,E,'20,,
'247903001,AVS,LA VERNIA HIGH SCHOOL,N,WILSON,'247,A,LA VERNIA ISD,'09 - 12,S,'20,,
'247903041,EW,LA VERNIA JUNIOR HIGH SCHOOL,N,WILSON,'247,R,LA VERNIA ISD,'07 - 08,M,'20,,
'247903103,,LA VERNIA PRIMARY,N,WILSON,'247,R,LA VERNIA ISD,'EE - 02,E,'20,'247903101,LA VERNIA EL
'247903003,,WILSON CO J J A E P,N,WILSON,'247,X,LA VERNIA ISD,'11 - 11,S,'20,,
'108914101,,JOSE BERNABE MUNOZ ELEMENTARY,N,HIDALGO,'108,A,LA VILLA ISD,'PK - 05,E,'01,,
'108914001,,LA VILLA H S,N,HIDALGO,'108,L,LA VILLA ISD,'09 - 12,S,'01,,
'108914003,,LA VILLA J J A E P H S,N,HIDALGO,'108,X,LA VILLA ISD,'09 - 10,S,'01,,
'108914041,ASY,LA VILLA MIDDLE,N,HIDALGO,'108,A,LA VILLA ISD,'06 - 08,M,'01,,
'015913101,EWMN,LACKLAND EL,N,BEXAR,'015,E,LACKLAND ISD,'EE - 06,E,'20,,
'015913001,APCRUVEWSX,VIRGINIA ALLRED STACEY JR/SR H S,N,BEXAR,'015,R,LACKLAND ISD,'07 - 12,S,'20,,
'227912101,EWMN,LAGO VISTA ELEMENTARY SCHOOL,N,TRAVIS,'227,R,LAGO VISTA ISD,'EE - 05,E,'13,,
'227912001,PCRVENSZ,LAGO VISTA H S,N,TRAVIS,'227,R,LAGO VISTA ISD,'09 - 12,S,'13,,
'227912041,WMSZ,LAGO VISTA MIDDLE SCHOOL,N,TRAVIS,'227,R,LAGO VISTA ISD,'06 - 08,M,'13,,
'061912103,EW,CORINTH ELEM,N,DENTON,'061,A,LAKE DALLAS ISD,'EE - 04,E,'11,,
'061912101,EM,LAKE DALLAS EL,N,DENTON,'061,R,LAKE DALLAS ISD,'KG - 04,E,'11,,
'061912001,R,LAKE DALLAS H S,N,DENTON,'061,A,LAKE DALLAS ISD,'09 - 12,S,'11,,
'061912104,MZ,LAKE DALLAS INT,N,DENTON,'061,A,LAKE DALLAS ISD,'05 - 05,E,'11,,
'061912041,EWS,LAKE DALLAS MIDDLE,N,DENTON,'061,A,LAKE DALLAS ISD,'06 - 08,M,'11,,
'061912102,,LAKE DALLAS PRI,N,DENTON,'061,R,LAKE DALLAS ISD,'EE - 01,E,'11,'061912101,LAKE DALLAS EL
'227913103,EWMN,BEE CAVE ELEMENTARY,N,TRAVIS,'227,R,LAKE TRAVIS ISD,'EE - 05,E,'13,,
'227913042,AESX,HUDSON BEND MIDDLE,N,TRAVIS,'227,R,LAKE TRAVIS ISD,'06 - 08,M,'13,,
'227913104,EWMN,LAKE POINTE ELEMENTARY,N,TRAVIS,'227,E,LAKE TRAVIS ISD,'KG - 05,E,'13,,
'227913101,N,LAKE TRAVIS EL,N,TRAVIS,'227,A,LAKE TRAVIS ISD,'EE - 05,E,'13,,
'227913001,PCRUVNSY,LAKE TRAVIS H S,N,TRAVIS,'227,A,LAKE TRAVIS ISD,'09 - 12,S,'13,,
'227913041,AEWMS,LAKE TRAVIS MIDDLE,N,TRAVIS,'227,E,LAKE TRAVIS ISD,'06 - 08,M,'13,,
'227913102,EWMN,LAKEWAY EL,N,TRAVIS,'227,E,LAKE TRAVIS ISD,'KG - 05,E,'13,,
'220910005,,ANNE MANSFIELD SULLIVAN H S,N,TARRANT,'220,1,LAKE WORTH ISD,'09 - 12,S,'11,,
'220910101,NX,EFFIE MORRIS EL,N,TARRANT,'220,R,LAKE WORTH ISD,'EE - 05,E,'11,,
'220910001,RZ,LAKE WORTH H S,N,TARRANT,'220,A,LAKE WORTH ISD,'09 - 12,S,'11,,
'220910103,X,MARINE CREEK ELEMENTARY,N,TARRANT,'220,A,LAKE WORTH ISD,'EE - 05,E,'11,,
'220910041,,N A HOWRY MIDDLE,N,TARRANT,'220,L,LAKE WORTH ISD,'06 - 08,M,'11,,
'220910009,,TARRANT CO JUVENILE JUSTICE CTR,N,TARRANT,'220,X,LAKE WORTH ISD,'09 - 09,S,'11,,
'079901004,,ALTERNATIVE LEARNING CENTER,N,FORT BEND,'079,X,LAMAR CISD,'07 - 12,S,'04,,
'079901002,,B F TERRY H S,N,FORT BEND,'079,A,LAMAR CISD,'09 - 12,S,'04,,
'079901101,AMY,BEASLEY ELEMENTARY,N,FORT BEND,'079,R,LAMAR CISD,'PK - 05,E,'04,,
'079901119,AEWMN,BESS CAMPBELL ELEMENTARY,N,FORT BEND,'079,R,LAMAR CISD,'EE - 05,E,'04,,
'079901102,EMNX,BOWIE ELEMENTARY,N,FORT BEND,'079,E,LAMAR CISD,'PK - 05,E,'04,,
'079901043,AW,BRISCOE JUNIOR HIGH,N,FORT BEND,'079,A,LAMAR CISD,'06 - 08,M,'04,,
'079901005,,COMMUNITY CTR,N,FORT BEND,'079,X,LAMAR CISD,'02 - 12,B,'04,,
'079901008,,FORT BEND CO ALTER,N,FORT BEND,'079,X,LAMAR CISD,'06 - 11,B,'04,,
'079901003,,FOSTER HIGH SCHOOL,N,FORT BEND,'079,A,LAMAR CISD,'09 - 12,S,'04,,
'079901120,WMN,FROST ELEMENTARY,N,FORT BEND,'079,E,LAMAR CISD,'EE - 05,E,'04,,
'079901042,AWS,GEORGE J H,N,FORT BEND,'079,A,LAMAR CISD,'07 - 08,M,'04,,
'079901110,WMN,HUGGINS ELEMENTARY,N,FORT BEND,'079,R,LAMAR CISD,'PK - 05,E,'04,,
'079901121,EMNZ,IRMA DRU HUTCHISON ELEMENTARY,N,FORT BEND,'079,E,LAMAR CISD,'EE - 05,E,'04,,
'079901106,AEY,J J WESSENDORFF MIDDLE,N,FORT BEND,'079,R,LAMAR CISD,'06 - 06,M,'04,,
'079901118,MX,JACKSON ELEMENTARY,N,FORT BEND,'079,R,LAMAR CISD,'EE - 05,E,'04,,
'079901105,E,JANE LONG ELEMENTARY,N,FORT BEND,'079,R,LAMAR CISD,'EE - 05,E,'04,,
'079901117,,JUAN SEGUIN ELEMENTARY,N,FORT BEND,'079,A,LAMAR CISD,'PK - 05,E,'04,,
'079901133,,JUVENILE DETENT CTR,N,FORT BEND,'079,X,LAMAR CISD,'07 - 12,S,'04,,
'079901001,S,LAMAR CONS H S,N,FORT BEND,'079,A,LAMAR CISD,'09 - 12,S,'04,,
'079901041,WX,LAMAR J H,N,FORT BEND,'079,A,LAMAR CISD,'07 - 08,M,'04,,
'079901111,AMN,MANFORD WILLIAMS ELEMENTARY,N,FORT BEND,'079,R,LAMAR CISD,'PK - 05,E,'04,,
'079901112,EWMX,MEYER ELEMENTARY,N,FORT BEND,'079,R,LAMAR CISD,'EE - 05,E,'04,,
'079901103,AEY,NAVARRO MIDDLE,N,FORT BEND,'079,R,LAMAR CISD,'06 - 06,M,'04,,
'079901107,W,SMITH ELEMENTARY,N,FORT BEND,'079,R,LAMAR CISD,'PK - 05,E,'04,,
'079901114,AEWMN,STEPHEN F AUSTIN ELEMENTARY,N,FORT BEND,'079,E,LAMAR CISD,'EE - 05,E,'04,,
'079901115,AEMN,SUSANNA DICKINSON ELEMENTARY,N,FORT BEND,'079,R,LAMAR CISD,'EE - 05,E,'04,,
'079901116,,T L PINK ELEMENTARY,N,FORT BEND,'079,R,LAMAR CISD,'EE - 05,E,'04,,
'079901109,AEWMNZ,TAYLOR RAY ELEMENTARY,N,FORT BEND,'079,R,LAMAR CISD,'PK - 05,E,'04,,
'079901108,EM,TRAVIS ELEMENTARY,N,FORT BEND,'079,R,LAMAR CISD,'PK - 05,E,'04,,
'058906001,RX,LAMESA H S,N,DAWSON,'058,A,LAMESA ISD,'09 - 12,S,'17,,
'058906041,EWZ,LAMESA MIDDLE,N,DAWSON,'058,A,LAMESA ISD,'06 - 08,M,'17,,
'058906103,AX,NORTH EL,N,DAWSON,'058,A,LAMESA ISD,'03 - 05,E,'17,,
'058906105,,SOUTH EL,N,DAWSON,'058,A,LAMESA ISD,'EE - 02,E,'17,'058906103,NORTH EL
'141901103,EM,HANNA SPRINGS INT,N,LAMPASAS,'141,A,LAMPASAS ISD,'03 - 07,E,'12,,
'141901102,,KLINE WHITIS ELEM,N,LAMPASAS,'141,A,LAMPASAS ISD,'EE - 03,E,'12,'141901103,HANNA SPRINGS INT
