CAMPUS,CACKDTL,CAMPNAME,CFLCHART,CNTYNAME,COUNTY,C_RATING,DISTNAME,GRDSPAN,GRDTYPE,REGION,PAIRCAMP,pairname
'141901001,,LAMPASAS H S,N,LAMPASAS,'141,A,LAMPASAS ISD,'09 - 12,S,'12,,
'141901041,EWS,LAMPASAS MIDDLE,N,LAMPASAS,'141,A,LAMPASAS ISD,'05 - 10,B,'12,,
'057913108,,4TH GRADE CTR,N,DALLAS,'057,A,LANCASTER ISD,'04 - 04,E,'10,,
'057913102,,HOUSTON EL,N,DALLAS,'057,R,LANCASTER ISD,'PK - 02,E,'10,'057913101,PLEASANT RUN EL
'057913111,,L ISD J J A E P,N,DALLAS,'057,X,LANCASTER ISD,'08 - 12,S,'10,,
'057913001,R,LANCASTER H S,N,DALLAS,'057,A,LANCASTER ISD,'09 - 12,S,'10,,
'057913105,Y,LANCASTER INT,N,DALLAS,'057,A,LANCASTER ISD,'04 - 06,E,'10,,
'057913041,,LANCASTER J H,N,DALLAS,'057,L,LANCASTER ISD,'07 - 08,M,'10,,
'057913101,EM,PLEASANT RUN EL,N,DALLAS,'057,R,LANCASTER ISD,'PK - 03,E,'10,,
'057913107,,ROLLING HILLS EL,N,DALLAS,'057,L,LANCASTER ISD,'PK - 03,E,'10,,
'057913106,,ROSA PARKS/MILLBROOK EL,N,DALLAS,'057,A,LANCASTER ISD,'EE - 04,E,'10,,
'057913103,E,WEST MAIN EL,N,DALLAS,'057,A,LANCASTER ISD,'PK - 03,E,'10,,
'201903001,USZ,LANEVILLE SCHOOL,N,RUSK,'201,A,LANEVILLE ISD,'PK - 12,B,'07,,
'107910002,,A L P H A CAMPUS,N,HENDERSON,'107,X,LAPOYNOR ISD,'10 - 12,S,'07,,
'107910101,EWMNX,LAPOYNOR EL,N,HENDERSON,'107,R,LAPOYNOR ISD,'EE - 05,E,'07,,
'107910001,ARVSX,LAPOYNOR H S,N,HENDERSON,'107,A,LAPOYNOR ISD,'09 - 12,S,'07,,
'107910041,EW,LAPOYNOR J H,N,HENDERSON,'107,R,LAPOYNOR ISD,'06 - 08,M,'07,,
'240901101,A,BRUNI EL,N,WEBB,'240,A,LAREDO ISD,'PK - 05,E,'01,,
'240901102,X,BUENOS AIRES EL,N,WEBB,'240,A,LAREDO ISD,'PK - 05,E,'01,,
'240901041,,CHRISTEN MIDDLE,N,WEBB,'240,L,LAREDO ISD,'06 - 08,M,'01,,
'240901119,Y,D D HACHAR EL,N,WEBB,'240,A,LAREDO ISD,'PK - 05,E,'01,,
'240901104,,DAICHES EL,N,WEBB,'240,L,LAREDO ISD,'EE - 05,E,'01,,
'240901123,A,DOVALINA EL,N,WEBB,'240,A,LAREDO ISD,'PK - 05,E,'01,,
'240901003,DRX,DR LEO CIGARROA H S,N,WEBB,'240,A,LAREDO ISD,'09 - 12,S,'01,,
'240901007,,F S LARA ACADEMY,N,WEBB,'240,X,LAREDO ISD,'06 - 12,B,'01,,
'240901105,,FARIAS EL,N,WEBB,'240,A,LAREDO ISD,'PK - 05,E,'01,,
'240901121,,H B ZACHRY EL,N,WEBB,'240,A,LAREDO ISD,'PK - 05,E,'01,,
'240901106,WM,HEIGHTS EL,N,WEBB,'240,R,LAREDO ISD,'PK - 05,E,'01,,
'240901120,,J C MARTIN JR EL,N,WEBB,'240,L,LAREDO ISD,'PK - 05,E,'01,,
'240901122,Z,J KAWAS EL,N,WEBB,'240,R,LAREDO ISD,'EE - 05,E,'01,,
'240901043,,JOAQUIN CIGARROA MIDDLE,N,WEBB,'240,L,LAREDO ISD,'06 - 08,M,'01,,
'240901042,AWX,LAMAR MIDDLE,N,WEBB,'240,A,LAREDO ISD,'06 - 08,M,'01,,
'240901108,A,LEYENDECKER EL,N,WEBB,'240,A,LAREDO ISD,'EE - 05,E,'01,,
'240901124,A,LIGARDE EL,N,WEBB,'240,A,LAREDO ISD,'PK - 05,E,'01,,
'240901109,AEMN,MACDONELL EL,N,WEBB,'240,R,LAREDO ISD,'PK - 05,E,'01,,
'240901001,,MARTIN H S,N,WEBB,'240,L,LAREDO ISD,'09 - 12,S,'01,,
'240901044,,MEMORIAL MIDDLE,N,WEBB,'240,L,LAREDO ISD,'06 - 08,M,'01,,
'240901110,AMX,MILTON EL,N,WEBB,'240,A,LAREDO ISD,'PK - 05,E,'01,,
'240901002,DRZ,NIXON H S,N,WEBB,'240,A,LAREDO ISD,'09 - 12,S,'01,,
'240901111,AX,PIERCE EL,N,WEBB,'240,A,LAREDO ISD,'EE - 05,E,'01,,
'240901112,AX,RYAN EL,N,WEBB,'240,A,LAREDO ISD,'PK - 05,E,'01,,
'240901115,ANX,SANTA MARIA EL,N,WEBB,'240,A,LAREDO ISD,'EE - 05,E,'01,,
'240901116,AWY,SANTO NINO EL,N,WEBB,'240,A,LAREDO ISD,'PK - 05,E,'01,,
'240901125,M,T SANCHEZ EL / H OCHOA EL,N,WEBB,'240,A,LAREDO ISD,'EE - 05,E,'01,,
'240901107,AN,TARVER EL,N,WEBB,'240,A,LAREDO ISD,'PK - 05,E,'01,,
'240901010,,WEBB COUNTY J J A E P,N,WEBB,'240,X,LAREDO ISD,'05 - 11,B,'01,,
'245901101,EWNS,LASARA EL,N,WILLACY,'245,R,LASARA ISD,'PK - 08,E,'01,,
'113905101,MNY,LATEXO EL,N,HOUSTON,'113,R,LATEXO ISD,'PK - 06,E,'06,,
'113905001,ARW,LATEXO H S,N,HOUSTON,'113,A,LATEXO ISD,'07 - 12,S,'06,,
'185904001,ARVW,LAZBUDDIE SCHOOL,N,PARMER,'185,R,LAZBUDDIE ISD,'PK - 12,B,'16,,
'193902001,RWX,LEAKEY SCHOOL,N,REAL,'193,R,LEAKEY ISD,'KG - 12,B,'20,,
'246913102,WM,ADA MAE FAUBION EL,N,WILLIAMSON,'246,R,LEANDER ISD,'EE - 05,E,'13,,
'246913044,EWS,ARTIE L HENRY MIDDLE SCHOOL,N,WILLIAMSON,'246,R,LEANDER ISD,'06 - 08,M,'13,,
'246913109,E,BAGDAD ELEMENTARY,N,WILLIAMSON,'246,A,LEANDER ISD,'EE - 05,E,'13,,
'246913103,WN,BLOCK HOUSE CREEK EL,N,WILLIAMSON,'246,R,LEANDER ISD,'EE - 05,E,'13,,
'246913105,,C C MASON EL,N,WILLIAMSON,'246,R,LEANDER ISD,'EE - 05,E,'13,,
'246913045,AEWMS,CANYON RIDGE MIDDLE SCHOOL,N,WILLIAMSON,'246,E,LEANDER ISD,'06 - 08,M,'13,,
'246913002,PCRVS,CEDAR PARK H S,N,WILLIAMSON,'246,A,LEANDER ISD,'09 - 12,S,'13,,
'246913041,EWMSX,CEDAR PARK MIDDLE,N,WILLIAMSON,'246,R,LEANDER ISD,'06 - 08,M,'13,,
'246913110,EWMNX,CHARLOTTE COX ELEMENTARY,N,WILLIAMSON,'246,R,LEANDER ISD,'EE - 05,E,'13,,
'246913104,WN,CYPRESS EL,N,WILLIAMSON,'246,R,LEANDER ISD,'EE - 05,E,'13,,
'246913113,AEWMN,DEER CREEK ELEMENTARY,N,WILLIAMSON,'246,R,LEANDER ISD,'EE - 05,E,'13,,
'246913111,EWMN,LAURA WELCH BUSH ELEMENTARY,N,WILLIAMSON,'246,E,LEANDER ISD,'EE - 05,E,'13,,
'246913001,Y,LEANDER H S,N,WILLIAMSON,'246,A,LEANDER ISD,'09 - 12,S,'13,,
'246913042,EW,LEANDER MIDDLE,N,WILLIAMSON,'246,A,LEANDER ISD,'06 - 08,M,'13,,
'246913106,EWMN,LOIS F GIDDENS EL,N,WILLIAMSON,'246,R,LEANDER ISD,'EE - 05,E,'13,,
'246913011,,NEW HOPE HIGH SCHOOL,N,WILLIAMSON,'246,1,LEANDER ISD,'11 - 12,S,'13,,
'246913112,,PATRICIA KNOWLES ELEMENTARY,N,WILLIAMSON,'246,A,LEANDER ISD,'EE - 05,E,'13,,
'246913108,EWMN,PAULINE NAUMANN EL,N,WILLIAMSON,'246,R,LEANDER ISD,'EE - 05,E,'13,,
'246913114,EWMN,PLEASANT HILL ELEMENTARY,N,WILLIAMSON,'246,R,LEANDER ISD,'EE - 05,E,'13,,
'246913043,EWY,RUNNING BRUSHY MIDDLE SCHOOL,N,WILLIAMSON,'246,A,LEANDER ISD,'06 - 08,M,'13,,
'246913115,WMN,RUTLEDGE ELEMENTARY,N,WILLIAMSON,'246,R,LEANDER ISD,'EE - 05,E,'13,,
'246913107,EWMN,STEINER RANCH EL,N,WILLIAMSON,'246,E,LEANDER ISD,'EE - 05,E,'13,,
'246913003,S,VISTA RIDGE HIGH SCHOOL,N,WILLIAMSON,'246,A,LEANDER ISD,'09 - 12,S,'13,,
'246913101,MN,WHITESTONE EL,N,WILLIAMSON,'246,R,LEANDER ISD,'EE - 05,E,'13,,
'246913010,,WILLIAMSON CO ACADEMY,N,WILLIAMSON,'246,X,LEANDER ISD,'08 - 11,S,'13,,
'019914101,AENSY,LEARY EL,N,BOWIE,'019,R,LEARY ISD,'EE - 08,E,'08,,
'090902001,NS,LEFORS SCHOOL,N,GRAY,'090,A,LEFORS ISD,'EE - 12,B,'16,,
'187906101,Y,LEGGETT EL,N,POLK,'187,A,LEGGETT ISD,'PK - 06,E,'06,,
'187906001,R,LEGGETT H S,N,POLK,'187,A,LEGGETT ISD,'07 - 12,S,'06,,
'145911102,N,LEON EL,N,LEON,'145,R,LEON ISD,'PK - 05,E,'06,,
'145911002,A,LEON H S,N,LEON,'145,A,LEON ISD,'09 - 12,S,'06,,
'145911041,EWSX,LEON J H,N,LEON,'145,R,LEON ISD,'06 - 08,M,'06,,
'074909101,EM,LEONARD ELEMENTARY,N,FANNIN,'074,R,LEONARD ISD,'EE - 03,E,'10,,
'074909001,AVSZ,LEONARD HIGH SCHOOL,N,FANNIN,'074,A,LEONARD ISD,'09 - 12,S,'10,,
'074909102,AN,LEONARD INTERMEDIATE SCHOOL,N,FANNIN,'074,R,LEONARD ISD,'04 - 05,E,'10,,
'074909041,WS,LEONARD JUNIOR HIGH,N,FANNIN,'074,R,LEONARD ISD,'06 - 08,M,'10,,
'110902101,,CACTUS EL,N,HOCKLEY,'110,R,LEVELLAND ISD,'01 - 04,E,'17,,
'110902102,Y,CAPITOL EL,N,HOCKLEY,'110,R,LEVELLAND ISD,'PK - 06,E,'17,,
'110902001,,LEVELLAND H S,N,HOCKLEY,'110,A,LEVELLAND ISD,'09 - 12,S,'17,,
'110902041,S,LEVELLAND J H,N,HOCKLEY,'110,A,LEVELLAND ISD,'05 - 10,B,'17,,
'110902042,AMY,LEVELLAND MIDDLE,N,HOCKLEY,'110,A,LEVELLAND ISD,'05 - 08,M,'17,,
'110902105,X,SOUTH EL,N,HOCKLEY,'110,R,LEVELLAND ISD,'01 - 04,E,'17,,
'110902106,,WEST EARLY CHILDHOOD CTR,N,HOCKLEY,'110,X,LEVELLAND ISD,'EE - KG,E,'17,,
'201904101,EM,LEVERETTS CHAPEL EL,N,RUSK,'201,R,LEVERETTS CHAPEL ISD,'PK - 06,E,'07,,
'201904001,,LEVERETTS CHAPEL H S,N,RUSK,'201,R,LEVERETTS CHAPEL ISD,'09 - 12,S,'07,,
'201904041,EWY,LEVERETTS CHAPEL JR HIGH,N,RUSK,'201,R,LEVERETTS CHAPEL ISD,'07 - 08,M,'07,,
'061902047,AWSY,ARBOR CREEK MIDDLE,N,DENTON,'061,R,LEWISVILLE ISD,'06 - 08,M,'11,,
'061902115,EWN,B B OWEN EL,N,DENTON,'061,R,LEWISVILLE ISD,'EE - 05,E,'11,,
'061902133,AEWMN,BLUEBONNET ELEMENTARY,N,DENTON,'061,E,LEWISVILLE ISD,'KG - 05,E,'11,,
'061902049,AEWMS,BRIARHILL MIDDLE,N,DENTON,'061,E,LEWISVILLE ISD,'06 - 08,M,'11,,
'061902129,AEWMN,BRIDLEWOOD ELEM,N,DENTON,'061,E,LEWISVILLE ISD,'EE - 05,E,'11,,
'061902009,AEZ,C DOUGLAS KILLOUGH LEWISVILLE HS,N,DENTON,'061,R,LEWISVILLE ISD,'09 - 09,S,'11,,
'061902107,MN,CAMEY EL,N,DENTON,'061,R,LEWISVILLE ISD,'EE - 05,E,'11,,
'061902136,EWMN,CASTLE HILLS ELEMENTARY,N,DENTON,'061,E,LEWISVILLE ISD,'KG - 05,E,'11,,
'061902101,Y,CENTRAL ELEMENTARY,N,DENTON,'061,A,LEWISVILLE ISD,'EE - 05,E,'11,,
'061902055,AEWMSX,CLAYTON DOWNING MIDDLE SCHOOL,N,DENTON,'061,E,LEWISVILLE ISD,'06 - 08,M,'11,,
'061902102,N,COLLEGE ST EL,N,DENTON,'061,R,LEWISVILLE ISD,'KG - 05,E,'11,,
'061902140,N,COYOTE RIDGE ELEMENTARY,N,DENTON,'061,R,LEWISVILLE ISD,'EE - 05,E,'11,,
'061902054,AEWSX,CREEK VALLEY MIDDLE SCHOOL,N,DENTON,'061,R,LEWISVILLE ISD,'06 - 08,M,'11,,
'061902116,AWMN,CREEKSIDE EL,N,DENTON,'061,A,LEWISVILLE ISD,'KG - 05,E,'11,,
'061902106,WMN,DEGAN EL,N,DENTON,'061,R,LEWISVILLE ISD,'EE - 05,E,'11,,
'061902050,WSY,DELAY MIDDLE SCHOOL,N,DENTON,'061,A,LEWISVILLE ISD,'06 - 08,M,'11,,
'061902007,,DENTON CO J J A E P,N,DENTON,'061,X,LEWISVILLE ISD,'06 - 12,B,'11,,
'061902117,AEMN,DONALD ELEMENTARY,N,DENTON,'061,E,LEWISVILLE ISD,'EE - 05,E,'11,,
'061902119,EM,ETHRIDGE EL,N,DENTON,'061,R,LEWISVILLE ISD,'EE - 05,E,'11,,
'061902112,AEWMNX,FLOWER MOUND EL,N,DENTON,'061,E,LEWISVILLE ISD,'KG - 05,E,'11,,
'061902010,ADPCRUVES,FLOWER MOUND H S,N,DENTON,'061,R,LEWISVILLE ISD,'09 - 12,S,'11,,
'061902128,AEWMN,FOREST VISTA ELEMENTARY,N,DENTON,'061,E,LEWISVILLE ISD,'EE - 05,E,'11,,
'061902048,AEWMS,FORESTWOOD MIDDLE,N,DENTON,'061,E,LEWISVILLE ISD,'06 - 08,M,'11,,
'061902120,AEWMN,GARDEN RIDGE EL,N,DENTON,'061,E,LEWISVILLE ISD,'EE - 05,E,'11,,
'061902044,AEWS,GRIFFIN MIDDLE,N,DENTON,'061,R,LEWISVILLE ISD,'06 - 08,M,'11,,
'061902008,RUESZ,HEBRON H S,N,DENTON,'061,A,LEWISVILLE ISD,'09 - 12,S,'11,,
'061902118,AEWMN,HEBRON VALLEY ELEM,N,DENTON,'061,R,LEWISVILLE ISD,'EE - 05,E,'11,,
'061902105,EMZ,HEDRICK ELEMENTARY,N,DENTON,'061,A,LEWISVILLE ISD,'KG - 05,E,'11,,
'061902042,AW,HEDRICK MIDDLE SCHOOL,N,DENTON,'061,A,LEWISVILLE ISD,'06 - 08,M,'11,,
'061902122,AEWMN,HERITAGE ELEMENTARY,N,DENTON,'061,E,LEWISVILLE ISD,'EE - 05,E,'11,,
'061902110,EMN,HIGHLAND VILLAGE EL,N,DENTON,'061,R,LEWISVILLE ISD,'KG - 05,E,'11,,
'061902132,AEWM,HOMESTEAD ELEMENTARY,N,DENTON,'061,R,LEWISVILLE ISD,'KG - 05,E,'11,,
'061902052,EW,HUFFINES MIDDLE SCHOOL,N,DENTON,'061,R,LEWISVILLE ISD,'06 - 08,M,'11,,
'061902113,EWMN,INDIAN CREEK ELEMENTARY,N,DENTON,'061,R,LEWISVILLE ISD,'KG - 05,E,'11,,
'061902104,,LAKELAND ELEMENTARY,N,DENTON,'061,A,LEWISVILLE ISD,'KG - 05,E,'11,,
'061902046,EWX,LAKEVIEW MIDDLE,N,DENTON,'061,R,LEWISVILLE ISD,'06 - 08,M,'11,,
'061902045,EWMS,LAMAR MIDDLE,N,DENTON,'061,E,LEWISVILLE ISD,'06 - 08,M,'11,,
'061902005,,LEARNING CTR,N,DENTON,'061,1,LEWISVILLE ISD,'01 - 12,B,'11,,
'061902001,,LEWISVILLE H S,N,DENTON,'061,A,LEWISVILLE ISD,'09 - 12,S,'11,,
'061902135,AEWMN,LIBERTY ELEMENTARY,N,DENTON,'061,E,LEWISVILLE ISD,'KG - 05,E,'11,,
'061902141,,LILLIE J JACKSON EARLY CHILDHOOD,N,DENTON,'061,X,LEWISVILLE ISD,'EE - PK,E,'11,,
'061902002,PCRUVS,MARCUS H S,N,DENTON,'061,A,LEWISVILLE ISD,'09 - 12,S,'11,,
'061902138,WY,MARJORY VICKERY ELEMENTARY,N,DENTON,'061,A,LEWISVILLE ISD,'KG - 05,E,'11,,
'061902056,AEWSX,MARSHALL DURHAM MIDDLE SCHOOL,N,DENTON,'061,R,LEWISVILLE ISD,'06 - 08,M,'11,,
'061902114,AEWMNX,MCAULIFFE EL,N,DENTON,'061,E,LEWISVILLE ISD,'KG - 05,E,'11,,
'061902053,AEWS,MCKAMY MIDDLE SCHOOL,N,DENTON,'061,E,LEWISVILLE ISD,'06 - 08,M,'11,,
'061902121,EWMN,MORNINGSIDE ELEM,N,DENTON,'061,E,LEWISVILLE ISD,'KG - 05,E,'11,,
'061902123,AEWMN,OLD SETTLERS ELEMENTARY,N,DENTON,'061,R,LEWISVILLE ISD,'EE - 05,E,'11,,
'061902124,AEWMN,PARKWAY ELEMENTARY,N,DENTON,'061,R,LEWISVILLE ISD,'EE - 05,E,'11,,
'061902109,M,PETERS COLONY ELEMENTARY,N,DENTON,'061,R,LEWISVILLE ISD,'PK - 05,E,'11,,
'061902125,EX,POLSER ELEMENTARY,N,DENTON,'061,R,LEWISVILLE ISD,'KG - 05,E,'11,,
'061902126,AEWMN,PRAIRIE TRAIL ELEMENTARY,N,DENTON,'061,E,LEWISVILLE ISD,'EE - 05,E,'11,,
'061902139,,ROCKBROOK ELEM,N,DENTON,'061,A,LEWISVILLE ISD,'EE - 05,E,'11,,
'061902058,EWMS,SHADOW RIDGE MIDDLE SCHOOL,N,DENTON,'061,E,LEWISVILLE ISD,'06 - 08,M,'11,,
'061902131,EN,SOUTHRIDGE ELEMENTARY,N,DENTON,'061,R,LEWISVILLE ISD,'KG - 05,E,'11,,
'061902111,E,STEWARTS CREEK EL,N,DENTON,'061,A,LEWISVILLE ISD,'EE - 05,E,'11,,
'061902004,PRU,THE COLONY H S,N,DENTON,'061,A,LEWISVILLE ISD,'09 - 12,S,'11,,
'061902108,EWMN,TIMBER CREEK EL,N,DENTON,'061,R,LEWISVILLE ISD,'KG - 05,E,'11,,
'061902134,EWMN,TOM HICKS ELEMENTARY,N,DENTON,'061,R,LEWISVILLE ISD,'KG - 05,E,'11,,
'061902127,EWN,VALLEY RIDGE ELEMENTARY,N,DENTON,'061,R,LEWISVILLE ISD,'EE - 05,E,'11,,
'061902130,AEWMN,WELLINGTON ELEMENTARY,N,DENTON,'061,E,LEWISVILLE ISD,'EE - 05,E,'11,,
'144902101,MNZ,LEXINGTON ELEMENTARY SCHOOL,N,LEE,'144,R,LEXINGTON ISD,'EE - 05,E,'13,,
'144902001,ARUEY,LEXINGTON HIGH SCHOOL,N,LEE,'144,A,LEXINGTON ISD,'09 - 12,S,'13,,
'144902041,WS,LEXINGTON MIDDLE SCHOOL,N,LEE,'144,A,LEXINGTON ISD,'06 - 08,M,'13,,
'246908101,,LIBERTY HILL EL,N,WILLIAMSON,'246,R,LIBERTY HILL ISD,'EE - 02,E,'13,'246908102,LIBERTY HILL INTERMEDIATE
'246908001,ARUV,LIBERTY HILL H S,N,WILLIAMSON,'246,A,LIBERTY HILL ISD,'09 - 12,S,'13,,
'246908102,EWMN,LIBERTY HILL INTERMEDIATE,N,WILLIAMSON,'246,R,LIBERTY HILL ISD,'03 - 05,E,'13,,
'246908041,EWMSX,LIBERTY HILL MIDDLE,N,WILLIAMSON,'246,R,LIBERTY HILL ISD,'06 - 08,M,'13,,
'246908005,,WILLIAMSON CO J J A E P,N,WILLIAMSON,'246,X,LIBERTY HILL ISD,'09 - 10,S,'13,,
'146906002,,GULF COAST H S,N,LIBERTY,'146,1,LIBERTY ISD,'11 - 12,S,'04,,
'146906003,,HARDIN/CHAMBERS CTR,N,LIBERTY,'146,X,LIBERTY ISD,'02 - 12,B,'04,,
'146906103,,LIBERTY EL,N,LIBERTY,'146,A,LIBERTY ISD,'02 - 05,E,'04,,
'146906001,,LIBERTY H S,N,LIBERTY,'146,A,LIBERTY ISD,'09 - 12,S,'04,,
'146906041,W,LIBERTY MIDDLE,N,LIBERTY,'146,A,LIBERTY ISD,'06 - 08,M,'04,,
'146906102,,SAN JACINTO EL,N,LIBERTY,'146,A,LIBERTY ISD,'EE - 01,E,'04,'146906103,LIBERTY EL
'019908002,,ALTER SCH,N,BOWIE,'019,1,LIBERTY-EYLAU ISD,'09 - 12,S,'08,,
'019908004,,BOWIE COUNTY JJAEP,N,BOWIE,'019,X,LIBERTY-EYLAU ISD,'09 - 09,S,'08,,
'019908003,,JUVENILE JUSTICE DETENTION CTR,N,BOWIE,'019,1,LIBERTY-EYLAU ISD,'04 - 11,B,'08,,
'019908103,E,LIBERTY-EYLAU C K BENDER ELEMENTA,N,BOWIE,'019,R,LIBERTY-EYLAU ISD,'02 - 04,E,'08,,
'019908001,AY,LIBERTY-EYLAU H S,N,BOWIE,'019,A,LIBERTY-EYLAU ISD,'09 - 12,S,'08,,
'019908041,EWY,LIBERTY-EYLAU MIDDLE,N,BOWIE,'019,A,LIBERTY-EYLAU ISD,'05 - 08,M,'08,,
'019908102,,LIBERTY-EYLAU PRE-K CENTER GRANDV,N,BOWIE,'019,X,LIBERTY-EYLAU ISD,'EE - PK,E,'08,,
'019908101,,LIBERTY-EYLAU PRI,N,BOWIE,'019,R,LIBERTY-EYLAU ISD,'KG - 01,E,'08,'019908103,LIBERTY-EYLAU C K BENDER ELEMENTA
'057807001,REW,LIFE SCHOOL OAK CLIFF,Y,DALLAS,'057,A,LIFE SCHOOL,'KG - 12,B,'10,,
'057807101,EWMNZ,LIFE SCHOOL RED OAK,Y,DALLAS,'057,R,LIFE SCHOOL,'KG - 07,E,'10,,
'015825101,,LIGHTHOUSE CHARTER SCHOOL,Y,BEXAR,'015,A,LIGHTHOUSE CHARTER SCHOOL,'KG - 06,E,'20,,
'212903103,AEMNY,E J MOSS INTERMEDIATE,N,SMITH,'212,R,LINDALE ISD,'05 - 06,M,'07,,
'212903104,,EARLY CHILDHOOD CENTER,N,SMITH,'212,X,LINDALE ISD,'EE - KG,E,'07,,
'212903001,AUS,LINDALE H S,N,SMITH,'212,A,LINDALE ISD,'09 - 12,S,'07,,
'212903003,,LINDALE JJAEP,N,SMITH,'212,X,LINDALE ISD,'08 - 08,M,'07,,
'212903041,EWSX,LINDALE JUNIOR HIGH,N,SMITH,'212,R,LINDALE ISD,'07 - 08,M,'07,,
'212903101,,LINDALE PRI,N,SMITH,'212,R,LINDALE ISD,'01 - 02,E,'07,'212903102,VELMA PENNY EL
'212903002,,ST LOUIS UNIT,N,SMITH,'212,X,LINDALE ISD,'06 - 12,B,'07,,
'212903102,WMX,VELMA PENNY EL,N,SMITH,'212,R,LINDALE ISD,'03 - 04,E,'07,,
'034905102,EWNX,LINDEN EL,N,CASS,'034,R,LINDEN-KILDARE CISD,'EE - 05,E,'08,,
'034905002,UES,LINDEN-KILDARE H S,N,CASS,'034,R,LINDEN-KILDARE CISD,'09 - 12,S,'08,,
'034905041,WS,LINDEN-KILDARE J H,N,CASS,'034,A,LINDEN-KILDARE CISD,'06 - 08,M,'08,,
'049907101,AEMNZ,LINDSAY EL,N,COOKE,'049,R,LINDSAY ISD,'KG - 06,E,'11,,
'049907001,ADRVEWMNS,LINDSAY H S,N,COOKE,'049,E,LINDSAY ISD,'07 - 12,S,'11,,
'072909001,VWSZ,LINGLEVILLE SCHOOL,N,ERATH,'072,R,LINGLEVILLE ISD,'PK - 12,B,'11,,
'111902002,VEX,LIPAN SCHOOL,N,HOOD,'111,R,LIPAN ISD,'PK - 12,B,'11,,
'181908001,,LIT CYPR-MRCEVILLE H S,N,ORANGE,'181,A,LITTLE CYPRESS-MAURICEVILLE CISD,'09 - 12,S,'05,,
'181908101,E,LITTLE CYPRESS EL,N,ORANGE,'181,R,LITTLE CYPRESS-MAURICEVILLE CISD,'EE - 03,E,'05,,
'181908103,EMN,LITTLE CYPRESS INT,N,ORANGE,'181,A,LITTLE CYPRESS-MAURICEVILLE CISD,'KG - 05,E,'05,,
'181908041,WS,LITTLE CYPRESS J H,N,ORANGE,'181,A,LITTLE CYPRESS-MAURICEVILLE CISD,'06 - 08,M,'05,,
'181908102,EMNX,MAURICEVILLE EL,N,ORANGE,'181,R,LITTLE CYPRESS-MAURICEVILLE CISD,'PK - 05,E,'05,,
'181908042,EWS,MAURICEVILLE MIDDLE,N,ORANGE,'181,R,LITTLE CYPRESS-MAURICEVILLE CISD,'06 - 08,M,'05,,
'061914104,EM,CESAR CHAVEZ ELEMENTARY,N,DENTON,'061,R,LITTLE ELM ISD,'KG - 04,E,'11,,
'061914106,EMZ,COLIN POWELL INTERMEDIATE,N,DENTON,'061,A,LITTLE ELM ISD,'05 - 06,M,'11,,
'061914103,Z,D H BRENT INTERMEDIATE,N,DENTON,'061,A,LITTLE ELM ISD,'05 - 06,M,'11,,
'061914101,,DELILAH KING EARLY LEARNING ACADE,N,DENTON,'061,X,LITTLE ELM ISD,'EE - PK,E,'11,,
'061914105,EWMX,HACKBERRY ELEMENTARY,N,DENTON,'061,R,LITTLE ELM ISD,'KG - 04,E,'11,,
'061914102,,HERSCHEL ZELLARS ELEMENTARY,N,DENTON,'061,R,LITTLE ELM ISD,'KG - 04,E,'11,,
'061914041,W,LAKESIDE JUNIOR HIGH SCHOOL,N,DENTON,'061,R,LITTLE ELM ISD,'07 - 08,M,'11,,
'061914107,EWMX,LAKEVIEW EL,N,DENTON,'061,R,LITTLE ELM ISD,'KG - 04,E,'11,,
'061914001,Z,LITTLE ELM H S,N,DENTON,'061,A,LITTLE ELM ISD,'09 - 12,S,'11,,
'140904102,EMNX,LITTLEFIELD EL,N,LAMB,'140,R,LITTLEFIELD ISD,'03 - 05,E,'17,,
'140904001,Y,LITTLEFIELD H S,N,LAMB,'140,A,LITTLEFIELD ISD,'09 - 12,S,'17,,
'140904041,EW,LITTLEFIELD J H,N,LAMB,'140,A,LITTLEFIELD ISD,'06 - 08,M,'17,,
'140904103,,LITTLEFIELD PRI,N,LAMB,'140,R,LITTLEFIELD ISD,'EE - 02,E,'17,'140904102,LITTLEFIELD EL
'187907002,,LIVINGSTON H S,N,POLK,'187,A,LIVINGSTON ISD,'09 - 12,S,'06,,
'187907101,MY,LIVINGSTON INT,N,POLK,'187,A,LIVINGSTON ISD,'05 - 06,M,'06,,
'187907041,,LIVINGSTON J H,N,POLK,'187,L,LIVINGSTON ISD,'07 - 08,M,'06,,
'187907103,EM,PINE RIDGE ELEMENTARY,N,POLK,'187,R,LIVINGSTON ISD,'EE - 04,E,'06,,
'187907102,,TIMBER CREEK ELEMENTARY,N,POLK,'187,R,LIVINGSTON ISD,'KG - 04,E,'06,,
'150901101,EMN,LLANO EL,N,LLANO,'150,E,LLANO ISD,'EE - 05,E,'13,,
'150901001,,LLANO H S,N,LLANO,'150,A,LLANO ISD,'09 - 12,S,'13,,
'150901041,EWMX,LLANO JUNIOR HIGH,N,LLANO,'150,R,LLANO ISD,'06 - 08,M,'13,,
'150901102,EM,PACKSADDLE ELEMENTARY,N,LLANO,'150,R,LLANO ISD,'PK - 05,E,'13,,
'028902105,EWMY,BLUEBONNET ELEMENTARY SCHOOL,N,CALDWELL,'028,A,LOCKHART ISD,'PK - 05,E,'13,,
'028902102,,CARVER KINDERGARTEN SCHOOL,N,CALDWELL,'028,X,LOCKHART ISD,'EE - KG,E,'13,,
