CAMPUS,YEAR,CPCTENGA,CPCTFLAA,CPCTG01A,CPCTG02A,CPCTG03A,CPCTG04A,CPCTG05A,CPCTG06A,CPCTGKGA,CPCTGMEA,CPCTMATA,CPCTSCIA,CPCTSOCA,CPSAMIFC,CPSAMIFP,CPSATOFC,CPSETOFC,CPSETOFP,CPSOTOFC,CPSPTOFC,CPSPTOFP,CPSSTOFC,CPSSTOFP,CPSSTOSA,CPST00FC,CPST00FP,CPST00SA,CPST01FC,CPST01FP,CPST01SA,CPST06FC,CPST06FP,CPST06SA,CPST11FC,CPST11FP,CPST11SA,CPST20FC,CPST20FP,CPST20SA,CPSTASFC,CPSTASFP,CPSTBIFC,CPSTBIFP,CPSTBLFC,CPSTBLFP,CPSTCOFC,CPSTCOFP,CPSTEXPA,CPSTFEFC,CPSTFEFP,CPSTGIFC,CPSTGIFP,CPSTHIFC,CPSTHIFP,CPSTINFC,CPSTINFP,CPSTKIDR,CPSTMAFC,CPSTMAFP,CPSTOPFC,CPSTOPFP,CPSTPIFC,CPSTPIFP,CPSTREFC,CPSTREFP,CPSTSPFC,CPSTSPFP,CPSTTENA,CPSTTOFC,CPSTTOFP,CPSTTOSA,CPSTTWFC,CPSTTWFP,CPSTVOFC,CPSTVOFP,CPSTWHFC,CPSTWHFP,CPSUTOFC,CPSUTOFP,CPSUTOSA
'029901102,2013,.,.,19.7,17.9,19.5,20.9,22.1,.,20,.,.,.,.,28.763,38.445,74.814,13.5387,18.096,0,61.275,81.904,2,2.673,69311,4,7.338,36640,15.0038,27.526,37680,12.0025,22.02,39839,15.5035,28.443,46702,7.9984,14.674,52314,1.0002,1.835,2.8225,5.178,0,0,2,3.669,10.5413,50.508,92.661,0,0,18.003,33.027,0,0,18.3459,4.001,7.339,0,0,0,0,47.186,86.566,2.5,4.586,8.7339,54.508,72.858,42793,0,0,0,0,35.505,65.138,4.7672,6.372,48147
'029901105,2013,.,.,9,9,16.5,19,24,.,19,.,.,.,.,1,10.386,9.627,1,10.388,0,8.627,89.612,0.25,2.597,100652,0,0,.,0.9998,12.498,37541,4.0004,50.005,39215,1,12.5,50630,1.9998,24.998,53020,0,0,0,0,0,0,0.5263,6.579,15.25,8,100,0,0,1,12.498,0,0,13.375,0,0,0,0,0,0,6.474,80.921,1,12.5,14.375,8,83.101,43884,0,0,0,0,7,87.503,0.3768,3.914,50966
'029901107,2013,18.4,.,14,12.5,15.5,16.2,24.9,24,11,.,18,18.5,18.5,3.92,12.489,31.386,5.8665,18.691,0,25.52,81.309,1,3.186,78511,0,0,.,2,9.445,36940,2.9996,14.166,40596,13.1748,62.221,47523,2.9999,14.168,50960,0,0,0,0,1,4.722,1,4.723,15.3182,19.175,90.556,0,0,0,0,0,0,13.4597,2,9.444,0,0,0,0,18.736,88.487,1.4379,6.791,13.2727,21.174,67.464,46029,1.9999,9.4449,0,0,18.175,85.833,3.3453,10.659,52416
'030901001,2013,14,11.8,.,.,.,.,.,.,.,.,8.3,14,14,0.5,2.371,21.087,2,9.485,0,19.087,90.515,1,4.742,70323,4.5,26.338,36355,4.0003,23.412,31338,2.4789,14.508,40370,2.0004,11.707,43652,4.1068,24.035,44848,0,0,0,0,0,0,1.5978,9.351,12.0541,8.608,50.379,0,0,0.5,2.926,0,0,8.3106,8.479,49.621,1.088,6.3676,0,0,10.54,61.687,0.4243,2.483,6.9189,17.087,81.031,38658,0,0,3.4363,20.1111,16.587,97.074,1,4.742,52169
'030901101,2013,.,.,13,13.3,10.5,12,11.7,11.5,13,.,.,.,.,0,0,23.521,2,8.503,0,21.521,91.497,1,4.251,61500,0,0,.,3.0004,14.621,31295,5.5209,26.903,35489,4.9997,24.363,44195,7.0004,34.113,47427,0,0,0,0,0,0,2.9176,14.217,15.7143,19,92.587,0,0,0,0,0,0,9.9408,1.521,7.413,0,0,0,0,15.66,76.308,1.9443,9.474,13.0952,20.521,87.246,41069,0,0,0,0,20.521,100,0,0,.
'030902001,2013,14.6,13.1,.,.,.,.,.,.,.,.,15.8,17.9,17.5,2.727,5.622,48.501,5,10.309,1,43.501,89.691,2,4.124,71423,1.835,4.782,31493,3.5962,9.372,35411,8.3067,21.648,42961,13.0645,34.047,47259,11.5699,30.152,50704,0,0,0,0,0,0,2.7698,7.218,13.6087,22.787,59.383,0,0,2.727,7.106,0,0,10.5806,15.586,40.617,0,0,0,0,26.176,68.216,3.4059,8.876,8.3478,38.372,79.117,45503,0,0,6.0205,15.6897,35.645,92.894,3.1286,6.451,45495
'030902041,2013,18.3,.,.,.,.,.,.,22.6,.,.,16.9,18.7,18.7,1.272,3.636,34.997,5.5,15.716,0,29.497,84.284,2,5.715,59839,1.165,4.397,34319,5.4043,20.396,34544,8.693,32.807,39238,8.8064,33.235,47268,2.4283,9.164,50964,0,0,0,0,0,0,1.2774,4.821,10.9722,17.084,64.473,0,0,1.272,4.802,0,0,12.7939,9.414,35.527,0,0,0,0,22.341,84.315,1.6903,6.379,6.0556,26.497,75.712,41808,0,0,1.1884,4.485,25.225,95.198,1,2.857,47270
'030902101,2013,.,.,16.1,17.2,.,.,.,.,16.5,12,.,.,.,1,2.505,39.925,12.9251,32.374,0,27,67.626,1,2.505,57113,1,4.167,29607,1,4.167,33847,3.9999,16.667,37282,10.9999,45.834,43672,6.9997,29.166,48563,0,0,0,0,0,0,1.9998,8.333,15.4167,24,100,0,0,0,0,0,0,14.6253,0,0,0,0,0,0,20.317,84.657,1.6824,7.01,13.5417,24,60.112,43038,0,0,0,0,24,100,2,5.009,45361
'030902103,2013,.,.,.,.,20.8,20.3,19.5,.,20,.,.,.,.,0,0,30.999,6,19.356,0,24.999,80.644,1,3.226,55529,1,4.545,29607,3.9999,18.182,30782,0.9999,4.545,36237,7.999,36.361,43667,8.0001,36.366,49583,0,0,0,0,0,0,0.9999,4.545,15.2727,17.999,81.818,0.3662,1.6646,0,0,0,0,14.6826,4,18.182,0,0,0,0,20.157,91.629,0.4754,2.161,10.3636,21.999,70.967,42499,0,0,0,0,21.999,100,2,6.452,51678
'030903001,2013,8.7,10.1,.,.,.,.,.,.,.,.,9.1,8.1,10.4,0,0,14.407,1,6.941,1,13.407,93.059,1,6.941,66668,0.308,2.479,28546,1.5719,12.669,29715,2.4767,19.961,34613,5.0009,40.306,43236,3.0503,24.585,45734,0,0,0,0,0,0,0,0,13.0625,7.716,62.189,0,0,0,0,0,0,7.2537,4.691,37.811,1.9648,15.8357,0,0,6.609,53.263,1,8.06,7.5625,12.407,86.118,40052,0,0,2.834,22.8412,12.407,100,0,0,.
'030903041,2013,13,.,.,.,.,.,.,13.5,.,.,13,13,16,0,0,5.533,0,0,1,5.533,100,0.5,9.036,67484,0.231,4.583,28546,0.4287,8.517,29715,1.524,30.278,37164,2.3,45.695,45224,0.55,10.927,46822,0,0,0,0,0,0,0.5429,10.786,12.3333,3.286,65.286,0,0,0,0,0,0,13.1124,1.747,34.714,0,0,0,0,4.046,80.385,0,0,3,5.033,90.964,40873,0,0,0.4444,8.829,5.033,100,0,0,.
'030903101,2013,.,.,8.5,16,9.5,12.5,11.5,.,17,.,.,.,.,0,0,17.062,2,11.722,0,15.062,88.278,0.5,2.93,67484,0.462,3.404,28546,2,14.747,32165,1,7.374,36265,4.7002,34.657,42609,5.4001,39.818,46805,0,0,0,0,0,0,0,0,17.7333,12,88.485,0.1304,0.9615,0,0,0,0,9.8068,1.562,11.515,0,0,0,0,11.562,85.251,1.8699,13.788,11.4667,13.562,79.487,41793,0,0,0,0,13.562,100,1,5.861,43085
'030906001,2013,6.4,7.4,.,.,.,.,.,.,.,.,7.2,9.1,9.2,0,0,17.54,3,17.104,0.25,14.54,82.896,0.7024,4.005,57721,0,0,.,2.7121,22.912,30406,2.7327,23.086,38146,2.4985,21.107,44820,3.8938,32.895,47680,0,0,0,0,0,0,0.3859,3.26,12.8428,9.017,76.173,0,0,0,0,0,0,7.1808,2.82,23.827,0,0,0,0,8.572,72.416,0.4399,3.716,8.3128,11.837,67.488,40918,1.0002,8.4497,2.4394,20.6081,10.837,91.55,2,11.403,55100
'030906041,2013,12.8,.,.,.,.,.,.,.,.,.,12,13.5,13.5,0,0,6.666,0,0,0,6.666,100,0,0,.,0,0,.,0.5198,8.43,30339,1.5648,25.377,35085,3.5021,56.794,44857,0.5796,9.399,46696,0,0,0,0,0,0,0,0,13.8936,4.986,80.864,0,0,0,0,0,0,8.9194,1.18,19.136,0,0,0,0,4.691,76.078,1.3261,21.506,8.1278,6.166,92.5,41326,0,0,0.149,2.4164,6.166,100,0.5,7.5,43260
'030906101,2013,.,.,14.5,19,17,17,15,16.5,21.5,.,.,.,.,1,4.398,22.738,4,17.592,0,18.738,82.408,1,4.398,53005,0,0,.,6.7682,40.364,30994,0,0,.,5.9997,35.781,43858,4.0001,23.856,46400,0,0,0,0,0,0,0.5,2.982,13,14.768,88.072,0,0,1,5.964,0,0,14.1937,2,11.928,0,0,0,0,14.768,88.073,1.5,8.946,11.4706,16.768,73.744,39272,0,0,0,0,15.768,94.036,0.97,4.266,45119
'031803001,2013,20,13.1,28.9,28,28.1,28.2,30,29.5,26,.,23.6,22.6,20.1,24.766,67.361,36.766,0,0,0,36.766,100,4.6786,12.725,56722,7.765,24.2,37209,23.3224,72.684,39768,1.0001,3.117,43000,0,0,.,0,0,.,1.0001,3.117,0,0,0,0,0,0,1.6786,19.087,59.484,0,0,22.087,68.834,0,0,13.6501,13.001,40.516,0,0,0,0,32.088,100,0,0,1.4955,32.088,87.275,39250,0,0,0,0,9,28.049,0,0,.
'031901001,2013,18.2,22.3,.,.,.,.,.,.,.,.,19.9,19.4,19.6,204.171,82.101,248.683,30.0909,12.1,0,218.592,87.9,6,2.413,69225,11.174,6.053,42415,40.8302,22.119,42161,30.9955,16.791,45646,47.2221,25.581,51576,54.3747,29.456,58956,0.9468,0.513,3.2302,1.75,2,1.083,0,0,14.2294,86.121,46.654,0.5106,0.2766,144.795,78.438,1.0001,0.542,14.8648,98.476,53.346,0,0,1,0.5417,134.324,72.766,20.5673,11.142,12.9555,184.597,74.23,50117,1.0001,0.5418,25.9649,14.0657,33.855,18.34,27.9956,11.258,58166
'031901002,2013,19.5,16.9,.,.,.,.,.,.,.,.,18.2,17.7,16.5,157.413,86.158,182.702,15.877,8.69,0,166.825,91.31,7.4947,4.102,64376,10.933,7.846,41859,26.4503,18.983,43384,33.6421,24.144,45130,33.9383,24.357,50807,34.3738,24.669,59820,0,0,3.8339,2.752,2,1.435,0,0,13.4891,60.765,43.61,0,0,116.025,83.269,0,0,14.9349,78.573,56.39,0,0,0,0,90.518,64.963,21.7669,15.622,12.0885,139.338,76.265,49549,0,0,23.2192,16.664,21.313,15.296,19.9925,10.943,54884
'031901003,2013,14.3,16.3,.,.,.,.,.,.,.,.,17.7,13.5,13.6,158.82,83.304,190.65,17,8.917,0,173.65,91.083,6.6786,3.503,61957,14.139,9.771,42906,27.4504,18.97,42291,23.4574,16.21,45498,36.0361,24.903,51148,43.6223,30.146,59208,0,0,3.3462,2.312,0,0,0,0,14.2326,66.335,45.842,0,0,119.303,82.445,0,0,12.3354,78.37,54.158,0,0,0,0,100.097,69.173,19.46,13.448,12.6415,144.705,75.901,50176,0,0,21.8024,15.0667,25.403,17.555,22.2663,11.679,54248
'031901004,2013,20.5,18.8,.,.,.,.,.,.,.,.,18.4,18.2,22.8,152.586,81.05,188.261,21.8717,11.618,0,166.39,88.382,4.3929,2.333,64859,6.991,4.849,48177,31.5119,21.855,43783,30.25,20.98,45413,40.3115,27.958,50965,35.1192,24.357,58535,0,0,2.7621,1.916,2,1.387,0,0,13.3077,71.413,49.529,0,0,110.677,76.761,0,0,15.2097,72.771,50.471,0,0,1,0.6936,102.776,71.281,19.9083,13.808,11.9249,144.184,76.587,49939,0,0,18.7373,12.9954,30.507,21.158,17.8127,9.462,59445
'031901007,2013,21,21.6,.,.,.,.,.,.,.,.,21.1,21,18.7,166.038,84.308,196.941,16.2459,8.249,0,180.695,91.751,6.9198,3.514,63666,13.448,8.686,42256,48.4297,31.279,42339,29.425,19.005,45596,40.6311,26.242,51310,22.8972,14.789,59834,0,0,3.6787,2.376,0,0,0,0,11.0087,77.664,50.161,0.4448,0.2873,123.754,79.928,0,0,13.828,77.167,49.839,0,0,1.0001,0.6459,103.903,67.107,25.4508,16.438,9.9935,154.831,78.618,47892,0,0,21.3541,13.7919,30.078,19.426,18.9441,9.619,52864
'031901008,2013,16.4,31,.,.,.,.,.,.,.,.,15.4,18,14.7,15.878,84.109,18.877,0,0,0,18.877,100,2,10.595,77690,0,0,.,3.0007,24.671,42794,4.3214,35.529,47659,3.5196,28.937,50783,1.3213,10.863,57484,0,0,0,0,0,0,0,0,11.1096,7.286,59.9,0,0,11.842,97.358,0,0,26.4737,4.877,40.1,0,0,0,0,10.996,90.406,0,0,10.0424,12.163,64.432,48430,0,0,1.1669,9.5939,0.321,2.642,4.7144,24.974,54649
'031901009,2013,20.1,24.4,.,.,.,.,.,.,.,.,21,20.2,21,134.32,83.184,161.473,10.7967,6.686,0,150.677,93.314,7,4.335,66223,5.99,4.862,41558,36.2138,29.396,42874,21.0586,17.094,46181,43.4219,35.247,52083,16.5078,13.4,58754,0,0,1.75,1.421,3,2.435,0,0,11.6101,55.54,45.084,0,0,95.622,77.62,1.6547,1.343,15.8289,67.653,54.916,0,0,0,0,90.938,73.818,8.8354,7.172,9.5502,123.192,76.293,48749,0,0,21.6685,17.5892,22.916,18.601,20.4844,12.686,56160
'031901034,2013,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'031901042,2013,17.6,22.6,.,.,.,.,.,18.3,.,.,18.6,20.3,19.5,57.996,81.446,71.208,8,11.235,0,63.208,88.765,3.3571,4.714,64852,5.712,11.307,44009,4.6097,9.125,45856,5.8653,11.611,45492,15.6217,30.924,51106,18.7075,37.033,59559,0,0,1.9101,3.781,0,0,0,0,16.6279,26.209,51.883,0.2408,0.4767,38.641,76.492,0,0,14.2925,24.307,48.117,0,0,0,0,38.903,77.012,8.4616,16.75,15.0623,50.516,70.941,52303,0,0,1.0003,1.9802,11.875,23.508,9.3352,13.11,54201
'031901043,2013,13.9,22.3,.,.,.,.,.,16.2,.,.,17,19.8,20.6,76.739,92.349,83.097,7.9893,9.614,0,75.108,90.386,3.8929,4.685,58403,9.001,14.505,40434,9.5434,15.379,42072,9.0002,14.504,45960,23.6451,38.104,50029,10.8641,17.507,58735,0,0,2.033,3.276,0,0,0,0,12.4154,37.401,60.271,0.2262,0.3645,56.053,90.33,0,0,13.4238,24.653,39.729,0,0,0,0,53.024,85.448,4.7703,7.687,12.0615,62.054,74.677,48347,0,0,2.0006,3.224,6.001,9.67,9.1608,11.024,55436
'031901044,2013,20.1,.,.,.,.,.,.,19.9,.,.,24.8,23.2,23.2,71.248,82.478,86.385,7.7166,8.933,0,78.668,91.067,4,4.63,66112,5.99,9.131,40506,7.0011,10.672,42772,10.8485,16.537,45375,26.975,41.12,50131,14.7866,22.54,58654,0,0,2.9194,4.45,0,0,0,0,14.1279,39.536,60.267,0.6546,0.9978,54.6,83.23,0,0,16.1278,26.065,39.733,0,0,0,0,51.48,78.474,8.7975,13.411,13.242,65.601,75.941,49602,0,0,1.75,2.6676,11.002,16.77,9.0668,10.496,55505
'031901045,2013,20.5,18,.,.,.,.,.,22.8,.,.,21.9,22.2,22.2,85.12,86.445,98.468,9.9412,10.096,0,88.527,89.904,4,4.062,59958,2.279,3.03,47136,14.6453,19.47,42893,16.169,21.495,45211,26.1456,34.759,50396,15.9813,21.246,60929,0,0,2.9925,3.978,0,0,0,0,13.933,45.836,60.936,0,0,65.599,87.209,0,0,16.4184,29.385,39.064,0,0,0,0,60.29,80.151,9.9377,13.211,12.1745,75.221,76.391,49960,0,0,2.0005,2.6595,9.622,12.791,9.306,9.451,55252
'031901046,2013,20.2,27.4,.,.,.,.,.,22.7,.,.,26.7,27.2,27.2,76.139,93.491,81.44,8.8877,10.913,0,72.552,89.087,3.3571,4.122,58248,4.001,6.87,41853,8.2862,14.229,42708,12.3941,21.284,45559,16.6506,28.593,50505,16.9015,29.024,57224,0,0,2.2046,3.786,0,0,0,0,14.3164,30.043,51.59,0.5,0.8586,52.956,90.938,0,0,18.1168,28.191,48.41,0,0,2.0002,3.4348,46.98,80.675,7.299,12.534,12.5974,58.233,71.505,49698,0,0,1.25,2.1465,3.277,5.627,10.9617,13.46,55706
'031901047,2013,21,25.3,.,.,.,.,.,20.9,.,.,24.6,23.3,22.8,86.55,87.64,98.756,14,14.176,0,84.756,85.824,4,4.05,61204,0,0,.,9.7991,14.35,42231,12.6067,18.462,45205,27.5542,40.352,50369,18.3251,26.836,59556,0,0,0.9997,1.464,0,0,0,0,15.9159,42.733,62.581,0.4642,0.6798,56.433,82.644,0,0,16.065,25.552,37.419,0,0,3.0003,4.3938,55.944,81.928,9.3511,13.694,14.64,68.285,69.145,50713,0,0,1.5258,2.2345,8.851,12.962,12.4713,12.628,54064
'031901048,2013,21.4,.,.,.,.,.,.,21,.,.,24,24,24,71.385,93.331,76.486,8,10.459,0,68.486,89.541,4,5.23,58938,4.001,7.15,40539,13.8694,24.787,41949,13.2507,23.681,45541,20.6459,36.897,49171,4.1883,7.485,59169,1.0002,1.788,1.3426,2.399,1,1.788,0,0,10.7718,37.016,66.153,1.3989,2.5,48.97,87.517,0,0,15.8699,18.939,33.847,0,0,0.9432,1.6856,43.967,78.576,8.246,14.737,9.8698,55.955,73.157,46653,0,0,1.0003,1.7877,4.042,7.223,8.5308,11.153,55390
'031901051,2013,23.3,19.1,.,.,.,.,.,25.3,.,.,24.5,23.5,30,84.771,95.252,88.997,9.7059,10.906,0,79.291,89.094,3.0484,3.425,60055,2,3.064,40350,18.324,28.074,41325,19.7525,30.263,44840,15.1011,23.136,50254,10.0927,15.463,59050,0,0,2.0953,3.21,0,0,0,0,11.8228,47.198,72.311,0,0,62.068,95.094,0,0,17.1594,18.073,27.689,0,0,1,1.5321,52.526,80.475,8.6481,13.25,11.0526,65.27,73.34,47165,0,0,2.0006,3.0651,2.202,3.374,10.9727,12.329,56225
'031901053,2013,19.5,29,.,.,.,.,.,22.7,.,.,22.5,22.6,22.6,76.557,85.328,89.721,9.1392,10.186,0,80.582,89.814,3.25,3.622,61867,8.82,13.376,42352,11.9857,18.178,42237,14.0023,21.237,45200,15.306,23.214,51365,15.8208,23.995,58330,0,0,2.4446,3.708,0,0,0,0,12.971,43.959,66.67,0.5,0.7583,54.759,83.05,0,0,17.0321,21.976,33.33,0,0,0,0,53.172,80.644,7.9846,12.11,12.036,65.934,73.488,48862,0,0,1.8332,2.7803,11.176,16.95,11.3973,12.703,55772
'031901054,2013,22.7,.,.,.,.,.,.,22.3,.,.,22.4,25.3,25.3,74.392,93.635,79.448,8,10.069,0,71.448,89.931,3.3571,4.226,64600,3.963,7.011,41808,13.8247,24.459,42762,14.7428,26.083,44870,15.1093,26.732,50784,8.8827,15.715,57257,0,0,1.687,2.985,0,0,0,0,11.368,41.047,72.621,1.4332,2.5356,52.664,93.174,0,0,16.0645,15.475,27.379,0,0,0,0,43.227,76.478,7.2454,12.819,10.6822,56.522,71.143,47668,0,0,2.9296,5.1831,3.858,6.826,11.5692,14.562,62437
'031901055,2013,21.3,16,.,.,.,.,.,24.1,.,.,23.5,24.2,24.2,70.468,89.614,78.635,10.7969,13.73,0,67.838,86.27,3.9144,4.978,61063,7.311,13.645,40941,10.6344,19.849,41361,7.8864,14.72,46775,13.7511,25.667,49084,13.9928,26.118,57818,0,0,2.2379,4.177,0,0,0,0,12.9058,33.318,62.189,0.3914,0.7306,46.305,86.43,1,1.867,16.7615,20.257,37.811,0,0,0,0,42.619,79.549,6.3266,11.809,11.8922,53.575,68.132,48381,0,0,2.0005,3.734,6.27,11.703,10.3481,13.16,58605
'031901101,2013,.,.,17.1,20.9,20.9,18.2,20,.,17.8,17.4,.,.,.,57.594,95.049,60.594,10.8396,17.889,0,49.755,82.111,2,3.301,69101,3.92,9.593,42205,8.9737,21.962,41632,8.9738,21.963,45153,12.9922,31.797,49956,6.0002,14.685,58578,0,0,2.8416,6.955,0,0,0,0,11.0702,35.859,87.762,0,0,38.859,95.104,0,0,14.66,5,12.238,0,0,0,0,37.05,90.677,0.9677,2.368,10.7384,40.86,67.431,47596,0,0,0,0,2,4.896,6.8952,11.379,54498
'031901102,2013,.,.,17.6,16.3,18.5,18.8,20,.,19.8,25,.,.,.,64.874,95.613,67.851,16,23.581,0,51.851,76.419,3,4.421,62468,0.999,2.352,40350,7.936,18.68,41444,7.0001,16.477,44438,15.0714,35.476,50430,11.4769,27.015,58363,0,0,2.5329,5.962,0,0,0,0,14.8642,33.15,78.031,0,0,40.341,94.955,0,0,16.83,9.333,21.969,0,0,0,0,35.643,83.898,4.3078,10.14,14.1744,42.484,62.614,49670,0,0,0,0,2.143,5.045,6.367,9.384,57530
'031901103,2013,.,.,16.7,15.4,39.5,47.2,39.1,.,19.5,.,.,.,.,41.919,94.676,44.276,13,29.361,0,31.276,70.639,2.4519,5.538,65543,2.877,11.605,42075,1.9413,7.83,43415,7.9607,32.11,45013,6.0715,24.49,48272,5.9415,23.965,60660,0,0,1.1565,4.665,0,0,0,0,12.4886,21.851,88.135,0,0,23.792,95.965,0,0,15.8519,2.942,11.865,0,0,0,0,19.602,79.067,4.0331,16.268,12.4164,24.792,55.994,49095,0,0,0,0,1,4.035,4.0323,9.107,55247
'031901104,2013,.,.,17.1,18.5,39.2,25.2,36.9,.,17.8,27,.,.,.,64.938,91.367,71.073,16.7914,23.626,0,54.282,76.374,3,4.221,63535,0,0,.,6.0006,13.23,41407,16.1021,35.502,45391,12.0004,26.459,48448,11.2519,24.809,59201,0,0,1.1116,2.451,0,0,1,2.205,13.7872,40.255,88.755,0,0,40.354,88.974,0,0,14.3093,5.1,11.245,0,0,0,0,37.411,82.484,5.8326,12.86,13.1064,45.355,63.815,49099,0,0,0,0,5.001,11.026,5.9267,8.339,58470
'031901105,2013,.,.,20,19,20.7,23.6,-2,.,22.2,6,.,.,.,65.585,94.219,69.608,13.6631,19.629,0,55.945,80.371,3,4.31,61157,7.92,16.312,41139,8.0003,16.476,41714,11.0011,22.657,45448,13.4429,27.685,50219,8.1914,16.87,58824,0,0,0,0,0,0,1,2.059,11.9513,37.485,77.2,0,0,45.556,93.822,0,0,16.1875,11.071,22.8,0,0,0,0,41.122,84.69,6.4337,13.25,11.5448,48.556,69.756,47707,0,0,0,0,3,6.178,4.3894,6.306,53315
'031901106,2013,.,.,17.8,18,18.5,19.4,43.7,.,21,22.6,.,.,.,58.021,92.942,62.427,10.9412,17.526,0,51.486,82.474,3,4.806,72476,1.99,4.671,40567,6.5002,15.261,41924,11.102,26.065,45577,8.0002,18.783,48708,15.0012,35.22,56977,0,0,2.1915,5.145,0,0,0,0,14.0489,38.493,90.374,0,0,40.604,95.33,0,0,16.3407,4.1,9.626,1,2.3478,0,0,37.302,87.577,2.0997,4.93,12.935,42.593,68.228,49389,0,0,0,0,1.989,4.67,5.8929,9.44,57986
'031901108,2013,.,.,36.6,33.7,16.4,-2,46.1,.,17,30,.,.,.,43.74,95.317,45.889,8,17.433,0,37.889,82.567,1.9037,4.148,63995,2.872,9.132,43223,8.883,28.242,41993,5.5002,17.487,44903,11.0721,35.202,49422,3.1255,9.937,61096,0,0,1.7399,5.532,0,0,0,0,10.6584,28.453,90.462,0,0,30.328,96.423,0,0,15.6106,3,9.538,0,0,0,0,26.016,82.714,3.6971,11.754,10.1548,31.453,68.541,47128,0,0,0,0,1.125,3.577,4.5323,9.877,55832
'031901109,2013,.,.,15.1,17.7,19,13.8,13.1,.,22,6,.,.,.,36.633,100,36.633,7.8556,21.444,0,28.777,78.556,2.5,6.825,58772,1,4.462,40350,3.9985,17.852,42185,4.9987,22.318,45281,6.069,27.096,49854,6.3321,28.271,62158,0,0,1.3349,5.96,0,0,0,0,16.375,19.399,86.61,0.1666,0.7438,21.398,95.537,0,0,15.0015,2.999,13.39,0,0,0.9996,4.4629,18.825,84.049,2.0712,9.247,15.6667,22.398,61.142,50518,0,0,0,0,0,0,3.8792,10.589,56728
'031901110,2013,.,.,17.3,18.6,18.4,20.4,21,.,18.2,26,.,.,.,78.403,92.671,84.604,20.0754,23.729,0,64.528,76.271,4,4.728,61457,0,0,.,2.9997,5.601,41794,12.1002,22.595,44842,21.451,40.056,49634,17.0013,31.747,57822,0,0,8.9717,16.753,0,0,0,0,15.875,45.452,84.874,0.0973,0.1817,47.352,88.422,0,0,16.8994,8.1,15.126,0,0,0,0,40.296,75.246,4.1875,7.819,14.0893,53.552,63.298,50711,0,0,0,0,6.2,11.578,6.9762,8.246,55538
'031901111,2013,.,.,17.7,16.1,16.2,15.6,-2,.,17.5,.,.,.,.,54.83,96.877,56.598,14.893,26.314,0,41.705,73.686,3,5.301,58705,2,5.871,40350,12.0006,35.228,41433,7.1663,21.037,45872,4.1483,12.177,48679,8.7501,25.686,60613,0,0,1.6422,4.821,0,0,0,0,12.4474,27.899,81.897,0.0905,0.2657,33.822,99.285,0,0,15.4703,6.167,18.103,0,0,0,0,29.768,87.385,2.5646,7.528,11.7895,34.065,60.188,48112,0,0,0,0,0.244,0.715,4.6394,8.197,53561
'031901112,2013,.,.,16.9,17,15.9,17.1,38.9,.,20.8,12,.,.,.,61.706,90.817,67.946,13.9679,20.557,0,53.978,79.443,3,4.415,60240,1.989,4.35,40946,12,26.242,41829,16.0005,34.991,44452,10.0712,22.024,51129,5.6668,12.392,60629,0,0,2.4439,5.344,0,0,0,0,10.3428,36.728,80.318,0.0995,0.2176,40.738,89.089,0,0,15.2205,9,19.682,0,0,0,0,41.113,89.909,2.0711,4.529,10.1512,45.728,67.301,47087,0,0,0,0,4.99,10.911,5.25,7.727,56603
'031901113,2013,.,.,17.2,16,14.5,16.5,40.7,.,19.7,.,.,.,.,39.589,96.685,40.947,7.8182,19.094,0,33.128,80.906,2.4519,5.988,63700,2,7.746,40727,4.9999,19.365,42595,9.2473,35.815,45215,3.0717,11.897,50166,6.5005,25.177,59441,0,0,1.3857,5.367,0,0,0,0,12.9643,21.819,84.507,0,0,24.819,96.126,0,0,16.8865,4,15.493,0,0,0,0,23.115,89.526,1.3187,5.107,12.6071,25.819,63.056,48531,0,0,0,0,1,3.874,4.8571,11.862,59077
'031901115,2013,.,.,21.5,20.4,17.9,21.2,19.2,.,22.5,10,.,.,.,60.414,96.651,62.507,14,22.397,0,48.507,77.603,3,4.799,64958,1,2.48,40350,11.0002,27.283,41918,5.0003,12.402,47218,16.1939,40.164,49130,7.1251,17.672,57668,0,0,2.001,4.963,0,0,0,0,12.3488,36.197,89.775,0,0,38.195,94.73,1,2.48,15.0796,4.123,10.225,0,0,0,0,34,84.326,4.3187,10.711,11.9535,40.32,64.504,48216,0,0,0,0,1.125,2.79,5.1877,8.299,58675
'031901117,2013,.,.,27.5,44.8,-2,43.9,46.4,.,17.7,28,.,.,.,40.92,95.169,42.997,8.4118,19.564,0,34.585,80.436,1.5,3.489,64552,2.872,10.467,42153,2.4843,9.056,44241,7.9997,29.161,45021,11.0006,40.1,48957,3.0767,11.215,59585,0,0,0.9867,3.597,0,0,0,0,11.4404,23.077,84.121,0.032,0.1166,26.356,96.074,0,0,15.383,4.356,15.879,0,0,0,0,24.337,88.716,2.0767,7.57,10.8162,27.433,63.802,47862,0,0,0,0,1.077,3.926,5.6524,13.146,59035
