CAMPUS,CACKDTL,CAMPNAME,CFLCHART,CNTYNAME,COUNTY,C_RATING,DISTNAME,GRDSPAN,GRDTYPE,PAIRCAMP,PAIRNAME,REGION
'057912042,ASY,CROCKETT MIDDLE,N,DALLAS,'057,A,IRVING ISD,'06 - 08,M,,,'10
'057912007,,DALLAS CO SCHOOL FOR ACCELERATED,N,DALLAS,'057,X,IRVING ISD,'07 - 10,S,,,'10
'057912121,,DAVIS EL,N,DALLAS,'057,A,IRVING ISD,'KG - 05,E,,,'10
'057912118,,ELLIOTT EL,N,DALLAS,'057,L,IRVING ISD,'KG - 05,E,,,'10
'057912113,,FARINE EL,N,DALLAS,'057,A,IRVING ISD,'KG - 05,E,,,'10
'057912122,EM,GILBERT F M EL,N,DALLAS,'057,A,IRVING ISD,'KG - 05,E,,,'10
'057912105,AEWMY,GOOD EL,N,DALLAS,'057,A,IRVING ISD,'KG - 05,E,,,'10
'057912106,W,HALEY J EL,N,DALLAS,'057,A,IRVING ISD,'KG - 05,E,,,'10
'057912107,X,HALEY T EL,N,DALLAS,'057,A,IRVING ISD,'KG - 05,E,,,'10
'057912119,WX,HANES EL,N,DALLAS,'057,A,IRVING ISD,'KG - 05,E,,,'10
'057912046,,HOUSTON MIDDLE,N,DALLAS,'057,A,IRVING ISD,'06 - 08,M,,,'10
'057912002,RY,IRVING H S,N,DALLAS,'057,A,IRVING ISD,'09 - 12,S,,,'10
'057912123,Y,JACKIE MAE TOWNSELL ELEMENTARY,N,DALLAS,'057,A,IRVING ISD,'KG - 05,E,,,'10
'057912108,,JOHNSTON EL,N,DALLAS,'057,A,IRVING ISD,'KG - 05,E,,,'10
'057912109,Y,KEYES EL,N,DALLAS,'057,A,IRVING ISD,'KG - 05,E,,,'10
'057912163,,KINKEADE EARLY CHILDHOOD,N,DALLAS,'057,X,IRVING ISD,'EE - PK,E,,,'10
'057912044,SZ,LAMAR MIDDLE,N,DALLAS,'057,A,IRVING ISD,'06 - 08,M,,,'10
'057912111,X,LEE EL,N,DALLAS,'057,A,IRVING ISD,'KG - 05,E,,,'10
'057912112,,LIVELY EL,N,DALLAS,'057,A,IRVING ISD,'KG - 05,E,,,'10
'057912048,Y,LORENZO DE ZAVALA MIDDLE,N,DALLAS,'057,A,IRVING ISD,'06 - 08,M,,,'10
'057912003,,MACARTHUR H S,N,DALLAS,'057,A,IRVING ISD,'09 - 12,S,,,'10
'057912004,S,NIMITZ H S,N,DALLAS,'057,A,IRVING ISD,'09 - 12,S,,,'10
'057912162,,PIERCE EARLY CHILDHOOD,N,DALLAS,'057,X,IRVING ISD,'EE - PK,E,,,'10
'057912114,Y,SCHULZE EL,N,DALLAS,'057,A,IRVING ISD,'KG - 05,E,,,'10
'057912006,,THE ACADEMY OF IRVING ISD,N,DALLAS,'057,A,IRVING ISD,'09 - 12,S,,,'10
'057912120,EMY,TOWNLEY EL,N,DALLAS,'057,A,IRVING ISD,'KG - 05,E,,,'10
'057912043,EW,TRAVIS MIDDLE,N,DALLAS,'057,A,IRVING ISD,'06 - 08,M,,,'10
'057912005,,UNION BOWER CENTER FOR LEARNING,N,DALLAS,'057,1,IRVING ISD,'06 - 12,B,,,'10
'057912020,,WHEELER TRANSITIONAL AND DEVELOPM,N,DALLAS,'057,1,IRVING ISD,'06 - 12,B,,,'10
'057912104,,WHEELER TRANSITIONAL AND DEVELOPM,N,DALLAS,'057,1,IRVING ISD,'02 - 05,E,,,'10
'070907001,AW,ITALY H S,N,ELLIS,'070,A,ITALY ISD,'07 - 12,S,,,'10
'070907101,,STAFFORD EL,N,ELLIS,'070,A,ITALY ISD,'PK - 06,E,,,'10
'109907101,EMNX,ITASCA EL,N,HILL,'109,R,ITASCA ISD,'EE - 05,E,,,'12
'109907001,ARZ,ITASCA H S,N,HILL,'109,R,ITASCA ISD,'09 - 12,S,,,'12
'109907041,AEWMX,ITASCA J H,N,HILL,'109,R,ITASCA ISD,'06 - 08,M,,,'12
'119902002,,ALTER SCH,N,JACK,'119,1,JACKSBORO ISD,'09 - 12,S,,,'09
'119902101,MX,JACKSBORO EL,N,JACK,'119,A,JACKSBORO ISD,'EE - 05,E,,,'09
'119902001,RS,JACKSBORO H S,N,JACK,'119,A,JACKSBORO ISD,'09 - 12,S,,,'09
'119902041,EWS,JOHN LOWRANCE MIDDLE,N,JACK,'119,A,JACKSBORO ISD,'06 - 08,M,,,'09
'037904004,,COMPASS CENTER,N,CHEROKEE,'037,1,JACKSONVILLE ISD,'01 - 12,B,,,'07
'037904102,EWMY,EAST SIDE ELEMENTARY,N,CHEROKEE,'037,R,JACKSONVILLE ISD,'EE - 04,E,,,'07
'037904103,,FRED DOUGLASS,N,CHEROKEE,'037,A,JACKSONVILLE ISD,'EE - 04,E,,,'07
'037904002,RZ,JACKSONVILLE H S,N,CHEROKEE,'037,A,JACKSONVILLE ISD,'09 - 12,S,,,'07
'037904042,,JACKSONVILLE MIDDLE,N,CHEROKEE,'037,A,JACKSONVILLE ISD,'07 - 08,M,,,'07
'037904105,,JOE WRIGHT ELEMENTARY,N,CHEROKEE,'037,R,JACKSONVILLE ISD,'PK - 04,E,,,'07
'037904043,,NICHOLS INTERMEDIATE,N,CHEROKEE,'037,A,JACKSONVILLE ISD,'05 - 06,M,,,'07
'037904104,,WEST SIDE ELEMENTARY,N,CHEROKEE,'037,R,JACKSONVILLE ISD,'PK - 04,E,,,'07
'101822001,,JAMIE'S HOUSE CHARTER SCHOOL,Y,HARRIS,'101,1,JAMIE'S HOUSE CHARTER SCHOOL,'06 - 12,B,,,'04
'246907101,WN,JARRELL EL,N,WILLIAMSON,'246,A,JARRELL ISD,'PK - 05,E,,,'13
'246907001,RS,JARRELL H S,N,WILLIAMSON,'246,A,JARRELL ISD,'09 - 12,S,,,'13
'246907041,ES,JARRELL MIDDLE,N,WILLIAMSON,'246,A,JARRELL ISD,'06 - 08,M,,,'13
'246907002,,WILLIAMSON CO J J A E P,N,WILLIAMSON,'246,X,JARRELL ISD,'07 - 10,S,,,'13
'121904104,,J H ROWE INTERMEDIATE,N,JASPER,'121,A,JASPER ISD,'05 - 06,M,,,'05
'121904001,,JASPER H S,N,JASPER,'121,A,JASPER ISD,'09 - 12,S,,,'05
'121904043,X,JASPER JUNIOR HIGH,N,JASPER,'121,A,JASPER ISD,'07 - 08,M,,,'05
'121904105,,JEAN C FEW PRIMARY SCHOOL,N,JASPER,'121,A,JASPER ISD,'EE - 02,E,'121904103,PARNELL EL,'05
'121904103,X,PARNELL EL,N,JASPER,'121,A,JASPER ISD,'03 - 04,E,,,'05
'132902001,ATREWMSY,JAYTON SCHOOLS,N,KENT,'132,R,JAYTON-GIRARD ISD,'PK - 12,B,,,'17
'057819001,,JEAN MASSIEU ACADEMY,Y,DALLAS,'057,A,JEAN MASSIEU ACADEMY,'PK - 12,B,,,'10
'155901102,E,JEFFERSON EL,N,MARION,'155,A,JEFFERSON ISD,'EE - 05,E,,,'08
'155901002,A,JEFFERSON H S,N,MARION,'155,A,JEFFERSON ISD,'09 - 12,S,,,'08
'155901041,A,JEFFERSON JUNIOR HIGH,N,MARION,'155,A,JEFFERSON ISD,'06 - 08,M,,,'08
'101831001,,JESSE JACKSON ACADEMY,Y,HARRIS,'101,L,JESSE JACKSON ACADEMY,'09 - 12,S,,,'04
'124901101,N,HEBBRONVILLE EL,N,JIM HOGG,'124,A,JIM HOGG COUNTY ISD,'PK - 05,E,,,'01
'124901001,TRY,HEBBRONVILLE H S,N,JIM HOGG,'124,A,JIM HOGG COUNTY ISD,'09 - 12,S,,,'01
'124901041,WX,HEBBRONVILLE J H,N,JIM HOGG,'124,A,JIM HOGG COUNTY ISD,'06 - 08,M,,,'01
'221911102,EWMNZ,BUFFALO GAP EL,N,TAYLOR,'221,E,JIM NED CISD,'KG - 05,E,,,'14
'221911001,ATRS,JIM NED H S,N,TAYLOR,'221,A,JIM NED CISD,'09 - 12,S,,,'14
'221911041,EWMS,JIM NED MIDDLE,N,TAYLOR,'221,R,JIM NED CISD,'06 - 08,M,,,'14
'221911101,EMNZ,LAWN EL,N,TAYLOR,'221,E,JIM NED CISD,'EE - 05,E,,,'14
'210902102,EWN,JOAQUIN EL,N,SHELBY,'210,R,JOAQUIN ISD,'PK - 06,E,,,'07
'210902001,P,JOAQUIN H S,N,SHELBY,'210,A,JOAQUIN ISD,'09 - 12,S,,,'07
'210902041,EW,JOAQUIN JR HIGH SCHOOL,N,SHELBY,'210,A,JOAQUIN ISD,'07 - 08,M,,,'07
'015808004,,HAYS COUNTY DETENTION S T,Y,BEXAR,'015,1,JOHN H WOOD CHARTER SCHOOL,'09 - 09,S,,,'20
'015808003,,HAYS JUVENILE CENTER,Y,BEXAR,'015,1,JOHN H WOOD CHARTER SCHOOL,'07 - 11,S,,,'20
'015808005,,HUEBNER ROAD,Y,BEXAR,'015,1,JOHN H WOOD CHARTER SCHOOL,'06 - 12,B,,,'20
'015808001,,JOHN H WOOD CHARTER SCHOOL,Y,BEXAR,'015,1,JOHN H WOOD CHARTER SCHOOL,'06 - 12,B,,,'20
'015808002,,ST FRANCIS ACADEMY,Y,BEXAR,'015,1,JOHN H WOOD CHARTER SCHOOL,'06 - 12,B,,,'20
'016901101,EWMY,LYNDON B JOHNSON EL,N,BLANCO,'016,R,JOHNSON CITY ISD,'EE - 04,E,,,'13
'016901001,TRESY,LYNDON B JOHNSON H S,N,BLANCO,'016,A,JOHNSON CITY ISD,'09 - 12,S,,,'13
'016901041,EWS,LYNDON B JOHNSON MIDDLE,N,BLANCO,'016,A,JOHNSON CITY ISD,'05 - 08,M,,,'13
'050909001,ATS,JONESBORO SCHOOL,N,CORYELL,'050,A,JONESBORO ISD,'KG - 12,B,,,'12
'126905103,EW,A G ELDER EL,N,JOHNSON,'126,R,JOSHUA ISD,'EE - 04,E,,,'11
'126905002,,ACCELERATED LRN CTR,N,JOHNSON,'126,1,JOSHUA ISD,'09 - 12,S,,,'11
'126905101,EM,H D STAPLES EL,N,JOHNSON,'126,R,JOSHUA ISD,'EE - 04,E,,,'11
'126905042,,JOHNSON COUNTY J J A E P,N,JOHNSON,'126,X,JOSHUA ISD,'08 - 11,S,,,'11
'126905001,,JOSHUA H S,N,JOHNSON,'126,A,JOSHUA ISD,'09 - 12,S,,,'11
'126905105,,JOSHUA INTERMEDIATE,N,JOHNSON,'126,A,JOSHUA ISD,'05 - 06,M,,,'11
'126905104,EWMY,NORTH JOSHUA ELEMENTARY,N,JOHNSON,'126,E,JOSHUA ISD,'EE - 04,E,,,'11
'126905041,,R C LOFLIN MIDDLE,N,JOHNSON,'126,R,JOSHUA ISD,'07 - 08,M,,,'11
'007902005,,ATASCOSA COUNTY JUVENILE JUSTICE,N,ATASCOSA,'007,X,JOURDANTON ISD,'07 - 12,S,,,'20
'007902002,,BIGFOOT ALTER SCH,N,ATASCOSA,'007,X,JOURDANTON ISD,'06 - 10,B,,,'20
'007902101,AWX,JOURDANTON EL,N,ATASCOSA,'007,A,JOURDANTON ISD,'PK - 05,E,,,'20
'007902001,TR,JOURDANTON H S,N,ATASCOSA,'007,A,JOURDANTON ISD,'09 - 12,S,,,'20
'007902041,AESY,JOURDANTON J H,N,ATASCOSA,'007,R,JOURDANTON ISD,'06 - 08,M,,,'20
'007902004,,THE LARRY BROWN SCHOOL,N,ATASCOSA,'007,X,JOURDANTON ISD,'07 - 09,M,,,'20
'101852001,,JUAN B GALAVIZ CHARTER SCHOOL,Y,HARRIS,'101,1,JUAN B GALAVIZ CHARTER SCHOOL,'09 - 12,S,,,'04
'015822001,TY,JUBILEE ACADEMIC CENTER,Y,BEXAR,'015,A,JUBILEE ACADEMIC CENTER,'PK - 12,B,,,'20
'015822002,,OMEGA ACADEMIC CENTER,Y,BEXAR,'015,L,JUBILEE ACADEMIC CENTER,'06 - 12,B,,,'20
'015916005,,ALTER SCH,N,BEXAR,'015,X,JUDSON ISD,'06 - 11,B,,,'20
'015916006,,BEXAR CO J J A E P,N,BEXAR,'015,X,JUDSON ISD,'08 - 10,S,,,'20
'015916112,Z,CANDLEWOOD EL,N,BEXAR,'015,A,JUDSON ISD,'EE - 05,E,,,'20
'015916101,MN,CONVERSE EL,N,BEXAR,'015,R,JUDSON ISD,'EE - 05,E,,,'20
'015916104,WM,CORONADO VILLAGE EL,N,BEXAR,'015,A,JUDSON ISD,'EE - 05,E,,,'20
'015916106,M,CRESTVIEW EL,N,BEXAR,'015,A,JUDSON ISD,'PK - 05,E,,,'20
'015916103,E,ED FRANZ EL,N,BEXAR,'015,A,JUDSON ISD,'PK - 05,E,,,'20
'015916113,,ELOLF EL,N,BEXAR,'015,A,JUDSON ISD,'EE - 05,E,,,'20
'015916044,,HENRY METZGER MIDDLE SCHOOL,N,BEXAR,'015,A,JUDSON ISD,'06 - 08,M,,,'20
'015916102,,HOPKINS EL,N,BEXAR,'015,A,JUDSON ISD,'EE - 05,E,,,'20
'015916001,,JUDSON HIGH SCHOOL,N,BEXAR,'015,A,JUDSON ISD,'09 - 12,S,,,'20
'015916003,,JUDSON LEARNING ACAD,N,BEXAR,'015,1,JUDSON ISD,'09 - 12,S,,,'20
'015916041,,KIRBY MIDDLE,N,BEXAR,'015,A,JUDSON ISD,'06 - 08,M,,,'20
'015916042,EWX,KITTY HAWK MIDDLE,N,BEXAR,'015,A,JUDSON ISD,'06 - 08,M,,,'20
'015916115,X,MARY LOU HARTMAN,N,BEXAR,'015,A,JUDSON ISD,'PK - 05,E,,,'20
'015916111,EY,MILLER POINT EL,N,BEXAR,'015,A,JUDSON ISD,'PK - 05,E,,,'20
'015916109,WNX,OLYMPIA EL,N,BEXAR,'015,A,JUDSON ISD,'KG - 05,E,,,'20
'015916105,,PARK VILLAGE EL,N,BEXAR,'015,A,JUDSON ISD,'EE - 05,E,,,'20
'015916110,,SPRING MEADOWS EL,N,BEXAR,'015,A,JUDSON ISD,'KG - 05,E,,,'20
'015916004,,THOMPSON CTR,N,BEXAR,'015,X,JUDSON ISD,'01 - 10,B,,,'20
'015916114,ENX,WILLIAM PASCHALL ELEMENTARY,N,BEXAR,'015,A,JUDSON ISD,'EE - 05,E,,,'20
'015916107,M,WOODLAKE EL,N,BEXAR,'015,R,JUDSON ISD,'KG - 05,E,,,'20
'015916043,AEW,WOODLAKE HILLS MIDDLE,N,BEXAR,'015,A,JUDSON ISD,'06 - 08,M,,,'20
'134901101,EWMN,JUNCTION EL,N,KIMBLE,'134,R,JUNCTION ISD,'EE - 05,E,,,'15
'134901001,,JUNCTION H S,N,KIMBLE,'134,A,JUNCTION ISD,'09 - 12,S,,,'15
'134901041,EWS,JUNCTION MIDDLE,N,KIMBLE,'134,A,JUNCTION ISD,'06 - 08,M,,,'15
'102901103,EMZ,GEORGE WASHINGTON CARVER EL,N,HARRISON,'102,A,KARNACK ISD,'PK - 06,E,,,'07
'102901002,RX,KARNACK H S,N,HARRISON,'102,A,KARNACK ISD,'07 - 12,S,,,'07
'128901002,,KARNES CITY D A E P,N,KARNES,'128,X,KARNES CITY ISD,'08 - 11,S,,,'03
'128901001,TRY,KARNES CITY H S,N,KARNES,'128,A,KARNES CITY ISD,'09 - 12,S,,,'03
'128901041,AEW,KARNES CITY J H,N,KARNES,'128,A,KARNES CITY ISD,'06 - 08,M,,,'03
'128901042,,KARNES CITY J J A E P,N,KARNES,'128,X,KARNES CITY ISD,'06 - 10,B,,,'03
'128901003,,KARNES CO ACAD,N,KARNES,'128,1,KARNES CITY ISD,'11 - 12,S,,,'03
'128901105,EWMZ,ROGER E SIDES EL,N,KARNES,'128,A,KARNES CITY ISD,'PK - 05,E,,,'03
'105801001,R,KATHERINE ANNE PORTER SCHOOL,Y,HAYS,'105,A,KATHERINE ANNE PORTER SCHOOL,'09 - 12,S,,,'13
'101914011,,ALTERNATIVE SCHOOL OF CHOICE,N,HARRIS,'101,1,KATY ISD,'11 - 12,S,,,'04
'101914106,AWNX,BEAR CREEK EL,N,HARRIS,'101,R,KATY ISD,'EE - 05,E,,,'04
'101914050,EWMSX,BECKENDORFF JUNIOR HIGH,N,HARRIS,'101,E,KATY ISD,'06 - 08,M,,,'04
'101914107,WN,CIMARRON ELEMENTARY,N,HARRIS,'101,R,KATY ISD,'EE - 05,E,,,'04
'101914007,APTRS,CINCO RANCH H S,N,HARRIS,'101,R,KATY ISD,'09 - 12,S,,,'04
'101914048,AEWMS,CINCO RANCH JUNIOR HIGH,N,HARRIS,'101,E,KATY ISD,'06 - 08,M,,,'04
'101914108,EWMNX,DIANE WINBORN EL,N,HARRIS,'101,E,KATY ISD,'EE - 05,E,,,'04
'101914114,AEMN,EDNA MAE FIELDER EL,N,HARRIS,'101,R,KATY ISD,'EE - 05,E,,,'04
'101914126,EWN,FRANZ EL,N,HARRIS,'101,R,KATY ISD,'EE - 05,E,,,'04
'101914047,AEWS,GARLAND MCMEANS JR HIGH,N,HARRIS,'101,R,KATY ISD,'06 - 08,M,,,'04
'101914033,,HARRIS CO SCH FOR ACCELERATED LRN,N,HARRIS,'101,X,KATY ISD,'09 - 12,S,,,'04
'101914112,AEWMN,HAZEL S PATTISON EL,N,HARRIS,'101,E,KATY ISD,'EE - 05,E,,,'04
'101914125,EW,JACK & SHARON RHODES EL,N,HARRIS,'101,A,KATY ISD,'PK - 05,E,,,'04
'101914118,AEWMN,JAMES E WILLIAMS ELEMENTARY,N,HARRIS,'101,E,KATY ISD,'EE - 05,E,,,'04
'101914121,EWX,JEAN & BETTY SCHMALZ ELEMENTARY,N,HARRIS,'101,A,KATY ISD,'EE - 05,E,,,'04
'101914115,AEWMN,JEANETTE HAYES EL,N,HARRIS,'101,E,KATY ISD,'EE - 05,E,,,'04
'101914124,EWMNY,JOELLA EXLEY EL,N,HARRIS,'101,R,KATY ISD,'EE - 05,E,,,'04
'101914102,EWMN,KATY EL,N,HARRIS,'101,E,KATY ISD,'PK - 05,E,,,'04
'101914001,S,KATY H S,N,HARRIS,'101,A,KATY ISD,'09 - 12,S,,,'04
'101914041,EW,KATY J H,N,HARRIS,'101,A,KATY ISD,'06 - 08,M,,,'04
'101914113,EWMN,LORAINE T GOLBOW EL,N,HARRIS,'101,A,KATY ISD,'EE - 05,E,,,'04
'101914101,WNY,MAURICE L WOLFE ELEMENTARY,N,HARRIS,'101,R,KATY ISD,'EE - 05,E,,,'04
'101914111,W,MAYDE CREEK EL,N,HARRIS,'101,A,KATY ISD,'EE - 05,E,,,'04
'101914005,,MAYDE CREEK H S,N,HARRIS,'101,A,KATY ISD,'09 - 12,S,,,'04
'101914043,AE,MAYDE CREEK J H,N,HARRIS,'101,A,KATY ISD,'06 - 08,M,,,'04
'101914116,,MCROBERTS EL,N,HARRIS,'101,A,KATY ISD,'EE - 05,E,,,'04
'101914104,AEWMN,MEMORIAL PARKWAY EL,N,HARRIS,'101,R,KATY ISD,'EE - 05,E,,,'04
'101914044,AEW,MEMORIAL PARKWAY J H,N,HARRIS,'101,A,KATY ISD,'06 - 08,M,,,'04
'101914009,,MORTON RANCH HIGH SCHOOL,N,HARRIS,'101,A,KATY ISD,'09 - 10,S,,,'04
'101914049,E,MORTON RANCH JUNIOR HIGH,N,HARRIS,'101,A,KATY ISD,'06 - 08,M,,,'04
'101914109,AEWMN,NOTTINGHAM COUNTRY EL,N,HARRIS,'101,R,KATY ISD,'EE - 05,E,,,'04
'101914122,AWMN,ODESSA KILPATRICK ELEMENTARY,N,HARRIS,'101,R,KATY ISD,'EE - 05,E,,,'04
'101914003,,OPPORT AWARENESS CTR,N,HARRIS,'101,X,KATY ISD,'06 - 12,B,,,'04
'101914120,M,ROBERT KING ELEMENTARY,N,HARRIS,'101,A,KATY ISD,'EE - 05,E,,,'04
'101914123,EWMN,ROBERTA WRIGHT RYLANDER EL,N,HARRIS,'101,E,KATY ISD,'EE - 05,E,,,'04
'101914046,AEWMS,RODGER & ELLEN BECK J H,N,HARRIS,'101,R,KATY ISD,'06 - 08,M,,,'04
'101914117,AEWMN,ROOSEVELT ALEXANDER EL,N,HARRIS,'101,E,KATY ISD,'EE - 05,E,,,'04
'101914119,AEWMNZ,SUE CREECH ELEMENTARY,N,HARRIS,'101,R,KATY ISD,'EE - 05,E,,,'04
'101914110,X,SUNDOWN EL,N,HARRIS,'101,A,KATY ISD,'EE - 05,E,,,'04
'101914045,EWX,T H MCDONALD J H,N,HARRIS,'101,R,KATY ISD,'06 - 08,M,,,'04
'101914002,APCTRS,TAYLOR H S,N,HARRIS,'101,R,KATY ISD,'09 - 12,S,,,'04
'101914103,NY,WEST MEMORIAL EL,N,HARRIS,'101,R,KATY ISD,'PK - 05,E,,,'04
'101914042,AEWS,WEST MEMORIAL J H,N,HARRIS,'101,A,KATY ISD,'06 - 08,M,,,'04
'101914105,,ZELMA HUTSELL EL,N,HARRIS,'101,A,KATY ISD,'PK - 05,E,,,'04
'129903003,,ALTERNATIVE LEARNING CENTER,N,KAUFMAN,'129,1,KAUFMAN ISD,'09 - 12,S,,,'10
'129903105,,HELEN EDWARD EARLY CHILDHOOD CENT,N,KAUFMAN,'129,X,KAUFMAN ISD,'EE - KG,E,,,'10
'129903001,TRSY,KAUFMAN H S,N,KAUFMAN,'129,A,KAUFMAN ISD,'09 - 12,S,,,'10
'129903102,,LUCILLE NASH INTERMEDIATE,N,KAUFMAN,'129,R,KAUFMAN ISD,'05 - 06,M,,,'10
'129903103,,MONDAY PRIMARY,N,KAUFMAN,'129,R,KAUFMAN ISD,'01 - 02,E,'129903101,PHILLIPS ELEMENTARY,'10
'129903041,ES,NORMAN JR HIGH,N,KAUFMAN,'129,R,KAUFMAN ISD,'07 - 08,M,,,'10
'129903101,M,PHILLIPS ELEMENTARY,N,KAUFMAN,'129,R,KAUFMAN ISD,'03 - 04,E,,,'10
'126906002,,ALTER LEARNING CTR,N,JOHNSON,'126,1,KEENE ISD,'09 - 10,S,,,'11
'126906101,,KEENE EL,N,JOHNSON,'126,R,KEENE ISD,'EE - 03,E,,,'11
'126906001,TSX,KEENE H S,N,JOHNSON,'126,A,KEENE ISD,'09 - 12,S,,,'11
'126906104,,KEENE INT,N,JOHNSON,'126,R,KEENE ISD,'04 - 05,E,,,'11
'126906041,EWSZ,KEENE J H,N,JOHNSON,'126,R,KEENE ISD,'06 - 08,M,,,'11
'220907104,AEMN,BEAR CREEK INT,N,TARRANT,'220,R,KELLER ISD,'05 - 06,M,,,'11
'220907118,EWM,BETTE PEROT ELEMENTARY,N,TARRANT,'220,R,KELLER ISD,'KG - 04,E,,,'11
'220907116,EWM,BLUEBONNET ELEMENTARY SCHOOL,N,TARRANT,'220,R,KELLER ISD,'EE - 04,E,,,'11
'220907004,,CENTRAL HIGH SCHOOL,N,TARRANT,'220,A,KELLER ISD,'09 - 11,S,,,'11
'220907107,A,CHISHOLM TRAIL INT,N,TARRANT,'220,A,KELLER ISD,'05 - 06,M,,,'11
'220907102,AEWM,FLORENCE EL,N,TARRANT,'220,E,KELLER ISD,'KG - 04,E,,,'11
'220907042,,FOSSIL HILL MIDDLE,N,TARRANT,'220,A,KELLER ISD,'07 - 08,M,,,'11
'220907002,R,FOSSIL RIDGE H S,N,TARRANT,'220,A,KELLER ISD,'09 - 12,S,,,'11
'220907117,EWM,FREEDOM ELEMENTARY SCHOOL,N,TARRANT,'220,R,KELLER ISD,'EE - 04,E,,,'11
'220907106,EWMZ,HERITAGE EL,N,TARRANT,'220,R,KELLER ISD,'EE - 04,E,,,'11
'220907112,AEWMY,HIDDEN LAKES ELEMENTARY,N,TARRANT,'220,E,KELLER ISD,'KG - 04,E,,,'11
'220907043,EW,HILLWOOD MIDDLE SCHOOL,N,TARRANT,'220,A,KELLER ISD,'07 - 08,M,,,'11
'220907044,AEWMS,INDIAN SPRINGS MIDDLE SCHOOL,N,TARRANT,'220,R,KELLER ISD,'07 - 08,M,,,'11
'220907001,PTRS,KELLER H S,N,TARRANT,'220,A,KELLER ISD,'09 - 12,S,,,'11
'220907041,WS,KELLER MIDDLE,N,TARRANT,'220,A,KELLER ISD,'07 - 08,M,,,'11
'220907101,EW,KELLER-HARVEL ELEMENTARY,N,TARRANT,'220,R,KELLER ISD,'EE - 04,E,,,'11
'220907113,AEWMX,LONE STAR ELEMENTARY,N,TARRANT,'220,R,KELLER ISD,'EE - 04,E,,,'11
'220907039,,NEW DIRECTION LRN CTR,N,TARRANT,'220,1,KELLER ISD,'09 - 12,S,,,'11
'220907111,WMZ,NORTH RIVERSIDE ELEMENTARY,N,TARRANT,'220,R,KELLER ISD,'EE - 04,E,,,'11
'220907109,AEWMX,PARK GLEN EL,N,TARRANT,'220,E,KELLER ISD,'KG - 04,E,,,'11
'220907103,EWM,PARKVIEW EL,N,TARRANT,'220,E,KELLER ISD,'EE - 04,E,,,'11
'220907114,EMN,PARKWOOD HILL INTERMEDIATE,N,TARRANT,'220,A,KELLER ISD,'05 - 06,M,,,'11
'220907108,AEWM,SHADY GROVE EL,N,TARRANT,'220,E,KELLER ISD,'EE - 04,E,,,'11
'220907115,AEMNX,SOUTH KELLER INTERMEDIATE,N,TARRANT,'220,R,KELLER ISD,'05 - 06,M,,,'11
'220907003,,TARRANT CO J J A E P,N,TARRANT,'220,X,KELLER ISD,'12 - 12,S,,,'11
'220907105,M,WHITLEY ROAD EL,N,TARRANT,'220,R,KELLER ISD,'EE - 04,E,,,'11
'220907110,EWM,WILLIS LANE EL,N,TARRANT,'220,E,KELLER ISD,'EE - 04,E,,,'11
'220907119,EWM,WOODLAND SPRINGS ELEMENTARY,N,TARRANT,'220,R,KELLER ISD,'EE - 04,E,,,'11
'242905001,E,KELTON SCHOOL,N,WHEELER,'242,A,KELTON ISD,'PK - 08,E,,,'16
'129904001,T,KEMP HIGH SCHOOL,N,KAUFMAN,'129,A,KEMP ISD,'09 - 12,S,,,'10
'129904102,M,KEMP INTERMEDIATE SCHOOL,N,KAUFMAN,'129,A,KEMP ISD,'PK - 06,E,,,'10
'129904041,EZ,KEMP JUNIOR HIGH SCHOOL,N,KAUFMAN,'129,R,KEMP ISD,'07 - 08,M,,,'10
'129904101,E,KEMP PRIMARY SCHOOL,N,KAUFMAN,'129,R,KEMP ISD,'PK - 03,E,,,'10
'079908101,,POWELL POINT EL,N,FORT BEND,'079,L,KENDLETON ISD,'EE - 06,E,,,'04
'131001103,EWN,SARITA EL,N,KENEDY,'131,R,KENEDY COUNTY WIDE CSD,'PK - 06,E,,,'02
'128902002,,KARNES COUNTY ACADEMY,N,KARNES,'128,1,KENEDY ISD,'09 - 12,S,,,'03
'128902003,,KARNES COUNTY ELITE,N,KARNES,'128,X,KENEDY ISD,'09 - 11,S,,,'03
'128902001,Z,KENEDY HIGH SCHOOL,N,KARNES,'128,A,KENEDY ISD,'09 - 12,S,,,'03
'128902104,X,KENEDY ELEMENTARY SCHOOL,N,KARNES,'128,A,KENEDY ISD,'EE - 05,E,,,'03
'128902041,WX,KENEDY MIDDLE SCHOOL,N,KARNES,'128,A,KENEDY ISD,'06 - 08,M,,,'03
'113906101,,KENNARD EL,N,HOUSTON,'113,A,KENNARD ISD,'PK - 06,E,,,'06
'113906001,,KENNARD H S,N,HOUSTON,'113,A,KENNARD ISD,'07 - 12,S,,,'06
'220914101,EY,JAMES A ARTHUR INTERMEDIATE SCHOO,N,TARRANT,'220,A,KENNEDALE ISD,'05 - 06,M,,,'11
'220914102,EM,JAMES F DELANEY ELEMENTARY SCHOOL,N,TARRANT,'220,R,KENNEDALE ISD,'EE - 04,E,,,'11
'220914001,R,KENNEDALE H S,N,TARRANT,'220,A,KENNEDALE ISD,'09 - 12,S,,,'11
'220914041,S,KENNEDALE J H,N,TARRANT,'220,A,KENNEDALE ISD,'07 - 08,M,,,'11
