DISTRICT,DPST00FP,DPST01FP,DPST06FP,DPST11FP,DPST20FP,YEAR
'234905,11.1,37.1,14.2,22.7,15.0,1998
'234906,11.3,16.9,18.4,28.2,25.2,1998
'234907,5.1,24.9,17.1,30.0,22.8,1998
'234909,3.5,37.8,17.3,34.5,6.9,1998
'235901,11.6,20.6,25.7,23.4,18.7,1998
'235902,3.5,21.4,18.4,30.4,26.3,1998
'235904,12.5,12.5,25.0,37.5,12.5,1998
'236901,4.2,25.3,19.9,33.0,17.6,1998
'236902,4.5,24.4,20.5,33.3,17.2,1998
'237902,10.1,23.9,17.6,25.3,23.0,1998
'237904,15.5,33.6,14.1,20.5,16.3,1998
'237905,13.3,24.6,16.2,23.5,22.4,1998
'238902,4.7,21.1,16.7,31.1,26.4,1998
'238904,16.2,45.9,0.0,21.6,16.2,1998
'239901,5.3,20.7,18.5,36.4,19.1,1998
'239903,2.7,19.8,13.5,43.6,20.4,1998
'240901,7.4,25.5,13.3,31.7,22.1,1998
'240902,0.0,33.3,33.3,22.2,11.1,1998
'240903,7.1,41.3,19.4,22.6,9.6,1998
'240904,7.3,33.1,17.5,24.9,17.2,1998
'241901,2.9,21.7,30.4,33.3,11.7,1998
'241902,0.0,9.0,6.6,43.0,41.3,1998
'241903,2.4,18.6,20.2,29.6,29.1,1998
'241904,6.4,19.2,19.2,24.5,30.8,1998
'241906,7.4,32.0,29.6,21.5,9.6,1998
'242902,9.3,16.3,16.3,37.0,21.0,1998
'242903,2.8,11.1,2.6,47.4,36.1,1998
'242904,12.7,49.2,12.7,6.4,19.1,1998
'242905,0.0,40.0,20.0,20.0,20.0,1998
'242906,6.2,18.7,18.7,34.4,21.9,1998
'243901,6.1,22.9,16.9,29.5,24.5,1998
'243902,3.4,34.2,23.1,17.1,22.2,1998
'243903,1.2,21.5,18.7,37.4,21.2,1998
'243905,8.6,22.7,19.5,31.5,17.8,1998
'243906,0.3,35.3,16.6,24.9,22.9,1998
'244901,15.6,15.6,23.4,15.6,29.9,1998
'244903,1.1,16.9,8.2,45.3,28.6,1998
'244905,0.0,15.7,15.7,26.5,42.2,1998
'245901,16.0,24.4,8.1,25.1,26.4,1998
'245902,1.6,28.6,21.8,30.2,17.7,1998
'245903,6.6,26.7,16.3,25.7,24.7,1998
'245904,7.5,32.8,14.4,30.2,15.1,1998
'246902,3.2,22.2,19.0,31.7,23.8,1998
'246904,5.6,23.0,15.9,36.6,18.8,1998
'246905,11.5,20.1,22.9,26.9,18.6,1998
'246906,6.0,29.5,21.7,28.5,14.3,1998
'246907,9.5,23.1,23.1,36.6,7.7,1998
'246908,4.7,23.7,23.2,34.9,13.4,1998
'246909,3.8,25.7,20.8,32.0,17.7,1998
'246911,7.9,29.1,11.2,28.3,23.6,1998
'246912,5.4,16.2,21.8,18.9,37.7,1998
'246913,5.1,30.3,20.3,32.7,11.6,1998
'246914,9.1,63.6,18.2,9.1,0.0,1998
'247901,9.6,29.0,16.9,25.8,18.7,1998
'247903,5.5,26.6,17.2,34.5,16.3,1998
'247904,5.6,20.6,15.9,37.3,20.6,1998
'247906,8.7,20.8,17.4,35.7,17.4,1998
'248901,9.6,28.9,16.0,27.7,17.8,1998
'248902,2.4,14.3,11.9,35.7,35.7,1998
'249901,8.1,13.5,21.4,35.1,21.9,1998
'249902,11.3,17.7,16.7,34.6,19.7,1998
'249903,4.7,22.1,19.0,27.1,27.1,1998
'249904,9.3,22.2,22.2,25.9,20.4,1998
'249905,1.8,25.2,21.1,35.6,16.4,1998
'249906,14.9,37.3,23.9,16.4,7.5,1998
'249908,17.1,37.3,20.6,18.2,6.9,1998
'250902,2.4,23.7,23.7,31.3,18.9,1998
'250903,1.8,15.8,21.7,28.3,32.5,1998
'250904,3.2,12.7,14.8,40.2,29.1,1998
'250905,6.6,36.1,13.1,19.7,24.6,1998
'250906,3.5,20.2,26.3,25.4,24.6,1998
'250907,6.4,23.5,12.8,35.1,22.3,1998
'251901,2.3,21.1,12.1,36.4,28.1,1998
'251902,3.8,9.6,17.3,36.5,32.7,1998
'252901,2.3,20.3,19.2,27.7,30.5,1998
'252902,13.7,33.6,14.5,24.2,13.9,1998
'252903,11.0,24.9,17.8,31.1,15.2,1998
'253901,9.7,28.6,19.2,26.1,16.3,1998
'254901,19.8,12.8,12.1,32.6,22.7,1998
'254902,30.3,34.9,4.7,25.6,4.5,1998
'1,7.0,26.6,17.5,28.7,20.1,1998
'001902,8.2,37.7,13.1,22.2,18.9,1999
'001903,4.2,24.4,22.7,22.3,26.4,1999
'001904,4.9,19.7,13.1,35.1,27.1,1999
'001906,3.3,29.0,29.0,25.4,13.3,1999
'001907,6.7,17.2,21.9,30.2,23.9,1999
'001908,9.7,22.2,17.2,27.9,23.0,1999
'001909,0.0,36.7,26.7,21.7,15.0,1999
'002901,3.9,14.9,21.5,36.7,23.0,1999
'003902,5.5,27.5,17.4,33.1,16.5,1999
'003903,5.8,21.5,16.4,28.9,27.4,1999
'003904,4.3,30.2,16.0,28.5,21.0,1999
'003905,8.4,27.7,19.9,30.5,13.5,1999
'003906,8.6,45.9,20.0,19.9,5.7,1999
'003907,3.4,18.4,27.2,34.2,16.7,1999
'004901,3.0,20.4,23.0,31.8,21.7,1999
'005901,5.9,21.5,14.1,35.1,23.4,1999
'005902,6.1,18.2,22.7,33.3,19.7,1999
'005903,9.1,18.2,36.4,27.3,9.1,1999
'005904,6.3,21.9,21.9,31.2,18.8,1999
'006902,2.6,14.5,34.2,31.6,17.2,1999
'007901,7.7,19.3,23.7,15.7,33.6,1999
'007902,2.1,19.7,17.6,34.6,25.9,1999
'007904,10.6,29.3,19.0,25.2,15.9,1999
'007905,6.7,30.8,15.8,22.5,24.2,1999
'007906,6.7,25.6,20.0,27.8,19.8,1999
'008901,9.7,20.8,20.1,21.3,28.0,1999
'008902,5.7,20.5,14.7,36.7,22.4,1999
'008903,1.5,24.3,23.3,25.7,25.2,1999
'009901,8.5,23.7,31.9,21.2,14.7,1999
'009903,12.5,25.0,25.0,25.0,12.5,1999
'010901,9.5,9.5,6.4,31.8,42.7,1999
'010902,8.5,28.0,20.9,24.3,18.3,1999
'011901,7.0,36.7,18.8,26.5,11.1,1999
'011902,10.3,21.1,16.9,32.7,19.0,1999
'011904,2.9,33.8,16.9,28.7,17.7,1999
'011905,29.2,27.1,29.2,7.3,7.3,1999
'012901,4.6,13.8,21.3,28.6,31.7,1999
'013901,5.3,26.9,18.5,28.6,20.6,1999
'013902,0.0,39.2,9.8,26.5,24.5,1999
'013903,10.8,24.3,22.3,16.2,26.5,1999
'013905,3.8,28.6,26.7,27.2,13.6,1999
'014802,20.1,30.1,20.1,5.0,24.7,1999
'014901,2.6,26.3,21.9,32.8,16.4,1999
'014902,0.0,36.6,14.6,19.5,29.3,1999
'014903,5.0,19.7,18.6,33.9,22.7,1999
'014905,0.0,21.8,21.8,31.8,24.5,1999
'014906,9.7,35.3,18.3,22.7,14.1,1999
'014907,12.6,29.8,11.8,28.5,17.3,1999
'014908,1.6,24.2,20.4,36.1,17.6,1999
'014909,8.7,26.8,16.0,28.4,20.1,1999
'014910,1.1,24.7,21.2,32.7,20.2,1999
'015801,34.9,41.3,14.7,9.1,0.0,1999
'015802,0.0,61.5,15.4,15.4,7.7,1999
'015803,46.4,35.7,17.9,0.0,0.0,1999
'015804,35.1,33.7,13.4,17.8,0.0,1999
'015805,39.2,43.4,8.7,4.4,4.4,1999
'015806,100.0,0.0,0.0,0.0,0.0,1999
'015807,15.4,57.7,11.5,15.4,0.0,1999
'015808,100.0,0.0,0.0,0.0,0.0,1999
'015811,100.0,0.0,0.0,0.0,0.0,1999
'015814,100.0,0.0,0.0,0.0,0.0,1999
'015901,1.7,17.9,13.8,29.9,36.7,1999
'015904,9.4,28.3,16.2,26.0,20.0,1999
'015905,7.9,31.9,15.6,24.6,20.0,1999
'015906,1.1,11.3,17.0,37.2,33.3,1999
'015907,3.9,20.9,13.4,29.8,31.9,1999
'015908,5.3,27.9,18.0,24.6,24.2,1999
'015909,5.0,39.5,21.2,24.8,9.4,1999
'015910,4.0,27.0,18.1,28.5,22.4,1999
'015911,4.9,28.7,21.9,27.7,16.7,1999
'015912,8.4,40.1,19.9,20.0,11.5,1999
'015913,2.7,18.7,16.0,33.3,29.3,1999
'015914,3.4,20.3,25.9,22.5,28.0,1999
'015915,5.8,26.1,18.3,27.8,22.0,1999
'015916,6.2,25.1,19.4,28.3,21.1,1999
'015917,10.6,25.4,19.3,26.9,17.7,1999
'016901,5.3,18.1,19.5,55.2,1.8,1999
'016902,8.1,23.2,31.6,21.5,15.6,1999
'017901,4.5,13.6,18.2,31.8,31.8,1999
'018901,0.0,38.7,13.3,19.9,28.2,1999
'018902,7.5,23.6,15.0,33.0,20.9,1999
'018903,0.0,15.4,7.7,53.8,23.1,1999
'018904,0.0,22.3,11.7,41.8,24.2,1999
'018905,0.0,26.5,9.2,21.2,43.1,1999
'018906,0.0,45.2,19.4,22.6,12.9,1999
'018907,3.6,53.8,17.5,10.8,14.4,1999
'018908,0.0,42.6,14.8,30.4,12.2,1999
'019901,6.0,20.7,15.6,33.3,24.5,1999
'019902,2.1,15.7,19.3,33.8,29.0,1999
'019903,10.0,14.5,17.4,37.8,20.3,1999
'019905,3.3,19.2,17.8,34.4,25.2,1999
'019906,1.1,26.1,15.2,48.9,8.7,1999
'019907,2.3,23.5,17.4,28.4,28.4,1999
'019908,5.4,19.7,17.7,28.3,29.0,1999
'019909,6.6,27.5,17.6,28.6,19.8,1999
'019910,0.0,30.0,60.0,10.0,0.0,1999
'019911,4.8,4.8,23.8,57.1,9.5,1999
'019912,2.3,16.2,20.2,40.8,20.5,1999
'019913,0.0,12.5,37.5,37.5,12.5,1999
'019914,0.0,27.3,27.3,18.2,27.3,1999
'020901,8.2,33.5,19.0,23.3,15.9,1999
'020902,8.0,23.7,21.0,27.6,19.7,1999
'020904,3.4,23.2,26.2,28.5,18.7,1999
'020905,3.0,37.3,9.6,25.9,24.2,1999
'020906,0.7,22.2,16.3,33.3,27.5,1999
'020907,5.4,26.6,12.3,28.3,27.4,1999
'020908,11.7,29.3,15.6,25.9,17.4,1999
'020910,16.8,33.7,28.4,16.8,4.2,1999
'021901,5.8,25.8,19.6,29.5,19.4,1999
'021902,10.5,33.9,15.5,23.4,16.6,1999
'022004,9.7,53.0,7.7,15.7,13.8,1999
'022901,1.8,27.2,21.2,24.0,25.8,1999
'022902,15.6,40.0,8.1,31.1,5.2,1999
'022903,17.1,0.0,0.0,50.8,32.1,1999
'023902,9.4,22.5,23.2,20.6,24.4,1999
'024801,100.0,0.0,0.0,0.0,0.0,1999
'024901,11.1,15.1,12.8,27.4,33.7,1999
'025901,3.8,24.1,21.6,31.5,19.0,1999
'025902,2.7,28.9,15.3,26.4,26.7,1999
'025904,25.0,34.0,19.0,5.0,17.0,1999
'025905,4.6,23.1,34.3,19.4,18.5,1999
'025906,0.9,12.8,19.2,47.8,19.2,1999
'025908,0.0,35.0,10.0,40.0,15.0,1999
'025909,1.1,22.3,24.5,26.8,25.3,1999
'026901,2.8,24.6,15.5,29.7,27.3,1999
'026902,8.6,31.6,22.3,17.1,20.4,1999
'026903,9.1,25.0,20.5,29.5,15.9,1999
'027903,3.4,21.7,19.7,30.7,24.4,1999
'027904,5.7,19.6,18.1,34.9,21.7,1999
'028902,5.1,30.7,17.1,31.5,15.6,1999
'028903,3.9,22.7,23.4,24.1,26.0,1999
'028906,5.4,48.6,10.8,29.7,5.4,1999
'029901,6.8,22.2,20.0,26.0,24.9,1999
'030901,10.1,12.1,20.2,35.3,22.4,1999
'030902,6.2,24.5,19.5,33.5,16.3,1999
'030903,9.9,27.3,12.8,27.7,22.3,1999
'030906,5.4,40.0,19.8,23.8,10.9,1999
'031901,4.7,25.6,22.2,31.0,16.5,1999
'031903,3.1,23.5,18.2,33.1,22.1,1999
'031905,2.2,23.3,28.9,31.0,14.6,1999
'031906,6.3,30.3,24.7,26.4,12.3,1999
'031909,2.0,22.5,29.4,27.3,18.8,1999
'031911,6.6,26.4,19.1,26.4,21.5,1999
'031912,7.6,27.0,16.1,30.5,18.8,1999
'031913,4.7,22.1,20.8,41.7,10.6,1999
'031914,20.1,34.9,21.7,16.5,6.8,1999
'031916,2.3,24.8,19.1,35.3,18.6,1999
'032902,7.4,25.9,17.5,28.0,21.2,1999
'033901,10.7,10.7,28.5,16.0,34.2,1999
'033902,0.0,10.2,30.6,36.1,23.0,1999
'033904,13.5,16.7,16.1,25.6,28.1,1999
'034901,2.0,23.0,21.0,30.9,23.1,1999
'034902,0.0,19.4,5.2,36.4,39.0,1999
'034903,2.4,32.9,22.0,37.8,4.9,1999
'034905,1.1,19.6,16.3,40.2,22.8,1999
'034906,3.1,43.3,15.7,25.2,12.6,1999
'034907,12.5,28.0,17.8,24.3,17.4,1999
'034908,0.0,65.1,20.2,13.2,1.4,1999
'034909,4.8,19.0,19.0,28.6,28.6,1999
'035901,5.0,24.9,16.6,25.8,27.7,1999
'035902,15.2,19.6,17.4,26.1,21.6,1999
'035903,4.1,20.7,19.1,38.6,17.4,1999
'036901,13.1,23.3,20.5,25.4,17.7,1999
'036902,2.9,16.7,14.4,36.8,29.3,1999
'036903,9.8,20.7,23.2,31.7,14.6,1999
'037901,17.1,22.3,10.5,24.0,26.1,1999
'037904,1.2,34.8,20.2,29.2,14.6,1999
'037907,11.3,22.1,16.2,27.5,22.8,1999
'037908,11.2,29.6,17.8,23.7,17.8,1999
'037909,7.4,24.0,24.0,33.4,11.1,1999
'038901,7.3,13.1,17.8,39.5,22.4,1999
'039901,0.0,25.7,32.1,19.2,23.0,1999
'039902,3.8,15.2,22.8,37.6,20.6,1999
'039903,12.9,44.3,7.8,32.4,2.6,1999
'039904,5.7,25.6,19.0,23.4,26.3,1999
'039905,9.8,20.8,31.2,15.6,22.5,1999
'040901,7.4,17.8,19.1,35.9,19.7,1999
'040902,0.6,16.6,26.0,33.1,23.7,1999
'041901,6.4,26.0,18.2,41.6,7.8,1999
'041902,5.2,10.3,23.2,40.6,20.6,1999
'042901,7.9,25.4,20.0,24.0,22.7,1999
'042903,3.6,10.7,12.3,28.6,44.8,1999
'042905,0.0,35.9,5.8,35.9,22.4,1999
'042906,7.7,66.7,0.0,25.6,0.0,1999
'043901,14.2,33.0,16.7,22.1,14.0,1999
'043902,7.4,29.2,14.8,36.7,11.9,1999
'043903,6.1,25.5,18.8,34.0,15.6,1999
'043904,12.9,19.4,18.0,29.3,20.4,1999
'043905,4.3,37.0,23.0,26.2,9.4,1999
'043907,10.6,32.2,20.0,22.4,14.7,1999
'043908,9.7,44.0,17.1,16.2,12.9,1999
'043910,17.7,25.8,14.3,23.4,18.8,1999
'043911,12.3,28.1,15.2,28.7,15.9,1999
'043912,11.8,16.2,14.5,41.3,16.2,1999
'043914,7.1,30.1,24.6,27.8,10.4,1999
'043917,4.2,41.7,14.6,31.3,8.3,1999
'043918,13.6,31.0,20.7,24.4,10.3,1999
'043919,0.0,2.5,15.2,56.9,25.4,1999
'044902,5.0,19.9,18.2,28.2,28.8,1999
'044904,0.0,50.0,28.6,0.0,21.4,1999
'045902,4.2,17.7,19.0,36.4,22.7,1999
'045903,14.9,24.4,17.5,26.3,16.8,1999
'045905,1.8,16.4,16.4,27.3,38.2,1999
'046801,0.0,75.0,25.0,0.0,0.0,1999
'046901,5.6,26.5,17.1,28.6,22.1,1999
'046902,6.9,25.8,17.6,31.4,18.3,1999
'047901,5.2,21.7,20.7,30.6,21.8,1999
'047902,6.0,19.6,18.1,31.7,24.6,1999
'047903,11.8,22.1,17.7,35.1,13.3,1999
'047905,7.3,7.3,14.6,22.0,48.7,1999
'048901,2.7,18.7,18.7,35.1,24.9,1999
'048903,14.1,16.9,43.3,20.2,5.6,1999
'049901,5.9,12.8,17.2,29.7,34.4,1999
'049902,0.0,22.3,32.3,27.2,18.2,1999
'049903,10.9,23.3,19.4,38.4,8.1,1999
'049905,5.1,24.1,19.0,26.5,25.3,1999
'049906,7.9,21.1,18.4,39.5,13.2,1999
'049907,0.0,10.6,27.9,35.2,26.4,1999
'049908,0.0,80.0,0.0,0.0,20.0,1999
'049909,0.0,28.6,28.6,42.9,0.0,1999
'050901,7.3,29.1,8.0,23.9,31.8,1999
'050902,3.7,25.7,8.0,33.1,29.6,1999
'050904,6.0,35.8,29.9,24.6,3.7,1999
'050909,0.0,5.0,25.0,35.0,35.0,1999
'050910,8.0,35.7,18.0,22.0,16.3,1999
'051901,0.0,16.2,9.0,39.4,35.4,1999
'052901,2.2,15.7,15.7,39.3,27.1,1999
'053001,7.4,16.1,20.5,30.4,25.5,1999
'054901,7.5,28.1,19.0,29.1,16.3,1999
'054902,0.0,27.1,27.1,21.7,24.1,1999
'054903,13.6,33.9,20.3,25.4,6.8,1999
'055901,2.1,33.9,22.1,23.2,18.6,1999
'056901,5.8,29.3,17.3,23.0,24.6,1999
'056902,5.7,28.6,11.4,26.4,27.8,1999
'057801,58.8,23.5,5.9,8.8,2.9,1999
'057802,100.0,0.0,0.0,0.0,0.0,1999
'057803,26.2,63.5,1.2,9.1,0.0,1999
'057804,47.5,41.6,5.9,2.0,3.0,1999
'057806,49.0,0.0,0.0,51.0,0.0,1999
'057807,47.4,5.3,10.5,26.3,10.5,1999
'057808,38.1,25.4,12.5,12.7,11.4,1999
'057809,100.0,0.0,0.0,0.0,0.0,1999
'057903,9.6,36.3,15.2,21.4,17.5,1999
'057904,9.8,36.5,15.3,24.2,14.3,1999
'057905,10.5,28.2,12.0,22.8,26.6,1999
'057906,10.6,32.4,13.4,24.4,19.2,1999
'057907,13.0,29.9,11.7,25.5,19.8,1999
'057909,12.2,28.2,15.9,23.6,20.1,1999
'057910,10.5,31.9,14.9,24.0,18.7,1999
'057911,3.1,37.9,14.0,22.6,22.5,1999
'057912,11.3,35.1,14.0,19.5,20.0,1999
'057913,21.4,31.1,11.7,20.5,15.2,1999
'057914,8.0,37.3,14.5,23.4,16.8,1999
'057916,8.8,29.6,15.7,25.2,20.6,1999
'057919,3.4,18.4,23.9,37.3,17.0,1999
'057920,8.5,29.9,14.6,28.1,18.8,1999
'057922,7.4,32.4,21.0,26.8,12.3,1999
'058902,10.0,20.0,5.0,40.5,24.5,1999
'058905,8.9,20.0,13.3,26.7,31.1,1999
'058906,13.9,24.9,15.1,24.4,21.6,1999
'058909,0.0,10.5,36.8,27.0,25.7,1999
'059901,7.8,26.3,21.0,23.9,21.0,1999
'059902,25.0,12.5,62.5,0.0,0.0,1999
'060902,8.0,25.3,18.7,25.3,22.7,1999
'060914,0.0,47.5,23.7,19.8,9.0,1999
'061901,10.7,30.6,16.2,27.2,15.2,1999
'061902,6.1,34.6,18.0,25.2,16.0,1999
'061903,5.2,25.0,25.0,32.2,12.5,1999
'061905,10.2,15.9,28.3,30.8,14.8,1999
'061906,8.6,41.3,24.1,24.3,1.7,1999
'061907,19.2,37.6,20.5,18.0,4.8,1999
'061908,7.9,31.9,20.2,26.8,13.2,1999
'061910,7.6,26.7,25.7,20.9,19.0,1999
'061911,8.6,30.1,16.5,31.9,12.9,1999
'061912,13.2,31.2,22.4,23.4,9.8,1999
'061914,18.1,39.8,13.2,21.8,7.1,1999
'062901,6.9,17.5,19.3,31.0,25.3,1999
'062902,0.0,17.9,6.0,49.8,26.4,1999
'062903,2.4,10.8,18.5,31.3,36.9,1999
'062904,4.6,23.1,18.5,26.2,27.7,1999
'062905,0.0,0.0,58.5,16.7,24.8,1999
'062906,0.0,19.0,9.5,42.9,28.6,1999
'063903,14.6,20.4,11.7,29.2,24.1,1999
'063906,0.0,47.9,33.9,18.2,0.0,1999
'064901,20.0,20.0,6.7,36.7,16.7,1999
'064903,4.9,19.1,20.1,40.2,15.8,1999
'065901,9.2,12.8,30.8,31.7,15.5,1999
'065902,10.6,25.7,26.5,31.8,5.3,1999
'066005,0.0,33.3,33.3,33.3,0.0,1999
'066901,0.0,14.2,4.8,26.2,54.8,1999
'066902,2.7,26.8,18.4,32.2,19.9,1999
'066903,1.1,14.4,18.9,31.1,34.4,1999
'067902,2.1,23.9,18.3,35.9,19.7,1999
'067903,4.9,21.3,20.4,29.5,23.9,1999
'067904,2.7,41.4,21.3,24.0,10.7,1999
'067907,4.9,18.2,15.9,36.6,24.4,1999
'067908,8.9,22.3,22.3,24.3,22.3,1999
'068901,11.7,29.8,18.1,23.5,16.9,1999
'069901,2.4,17.0,14.6,41.9,24.1,1999
'069902,2.9,28.8,14.4,30.9,23.0,1999
'070901,10.1,25.3,20.3,33.1,11.2,1999
'070903,4.4,23.7,16.6,32.9,22.4,1999
'070905,18.2,31.0,10.9,24.1,15.8,1999
'070907,8.3,34.9,17.0,18.3,21.6,1999
'070908,3.3,24.5,19.7,36.5,16.0,1999
'070909,5.4,37.7,10.8,32.7,13.5,1999
'070910,15.2,37.1,12.2,20.8,14.7,1999
'070911,8.3,30.3,16.8,30.5,14.2,1999
'070912,5.8,23.7,16.0,32.9,21.6,1999
'070915,5.5,40.1,13.4,32.3,8.7,1999
'071801,22.2,38.9,27.8,0.0,11.1,1999
'071901,8.3,32.5,22.7,24.1,12.4,1999
'071902,4.8,23.1,19.1,29.3,23.6,1999
'071903,7.4,35.2,21.0,23.7,12.6,1999
'071904,9.6,38.8,21.9,21.9,7.9,1999
'071905,8.4,28.4,17.9,26.7,18.5,1999
'071906,1.7,18.6,32.2,32.2,15.3,1999
'071907,5.5,27.7,21.8,29.4,15.6,1999
'071908,11.7,36.9,14.0,21.4,16.0,1999
'071909,8.8,29.5,23.0,27.4,11.3,1999
'072901,0.0,0.0,50.0,50.0,0.0,1999
'072902,5.4,25.8,10.8,29.0,29.0,1999
'072903,2.3,19.5,18.2,33.3,26.7,1999
'072904,0.0,28.6,28.6,42.9,0.0,1999
'072908,0.0,37.9,29.0,18.9,14.2,1999
'072909,10.3,20.5,20.5,33.3,15.4,1999
'072910,27.7,13.9,0.0,30.7,27.7,1999
'073901,9.1,30.3,27.2,30.3,3.0,1999
'073903,19.1,18.9,15.5,23.6,22.9,1999
'073904,21.6,32.4,10.8,10.8,24.3,1999
'073905,7.4,28.4,17.3,30.2,16.7,1999
'074903,8.5,30.1,12.9,32.1,16.3,1999
'074904,20.8,41.7,8.3,20.8,8.3,1999
'074905,0.0,51.2,10.5,35.8,2.6,1999
'074907,5.2,34.7,8.7,30.7,20.8,1999
'074909,8.4,34.8,16.5,29.0,11.3,1999
'074911,6.4,35.1,13.5,16.4,28.7,1999
'074912,5.9,20.6,8.8,47.1,17.6,1999
'074917,3.9,28.6,18.2,26.0,23.4,1999
'075901,6.6,13.2,13.4,32.9,33.9,1999
'075902,3.8,11.4,23.3,37.3,24.2,1999
'075903,1.9,27.8,19.4,21.3,29.7,1999
'075906,0.0,34.4,14.5,25.8,25.3,1999
'075908,4.0,22.1,11.9,31.8,30.3,1999
'076903,3.0,36.4,21.2,27.3,12.1,1999
'076904,2.0,29.4,14.7,27.0,26.9,1999
'077901,8.8,27.4,16.2,25.2,22.4,1999
'077902,7.6,22.7,16.7,37.9,15.2,1999
'078901,5.3,29.1,24.6,25.2,15.9,1999
'079901,10.9,30.1,16.4,21.9,20.8,1999
'079906,3.2,17.8,20.5,35.7,22.8,1999
'079907,7.8,27.8,19.2,28.8,16.3,1999
'079908,0.0,16.7,66.7,16.7,0.0,1999
'079910,10.0,30.8,25.7,17.5,15.9,1999
'080901,2.6,32.2,17.3,26.8,21.0,1999
'081902,2.6,21.9,18.0,30.4,27.0,1999
'081904,0.0,22.8,21.5,25.7,30.1,1999
'081905,5.8,27.4,25.5,26.8,14.5,1999
'081906,0.0,66.7,0.0,0.0,33.3,1999
'082902,8.8,21.2,17.5,33.7,18.7,1999
'082903,10.6,23.8,18.1,23.2,24.3,1999
'083901,4.8,38.2,11.1,27.9,18.0,1999
'083902,0.0,15.7,15.7,47.6,21.0,1999
'083903,3.3,15.6,23.1,37.4,20.6,1999
'084801,45.5,18.2,0.0,27.3,9.1,1999
'084901,10.0,30.2,14.6,25.4,19.7,1999
'084902,13.2,23.4,13.9,20.8,28.6,1999
'084903,8.3,25.0,25.0,20.8,20.8,1999
'084904,12.7,28.1,15.4,20.3,23.6,1999
'084906,5.0,22.2,19.8,23.8,29.3,1999
'084908,4.0,20.1,13.5,45.2,17.1,1999
'084909,6.9,28.4,15.8,33.3,15.6,1999
'084910,3.8,24.4,20.1,30.1,21.6,1999
'084911,5.8,25.9,22.0,30.0,16.3,1999
'085902,1.3,21.5,13.5,40.6,23.1,1999
'085903,11.1,33.3,16.7,27.8,11.1,1999
'086024,0.0,0.0,50.0,50.0,0.0,1999
'086901,4.1,19.3,18.9,29.5,28.2,1999
'086902,5.6,33.8,22.2,29.1,9.4,1999
'087901,5.4,18.9,24.3,35.1,16.2,1999
'088902,4.7,24.6,24.7,30.7,15.3,1999
'089901,4.5,25.2,21.8,23.7,24.8,1999
'089903,9.2,17.4,14.9,28.3,30.2,1999
'089905,10.4,17.9,13.4,44.8,13.4,1999
'090902,8.2,18.6,21.1,33.5,18.6,1999
'090903,4.1,35.2,16.3,16.3,28.2,1999
'090904,5.6,18.7,19.2,31.2,25.3,1999
'090905,0.0,33.3,33.3,33.3,0.0,1999
'091901,6.3,19.0,22.1,34.8,17.8,1999
'091902,2.3,20.5,25.0,31.8,20.5,1999
'091903,6.1,19.7,14.4,29.2,30.7,1999
'091905,7.0,29.7,14.1,26.7,22.5,1999
'091906,8.2,29.7,14.7,27.3,20.0,1999
'091907,0.0,61.5,23.1,7.7,7.7,1999
'091908,9.4,24.0,15.4,31.5,19.8,1999
'091909,6.3,31.9,17.2,23.5,21.0,1999
'091910,3.9,17.6,23.5,33.3,21.8,1999
'091913,6.2,23.7,16.9,35.0,18.3,1999
'091914,3.2,20.1,6.7,41.6,28.5,1999
'091917,6.7,33.3,30.0,23.3,6.7,1999
'091918,9.8,29.4,21.2,32.7,6.9,1999
'092901,3.1,17.6,25.8,31.1,22.3,1999
'092902,7.0,19.5,19.9,30.0,23.7,1999
'092903,6.4,22.5,16.2,31.1,23.8,1999
'092904,5.3,15.7,18.1,33.1,27.8,1999
'092906,6.3,19.1,16.0,26.7,31.9,1999
'092907,5.0,16.7,25.0,26.6,26.7,1999
'092908,4.7,13.0,15.3,25.9,41.1,1999
'093901,15.7,23.6,13.7,25.5,21.4,1999
'093903,4.4,12.7,26.2,32.0,24.7,1999
'093904,10.8,28.0,21.9,23.7,15.5,1999
'093905,12.3,44.4,6.2,18.5,18.5,1999
'094901,7.1,24.7,17.8,25.8,24.6,1999
'094902,10.0,37.3,15.9,19.9,16.8,1999
'094903,9.4,23.5,22.8,25.5,18.8,1999
'094904,5.4,20.7,17.7,31.6,24.5,1999
'095901,1.3,17.3,18.7,36.0,26.7,1999
'095902,11.7,30.0,24.0,28.2,6.0,1999
'095903,5.8,28.8,14.2,35.3,15.8,1999
'095904,0.0,10.8,32.4,28.4,28.4,1999
'095905,8.5,28.4,18.8,29.6,14.7,1999
'096904,11.6,23.0,18.1,39.6,7.7,1999
'096905,0.0,18.5,34.4,19.1,28.0,1999
'096908,8.3,40.4,26.5,0.0,24.8,1999
'097902,1.3,30.3,22.4,26.3,19.7,1999
'097903,5.6,22.4,31.8,21.4,18.9,1999
'098901,4.3,22.6,23.3,26.8,23.0,1999
'098903,0.0,24.9,33.2,33.6,8.3,1999
'098904,9.9,17.6,16.9,35.2,20.4,1999
'099902,4.2,29.2,16.7,29.2,20.8,1999
'099903,4.9,17.9,2.1,35.9,39.2,1999
'100903,3.1,28.6,22.4,31.6,14.3,1999
'100904,4.9,27.2,17.4,30.0,20.5,1999
'100905,7.3,28.7,13.3,32.7,17.9,1999
'100907,2.5,24.0,23.8,33.0,16.8,1999
