DISTRICT,DPST00FP,DPST01FP,DPST06FP,DPST11FP,DPST20FP,YEAR
'100908,1.7,28.9,27.2,32.1,10.2,1999
'101801,0.0,66.7,33.3,0.0,0.0,1999
'101802,0.0,55.1,35.7,9.2,0.0,1999
'101803,0.0,58.3,25.0,16.7,0.0,1999
'101804,0.0,59.6,32.5,4.0,3.9,1999
'101805,5.8,78.5,5.8,1.1,8.7,1999
'101806,18.2,54.5,18.2,4.5,4.5,1999
'101807,0.0,0.0,0.0,75.0,25.0,1999
'101808,46.2,38.5,7.7,7.7,0.0,1999
'101809,37.3,31.3,20.9,10.4,0.0,1999
'101810,0.0,64.8,29.6,0.0,5.6,1999
'101811,14.9,53.2,14.9,12.8,4.3,1999
'101812,21.0,49.1,21.0,8.9,0.0,1999
'101813,0.0,89.8,10.2,0.0,0.0,1999
'101814,17.7,41.0,23.6,5.9,11.8,1999
'101815,0.0,60.0,40.0,0.0,0.0,1999
'101830,42.9,14.3,42.9,0.0,0.0,1999
'101840,84.4,7.8,0.0,0.0,7.8,1999
'101902,10.7,32.4,18.0,23.0,15.9,1999
'101903,12.7,36.5,16.6,19.0,15.3,1999
'101905,3.5,28.2,20.7,27.5,20.1,1999
'101906,10.7,24.4,21.2,26.5,17.2,1999
'101907,5.9,29.3,19.0,29.7,16.2,1999
'101908,5.0,22.2,17.3,32.2,23.4,1999
'101909,15.2,14.5,11.4,23.6,35.4,1999
'101910,13.6,36.5,14.4,20.4,15.1,1999
'101911,7.3,23.8,17.0,28.5,23.4,1999
'101912,12.4,23.7,16.5,24.5,23.0,1999
'101913,5.1,25.4,19.3,30.9,19.2,1999
'101914,6.2,26.5,19.0,31.5,16.7,1999
'101915,5.0,20.0,16.8,33.9,24.3,1999
'101916,2.1,25.0,18.1,26.2,28.6,1999
'101917,8.3,27.2,17.0,24.6,22.9,1999
'101919,6.8,26.5,17.1,31.5,18.0,1999
'101920,5.8,28.3,21.9,24.7,19.4,1999
'101921,6.6,31.1,19.5,26.5,16.3,1999
'101924,12.1,23.1,14.7,22.6,27.6,1999
'101925,6.6,27.5,17.4,34.1,14.5,1999
'102901,15.0,5.0,17.5,40.0,22.5,1999
'102902,0.3,28.1,14.8,29.9,27.0,1999
'102903,4.5,28.1,13.5,19.5,34.5,1999
'102904,3.5,24.4,11.9,36.1,24.0,1999
'102905,3.7,27.8,18.5,20.4,29.6,1999
'102906,4.1,19.0,17.8,29.2,29.9,1999
'103901,0.0,18.8,40.8,15.2,25.1,1999
'103902,0.0,31.6,15.8,31.6,21.1,1999
'104901,0.0,24.0,19.6,21.0,35.4,1999
'104902,0.0,32.6,22.4,17.9,27.2,1999
'104903,5.3,5.3,21.1,41.9,26.4,1999
'104907,5.8,23.4,35.1,11.7,24.0,1999
'105902,4.5,25.1,15.3,33.9,21.2,1999
'105904,5.1,26.7,20.6,29.8,17.8,1999
'105905,4.3,23.8,20.2,32.3,19.4,1999
'105906,7.2,24.9,16.7,31.3,20.0,1999
'106901,0.0,13.1,15.7,32.0,39.2,1999
'107901,3.5,20.6,21.0,29.9,25.1,1999
'107902,6.0,23.9,18.5,27.5,24.2,1999
'107904,6.6,31.1,23.3,21.4,17.5,1999
'107905,7.9,33.0,16.9,23.8,18.5,1999
'107906,10.4,33.9,18.6,16.4,20.8,1999
'107907,9.5,38.1,32.2,12.7,7.5,1999
'107908,0.0,35.3,8.8,29.4,26.5,1999
'107910,2.7,13.5,24.3,13.5,45.9,1999
'108801,0.0,66.7,33.3,0.0,0.0,1999
'108802,74.0,0.0,26.0,0.0,0.0,1999
'108902,11.6,33.1,16.5,26.8,12.1,1999
'108903,4.1,29.1,16.3,32.2,18.3,1999
'108904,7.0,27.1,19.5,28.5,18.0,1999
'108905,8.8,26.4,19.2,30.2,15.4,1999
'108906,4.2,18.5,21.2,32.5,23.6,1999
'108907,7.2,22.0,18.2,28.0,24.6,1999
'108908,3.8,26.0,21.1,31.1,18.0,1999
'108909,10.0,23.9,16.3,31.0,18.8,1999
'108910,17.7,36.1,19.9,15.5,10.9,1999
'108911,4.4,27.2,23.1,29.7,15.6,1999
'108912,10.4,38.3,19.6,22.8,9.0,1999
'108913,7.4,32.3,18.5,25.4,16.4,1999
'108914,1.8,16.1,19.6,42.0,20.5,1999
'108915,0.0,16.1,29.0,38.7,16.1,1999
'108916,12.0,38.3,26.5,16.8,6.3,1999
'109901,13.0,20.3,15.6,36.7,14.4,1999
'109902,4.5,36.4,22.7,18.2,18.2,1999
'109903,21.1,21.7,21.7,27.1,8.5,1999
'109904,5.5,30.2,17.5,23.3,23.6,1999
'109905,10.9,21.8,16.3,32.0,19.1,1999
'109907,5.2,18.0,31.7,27.0,18.0,1999
'109908,0.0,15.0,30.9,46.4,7.7,1999
'109910,0.0,33.3,22.2,22.2,22.2,1999
'109911,6.8,38.7,23.7,22.0,8.7,1999
'109912,11.4,17.1,5.7,40.0,25.7,1999
'109913,12.9,21.6,17.2,25.9,22.4,1999
'109914,7.1,35.7,14.3,14.3,28.6,1999
'110901,0.0,33.7,24.3,25.8,16.1,1999
'110902,2.3,17.5,17.5,35.5,27.1,1999
'110905,8.1,33.1,24.2,15.9,18.8,1999
'110906,11.7,35.1,20.5,25.2,7.4,1999
'110907,3.1,16.2,25.0,35.9,19.8,1999
'110908,5.2,20.9,20.9,47.7,5.2,1999
'111901,5.6,23.0,20.8,30.6,20.0,1999
'111902,3.6,34.6,18.2,36.4,7.3,1999
'111903,4.4,34.3,22.1,29.4,9.8,1999
'112901,3.6,17.3,17.3,38.2,23.6,1999
'112905,3.9,27.5,43.2,13.6,11.8,1999
'112906,0.0,30.4,23.7,25.6,20.3,1999
'112907,8.2,20.0,24.6,24.6,22.6,1999
'112908,2.0,31.2,20.6,30.2,16.1,1999
'112909,0.0,25.4,9.7,48.6,16.3,1999
'112910,0.0,25.0,10.0,44.9,20.1,1999
'113901,7.8,27.8,19.8,24.2,20.5,1999
'113902,3.6,10.0,21.6,38.1,26.6,1999
'113903,2.2,8.7,37.0,34.8,17.4,1999
'113905,5.7,17.1,25.7,34.3,17.1,1999
'113906,5.5,11.0,24.8,32.0,26.7,1999
'114901,4.8,19.6,16.1,32.8,26.6,1999
'114902,0.0,17.8,12.3,34.2,35.6,1999
'114904,6.2,35.2,14.5,20.7,23.5,1999
'115901,13.4,43.0,23.1,11.3,9.2,1999
'115902,6.7,40.0,6.7,40.0,6.7,1999
'115903,17.0,28.4,20.0,28.4,6.2,1999
'116901,3.5,34.5,13.8,33.7,14.5,1999
'116902,10.3,25.6,23.1,33.3,7.7,1999
'116903,6.8,27.1,18.1,31.7,16.3,1999
'116905,9.9,26.7,18.3,22.6,22.5,1999
'116906,3.9,31.4,31.4,19.5,13.7,1999
'116908,7.0,36.6,21.7,21.7,13.0,1999
'116909,9.8,21.6,15.7,31.4,21.6,1999
'116910,3.3,50.0,13.3,20.0,13.3,1999
'116915,15.3,25.9,18.4,24.9,15.5,1999
'116916,8.0,50.7,8.0,12.0,21.3,1999
'117901,5.6,21.8,21.3,32.0,19.2,1999
'117903,3.8,24.7,23.9,24.9,22.8,1999
'117904,2.8,14.9,11.3,49.0,21.9,1999
'117907,10.0,40.0,40.0,10.0,0.0,1999
'118902,20.0,22.9,22.9,22.9,11.4,1999
'119901,13.1,49.4,19.0,9.5,9.0,1999
'119902,5.4,20.4,19.5,36.2,18.5,1999
'119903,0.0,26.4,41.9,29.1,2.6,1999
'120901,3.1,21.2,13.3,40.0,22.3,1999
'120902,3.6,17.3,28.7,26.9,23.5,1999
'120905,6.1,25.5,15.8,35.7,16.9,1999
'121902,9.7,29.9,27.9,19.5,13.0,1999
'121903,1.9,17.5,19.5,34.2,27.0,1999
'121904,4.1,17.3,13.8,35.0,29.7,1999
'121905,3.6,27.9,17.1,31.5,19.8,1999
'121906,2.7,24.3,27.0,27.0,18.9,1999
'122901,12.2,40.9,12.5,27.5,6.9,1999
'122902,0.0,26.0,9.3,27.8,37.0,1999
'123905,4.3,17.4,20.4,29.3,28.6,1999
'123907,12.8,23.6,18.8,20.2,24.6,1999
'123908,0.9,12.6,21.8,36.2,28.5,1999
'123910,9.2,22.0,16.9,25.4,26.5,1999
'123913,4.2,29.6,4.2,21.2,40.8,1999
'123914,3.7,16.5,21.7,36.7,21.3,1999
'124901,4.2,17.5,17.8,29.3,31.2,1999
'125901,6.4,25.7,17.3,26.8,23.9,1999
'125902,10.3,14.4,13.7,49.3,12.3,1999
'125903,5.3,22.7,14.7,36.7,20.6,1999
'125905,14.9,20.8,10.7,19.4,34.2,1999
'125906,0.0,50.0,12.5,12.5,25.0,1999
'126901,9.0,25.5,20.0,30.0,15.6,1999
'126902,5.2,26.3,17.3,31.9,19.4,1999
'126903,4.3,20.0,19.4,30.5,25.8,1999
'126904,3.6,25.0,24.1,28.2,19.2,1999
'126905,8.4,29.8,19.1,30.5,12.2,1999
'126906,2.9,29.9,28.1,23.2,15.8,1999
'126907,10.4,36.4,24.6,20.8,7.8,1999
'126908,16.9,41.7,5.8,18.4,17.1,1999
'126911,14.3,32.0,17.4,23.0,13.4,1999
'127901,3.8,36.7,14.4,22.4,22.7,1999
'127903,0.0,25.5,17.0,32.1,25.5,1999
'127904,2.9,33.0,34.1,15.1,14.9,1999
'127905,0.0,5.1,15.4,28.2,51.3,1999
'127906,6.2,28.6,16.9,25.1,23.3,1999
'128901,6.8,30.4,15.2,30.1,17.5,1999
'128902,4.5,26.1,19.2,21.8,28.4,1999
'128903,3.2,25.3,20.2,19.0,32.4,1999
'128904,6.9,17.1,17.1,35.5,23.4,1999
'129901,3.2,29.2,22.8,31.1,13.7,1999
'129902,10.4,29.5,16.6,34.5,8.9,1999
'129903,10.6,28.1,17.1,26.5,17.7,1999
'129904,9.2,29.6,18.7,26.8,15.8,1999
'129905,6.1,31.2,17.4,28.7,16.5,1999
'129906,12.9,29.3,16.2,20.8,20.8,1999
'129910,10.3,30.7,16.8,25.0,17.2,1999
'130901,4.3,18.7,23.7,34.7,18.6,1999
'130902,11.0,19.9,22.1,36.0,11.0,1999
'131001,0.0,14.1,0.0,42.2,43.8,1999
'132902,4.6,13.8,27.6,31.7,22.3,1999
'133901,6.1,28.6,28.6,24.5,12.2,1999
'133902,0.0,23.1,7.7,38.5,30.8,1999
'133903,4.0,15.9,20.7,34.9,24.5,1999
'133904,3.3,28.9,21.6,26.8,19.3,1999
'133905,0.0,40.0,40.0,0.0,20.0,1999
'134901,1.5,24.7,13.2,39.5,21.2,1999
'135001,0.0,21.9,17.3,33.4,27.4,1999
'136901,3.6,33.0,12.5,27.6,23.2,1999
'137901,5.2,17.2,17.9,29.6,30.1,1999
'137902,9.8,26.4,7.4,41.7,14.7,1999
'137903,1.8,16.4,27.3,30.9,23.6,1999
'137904,10.3,25.4,22.5,25.8,16.1,1999
'138901,20.0,20.0,40.0,0.0,20.0,1999
'138902,0.0,15.4,5.5,40.2,39.0,1999
'138903,5.0,15.0,25.0,30.0,25.0,1999
'138904,0.0,17.2,0.0,34.4,48.4,1999
'139905,4.9,19.8,23.1,33.0,19.2,1999
'139908,0.0,19.2,15.4,34.6,30.8,1999
'139909,4.0,23.6,14.3,33.2,24.8,1999
'139911,7.5,24.8,18.9,27.7,21.0,1999
'139912,2.8,20.8,13.8,36.7,25.9,1999
'140901,15.0,15.0,10.0,45.0,15.0,1999
'140904,5.5,21.4,18.5,32.0,22.7,1999
'140905,7.9,46.2,11.9,18.5,15.5,1999
'140906,14.3,28.6,0.0,50.0,7.1,1999
'140907,0.0,12.3,19.7,41.9,26.1,1999
'140908,0.0,13.2,10.5,47.4,28.9,1999
'141801,51.5,16.7,31.7,0.0,0.0,1999
'141901,4.7,25.6,20.9,21.6,27.2,1999
'141902,0.0,19.6,17.6,45.1,17.6,1999
'142901,5.1,31.4,15.5,24.8,23.2,1999
'143901,1.4,8.3,22.1,26.7,41.5,1999
'143902,0.0,22.6,19.4,25.8,32.3,1999
'143903,0.0,14.3,11.9,33.3,40.5,1999
'143904,0.0,14.5,51.9,15.0,18.6,1999
'143905,0.0,14.5,14.5,50.4,20.7,1999
'143906,0.0,0.0,15.7,47.2,37.1,1999
'144901,3.6,25.4,26.8,27.8,16.3,1999
'144902,7.0,21.6,15.1,36.3,19.9,1999
'144903,0.0,29.7,14.8,9.9,45.6,1999
'145901,4.5,24.0,18.0,31.0,22.5,1999
'145902,6.8,25.8,23.0,23.8,20.6,1999
'145906,5.1,16.6,28.2,30.8,19.2,1999
'145907,8.4,19.9,8.4,29.5,33.7,1999
'145911,6.9,21.4,24.9,19.6,27.3,1999
'146901,14.2,23.0,16.0,23.1,23.7,1999
'146902,8.4,27.5,20.6,28.9,14.5,1999
'146903,0.0,28.6,35.7,14.3,21.4,1999
'146904,3.0,26.8,15.0,37.6,17.6,1999
'146905,12.2,14.4,17.4,44.0,11.9,1999
'146906,5.4,18.7,18.1,27.5,30.3,1999
'146907,8.0,29.7,23.6,22.1,16.7,1999
'147901,4.1,32.8,20.5,20.5,22.1,1999
'147902,6.0,24.3,20.8,29.0,19.8,1999
'147903,6.2,24.2,18.6,31.2,19.8,1999
'148901,2.4,17.0,19.0,32.9,28.7,1999
'148902,5.3,0.0,26.4,29.0,39.3,1999
'148903,0.0,11.8,11.8,47.1,29.4,1999
'148905,11.1,11.1,11.1,33.3,33.3,1999
'149901,3.3,12.4,18.8,36.2,29.3,1999
'149902,4.1,15.2,19.3,34.5,26.9,1999
'150901,4.0,20.7,16.1,28.8,30.3,1999
'152901,6.7,25.4,15.6,27.5,24.8,1999
'152902,10.3,36.4,17.8,8.9,26.6,1999
'152903,3.3,28.5,15.8,30.9,21.5,1999
'152906,4.6,27.3,21.7,28.1,18.4,1999
'152907,2.4,19.1,22.1,40.4,16.0,1999
'152908,6.3,35.3,19.5,27.1,11.8,1999
'152909,1.9,18.1,31.0,31.9,17.1,1999
'152910,3.1,25.6,7.8,39.3,24.2,1999
'153903,0.0,22.1,14.2,36.3,27.4,1999
'153904,7.6,24.3,22.8,24.3,21.1,1999
'153905,9.9,24.8,19.8,39.0,6.5,1999
'153907,18.2,27.3,13.6,36.4,4.5,1999
'154901,14.9,15.3,16.4,25.3,28.2,1999
'154903,9.2,24.6,21.5,27.7,16.9,1999
'155901,3.8,17.6,15.3,33.6,29.6,1999
'156902,4.0,22.7,29.3,22.7,21.3,1999
'156905,0.0,16.4,16.4,43.8,23.4,1999
'157901,0.0,13.3,8.4,27.8,50.5,1999
'158901,7.7,22.1,21.4,28.7,20.2,1999
'158902,11.0,15.1,16.4,34.2,23.3,1999
'158904,11.1,44.4,0.0,22.2,22.2,1999
'158905,4.1,13.2,20.0,31.0,31.7,1999
'158906,10.1,19.9,12.8,32.7,24.4,1999
'159901,7.3,29.6,16.6,27.3,19.2,1999
'160901,5.1,19.5,16.0,34.4,25.0,1999
'160904,0.0,6.8,18.2,38.3,36.7,1999
'160905,0.0,30.4,22.8,22.8,24.0,1999
'161801,42.9,28.6,0.0,14.3,14.3,1999
'161802,66.7,33.3,0.0,0.0,0.0,1999
'161803,20.0,55.0,25.0,0.0,0.0,1999
'161901,4.6,13.9,14.2,48.7,18.5,1999
'161903,4.1,26.0,14.3,33.7,21.9,1999
'161906,8.2,31.5,13.5,25.8,21.1,1999
'161907,4.6,17.9,19.1,39.8,18.5,1999
'161908,0.0,33.2,20.4,27.8,18.6,1999
'161909,3.3,31.5,19.6,16.3,29.4,1999
'161910,0.0,34.0,15.3,25.6,25.1,1999
'161912,2.2,26.0,15.2,29.5,27.1,1999
'161914,9.0,23.3,17.1,24.9,25.7,1999
'161916,3.4,24.2,16.1,38.2,18.1,1999
'161918,0.0,56.8,16.0,17.3,9.9,1999
'161919,0.0,42.4,19.9,18.3,19.4,1999
'161920,2.7,23.9,15.2,37.0,21.2,1999
'161921,5.8,29.7,13.7,28.0,22.8,1999
'161922,2.0,15.5,21.0,39.3,22.2,1999
'161923,17.0,35.5,17.1,21.9,8.5,1999
'161924,0.0,10.4,31.2,31.3,27.1,1999
'161925,0.0,45.5,9.1,45.5,0.0,1999
'162904,21.1,10.5,15.8,36.8,15.8,1999
'163901,5.8,21.9,14.8,32.8,24.7,1999
'163902,16.0,16.0,12.0,28.0,28.0,1999
'163903,8.6,38.4,14.1,26.9,12.2,1999
'163904,3.6,29.2,15.8,28.3,23.2,1999
'163908,7.3,27.9,19.4,31.5,13.9,1999
'164901,6.6,22.1,10.9,35.3,25.0,1999
'165901,5.8,28.6,19.6,26.2,19.8,1999
'165902,4.7,29.0,28.3,23.9,14.1,1999
'166901,3.1,23.7,12.4,35.1,25.6,1999
'166902,6.9,24.0,13.8,41.4,13.8,1999
'166903,2.8,33.3,22.2,27.8,13.9,1999
'166904,3.9,17.6,14.9,35.4,28.2,1999
'166905,7.6,29.5,15.2,31.7,15.9,1999
'166907,21.6,21.6,10.8,27.1,18.8,1999
'167901,6.4,20.3,19.3,27.5,26.5,1999
'167902,18.4,40.0,25.0,16.6,0.0,1999
'167903,18.4,14.2,36.8,6.1,24.5,1999
'167904,7.5,22.6,52.7,0.0,17.2,1999
'168901,7.4,23.8,21.4,24.7,22.6,1999
'168902,4.8,23.8,19.1,33.3,19.0,1999
'168903,15.4,30.8,10.3,7.6,35.9,1999
'169901,5.4,15.1,25.3,35.3,19.0,1999
'169902,10.5,31.4,20.0,24.5,13.7,1999
'169906,14.3,21.4,35.7,14.3,14.3,1999
'169908,33.3,16.7,0.0,33.3,16.7,1999
'169909,0.0,22.2,11.1,59.3,7.4,1999
'169910,11.0,17.8,22.0,30.1,19.2,1999
'169911,2.7,31.3,27.5,30.3,8.2,1999
'170902,8.2,26.4,17.6,27.8,20.1,1999
'170903,3.8,34.3,16.9,27.4,17.7,1999
'170904,6.1,33.1,16.8,28.3,15.7,1999
'170906,6.5,28.4,21.4,27.5,16.2,1999
'170907,5.4,28.3,22.2,33.7,10.3,1999
'170908,6.5,29.4,16.4,26.5,21.2,1999
'171901,13.6,26.9,17.4,28.0,14.1,1999
'171902,12.8,31.0,14.6,29.4,12.2,1999
'172902,2.1,18.2,12.8,35.2,31.8,1999
'172905,6.3,11.6,22.2,37.9,21.9,1999
'173901,0.0,11.5,17.6,51.7,19.2,1999
'174901,11.4,19.0,20.2,26.6,22.8,1999
'174902,9.1,20.5,13.6,31.8,25.0,1999
'174903,3.8,22.2,29.2,24.0,20.7,1999
'174904,5.2,23.4,18.8,31.3,21.2,1999
'174906,3.2,12.6,23.9,46.2,14.2,1999
'174908,1.4,16.6,36.9,35.9,9.2,1999
'174909,0.0,30.3,22.1,40.3,7.4,1999
'174910,8.0,56.1,27.9,8.0,0.0,1999
'174911,6.9,31.0,31.0,17.2,13.8,1999
'175902,0.8,20.6,23.8,36.0,18.8,1999
'175903,5.2,22.4,13.1,29.8,29.6,1999
'175904,0.0,38.6,9.1,25.0,27.3,1999
'175905,8.7,23.1,14.8,30.3,23.1,1999
'175907,5.2,24.4,17.4,33.8,19.2,1999
'175910,9.2,27.6,12.0,22.4,28.8,1999
'175911,11.9,43.4,14.9,19.4,10.4,1999
'176901,2.2,35.6,11.1,28.9,22.2,1999
'176902,5.0,22.0,16.5,25.6,30.9,1999
'176903,1.6,32.8,8.0,35.2,22.4,1999
'177901,2.7,13.3,13.3,36.3,34.6,1999
'177902,2.3,24.5,19.5,32.0,21.7,1999
'177903,10.0,30.0,17.5,27.5,15.0,1999
'177905,0.0,29.2,14.6,26.9,29.2,1999
'178801,0.0,75.0,0.0,25.0,0.0,1999
'178802,0.0,81.8,9.1,0.0,9.1,1999
'178803,0.0,100.0,0.0,0.0,0.0,1999
'178901,11.1,20.7,14.8,26.6,26.8,1999
'178902,7.0,15.4,13.2,35.7,28.7,1999
'178903,2.1,22.4,20.5,36.0,18.9,1999
'178904,5.3,19.0,20.9,31.2,23.6,1999
'178905,15.4,46.2,7.7,15.4,15.4,1999
'178906,7.1,0.0,21.4,50.0,21.4,1999
'178908,4.7,18.0,18.8,34.8,23.7,1999
'178909,8.1,24.8,19.6,30.2,17.3,1999
'178912,4.6,20.3,24.9,26.1,24.2,1999
'178913,5.4,26.8,14.7,26.8,26.3,1999
'178914,2.6,21.5,18.2,32.2,25.5,1999
'178915,5.2,27.0,27.8,24.0,16.0,1999
'179901,8.2,20.0,16.8,30.0,25.0,1999
'180901,3.2,22.3,27.7,24.5,22.3,1999
'180902,1.6,19.5,16.2,34.1,28.5,1999
'180903,8.3,24.8,33.0,24.8,9.2,1999
'180904,0.0,57.1,14.3,28.6,0.0,1999
'181901,0.5,17.1,23.5,26.5,32.4,1999
'181905,9.1,14.7,22.9,29.4,23.9,1999
'181906,8.8,24.7,12.9,26.1,27.5,1999
'181907,3.7,23.1,19.8,37.8,15.7,1999
'181908,3.4,24.2,26.6,26.4,19.4,1999
'182901,5.2,10.4,10.4,51.9,22.2,1999
'182902,0.0,41.7,19.4,27.8,11.1,1999
'182903,10.9,23.8,17.8,27.4,20.1,1999
'182904,2.9,20.5,23.4,36.8,16.4,1999
'182905,4.5,27.3,27.3,13.6,27.3,1999
'182906,0.0,12.5,62.5,12.5,12.5,1999
'183901,8.1,27.1,19.9,31.1,13.8,1999
'183902,3.3,16.0,18.5,31.1,31.0,1999
'183904,0.0,37.5,25.0,25.0,12.5,1999
'184901,14.1,53.0,14.1,14.6,4.1,1999
'184902,11.8,24.7,18.6,29.5,15.4,1999
'184903,4.7,26.8,15.8,31.1,21.6,1999
'184904,7.1,26.8,14.3,33.9,17.9,1999
'184907,2.9,25.1,18.5,37.9,15.6,1999
'184908,1.6,36.6,24.4,29.4,8.0,1999
'184909,0.0,28.3,20.8,37.7,13.2,1999
'184911,13.9,14.5,27.2,29.0,15.4,1999
'185901,13.8,27.5,13.2,25.6,19.9,1999
'185902,0.0,19.5,34.7,21.7,24.1,1999
'185903,5.0,19.0,21.5,33.3,21.2,1999
'185904,4.2,23.4,25.4,29.0,17.9,1999
'186901,15.9,26.5,21.2,20.6,15.9,1999
'186902,4.6,27.9,14.6,25.9,27.0,1999
'186903,3.5,16.8,16.8,33.6,29.2,1999
'187901,0.0,23.0,26.3,31.0,19.7,1999
'187903,14.5,29.1,10.9,25.5,20.0,1999
'187904,5.6,25.6,30.0,25.6,13.3,1999
'187906,0.0,20.3,20.3,19.4,40.1,1999
'187907,6.8,29.3,17.6,22.7,23.7,1999
'187910,0.0,29.7,25.8,28.7,15.8,1999
'188901,4.4,28.8,18.8,27.6,20.4,1999
'188902,11.9,25.6,19.0,33.1,10.5,1999
'188903,7.7,21.4,22.1,33.3,15.5,1999
'188904,2.4,26.8,31.7,22.0,17.1,1999
'189901,8.9,31.3,8.9,22.3,28.5,1999
'189902,20.8,39.6,12.9,15.4,11.3,1999
'190903,3.8,13.4,20.8,39.1,22.9,1999
'191901,5.8,22.2,20.1,31.6,20.2,1999
'192901,8.3,23.2,18.9,36.0,13.6,1999
'193902,3.4,21.0,27.5,17.2,30.9,1999
'194902,0.0,16.4,29.4,28.1,26.2,1999
'194903,3.4,20.8,17.2,24.1,34.4,1999
'194904,2.9,19.2,10.6,35.2,32.1,1999
'194905,14.3,45.2,11.9,16.7,11.9,1999
'195901,9.6,27.3,16.7,27.3,19.2,1999
'195902,11.8,32.2,23.7,15.8,16.5,1999
'196901,0.0,15.0,15.0,20.0,50.1,1999
'196902,4.9,28.7,13.5,35.4,17.5,1999
'196903,9.9,19.3,9.0,18.3,43.5,1999
'197902,0.0,23.4,23.4,25.1,28.1,1999
'198901,2.6,36.8,13.2,34.2,13.2,1999
'198902,7.4,29.5,3.7,35.4,24.0,1999
'198903,2.2,20.1,15.3,31.9,30.5,1999
'198905,9.9,29.6,15.7,25.2,19.6,1999
'198906,7.7,54.0,7.7,30.6,0.0,1999
'199901,7.3,24.2,19.6,31.8,17.2,1999
'199902,6.2,29.0,21.7,29.7,13.4,1999
'200901,5.8,23.9,17.9,25.6,26.8,1999
'200902,9.2,29.8,16.0,27.5,17.5,1999
'200904,4.2,19.7,22.5,31.0,22.5,1999
'200906,22.2,33.3,22.2,11.1,11.1,1999
'201902,3.3,17.5,17.4,33.2,28.5,1999
'201903,6.9,36.6,7.9,27.8,20.8,1999
'201904,15.6,25.9,14.3,25.9,18.3,1999
'201907,6.0,23.2,23.2,18.5,29.1,1999
'201908,5.5,27.3,16.4,35.5,15.4,1999
'201910,4.6,20.5,10.6,25.4,38.9,1999
'201913,0.0,32.5,22.5,22.5,22.5,1999
'201914,5.0,27.4,14.9,29.3,23.3,1999
'202903,4.0,15.9,34.4,20.2,25.5,1999
'202905,6.0,40.3,15.3,14.1,24.2,1999
'203901,1.1,22.4,19.2,35.1,22.3,1999
'203902,5.3,28.9,21.1,21.1,23.7,1999
'204901,18.2,25.5,25.4,15.1,15.9,1999
'204904,6.0,25.7,13.9,35.3,19.1,1999
'205901,5.9,24.9,14.4,29.9,24.9,1999
'205902,3.3,21.9,22.2,31.5,21.1,1999
'205903,4.7,20.5,18.1,26.6,30.2,1999
'205904,8.3,27.8,19.5,25.7,18.6,1999
'205905,5.8,17.5,22.2,31.1,23.4,1999
'205906,22.1,19.3,13.5,28.3,16.7,1999
'205907,13.1,29.4,15.5,22.1,19.9,1999
'206901,4.2,14.1,11.2,37.7,32.8,1999
'206902,17.6,29.4,5.9,29.4,17.6,1999
'206903,0.0,0.0,31.6,42.1,26.3,1999
'207901,10.9,12.0,17.0,31.3,28.8,1999
'208901,11.1,22.2,27.8,27.8,11.1,1999
'208902,2.1,17.1,14.9,34.7,31.1,1999
'208903,0.0,26.7,26.7,27.9,18.7,1999
'209901,4.3,11.2,19.0,31.6,34.0,1999
'209902,0.0,35.6,36.5,9.3,18.6,1999
'210901,4.6,26.6,13.7,33.0,22.1,1999
'210902,0.0,13.4,36.2,27.3,23.1,1999
'210903,1.6,16.5,30.8,16.5,34.6,1999
'210904,9.6,16.8,28.8,29.6,15.1,1999
'210905,8.7,28.6,23.3,10.7,28.6,1999
'210906,0.0,26.7,20.0,40.0,13.3,1999
'211901,7.1,57.1,0.0,21.4,14.3,1999
'211902,2.7,19.9,18.1,34.1,25.3,1999
'212801,0.0,30.0,10.0,40.0,20.0,1999
'212901,6.4,28.9,22.9,20.9,20.9,1999
'212902,2.2,29.4,22.5,26.3,19.6,1999
'212903,4.5,26.0,17.5,30.9,21.1,1999
'212904,7.4,36.7,19.1,22.1,14.7,1999
'212905,7.0,21.3,18.6,29.1,24.0,1999
'212906,1.7,21.8,19.2,37.4,20.0,1999
'212909,8.3,24.0,16.0,28.0,23.7,1999
'212910,4.1,20.5,21.9,29.9,23.6,1999
'213901,1.3,10.9,18.4,35.5,33.9,1999
'214901,16.7,26.3,18.3,21.7,17.0,1999
'214902,0.0,15.7,19.6,33.3,31.4,1999
'214903,14.9,34.7,15.5,21.3,13.6,1999
'215901,1.6,20.1,18.5,36.9,22.9,1999
'216901,8.4,35.1,10.8,24.1,21.6,1999
'217901,5.1,21.5,13.4,35.8,24.2,1999
'218901,8.2,14.9,18.0,36.1,22.7,1999
'219901,3.8,32.4,26.7,12.2,24.8,1999
'219903,4.4,19.4,20.3,38.0,17.9,1999
'219905,18.8,20.3,17.4,14.5,29.0,1999
'220801,0.0,29.2,0.0,29.2,41.7,1999
'220901,10.1,28.9,15.3,25.9,19.9,1999
'220902,6.1,28.2,19.6,22.8,23.4,1999
'220904,10.8,35.1,16.9,21.3,16.0,1999
'220905,10.6,28.9,16.3,24.7,19.5,1999
'220906,10.3,30.3,17.8,27.2,14.3,1999
'220907,10.5,30.8,20.6,27.1,11.1,1999
'220908,7.1,27.5,23.0,29.2,13.2,1999
'220909,7.3,7.3,0.0,58.4,27.0,1999
'220910,4.1,39.8,20.2,24.4,11.5,1999
'220912,8.4,34.5,16.5,26.7,14.0,1999
