DISTRICT,DPETALLC,DPETBLAP,DPETECOP,DPETHISP,DPETLEPP,DPETWHIP,YEAR
'101830,266,97.4,98.9,1.9,0.0,0.8,2004
'101831,299,97.3,97.7,2.7,0.0,0.0,2004
'101833,255,63.1,96.5,35.3,0.0,1.2,2004
'101834,189,72.0,45.5,27.0,0.0,1.1,2004
'101835,170,41.2,97.6,55.3,18.8,3.5,2004
'101837,145,4.1,25.5,29.7,0.7,64.1,2004
'101838,493,28.2,66.3,63.7,21.7,6.9,2004
'101840,542,92.6,89.3,6.6,2.2,0.6,2004
'101842,83,4.8,42.2,28.9,0.0,63.9,2004
'101843,1324,72.0,40.9,24.5,0.0,3.2,2004
'101845,668,5.7,72.5,90.0,10.3,3.0,2004
'101846,371,44.7,58.2,37.5,8.4,11.9,2004
'101847,286,99.7,62.9,0.3,0.0,0.0,2004
'101848,284,91.5,91.2,5.3,0.0,3.2,2004
'101849,453,84.8,91.8,15.2,7.5,0.0,2004
'101850,303,98.0,92.1,1.3,0.0,0.7,2004
'101851,163,96.3,89.6,1.8,0.0,1.8,2004
'101852,92,3.3,82.6,92.4,39.1,3.3,2004
'101853,71,2.8,77.5,97.2,0.0,0.0,2004
'101854,7,14.3,57.1,57.1,0.0,28.6,2004
'101902,56127,33.1,76.6,58.0,24.9,6.4,2004
'101903,45292,36.8,59.6,43.1,31.5,6.7,2004
'101905,7420,16.0,63.9,54.4,21.9,28.1,2004
'101906,4259,23.2,38.3,15.3,5.0,60.9,2004
'101907,74730,11.1,25.7,28.7,12.9,51.8,2004
'101908,11747,1.4,29.4,33.6,9.1,62.6,2004
'101909,10811,75.6,88.0,23.6,12.0,0.8,2004
'101910,20388,21.3,70.1,66.0,25.4,11.1,2004
'101911,19132,17.6,58.1,45.6,14.4,35.4,2004
'101912,211157,29.8,81.7,58.1,29.0,9.1,2004
'101913,26832,12.4,19.3,18.2,5.8,65.6,2004
'101914,41690,6.7,17.3,22.1,9.6,63.5,2004
'101915,35474,13.7,23.0,23.8,9.9,54.4,2004
'101916,7691,8.9,31.6,28.1,4.5,61.7,2004
'101917,46002,6.4,63.2,70.7,25.6,19.4,2004
'101919,26664,31.9,46.5,31.1,13.4,31.0,2004
'101920,32920,6.3,54.1,52.7,30.5,34.7,2004
'101921,8385,5.6,17.8,15.9,7.1,75.3,2004
'101924,4523,25.0,65.9,45.5,15.5,28.7,2004
'101925,2860,1.3,24.3,7.8,1.5,90.1,2004
'102901,277,64.6,85.6,2.2,0.0,33.2,2004
'102902,5872,40.9,57.6,15.8,9.6,42.7,2004
'102903,750,22.5,54.8,11.7,6.8,65.6,2004
'102904,3727,7.4,34.5,4.7,1.6,87.1,2004
'102905,624,4.5,34.3,1.3,0.0,93.6,2004
'102906,960,20.7,38.5,2.3,0.5,76.4,2004
'103901,112,0.0,48.2,7.1,1.8,90.2,2004
'103902,152,1.3,37.5,27.0,11.2,71.7,2004
'104901,584,5.3,71.4,34.4,2.1,60.3,2004
'104902,109,6.4,71.6,37.6,7.3,56.0,2004
'104903,177,2.3,54.8,33.9,5.1,63.8,2004
'104907,104,0.0,75.0,12.5,0.0,86.5,2004
'105801,125,1.6,39.2,8.0,0.0,90.4,2004
'105802,124,15.3,53.2,36.3,0.8,47.6,2004
'105902,7020,4.6,61.9,67.7,6.2,26.9,2004
'105904,3270,0.7,9.1,11.6,2.3,86.6,2004
'105905,1874,1.0,16.9,9.7,3.3,88.5,2004
'105906,9005,4.3,39.7,52.3,9.0,42.7,2004
'106901,680,4.7,41.6,31.2,9.9,63.7,2004
'107901,3489,16.3,53.9,28.5,16.8,55.0,2004
'107902,2707,8.7,43.7,9.2,3.4,81.5,2004
'107904,623,1.1,52.5,4.7,1.3,93.9,2004
'107905,1508,1.5,55.9,6.5,1.0,91.2,2004
'107906,1146,11.4,56.8,10.6,4.3,76.5,2004
'107907,306,16.0,46.1,5.6,0.7,77.5,2004
'107908,166,3.0,55.4,9.6,2.4,87.3,2004
'107910,457,14.0,47.7,3.5,0.2,82.5,2004
'108801,655,0.2,92.8,97.1,17.4,2.7,2004
'108802,134,0.0,85.8,97.0,11.2,3.0,2004
'108804,253,0.4,84.2,93.7,8.3,5.5,2004
'108805,163,0.0,91.4,98.2,18.4,1.8,2004
'108806,112,0.9,77.7,97.3,68.8,1.8,2004
'108807,499,0.0,82.2,94.0,13.8,5.8,2004
'108808,167,0.0,87.4,93.4,34.7,6.6,2004
'108902,11687,0.1,91.3,98.9,52.4,0.9,2004
'108903,5334,0.1,90.6,99.4,43.3,0.4,2004
'108904,25250,0.2,85.2,96.8,31.0,2.6,2004
'108905,3156,0.0,92.2,99.7,54.1,0.1,2004
'108906,23314,0.6,69.5,89.3,36.3,8.2,2004
'108907,5329,0.3,92.1,98.9,32.1,0.8,2004
'108908,14033,0.2,84.3,97.8,27.6,2.0,2004
'108909,26444,0.2,90.0,98.6,40.1,1.2,2004
'108910,2110,0.0,94.2,100.0,47.4,0.0,2004
'108911,6728,0.6,52.6,84.8,24.8,13.0,2004
'108912,21729,0.0,90.5,99.6,47.7,0.3,2004
'108913,14921,0.2,86.5,97.4,27.1,2.2,2004
'108914,686,0.0,89.8,99.6,37.6,0.4,2004
'108915,501,0.6,88.6,95.8,33.9,3.2,2004
'108916,2955,0.0,94.1,99.9,54.3,0.1,2004
'109901,281,1.1,34.2,9.3,2.1,87.5,2004
'109902,228,4.4,37.3,7.0,0.9,86.4,2004
'109903,346,0.9,43.9,4.0,0.0,94.2,2004
'109904,1811,20.8,68.0,41.8,14.4,36.7,2004
'109905,461,20.8,57.5,4.8,0.0,72.9,2004
'109907,681,15.0,64.2,30.5,4.6,54.3,2004
'109908,63,25.4,77.8,28.6,19.0,46.0,2004
'109910,113,11.5,57.5,15.9,0.9,72.6,2004
'109911,1542,3.1,47.4,10.4,1.0,86.3,2004
'109912,210,1.0,54.3,5.2,0.0,93.8,2004
'109913,306,3.6,56.9,9.2,2.3,86.3,2004
'109914,186,1.6,70.4,21.0,4.8,76.3,2004
'110901,344,2.9,61.3,48.8,5.8,48.3,2004
'110902,3069,5.6,59.8,56.8,3.6,37.0,2004
'110905,352,0.6,48.0,46.3,2.8,53.1,2004
'110906,414,2.4,57.7,28.3,2.2,69.3,2004
'110907,548,1.5,46.9,49.3,1.8,48.9,2004
'110908,202,1.5,45.0,30.7,0.5,62.9,2004
'111901,6599,0.9,35.0,12.7,5.3,85.3,2004
'111902,293,0.7,34.8,5.5,0.0,91.8,2004
'111903,592,0.3,18.2,2.5,0.5,97.0,2004
'112901,4151,13.3,43.7,16.3,6.4,69.8,2004
'112905,382,0.8,39.0,7.3,3.4,91.1,2004
'112906,406,3.9,57.4,15.5,8.1,80.3,2004
'112907,244,0.0,34.8,14.8,7.0,83.6,2004
'112908,800,5.5,51.9,27.9,11.6,65.5,2004
'112909,251,2.0,59.0,15.9,13.1,81.7,2004
'112910,259,0.8,45.9,11.6,8.1,87.6,2004
'113901,1663,58.0,71.7,13.6,5.2,27.4,2004
'113902,600,29.8,55.0,3.5,0.8,66.7,2004
'113903,553,10.1,37.6,6.1,1.8,83.5,2004
'113905,446,0.7,31.2,9.4,3.6,89.7,2004
'113906,345,26.1,60.9,3.8,0.0,69.9,2004
'114901,3912,6.5,60.5,51.0,2.2,41.3,2004
'114902,792,0.3,41.2,28.2,1.9,71.3,2004
'114904,664,1.4,31.2,17.2,0.5,79.7,2004
'115901,565,0.4,88.5,94.3,46.4,4.8,2004
'115902,137,0.7,92.0,79.6,7.3,19.7,2004
'115903,133,0.8,84.2,60.2,18.0,39.1,2004
'116801,255,10.6,45.1,13.7,5.5,74.5,2004
'116901,1168,3.5,28.5,7.0,4.1,88.5,2004
'116902,512,2.9,36.7,4.1,0.8,91.2,2004
'116903,1828,23.7,58.3,10.3,5.1,63.2,2004
'116905,5258,24.5,50.5,23.3,10.4,50.8,2004
'116906,846,1.9,30.6,4.1,0.4,93.5,2004
'116908,2855,1.1,46.9,7.1,2.2,90.3,2004
'116909,598,10.5,42.5,4.8,1.5,83.6,2004
'116910,323,0.9,38.1,2.8,0.0,95.7,2004
'116915,578,1.2,35.8,16.1,5.2,82.0,2004
'116916,518,2.1,43.1,8.1,0.0,84.9,2004
'117901,2878,4.8,41.7,31.2,6.7,62.8,2004
'117903,874,0.6,35.7,6.2,0.0,91.6,2004
'117904,678,0.7,59.3,12.1,0.3,85.1,2004
'117907,94,0.0,58.5,26.6,2.1,73.4,2004
'118902,362,4.7,40.6,30.4,1.4,64.6,2004
'119901,273,1.1,52.7,5.9,0.0,90.5,2004
'119902,999,1.3,38.3,13.6,3.2,84.4,2004
'119903,344,0.3,36.9,10.2,0.9,88.4,2004
'120901,1551,13.9,47.3,35.2,6.9,50.7,2004
'120902,634,3.2,48.3,42.6,6.0,53.9,2004
'120905,938,2.0,30.3,18.8,1.3,78.8,2004
'121902,283,12.0,13.8,2.8,0.0,84.1,2004
'121903,1575,3.4,34.5,1.7,0.2,93.5,2004
'121904,3106,42.5,63.1,6.9,4.2,49.6,2004
'121905,1594,15.4,48.9,2.5,1.3,82.0,2004
'121906,446,0.2,30.7,1.1,0.0,98.7,2004
'122901,354,2.3,36.7,38.7,5.9,58.5,2004
'122902,53,0.0,73.6,60.4,17.0,39.6,2004
'123801,351,96.3,96.9,0.9,0.0,1.7,2004
'123802,253,84.2,61.3,2.0,0.0,13.8,2004
'123803,222,97.3,61.7,0.9,0.0,1.8,2004
'123804,151,94.7,64.2,0.0,0.0,4.6,2004
'123805,161,60.2,79.5,3.1,0.0,36.0,2004
'123905,5041,3.1,23.9,6.6,2.7,85.4,2004
'123907,10356,55.8,80.2,29.2,13.8,7.4,2004
'123908,4746,1.8,21.4,7.9,1.6,86.7,2004
'123910,20598,63.9,60.4,11.1,5.5,22.1,2004
'123913,246,8.1,47.6,11.4,0.0,79.3,2004
'123914,1777,5.3,25.0,8.4,2.3,85.5,2004
'124901,1141,0.1,74.4,96.1,13.8,3.2,2004
'125901,5702,0.5,67.2,89.9,4.6,8.9,2004
'125902,615,0.2,63.3,92.4,10.7,7.3,2004
'125903,1632,0.6,63.5,56.8,2.7,42.3,2004
'125905,940,0.2,73.8,90.1,12.3,9.4,2004
'125906,94,0.0,43.6,78.7,11.7,21.3,2004
'126901,3430,4.1,47.3,18.7,4.3,76.6,2004
'126902,7271,1.4,20.1,8.1,0.6,89.4,2004
'126903,6413,5.4,45.2,28.9,11.4,64.5,2004
'126904,1159,3.8,36.2,12.6,2.5,83.3,2004
'126905,4417,1.1,40.6,12.2,3.1,86.1,2004
'126906,851,8.3,72.5,38.1,20.2,42.2,2004
'126907,872,0.1,31.4,6.9,1.3,92.8,2004
'126908,1826,2.7,63.0,32.7,10.5,61.2,2004
'126911,1340,1.5,37.0,11.6,2.8,86.3,2004
'127901,780,2.4,58.1,38.8,8.5,58.6,2004
'127903,522,6.5,64.4,35.2,0.8,57.9,2004
'127904,748,0.3,43.4,7.5,0.5,91.2,2004
'127905,151,0.0,69.5,9.3,0.0,89.4,2004
'127906,698,12.6,64.5,40.3,3.4,46.7,2004
'128901,938,3.7,59.9,59.3,3.8,36.6,2004
'128902,855,2.2,65.1,76.1,3.3,20.6,2004
'128903,299,1.0,65.9,80.6,1.3,17.7,2004
'128904,331,0.0,20.2,8.5,0.0,91.5,2004
'129901,2077,4.3,21.2,9.4,2.5,85.3,2004
'129902,3796,5.9,13.0,11.9,2.2,80.9,2004
'129903,3404,6.8,46.4,29.8,12.2,62.1,2004
'129904,1708,3.6,41.2,6.2,1.8,89.2,2004
'129905,3254,2.3,51.0,8.3,1.4,88.2,2004
'129906,4158,32.3,59.2,24.3,12.5,41.8,2004
'129910,813,5.9,30.8,2.6,0.1,90.2,2004
'130901,5358,0.6,18.5,19.0,3.6,79.5,2004
'130902,1209,0.2,48.8,44.7,16.3,55.1,2004
'131001,79,0.0,69.6,73.4,3.8,26.6,2004
'132902,135,3.0,22.2,9.6,2.2,86.7,2004
'133901,533,0.9,56.8,30.4,7.1,68.3,2004
'133902,211,0.5,36.0,23.7,13.7,75.8,2004
'133903,4762,4.0,45.4,36.5,3.8,58.2,2004
'133904,1513,1.5,57.0,29.6,7.2,67.4,2004
'133905,10,0.0,60.0,30.0,10.0,70.0,2004
'134901,750,0.7,48.5,34.9,5.9,64.3,2004
'135001,96,0.0,38.5,18.8,9.4,81.3,2004
'136901,629,2.1,63.9,63.8,10.3,33.4,2004
'137901,4541,4.4,66.0,79.9,10.7,14.5,2004
'137902,527,1.1,61.5,74.4,4.9,24.3,2004
'137903,511,0.2,61.3,64.4,5.9,34.8,2004
'137904,283,0.7,43.1,75.3,1.8,22.6,2004
'138902,284,14.8,59.2,34.5,2.8,50.7,2004
'138903,469,14.1,61.8,43.7,6.0,42.2,2004
'138904,86,0.0,58.1,24.4,5.8,75.6,2004
'139905,890,5.7,38.4,2.0,4.8,90.0,2004
'139908,237,19.4,48.9,3.0,0.0,76.4,2004
'139909,3931,41.4,62.2,6.4,3.0,50.3,2004
'139911,3157,5.3,32.9,3.3,0.9,89.5,2004
'139912,1068,0.6,53.1,5.4,1.7,91.1,2004
'140901,198,11.6,69.2,59.6,17.2,28.8,2004
'140904,1481,5.3,63.2,58.5,4.0,36.0,2004
'140905,747,1.5,69.2,72.0,15.0,26.0,2004
'140906,120,5.8,63.3,50.0,9.2,39.2,2004
'140907,399,2.3,62.7,58.6,11.5,39.1,2004
'140908,359,6.7,60.7,46.0,6.4,47.1,2004
'141801,70,15.7,91.4,21.4,0.0,62.9,2004
'141901,3250,4.4,43.2,19.1,2.8,74.6,2004
'141902,322,5.3,68.9,42.9,14.6,51.2,2004
'142901,1264,0.2,72.5,88.8,25.7,10.8,2004
'143901,1012,12.0,33.8,9.5,0.9,78.6,2004
'143902,334,0.3,53.0,26.3,5.7,73.4,2004
'143903,518,16.8,42.3,11.8,1.5,70.8,2004
'143904,90,0.0,35.6,5.6,0.0,94.4,2004
'143905,92,0.0,20.7,8.7,1.1,91.3,2004
'143906,82,0.0,20.7,2.4,0.0,97.6,2004
'144901,1814,14.2,45.5,40.7,12.5,44.5,2004
'144902,1043,11.1,38.2,12.8,4.3,75.6,2004
'144903,218,30.3,57.3,27.1,2.3,41.7,2004
'145901,772,10.1,49.1,20.9,9.5,68.5,2004
'145902,681,10.6,37.4,7.2,1.5,81.9,2004
'145906,587,7.7,38.5,5.8,1.7,85.7,2004
'145907,234,32.9,55.6,6.8,2.1,60.3,2004
'145911,654,4.3,44.2,18.8,6.7,75.5,2004
'146901,3324,15.6,61.9,28.8,15.2,54.6,2004
'146902,5106,10.7,43.6,14.3,4.5,74.2,2004
'146903,168,15.5,48.2,28.6,14.9,56.0,2004
'146904,1284,4.8,46.3,6.9,2.3,88.2,2004
'146905,659,20.3,52.8,1.5,0.0,78.0,2004
'146906,2338,21.3,49.4,19.8,9.0,58.2,2004
'146907,1850,0.9,29.1,3.4,0.5,95.4,2004
'147901,269,24.5,81.0,34.6,9.7,40.9,2004
'147902,1655,12.7,51.4,17.0,4.5,69.8,2004
'147903,2324,35.0,64.0,22.5,6.9,42.0,2004
'148901,360,0.0,59.2,55.6,25.8,42.2,2004
'148902,155,0.0,58.7,16.1,8.4,79.4,2004
'148903,118,0.0,61.0,0.8,0.0,94.1,2004
'148905,71,0.0,35.2,12.7,4.2,85.9,2004
'149901,1140,1.1,49.3,49.9,3.2,48.2,2004
'149902,692,0.6,38.7,48.3,3.0,49.4,2004
'150901,1904,0.4,43.9,13.6,2.8,84.9,2004
'152801,112,15.2,71.4,39.3,0.0,45.5,2004
'152802,143,67.1,95.8,28.7,0.0,4.2,2004
'152803,201,5.5,57.7,64.7,0.0,28.4,2004
'152804,102,2.0,42.2,42.2,10.8,54.9,2004
'152901,28491,14.8,55.7,45.4,2.5,38.1,2004
'152902,683,3.2,53.1,39.7,2.0,56.2,2004
'152903,1382,8.6,63.0,58.5,7.2,32.6,2004
'152906,2408,1.9,42.7,31.6,2.7,65.9,2004
'152907,5476,4.8,34.7,28.0,2.1,65.0,2004
'152908,1214,5.8,69.3,45.1,1.7,48.2,2004
'152909,1289,1.0,39.6,33.6,2.6,65.1,2004
'152910,844,1.2,40.0,49.5,1.8,48.8,2004
'153903,373,0.5,76.1,57.6,5.6,41.8,2004
'153904,718,6.4,61.4,52.1,7.1,40.4,2004
'153905,199,1.5,59.3,47.2,12.6,49.2,2004
'153907,182,0.5,72.5,66.5,6.0,33.0,2004
'154901,2175,21.9,63.0,21.5,11.0,56.0,2004
'154903,305,0.0,45.2,2.3,1.0,96.7,2004
'155901,1378,44.9,62.8,2.2,0.4,52.5,2004
'156902,745,1.7,53.4,55.0,4.6,43.2,2004
'156905,253,0.0,43.1,32.0,9.5,67.2,2004
'157901,613,0.3,50.2,38.0,3.6,61.2,2004
'158901,4257,18.4,61.7,44.9,6.9,35.7,2004
'158902,920,4.7,56.4,44.0,6.0,51.2,2004
'158904,66,1.5,75.8,15.2,1.5,83.3,2004
'158905,1681,4.2,65.1,55.0,13.7,27.4,2004
'158906,1010,21.0,49.3,20.0,1.3,59.0,2004
'159901,13385,0.1,91.3,97.1,37.9,1.3,2004
'160901,1385,2.7,61.7,42.8,2.8,54.0,2004
'160904,210,0.5,54.8,19.0,0.0,79.5,2004
'160905,102,0.0,65.7,30.4,0.0,69.6,2004
'161801,143,32.2,100.0,62.2,33.6,4.2,2004
'161802,181,92.8,90.6,3.9,0.0,3.3,2004
'161804,181,16.6,33.7,30.4,2.8,53.0,2004
'161901,635,0.9,12.4,10.9,1.1,88.0,2004
'161903,5857,8.2,17.1,11.4,1.7,76.5,2004
'161906,2617,23.4,68.6,34.6,8.9,40.7,2004
'161907,1551,0.7,16.4,8.8,0.6,90.1,2004
'161908,652,26.5,52.5,6.4,2.1,67.0,2004
'161909,1143,10.9,62.6,41.6,14.2,46.5,2004
'161910,726,4.0,46.3,17.1,1.2,78.2,2004
'161912,597,3.2,33.8,6.9,0.0,89.1,2004
'161914,15591,37.0,80.8,45.7,11.6,16.8,2004
'161916,1551,3.6,35.8,8.9,1.7,86.8,2004
'161918,779,5.1,51.3,8.0,0.0,86.0,2004
'161919,912,2.4,40.1,17.5,3.7,79.6,2004
'161920,1797,1.3,18.1,9.8,0.7,87.1,2004
'161921,2628,23.0,55.6,20.3,3.3,55.4,2004
'161922,2050,4.0,21.8,13.0,0.7,82.0,2004
'161923,499,6.8,42.9,17.4,2.4,74.9,2004
'161924,107,3.7,47.7,3.7,0.0,92.5,2004
'161925,142,14.1,63.4,12.7,1.4,73.2,2004
'162904,160,0.0,45.6,47.5,2.5,52.5,2004
'163901,1977,1.4,57.6,51.7,3.4,46.5,2004
'163902,286,0.3,46.9,49.0,0.3,50.7,2004
'163903,1215,1.1,70.8,74.2,8.9,23.4,2004
'163904,2174,1.5,52.4,63.0,3.6,35.0,2004
'163908,2960,1.4,44.5,49.5,5.8,48.1,2004
'164901,387,1.3,65.9,58.1,3.9,40.1,2004
'165801,176,3.4,29.5,48.3,0.0,47.7,2004
'165802,392,10.5,82.1,54.1,10.2,35.2,2004
'165803,357,5.3,65.0,58.5,36.7,35.3,2004
'165901,20831,9.8,47.2,46.2,9.0,42.6,2004
'165902,1495,0.1,28.8,27.0,4.9,72.4,2004
'166901,1638,21.7,65.4,36.0,6.3,42.2,2004
'166902,164,7.3,55.5,15.9,0.0,76.8,2004
'166903,398,7.8,39.7,10.6,2.3,81.2,2004
'166904,1878,14.1,51.4,28.6,4.7,56.8,2004
'166905,521,5.0,35.3,24.2,6.5,70.8,2004
'166907,209,0.0,70.3,45.0,3.8,55.0,2004
'167901,664,3.2,40.7,26.5,6.8,69.9,2004
'167902,145,2.8,89.0,37.9,6.2,57.9,2004
'167903,106,4.7,96.2,47.2,15.1,47.2,2004
'167904,105,1.9,57.1,16.2,2.9,81.0,2004
'168901,1026,7.9,60.3,49.2,3.4,42.6,2004
'168902,165,5.5,72.7,63.0,4.8,31.5,2004
'168903,153,2.6,43.1,26.1,0.0,69.9,2004
'169901,1627,0.3,38.7,8.5,2.0,90.2,2004
'169902,853,0.5,53.0,18.5,8.6,78.5,2004
'169906,102,1.0,42.2,6.9,1.0,92.2,2004
'169908,67,0.0,50.7,1.5,0.0,98.5,2004
'169909,135,0.0,40.7,3.7,3.0,94.8,2004
'169910,147,0.0,44.9,10.9,0.0,89.1,2004
'169911,320,0.0,40.3,6.9,0.0,92.5,2004
'170801,6,0.0,50.0,66.7,0.0,33.3,2004
'170902,39043,5.4,28.5,21.0,9.8,70.7,2004
'170903,4616,6.2,22.8,7.2,2.4,85.6,2004
'170904,4729,8.0,47.9,21.8,10.1,69.3,2004
'170906,9096,2.8,30.8,16.5,7.9,79.9,2004
'170907,3133,0.8,54.2,13.5,4.7,85.1,2004
'170908,7256,2.1,46.9,24.1,9.7,72.7,2004
'171901,4162,0.8,56.0,66.9,25.3,30.9,2004
'171902,505,0.2,51.1,47.7,18.2,51.9,2004
'172902,1562,41.9,60.0,7.8,3.3,49.6,2004
'172905,901,23.4,55.5,5.8,2.6,70.3,2004
'173901,182,2.2,78.0,25.3,3.8,72.5,2004
'174901,300,16.3,65.7,6.3,5.7,76.7,2004
'174902,522,4.6,47.1,6.7,0.0,88.3,2004
'174903,695,26.5,48.5,5.8,4.0,66.8,2004
'174904,6375,30.7,65.4,32.1,16.1,35.9,2004
'174906,852,1.3,45.5,6.2,0.0,92.3,2004
'174908,760,7.5,42.4,8.2,3.2,84.1,2004
'174909,341,6.7,60.4,14.7,4.4,78.6,2004
'174910,149,0.0,54.4,1.3,0.0,98.7,2004
'174911,355,5.1,30.7,7.3,1.4,85.9,2004
'175902,916,4.0,40.9,11.1,2.2,83.6,2004
'175903,5415,24.6,55.6,32.9,12.9,40.9,2004
'175904,476,9.0,51.5,10.7,4.0,80.3,2004
'175905,413,7.0,57.4,23.2,6.8,69.5,2004
'175907,733,32.5,55.4,8.7,3.0,58.7,2004
'175910,666,3.6,33.5,5.3,0.9,89.9,2004
'175911,647,7.7,52.7,25.5,7.4,66.5,2004
'176901,423,33.3,73.8,0.7,0.0,65.2,2004
'176902,1307,40.5,65.4,2.1,0.2,56.1,2004
'176903,784,0.0,48.5,2.0,0.0,97.2,2004
'177901,363,1.1,61.2,50.7,8.8,47.9,2004
'177902,2208,7.9,56.6,39.1,0.8,52.9,2004
'177903,138,0.0,42.0,13.8,5.1,86.2,2004
'177905,211,3.3,35.5,14.2,1.9,81.0,2004
'178801,257,3.5,77.0,90.7,7.0,5.4,2004
'178802,173,1.7,8.7,17.3,1.7,79.2,2004
'178803,53,18.9,100.0,64.2,0.0,15.1,2004
'178804,146,5.5,55.5,71.9,0.0,21.9,2004
'178901,325,0.6,51.7,74.5,4.3,24.9,2004
'178902,1192,1.0,54.9,74.0,6.9,24.4,2004
'178903,3907,2.4,33.9,42.4,1.6,54.5,2004
'178904,39185,5.5,57.5,72.5,8.8,20.2,2004
'178905,293,0.0,77.8,86.7,18.1,13.3,2004
'178906,187,0.0,18.2,36.4,1.6,63.6,2004
'178908,572,1.0,27.8,9.3,1.6,87.2,2004
'178909,3927,0.9,91.4,97.8,5.4,1.3,2004
'178912,3344,1.8,46.1,58.2,4.4,39.5,2004
'178913,844,0.6,62.8,75.9,5.1,23.3,2004
'178914,5051,6.2,45.1,27.2,2.3,61.7,2004
'178915,1891,13.2,88.1,83.6,8.5,3.0,2004
'179901,1953,0.4,53.8,50.2,20.3,48.4,2004
'180901,329,8.5,81.8,14.0,1.5,74.8,2004
'180902,296,1.0,53.4,12.8,2.7,84.5,2004
'180903,133,1.5,58.6,36.1,6.8,62.4,2004
'180904,67,3.0,52.2,9.0,1.5,86.6,2004
'181901,2583,0.3,31.8,6.5,3.4,89.5,2004
'181905,1641,0.5,25.8,3.6,1.2,93.5,2004
'181906,3210,59.9,66.7,4.3,1.2,34.8,2004
'181907,5215,0.2,48.1,2.8,0.6,96.3,2004
'181908,3688,4.9,27.9,4.8,1.3,89.1,2004
'182901,186,0.5,32.3,9.7,0.0,88.2,2004
'182902,367,0.0,48.8,7.9,0.0,90.2,2004
'182903,3673,4.7,56.2,25.9,6.3,68.2,2004
'182904,489,0.8,40.3,8.2,4.1,91.0,2004
'182905,203,2.5,55.2,22.7,8.9,73.9,2004
'182906,114,0.0,53.5,14.9,4.4,85.1,2004
'183801,98,8.2,50.0,5.1,0.0,85.7,2004
'183901,451,12.4,41.7,12.0,2.9,73.6,2004
'183902,2912,27.1,43.3,7.5,2.0,64.7,2004
'183904,297,0.0,41.8,3.4,0.0,96.3,2004
'184901,489,0.4,52.4,9.6,1.8,89.2,2004
'184902,3556,0.6,39.2,7.8,2.1,90.4,2004
'184903,6969,1.8,34.4,15.7,4.9,80.8,2004
'184904,770,0.6,31.9,9.7,3.1,89.2,2004
'184907,3482,0.7,8.2,5.4,1.5,92.6,2004
'184908,942,1.0,20.5,6.7,3.9,91.7,2004
'184909,703,0.0,11.9,2.1,0.0,97.9,2004
'184911,173,1.2,33.5,4.6,1.2,92.5,2004
'185901,557,1.3,75.0,90.3,25.9,8.4,2004
'185902,473,0.0,48.2,39.7,8.9,60.3,2004
'185903,1238,1.1,65.2,74.2,17.0,24.6,2004
'185904,178,1.1,79.8,38.8,14.6,60.1,2004
'186901,103,2.9,71.8,56.3,14.6,40.8,2004
'186902,2285,0.4,65.6,80.7,12.2,18.5,2004
'186903,508,6.9,45.3,39.2,8.9,52.4,2004
'187901,458,0.7,49.8,2.0,0.0,71.8,2004
'187903,298,32.6,73.8,21.5,6.0,45.6,2004
'187904,1123,23.8,66.5,31.5,10.5,43.8,2004
'187906,260,28.1,79.2,17.7,4.6,54.2,2004
'187907,4039,13.5,41.5,13.0,4.1,72.0,2004
'187910,751,2.3,58.5,3.3,0.0,92.5,2004
'188801,126,1.6,57.9,26.2,0.0,71.4,2004
'188901,29348,10.6,56.4,37.9,9.2,48.7,2004
'188902,1434,0.5,40.3,9.1,0.1,89.3,2004
'188903,831,4.3,48.6,26.5,2.8,65.2,2004
'188904,662,0.9,19.8,9.4,0.5,88.2,2004
'189901,455,0.0,69.9,89.2,11.2,10.8,2004
'189902,1516,0.0,93.6,98.2,53.5,1.6,2004
'190903,1550,3.0,47.1,9.4,4.8,85.7,2004
'191901,7721,1.9,21.3,12.6,0.4,84.0,2004
'192901,795,2.6,55.2,63.6,13.3,33.6,2004
'193801,28,3.6,82.1,28.6,0.0,64.3,2004
'193902,282,1.1,53.2,26.6,7.8,72.0,2004
'194902,420,5.7,55.7,8.1,4.8,83.6,2004
'194903,697,4.9,46.8,9.3,3.4,84.4,2004
'194904,997,52.7,69.2,11.5,5.9,34.0,2004
'194905,541,12.0,50.3,3.0,0.7,84.1,2004
'195901,2335,2.6,69.9,87.3,9.7,9.7,2004
'195902,193,0.0,71.5,86.5,8.8,13.5,2004
'196901,166,1.2,64.5,66.9,2.4,31.3,2004
'196902,537,4.3,42.8,49.5,1.9,46.2,2004
'196903,739,12.9,50.3,52.1,4.1,34.5,2004
'197902,189,0.5,31.7,5.8,0.0,89.9,2004
'198901,462,19.0,42.6,2.4,0.0,76.8,2004
'198902,274,84.7,93.1,11.3,2.6,4.0,2004
'198903,962,10.4,35.0,7.6,0.0,81.6,2004
'198905,1160,56.1,85.9,30.8,9.6,12.7,2004
'198906,414,13.8,75.6,45.4,21.0,40.8,2004
'199901,9984,5.7,15.4,14.0,5.4,78.1,2004
'199902,2684,5.4,36.3,24.2,7.5,69.7,2004
'200901,1026,2.4,51.3,39.6,2.7,58.0,2004
'200902,433,0.0,46.2,38.8,9.2,61.0,2004
'200904,677,2.8,69.6,49.9,7.4,46.5,2004
'200906,75,1.3,82.7,54.7,0.0,44.0,2004
'201902,3473,23.9,49.4,17.4,9.5,58.2,2004
