DISTRICT,YEAR,DA0GM*N,DA0GM*R
'161906,2010,16.0,
'161907,2010,29.0,
'161908,2010,4.0,
'161909,2010,30.0,
'161910,2010,10.0,
'161912,2010,10.0,
'161914,2010,170.0,
'161916,2010,13.0,
'161918,2010,15.0,
'161919,2010,12.0,
'161920,2010,35.0,
'161921,2010,38.0,
'161922,2010,38.0,
'161923,2010,9.0,
'161924,2010,0.0,
'161925,2010,0.0,
'162904,2010,4.0,
'163901,2010,24.0,
'163902,2010,0.0,
'163903,2010,10.0,
'163904,2010,46.0,
'163908,2010,29.0,
'164901,2010,11.0,
'165802,2010,0.0,
'165901,2010,325.0,
'165902,2010,17.0,
'166901,2010,7.0,
'166902,2010,0.0,
'166903,2010,14.0,
'166904,2010,17.0,
'166905,2010,10.0,
'166907,2010,6.0,
'167901,2010,9.0,
'167902,2010,0.0,
'167903,2010,0.0,
'167904,2010,1.0,
'168901,2010,14.0,
'168902,2010,2.0,
'168903,2010,2.0,
'169901,2010,18.0,
'169902,2010,14.0,
'169906,2010,0.0,
'169908,2010,0.0,
'169909,2010,1.0,
'169910,2010,0.0,
'169911,2010,2.0,
'170801,2010,0.0,
'170902,2010,517.0,
'170903,2010,66.0,
'170904,2010,29.0,
'170906,2010,115.0,
'170907,2010,54.0,
'170908,2010,88.0,
'171901,2010,47.0,
'171902,2010,3.0,
'172902,2010,15.0,
'172905,2010,9.0,
'173901,2010,1.0,
'174801,2010,0.0,
'174901,2010,2.0,
'174902,2010,9.0,
'174903,2010,17.0,
'174904,2010,94.0,
'174906,2010,12.0,
'174908,2010,7.0,
'174909,2010,8.0,
'174910,2010,0.0,
'174911,2010,3.0,
'175902,2010,19.0,
'175903,2010,59.0,
'175904,2010,14.0,
'175905,2010,7.0,
'175907,2010,14.0,
'175910,2010,7.0,
'175911,2010,10.0,
'176901,2010,6.0,
'176902,2010,19.0,
'176903,2010,14.0,
'177901,2010,9.0,
'177902,2010,37.0,
'177903,2010,2.0,
'177905,2010,3.0,
'178801,2010,4.0,
'178802,2010,0.0,
'178804,2010,35.0,
'178807,2010,0.0,
'178808,2010,0.0,
'178809,2010,0.0,
'178901,2010,2.0,
'178902,2010,7.0,
'178903,2010,30.0,
'178904,2010,535.0,
'178905,2010,0.0,
'178906,2010,0.0,
'178908,2010,11.0,
'178909,2010,47.0,
'178912,2010,46.0,
'178913,2010,8.0,
'178914,2010,58.0,
'178915,2010,26.0,
'179901,2010,53.0,
'180901,2010,0.0,
'180902,2010,6.0,
'180903,2010,2.0,
'180904,2010,0.0,
'181901,2010,58.0,
'181905,2010,32.0,
'181906,2010,39.0,
'181907,2010,126.0,
'181908,2010,78.0,
'182901,2010,0.0,
'182902,2010,5.0,
'182903,2010,70.0,
'182904,2010,11.0,
'182905,2010,2.0,
'182906,2010,0.0,
'183801,2010,14.0,
'183901,2010,6.0,
'183902,2010,31.0,
'183904,2010,5.0,
'184801,2010,18.0,
'184901,2010,7.0,
'184902,2010,42.0,
'184903,2010,92.0,
'184904,2010,19.0,
'184907,2010,26.0,
'184908,2010,17.0,
'184909,2010,11.0,
'184911,2010,0.0,
'185901,2010,0.0,
'185902,2010,2.0,
'185903,2010,10.0,
'185904,2010,2.0,
'186901,2010,3.0,
'186902,2010,17.0,
'186903,2010,27.0,
'187901,2010,13.0,
'187903,2010,3.0,
'187904,2010,25.0,
'187906,2010,3.0,
'187907,2010,69.0,
'187910,2010,11.0,
'188801,2010,12.0,
'188901,2010,357.0,
'188902,2010,14.0,
'188903,2010,9.0,
'188904,2010,10.0,
'189901,2010,5.0,
'189902,2010,15.0,
'190903,2010,15.0,
'191901,2010,78.0,
'192901,2010,2.0,
'193801,2010,7.0,
'193902,2010,6.0,
'194902,2010,3.0,
'194903,2010,6.0,
'194904,2010,17.0,
'194905,2010,12.0,
'195901,2010,18.0,
'195902,2010,4.0,
'196901,2010,3.0,
'196902,2010,18.0,
'196903,2010,17.0,
'197902,2010,0.0,
'198901,2010,5.0,
'198902,2010,8.0,
'198903,2010,10.0,
'198905,2010,35.0,
'198906,2010,5.0,
'199901,2010,128.0,
'199902,2010,58.0,
'200901,2010,17.0,
'200902,2010,3.0,
'200904,2010,4.0,
'200906,2010,0.0,
'201902,2010,71.0,
'201903,2010,3.0,
'201904,2010,5.0,
'201907,2010,8.0,
'201908,2010,0.0,
'201910,2010,25.0,
'201913,2010,10.0,
'201914,2010,5.0,
'202903,2010,13.0,
'202905,2010,8.0,
'203901,2010,8.0,
'203902,2010,5.0,
'204901,2010,17.0,
'204904,2010,31.0,
'205901,2010,17.0,
'205902,2010,28.0,
'205903,2010,35.0,
'205904,2010,11.0,
'205905,2010,7.0,
'205906,2010,15.0,
'205907,2010,3.0,
'206901,2010,3.0,
'206902,2010,1.0,
'206903,2010,5.0,
'207901,2010,10.0,
'208901,2010,1.0,
'208902,2010,45.0,
'208903,2010,2.0,
'209901,2010,0.0,
'209902,2010,5.0,
'210901,2010,0.0,
'210902,2010,4.0,
'210903,2010,5.0,
'210904,2010,7.0,
'210905,2010,3.0,
'210906,2010,0.0,
'211901,2010,0.0,
'211902,2010,3.0,
'212801,2010,0.0,
'212803,2010,11.0,
'212901,2010,11.0,
'212902,2010,17.0,
'212903,2010,65.0,
'212904,2010,8.0,
'212905,2010,188.0,
'212906,2010,31.0,
'212909,2010,27.0,
'212910,2010,5.0,
'213801,2010,23.0,
'213901,2010,14.0,
'214901,2010,60.0,
'214902,2010,3.0,
'214903,2010,17.0,
'215901,2010,10.0,
'216901,2010,2.0,
'217901,2010,0.0,
'218901,2010,5.0,
'219901,2010,1.0,
'219903,2010,16.0,
'219905,2010,0.0,
'220801,2010,2.0,
'220802,2010,0.0,
'220804,2010,21.0,
'220808,2010,1.0,
'220809,2010,1.0,
'220810,2010,0.0,
'220811,2010,0.0,
'220812,2010,7.0,
'220813,2010,0.0,
'220814,2010,0.0,
'220815,2010,0.0,
'220816,2010,0.0,
'220901,2010,734.0,
'220902,2010,271.0,
'220904,2010,26.0,
'220905,2010,590.0,
'220906,2010,125.0,
'220907,2010,258.0,
'220908,2010,357.0,
'220910,2010,11.0,
'220912,2010,116.0,
'220914,2010,40.0,
'220915,2010,71.0,
'220916,2010,263.0,
'220917,2010,12.0,
'220918,2010,126.0,
'220919,2010,30.0,
'220920,2010,121.0,
'221801,2010,184.0,
'221901,2010,350.0,
'221904,2010,11.0,
'221905,2010,0.0,
'221911,2010,17.0,
'221912,2010,27.0,
'222901,2010,0.0,
'223901,2010,15.0,
'223902,2010,0.0,
'223904,2010,3.0,
'224901,2010,1.0,
'224902,2010,0.0,
'225902,2010,48.0,
'225905,2010,0.0,
'225906,2010,11.0,
'225907,2010,0.0,
'226801,2010,0.0,
'226901,2010,7.0,
'226903,2010,218.0,
'226905,2010,6.0,
'226906,2010,16.0,
'226907,2010,22.0,
'226908,2010,1.0,
'227801,2010,47.0,
'227803,2010,0.0,
'227804,2010,1.0,
'227805,2010,0.0,
'227806,2010,31.0,
'227812,2010,1.0,
'227814,2010,1.0,
'227816,2010,0.0,
'227817,2010,0.0,
'227818,2010,43.0,
'227819,2010,0.0,
'227820,2010,0.0,
'227821,2010,0.0,
'227822,2010,0.0,
'227824,2010,0.0,
'227901,2010,805.0,
'227904,2010,145.0,
'227907,2010,62.0,
'227909,2010,37.0,
'227910,2010,64.0,
'227912,2010,19.0,
'227913,2010,36.0,
'228901,2010,10.0,
'228903,2010,14.0,
'228904,2010,1.0,
'228905,2010,5.0,
'229901,2010,8.0,
'229903,2010,18.0,
'229904,2010,19.0,
'229905,2010,3.0,
'229906,2010,3.0,
'230901,2010,4.0,
'230902,2010,39.0,
'230903,2010,6.0,
'230904,2010,5.0,
'230905,2010,7.0,
'230906,2010,14.0,
'230908,2010,9.0,
'231901,2010,9.0,
'231902,2010,2.0,
'232801,2010,0.0,
'232901,2010,1.0,
'232902,2010,11.0,
'232903,2010,29.0,
'232904,2010,2.0,
'233901,2010,141.0,
'233903,2010,0.0,
'234801,2010,13.0,
'234902,2010,33.0,
'234903,2010,12.0,
'234904,2010,7.0,
'234905,2010,10.0,
'234906,2010,11.0,
'234907,2010,46.0,
'234909,2010,10.0,
'235801,2010,0.0,
'235901,2010,4.0,
'235902,2010,203.0,
'235904,2010,0.0,
'236801,2010,0.0,
'236901,2010,22.0,
'236902,2010,81.0,
'237902,2010,16.0,
'237904,2010,66.0,
'237905,2010,35.0,
'238902,2010,17.0,
'238904,2010,2.0,
'239901,2010,102.0,
'239903,2010,3.0,
'240801,2010,32.0,
'240804,2010,0.0,
'240901,2010,78.0,
'240903,2010,207.0,
'240904,2010,6.0,
'241901,2010,18.0,
'241902,2010,29.0,
'241903,2010,67.0,
'241904,2010,22.0,
'241906,2010,19.0,
'242902,2010,8.0,
'242903,2010,1.0,
'242905,2010,0.0,
'242906,2010,8.0,
'243801,2010,0.0,
'243901,2010,75.0,
'243902,2010,8.0,
'243903,2010,24.0,
'243905,2010,305.0,
'243906,2010,11.0,
'244901,2010,0.0,
'244903,2010,35.0,
'244905,2010,2.0,
'245901,2010,0.0,
'245902,2010,11.0,
'245903,2010,4.0,
'245904,2010,3.0,
'246902,2010,23.0,
'246904,2010,80.0,
'246905,2010,2.0,
'246906,2010,47.0,
'246907,2010,4.0,
'246908,2010,25.0,
'246909,2010,462.0,
'246911,2010,44.0,
'246912,2010,3.0,
'246913,2010,274.0,
'246914,2010,0.0,
'247901,2010,70.0,
'247903,2010,32.0,
'247904,2010,15.0,
'247906,2010,6.0,
'248901,2010,5.0,
'248902,2010,3.0,
'249901,2010,21.0,
'249902,2010,13.0,
'249903,2010,32.0,
'249904,2010,15.0,
'249905,2010,20.0,
'249906,2010,7.0,
'249908,2010,5.0,
'250902,2010,14.0,
'250903,2010,14.0,
'250904,2010,4.0,
'250905,2010,3.0,
'250906,2010,22.0,
'250907,2010,22.0,
'251901,2010,28.0,
'251902,2010,2.0,
'252901,2010,48.0,
'252902,2010,6.0,
'252903,2010,11.0,
'253901,2010,19.0,
'254901,2010,19.0,
'254902,2010,6.0,
'1,2010,46313.0,
'001902,2011,7.0,
'001903,2011,19.0,
'001904,2011,8.0,
'001906,2011,8.0,
'001907,2011,14.0,
'001908,2011,21.0,
'001909,2011,10.0,
'002901,2011,33.0,
'003801,2011,0.0,
'003902,2011,21.0,
'003903,2011,117.0,
'003904,2011,89.0,
'003905,2011,26.0,
'003906,2011,6.0,
'003907,2011,27.0,
'004901,2011,21.0,
'005901,2011,13.0,
'005902,2011,12.0,
'005904,2011,3.0,
'006902,2011,1.0,
'007901,2011,7.0,
'007902,2011,8.0,
'007904,2011,12.0,
'007905,2011,43.0,
'007906,2011,19.0,
'008901,2011,39.0,
'008902,2011,34.0,
'008903,2011,8.0,
'009901,2011,14.0,
'010901,2011,10.0,
'010902,2011,46.0,
'011901,2011,127.0,
'011902,2011,52.0,
'011904,2011,42.0,
'011905,2011,0.0,
'012901,2011,12.0,
'013801,2011,0.0,
'013901,2011,88.0,
'013902,2011,0.0,
'013903,2011,12.0,
'013905,2011,11.0,
'014801,2011,32.0,
'014802,2011,36.0,
'014803,2011,2.0,
'014804,2011,15.0,
'014901,2011,13.0,
'014902,2011,3.0,
'014903,2011,163.0,
'014905,2011,19.0,
'014906,2011,449.0,
'014907,2011,2.0,
'014908,2011,10.0,
'014909,2011,146.0,
'014910,2011,9.0,
'015801,2011,12.0,
'015802,2011,9.0,
'015803,2011,0.0,
'015805,2011,0.0,
'015806,2011,16.0,
'015807,2011,75.0,
'015808,2011,0.0,
'015809,2011,0.0,
'015812,2011,3.0,
'015814,2011,9.0,
'015815,2011,4.0,
'015816,2011,8.0,
'015817,2011,17.0,
'015819,2011,10.0,
'015820,2011,27.0,
'015822,2011,1.0,
'015823,2011,7.0,
'015824,2011,0.0,
'015825,2011,0.0,
'015826,2011,0.0,
'015827,2011,0.0,
'015828,2011,0.0,
'015830,2011,1.0,
'015831,2011,0.0,
'015832,2011,0.0,
'015833,2011,0.0,
'015901,2011,35.0,
'015904,2011,128.0,
'015905,2011,94.0,
'015906,2011,12.0,
'015907,2011,485.0,
'015908,2011,54.0,
'015909,2011,23.0,
'015910,2011,529.0,
'015911,2011,119.0,
'015912,2011,117.0,
'015913,2011,6.0,
'015914,2011,9.0,
'015915,2011,760.0,
'015916,2011,236.0,
'015917,2011,30.0,
'016901,2011,15.0,
'016902,2011,5.0,
'017901,2011,0.0,
'018901,2011,8.0,
'018902,2011,7.0,
'018903,2011,6.0,
'018904,2011,6.0,
'018905,2011,1.0,
'018906,2011,0.0,
'018907,2011,6.0,
'018908,2011,2.0,
'019901,2011,15.0,
'019902,2011,42.0,
'019903,2011,6.0,
'019905,2011,33.0,
'019906,2011,10.0,
'019907,2011,56.0,
'019908,2011,38.0,
'019909,2011,14.0,
'019910,2011,0.0,
'019911,2011,0.0,
'019912,2011,18.0,
'019913,2011,0.0,
'019914,2011,0.0,
'020901,2011,77.0,
'020902,2011,132.0,
'020904,2011,5.0,
'020905,2011,125.0,
'020906,2011,11.0,
'020907,2011,30.0,
'020908,2011,233.0,
'020910,2011,0.0,
'021803,2011,4.0,
'021901,2011,165.0,
'021902,2011,219.0,
'022004,2011,5.0,
'022901,2011,4.0,
'022902,2011,0.0,
'022903,2011,0.0,
'023902,2011,0.0,
'024801,2011,0.0,
'024901,2011,11.0,
'025901,2011,13.0,
'025902,2011,40.0,
'025904,2011,5.0,
'025905,2011,6.0,
'025906,2011,3.0,
'025908,2011,1.0,
'025909,2011,12.0,
'026901,2011,15.0,
'026902,2011,6.0,
'026903,2011,8.0,
'027903,2011,99.0,
'027904,2011,50.0,
'028902,2011,75.0,
'028903,2011,14.0,
'028906,2011,2.0,
'029901,2011,9.0,
'030901,2011,5.0,
'030902,2011,9.0,
'030903,2011,2.0,
'030906,2011,4.0,
'031803,2011,0.0,
'031901,2011,343.0,
'031903,2011,75.0,
'031905,2011,11.0,
'031906,2011,36.0,
'031909,2011,31.0,
'031911,2011,30.0,
'031912,2011,43.0,
'031913,2011,3.0,
'031914,2011,8.0,
'031916,2011,14.0,
'032902,2011,30.0,
'033901,2011,2.0,
'033902,2011,17.0,
'033904,2011,8.0,
'034901,2011,21.0,
'034902,2011,2.0,
'034903,2011,5.0,
'034905,2011,17.0,
'034906,2011,9.0,
'034907,2011,9.0,
'034909,2011,8.0,
'035901,2011,6.0,
'035902,2011,1.0,
'035903,2011,1.0,
'036901,2011,15.0,
'036902,2011,50.0,
'036903,2011,8.0,
'037901,2011,8.0,
'037904,2011,41.0,
'037907,2011,49.0,
'037908,2011,0.0,
'037909,2011,7.0,
'038901,2011,20.0,
'039901,2011,0.0,
'039902,2011,14.0,
'039903,2011,8.0,
'039904,2011,1.0,
'039905,2011,1.0,
'040901,2011,4.0,
'040902,2011,2.0,
'041901,2011,1.0,
'041902,2011,4.0,
'042901,2011,12.0,
'042903,2011,3.0,
'042905,2011,1.0,
'042906,2011,4.0,
'043901,2011,104.0,
'043902,2011,14.0,
'043903,2011,17.0,
'043904,2011,24.0,
'043905,2011,251.0,
'043907,2011,117.0,
'043908,2011,6.0,
'043910,2011,555.0,
'043911,2011,38.0,
'043912,2011,16.0,
'043914,2011,76.0,
'043917,2011,7.0,
'043918,2011,26.0,
'043919,2011,9.0,
'044902,2011,1.0,
'044904,2011,1.0,
'045902,2011,47.0,
'045903,2011,35.0,
'045905,2011,2.0,
'046802,2011,2.0,
'046901,2011,76.0,
'046902,2011,202.0,
'047901,2011,24.0,
'047902,2011,11.0,
'047903,2011,1.0,
'047905,2011,2.0,
'048901,2011,3.0,
'048903,2011,4.0,
'049901,2011,48.0,
'049902,2011,9.0,
'049903,2011,12.0,
'049905,2011,12.0,
'049906,2011,7.0,
'049907,2011,8.0,
'049908,2011,0.0,
'049909,2011,0.0,
'050901,2011,2.0,
'050902,2011,73.0,
'050904,2011,0.0,
'050909,2011,4.0,
'050910,2011,112.0,
'051901,2011,2.0,
'052901,2011,6.0,
'053001,2011,11.0,
'054901,2011,9.0,
'054902,2011,3.0,
'054903,2011,5.0,
'055901,2011,5.0,
'056901,2011,20.0,
'056902,2011,1.0,
'057802,2011,5.0,
'057803,2011,0.0,
'057804,2011,144.0,
'057805,2011,0.0,
'057806,2011,5.0,
'057807,2011,10.0,
'057808,2011,0.0,
'057809,2011,0.0,
'057810,2011,0.0,
'057811,2011,0.0,
'057813,2011,0.0,
'057814,2011,0.0,
'057815,2011,4.0,
'057816,2011,0.0,
'057817,2011,0.0,
'057819,2011,0.0,
'057825,2011,56.0,
'057827,2011,0.0,
'057828,2011,266.0,
'057829,2011,4.0,
'057830,2011,0.0,
'057831,2011,4.0,
'057832,2011,8.0,
'057833,2011,0.0,
'057834,2011,136.0,
'057835,2011,0.0,
'057836,2011,0.0,
'057837,2011,0.0,
'057838,2011,0.0,
'057839,2011,0.0,
'057840,2011,2.0,
'057841,2011,0.0,
'057842,2011,0.0,
'057843,2011,0.0,
'057844,2011,0.0,
'057903,2011,388.0,
'057904,2011,47.0,
'057905,2011,798.0,
'057906,2011,37.0,
'057907,2011,140.0,
'057909,2011,615.0,
'057910,2011,312.0,
'057911,2011,16.0,
'057912,2011,362.0,
'057913,2011,15.0,
'057914,2011,467.0,
'057916,2011,251.0,
'057919,2011,0.0,
'057922,2011,65.0,
'058902,2011,0.0,
'058905,2011,1.0,
'058906,2011,25.0,
'058909,2011,1.0,
'059901,2011,30.0,
'059902,2011,0.0,
'060902,2011,17.0,
'060914,2011,6.0,
'061802,2011,10.0,
'061803,2011,0.0,
'061901,2011,156.0,
'061902,2011,388.0,
'061903,2011,10.0,
'061905,2011,13.0,
'061906,2011,17.0,
'061907,2011,8.0,
'061908,2011,40.0,
'061910,2011,19.0,
'061911,2011,85.0,
'061912,2011,70.0,
'061914,2011,22.0,
'062901,2011,27.0,
'062902,2011,1.0,
'062903,2011,34.0,
'062904,2011,4.0,
'062905,2011,0.0,
'062906,2011,0.0,
'063903,2011,2.0,
'063906,2011,1.0,
'064903,2011,14.0,
'065901,2011,13.0,
'065902,2011,4.0,
'066005,2011,0.0,
'066901,2011,8.0,
'066902,2011,4.0,
'066903,2011,6.0,
'067902,2011,30.0,
'067903,2011,15.0,
'067904,2011,5.0,
'067907,2011,5.0,
'067908,2011,4.0,
'068801,2011,49.0,
'068901,2011,213.0,
'069901,2011,7.0,
'069902,2011,5.0,
'070801,2011,1.0,
'070901,2011,2.0,
'070903,2011,67.0,
'070905,2011,23.0,
'070907,2011,16.0,
'070908,2011,78.0,
'070909,2011,3.0,
'070910,2011,15.0,
'070911,2011,85.0,
'070912,2011,110.0,
'070915,2011,13.0,
'071801,2011,0.0,
'071803,2011,2.0,
'071804,2011,12.0,
'071806,2011,0.0,
'071807,2011,0.0,
'071809,2011,0.0,
'071901,2011,15.0,
'071902,2011,324.0,
'071903,2011,16.0,
'071904,2011,25.0,
'071905,2011,278.0,
'071906,2011,7.0,
'071907,2011,22.0,
'071908,2011,8.0,
'071909,2011,104.0,
'072801,2011,22.0,
'072802,2011,9.0,
'072901,2011,0.0,
'072902,2011,24.0,
'072903,2011,40.0,
'072904,2011,0.0,
'072908,2011,1.0,
'072909,2011,2.0,
'072910,2011,0.0,
'073901,2011,9.0,
'073903,2011,34.0,
'073904,2011,0.0,
'073905,2011,5.0,
'074903,2011,30.0,
'074904,2011,1.0,
'074905,2011,5.0,
'074907,2011,20.0,
'074909,2011,13.0,
'074911,2011,4.0,
'074912,2011,17.0,
'074917,2011,10.0,
'075901,2011,8.0,
'075902,2011,17.0,
'075903,2011,11.0,
'075906,2011,3.0,
'075908,2011,1.0,
'076903,2011,5.0,
'076904,2011,7.0,
'077901,2011,4.0,
'077902,2011,5.0,
'078901,2011,3.0,
'079901,2011,260.0,
'079906,2011,32.0,
'079907,2011,742.0,
'079910,2011,36.0,
'080901,2011,24.0,
'081902,2011,25.0,
'081904,2011,7.0,
'081905,2011,8.0,
'081906,2011,0.0,
'082902,2011,13.0,
'082903,2011,9.0,
'083901,2011,5.0,
'083902,2011,1.0,
'083903,2011,43.0,
'084801,2011,0.0,
'084802,2011,0.0,
'084804,2011,0.0,
'084901,2011,143.0,
'084902,2011,99.0,
'084903,2011,12.0,
'084904,2011,14.0,
'084906,2011,80.0,
'084908,2011,14.0,
'084909,2011,62.0,
'084910,2011,258.0,
'084911,2011,37.0,
'085902,2011,12.0,
'085903,2011,4.0,
'086024,2011,0.0,
'086901,2011,31.0,
'086902,2011,12.0,
'087901,2011,3.0,
'088902,2011,35.0,
'089901,2011,10.0,
'089903,2011,10.0,
'089905,2011,4.0,
'090902,2011,2.0,
'090903,2011,3.0,
'090904,2011,44.0,
'090905,2011,0.0,
'091901,2011,10.0,
'091902,2011,3.0,
'091903,2011,86.0,
'091905,2011,14.0,
'091906,2011,127.0,
'091907,2011,0.0,
'091908,2011,24.0,
'091909,2011,30.0,
'091910,2011,20.0,
'091913,2011,13.0,
'091914,2011,19.0,
'091917,2011,18.0,
'091918,2011,15.0,
'092801,2011,24.0,
'092901,2011,36.0,
'092902,2011,66.0,
'092903,2011,163.0,
'092904,2011,112.0,
'092906,2011,22.0,
'092907,2011,10.0,
'092908,2011,37.0,
'093901,2011,16.0,
'093903,2011,6.0,
'093904,2011,40.0,
'093905,2011,2.0,
'094901,2011,94.0,
'094902,2011,62.0,
'094903,2011,7.0,
'094904,2011,31.0,
'095901,2011,4.0,
'095902,2011,2.0,
'095903,2011,7.0,
'095904,2011,1.0,
'095905,2011,54.0,
'096904,2011,9.0,
'096905,2011,3.0,
'097902,2011,11.0,
'097903,2011,9.0,
'098901,2011,6.0,
'098903,2011,0.0,
'098904,2011,7.0,
'099902,2011,1.0,
'099903,2011,11.0,
'100903,2011,13.0,
'100904,2011,51.0,
'100905,2011,39.0,
'100907,2011,49.0,
'100908,2011,2.0,
'101801,2011,0.0,
'101802,2011,0.0,
'101803,2011,0.0,
'101804,2011,10.0,
'101805,2011,2.0,
'101806,2011,6.0,
'101807,2011,0.0,
'101809,2011,6.0,
'101810,2011,0.0,
'101811,2011,0.0,
'101812,2011,30.0,
'101813,2011,1.0,
'101814,2011,0.0,
'101815,2011,0.0,
'101819,2011,0.0,
'101820,2011,4.0,
'101821,2011,30.0,
'101822,2011,9.0,
'101823,2011,0.0,
'101828,2011,0.0,
'101829,2011,0.0,
'101833,2011,0.0,
'101837,2011,12.0,
'101838,2011,5.0,
'101840,2011,0.0,
'101842,2011,4.0,
'101845,2011,0.0,
'101846,2011,1.0,
'101847,2011,0.0,
'101848,2011,0.0,
'101849,2011,0.0,
'101850,2011,0.0,
'101851,2011,1.0,
'101852,2011,8.0,
'101853,2011,0.0,
'101854,2011,23.0,
'101855,2011,0.0,
'101856,2011,0.0,
'101858,2011,0.0,
'101859,2011,0.0,
'101860,2011,0.0,
'101861,2011,0.0,
'101862,2011,0.0,
'101863,2011,0.0,
'101902,2011,522.0,
'101903,2011,402.0,
'101905,2011,122.0,
'101906,2011,89.0,
'101907,2011,1485.0,
'101908,2011,270.0,
'101909,2011,32.0,
'101910,2011,273.0,
'101911,2011,118.0,
'101912,2011,1263.0,
'101913,2011,468.0,
'101914,2011,522.0,
'101915,2011,549.0,
'101916,2011,93.0,
'101917,2011,666.0,
'101919,2011,197.0,
'101920,2011,376.0,
'101921,2011,138.0,
'101924,2011,68.0,
'101925,2011,15.0,
'102901,2011,3.0,
'102902,2011,123.0,
'102903,2011,10.0,
'102904,2011,72.0,
'102905,2011,15.0,
'102906,2011,14.0,
'103901,2011,2.0,
'103902,2011,1.0,
'104901,2011,10.0,
'104903,2011,1.0,
'104907,2011,2.0,
'105801,2011,7.0,
'105802,2011,0.0,
'105902,2011,48.0,
'105904,2011,41.0,
'105905,2011,28.0,
'105906,2011,68.0,
'106901,2011,4.0,
'107901,2011,27.0,
'107902,2011,56.0,
'107904,2011,4.0,
'107905,2011,21.0,
'107906,2011,19.0,
'107907,2011,1.0,
'107908,2011,0.0,
'107910,2011,4.0,
'108801,2011,25.0,
'108802,2011,0.0,
'108804,2011,8.0,
'108807,2011,2.0,
'108808,2011,0.0,
'108902,2011,76.0,
'108903,2011,22.0,
'108904,2011,146.0,
'108905,2011,8.0,
'108906,2011,61.0,
'108907,2011,22.0,
'108908,2011,86.0,
'108909,2011,40.0,
'108910,2011,0.0,
'108911,2011,36.0,
'108912,2011,86.0,
'108913,2011,100.0,
'108914,2011,4.0,
'108915,2011,0.0,
'108916,2011,6.0,
'109901,2011,4.0,
'109902,2011,3.0,
'109903,2011,4.0,
'109904,2011,25.0,
'109905,2011,2.0,
'109907,2011,5.0,
'109908,2011,0.0,
'109910,2011,0.0,
'109911,2011,17.0,
'109912,2011,5.0,
'109913,2011,7.0,
'109914,2011,6.0,
'110901,2011,7.0,
'110902,2011,71.0,
'110905,2011,3.0,
'110906,2011,4.0,
'110907,2011,17.0,
'110908,2011,1.0,
'111901,2011,134.0,
'111902,2011,2.0,
'111903,2011,6.0,
'112901,2011,72.0,
'112905,2011,7.0,
'112906,2011,17.0,
'112907,2011,2.0,
'112908,2011,11.0,
'112909,2011,3.0,
'112910,2011,8.0,
'113901,2011,34.0,
'113902,2011,10.0,
'113903,2011,14.0,
'113905,2011,7.0,
'113906,2011,9.0,
'114901,2011,61.0,
'114902,2011,6.0,
'114904,2011,11.0,
'115901,2011,2.0,
'115902,2011,0.0,
'115903,2011,0.0,
'116801,2011,0.0,
'116901,2011,20.0,
'116902,2011,9.0,
'116903,2011,23.0,
'116905,2011,84.0,
'116906,2011,10.0,
'116908,2011,30.0,
'116909,2011,4.0,
'116910,2011,4.0,
'116915,2011,9.0,
'116916,2011,5.0,
'117901,2011,36.0,
'117903,2011,0.0,
'117904,2011,10.0,
'117907,2011,0.0,
'118902,2011,2.0,
'119901,2011,1.0,
'119902,2011,7.0,
'119903,2011,3.0,
'120901,2011,23.0,
'120902,2011,4.0,
'120905,2011,14.0,
'121902,2011,9.0,
'121903,2011,8.0,
'121904,2011,84.0,
'121905,2011,17.0,
'121906,2011,2.0,
'122901,2011,8.0,
'122902,2011,0.0,
'123803,2011,0.0,
'123805,2011,0.0,
'123807,2011,0.0,
'123905,2011,49.0,
'123907,2011,15.0,
'123908,2011,52.0,
'123910,2011,239.0,
'123913,2011,2.0,
'123914,2011,16.0,
'124901,2011,8.0,
'125901,2011,41.0,
'125902,2011,5.0,
'125903,2011,12.0,
'125905,2011,3.0,
'125906,2011,0.0,
'126901,2011,77.0,
'126902,2011,177.0,
'126903,2011,72.0,
'126904,2011,7.0,
'126905,2011,38.0,
'126906,2011,8.0,
'126907,2011,4.0,
'126908,2011,29.0,
'126911,2011,11.0,
'127901,2011,20.0,
'127903,2011,12.0,
'127904,2011,15.0,
'127905,2011,0.0,
'127906,2011,8.0,
'128901,2011,9.0,
'128902,2011,7.0,
'128903,2011,1.0,
'128904,2011,2.0,
'129901,2011,40.0,
'129902,2011,45.0,
'129903,2011,43.0,
'129904,2011,19.0,
'129905,2011,37.0,
'129906,2011,30.0,
'129910,2011,15.0,
'130801,2011,5.0,
'130901,2011,54.0,
'130902,2011,8.0,
'131001,2011,0.0,
'132902,2011,2.0,
'133901,2011,6.0,
'133902,2011,0.0,
'133903,2011,92.0,
'133904,2011,15.0,
'133905,2011,0.0,
'134901,2011,9.0,
'135001,2011,2.0,
'136901,2011,10.0,
'137901,2011,24.0,
'137902,2011,0.0,
'137903,2011,0.0,
'137904,2011,1.0,
'138902,2011,9.0,
'138903,2011,6.0,
'138904,2011,6.0,
'139905,2011,20.0,
'139908,2011,8.0,
'139909,2011,48.0,
'139911,2011,118.0,
'139912,2011,19.0,
'140901,2011,2.0,
'140904,2011,21.0,
'140905,2011,2.0,
'140907,2011,4.0,
'140908,2011,6.0,
'141901,2011,20.0,
'141902,2011,7.0,
