DISTRICT,DPSTEXPA,DPSTKIDR,DPSTTENA,DPSTTOSA,YEAR
'057811,3.5111,20.0888,3.3111,38473.85,2013
'057813,3.3461,17.4735,1.6482,43128.18,2013
'057814,10.0847,9.8127,6.1864,47123.22,2013
'057815,3.3818,16.9281,0.9827,48076.31,2013
'057816,6.7596,6.4806,3.8007,46451.14,2013
'057817,4.0222,16.0303,1.2519,50095.12,2013
'057819,3.0395,14.4743,1.2303,38730.98,2013
'057825,6.0308,9.6703,1.8769,35042.02,2013
'057827,2.2141,14.4702,0.6825,40568.5,2013
'057828,6.6672,22.2221,3.2413,40808.19,2013
'057829,8.3399,14.874,3.1805,49684.88,2013
'057830,8.0984,16.8047,3.459,48062.05,2013
'057831,0.8832,14.46,0.7234,58158.46,2013
'057832,3.2308,9.7699,2.4615,32142.18,2013
'057833,12.8352,9.35,1.5235,41117.34,2013
'057834,6.8872,26.6343,4.8278,49010.58,2013
'057835,1.6175,18.8482,1.6175,42744.08,2013
'057836,8.0833,14.3821,3,43151.97,2013
'057837,2.3889,20.8213,0.7778,48957.14,2013
'057838,2.225,13.799,1.4037,46090.22,2013
'057839,5.1077,21.0258,1.3971,48714.92,2013
'057840,.,.,.,.,2013
'057841,0,22.3313,0,42484.17,2013
'057842,3.0909,16.7058,1.2294,44889.01,2013
'057843,3.5346,14.7614,1.4596,45465.66,2013
'057844,0.8916,11.7631,0,40213.22,2013
'057845,6.5356,18.0348,0,53264.04,2013
'057846,3.0938,16.2046,0,42219.85,2013
'057903,9.9592,16.1674,7.1078,51863.06,2013
'057904,8.4973,16.7509,4.4811,48755.58,2013
'057905,11.4137,15.9946,9.0963,52755.5,2013
'057906,11.0659,15.5825,6.4665,50201.24,2013
'057907,10.1956,17.3307,6.5051,50367.7,2013
'057909,11.6657,15.9274,8.63,50987.83,2013
'057910,9.1599,16.1444,6.6054,50938.8,2013
'057911,13.0721,15.777,7.144,55017.84,2013
'057912,8.9826,15.1743,6.5781,52541.41,2013
'057913,9.3924,19.0307,4.9979,49683.96,2013
'057914,9.8029,15.7574,7.5214,51601,2013
'057916,10.1039,15.7835,7.41,48995.49,2013
'057919,12.715,15.1677,4.9903,52518.89,2013
'057922,11.5307,15.6854,6.7903,52832.55,2013
'058902,12.05,8.4049,6.4,43865,2013
'058905,12.0499,11.6688,4.715,44900.09,2013
'058906,11.5351,13.6197,8.7238,43916.6,2013
'058909,14.4783,10.4715,6,43299.7,2013
'059901,12.1091,14.2859,9.7371,44894.14,2013
'059902,10.8824,16.5845,8.2941,45310.16,2013
'060902,15.4138,11.8017,12.6207,41539.41,2013
'060914,11.2,9.9814,5.475,39759.79,2013
'061802,2.4994,11.075,2.4614,42279.5,2013
'061804,0.9659,19.8888,0,45992.95,2013
'061901,11.1189,14.3292,7.2681,52059.45,2013
'061902,12.2219,13.9892,8.2508,51903.42,2013
'061903,12.6565,14.092,7.2228,47275.71,2013
'061905,9.6655,14.1215,5.9765,46398.38,2013
'061906,14.0559,13.5118,8.145,52263.57,2013
'061907,10.058,16.2799,5.8804,44678.08,2013
'061908,11.7873,14.5679,7.0926,48858.45,2013
'061910,14.2045,15.5777,7.4181,52388.3,2013
'061911,10.2735,15.8517,5.1029,54412.5,2013
'061912,11.4974,15.0677,8.0009,49443.71,2013
'061914,9.9778,16.676,5.1915,50103.74,2013
'062901,13.6651,13.314,8.104,44487.49,2013
'062902,12.3529,8.1168,8.6471,39740.83,2013
'062903,13.1223,12.5628,7.9662,39105.44,2013
'062904,13.5216,12.2601,6.4995,42482.7,2013
'062905,16.2857,11.0407,8.2857,44803.23,2013
'062906,12.9162,11.5804,8.265,43731.85,2013
'063903,13.0357,10.8972,8.2857,43630.36,2013
'063906,14.6667,7.773,10.2667,40150.73,2013
'064903,12.245,16.6255,10.2523,46682.34,2013
'065901,14.0645,9.8331,8.9032,41306.5,2013
'065902,16.6486,6.384,10.3243,41480.7,2013
'066005,33,13.502,13,45390,2013
'066901,11.5247,12.7944,8.0224,39383.81,2013
'066902,11.5761,14.4343,7.9491,42703.54,2013
'066903,10.7353,13.3601,6.6912,46695.5,2013
'067902,14.1429,11.2405,9.3228,40684.46,2013
'067903,13.4957,12.0443,8.1068,40323.36,2013
'067904,14.6747,12.451,10.1928,42302.08,2013
'067907,14.2124,10.8011,9.2566,40506.92,2013
'067908,10.2308,8.6816,6.5385,37768.97,2013
'068801,9.7009,17.8841,1.2231,39155.24,2013
'068802,5.8934,17.2132,0.5486,43345.51,2013
'068901,10.7044,17.2385,8.6865,48042.74,2013
'069901,11.4283,9.7644,7.537,41304.16,2013
'069902,16.7097,9.0947,11.6774,42503.42,2013
'070801,4.1193,15.0946,0.6782,42309.32,2013
'070901,8.04,13.7205,5.88,40982.65,2013
'070903,14.2605,15.0965,10.0828,48983.63,2013
'070905,9.4148,16.1587,6.2619,43242.53,2013
'070907,11.0401,11.4391,7.5765,41373.59,2013
'070908,12.6219,16.4891,7.0217,47882.46,2013
'070909,13.4545,10.3635,7.7727,42318.82,2013
'070910,11.2697,12.9052,6.3258,42309.82,2013
'070911,12.6414,16.7304,7.4495,48158.41,2013
'070912,12.243,14.7457,7.9451,46453.84,2013
'070915,11.6395,14.9048,6.7619,45636.13,2013
'071801,4.083,16.283,1.8895,41689.87,2013
'071803,3.375,17.6276,0.875,31491.53,2013
'071804,5.5769,18.4177,3.1923,38889.98,2013
'071806,1.8835,16.7828,1.148,40317.94,2013
'071807,2.1579,14.1055,1.8947,40193.9,2013
'071809,1.3846,14.0012,0.3077,37194.27,2013
'071901,10.2389,18.2169,7.9694,51925.93,2013
'071902,12.7148,15.1697,10.9406,49365.89,2013
'071903,10.7062,13.6741,8.2383,52490.1,2013
'071904,10.6452,15.7827,7.9168,48850.05,2013
'071905,11.3069,14.2492,10.1081,50332.5,2013
'071906,9.797,15.9365,7.2745,49955.72,2013
'071907,11.9106,15.9976,8.6673,50274.32,2013
'071908,8.1544,16.1523,6.0635,46799.3,2013
'071909,11.2083,19.1878,8.8239,50088.31,2013
'072801,8.9921,19.0286,2.6612,37162.83,2013
'072802,5.5914,9.415,2.221,34009.2,2013
'072901,8.4553,6.5067,4.1228,38234.43,2013
'072902,10.9455,12.438,6.5909,40512.22,2013
'072903,13.0154,15.5324,8.2885,46258.7,2013
'072904,4.0833,9.749,1.5,36837.81,2013
'072908,11.95,7.8993,7.95,38578.26,2013
'072909,11.0506,10.7344,8.7594,37648.19,2013
'072910,15.2334,10.4885,12.022,44051.14,2013
'073901,12.9074,12.087,5.6864,42760.1,2013
'073903,10.5425,10.4525,4.921,40142.83,2013
'073904,13.0769,11.923,8.7692,39127.56,2013
'073905,13.2089,11.192,7.5323,40465.76,2013
'074903,13.0291,13.629,8.7605,42793.46,2013
'074904,13.2333,12.2969,10.2333,39680.85,2013
'074905,19.3846,11.3618,2.9615,41565.61,2013
'074907,10.7059,11.8489,6.6387,41139.1,2013
'074909,12.3043,13.6629,7.7065,42969.33,2013
'074911,11.2782,10.1889,8.2105,40137.35,2013
'074912,10.8845,12.7232,6.642,38739.84,2013
'074917,13.9639,11.8933,9.4694,43303.83,2013
'075901,12.7636,12.0452,6.4,41300.94,2013
'075902,12.9714,13.2053,8.9971,44534.84,2013
'075903,10.125,11.9989,5.1563,42331.81,2013
'075906,13.0909,9.8633,8.3636,40524.48,2013
'075908,16.1935,10.9099,11.4194,44766.21,2013
'076903,11.6006,9.8271,8.2565,38764.69,2013
'076904,14.5301,9.7057,8.012,42841.12,2013
'077901,12.5842,11.3434,8.4554,40896.13,2013
'077902,13.2308,9.4434,9.1692,40448.97,2013
'078901,12.5263,11.4477,8.7368,40855.37,2013
'079901,11.4404,17.5978,7.6592,52905.49,2013
'079906,16.7309,17.0811,10.7875,50312.51,2013
'079907,11.7595,17.1848,8.0673,52721.79,2013
'079910,8.9908,15.6737,5.0357,49443.49,2013
'080901,13.2724,12.8491,7.7139,43999.04,2013
'081902,14.3235,12.525,9.5065,46690.7,2013
'081904,13.0336,11.4921,8.2479,47262.63,2013
'081905,13.8837,12.7892,9.3256,42940.72,2013
'081906,13.3548,10.0647,7.871,45634.84,2013
'082902,11.85,13.9957,8.9603,48131.24,2013
'082903,10.3751,13.5279,6.853,43266.32,2013
'083901,9.9706,10.0358,6.0515,47483.47,2013
'083902,14.3535,5.7929,10.0084,44320.81,2013
'083903,14.9138,12.879,9.6372,51553.2,2013
'084801,11.0522,9.8602,6.0371,38848.3,2013
'084802,4.9312,16.5798,2.4174,43535.05,2013
'084804,4.04,13.1603,1.04,32015.85,2013
'084805,5.8431,14.252,2.3529,38508.92,2013
'084901,10.9806,16.8979,6.9405,48368.22,2013
'084902,12.2128,17.489,8.7167,48856.82,2013
'084903,11.4444,8.7825,6.4074,40129.4,2013
'084904,13.1747,16.7167,8.8708,48685.49,2013
'084906,11.0324,16.1235,7.2221,49818.46,2013
'084908,13.6251,16.1935,7.6735,46698.44,2013
'084909,9.2625,17.6899,6.46,47537.41,2013
'084910,11.5263,16.0928,7.3306,49208.84,2013
'084911,14.8099,17.4197,10.1876,49560.26,2013
'085902,13.0515,9.2172,7.7216,43363.55,2013
'085903,12.1286,9.6223,4.7989,37812.25,2013
'086024,10,9.6705,2.3333,44153.02,2013
'086901,14.7232,13.6579,8.9731,47512.9,2013
'086902,14.4427,11.8987,8.2628,48692.74,2013
'087901,13.9697,9.633,7.0909,48182.79,2013
'088902,14.96,12.6498,9.7992,45582.19,2013
'089901,12.0476,14.2535,7.6238,45366.77,2013
'089903,13.0434,13.2535,7.6364,44970.56,2013
'089905,7.2456,11.7547,4.4698,37739.03,2013
'090902,11.5942,8.8957,7.5679,42647.93,2013
'090903,12.3341,8.1762,8.1307,39723.74,2013
'090904,11.281,13.8595,8.1956,44501.8,2013
'090905,7.5,11.6176,7.5,36939.11,2013
'091901,14.7333,12.8552,8.5333,45074.75,2013
'091902,12.7604,12.5953,7.414,45819.64,2013
'091903,13.8256,13.4542,9.17,47278.26,2013
'091905,15.5652,13.5341,8.0598,44231.09,2013
'091906,11.9697,13.8382,7.8295,46872.41,2013
'091907,10.1095,11.0467,3.6823,37732.19,2013
'091908,14.5207,14.6882,7.6406,45704.07,2013
'091909,14.1122,13.5398,9.7944,43538.36,2013
'091910,12.0132,13.0633,7.7632,44869.24,2013
'091913,15.2758,14.8787,9.5028,47848.59,2013
'091914,14.4925,15.0535,7.4776,43353.13,2013
'091917,14.1717,9.6156,8.1919,47268.97,2013
'091918,13.7369,11.2456,10.0743,42234.24,2013
'092801,14.1157,13.996,5.5744,45125.33,2013
'092901,15.7995,13.9406,10.4098,44122.64,2013
'092902,14.0693,13.8103,9.8572,42305.96,2013
'092903,13.2688,15.9254,8.2267,45855.3,2013
'092904,14.3473,14.8527,8.5653,44848.82,2013
'092906,14.385,12.8703,8.6252,42515.6,2013
'092907,14.6204,15.9351,9.164,43268.94,2013
'092908,14.6695,14.2837,9.3644,46454.94,2013
'093901,9.6814,12.9672,5.1858,43738.69,2013
'093903,12.907,11.3661,8.093,46039.05,2013
'093904,10.9265,13.2876,7.666,43367.13,2013
'093905,9.4286,7.8407,5.3333,39212.83,2013
'094901,11.8136,15.9062,8.5063,46953,2013
'094902,11.1966,17.6371,7.0888,52828.87,2013
'094903,13.4524,15.2766,7.367,45014.47,2013
'094904,13.7167,13.8087,8.377,45761.24,2013
'095901,13.9775,11.116,7.9326,42049.91,2013
'095902,15.1622,9.1412,7.4583,41102.78,2013
'095903,10.9533,12.5754,7.3832,38767.78,2013
'095904,8.913,11.8262,4.9565,38285.85,2013
'095905,12.8857,14.5429,9.5201,46034.86,2013
'096904,14.0625,10.7192,9.4219,41514.1,2013
'096905,14.75,7.7959,10.8214,40996.6,2013
'097902,15.3009,11.0897,0,43483.48,2013
'097903,11.0362,10.5288,6.1326,42350.55,2013
'098901,11.2308,9.8553,6.5769,44369.86,2013
'098903,17.7333,8.6559,10.6667,49974.27,2013
'098904,15.3308,11.4152,9.0785,47668.89,2013
'099902,14.5217,9.5217,5.5652,43100.38,2013
'099903,14.6164,9.7318,9.1781,41566.76,2013
'100903,14.3204,12.7577,9.744,42283.52,2013
'100904,12.6759,14.4404,9.9011,44840.14,2013
'100905,13.5063,13.7611,8.9375,42402.66,2013
'100907,13.1734,16.3261,8.953,42714.43,2013
'100908,10.128,12.3106,6.848,40992.7,2013
'101801,11.3333,23.2,1.6667,37166.67,2013
'101802,7.6615,16.737,4.2038,47350.06,2013
'101803,8.946,15.3991,3.4166,36630.13,2013
'101804,5.6003,12.3869,4.0136,42293.1,2013
'101805,3.973,12.3351,1.1225,45079.24,2013
'101806,4.1077,17.0213,2.0933,47009.75,2013
'101807,11.6968,19.8023,5.8455,50221.89,2013
'101809,8.1031,10.975,3.7317,46484.59,2013
'101810,4.6612,19.7432,1.8073,38893.62,2013
'101811,13.1325,8.6826,5.9846,40642.52,2013
'101812,2.4762,18.1748,1.7381,41805.94,2013
'101813,3.9904,18.7894,1.7489,48624.57,2013
'101814,10.7919,19.7675,2.3548,44433.43,2013
'101815,4.6785,28.6873,4.6785,43480.66,2013
'101819,4.8858,22.05,2.7239,44675.48,2013
'101821,7.5882,12.1166,3.4118,39056.28,2013
'101822,14.7019,17.5837,0.2512,33531.64,2013
'101828,5.1566,21.838,1.8795,34854.18,2013
'101829,5,18.2862,3.8571,41074.31,2013
'101833,8.0497,26.6215,4.5666,42719.17,2013
'101837,9.5769,15.1983,4.6923,47625.85,2013
'101838,5.0222,20.1404,1.3148,44293.12,2013
'101840,4.9185,26.6773,4.9185,43700.77,2013
'101842,11.9441,10.8432,6.4828,42017.82,2013
'101845,3.7822,15.2755,1.5684,48504.02,2013
'101846,1.6613,16.0353,1.1968,40998.61,2013
'101847,7.9063,14.0631,6.125,44788.74,2013
'101848,3.2072,15.1583,1.0863,37840.28,2013
'101849,4.4115,12.068,1.0018,40718.75,2013
'101850,1.5947,20.1869,1.5947,36556.71,2013
'101852,1.7,7.4997,0,30331.38,2013
'101853,3.7196,18.1637,1.2523,45190.69,2013
'101854,5.4099,15.5839,0.2072,34416.5,2013
'101855,9.457,10.9077,2.9683,37456.93,2013
'101856,2.5865,23.2787,2.1473,50714.39,2013
'101858,1.9531,17.034,1.3137,40447.47,2013
'101859,4.979,14.0522,2.1065,45823.15,2013
'101860,3.5323,18.4994,1.3295,48426.63,2013
'101861,0.5374,24.3144,0.2351,40983.33,2013
'101862,1.1294,17.7804,0.9529,40506.53,2013
'101863,7.1132,15.0833,0,35899.43,2013
'101864,1.4444,12.7217,0.6667,44816.33,2013
'101865,5.3182,18.2758,1.3409,32517.86,2013
'101867,0,12.2188,0,38585.16,2013
'101902,9.8276,16.9991,6.5109,51466.31,2013
'101903,10.4259,14.7498,10.0855,52243.93,2013
'101905,11.3451,15.7804,7.9805,51902.21,2013
'101906,11.1153,17.0958,7.6055,50461.12,2013
'101907,10.7755,17.1683,7.8009,51474.3,2013
'101908,12.5029,15.6384,9.4159,54585.48,2013
'101909,10.9117,18.8746,8.8814,48579.1,2013
'101910,11.0325,14.8721,8.6413,49754.35,2013
'101911,10.6973,15.8461,10.6973,53414.15,2013
'101912,11.3252,18.4878,9.2758,51922.24,2013
'101913,10.4827,15.7925,6.6716,49152.99,2013
'101914,11.404,15.8315,6.9786,51797.38,2013
'101915,12.5043,15.6028,7.9062,52400.15,2013
'101916,12.4344,16.7222,9.0671,52611.29,2013
'101917,9.5125,15.5845,7.5893,51331.22,2013
'101919,8.7279,16.7625,5.612,48555.48,2013
'101920,12.5713,15.9434,9.0547,52160.72,2013
'101921,11.8571,16.4854,6.6393,52137.35,2013
'101924,7.8022,16.4962,4.6106,48938.14,2013
'101925,10.8631,16.2833,6.4714,49030.65,2013
'102901,7.7199,8.7285,4.7983,37163.63,2013
'102902,10.2038,14.8728,7.0477,42587.47,2013
'102903,11.0956,11.5489,6.6962,39072.71,2013
'102904,12.7043,14.2366,8.0943,42153.81,2013
'102905,11.806,12.3643,7.4478,41903.75,2013
'102906,13.4101,11.7628,8.3303,41838.3,2013
'103901,10.5556,10.5908,6.6111,41843.02,2013
'103902,12.0811,10.8737,4.6757,42676.61,2013
'104901,16.0256,10.3719,9.9615,40958.27,2013
'104903,16.2918,7.841,9.848,39411.92,2013
'104907,8.7561,9.8913,5.2561,35199.66,2013
'105801,6.1341,7.0921,2.3014,34196.22,2013
'105802,0.9248,12.7621,0.9248,28988.91,2013
'105902,12.8999,13.8563,8.733,47574.05,2013
'105904,12.1235,17.5765,6.3554,47620.11,2013
'105905,14.5439,14.6377,8.3546,47803.03,2013
'105906,10.2355,15.9624,6.2783,45612.11,2013
'106901,13.0595,11.8326,6.3308,47069.62,2013
'107901,12.1791,15.3069,6.4854,42897.24,2013
'107902,14.7225,15.539,9.7675,42538.97,2013
'107904,11.8073,13.9467,6.5596,40046.38,2013
'107905,13.1081,13.407,9.1351,44343.6,2013
'107906,13.9841,12.3808,8.0437,46851.25,2013
'107907,8.9947,9.6777,5.6413,39426.28,2013
'107908,11.8777,14.3168,9.1582,34370.53,2013
'107910,15.3,11.94,9.34,44883.58,2013
'108801,6.0074,22.9789,3.0052,37279.99,2013
'108802,4.8644,14.937,1.9838,39703.84,2013
'108804,2.3601,14.4097,0.5154,34677.24,2013
'108807,2.709,21.5647,1.3284,43789.18,2013
'108808,6.8322,17.1556,2.0142,51574.18,2013
'108809,1.8,11.8005,0,41500.34,2013
'108902,8.9089,16.1532,7.4364,47715.45,2013
'108903,10.2333,14.1323,8.7082,44772.92,2013
'108904,12.9867,15.3101,10.062,50219.58,2013
'108905,11.7954,14.3084,8.4888,46780.57,2013
'108906,13.4147,15.5137,10.419,48998.56,2013
'108907,11.2289,15.1781,9.4245,47241.68,2013
'108908,11.8221,15.43,9.2156,48561.85,2013
'108909,10.6662,15.877,8.7529,48717.56,2013
'108910,7.2982,14.8444,5.6597,44611.97,2013
'108911,12.2529,17.7896,7.2087,49862.11,2013
'108912,10.4428,14.9069,8.2784,48969.94,2013
'108913,14.285,16.4841,11.7972,53171.82,2013
'108914,8.7982,14.1754,5.7686,43319.97,2013
'108915,10.806,16.603,7.4328,44077.65,2013
'108916,8.0207,15.1147,5.2454,44030.45,2013
'109901,16.9014,11.6836,13.7094,43074.36,2013
'109902,14.4443,10.626,7.8489,39762.9,2013
'109903,9.8476,13.3234,4.6868,40348.99,2013
'109904,9.315,13.0698,4.6051,42335.38,2013
'109905,15.0316,10.9239,7.5326,41956.15,2013
'109907,11.1772,13.4551,5.2673,45807.85,2013
'109908,11.2549,10.1662,5.5296,41433.59,2013
'109910,8.2069,9.0417,5.5862,38977.29,2013
'109911,12.7018,14.076,6.3772,43108.72,2013
'109912,11.0652,12.5275,5.6739,39502.04,2013
'109913,11.8918,11.4795,6.4157,41382.79,2013
'109914,8.9545,8.5908,6.0909,38051.01,2013
'110901,10.7727,11.6634,5.1818,38640.62,2013
'110902,12.4317,12.3961,8.5403,42404.84,2013
'110905,14.6158,9.4467,9.4096,43234.02,2013
'110906,14.3869,11.3527,8.4077,40513.17,2013
'110907,16.8675,10.838,10.8072,52629.68,2013
'110908,13.7,10.873,8.6,41694.55,2013
'111901,13.0954,14.8805,8.0023,50245.71,2013
'111902,12.8462,12.9992,8.6923,42204.49,2013
'111903,12.8448,12.0691,6.8276,44056.14,2013
'112901,14.0673,13.7836,9.6358,43069.59,2013
'112905,13.5366,10.7945,7.7317,40567.66,2013
'112906,12.9231,12.6203,8.9487,40053.62,2013
'112907,11.4091,10.1817,8.5909,37205.68,2013
'112908,11.1615,12.4011,6.9285,40947.82,2013
'112909,16.8519,9.5742,8.463,42890.6,2013
'112910,10.381,11.5592,6.9524,37378.79,2013
'113901,12.7691,13.9695,7.6515,42167.52,2013
'113902,18.3856,11.6489,11.3195,44074.03,2013
'113903,19.9073,10.3743,10.3958,47143.54,2013
'113905,11.5343,11.9152,5.1904,39788.04,2013
'113906,15.0789,8.6017,7.7368,42127.19,2013
'114901,9.7642,16.4239,6.4575,42284.03,2013
'114902,15.3778,14.0541,8.8236,46664.85,2013
'114904,16.11,13.737,8.51,46219.24,2013
'115901,9.9348,11.4866,7.3261,47320.05,2013
'115902,8.1429,11.6689,4.9286,37916.05,2013
'115903,14.5455,5.727,7.8182,46315.44,2013
'116801,5.7554,13.0271,2.4014,33376.72,2013
'116901,12.6351,14.0567,7.2691,44898.53,2013
'116902,15.1739,11.9762,8.6087,43714.08,2013
'116903,12.0403,13.3252,7.2903,43395.21,2013
'116905,11.9969,13.2446,8.8605,43747.53,2013
'116906,11.5632,12.747,6.5057,40304.54,2013
'116908,10.6069,16.5657,7.6242,42827.5,2013
'116909,11.6275,12.8121,7.5686,42640.26,2013
'116910,9.0528,10.823,5.4871,35731.68,2013
'116915,9.7465,13.1841,5.6474,40460.67,2013
'116916,11.4426,10.8678,6.4426,39301.73,2013
'117901,12.3194,14.0301,7.961,45237,2013
'117903,12.1942,12.5146,9.0696,42956.53,2013
'117904,16.6892,9.0901,10.9324,48902.67,2013
'117907,10.375,13.4985,8.5,39992.25,2013
'118902,16.5667,10.7131,6.1333,44978.2,2013
'119901,15.1556,10.5336,7.0667,42913.47,2013
'119902,14.9892,11.3968,10.0968,47815.75,2013
'119903,13.697,12.0957,8.7879,43885.71,2013
'120901,14.007,14.0894,8.6367,44378.92,2013
'120902,13.5857,13.6977,9.2571,43611.08,2013
'120905,14.5437,13.723,9.3592,44751.32,2013
'121902,12.7674,11.0054,8.7209,43126.42,2013
'121903,12.245,12.7187,9.4027,41350.41,2013
'121904,14.0239,12.3563,9.2393,43554.43,2013
'121905,14.7783,14.7896,10.5425,42535.64,2013
'121906,12.7609,11.6923,7.087,42268.08,2013
'122901,15.0682,8.2202,6.75,44446.22,2013
'122902,17.5777,4.4294,10.7611,40508.92,2013
'123803,3.8861,16.7685,1.8653,35564.87,2013
'123805,6.1689,12.2522,3.1728,37098.81,2013
'123807,3.411,10.9436,1.1086,36980.46,2013
'123905,15.5324,15.4433,11.9047,48042.9,2013
'123907,12.4016,15.7557,9.4162,45687.47,2013
'123908,15.447,14.3051,10.9719,47652.4,2013
'123910,13.6552,14.0947,10.8353,48935.05,2013
'123913,7.7857,12.3626,4.5,45586.22,2013
'123914,14.0476,12.8091,9.1293,43297.05,2013
'124901,12.8582,14.1129,9.0687,48291.22,2013
'125901,12.1922,15.6286,9.0413,43398.17,2013
'125902,14.6122,13.755,7.9184,41936.48,2013
'125903,14.6154,15.3242,9.4965,44091.6,2013
'125905,11.3828,12.6656,3.787,40559.55,2013
'125906,9.0667,14.8407,6.4,45510.51,2013
'126901,10.8702,16.9506,7.4423,47458.59,2013
'126902,10.0279,15.8552,6.1816,47795.08,2013
'126903,12.0867,14.9838,8.163,49654.21,2013
'126904,9.8952,13.1857,5.8571,46147.21,2013
'126905,13.0647,14.2788,7.8711,52282.48,2013
'126906,10.4815,12.8052,7.0876,43924.97,2013
'126907,12.2329,13.5904,6.3014,44872.81,2013
'126908,9,15.3849,4.6179,45255.09,2013
'126911,13.2397,13.1966,7.1617,48623.59,2013
'127901,11.5667,10.2951,7.0591,39971.47,2013
'127903,15.0499,10.9269,9.4812,41665.89,2013
'127904,13.6051,11.2583,9.2611,40885.11,2013
'127905,9.6,7.1248,7.45,35127.1,2013
'127906,15.0286,11.799,9.1286,42096.42,2013
'128901,11.8426,13.8873,7.8289,46066.03,2013
'128902,10.6029,11.2807,4.7941,41950.81,2013
'128903,5.5186,10.6679,3.5949,41029.04,2013
'128904,16,12.2211,10.0278,49933.22,2013
'129901,9.066,16.7828,5.2284,45123.37,2013
'129902,10.6163,16.6403,5.3643,48255.79,2013
'129903,13.1676,14.5303,7.721,48107.03,2013
'129904,10.3876,14.0339,6.267,40891.55,2013
'129905,10.2858,14.5843,6.6773,48851.85,2013
'129906,11.2005,14.473,7.3324,49675.5,2013
'129910,9.7921,13.49,5.5168,42446.86,2013
'130801,2.8969,8.1172,0.4592,45903.98,2013
'130901,14.5136,16.0457,7.9609,49861.02,2013
'130902,13.6141,11.9787,7.0496,45184.58,2013
'131001,16.6,8.3,5.1,50227.45,2013
'132902,13.0909,7.2649,7.5455,46326.57,2013
'133901,11.366,14.3836,7.4918,42887.85,2013
'133902,12.91,13.4164,8.8631,44468.58,2013
'133903,14.5321,14.9213,9.7253,49219.82,2013
'133904,12.944,12.6768,6.7098,42293.12,2013
'133905,20.0054,10.9308,17.4919,56717.56,2013
'134901,15.2778,12.97,9.6806,44052.23,2013
'135001,18.619,4.6884,9.5714,54987.88,2013
'136901,11.2898,11.3514,7.3656,43461.58,2013
'137901,13.5113,14.5106,9.8373,42096.63,2013
'137902,14.7556,15.1331,9.3778,49535.12,2013
'137903,15.7416,11.1318,10.5955,45206.64,2013
'137904,11.9583,11.4612,6.0208,43715.39,2013
'138902,12.1437,9.1933,6.3773,38742.68,2013
'138903,17.525,10.2972,9.025,40929.59,2013
'138904,13.4333,6.8456,5.3659,37959.09,2013
'139905,14.9905,11.8985,10.5876,41694.48,2013
'139908,14.087,8.2544,0,40110.07,2013
'139909,13.6668,11.4103,10.0682,39421.5,2013
'139911,15.7018,11.7781,11.9987,42570.48,2013
