DISTRICT,DPSTEXPA,DPSTKIDR,DPSTTENA,DPSTTOSA,YEAR
'071901,9.3966,17.0495,5.8317,42478.34,2006
'071902,12.472999999999999,14.3666,9.9419,40948.15,2006
'071903,9.6429,14.1633,6.7987,40576.29,2006
'071904,9.7474,14.4581,5.7228,43594.34,2006
'071905,11.5227,15.437000000000001,10.0317,43497.37,2006
'071906,13.05,14.9238,9.4667,41292.75,2006
'071907,11.9832,13.8828,7.923999999999999,41306.82,2006
'071908,9.3654,15.049000000000001,3.2119,38798.15,2006
'071909,9.4891,16.7896,6.1778,41985.61,2006
'072801,4.0,17.7164,2.0,36887.11,2006
'072901,9.0164,7.244,4.718999999999999,36309.34,2006
'072902,12.9245,13.6287,8.3868,37355.75,2006
'072903,14.686,15.549000000000001,9.6589,38359.2,2006
'072904,10.375,9.5004,8.375,33427.27,2006
'072908,12.964,10.4685,5.367999999999999,36122.57,2006
'072909,13.5441,9.5488,9.8336,34827.66,2006
'072910,16.3284,9.3647,11.565999999999999,41716.4,2006
'073901,8.1282,11.6975,3.5897,33249.51,2006
'073903,13.2961,13.1893,5.8320000000000025,37600.31,2006
'073904,15.24,11.1987,7.4,35508.73,2006
'073905,13.4843,12.5742,8.6004,35774.47,2006
'074903,12.9589,14.222999999999999,9.5127,37492.11,2006
'074904,13.5172,11.2961,9.3448,35447.28,2006
'074905,14.7544,11.7868,10.2105,37184.98,2006
'074907,14.6296,10.3005,9.8963,38808.26,2006
'074909,11.4179,13.5737,6.2388,34950.79,2006
'074911,10.5,10.8238,6.6563,30559.26,2006
'074912,11.4752,12.6315,5.9521,35121.92,2006
'074917,13.1264,11.3941,9.4598,36625.66,2006
'075901,14.0402,12.4246,7.9298,36592.2,2006
'075902,14.9202,13.5051,9.7178,38348.85,2006
'075903,14.8696,14.2293,8.3739,38983.33,2006
'075906,12.8571,10.42,7.2857,34647.75,2006
'075908,16.6851,11.1884,11.8178,38914.48,2006
'076903,13.439,10.2254,9.0244,39286.59,2006
'076904,11.8085,10.6575,6.6596,36854.15,2006
'077901,12.1688,10.3305,8.2869,35611.72,2006
'077902,12.7372,10.7374,9.292,37275.41,2006
'078901,13.7622,10.6633,7.2378,35726.08,2006
'079901,11.1425,15.7682,6.8858,43969.79,2006
'079906,13.7745,15.431,8.9491,41222.76,2006
'079907,10.5159,17.1646,6.4594,44758.0,2006
'079908,4.6,11.9,1.9,33741.2,2006
'079910,9.6741,15.247,4.6287,42909.67,2006
'080901,13.4909,13.4169,7.9336,38543.81,2006
'081902,11.7008,14.4811,7.5709,40012.7,2006
'081904,12.5768,13.0399,7.5021,38008.86,2006
'081905,10.5,10.8333,5.74,35282.53,2006
'081906,8.1695,11.9575,6.2224,34981.1,2006
'082902,14.9846,11.7901,9.2061,41208.8,2006
'082903,12.7609,13.8593,9.4188,37921.33,2006
'083901,11.9296,9.1846,7.0845,37661.89,2006
'083902,14.6774,8.0111,9.086,38924.23,2006
'083903,14.3392,13.3943,9.3485,43192.32,2006
'084801,5.35,14.0999,2.225,35487.21,2006
'084802,4.3152,13.7963,1.0077,35030.75,2006
'084901,10.8989,15.4494,6.2234,41023.93,2006
'084902,9.9465,14.7428,7.1979,41834.07,2006
'084903,9.8324,10.9035,6.7255,33451.83,2006
'084904,9.6144,14.9582,6.3337,40061.94,2006
'084906,13.4181,15.7547,9.0478,44125.25,2006
'084908,11.6596,14.1943,6.4662,40255.94,2006
'084909,10.2509,16.4447,6.7112,40660.18,2006
'084910,11.8656,17.0617,6.9132,44247.22,2006
'084911,12.5315,17.0879,8.3075,44176.05,2006
'085902,12.5783,10.892999999999999,7.6270000000000024,37680.19,2006
'085903,10.2353,8.2938,7.0588,33291.15,2006
'086024,18.0,12.6365,17.5,42317.02,2006
'086901,16.5126,13.5011,9.5695,39741.23,2006
'086902,13.459000000000001,13.3496,6.8361,39751.02,2006
'087901,13.7076,10.0203,8.5572,42176.45,2006
'088902,14.7034,12.4929,9.6017,38223.52,2006
'089901,12.64,13.4403,8.17,36249.38,2006
'089903,12.4662,13.5302,8.9259,38121.44,2006
'089905,10.4242,9.1221,5.0303,36288.27,2006
'090902,10.1035,9.6375,5.8702,29434.62,2006
'090903,12.2591,11.5663,6.9499,35188.77,2006
'090904,14.4789,13.875,10.0567,38491.69,2006
'090905,12.0,13.8183,3.3333,37487.21,2006
'091901,16.5063,11.1275,9.0633,38471.96,2006
'091902,12.0377,11.9897,5.8491,38005.04,2006
'091903,13.5867,14.1628,7.7346,38449.0,2006
'091905,12.8718,13.2553,6.5641,37198.16,2006
'091906,10.7902,13.1795,7.1272,39001.71,2006
'091907,7.2685,10.5631,4.2379,33609.88,2006
'091908,11.792,13.6178,5.9603,37727.38,2006
'091909,11.9822,14.0275,6.3664,37896.16,2006
'091910,14.2054,12.6045,8.5314,40062.14,2006
'091913,13.0179,13.530999999999999,6.9286,38633.78,2006
'091914,13.9664,13.3721,7.697999999999999,39124.28,2006
'091917,11.8932,9.6207,5.8328,39147.55,2006
'091918,12.5481,12.6947,7.7037,36890.63,2006
'092801,12.8272,18.458,2.4815,40667.41,2006
'092901,13.1393,14.1666,8.1176,36109.52,2006
'092902,12.8058,13.2436,8.7485,37987.94,2006
'092903,13.2156,14.7935,7.505,39069.87,2006
'092904,13.7385,14.0421,8.3783,35438.88,2006
'092906,16.1321,12.9549,9.7453,37627.4,2006
'092907,14.5799,14.6301,9.5347,36094.64,2006
'092908,12.1,14.7658,7.6727,33842.14,2006
'093901,11.4883,13.0095,4.6698,36957.86,2006
'093903,12.4615,12.259,8.022,39121.32,2006
'093904,12.7124,14.1743,8.8844,39721.87,2006
'093905,13.7778,9.8745,7.0,35769.02,2006
'094901,11.5413,13.9465,7.9847,39205.06,2006
'094902,9.3851,15.4246,5.4851,41046.88,2006
'094903,12.5882,14.6339,6.1616,37768.91,2006
'094904,12.6061,13.8046,8.0512,39463.96,2006
'095901,14.2733,11.6902,8.6105,39179.98,2006
'095902,10.9126,9.0427,7.7241,32822.33,2006
'095903,11.0692,10.9201,5.8462,34558.72,2006
'095904,14.3906,10.7822,9.25,36347.76,2006
'095905,11.3058,14.4022,8.236,37583.77,2006
'096904,14.449000000000002,10.164,8.7519,36307.78,2006
'096905,14.9295,10.0371,12.1256,36921.63,2006
'097902,12.8083,11.5615,7.8497,36578.11,2006
'097903,11.7067,11.9107,6.8133,34918.08,2006
'098901,12.7801,9.8611,8.7905,36659.99,2006
'098903,13.1538,8.5947,5.6923,39367.37,2006
'098904,14.4242,9.9794,7.6143,38462.27,2006
'099902,10.6436,8.4654,6.1487,33143.88,2006
'099903,13.4782,10.5923,8.6154,34996.95,2006
'100903,11.4848,12.8254,7.4142,36636.0,2006
'100904,12.7013,13.3072,9.3142,38968.4,2006
'100905,13.5153,13.1575,7.9755,36659.97,2006
'100907,11.8884,13.6589,6.7235,36695.79,2006
'100908,12.2059,11.3533,6.6029,36255.46,2006
'101801,9.2,25.1,0.8,27945.2,2006
'101802,6.8188,13.610999999999999,2.5772,40941.2,2006
'101803,5.1770000000000005,13.0018,0.9671,32279.77,2006
'101804,4.2572,19.4875,2.3075,36539.73,2006
'101805,5.0159,14.6655,2.4416,37542.25,2006
'101806,5.9655,15.949000000000002,1.8966,36841.88,2006
'101807,7.8375,19.8457,3.343,44167.9,2006
'101809,6.0544,15.5176,1.1748,36224.94,2006
'101810,8.0244,16.320999999999998,2.6829,30536.97,2006
'101811,8.3125,15.4297,2.3958,33328.07,2006
'101812,1.9002,19.4702,0.1494,34472.71,2006
'101813,4.1216,14.5571,1.0264,38037.55,2006
'101814,10.0169,20.0,0.9492,31352.19,2006
'101815,3.8889,23.6672,3.8889,35327.68,2006
'101817,3.9055,40.7823,2.4545,44998.91,2006
'101818,16.6667,16.4818,2.1111,25915.3,2006
'101819,2.3168,15.4912,1.4409,40914.53,2006
'101820,2.4131,37.2488,2.4131,17644.35,2006
'101821,7.3573,16.0585,2.5371,36918.18,2006
'101822,12.5791,11.8686,0.16699999999999998,31234.04,2006
'101823,2.2778,24.1111,2.2778,35766.67,2006
'101827,6.3157,-2.0,2.4534,53305.56,2006
'101828,2.7234,13.3275,2.7234,36152.23,2006
'101829,4.3453,17.6117,1.0,34187.44,2006
'101831,4.6364,32.1467,1.9091,32464.13,2006
'101833,4.5343,17.6713,0.7573,31593.38,2006
'101834,5.1223,14.9366,0.5306,30386.0,2006
'101837,10.3846,15.8631,2.3846,41421.93,2006
'101838,6.5115,36.0144,1.1311,37993.94,2006
'101840,7.3962,15.6607,1.6378,28522.72,2006
'101842,10.4264,16.6406,2.2078,28375.3,2006
'101843,8.4348,32.1736,2.3913,18000.0,2006
'101845,3.7111,13.452,1.8361,37062.52,2006
'101846,2.4031,14.4806,1.3331,34832.81,2006
'101847,3.0455,15.9666,3.0455,33718.17,2006
'101848,5.2692,12.8329,1.0,27551.67,2006
'101849,6.2617,20.4132,0.7765,32950.8,2006
'101850,5.6196,11.2417,0.1874,32701.27,2006
'101851,2.6667,29.9985,1.3333,29431.57,2006
'101852,3.5556,11.1132,0.7778,33297.84,2006
'101853,1.0131,26.6616,0.4144,35456.75,2006
'101854,4.1,18.7506,0.6,33320.0,2006
'101855,1.6,26.6,0.0,27200.0,2006
'101856,3.3099,17.3243,1.7606,35514.1,2006
'101857,1.6091,13.3996,0.5414,33927.14,2006
'101902,10.5555,15.1153,6.7805,46060.85,2006
'101903,8.882,15.4903,5.7549,45880.37,2006
'101905,9.6388,16.5695,5.934,42867.13,2006
'101906,10.6547,15.4006,6.9426,42247.73,2006
'101907,10.3076,15.5985,6.5363,42865.39,2006
'101908,14.1437,16.229,10.2575,48181.14,2006
'101909,13.9844,15.328,11.6251,40551.73,2006
'101910,8.8352,13.2353,6.307,41523.34,2006
'101911,11.5985,17.7959,8.3276,44792.78,2006
'101912,11.7937,17.3717,9.478,44950.2,2006
'101913,10.5761,15.5056,6.8291,42587.43,2006
'101914,10.9842,14.9631,5.8538,44807.79,2006
'101915,13.4477,16.2186,7.9825,46992.02,2006
'101916,11.2429,16.3259,7.6066,42038.06,2006
'101917,10.3087,16.0227,7.5476,42666.96,2006
'101919,9.191,15.6926,6.0901,42558.89,2006
'101920,11.3677,14.308,7.7924,45080.49,2006
'101921,11.7969,15.7514,6.5589,43047.91,2006
'101924,8.6092,16.0103,5.5466,40770.76,2006
'101925,10.6596,16.9394,6.4949,39985.92,2006
'102901,15.9565,10.9114,8.6522,35543.07,2006
'102902,12.5087,14.4357,8.1644,38395.78,2006
'102903,12.7261,10.8874,7.6801,35015.22,2006
'102904,13.5221,14.307,9.2555,38263.11,2006
'102905,14.619000000000002,11.6374,7.4286,37500.4,2006
'102906,13.908,11.9929,8.8796,36521.13,2006
'103901,12.005999999999998,7.9836,6.497000000000001,35130.01,2006
'103902,11.6111,8.6109,5.3889,34730.01,2006
'104901,16.0139,10.4001,11.2014,35294.43,2006
'104903,18.35,8.7776,10.5,38379.78,2006
'104907,8.3684,6.9476,3.7895,31687.73,2006
'105801,9.3915,6.7116,2.2714,25231.05,2006
'105802,0.5048,22.6442,0.5048,26627.84,2006
'105902,13.1369,14.8175,8.9344,41423.49,2006
'105904,12.5576,15.7647,6.3122,40564.41,2006
'105905,13.7459,13.3107,6.4983,40544.77,2006
'105906,9.4755,15.6298,4.8731,38554.67,2006
'106901,16.4603,10.1344,9.868,40213.39,2006
'107901,12.6398,13.4545,6.4272,37640.46,2006
'107902,12.9825,14.6966,8.2181,37246.42,2006
'107904,10.187000000000001,12.9715,5.7878,35519.42,2006
'107905,10.0238,13.777000000000001,6.2302,36813.62,2006
'107906,11.6581,11.677,6.4368,37959.09,2006
'107907,7.3902,13.1696,3.5122,33069.42,2006
'107908,10.3571,11.0001,5.1429,35869.82,2006
'107910,14.9162,12.8033,8.7883,39374.88,2006
'108801,5.9692,19.4118,1.0612,30975.72,2006
'108802,3.5,13.5846,0.7917,31428.45,2006
'108804,0.9304,23.0079,0.09300000000000001,24679.9,2006
'108806,12.6471,15.0,0.2941,35936.94,2006
'108807,7.3833,16.9745,1.7667,44344.33,2006
'108808,5.375,17.875,1.9375,38533.25,2006
'108902,9.0832,14.9553,6.681,38647.59,2006
'108903,10.3757,15.9751,8.46,40001.44,2006
'108904,11.6446,15.8338,8.6752,42435.92,2006
'108905,10.4343,14.1841,6.2598,40630.79,2006
'108906,12.9446,14.8491,9.3946,45005.36,2006
'108907,10.9755,14.8367,8.9453,41099.61,2006
'108908,11.5362,15.9439,8.109,41920.8,2006
'108909,10.7817,16.3075,8.8376,41129.71,2006
'108910,7.6652,13.2713,4.7557,38195.31,2006
'108911,11.2811,17.0687,5.2296,41327.89,2006
'108912,9.5501,15.7046,6.5598,42597.86,2006
'108913,11.4333,15.5189,8.9005,43569.64,2006
'108914,13.1277,12.722999999999999,8.5785,40050.09,2006
'108915,12.1049,15.4428,9.1752,40615.58,2006
'108916,6.3017,16.9104,3.9588,38201.85,2006
'109901,16.0434,10.9591,10.5904,39982.6,2006
'109902,10.5376,10.2663,5.2999,38159.58,2006
'109903,10.2222,11.8225,5.0,36237.29,2006
'109904,11.3754,13.272,4.7014,36068.2,2006
'109905,14.5481,13.504000000000001,7.9329,39762.49,2006
'109907,10.3328,15.8574,5.6599,41884.81,2006
'109908,7.2222,10.1004,2.1111,30200.58,2006
'109910,6.6,7.3834,3.7333,30338.89,2006
'109911,11.3319,14.0853,5.7845,36297.46,2006
'109912,11.3684,11.8943,4.0526,34977.6,2006
'109913,10.5528,10.1627,3.5581,34973.1,2006
'109914,10.1771,8.8082,6.369,34110.24,2006
'110901,14.1538,10.9711,7.9487,38168.71,2006
'110902,14.4204,12.4785,10.3429,37070.42,2006
'110905,13.4595,10.1712,9.0541,36760.65,2006
'110906,12.2973,11.8533,6.8919,35562.36,2006
'110907,14.0146,10.3428,8.4372,42588.66,2006
'110908,13.15,9.5304,8.65,36056.44,2006
'111901,11.6675,14.6637,5.9425,41707.31,2006
'111902,9.5357,9.9725,6.25,35427.79,2006
'111903,15.3673,12.6531,8.7551,40007.53,2006
'112901,13.308,13.4461,9.5598,37484.94,2006
'112905,11.5379,10.3573,4.1713,35846.28,2006
'112906,11.717,12.1221,8.5974,35308.49,2006
'112907,13.3639,9.4501,7.0926,35282.55,2006
'112908,10.7764,13.9448,5.0493,34132.36,2006
'112909,10.1458,11.7974,7.5833,37980.62,2006
'112910,12.3864,10.7523,10.8636,34140.53,2006
'113901,12.5178,12.1316,6.2593,34334.97,2006
'113902,16.5985,11.0511,8.4599,37616.47,2006
'113903,17.1453,11.6293,8.5214,40760.07,2006
'113905,11.0996,10.4732,5.0394,33824.38,2006
'113906,14.5,9.5957,6.2895,37636.95,2006
'114901,12.8224,14.1858,8.5691,37699.41,2006
'114902,14.5679,11.4214,8.5309,38180.7,2006
'114904,12.102,14.3418,7.5306,38364.1,2006
'115901,9.0392,12.454,4.3529,39839.94,2006
'115902,13.6923,12.308,6.0769,39034.15,2006
'115903,7.3242,8.1809,5.0646,38341.84,2006
'116801,2.8085,8.6506,0.7447,26107.41,2006
'116901,11.0439,12.6918,5.1667,36623.48,2006
'116902,11.7439,12.3672,6.1751,37003.42,2006
'116903,11.0075,13.8481,6.9552,36984.73,2006
'116905,12.1786,13.9463,8.6321,39954.69,2006
'116906,10.8343,12.9964,4.6841,34683.98,2006
'116908,10.615,15.3869,6.3755,37565.67,2006
'116909,12.7784,13.9975,8.7755,37293.58,2006
'116910,11.48,11.5217,5.303999999999999,35322.3,2006
'116915,11.3053,13.8884,5.4947,35558.94,2006
'116916,7.7629,11.6861,3.5109,34377.76,2006
'117901,13.1076,14.2587,9.7607,37456.43,2006
'117903,11.9154,10.8629,8.3806,36223.56,2006
'117904,14.4366,9.0869,9.331,39516.94,2006
'117907,6.2308,15.228,6.0769,33754.67,2006
'118902,14.2131,12.0333,7.2459,39185.99,2006
'119901,11.7067,11.8052,4.8505,35433.28,2006
'119902,12.8774,11.2498,9.3868,36334.19,2006
'119903,11.5359,12.0573,7.7839,36004.82,2006
'120901,12.7206,13.4625,8.5182,38139.93,2006
'120902,15.5662,11.7083,10.5165,37971.64,2006
'120905,12.7164,11.4064,7.1252,39463.81,2006
'121902,15.6111,9.041,6.5833,39238.49,2006
'121903,13.9365,11.8853,9.9412,36890.8,2006
'121904,14.3485,12.4832,9.722000000000001,36897.59,2006
'121905,12.9384,13.8885,8.7166,36099.81,2006
'121906,11.8667,11.3244,7.4,41104.29,2006
'122901,10.12,8.0653,5.66,36756.7,2006
'122902,11.6667,3.6522,6.5833,35084.8,2006
'123801,6.6487,18.4,0.5169,29139.9,2006
'123802,7.75,21.5,0.75,33948.88,2006
'123803,5.1797,21.9748,2.8842,30060.72,2006
'123804,5.8,23.3421,2.1,35576.7,2006
'123805,8.0455,10.318,1.4091,33159.15,2006
'123905,14.7517,14.5075,10.8297,41290.11,2006
'123907,12.6239,15.2358,9.5684,40785.99,2006
'123908,16.0498,14.3915,11.0494,41833.05,2006
'123910,12.472000000000001,13.2087,9.2816,41640.07,2006
'123913,5.5926,9.5384,1.8519,35484.37,2006
'123914,11.6714,13.8941,8.0143,35208.68,2006
'124901,13.2541,13.1905,9.9834,42263.37,2006
'125901,11.5962,15.0497,11.5962,39304.72,2006
'125902,14.3636,11.7918,7.5455,36901.26,2006
'125903,13.3997,14.5715,7.4213,40621.12,2006
'125905,13.046,9.6758,7.2529,36396.54,2006
'125906,12.8462,11.5383,11.0769,36793.92,2006
'126901,10.1636,15.4383,5.473,39152.52,2006
'126902,11.305,15.6656,6.3475,40061.82,2006
'126903,13.238,15.0236,8.37,42319.76,2006
'126904,10.8348,12.3281,4.4435,37177.86,2006
'126905,11.3838,13.9871,6.3774,42805.32,2006
'126906,11.8348,11.3331,7.1165,37062.43,2006
'126907,11.258,11.0337,5.0943,37178.25,2006
'126908,12.0428,14.3722,4.7485,38442.82,2006
'126911,10.9294,13.3457,5.3824,37807.37,2006
'127901,9.9025,10.0243,6.0516,33508.96,2006
'127903,16.3269,11.1655,10.1923,37830.43,2006
'127904,10.824000000000002,11.3931,7.5239,33584.72,2006
'127905,12.4922,7.1031,8.9982,33883.12,2006
'127906,11.5764,10.8808,8.0439,35529.24,2006
'128901,12.1347,11.7456,8.7791,36801.03,2006
'128902,12.4948,10.686,6.6289,35539.8,2006
'128903,12.2609,9.9783,5.4109,38663.76,2006
'128904,16.9333,12.5962,9.6667,40180.33,2006
'129901,11.3869,15.3641,6.0717,39031.4,2006
'129902,10.3174,16.3591,4.303,40955.52,2006
'129903,12.2698,14.8282,6.4321,41603.2,2006
'129904,11.9782,13.8363,5.419,37446.62,2006
'129905,12.4945,13.7369,6.6832,39827.53,2006
'129906,9.8102,14.8214,5.5655,39438.72,2006
'129910,12.099,15.2425,5.348,37560.76,2006
'130901,13.3624,14.3295,6.0898,40742.87,2006
'130902,10.8074,12.319,4.7568,37647.66,2006
'131001,16.7368,8.1052,3.7368,38528.08,2006
'132902,13.8718,7.4824,7.5128,44302.2,2006
'133901,13.1575,12.0014,7.0472,38505.48,2006
'133902,15.7179,12.3792,7.0256,39001.01,2006
'133903,14.4159,14.5646,8.3108,42047.8,2006
'133904,11.9939,11.6038,5.7103,36665.18,2006
'133905,11.5081,12.3377,8.9946,51632.6,2006
'134901,12.5989,10.4293,8.2316,37287.72,2006
'135001,16.6,5.2912,8.15,44935.05,2006
'136901,14.4789,12.7155,8.9652,40376.95,2006
'137901,13.3698,14.5306,9.1896,37913.24,2006
'137902,13.8696,13.508,9.1304,42486.59,2006
'137903,11.2706,10.1509,7.4958,38432.12,2006
'137904,8.0151,9.2186,2.9786,39369.84,2006
'138902,13.0148,8.6149,7.2384,35499.83,2006
'138903,13.8161,11.3144,7.0805,35301.56,2006
'138904,18.9167,6.4999,10.1667,36084.07,2006
'139905,14.2778,12.6606,8.625,36208.01,2006
'139908,13.2114,9.9879,10.3137,34264.69,2006
'139909,13.7855,12.513,10.0203,36036.02,2006
'139911,13.1367,13.3089,5.0777,36414.65,2006
'139912,14.927,14.1067,8.9079,37293.73,2006
'140901,10.4545,8.8535,6.1818,32575.84,2006
'140904,15.5505,15.5924,10.2844,39577.96,2006
'140905,11.254000000000001,10.7008,5.1683,35169.58,2006
'140906,8.3571,5.2858,6.0714,33336.31,2006
'140907,11.7273,10.5276,8.5682,37966.34,2006
'140908,18.0652,9.4364,11.5435,42219.4,2006
'141801,0.1332,8.1542,0.1332,29104.41,2006
'141901,13.8936,15.4869,8.9697,40801.72,2006
'141902,16.3077,11.55,8.4423,37266.91,2006
'142901,5.9892,12.2949,4.473,37980.79,2006
'143901,16.8781,12.161,9.3057,38620.1,2006
'143902,16.3699,9.4944,12.7831,37686.46,2006
'143903,13.08,12.9781,9.38,36866.72,2006
'143904,13.7778,11.4639,6.4444,39838.64,2006
'143905,13.1111,12.3346,9.2222,33826.23,2006
'143906,16.0,11.7463,9.2857,38787.71,2006
'144901,15.6959,13.3584,9.5203,37730.93,2006
'144902,12.5193,11.8914,7.2155,37705.47,2006
'144903,11.158,8.6076,6.9681,34772.4,2006
'145901,12.0152,12.1437,7.2727,35053.34,2006
'145902,11.4286,10.8701,7.1429,35440.07,2006
'145906,11.9588,13.5,7.0346,35913.39,2006
'145907,11.8933,11.9359,4.2627,35830.18,2006
'145911,13.3807,11.5286,8.7738,37408.66,2006
'146901,10.3305,16.1305,5.8255,42212.98,2006
'146902,10.1046,16.082,6.5009,39207.92,2006
'146903,12.7179,8.6874,8.1026,44498.96,2006
'146904,14.5514,12.6433,9.4673,38304.42,2006
'146905,10.6565,10.7179,6.9076,36241.24,2006
'146906,14.6209,13.604000000000001,10.4693,41312.03,2006
'146907,10.7998,13.5385,5.3455,40630.1,2006
'147901,12.6928,11.9604,4.9451,35951.09,2006
'147902,13.6556,12.7502,0.0837,41752.41,2006
'147903,10.3314,13.6363,7.8457,39031.46,2006
'148901,12.8963,9.6315,9.5203,37233.48,2006
'148902,14.001,8.6975,7.9714,35379.04,2006
'148903,14.4444,5.944,9.1111,37268.96,2006
'148905,14.1905,6.0766,6.1905,38795.07,2006
'149901,15.3983,13.1628,9.3853,40004.98,2006
'149902,14.3378,10.8839,8.1486,40852.57,2006
'150901,13.6198,12.9846,6.7168,37524.56,2006
'152801,11.3975,17.1293,2.9296,35479.23,2006
'152802,6.25,11.5308,1.6875,30104.19,2006
'152803,4.5582,15.1195,1.3341,29783.88,2006
'152804,11.5714,14.4286,3.1429,28242.86,2006
'152901,12.7401,13.6434,9.5753,40675.59,2006
'152902,10.703,11.9344,7.0485,35998.42,2006
'152903,14.3663,11.9708,8.2691,36402.57,2006
'152906,12.0679,13.6267,7.2128,36817.4,2006
'152907,12.8455,15.1032,8.2407,36996.34,2006
'152908,11.1622,12.2527,6.0631,35081.08,2006
'152909,12.2458,12.1063,7.1005,35285.41,2006
'152910,13.7803,12.3316,8.1073,37486.55,2006
'153903,14.4057,9.0949,9.1204,39215.89,2006
'153904,10.4583,10.8496,6.4583,34358.15,2006
'153905,12.6087,8.861,9.2609,34764.7,2006
'153907,7.619,8.619,2.1905,33848.28,2006
'154901,13.5129,14.5281,10.3222,39651.37,2006
'154903,7.5737,11.5622,3.8325,34387.57,2006
'155901,14.972999999999999,12.1723,9.2835,36815.43,2006
'156902,15.5182,11.6066,9.8102,41452.06,2006
'156905,19.25,12.2517,12.1,45324.31,2006
'157901,15.0137,11.8618,7.9795,37934.87,2006
'158901,11.8071,14.0087,8.9937,39654.52,2006
'158902,12.5796,11.9325,9.1529,38334.59,2006
'158904,8.875,7.0,4.0,38708.75,2006
'158905,15.9237,13.9006,10.8168,42929.61,2006
'158906,14.3086,12.0374,7.716,37117.32,2006
'159901,11.5948,16.3573,10.4002,43757.93,2006
'160901,14.3301,11.0554,7.5928,36302.39,2006
'160904,18.7907,8.5341,11.2326,36920.61,2006
'160905,8.3281,8.6147,2.6973,31255.12,2006
'161801,1.5,12.0831,1.5,30741.72,2006
'161802,4.927,9.4776,0.9757,28356.25,2006
'161804,11.0345,19.7936,0.9655,31407.39,2006
'161901,16.9926,12.8244,9.6593,37513.8,2006
'161903,14.6099,16.0583,7.8734,39547.28,2006
'161906,10.1237,12.6123,4.8259,36247.17,2006
'161907,13.7026,15.8935,8.0819,38085.21,2006
'161908,10.5604,12.2452,5.5967,34808.22,2006
'161909,14.3277,11.4224,8.5255,36280.21,2006
'161910,10.562000000000001,12.6863,4.4032,35164.99,2006
'161912,15.2284,11.0729,6.0322,38110.19,2006
'161914,12.0121,14.517999999999999,7.9402,38381.49,2006
'161916,14.1347,15.9281,8.8851,38037.99,2006
'161918,12.2308,14.7538,6.3231,38752.14,2006
'161919,11.7057,10.3703,5.1998,34107.16,2006
'161920,11.2159,16.3283,5.7789,36787.24,2006
'161921,10.7653,16.165,6.7335,36759.02,2006
'161922,13.2308,13.5324,7.0495,37100.25,2006
'161923,11.9966,10.4915,5.1117,35114.38,2006
'161924,20.2105,11.5424,11.2632,39458.84,2006
'161925,9.5455,13.3635,6.0,35328.74,2006
'162904,13.8,9.7186,8.15,44302.45,2006
'163901,12.1761,13.9881,8.1583,38705.07,2006
'163902,10.5932,10.7213,5.7288,35682.18,2006
'163903,9.2892,12.6562,4.5864,35600.21,2006
'163904,12.7143,12.6692,7.6667,36452.69,2006
'163908,10.6596,15.3792,6.09,40493.68,2006
'164901,15.8046,9.836,10.3333,37639.41,2006
'165801,3.8293,17.3672,1.5122,34136.41,2006
'165802,4.0833,13.9718,2.2778,36459.43,2006
'165803,5.5,23.2,0.85,31478.2,2006
'165901,12.3126,14.5872,8.5283,40387.73,2006
'165902,14.1617,15.3631,6.7866,39945.42,2006
'166901,14.3331,13.030999999999999,8.8855,40299.33,2006
'166902,8.3124,9.8453,3.5961,31416.01,2006
'166903,13.5217,10.8754,7.2174,36522.52,2006
'166904,14.0563,14.8318,7.3361,40394.13,2006
'166905,14.1563,11.2828,6.3125,37602.57,2006
'166907,12.2584,10.4198,6.9151,34880.14,2006
'167901,14.9247,10.8281,9.7539,37219.75,2006
'167902,8.645,5.0987,3.8048,32270.2,2006
'167903,13.0526,4.9473,6.8421,34309.04,2006
'167904,13.6986,7.9182,7.9315,36292.2,2006
'168901,13.3436,10.3702,8.1921,35784.52,2006
'168902,5.2105,8.2936,2.5263,29599.83,2006
'168903,15.9,11.4986,11.75,40231.59,2006
'169901,12.2499,12.2878,7.224,35963.29,2006
'169902,12.217,11.8218,6.2125,33733.05,2006
'169906,9.1333,10.1016,4.8667,32348.53,2006
'169908,4.2857,7.905,1.381,30420.56,2006
'169909,13.4444,8.2494,7.3889,37364.1,2006
'169910,11.7778,10.9869,5.8333,33548.55,2006
'169911,13.3333,9.4187,7.4138,35363.2,2006
'170801,8.3198,14.8923,0.0,31685.75,2006
'170902,11.040999999999999,16.2223,7.0235,42128.1,2006
'170903,13.3881,15.9499,5.7575,43463.9,2006
'170904,11.7749,15.3584,6.245,40600.49,2006
'170906,11.2172,14.883,5.295,42331.1,2006
'170907,8.9876,14.7647,5.1586,39885.99,2006
'170908,10.469000000000001,14.4931,6.0144,40457.63,2006
'171901,10.8934,13.6166,7.5795,38776.21,2006
'171902,12.8,11.3398,7.58,36328.81,2006
'172902,16.7899,11.0128,12.3333,40241.34,2006
'172905,14.835999999999999,12.5285,8.5503,36095.92,2006
'173901,14.5676,9.8862,8.3784,37828.76,2006
'174901,9.9048,10.7813,6.2857,33556.43,2006
'174902,13.1889,11.5472,5.9667,36553.86,2006
'174903,11.9194,11.3566,6.0918,34989.17,2006
'174904,11.8962,15.4586,8.2467,36285.11,2006
'174906,16.0531,11.9556,10.6694,39543.64,2006
'174908,14.7122,12.7991,7.7873,37978.94,2006
'174909,11.8508,10.5961,7.0634,34882.78,2006
'174910,7.1667,12.5832,4.5,31225.43,2006
