DISTRICT,DPERRA1R,DPERRA2R,DPERRA3R,DPERRA4R,DPERRA5R,DPERRA6R,DPERRA7R,DPERRA8R,DPERRAKR,YEAR
'086902,0,0,0,0,2.8,0,2.8,0,5,2002
'087901,4.8,0,0,0,5,0,0,0,14.3,2002
'088902,0,0,0,0,0,1,1.1,0,1.5,2002
'089901,3.1,0.6,0.6,2.2,1.3,1.2,2.2,2.5,0.6,2002
'089903,4.8,0,0,0,1.6,6.8,10.2,3.1,3.4,2002
'089905,21.4,12.5,0,0,0,0,0,0,12.5,2002
'090902,0,0,11.8,0,0,0,7.7,0,0,2002
'090903,5,0,0,0,0,0,0,0,0,2002
'090904,0.8,0.5,0,1,0.4,0,0.4,0,1.3,2002
'090905,0,20,0,0,25,0,.,.,0,2002
'091901,0,2.8,0,0,2.1,0,0,3.7,0,2002
'091902,0,0,0,0,2.8,0,0,6.1,3.6,2002
'091903,3,1.3,1.2,0.4,0,0.8,0,0.7,1.7,2002
'091905,1.9,0,1.6,0,0,0,1.5,0,1.4,2002
'091906,2.2,1.4,0.5,0.5,0,0,1.6,1.3,2.9,2002
'091907,5.6,0,0,0,0,0,0,5.6,13.3,2002
'091908,3.9,0,0,7.6,0,1.1,1.2,2.1,3.3,2002
'091909,5.3,0,0,0,1.1,3.7,0.9,1,6.9,2002
'091910,9.5,3.4,0,2.3,0,0,0,0,0,2002
'091913,1.5,1.2,0,1,1.4,0,1.1,0,0,2002
'091914,2.5,7.1,2.4,1.9,0,0,1.7,0,0,2002
'091917,3.2,0,0,0,0,0,0,0,13.5,2002
'091918,0,0,0,0,2,4.6,0,2,1.8,2002
'092801,.,.,.,.,.,.,.,.,.,2002
'092901,4.9,2.6,1.1,0.7,3,0,0.9,0,0.8,2002
'092902,0.9,1.9,0,0,0.4,1.3,3.4,1.2,0,2002
'092903,2.3,1.9,2.7,0.2,0.6,4.3,4.3,3.8,1.6,2002
'092904,7.1,4.8,1.8,0.7,0,0.3,0,0.3,5.4,2002
'092906,3.1,2.8,1.3,1.2,0,0,0,0,1.3,2002
'092907,3.5,0,0.9,0,0.9,0.8,0.8,1.2,5.4,2002
'092908,0,0,0,0,0,0,0,0,1.1,2002
'093901,9.1,2.6,10.3,0,0,2.2,5.4,4.7,4.5,2002
'093903,5,0,0,3.6,3.3,0,0,4,3.6,2002
'093904,4.2,3.1,3.9,0,0,0,0.5,1.6,0,2002
'093905,14.3,0,7.1,0,18.2,0,0,27.3,7.7,2002
'094901,7.5,5.1,4.6,1.5,0.4,0.4,0.9,0.5,6,2002
'094902,3.2,1.4,0.5,0,0,1.2,1,0.9,0.6,2002
'094903,11.6,3.6,3.6,1.4,0,2.9,3.1,0,3.1,2002
'094904,4.3,1.4,0,0,0,0,0,1.1,7.1,2002
'095901,7.1,9.1,0,2.3,0,7.1,0,2.4,7.6,2002
'095902,0,0,0,0,0,0,0,0,0,2002
'095903,0,3.3,2.3,2.5,0,0,2.6,3.8,13.5,2002
'095904,0,5.6,0,0,0,0,0,0,28.6,2002
'095905,4.7,4.1,1.8,0.8,0.3,1.4,1.1,0.8,4.9,2002
'096904,10.3,0,0,7.4,2.3,0,0,0,4.7,2002
'096905,10,11.1,0,0,0,0,0,0,0,2002
'097902,4.3,1.7,1.6,3.3,0,0,1.9,0,3.8,2002
'097903,0,2.1,0,2.4,0,0,0,0,0,2002
'098901,15,3.7,0,0,0,0,0,0,5,2002
'098903,0,0,0,0,0,0,0,12.5,0,2002
'098904,2.4,1.7,0,0,0,0,96.5,47.7,5.1,2002
'099902,0,6.3,0,0,0,0,0,0,0,2002
'099903,7.7,2.9,2.9,0,0,0,0,0,0,2002
'100903,1.1,0,0,0,0,4.4,3.1,3.5,1.2,2002
'100904,2.7,1.7,3.7,3.5,0.6,2.2,1.6,1.1,3.2,2002
'100905,6.5,4.1,2.4,4.2,3.3,2,3,0.7,7,2002
'100907,15.1,3.8,1,0,0,0.5,1.4,0.5,3,2002
'100908,2.3,12.1,0,0,2.6,4,0,0,12.8,2002
'101801,12.5,4,20.8,25,7.7,0,.,.,2.4,2002
'101802,2.3,12.5,24.5,15.4,0,.,.,.,1.8,2002
'101803,0,9.1,0,8.3,0,8.3,0,6.7,16.7,2002
'101804,.,.,.,.,.,.,.,33.3,.,2002
'101805,.,.,.,.,.,0,0,1.8,.,2002
'101806,15.8,5.6,11.8,10.7,3.8,5.5,1.1,3.4,0,2002
'101807,0,0,0,0,0,.,.,.,0,2002
'101808,1.2,7,3.4,2.4,0,3,0,.,2.2,2002
'101809,6.7,3.6,16.7,.,.,.,.,.,0,2002
'101810,.,.,.,.,.,.,.,.,.,2002
'101811,.,.,.,0,20,22.6,22.4,21.7,.,2002
'101812,.,.,.,.,.,.,.,.,.,2002
'101813,.,.,.,.,2.7,0,0,0,.,2002
'101814,2,0,19.4,3.2,4.2,.,.,.,1.2,2002
'101815,0,0,0,0,0,0,.,.,0,2002
'101817,.,.,.,.,.,12.5,27.3,41,.,2002
'101818,.,.,.,.,.,.,66.7,37.5,.,2002
'101819,7.1,0,4.5,0,0,14.3,.,.,1.6,2002
'101820,0,5.3,25,0,11.1,0,0,0,25,2002
'101821,.,.,.,.,.,.,.,0,.,2002
'101822,.,.,.,.,.,0,0,0,.,2002
'101823,8.7,0,0,6.7,0,0,0,.,3,2002
'101827,.,.,.,.,.,.,.,.,.,2002
'101828,1,0,1.3,0,0,0,.,.,0,2002
'101829,18.2,15.4,0,.,.,.,.,.,23.1,2002
'101830,7.7,0,0,0,.,.,.,.,0,2002
'101831,.,.,.,.,.,.,.,.,.,2002
'101833,.,.,.,.,.,.,.,.,18.2,2002
'101834,.,.,.,.,.,.,.,.,.,2002
'101835,12.5,0,0,0,0,.,.,.,0,2002
'101837,.,.,.,.,.,.,.,.,.,2002
'101838,.,.,.,0,.,0,20,0,.,2002
'101840,3.6,0,0,0,0,.,.,.,0,2002
'101841,23.5,0,0,0,.,.,.,.,0,2002
'101842,.,.,.,.,.,.,.,.,.,2002
'101843,.,.,.,.,.,.,75,13.2,.,2002
'101844,5.4,6.3,2.3,6.7,0,0,6.7,1.9,6.8,2002
'101845,.,.,.,.,.,2.5,2.6,1.4,.,2002
'101846,.,.,.,.,.,1.4,5,0,.,2002
'101847,6.3,20,10.5,20,0,0,0,0,0,2002
'101848,.,.,.,.,.,.,.,.,.,2002
'101849,.,.,.,.,.,.,.,.,.,2002
'101850,.,.,.,.,.,.,.,.,.,2002
'101902,11.8,10.4,6.6,2.7,0.6,0.9,4.6,2.6,7,2002
'101903,4.3,3.7,3.1,1.6,0.7,0.9,0.9,0.8,0.5,2002
'101905,1.7,1.8,1.1,1.2,0.4,0.2,4.4,1.6,1.4,2002
'101906,5.3,1.3,0,0.4,0.4,0.4,2.1,0.8,2.3,2002
'101907,3.2,2.3,1.5,0.7,0.3,0.7,0.5,0.4,2.4,2002
'101908,2.2,1.5,0.4,0.7,0.3,1.7,2.6,1.5,1.1,2002
'101909,11.8,8.5,5.8,2.6,10.4,0.4,1.8,0.4,0.6,2002
'101910,7.4,3.9,2.6,1.1,0.3,1,1.2,0.4,1.8,2002
'101911,4.9,6.2,4.5,1.6,0.3,0.8,0.6,0.1,1.7,2002
'101912,11.5,7.6,7.4,5.6,2.2,5.1,5.9,4.1,1.5,2002
'101913,2.3,1.3,0.4,0.3,0,1.2,1.1,0.9,1.8,2002
'101914,5.2,1.9,0.7,0.6,0.1,0.7,0.8,0.9,2.4,2002
'101915,4.3,2.1,1.7,1.6,0.2,2.1,2.5,1.4,2.2,2002
'101916,1.3,1.1,0.4,0,0,0.4,1.3,1.1,0.2,2002
'101917,12.9,6.6,3.8,1.8,0.4,2.8,2.9,3,1.6,2002
'101919,4.2,3.6,2.8,0.7,0.5,0.9,0.8,1.8,2.5,2002
'101920,5.4,5.5,4.4,2.6,0.7,1.4,1.9,0.7,3.2,2002
'101921,4.5,4.7,1.7,0.8,0.8,0.4,1.2,0.5,3.8,2002
'101924,7.9,5.3,2.9,2.5,0.4,3.8,1.7,1.2,0.7,2002
'101925,5.2,8.9,2.1,1.9,2.8,0,1,1.1,0,2002
'102901,7.1,0,0,0,0,0,6.7,7.1,0,2002
'102902,3.4,2.6,0,0,1.4,0.8,3,1.1,3.1,2002
'102903,16.2,2.2,2,2,0,2,2.1,0,2.3,2002
'102904,4.3,2.1,2.9,0,0.8,0,1.7,3.6,4.5,2002
'102905,4.7,4.2,2.6,0,0,0,3.3,0,3.1,2002
'102906,0,0,0,0,0,8.5,4.1,0,0,2002
'103901,0,0,0,0,0,0,0,0,0,2002
'103902,0,0,0,0,0,0,0,0,0,2002
'104901,4.3,3.7,0,5.7,2.5,2.5,0,0,0,2002
'104902,0,14.3,0,0,0,0,0,0,0,2002
'104903,0,0,0,0,0,0,0,0,20,2002
'104907,0,0,0,0,0,0,0,0,0,2002
'105801,.,.,.,.,.,.,.,.,.,2002
'105802,.,.,.,.,.,.,.,.,.,2002
'105902,7.3,5.2,0.5,0,1.4,0,0.7,0,2,2002
'105904,0.5,0,0,0,0.5,0,0,0,0.7,2002
'105905,1.1,0,1.1,0,1,0,3.4,0,1.4,2002
'105906,2.9,1,0.2,0.4,0,0,0.4,0.4,0.4,2002
'106901,0,0,0,0,0,0,7.3,17.9,0,2002
'107901,6.8,5.9,4.1,1.4,1.9,1.3,1.3,3.5,4,2002
'107902,5,1.2,1.3,1.7,0,0.6,0.6,0,2.8,2002
'107904,2.6,0,0,0,0,0,0,0,3.2,2002
'107905,17.9,1,4.1,1.1,0,6.7,3.8,4.7,2.3,2002
'107906,1.6,1.5,0,0,0,1.4,3.3,1.2,1.9,2002
'107907,0,0,0,0,0,6.3,0,0,0,2002
'107908,0,0,0,0,0,0,0,0,12.5,2002
'107910,0,2.8,0,0,0,0,2.9,12.5,5.3,2002
'108801,.,.,.,.,.,.,.,.,.,2002
'108802,.,.,.,.,.,.,.,.,.,2002
'108804,.,.,.,.,.,.,.,.,.,2002
'108805,.,.,.,.,.,.,.,.,.,2002
'108806,.,.,.,.,0,27.3,0,47.1,.,2002
'108807,.,.,.,20,5,11.9,0,.,.,2002
'108808,.,.,.,.,.,.,.,.,.,2002
'108902,8.1,8.2,4.3,2.8,0.6,8.7,8.5,11.7,2.7,2002
'108903,1.8,1.8,0,0.6,0.3,0.3,0,0,0,2002
'108904,6.3,4.6,2.6,0.7,0.1,0.4,1,0.4,2.4,2002
'108905,1.6,2.8,2.2,0.6,0,0,2.3,0.6,0,2002
'108906,4.7,4.3,3.8,1.7,0.2,1.9,2.9,1.8,2.4,2002
'108907,7.4,2.4,0.9,0,0.3,0.3,1.7,0.3,0,2002
'108908,9.3,5.9,3.2,2,0.7,0.1,1,1,3.8,2002
'108909,4.9,4.7,2.8,0.6,0.1,0.4,1.3,0.7,3.7,2002
'108910,7.2,1.4,0.7,4.5,0,2.7,3.1,1.8,0,2002
'108911,3.5,1.6,0.3,0.3,0,0.3,1.6,1.7,3.2,2002
'108912,6.4,6.4,6.8,2.7,1,2,2.3,2.1,5.8,2002
'108913,7.6,5.7,3.5,0.3,0.9,0.1,5.6,4.2,0.1,2002
'108914,0,0,0,0,0,0,0,2.1,0,2002
'108915,4.7,4.3,2.7,8,0,0,0,2.2,0,2002
'108916,6.7,10.1,2.8,0,0.8,0.7,2.8,0.7,5.9,2002
'109901,9.1,0,0,0,0,0,0,0,7.7,2002
'109902,10,0,0,0,0,0,8.3,0,0,2002
'109903,0,0,0,0,0,0,0,0,5.6,2002
'109904,4.3,6.1,5.3,3.6,1.2,1.1,1.1,1.7,6.1,2002
'109905,0,5.6,12,0,0,0,4,0,0,2002
'109907,5.9,0,0,0,0,0,0,5.9,0,2002
'109908,14.3,0,0,0,0,0,0,0,0,2002
'109910,11.1,0,0,0,0,0,0,0,0,2002
'109911,2.9,1.1,1.1,0,0,0,0,0,3.3,2002
'109912,0,12.5,0,0,0,0,0,0,0,2002
'109913,5.6,0,0,0,0,0,0,0,11.8,2002
'109914,0,0,8.3,7.7,0,0,0,0,0,2002
'110901,4.5,17.6,0,3.7,0,0,0,0,12.5,2002
'110902,2.5,0.5,1.3,0,0,0,3.6,0,6,2002
'110905,0,0,0,0,0,0,4.3,0,4.3,2002
'110906,0,0,0,0,0,0,0,0,10.7,2002
'110907,7.7,0,0,0,0,0,0,0,0,2002
'110908,9.1,0,0,0,0,0,0,5.9,13.3,2002
'111901,3.5,2.4,1,0.8,0.2,1.2,1.4,1.6,2.4,2002
'111902,0,0,0,0,5.6,0,3.8,0,5.9,2002
'111903,3.6,0,0,3.2,0,0,0,2.9,6.1,2002
'112901,11.6,0,0,0,0,1.7,0,0.5,0.4,2002
'112905,0,0,4.5,0,0,0,0,0,6.5,2002
'112906,0,0,0,4.8,0,0,0,0,0,2002
'112907,0,5.9,0,0,0,0,0,0,0,2002
'112908,8.9,0,2.3,0,0,0,0,0,0,2002
'112909,0,0,0,0,0,0,0,0,0,2002
'112910,0,0,0,0,0,0,0,0,13.3,2002
'113901,6.5,12.5,4,3.7,1.1,3.9,8.9,7.5,1.2,2002
'113902,18.4,10,4.2,2.7,0,0,2.4,2.2,0,2002
'113903,0,0,0,3.7,0,0,0,0,0,2002
'113905,3.7,4,12,0,2.9,0,2.9,0,3.6,2002
'113906,7.1,4.5,4.3,4.5,0,0,4.5,0,0,2002
'114901,12.7,6.3,2.6,1.4,2,4.7,1.4,1.1,4.2,2002
'114902,5,0,0,0,0,1.5,1.7,3.8,4.3,2002
'114904,2.4,2,0,0,2.5,0,1.5,0,2.6,2002
'115901,6.5,4.7,0,0,0,0,0,0,0,2002
'115902,25,0,10,7.7,0,0,0,0,0,2002
'115903,0,0,0,0,0,0,0,0,0,2002
'116801,.,.,.,.,.,.,.,.,.,2002
'116901,0,1.4,1.7,1.7,0,1.3,1.8,0,3.3,2002
'116902,8,0,0,0,0,3.6,3.2,0,0,2002
'116903,0.9,0,0,0,0,0,0.9,0.9,1.9,2002
'116905,9.9,6.2,1.5,0.3,0,0.3,6.5,1.8,1.2,2002
'116906,7.5,2.3,6.4,2.3,0,0,3.4,1.9,12.8,2002
'116908,7.4,0.6,1.9,1.2,1.1,0.6,1.6,1.2,0,2002
'116909,10.5,7.9,8.6,0,0,0,0,0,5.7,2002
'116910,5.3,0,9.1,5.9,0,0,0,0,10.5,2002
'116915,0,2.6,0,0,2.1,3.3,0,0,2.3,2002
'116916,5.3,2.4,0,5.4,0,0,2.9,0,10.3,2002
'117901,5.1,0,1.2,0,0.5,1,2.3,0.5,2.9,2002
'117903,2.2,6.3,0,0,0,0,4.6,0,3.8,2002
'117904,24.4,0,0,0,0,0,0,0,15,2002
'117907,0,0,0,0,0,0,.,.,0,2002
'118902,5.9,10,0,0,0,0,0,0,0,2002
'119901,7.1,0,0,0,0,0,4.3,7.1,12.5,2002
'119902,6.2,0,0,0,0,1.5,0,0,3.4,2002
'119903,0,0,0,0,0,2.9,9.4,0,0,2002
'120901,2.1,0.9,0,0,0,0,0,0,0,2002
'120902,2.7,5.6,0,0,0,0,0,0,0,2002
'120905,1.8,1.6,3.9,0,2.4,0,1.6,0,2,2002
'121902,7.7,4.2,0,13,0,6.3,8.3,30.8,0,2002
'121903,2.1,3.4,2.1,1.1,0,0.9,0,0,1.1,2002
'121904,5.9,2,5.3,4.9,1.2,1,12.2,4.7,3.2,2002
'121905,3.2,4.1,5.7,2.3,0,0,6.9,3.3,2.4,2002
'121906,4.3,0,0,3.8,0,0,0,4.2,3.3,2002
'122901,0,0,0,0,0,0,7.1,0,10.5,2002
'122902,0,0,0,0,0,0,0,0,0,2002
'123801,4.8,6.7,0,0,0,4.8,0,.,5.6,2002
'123802,.,.,.,.,.,.,20,33.3,.,2002
'123803,0,0,0,8.3,0,0,.,.,6.7,2002
'123804,.,.,.,.,.,.,.,.,.,2002
'123805,.,.,.,.,.,.,.,.,.,2002
'123905,8.6,1.6,1.3,0,2.3,2.6,1,0.9,1,2002
'123907,4.6,1.2,1.4,1,0.1,1.3,1.8,1.3,5.2,2002
'123908,0.7,1.3,0,0.6,1,3.6,1.9,1.4,1,2002
'123910,6.7,3.7,3.1,1.7,0.6,3,4,1.5,3.7,2002
'123913,12.5,0,0,0,0,0,0,0,0,2002
'123914,1,1.9,2.6,2.5,0.7,2.4,0,0.8,0,2002
'124901,3,4.8,4.2,1.5,0,0,2.7,2.9,1.4,2002
'125901,5,2.8,1,0,0,0,1,1.5,0,2002
'125902,3.4,7.5,2.9,0,0,0,2.8,0,0,2002
'125903,12.5,5.2,2.2,1.9,1.1,0,2,1,3.2,2002
'125905,11.5,4.2,7.4,0,0,1.4,0,0,0,2002
'125906,18.2,0,0,0,0,0,.,.,8.3,2002
'126901,5.3,4.7,1.1,1,0,0.5,1.7,1.4,0.6,2002
'126902,1.7,1.8,0.7,1.1,1.2,3,1.7,1.6,1.3,2002
'126903,7.5,5.1,2,1,0.3,0.6,0.8,0.3,3.4,2002
'126904,7,0,0,3.1,0,1.2,1.6,0,0,2002
'126905,3.9,1.9,0.8,0.4,2,1.8,0.7,0.4,4.5,2002
'126906,8.3,2,0,0,0,0,2.6,0,6.8,2002
'126907,5.1,1.9,0,0,0,0,2.9,1.5,8.3,2002
'126908,3.3,4.8,3.1,3.7,0,7.7,5,5.7,4.9,2002
'126911,0,0,0,0,0,1.3,2.5,6.5,1.6,2002
'127901,3.5,0,0,0,0,0,0,0,7.7,2002
'127903,3.8,5,0,0,0,0,0,0,6.7,2002
'127904,2.2,2.7,4.2,0,0,0,2.6,0,1.9,2002
'127905,0,10,0,0,33.3,0,0,0,0,2002
'127906,4.7,2.2,0,0,0,0,0,0,1.9,2002
'128901,1.6,1.6,1.6,0,3.4,3.6,1.2,1.6,4.5,2002
'128902,1.9,3.4,2.3,3.3,0,0,2.6,0,0,2002
'128903,7.1,7.4,17.6,0,4.2,0,5.6,0,11.4,2002
'128904,0,0,0,0,0,0,0,0,4.3,2002
'129901,2.5,0,0.7,0.9,0,0.8,2.5,2.3,12.1,2002
'129902,1.1,0.6,0.6,0,0.5,2.3,3.6,2.4,7.3,2002
'129903,4.7,9.5,7.4,2.9,1,1.4,1.5,3.5,5.4,2002
'129904,1.8,5.4,1.9,0,2.8,2.8,1.7,1.6,6.8,2002
'129905,6.7,4.1,4.5,0.6,1.1,0,5.9,4.6,2.7,2002
'129906,4.7,1.9,1.8,0.8,0.8,0.4,3.8,3,2.5,2002
'129910,4.3,0,1.8,1.9,4.3,6.7,2.1,4,6.3,2002
'130901,1.4,1.8,0.6,0,0.3,0,0.8,0.6,2.3,2002
'130902,2.5,0,1.3,0,0,1.4,0,0,13.3,2002
'131001,14.3,22.2,0,11.1,0,0,.,.,0,2002
'132902,0,0,0,0,0,0,0,0,0,2002
'133901,2.6,0,2.9,0,0,0,2,2.4,0,2002
'133902,0,0,0,0,0,9.5,9.1,.,5.9,2002
'133903,6.4,3.4,1,0.3,0.4,3.1,1.4,0.7,18.7,2002
'133904,3,0,1.3,0,0,1.1,1.8,0,2.8,2002
'133905,0,0,.,0,0,0,.,.,0,2002
'134901,2.6,2,0,0,0,0,0,0,0,2002
'135001,0,0,0,0,0,0,0,0,0,2002
'136901,11.1,5.8,0,0,0,0,0,0,8.2,2002
'137901,14.1,1.7,2,0.4,0.8,1.3,2.9,1.9,2.8,2002
'137902,4.7,6.3,6.7,0,0,0,0,0,0,2002
'137903,4,0,0,0,3.7,0,0,0,5.3,2002
'137904,12.5,0,0,0,0,0,0,0,0,2002
'138901,0,0,0,0,0,0,0,0,0,2002
'138902,0,0,15.8,0,0,0,0,0,0,2002
'138903,0,0,4.3,0,0,0,0,0,0,2002
'138904,0,0,0,0,0,0,0,0,0,2002
'139905,4.3,0,0,0,1.7,0,0,0,0,2002
'139908,0,0,0,0,0,0,0,0,0,2002
'139909,9.1,0.4,1.6,0.4,0,2,0.9,0.5,3,2002
'139911,1.7,2.1,0,0,0.9,0.5,0.4,0,2.2,2002
'139912,6.1,6,1.4,2.8,0,0,0,0,4.8,2002
'140901,20,0,0,0,0,0,0,0,0,2002
'140904,2.9,0,0,0,0,3.4,1.8,3.7,1.1,2002
'140905,2.4,6.5,8.9,3,5.4,0,0,0,5.9,2002
'140906,0,0,0,0,0,0,0,6.3,0,2002
'140907,12,2.5,0,3.7,0,0,15.8,7.7,9.1,2002
'140908,0,0,10.5,0,0,0,0,0,0,2002
'141801,0,100,100,100,100,100,100,40,100,2002
'141901,4.8,4.7,3.2,1.9,3.3,0,0.4,1,7.5,2002
'141902,0,0,0,0,6.3,6.3,0,0,0,2002
'142901,2.5,6.5,3.6,2.3,4.9,5.7,7.1,7.1,3.2,2002
'143901,11.1,5.9,0,3.1,0,0,2.9,0,0,2002
'143902,0,0,4.8,0,0,3.2,11.5,0,14.3,2002
'143903,2.9,0,3.8,3.3,0,0,5.4,3.1,0,2002
'143904,0,0,0,0,10,0,0,0,0,2002
'143905,0,0,0,0,0,0,0,0,14.3,2002
'143906,0,25,0,0,0,0,0,0,11.1,2002
'144901,2.6,3,3.7,0,1.3,0,0,0,3.4,2002
'144902,3.4,1.6,0,0,1.5,0,0,3.8,6.3,2002
'144903,7.1,0,0,10,0,0,12.5,11.1,0,2002
'145901,16.9,4.1,0,2,0,2.3,1.8,0,10.2,2002
'145902,2.3,5.4,2.7,2.5,4.3,0,0,0,0,2002
'145906,9.7,6.5,2.4,0,0,0,0,0,3.8,2002
'145907,0,13.3,0,0,0,20,0,0,11.8,2002
'145911,5.3,0,0,2.4,0,0,0,0,4.5,2002
'146901,3.9,3,0.9,0.5,0.5,1,10,4.9,2.7,2002
'146902,6.2,3.4,0.8,0,0,3.2,3.1,5.7,2.2,2002
'146903,15.4,0,0,0,0,0,0,0,6.7,2002
'146904,4.8,4.4,2.5,6.8,0,7.8,3.9,7.7,5.9,2002
'146905,5.9,2.6,1.9,0,0,5,2.6,0,5.1,2002
'146906,7.8,4,0.7,0,0.6,0.6,0,0,1.7,2002
'146907,4.2,0,0.8,1.1,0.8,0.8,0,0,2.7,2002
'147901,11.1,7.1,11.1,0,0,5.9,0,8.3,12.5,2002
'147902,11.3,2.1,3.3,1.2,0,0,0,0,3.7,2002
'147903,1.6,0.7,2.5,0.7,0,0,0.8,1.6,2,2002
'148901,0,4.8,0,0,0,0,0,0,0,2002
'148902,0,0,0,0,0,0,0,0,0,2002
'148903,0,0,0,0,0,0,0,0,0,2002
'148905,0,0,0,16.7,0,0,.,.,0,2002
'149901,1.5,1.6,0,0,0,0,2.6,0,1.3,2002
'149902,6.3,0,0,4,4.4,2,4.2,2.1,0,2002
'150901,11.9,0,0,1.1,0.9,1,2.9,0,2,2002
'152801,.,.,.,.,.,.,.,.,.,2002
'152802,8,.,.,.,.,.,.,.,27.3,2002
'152803,.,.,.,.,.,.,.,.,.,2002
'152804,.,.,.,.,.,.,14.3,0,.,2002
'152901,7,3.5,1.9,1.2,0.5,0.5,1.3,0.7,2.8,2002
'152902,9.1,2.4,0,0,0,0,0,2,2.9,2002
'152903,1.3,4.3,0,1.2,0,1.2,0,0,1.2,2002
'152906,14.5,7.6,1.7,1,0.8,0,1.7,1.5,12.4,2002
'152907,5.7,2.5,1.4,0.3,0.3,0.3,0.6,0.6,2.7,2002
'152908,6.7,3.7,5.4,1.6,1.4,0,0,2.5,4.3,2002
'152909,2.4,1.3,0,0,0,0,0,0,3.1,2002
'152910,8,2.2,4.3,0,0,0,0,0,2.4,2002
'153903,0,0,5,0,0,0,0,0,0,2002
'153904,0,4.1,0,0,2.3,0,0,0,3.4,2002
'153905,0,0,0,0,0,0,0,0,11.8,2002
'153907,10,0,0,0,0,0,0,0,7.1,2002
'154901,1.5,2.2,2.1,5.1,0.8,0.8,1.8,0,2.2,2002
'154903,0,0,0,0,0,0,0,4.2,6.3,2002
'155901,5.6,1.3,0,0,1,0,0,0.9,1.2,2002
'156902,15.7,3.5,7.1,5.5,0,1.8,1.8,0,10.2,2002
'156905,20,0,8.3,0,0,0,0,0,0,2002
'157901,4,3.3,0,0,0,0,2.9,0,8.8,2002
'158901,8.8,4.4,1.8,1.9,0.4,2.3,5.2,4.6,4.6,2002
'158902,5.5,0,4.5,1.9,1.6,1.8,3.6,0,3.5,2002
'158904,11.1,0,0,0,0,0,.,.,0,2002
'158905,3.6,6.1,4.2,2.8,5.3,0,0.8,1.7,4.3,2002
'158906,4,1.8,0,1.9,0,0,1.5,0,0,2002
'159901,7.3,6.6,5.5,2,0.5,0.9,4,2.2,3.1,2002
'160901,0,1.1,0,0,0,1.2,0,0,4.9,2002
'160904,27.3,20,20,0,0,0,0,0,0,2002
'160905,0,0,0,0,0,0,0,0,0,2002
'161801,5.7,5.3,0,0,11.1,.,.,.,8,2002
'161802,30.8,47.6,18.2,.,.,.,.,.,0,2002
'161804,.,.,.,.,.,40,36.4,20.8,.,2002
'161901,2.6,2.6,0,0,0,0,0,0,5.9,2002
'161903,6.2,2.4,0.6,0.8,0,0.5,0.2,0.8,4.9,2002
'161906,8.6,7.9,1.5,5.8,2.1,2.3,1.9,3.9,3,2002
'161907,2.4,0,0,1.3,1.2,1.2,1.7,0.9,6,2002
'161908,0,0,5.9,0,0,0,0,0,8.8,2002
'161909,10,1.5,1.6,0,0,1.6,9.2,5.1,2.7,2002
'161910,4.1,0,0,0,0,0,2,2.6,4.8,2002
'161912,5.4,3.6,0,0,0,0,4,0,0,2002
'161914,6.8,4,7.5,3.8,1.4,5.3,5,4.9,2.6,2002
'161916,2.2,2,0,0,1.5,0,0,0,1.7,2002
'161918,0,0,6.7,0,0,7.1,0,0,0,2002
'161919,2.3,7.1,0,2.1,0,0,0,0,0,2002
'161920,5.6,1.3,0,0,0,0,0.9,0.9,2.9,2002
'161921,11.2,3.9,2.1,0,0.7,2.7,7.9,2.1,1.1,2002
'161922,2.9,0,0,0,0.8,1.7,3.1,0,6.9,2002
'161923,5,0,0,0,0,0,0,0,0,2002
'161924,0,0,0,9.1,0,0,.,.,6.3,2002
'161925,0,0,0,0,0,0,0,0,0,2002
'162904,0,0,7.7,0,0,0,0,0,0,2002
'163901,7.5,1.8,1.6,0,0,0,1.7,0.9,8.8,2002
'163902,13.3,0,0,0,0,0,0,0,4.5,2002
'163903,4.5,0,0,0,0,0,4.5,0,1.2,2002
'163904,4.2,0.7,2,2.2,0,3.2,0.7,0,4,2002
'163908,5.6,3.1,0.5,0.6,0,2.1,0,1.9,2.3,2002
'164901,0,0,0,3.8,0,0,0,0,0,2002
'165801,.,.,.,.,.,.,.,.,.,2002
'165802,1.9,5.7,1.3,0,0,1.8,.,.,4.8,2002
'165803,.,.,.,.,.,0,0,16.7,.,2002
'165901,3.9,1.8,2.4,1.1,0.4,0.2,1,1.9,4.3,2002
'165902,5.4,2.4,0,0,0.8,0,0,1.7,4.8,2002
'166901,1.1,3.6,1.9,1,0,0,0,0,2,2002
'166902,0,0,5.3,0,0,0,.,.,22.2,2002
'166903,4.3,0,0,0,0,0,10.3,3.2,5,2002
'166904,2.4,2.3,0.8,0,0,0,0,0.9,5.4,2002
'166905,7.3,12.5,0,2.9,0,3.6,6.9,0,2.9,2002
'166907,0,5.9,0,0,0,10,0,0,22.2,2002
'167901,2.9,0,0,0,0,2.5,0,0,4.4,2002
'167902,0,0,0,0,0,0,0,0,0,2002
'167903,0,0,0,0,0,0,0,0,0,2002
'167904,0,0,0,0,0,0,0,0,0,2002
'168901,11.3,3.1,2.8,6.3,0,1.5,0,1.6,7.1,2002
'168902,20,0,0,0,16.7,0,0,0,0,2002
'168903,10,12.5,0,8.3,0,0,0,0,0,2002
'169901,9.3,1.2,4.2,2.9,0.8,0,0.9,1.9,6.7,2002
'169902,1.8,2.6,0,0,0,0,0,0,2.2,2002
'169906,0,0,0,0,0,0,0,0,14.3,2002
'169908,0,0,0,0,0,0,0,0,9.1,2002
