CAMPUS,YEAR,CPEMALLC,CPEMALLP
'009903001,1998,17,13.7
'010901001,1998,51,25.1
'010901101,1998,39,25.5
'010902001,1998,134,20.5
'010902041,1998,86,14.5
'010902101,1998,98,16.7
'010902102,1998,99,23.3
'011901001,1998,373,24
'011901022,1998,101,79.5
'011901033,1998,132,99.2
'011901038,1998,25,53.2
'011901041,1998,210,20.5
'011901101,1998,95,17.9
'011901102,1998,100,19.8
'011901103,1998,112,15
'011901104,1998,138,14.4
'011901105,1998,53,23.3
'011902001,1998,173,21.6
'011902002,1998,54,90
'011902041,1998,105,15.8
'011902101,1998,51,11.6
'011902102,1998,86,14.4
'011904002,1998,99,19.7
'011904039,1998,21,60
'011904041,1998,48,16.1
'011904101,1998,85,15.3
'011904102,1998,43,16.5
'011905101,1998,27,20.9
'012901001,1998,71,18.3
'012901101,1998,83,19.8
'013901001,1998,292,21
'013901002,1998,84,87.5
'013901041,1998,132,17
'013901101,1998,85,16.9
'013901102,1998,117,23.8
'013901104,1998,39,9.5
'013901105,1998,.,.
'013901106,1998,94,12.8
'013902101,1998,9,7.6
'013903001,1998,62,22.3
'013903101,1998,62,26.3
'013905001,1998,39,16.1
'013905041,1998,27,13.2
'013905101,1998,41,14.5
'014901001,1998,44,13.7
'014901041,1998,36,10.3
'014901101,1998,41,12.9
'014902001,1998,33,20.4
'014902041,1998,15,16.1
'014902101,1998,73,23.8
'014903001,1998,379,19.8
'014903041,1998,221,19.5
'014903102,1998,19,6.6
'014903103,1998,125,34.1
'014903104,1998,143,33.6
'014903107,1998,112,25.8
'014903108,1998,108,20.3
'014903109,1998,85,26.5
'014903110,1998,212,18.4
'014905001,1998,29,15.9
'014905041,1998,12,9.8
'014905101,1998,27,15.9
'014906001,1998,758,29.3
'014906002,1998,695,27.6
'014906004,1998,206,99.5
'014906006,1998,177,90.3
'014906009,1998,251,99.2
'014906011,1998,226,22
'014906012,1998,234,23
'014906022,1998,127,100
'014906023,1998,89,100
'014906025,1998,136,99.3
'014906041,1998,388,37.4
'014906042,1998,241,26.6
'014906043,1998,339,30.3
'014906044,1998,259,24.4
'014906045,1998,305,30.3
'014906046,1998,246,23.1
'014906048,1998,169,20.3
'014906102,1998,106,22.6
'014906103,1998,231,44.5
'014906104,1998,161,44.2
'014906105,1998,191,28.7
'014906106,1998,125,29
'014906108,1998,323,40.3
'014906109,1998,186,31.2
'014906110,1998,194,35.5
'014906111,1998,153,24
'014906112,1998,236,41
'014906113,1998,188,32.5
'014906114,1998,123,35.8
'014906115,1998,179,24.6
'014906116,1998,261,41.8
'014906117,1998,249,29.9
'014906119,1998,242,35.1
'014906120,1998,289,34.3
'014906121,1998,221,27.5
'014906122,1998,264,32.7
'014906123,1998,266,36
'014906124,1998,191,22.2
'014906125,1998,194,27.2
'014906126,1998,237,33.1
'014907001,1998,32,11.2
'014907041,1998,18,8.4
'014907102,1998,41,11.9
'014908001,1998,38,9.2
'014908101,1998,56,14.5
'014909002,1998,438,18.5
'014909041,1998,166,24.8
'014909042,1998,199,21.9
'014909044,1998,166,22.1
'014909101,1998,39,20.1
'014909102,1998,91,24.4
'014909104,1998,63,26.1
'014909105,1998,58,33.9
'014909106,1998,41,27.2
'014909107,1998,169,31.6
'014909108,1998,55,38.7
'014909109,1998,81,28.4
'014909110,1998,122,34.6
'014909111,1998,150,27.9
'014909113,1998,78,56.9
'014909114,1998,193,35.9
'014909115,1998,112,16.8
'014910001,1998,80,20.4
'014910041,1998,30,14.3
'014910101,1998,101,23.1
'015801001,1998,168,65.9
'015802001,1998,216,91.9
'015901001,1998,157,11.7
'015901002,1998,1,100
'015901041,1998,102,9.5
'015901101,1998,79,8.9
'015901102,1998,.,.
'015901104,1998,123,15.9
'015904001,1998,535,24.1
'015904002,1998,463,23.9
'015904003,1998,368,96.8
'015904004,1998,102,75
'015904006,1998,111,99.1
'015904007,1998,39,95.1
'015904041,1998,277,23.1
'015904042,1998,251,25.5
'015904043,1998,244,24.5
'015904044,1998,195,23.4
'015904101,1998,158,31.5
'015904102,1998,92,16.6
'015904103,1998,109,23
'015904104,1998,101,21.7
'015904105,1998,126,21.6
'015904106,1998,153,22.8
'015904107,1998,103,21.4
'015904108,1998,114,20
'015904109,1998,126,26.9
'015904110,1998,101,23.1
'015904111,1998,119,30.2
'015904113,1998,109,23.7
'015904114,1998,78,20.6
'015904115,1998,14,31.8
'015904116,1998,182,32
'015905002,1998,431,23.6
'015905003,1998,460,27.4
'015905006,1998,210,86.4
'015905011,1998,.,.
'015905041,1998,204,24.1
'015905044,1998,138,23.8
'015905045,1998,166,26.3
'015905046,1998,180,25.1
'015905047,1998,16,10.8
'015905101,1998,86,20.1
'015905102,1998,123,28.5
'015905104,1998,93,22.4
'015905105,1998,169,25.6
'015905106,1998,167,26.7
'015905107,1998,140,25.7
'015905108,1998,97,18.6
'015905109,1998,111,22.7
'015905110,1998,91,23.5
'015905112,1998,136,19.6
'015905113,1998,89,27.5
'015905114,1998,147,23.4
'015905115,1998,155,25.6
'015905116,1998,173,27.9
'015905117,1998,103,23.8
'015905118,1998,.,.
'015906001,1998,42,17.3
'015906041,1998,48,18.8
'015906101,1998,151,31.9
'015907001,1998,587,23.3
'015907002,1998,431,25.7
'015907003,1998,616,30.6
'015907004,1998,598,31.7
'015907005,1998,730,29.1
'015907006,1998,464,30.6
'015907007,1998,672,27.2
'015907008,1998,594,30.1
'015907009,1998,497,99.8
'015907010,1998,94,72.3
'015907014,1998,106,74.6
'015907017,1998,50,96.2
'015907020,1998,51,100
'015907041,1998,281,32.4
'015907042,1998,269,36.2
'015907043,1998,233,18.7
'015907046,1998,320,35.8
'015907047,1998,225,27.8
'015907049,1998,269,22.6
'015907050,1998,300,27.8
'015907051,1998,141,20.3
'015907052,1998,264,29.4
'015907053,1998,448,41.1
'015907054,1998,356,35.9
'015907055,1998,187,27.1
'015907056,1998,252,37.9
'015907057,1998,279,25.5
'015907058,1998,378,32.4
'015907059,1998,315,29
'015907061,1998,279,19.4
'015907101,1998,97,28.6
'015907102,1998,85,39.5
'015907103,1998,128,31.7
'015907104,1998,85,27.2
'015907105,1998,183,47
'015907106,1998,161,33.6
'015907107,1998,133,39
'015907108,1998,101,28.1
'015907109,1998,107,38.8
'015907110,1998,260,34.5
'015907111,1998,187,35.3
'015907112,1998,84,22
'015907113,1998,174,35.7
'015907114,1998,60,24.6
'015907115,1998,118,29.2
'015907116,1998,125,17.8
'015907117,1998,118,25.8
'015907118,1998,184,22.4
'015907119,1998,167,37.4
'015907121,1998,152,25.9
'015907123,1998,83,23.5
'015907124,1998,87,24.9
'015907125,1998,167,29
'015907126,1998,140,26.9
'015907127,1998,243,40
'015907129,1998,153,22
'015907131,1998,111,32.6
'015907132,1998,145,40.4
'015907134,1998,155,23.4
'015907135,1998,169,24.6
'015907136,1998,132,24.1
'015907137,1998,90,20
'015907139,1998,52,14
'015907140,1998,65,20.1
'015907141,1998,154,33.3
'015907143,1998,60,24.8
'015907144,1998,155,31.3
'015907145,1998,50,20.9
'015907146,1998,140,39.1
'015907147,1998,248,39.3
'015907148,1998,155,27.2
'015907149,1998,135,32.1
'015907150,1998,146,28.4
'015907153,1998,161,41.6
'015907155,1998,150,27.9
'015907156,1998,117,27.1
'015907157,1998,192,29.4
'015907158,1998,122,33.7
'015907159,1998,86,29.4
'015907160,1998,211,36.5
'015907161,1998,160,23.1
'015907162,1998,62,32.1
'015907164,1998,180,25.6
'015907165,1998,212,33.6
'015907167,1998,90,22.1
'015907168,1998,147,25.2
'015907169,1998,192,37.5
'015907170,1998,102,29.4
'015907171,1998,118,37
'015907172,1998,187,35.6
'015907173,1998,145,30.3
'015907174,1998,110,22.2
'015907175,1998,146,23.7
'015907176,1998,158,34.3
'015907179,1998,149,32.3
'015907180,1998,75,85.2
'015907182,1998,137,69.2
'015907183,1998,81,92
'015907184,1998,46,100
'015907185,1998,103,87.3
'015907186,1998,121,97.6
'015907191,1998,180,100
'015907193,1998,21,91.3
'015907194,1998,336,100
'015907195,1998,1608,100
'015907196,1998,2,50
'015907201,1998,87,100
'015908001,1998,528,25.2
'015908002,1998,183,22.1
'015908036,1998,.,.
'015908037,1998,6,100
'015908038,1998,176,90.7
'015908039,1998,103,98.1
'015908041,1998,305,27.4
'015908042,1998,212,28
'015908043,1998,178,19.8
'015908101,1998,189,36.1
'015908104,1998,129,21.6
'015908105,1998,87,19.8
'015908106,1998,112,19.2
'015908107,1998,132,29
'015908108,1998,199,37.4
'015908109,1998,152,38.4
'015908110,1998,96,20.5
'015908111,1998,88,21.5
'015908112,1998,213,37.2
'015909001,1998,143,23.3
'015909003,1998,10,100
'015909041,1998,154,22.1
'015909101,1998,268,24.3
'015909102,1998,.,.
'015910001,1998,561,20.3
'015910002,1998,576,19.1
'015910003,1998,435,14
'015910004,1998,587,26.7
'015910005,1998,534,18.4
'015910006,1998,119,52.4
'015910008,1998,285,93.1
'015910009,1998,.,.
'015910011,1998,35,83.3
'015910012,1998,134,99.3
'015910022,1998,61,93.8
'015910041,1998,247,16
'015910042,1998,366,24.4
'015910043,1998,301,27.1
'015910044,1998,294,29.3
'015910045,1998,248,19.3
'015910046,1998,334,28.3
'015910047,1998,246,17.3
'015910048,1998,140,11.6
'015910049,1998,258,14
'015910051,1998,369,92.7
'015910053,1998,180,98.4
'015910054,1998,81,100
'015910055,1998,.,.
'015910101,1998,46,9.3
'015910102,1998,106,15.2
'015910103,1998,190,35.8
'015910104,1998,129,27.4
'015910105,1998,105,29.5
'015910106,1998,134,23.1
'015910107,1998,218,39.2
'015910108,1998,201,36.5
'015910109,1998,103,27.2
'015910110,1998,110,28.9
'015910111,1998,170,27
'015910112,1998,235,40.9
'015910113,1998,163,37.2
'015910114,1998,222,37.6
'015910115,1998,118,23.4
'015910116,1998,105,27.2
'015910117,1998,130,26.3
'015910118,1998,149,26.1
'015910119,1998,137,27.3
'015910120,1998,115,21.4
'015910121,1998,99,17.7
'015910122,1998,336,31.8
'015910123,1998,111,14.1
'015910124,1998,183,19.9
'015910125,1998,222,20.5
'015910126,1998,132,13.7
'015910127,1998,181,23.3
'015910128,1998,88,11.1
'015910129,1998,68,11
'015910130,1998,161,18.5
'015910131,1998,92,11
'015910132,1998,15,65.2
'015910133,1998,86,15.2
'015910134,1998,.,.
'015910135,1998,.,.
'015911001,1998,395,18.1
'015911004,1998,15,88.2
'015911005,1998,.,.
'015911041,1998,130,13.3
'015911042,1998,184,19.5
'015911043,1998,.,.
'015911101,1998,99,13.8
'015911102,1998,154,21.9
'015911103,1998,218,27.9
'015911104,1998,145,21.5
'015911105,1998,.,.
'015912001,1998,584,23.5
'015912002,1998,76,98.7
'015912003,1998,32,86.5
'015912041,1998,233,19.3
'015912042,1998,335,25.1
'015912043,1998,14,9.1
'015912101,1998,208,22.2
'015912102,1998,114,25.9
'015912103,1998,270,33.9
'015912104,1998,76,21.3
'015912105,1998,102,18.4
'015912106,1998,163,24.7
'015912107,1998,192,22.3
'015912108,1998,.,.
'015913001,1998,144,34.7
'015913101,1998,207,37.6
'015914001,1998,136,25.8
'015914101,1998,290,35.6
'015914199,1998,9,100
'015915001,1998,866,23.9
'015915002,1998,897,27.6
'015915003,1998,550,17
'015915004,1998,156,76.5
'015915005,1998,681,20.4
'015915006,1998,43,4.7
'015915007,1998,663,18.6
'015915008,1998,874,99.7
'015915011,1998,440,97.6
'015915013,1998,25,17.6
'015915015,1998,70,47
'015915020,1998,125,77.2
'015915039,1998,88,96.7
'015915041,1998,325,25.3
'015915042,1998,277,27.8
'015915043,1998,316,25.1
'015915044,1998,378,26.2
'015915045,1998,346,22.2
'015915046,1998,222,22.4
'015915047,1998,132,7.8
'015915048,1998,285,19.5
'015915049,1998,351,20.2
'015915050,1998,250,16.2
'015915051,1998,246,15.8
'015915061,1998,134,100
'015915062,1998,.,.
'015915101,1998,158,27.3
'015915102,1998,194,27
'015915103,1998,153,27.9
'015915104,1998,37,8.3
'015915105,1998,136,26.4
'015915106,1998,163,30.7
'015915108,1998,226,25.1
'015915109,1998,71,8.6
'015915111,1998,117,23.4
'015915112,1998,139,32.6
'015915113,1998,75,28.5
'015915114,1998,230,29.2
'015915115,1998,193,25.9
'015915116,1998,121,20
'015915117,1998,166,35.8
'015915118,1998,140,18.8
'015915119,1998,248,31.4
'015915121,1998,3,25
'015915122,1998,137,24.5
'015915123,1998,129,21.9
'015915124,1998,136,20.2
'015915125,1998,172,21.1
'015915128,1998,179,18.8
'015915129,1998,81,96.4
'015915131,1998,178,25.4
'015915132,1998,235,27
'015915133,1998,138,97.9
'015915134,1998,99,13.5
'015915135,1998,175,20.3
'015915136,1998,138,13
'015915137,1998,339,100
'015915138,1998,150,16.4
'015915139,1998,26,50
'015915140,1998,12,80
'015915143,1998,71,7.6
'015915144,1998,77,10.9
'015915145,1998,125,18.8
'015915149,1998,162,17.9
'015915150,1998,152,16.3
'015915151,1998,103,13.9
'015915152,1998,78,14.2
'015915153,1998,28,90.3
'015915156,1998,185,19.9
'015915157,1998,.,.
'015915158,1998,291,36.8
'015915159,1998,8,53.3
'015915160,1998,.,.
'015915161,1998,.,.
'015915163,1998,34,100
'015915201,1998,110,100
'015915202,1998,.,.
'015915250,1998,131,100
'015916001,1998,917,20.6
'015916003,1998,90,82.6
'015916004,1998,85,100
'015916005,1998,281,99.6
'015916006,1998,21,95.5
'015916041,1998,143,19.8
'015916042,1998,190,18.4
'015916043,1998,301,19.5
'015916101,1998,108,24.2
'015916102,1998,178,17.9
'015916103,1998,112,18.6
'015916104,1998,165,24.8
'015916105,1998,131,23.1
'015916106,1998,81,14.8
'015916107,1998,131,18.4
'015916109,1998,108,17.2
'015916110,1998,90,17.8
'015916111,1998,167,22.1
'015916112,1998,188,21.6
'015916113,1998,104,16.1
'015917001,1998,261,25.9
'015917002,1998,96,100
'015917041,1998,217,21.3
'015917102,1998,142,21.3
'015917103,1998,195,20
'016901001,1998,26,12.6
'016901041,1998,13,11.1
'016901101,1998,31,10.3
'016902001,1998,39,14.3
'016902041,1998,31,12.3
'016902101,1998,55,15.9
'017901001,1998,30,14.2
'018901001,1998,55,13.8
'018901041,1998,53,17.5
'018901101,1998,82,17
'018902001,1998,46,17.6
'018902101,1998,51,19.1
'018903001,1998,52,26.5
'018904001,1998,24,13
'018904041,1998,11,13.1
'018904101,1998,38,16.6
'018905001,1998,64,27.4
'018906001,1998,29,22.5
'018907001,1998,84,24.5
'018908001,1998,45,26
'019901001,1998,51,14.3
'019901041,1998,49,13.6
'019901102,1998,59,18.8
'019902002,1998,85,19
'019902041,1998,59,16.6
'019902102,1998,56,17.7
'019903001,1998,78,16.7
'019905001,1998,80,14.8
'019905041,1998,51,13.1
'019905101,1998,100,16.6
'019906001,1998,71,17.8
'019906041,1998,77,18.8
'019906101,1998,83,20.2
'019907002,1998,392,24
'019907042,1998,180,22.1
'019907043,1998,104,16.7
'019907103,1998,146,97.3
'019907105,1998,64,29.9
'019907107,1998,110,23.6
'019907108,1998,122,25.4
'019907109,1998,79,29.3
'019907111,1998,.,.
'019907113,1998,107,17.4
'019907115,1998,56,25.5
'019907200,1998,33,100
'019908001,1998,187,23.3
'019908002,1998,100,82.6
'019908003,1998,167,84.3
'019908041,1998,124,17.5
'019908101,1998,89,20
'019908102,1998,.,.
'019908103,1998,124,19.4
'019909001,1998,55,21
'019909101,1998,41,17.4
'019910101,1998,23,23.7
'019911041,1998,17,17.3
'019911101,1998,23,11.4
'019912001,1998,62,10.4
'019912041,1998,60,9
'019912102,1998,63,11.3
'019913101,1998,6,11.3
'019914101,1998,39,29.5
'020901001,1998,579,18.2
'020901041,1998,131,16.1
'020901042,1998,83,17.1
'020901043,1998,123,16.6
'020901044,1998,5,8.1
'020901101,1998,100,16.5
'020901102,1998,115,17.7
'020901103,1998,165,22.2
'020901104,1998,177,23.6
'020901105,1998,131,16.1
'020901106,1998,124,18
'020901107,1998,119,18.7
'020901108,1998,141,20.3
'020901109,1998,.,.
'020901200,1998,65,56.5
'020902001,1998,445,22.9
'020902002,1998,107,100
'020902003,1998,258,98.9
'020902041,1998,142,14.7
'020902042,1998,154,19.7
'020902101,1998,.,.
'020902102,1998,113,19.6
'020902103,1998,124,23.9
'020902104,1998,156,26.2
'020902108,1998,124,20.1
'020902109,1998,120,19
'020904001,1998,29,11.6
'020904041,1998,19,10
'020904101,1998,29,10.1
'020905001,1998,307,25
'020905002,1998,395,15
'020905004,1998,.,.
'020905041,1998,102,13.4
'020905042,1998,108,16.7
'020905043,1998,96,9.7
'020905101,1998,64,20
'020905102,1998,39,8.7
'020905104,1998,104,31.7
'020905106,1998,106,21.8
'020905107,1998,58,12.4
'020905108,1998,125,24.3
'020905109,1998,74,18.7
'020905110,1998,94,18.3
'020905111,1998,83,15
'020905113,1998,226,47.5
'020905114,1998,110,24
'020905115,1998,111,11.2
'020905116,1998,89,15.3
'020906002,1998,113,15
'020906004,1998,.,.
'020906041,1998,72,12
'020906104,1998,128,14.9
'020907001,1998,237,21.1
'020907005,1998,9,90
'020907042,1998,89,14.1
'020907101,1998,99,24.9
'020907102,1998,87,18.3
'020907103,1998,41,13.6
'020907104,1998,39,13
'020907105,1998,.,.
'020907106,1998,56,16
'020908001,1998,326,12.3
'020908002,1998,7,100
'020908041,1998,110,13.2
'020908042,1998,100,14.2
'020908101,1998,117,23
'020908102,1998,71,12.5
'020908103,1998,74,12.7
'020908104,1998,83,13.8
'020908105,1998,68,8.8
'020908106,1998,119,14
'020908107,1998,80,11.7
'020908108,1998,.,.
'020910101,1998,31,20.1
'021901001,1998,258,13.1
'021901002,1998,101,93.5
'021901041,1998,128,10.9
'021901101,1998,128,24.5
'021901102,1998,102,18.8
'021901103,1998,81,13.8
'021901104,1998,84,20
'021901105,1998,70,14.4
'021901106,1998,63,11.7
'021901107,1998,59,13.9
'021901149,1998,131,78.9
'021902001,1998,576,23.6
'021902005,1998,170,15.3
'021902011,1998,294,80.8
'021902041,1998,185,17.5
'021902045,1998,272,23.6
'021902046,1998,190,16.7
'021902101,1998,80,20.3
'021902103,1998,100,16.1
'021902105,1998,197,34.7
'021902106,1998,120,23.3
'021902107,1998,50,17.3
'021902108,1998,64,21
'021902109,1998,104,25.4
'021902110,1998,84,20
'021902112,1998,78,14.7
'021902113,1998,116,26.2
'021902114,1998,140,22.4
'021902115,1998,144,22.2
'021902116,1998,.,.
'021902117,1998,63,17.3
'021902118,1998,.,.
'022004001,1998,21,45.7
'022004101,1998,19,18.1
'022901001,1998,70,17.4
'022901002,1998,.,.
'022901041,1998,68,15.6
'022901101,1998,86,19.8
'022901102,1998,.,.
'022902001,1998,20,17.2
'022903101,1998,7,31.8
'023902001,1998,26,9.6
'024901001,1998,92,16.3
'024901041,1998,71,14.2
'024901042,1998,.,.
'024901101,1998,64,11.4
'024901102,1998,.,.
'024901103,1998,17,10.2
'025901001,1998,93,25.3
'025901002,1998,18,94.7
'025901003,1998,.,.
'025901041,1998,64,24.6
'025901101,1998,110,23.1
'025901160,1998,5,41.7
'025901161,1998,.,.
'025902001,1998,290,24.4
'025902002,1998,175,91.6
'025902041,1998,147,20.5
'025902042,1998,.,.
'025902101,1998,57,21.2
'025902105,1998,50,17.3
'025902106,1998,77,27.1
'025902107,1998,68,17.5
'025902108,1998,106,15.6
'025902109,1998,32,17.6
'025902110,1998,.,.
'025904001,1998,21,23.3
'025904101,1998,58,32
'025904160,1998,.,.
'025905001,1998,32,21.2
'025905101,1998,34,24.1
'025905160,1998,.,.
'025905161,1998,.,.
'025905170,1998,.,.
'025906001,1998,15,12.9
'025906101,1998,14,21.9
'025906160,1998,.,.
'025908001,1998,12,15
'025908101,1998,32,22.1
'025909001,1998,54,15
'025909041,1998,47,14.3
'025909101,1998,41,13
'025909102,1998,39,19.3
'025909170,1998,.,.
'026901001,1998,92,16
'026901003,1998,48,98
'026901041,1998,72,14
'026901042,1998,38,11.5
'026901101,1998,82,17.7
'026902001,1998,68,25.2
'026902005,1998,15,100
'026902041,1998,43,19.4
'026902101,1998,67,19.9
'026903002,1998,75,14.4
'026903003,1998,10,100
'027903001,1998,169,22
'027903002,1998,125,100
'027903003,1998,105,82.7
'027903041,1998,132,19.3
'027903101,1998,87,18.5
'027903102,1998,43,18.1
'027903104,1998,55,16.9
'027904001,1998,243,24.4
'027904041,1998,135,16.3
'027904101,1998,127,14.4
'027904102,1998,89,15.1
'028902001,1998,215,20.1
'028902003,1998,123,100
'028902038,1998,77,79.4
'028902040,1998,27,67.5
'028902041,1998,106,15
'028902043,1998,61,98.4
'028902101,1998,109,16.7
'028902102,1998,.,.
'028902103,1998,89,13.1
'028902104,1998,96,13.1
'028903001,1998,86,17.6
'028903041,1998,64,15.2
'028903101,1998,55,15.3
'028903102,1998,41,15.9
'028903103,1998,.,.
'028906001,1998,59,29.1
'029901001,1998,242,18.8
'029901003,1998,79,77.5
'029901043,1998,170,17.8
'029901101,1998,118,15.8
'029901102,1998,144,21.1
'029901104,1998,30,24.2
'029901105,1998,15,14.7
'029901107,1998,68,19
'030901001,1998,44,17.6
'030901101,1998,39,17.4
'030902001,1998,72,14.8
'030902041,1998,36,13.2
'030902101,1998,73,20.9
