DISTRICT,YEAR,DB0BKA*R,DA0BKA*R,D40BKA*R,DE0BTA*R,DM0BTA*R,DH0BTA*R,DF0BKA*R,D20BKA*R,DA0BTA*R,DB0BTA*R,DI0BKA*R,DH0BKA*R,DW0BTA*R,DI0BTA*R,D20BTA*R,D30BTA*R,DW0BKA*R,D40BTA*R,D30BKA*R,DE0BKA*R,DM0BKA*R,DF0BTA*R
'025904,2013,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'025905,2013,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'025906,2013,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'025908,2013,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'025909,2013,.,59.2,.,20,29,33.3,62.1,.,30.4,-1,-1,50,30.3,-1,-1,-1,60,.,-1,27.3,55,31.5
'026901,2013,-1,59.3,.,7.4,4.8,5.4,57.1,.,11.2,7.1,.,-1,14.4,-1,-1,-1,63.6,.,.,71.4,66.7,17.8
'026902,2013,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'026903,2013,.,-1,.,0,9.4,0,.,.,5.1,0,.,.,10.7,-1,.,.,-1,.,.,.,-1,0
'027903,2013,-1,18.2,.,15.6,19.8,20.8,19.6,-1,22.7,9.1,-1,25,22.9,-1,25,-1,18.2,.,-1,25.8,16.3,25.5
'027904,2013,-1,48.3,.,6,11.9,12.5,49.1,-1,16.4,8.3,-1,40.9,17.9,-1,14.3,-1,50.8,.,-1,46.7,46.9,21
'028902,2013,20,42.3,.,13.9,12.5,14.8,36.1,-1,17.5,15.6,.,42.9,22.7,-1,14.3,-1,41.7,.,-1,37.7,53.8,22.4
'028903,2013,.,-1,.,0,0,0,-1,.,0.6,0,.,.,1.8,.,-1,.,-1,.,.,.,.,1.2
'028906,2013,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'029901,2013,-1,29.6,.,8.6,12.8,8,30.4,.,15.3,10,.,17.4,20.6,-1,0,51.5,17.5,.,76.5,25,28.6,18
'030901,2013,.,-1,.,7.4,14.3,0,.,.,7.3,.,.,.,6.5,-1,-1,-1,-1,.,-1,-1,-1,0
'030902,2013,.,36,.,1.6,13,12.5,45.5,.,12.9,-1,.,-1,13.5,.,0,.,39.1,.,.,-1,28.6,12.8
'030903,2013,.,-1,.,0,0,0,-1,.,2.5,.,.,.,3,.,.,.,-1,.,.,.,.,5
'030906,2013,-1,-1,.,0,5.9,0,-1,.,4.3,-2,.,.,2.6,.,-1,.,-1,.,.,.,-1,3.3
'031803,2013,-1,12.5,.,77.8,-1,77.8,20,.,72.7,-1,.,14.3,.,.,.,-1,.,.,.,14.3,-1,71.4
'031901,2013,-1,23.8,.,24.1,22.1,25,22.5,.,25.5,33.3,-1,23.4,53.6,-1,.,77.8,37.8,.,28.6,23.9,25.4,28.9
'031903,2013,-1,26,.,11.6,13.2,15.7,22.6,-1,16.8,20,.,22.9,25.4,0,33.3,28.6,36.7,.,-1,17.6,31,20.5
'031905,2013,-1,21.7,.,21.7,18.3,25,24.7,.,25.5,-1,.,23,35.3,.,.,.,0,.,.,20.3,16.3,32.8
'031906,2013,.,61.2,.,11.1,11.9,13,56,.,13.3,-1,-1,59.7,21.7,-1,0,-1,80,.,.,56.9,67.6,14.6
'031909,2013,-1,33.7,.,33.8,25.9,30.2,39.6,-1,31.4,-1,-1,38.4,37.5,-1,-1,-1,16.7,.,-1,33.3,25,36.8
'031911,2013,.,34.8,.,7.3,5.7,7.7,50,.,7.8,.,.,36.4,12.5,.,.,.,-1,.,.,42.1,11.1,10.3
'031912,2013,.,43.2,.,6.1,5.5,7,42.9,.,7.2,-1,.,44.6,18.8,.,-1,.,-1,.,.,48.5,43.6,9
'031913,2013,.,14.3,.,10.9,5.6,10,20,.,10,.,.,14.3,.,.,.,.,.,.,.,14.3,-1,14.7
'031914,2013,.,17.1,.,20.8,20.5,21,27.8,.,21.6,-1,.,18.2,-1,.,.,.,-1,.,.,19.4,5.9,22.8
'031916,2013,60,39,-1,87.8,89.1,88.7,37.3,-1,89.6,100,60,35.9,92.4,83.3,-1,95.5,49.2,-1,54.8,33.8,41.1,90.1
'032902,2013,-1,8.6,.,8.5,10.7,10.5,0,-1,11.3,4.6,.,8.3,13.9,-1,18.2,-1,12.5,.,-1,5.9,16.7,12.1
'033901,2013,.,-1,.,0,0,-1,-1,.,4.2,.,.,.,4.8,.,.,-1,-1,.,.,.,.,7.7
'033902,2013,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'033904,2013,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'034901,2013,.,40,.,0,2.3,0,-1,.,2.1,0,.,.,4.2,-1,-1,-1,40,-1,.,.,-1,1.9
'034902,2013,.,-1,.,0,0,-1,-1,.,4.5,-1,.,.,5.3,.,-1,.,-1,.,.,.,.,8.3
'034903,2013,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'034905,2013,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'034906,2013,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'034907,2013,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'034909,2013,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'035901,2013,.,0,.,4.2,1.3,3.9,0,.,6.7,-1,.,-1,19.2,.,.,-1,0,.,.,-1,-1,14.3
'035902,2013,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'035903,2013,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'036901,2013,0,8.9,.,12.8,18.1,20.5,14.3,-1,26.3,27.8,.,0,28.9,.,20,-1,15.4,.,.,0,0,36.4
'036902,2013,-1,50,.,7.8,12.5,10.3,60,-1,12.5,25,-1,30,12.4,20,9.1,14.3,56.6,.,-1,42.9,40,12.4
'036903,2013,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'037901,2013,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'037904,2013,-1,47.2,.,6.1,4.5,7.3,45.8,.,7.2,1.1,.,53.3,8.6,.,-1,60,35.3,.,-1,55,50,10.1
'037907,2013,.,88.9,.,3.3,2.6,3.1,83.3,.,3.6,0,.,-1,4.4,.,-1,0,87.5,.,.,-1,-1,4.5
'037908,2013,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'037909,2013,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'038901,2013,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'039902,2013,.,47.1,.,5,9.9,0,50,-1,10.9,.,.,.,11.3,-1,-1,.,50,.,.,-1,44.4,12.3
'039903,2013,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'039904,2013,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'039905,2013,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'040901,2013,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'040902,2013,.,-1,.,13,26.7,0,.,.,12.5,.,.,.,16,.,.,.,-1,.,.,-1,-1,0
'041901,2013,.,14.3,.,11.1,3.7,15.4,16.7,.,13.5,.,.,-1,10.8,.,-1,-1,-1,.,-1,-1,-1,24
'041902,2013,-1,-1,.,0,11.1,6.3,.,.,5,-2,.,-1,0,.,.,.,.,.,.,.,-1,0
'042901,2013,.,20,.,5.6,6.3,4.2,-1,.,5.5,-1,.,-1,6.3,.,-1,.,-1,.,.,-1,-1,4.7
'042903,2013,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'042905,2013,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'043801,2013,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'043901,2013,53.7,76.4,-1,21.9,32.9,25.3,75,77.4,36.6,18.6,-1,64.8,38.7,15,31,67.4,79.2,11.1,81,72.5,78.2,40.4
'043902,2013,.,-1,.,1.2,0.8,1.8,.,.,0.4,0,.,-1,0,0,0,.,.,-1,.,-1,-1,0
'043903,2013,-1,64.6,.,11.9,23.4,16.7,71.7,-1,27.6,25,.,75,31.3,-1,-1,-1,65.2,-1,-1,57.1,55.6,32.2
'043904,2013,.,35.5,.,13.8,13.2,20,35.3,.,16.1,0,.,25,16.5,-1,.,.,39.1,.,.,22.2,35.7,19.5
'043905,2013,59,77.2,-1,19,32.2,26.3,76.7,90.9,34.1,20.4,-1,73.8,34.4,12.5,35.9,64.7,77.8,18.2,83.7,67.6,77.6,36.1
'043907,2013,35.8,68.9,-1,19.7,43,31.7,66.6,71.4,47.2,30.4,55.6,62,54.5,52.9,45.2,68.4,73.2,42.9,78.5,43.3,71.3,51.8
'043908,2013,.,21.1,.,5.6,17.6,2.4,26.3,.,19.3,0,-1,-1,25,-1,-1,-1,20.6,.,-1,-1,15.8,21.3
'043910,2013,65.1,84.4,-1,16.2,37.3,20.6,83.3,80.5,41,16.4,-1,73.1,42,14.8,46.2,72.3,85.5,16.7,89,72.2,85.6,44.7
'043911,2013,-1,50,.,7.7,8.6,6.1,42.9,.,8.2,8.6,-1,50,9.7,12.5,0,0,55,.,.,46.2,55.6,7.7
'043912,2013,43.8,70.5,.,30.3,44.1,44.3,70.3,-1,48.2,29.1,-1,71.4,50.8,-1,-1,60,71.5,.,100,65.2,70.6,52.7
'043914,2013,69.2,70.2,-1,14.8,17.5,15.8,67.4,50,21,16.7,-1,53.7,21.2,20,29.6,43.7,76.2,-1,63.2,57.1,73.7,25.1
'043917,2013,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'043918,2013,-1,35.3,.,13.4,11.8,25,36.8,.,14.6,12.5,-1,30,11.9,40,-1,-1,38.1,-1,.,45.5,33.3,17.9
'043919,2013,40,71.9,.,40,63.5,54.2,75.3,83.3,64.8,45.5,-1,76.9,66.7,42.9,60,75,70.4,.,93.3,-1,68.7,66.4
'044902,2013,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'045902,2013,.,-1,.,1.1,1.5,3.5,-1,.,1.6,0,.,-1,1.3,-1,-1,-1,-1,-1,.,-1,-1,1.6
'045903,2013,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'045905,2013,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'046802,2013,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'046901,2013,20,67.4,.,10.9,21.2,16.9,68.2,-1,27.2,25,-1,56.8,34.7,-1,28.6,-1,72.6,-1,-1,51.5,66.1,33.8
'046902,2013,38.5,52.1,.,15.2,26.2,22.9,53.6,45.8,27.9,23.2,.,48.6,30.2,0,38.7,47.4,54.2,-1,55.6,43.8,50.6,29.9
'047901,2013,.,50,.,3.8,5.2,7.2,33.3,.,6.5,.,.,40,6.1,.,-1,-1,60,.,.,-1,-1,7.9
'047902,2013,.,-1,.,0,2.3,3.7,.,.,1.3,.,.,-1,0,.,-1,.,.,.,.,.,-1,0
'047903,2013,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'047905,2013,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'048901,2013,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'048903,2013,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'049901,2013,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'049902,2013,.,64.7,.,-1,23.7,.,75,.,23.6,.,.,.,22.9,.,-1,-1,62.5,.,-1,-1,55.6,23.5
'049903,2013,.,20,.,0,2.1,0,-1,.,5.9,.,.,.,7.5,-1,-1,.,20,.,.,.,-1,10.5
'049905,2013,.,15.4,.,3.2,8.8,0,16.7,.,8,-1,.,.,8.2,-1,.,-1,8.3,.,-1,-1,14.3,7.3
'049906,2013,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'049907,2013,.,43.5,.,0,30.8,-1,45.5,.,28.4,.,.,-1,28.2,.,.,.,45.5,.,.,.,41.7,26.2
'049908,2013,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'049909,2013,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'050901,2013,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'050902,2013,.,22.7,.,3.9,4.9,1.5,16.7,-1,5.4,0,.,-1,6,-1,13.3,-1,22.2,.,-1,33.3,30,6
'050904,2013,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'050909,2013,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'050910,2013,32.6,36.3,.,12.7,13.4,23.1,37.5,50,17.4,16.2,.,32.4,17.6,0,16.7,3.7,39.3,0,-1,35.6,34.3,21.6
'051901,2013,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'052901,2013,-1,0,.,2.7,5.7,5.9,0,.,8.7,-1,.,0,11.4,-1,.,.,0,.,.,-1,-1,11.3
'053001,2013,.,0,.,14.3,18.6,16.9,0,.,15.9,.,.,0,13.3,.,.,-1,-1,.,.,0,0,13.3
'054901,2013,.,0,.,16.2,18.5,14.3,0,.,18.2,-1,.,0,27.8,-1,.,.,0,.,.,0,0,17.9
'054902,2013,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'054903,2013,.,10,.,11.6,14.3,8.2,0,.,14.9,.,.,-1,33.3,.,.,.,0,.,.,20,20,15.6
'055901,2013,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'056901,2013,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'056902,2013,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'057802,2013,-1,7.7,.,16.3,15.2,22.5,12.5,.,21,21.1,.,11.1,-1,.,.,.,.,.,.,0,0,27.6
'057803,2013,68.8,74.9,.,100,89.7,100,74,-1,95.7,88.9,.,78.6,89.8,.,-1,96.7,81.8,.,71.6,37.5,75.6,100
'057804,2013,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'057805,2013,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'057806,2013,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'057807,2013,-1,0,.,1.8,5.1,0,0,.,4.8,2.4,.,.,14.1,-1,-1,.,0,-1,.,-1,0,4.5
'057808,2013,-1,-1,.,9.1,5.9,16.7,-1,.,6.8,3.6,.,-1,-1,.,.,.,.,.,.,-1,-1,7.4
'057809,2013,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'057810,2013,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'057811,2013,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'057813,2013,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'057814,2013,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'057815,2013,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'057816,2013,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'057817,2013,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'057819,2013,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'057825,2013,.,-1,.,0,1.5,3.7,-1,.,2.1,0,.,-1,2,.,-1,.,-1,.,.,.,-1,2.6
'057827,2013,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'057828,2013,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'057829,2013,.,0,.,13.5,13.5,14.6,0,.,13.6,-1,.,0,12.5,.,-1,.,-1,.,.,0,0,13.7
'057830,2013,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'057831,2013,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'057832,2013,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'057833,2013,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'057834,2013,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'057835,2013,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'057836,2013,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'057837,2013,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'057838,2013,-1,40.4,.,93.6,94.4,97.2,48.3,-1,97.3,-1,.,41.9,.,.,-1,.,.,.,.,39.2,31.4,100
'057839,2013,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'057840,2013,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'057841,2013,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'057842,2013,.,50,.,75.6,79.5,78.2,51.4,.,78.2,.,.,50,.,.,.,.,.,.,.,51.6,48.4,77.1
'057843,2013,10,8.3,.,11.1,16.1,14.3,0,.,20,21.7,.,-1,.,.,.,.,.,.,.,-1,20,24.1
'057844,2013,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'057845,2013,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'057846,2013,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'057903,2013,61,62.6,-1,25.5,25.8,25.5,63.1,60,29.5,11.4,66.7,45.6,39,40,17.9,48.6,78.4,42.9,71.8,50.8,62,33
'057904,2013,5.7,20.6,.,4.3,5.9,4.9,13.8,.,5.3,4.2,.,50,15,-1,0,14.3,31.3,-1,-1,3.8,26.5,4.7
'057905,2013,15.7,29.7,-1,31.5,26.7,32.6,28.4,45,33.4,27.9,39.5,29.1,62.3,51.7,27.8,52.3,57.6,30,55.2,25.8,31.6,39.9
'057906,2013,14.6,19.5,.,15.6,13.8,21.1,15.1,-1,16.1,15.6,.,37.5,12.9,-1,16.7,-1,50,.,.,21.8,25.9,18.1
'057907,2013,50,67.6,.,4.5,6.4,6.2,69.1,-1,7.8,3.8,-1,71.4,27.3,7.7,16.7,29.1,65.9,-1,93.8,71.4,65.5,9.1
'057909,2013,32.2,51.8,-1,14.2,15.9,13.2,48.2,54.5,20,13.4,75,40.3,27.6,17.8,23.9,41.4,62.2,9.1,59.4,39.1,57.1,24.2
'057910,2013,23.5,36.4,.,15.4,19.9,17.2,31.8,33.3,21.1,19.1,50,34.7,27.7,31.6,33.3,56.8,38.4,-1,60,34.5,41.2,22.4
'057911,2013,-1,79.1,.,.,76.3,87.2,79.3,81.8,78.4,-1,-1,73.2,77.9,-1,73.3,91.7,78.9,.,90.9,.,78.9,80.5
'057912,2013,22.3,33.9,-1,23.1,22.1,22.7,32.3,31.6,25.6,21.3,-1,31.2,31.2,16.7,34.5,55.7,42.2,9.1,46.4,30.2,36.2,29.1
'057913,2013,10.8,13,.,21,11.3,28.6,8.4,.,20.1,18.5,.,17.9,33.3,0,-1,-1,28.6,.,.,11.5,25.6,28.1
'057914,2013,33.6,50,.,13,11.1,14.3,47.1,52,14.9,8.4,62.5,49.7,17.8,25,20.8,57.7,56.7,0,54.7,46.8,54.9,18.6
'057916,2013,45.8,67.1,-1,20.2,33.4,20.6,63.4,70.2,36.7,15.6,66.7,55.8,58,46.2,36.2,52.6,73.6,66.7,66.5,52.2,71.4,40.2
'057919,2013,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'057922,2013,80,82.7,.,26,40.1,28.7,83.9,100,45.7,27.8,.,82.4,42,-1,33.3,73.6,80.5,.,86.4,78.1,81.2,51.8
'058902,2013,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'058905,2013,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'058906,2013,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'058909,2013,.,-1,.,0,7.1,0,.,.,3.8,-1,.,.,12.5,.,.,.,-1,.,.,.,-1,0
'059901,2013,.,35.7,.,0.9,1.8,1.7,22.2,.,2.6,0,.,14.3,7.3,-1,-1,-1,57.1,.,.,-1,60,3.6
'059902,2013,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'060902,2013,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'060914,2013,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'061802,2013,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'061804,2013,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'061901,2013,33.3,57,-1,9.6,17,12.5,53.6,60,21.5,10.3,20,55.7,28.2,14.3,31.3,50,59,-1,66.7,51.5,62.1,26.2
'061902,2013,62.7,76.2,.,15.6,24.4,17.3,74,72.4,28,15.7,-1,61.1,29.6,11.5,27,52.2,80.1,0,77.3,53.2,78.9,31.9
'061903,2013,.,34.8,.,3,9.6,3.4,46.2,.,11,0,.,-1,14.6,.,.,-1,38.1,.,.,-1,20,12.4
'061905,2013,.,75.9,.,5.6,11.1,6.7,83.3,.,14.8,-1,.,-1,17.5,-1,-1,-1,80,-1,-1,-1,63.6,18.6
'061906,2013,.,42.9,.,0,3.3,3.8,-1,.,4.1,-1,.,-1,4.3,-1,-1,.,50,.,.,.,-1,4.9
'061907,2013,.,64,.,5.8,3.3,7.5,71.4,-1,10.5,0,.,-1,11.9,-1,-1,-1,61.9,.,.,-1,-1,17.9
'061908,2013,-1,39.4,.,5.9,10.8,13.8,13.3,-1,10.4,20,-1,50,8.9,-1,16.7,-1,40.9,.,.,40,61.1,9.9
'061910,2013,.,69.7,.,18.8,26.9,26.1,60.5,-1,27.8,-1,.,83.3,27.6,.,-1,-1,67.9,.,-1,-1,78.3,28.9
'061911,2013,28.1,54.6,.,16,28.1,22.9,54.3,57.1,33,19.3,50,38.4,35.9,53.3,45.2,54,59,.,55.6,41.2,55.1,37.6
'061912,2013,-1,56.9,.,4.1,10.6,4.9,60.5,83.3,12.4,2.7,-1,100,13.6,33.3,20,38.5,52.8,-1,60,66.7,52.9,14.8
'061914,2013,12,40.6,.,19.9,21.5,17.4,38,-1,24.5,22.1,-1,59.5,29.3,-1,22.2,60,42.7,-1,22.2,48,43.8,27.5
'062901,2013,-1,41.2,.,2.8,7.1,5.2,25,.,7.2,11.8,.,-1,8.7,.,0,.,54.5,.,.,-1,55.6,7.3
'062902,2013,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'062903,2013,-1,0,.,1.1,1,3.6,0,.,6.3,5,.,-1,8.7,.,.,-1,0,.,.,-1,-1,11.4
'062904,2013,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'062905,2013,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'062906,2013,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'063903,2013,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'063906,2013,.,-1,.,0,-1,-1,-1,.,33.3,.,.,-1,28.6,.,.,-1,-1,.,.,.,-1,14.3
'064903,2013,.,0,.,1.2,1.5,2.1,-1,.,1.9,-1,.,0,0,.,.,-1,.,.,.,-1,-1,2.4
'065901,2013,.,-1,.,0,2.1,0,-1,.,2.3,0,.,.,1.5,.,-1,-1,-1,.,-1,.,-1,2.4
'065902,2013,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'066005,2013,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'066901,2013,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'066902,2013,.,0,.,5.5,2.4,5.7,0,.,5.6,.,.,0,-1,.,.,.,.,.,.,0,-1,8.3
'066903,2013,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'067902,2013,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'067903,2013,.,43.8,.,5.1,9.5,4.9,14.3,-1,9.6,-1,.,-1,10.9,-1,-1,-1,46.2,.,.,-1,66.7,9.7
'067904,2013,.,-1,.,4.3,0,7.1,-1,.,2.9,.,.,-1,0,-1,.,.,.,.,.,-1,.,4.8
'067907,2013,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'067908,2013,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'068801,2013,.,-1,.,0,0.6,0,.,.,0.3,0,.,.,0.8,0,-1,-1,-1,.,.,.,-1,0
'068802,2013,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'068901,2013,20,41.8,.,8.4,11.9,12,39.8,37.5,13.5,9.6,-1,38.4,15.7,11.8,30.8,52.4,45.9,0,63.6,40.2,44.1,14.9
'069901,2013,.,14.3,.,12,26.3,12.9,-1,.,20,.,.,-1,-1,.,.,.,-1,.,.,-1,20,12.5
'069902,2013,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'070801,2013,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'070901,2013,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'070903,2013,-1,43.2,.,12.5,16.7,17.8,39.3,-1,20.5,4,.,36.4,28.6,-1,12.5,-1,48.7,-1,-1,31,49.1,24.2
'070905,2013,-1,55.6,.,1,2.6,2.1,60,.,2.9,9.5,.,-1,3.2,-1,-1,-1,-1,.,.,-1,-1,3.2
'070907,2013,.,-1,.,0,1.9,3.1,.,.,1.1,0,.,-1,0,-1,-1,.,.,.,.,.,-1,0
'070908,2013,28.6,50.5,.,11,19.1,17.4,53.1,33.3,20.5,12.7,-1,40.6,20.7,14.3,35.3,56.3,54,.,55.6,36.8,47.6,21.9
'070909,2013,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'070910,2013,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
