DISTRICT,CNTYNAME,COUNTY,DFLCHART,DFLYRE,DISTNAME,DSUPRATE,D_RATING,REGION,REGNNAME
'112906,HOPKINS,'112,N,N,NORTH HOPKINS ISD,NQ,A,'08,REGION 08: MT PLEASANT
'112907,HOPKINS,'112,N,N,MILLER GROVE ISD,NQ,A,'08,REGION 08: MT PLEASANT
'112908,HOPKINS,'112,N,N,COMO-PICKTON CISD,NQ,A,'08,REGION 08: MT PLEASANT
'112909,HOPKINS,'112,N,N,SALTILLO ISD,NQ,R,'08,REGION 08: MT PLEASANT
'112910,HOPKINS,'112,N,N,SULPHUR BLUFF ISD,AT,R,'08,REGION 08: MT PLEASANT
'113901,HOUSTON,'113,N,N,CROCKETT ISD,NQ,A,'06,REGION 06: HUNTSVILLE
'113902,HOUSTON,'113,N,N,GRAPELAND ISD,NQ,A,'06,REGION 06: HUNTSVILLE
'113903,HOUSTON,'113,N,N,LOVELADY ISD,NQ,R,'06,REGION 06: HUNTSVILLE
'113905,HOUSTON,'113,N,N,LATEXO ISD,NQ,R,'06,REGION 06: HUNTSVILLE
'113906,HOUSTON,'113,N,N,KENNARD ISD,NQ,A,'06,REGION 06: HUNTSVILLE
'114901,HOWARD,'114,N,N,BIG SPRING ISD,NE,L,'18,REGION 18: MIDLAND
'114902,HOWARD,'114,N,N,COAHOMA ISD,NA,R,'18,REGION 18: MIDLAND
'114904,HOWARD,'114,N,N,FORSAN ISD,NQ,R,'18,REGION 18: MIDLAND
'115901,HUDSPETH,'115,N,N,FT HANCOCK ISD,NQ,A,'19,REGION 19: EL PASO
'115902,HUDSPETH,'115,N,N,SIERRA BLANCA ISD,NQ,A,'19,REGION 19: EL PASO
'115903,HUDSPETH,'115,N,N,DELL CITY ISD,NQ,A,'19,REGION 19: EL PASO
'116901,HUNT,'116,N,N,CADDO MILLS ISD,NQ,E,'10,REGION 10: RICHARDSON
'116902,HUNT,'116,N,N,CELESTE ISD,NQ,E,'10,REGION 10: RICHARDSON
'116903,HUNT,'116,N,N,COMMERCE ISD,NQ,A,'10,REGION 10: RICHARDSON
'116905,HUNT,'116,N,N,GREENVILLE ISD,NQ,A,'10,REGION 10: RICHARDSON
'116906,HUNT,'116,N,N,LONE OAK ISD,NQ,R,'10,REGION 10: RICHARDSON
'116908,HUNT,'116,N,N,QUINLAN ISD,NQ,A,'10,REGION 10: RICHARDSON
'116909,HUNT,'116,N,N,WOLFE CITY ISD,NQ,R,'10,REGION 10: RICHARDSON
'116910,HUNT,'116,N,N,CAMPBELL ISD,NQ,R,'10,REGION 10: RICHARDSON
'116915,HUNT,'116,N,N,BLAND ISD,NQ,R,'10,REGION 10: RICHARDSON
'116916,HUNT,'116,N,N,BOLES ISD,NQ,A,'10,REGION 10: RICHARDSON
'117901,HUTCHINSON,'117,N,N,BORGER ISD,NQ,A,'16,REGION 16: AMARILLO
'117903,HUTCHINSON,'117,N,N,SANFORD ISD,NQ,A,'16,REGION 16: AMARILLO
'117904,HUTCHINSON,'117,N,N,PLEMONS-STINNETT-PHILLIPS CONS ISD,NQ,E,'16,REGION 16: AMARILLO
'117907,HUTCHINSON,'117,N,N,SPRING CREEK ISD,NA,E,'16,REGION 16: AMARILLO
'118902,IRION,'118,N,N,IRION CO ISD,NQ,R,'15,REGION 15: SAN ANGELO
'119901,JACK,'119,N,N,BRYSON ISD,NQ,A,'09,REGION 09: WICHITA FALLS
'119902,JACK,'119,N,N,JACKSBORO ISD,NQ,R,'09,REGION 09: WICHITA FALLS
'119903,JACK,'119,N,N,PERRIN-WHITT CONS ISD,NQ,E,'09,REGION 09: WICHITA FALLS
'120901,JACKSON,'120,N,N,EDNA ISD,NQ,A,'03,REGION 03: VICTORIA
'120902,JACKSON,'120,N,N,GANADO ISD,NQ,A,'03,REGION 03: VICTORIA
'120905,JACKSON,'120,N,N,INDUSTRIAL ISD,NQ,R,'03,REGION 03: VICTORIA
'121902,JASPER,'121,N,N,BROOKELAND ISD,NQ,R,'05,REGION 05: BEAUMONT
'121903,JASPER,'121,N,N,BUNA ISD,NQ,A,'05,REGION 05: BEAUMONT
'121904,JASPER,'121,N,N,JASPER ISD,NQ,A,'05,REGION 05: BEAUMONT
'121905,JASPER,'121,N,N,KIRBYVILLE ISD,NQ,A,'05,REGION 05: BEAUMONT
'121906,JASPER,'121,N,N,EVADALE ISD,NQ,E,'05,REGION 05: BEAUMONT
'122901,JEFF DAVIS,'122,N,N,FT DAVIS ISD,NQ,A,'18,REGION 18: MIDLAND
'122902,JEFF DAVIS,'122,N,N,VALENTINE ISD,NQ,A,'18,REGION 18: MIDLAND
'123905,JEFFERSON,'123,N,N,NEDERLAND ISD,NQ,R,'05,REGION 05: BEAUMONT
'123907,JEFFERSON,'123,N,N,PORT ARTHUR ISD,NQ,A,'05,REGION 05: BEAUMONT
'123908,JEFFERSON,'123,N,N,PORT NECHES-GROVES ISD,NQ,R,'05,REGION 05: BEAUMONT
'123910,JEFFERSON,'123,N,N,BEAUMONT ISD,NQ,A,'05,REGION 05: BEAUMONT
'123913,JEFFERSON,'123,N,N,SABINE PASS ISD,NQ,R,'05,REGION 05: BEAUMONT
'123914,JEFFERSON,'123,N,N,HAMSHIRE-FANNETT ISD,NQ,R,'05,REGION 05: BEAUMONT
'124901,JIM HOGG,'124,N,N,JIM HOGG COUNTY ISD,NQ,R,'01,REGION 01: EDINBURG
'125901,JIM WELLS,'125,N,N,ALICE ISD,NQ,A,'02,REGION 02: CORPUS CHRISTI
'125902,JIM WELLS,'125,N,N,BEN BOLT-PALITO BLANCO CISD,NQ,R,'02,REGION 02: CORPUS CHRISTI
'125903,JIM WELLS,'125,N,N,ORANGE GROVE ISD,NQ,R,'02,REGION 02: CORPUS CHRISTI
'125905,JIM WELLS,'125,N,N,PREMONT ISD,NQ,A,'02,REGION 02: CORPUS CHRISTI
'125906,JIM WELLS,'125,N,N,LA GLORIA ISD,NA,A,'02,REGION 02: CORPUS CHRISTI
'126901,JOHNSON,'126,N,N,ALVARADO ISD,NQ,A,'11,REGION 11: FORT WORTH
'126902,JOHNSON,'126,N,N,BURLESON ISD,NQ,A,'11,REGION 11: FORT WORTH
'126903,JOHNSON,'126,N,N,CLEBURNE ISD,NQ,A,'11,REGION 11: FORT WORTH
'126904,JOHNSON,'126,N,N,GRANDVIEW ISD,NQ,R,'11,REGION 11: FORT WORTH
'126905,JOHNSON,'126,N,N,JOSHUA ISD,NQ,A,'11,REGION 11: FORT WORTH
'126906,JOHNSON,'126,N,N,KEENE ISD,NQ,R,'11,REGION 11: FORT WORTH
'126907,JOHNSON,'126,N,N,RIO VISTA ISD,NQ,R,'11,REGION 11: FORT WORTH
'126908,JOHNSON,'126,N,N,VENUS ISD,NQ,A,'11,REGION 11: FORT WORTH
'126911,JOHNSON,'126,N,N,GODLEY ISD,NQ,A,'11,REGION 11: FORT WORTH
'127901,JONES,'127,N,N,ANSON ISD,NQ,R,'14,REGION 14: ABILENE
'127903,JONES,'127,N,N,HAMLIN ISD,NQ,R,'14,REGION 14: ABILENE
'127904,JONES,'127,N,N,HAWLEY ISD,NQ,A,'14,REGION 14: ABILENE
'127905,JONES,'127,N,N,LUEDERS-AVOCA ISD,NQ,R,'14,REGION 14: ABILENE
'127906,JONES,'127,N,N,STAMFORD ISD,NQ,A,'14,REGION 14: ABILENE
'128901,KARNES,'128,N,N,KARNES CITY ISD,NQ,A,'03,REGION 03: VICTORIA
'128902,KARNES,'128,N,N,KENEDY ISD,NQ,A,'03,REGION 03: VICTORIA
'128903,KARNES,'128,N,N,RUNGE ISD,NQ,A,'03,REGION 03: VICTORIA
'128904,KARNES,'128,N,N,FALLS CITY ISD,NQ,A,'03,REGION 03: VICTORIA
'129901,KAUFMAN,'129,N,N,CRANDALL ISD,NQ,A,'10,REGION 10: RICHARDSON
'129902,KAUFMAN,'129,N,N,FORNEY ISD,NQ,R,'10,REGION 10: RICHARDSON
'129903,KAUFMAN,'129,N,N,KAUFMAN ISD,NQ,R,'10,REGION 10: RICHARDSON
'129904,KAUFMAN,'129,N,N,KEMP ISD,NQ,A,'10,REGION 10: RICHARDSON
'129905,KAUFMAN,'129,N,N,MABANK ISD,NQ,R,'10,REGION 10: RICHARDSON
'129906,KAUFMAN,'129,N,N,TERRELL ISD,NQ,R,'10,REGION 10: RICHARDSON
'129910,KAUFMAN,'129,N,N,SCURRY-ROSSER ISD,NQ,R,'10,REGION 10: RICHARDSON
'130901,KENDALL,'130,N,N,BOERNE ISD,NQ,R,'20,REGION 20: SAN ANTONIO
'130902,KENDALL,'130,N,N,COMFORT ISD,NQ,A,'13,REGION 13: AUSTIN
'131001,KENEDY,'131,N,N,KENEDY COUNTY WIDE CSD,NA,R,'02,REGION 02: CORPUS CHRISTI
'132902,KENT,'132,N,N,JAYTON-GIRARD ISD,NQ,R,'17,REGION 17: LUBBOCK
'133901,KERR,'133,N,N,CENTER POINT ISD,NQ,R,'20,REGION 20: SAN ANTONIO
'133902,KERR,'133,N,N,HUNT ISD,NA,R,'20,REGION 20: SAN ANTONIO
'133903,KERR,'133,N,N,KERRVILLE ISD,NQ,R,'20,REGION 20: SAN ANTONIO
'133904,KERR,'133,N,N,INGRAM ISD,NQ,A,'20,REGION 20: SAN ANTONIO
'133905,KERR,'133,N,N,DIVIDE ISD,NA,R,'20,REGION 20: SAN ANTONIO
'134901,KIMBLE,'134,N,N,JUNCTION ISD,NQ,A,'15,REGION 15: SAN ANGELO
'135001,KING,'135,N,N,GUTHRIE CSD,NQ,E,'17,REGION 17: LUBBOCK
'136901,KINNEY,'136,N,N,BRACKETT ISD,NQ,R,'20,REGION 20: SAN ANTONIO
'137901,KLEBERG,'137,N,N,KINGSVILLE ISD,NQ,R,'02,REGION 02: CORPUS CHRISTI
'137902,KLEBERG,'137,N,N,RICARDO ISD,NA,A,'02,REGION 02: CORPUS CHRISTI
'137903,KLEBERG,'137,N,N,RIVIERA ISD,NQ,A,'02,REGION 02: CORPUS CHRISTI
'137904,KLEBERG,'137,N,N,SANTA GERTRUDIS ISD,NQ,A,'02,REGION 02: CORPUS CHRISTI
'138901,KNOX,'138,N,N,GOREE ISD,NQ,A,'09,REGION 09: WICHITA FALLS
'138902,KNOX,'138,N,N,KNOX CITY-O'BRIEN ISD,NQ,A,'09,REGION 09: WICHITA FALLS
'138903,KNOX,'138,N,N,MUNDAY ISD,NQ,A,'09,REGION 09: WICHITA FALLS
'138904,KNOX,'138,N,N,BENJAMIN ISD,NQ,R,'09,REGION 09: WICHITA FALLS
'139905,LAMAR,'139,N,N,CHISUM ISD,NQ,A,'08,REGION 08: MT PLEASANT
'139908,LAMAR,'139,N,N,ROXTON ISD,NQ,R,'08,REGION 08: MT PLEASANT
'139909,LAMAR,'139,N,N,PARIS ISD,NQ,A,'08,REGION 08: MT PLEASANT
'139911,LAMAR,'139,N,N,NORTH LAMAR ISD,NQ,A,'08,REGION 08: MT PLEASANT
'139912,LAMAR,'139,N,N,PRAIRILAND ISD,NQ,R,'08,REGION 08: MT PLEASANT
'140901,LAMB,'140,N,N,AMHERST ISD,NQ,A,'17,REGION 17: LUBBOCK
'140904,LAMB,'140,N,N,LITTLEFIELD ISD,NQ,A,'17,REGION 17: LUBBOCK
'140905,LAMB,'140,N,N,OLTON ISD,NQ,A,'17,REGION 17: LUBBOCK
'140906,LAMB,'140,N,N,SPADE ISD,NQ,A,'17,REGION 17: LUBBOCK
'140907,LAMB,'140,N,N,SPRINGLAKE-EARTH ISD,NQ,E,'17,REGION 17: LUBBOCK
'140908,LAMB,'140,N,N,SUDAN ISD,NQ,R,'17,REGION 17: LUBBOCK
'141801,LAMPASAS,'141,Y,N,CEDAR RIDGE CHARTER SCHOOL,CS,C,'12,REGION 12: WACO
'141901,LAMPASAS,'141,N,N,LAMPASAS ISD,NQ,A,'12,REGION 12: WACO
'141902,LAMPASAS,'141,N,N,LOMETA ISD,NQ,R,'12,REGION 12: WACO
'142901,LA SALLE,'142,N,N,COTULLA ISD,NQ,A,'20,REGION 20: SAN ANTONIO
'143901,LAVACA,'143,N,N,HALLETTSVILLE ISD,NQ,A,'03,REGION 03: VICTORIA
'143902,LAVACA,'143,N,N,MOULTON ISD,NQ,E,'03,REGION 03: VICTORIA
'143903,LAVACA,'143,N,N,SHINER ISD,NQ,R,'03,REGION 03: VICTORIA
'143904,LAVACA,'143,N,N,VYSEHRAD ISD,NA,E,'03,REGION 03: VICTORIA
'143905,LAVACA,'143,N,N,SWEET HOME ISD,NA,R,'03,REGION 03: VICTORIA
'143906,LAVACA,'143,N,N,EZZELL ISD,NA,E,'03,REGION 03: VICTORIA
'144901,LEE,'144,N,N,GIDDINGS ISD,NQ,A,'13,REGION 13: AUSTIN
'144902,LEE,'144,N,N,LEXINGTON ISD,NQ,A,'13,REGION 13: AUSTIN
'144903,LEE,'144,N,N,DIME BOX ISD,NQ,A,'13,REGION 13: AUSTIN
'145901,LEON,'145,N,N,BUFFALO ISD,NQ,A,'06,REGION 06: HUNTSVILLE
'145902,LEON,'145,N,N,CENTERVILLE ISD,NQ,A,'06,REGION 06: HUNTSVILLE
'145906,LEON,'145,N,N,NORMANGEE ISD,NQ,A,'06,REGION 06: HUNTSVILLE
'145907,LEON,'145,N,N,OAKWOOD ISD,NQ,A,'06,REGION 06: HUNTSVILLE
'145911,LEON,'145,N,N,LEON ISD,NQ,R,'06,REGION 06: HUNTSVILLE
'146901,LIBERTY,'146,N,N,CLEVELAND ISD,NE,L,'04,REGION 04: HOUSTON
'146902,LIBERTY,'146,N,N,DAYTON ISD,NQ,R,'04,REGION 04: HOUSTON
'146903,LIBERTY,'146,N,N,DEVERS ISD,NA,R,'04,REGION 04: HOUSTON
'146904,LIBERTY,'146,N,N,HARDIN ISD,NQ,A,'04,REGION 04: HOUSTON
'146905,LIBERTY,'146,N,N,HULL-DAISETTA ISD,NE,L,'04,REGION 04: HOUSTON
'146906,LIBERTY,'146,N,N,LIBERTY ISD,NQ,A,'04,REGION 04: HOUSTON
'146907,LIBERTY,'146,N,N,TARKINGTON ISD,NQ,A,'04,REGION 04: HOUSTON
'147901,LIMESTONE,'147,N,N,COOLIDGE ISD,NQ,E,'12,REGION 12: WACO
'147902,LIMESTONE,'147,N,N,GROESBECK ISD,NQ,A,'12,REGION 12: WACO
'147903,LIMESTONE,'147,N,N,MEXIA ISD,NQ,A,'12,REGION 12: WACO
'148901,LIPSCOMB,'148,N,N,BOOKER ISD,NQ,R,'16,REGION 16: AMARILLO
'148902,LIPSCOMB,'148,N,N,FOLLETT ISD,NQ,E,'16,REGION 16: AMARILLO
'148903,LIPSCOMB,'148,N,N,HIGGINS ISD,NQ,R,'16,REGION 16: AMARILLO
'148905,LIPSCOMB,'148,N,N,DARROUZETT ISD,NA,E,'16,REGION 16: AMARILLO
'149901,LIVE OAK,'149,N,N,GEORGE WEST ISD,NQ,R,'02,REGION 02: CORPUS CHRISTI
'149902,LIVE OAK,'149,N,N,THREE RIVERS ISD,NE,L,'02,REGION 02: CORPUS CHRISTI
'150901,LLANO,'150,N,N,LLANO ISD,NQ,R,'13,REGION 13: AUSTIN
'152901,LUBBOCK,'152,N,N,LUBBOCK ISD,NQ,A,'17,REGION 17: LUBBOCK
'152902,LUBBOCK,'152,N,N,NEW DEAL ISD,NQ,A,'17,REGION 17: LUBBOCK
'152903,LUBBOCK,'152,N,N,SLATON ISD,NQ,A,'17,REGION 17: LUBBOCK
'152906,LUBBOCK,'152,N,N,LUBBOCK-COOPER ISD,NQ,R,'17,REGION 17: LUBBOCK
'152907,LUBBOCK,'152,N,N,FRENSHIP ISD,NQ,R,'17,REGION 17: LUBBOCK
'152908,LUBBOCK,'152,N,N,ROOSEVELT ISD,NQ,A,'17,REGION 17: LUBBOCK
'152909,LUBBOCK,'152,N,N,SHALLOWATER ISD,NQ,A,'17,REGION 17: LUBBOCK
'152910,LUBBOCK,'152,N,N,IDALOU ISD,NQ,R,'17,REGION 17: LUBBOCK
'153903,LYNN,'153,N,N,O'DONNELL ISD,NQ,R,'17,REGION 17: LUBBOCK
'153904,LYNN,'153,N,N,TAHOKA ISD,NQ,A,'17,REGION 17: LUBBOCK
'153905,LYNN,'153,N,N,NEW HOME ISD,NQ,A,'17,REGION 17: LUBBOCK
'153907,LYNN,'153,N,N,WILSON ISD,NQ,A,'17,REGION 17: LUBBOCK
'154901,MADISON,'154,N,N,MADISONVILLE CONS ISD,NQ,A,'06,REGION 06: HUNTSVILLE
'154903,MADISON,'154,N,N,NORTH ZULCH ISD,NA,A,'06,REGION 06: HUNTSVILLE
'155901,MARION,'155,N,N,JEFFERSON ISD,NQ,A,'08,REGION 08: MT PLEASANT
'156902,MARTIN,'156,N,N,STANTON ISD,NA,A,'18,REGION 18: MIDLAND
'156905,MARTIN,'156,N,N,GRADY ISD,NQ,E,'18,REGION 18: MIDLAND
'157901,MASON,'157,N,N,MASON ISD,NQ,R,'15,REGION 15: SAN ANGELO
'158901,MATAGORDA,'158,N,N,BAY CITY ISD,NQ,A,'03,REGION 03: VICTORIA
'158902,MATAGORDA,'158,N,N,TIDEHAVEN ISD,NQ,A,'03,REGION 03: VICTORIA
'158904,MATAGORDA,'158,N,N,MATAGORDA ISD,NA,R,'03,REGION 03: VICTORIA
'158905,MATAGORDA,'158,N,N,PALACIOS ISD,NQ,A,'03,REGION 03: VICTORIA
'158906,MATAGORDA,'158,N,N,VAN VLECK ISD,NQ,A,'03,REGION 03: VICTORIA
'159901,MAVERICK,'159,N,N,EAGLE PASS ISD,NQ,A,'20,REGION 20: SAN ANTONIO
'160901,MCCULLOCH,'160,N,N,BRADY ISD,NQ,R,'15,REGION 15: SAN ANGELO
'160904,MCCULLOCH,'160,N,N,ROCHELLE ISD,NQ,R,'15,REGION 15: SAN ANGELO
'160905,MCCULLOCH,'160,N,N,LOHN ISD,NQ,E,'15,REGION 15: SAN ANGELO
'161801,MCLENNAN,'161,Y,N,WACO CHARTER SCHOOL,CS,C,'12,REGION 12: WACO
'161802,MCLENNAN,'161,Y,N,EAST WACO SCHOOL,CS,C,'12,REGION 12: WACO
'161803,MCLENNAN,'161,Y,N,E L HARRISON CHARTER SCHOOL,CS,C,'12,REGION 12: WACO
'161901,MCLENNAN,'161,N,N,CRAWFORD ISD,NQ,E,'12,REGION 12: WACO
'161903,MCLENNAN,'161,N,N,MIDWAY ISD,NQ,R,'12,REGION 12: WACO
'161906,MCLENNAN,'161,N,N,LA VEGA ISD,NQ,A,'12,REGION 12: WACO
'161907,MCLENNAN,'161,N,N,LORENA ISD,NQ,E,'12,REGION 12: WACO
'161908,MCLENNAN,'161,N,N,MART ISD,NQ,A,'12,REGION 12: WACO
'161909,MCLENNAN,'161,N,N,MCGREGOR ISD,NQ,R,'12,REGION 12: WACO
'161910,MCLENNAN,'161,N,N,MOODY ISD,NQ,A,'12,REGION 12: WACO
'161912,MCLENNAN,'161,N,N,RIESEL ISD,NQ,A,'12,REGION 12: WACO
'161914,MCLENNAN,'161,N,N,WACO ISD,NQ,A,'12,REGION 12: WACO
'161916,MCLENNAN,'161,N,N,WEST ISD,NQ,R,'12,REGION 12: WACO
'161918,MCLENNAN,'161,N,N,AXTELL ISD,NQ,A,'12,REGION 12: WACO
'161919,MCLENNAN,'161,N,N,BRUCEVILLE-EDDY ISD,NQ,A,'12,REGION 12: WACO
'161920,MCLENNAN,'161,N,N,CHINA SPRING ISD,NQ,R,'12,REGION 12: WACO
'161921,MCLENNAN,'161,N,N,CONNALLY ISD,NQ,R,'12,REGION 12: WACO
'161922,MCLENNAN,'161,N,N,ROBINSON ISD,NQ,R,'12,REGION 12: WACO
'161923,MCLENNAN,'161,N,N,BOSQUEVILLE ISD,NQ,A,'12,REGION 12: WACO
'161924,MCLENNAN,'161,N,N,HALLSBURG ISD,NA,E,'12,REGION 12: WACO
'161925,MCLENNAN,'161,N,N,GHOLSON ISD,NA,R,'12,REGION 12: WACO
'162904,MCMULLEN,'162,N,N,MCMULLEN COUNTY ISD,NQ,R,'02,REGION 02: CORPUS CHRISTI
'163901,MEDINA,'163,N,N,DEVINE ISD,NQ,A,'20,REGION 20: SAN ANTONIO
'163902,MEDINA,'163,N,N,D'HANIS ISD,NQ,R,'20,REGION 20: SAN ANTONIO
'163903,MEDINA,'163,N,N,NATALIA ISD,NQ,R,'20,REGION 20: SAN ANTONIO
'163904,MEDINA,'163,N,N,HONDO ISD,NQ,A,'20,REGION 20: SAN ANTONIO
'163908,MEDINA,'163,N,N,MEDINA VALLEY ISD,NQ,A,'20,REGION 20: SAN ANTONIO
'164901,MENARD,'164,N,N,MENARD ISD,NQ,R,'15,REGION 15: SAN ANGELO
'165901,MIDLAND,'165,N,N,MIDLAND ISD,NQ,A,'18,REGION 18: MIDLAND
'165902,MIDLAND,'165,N,N,GREENWOOD ISD,NQ,A,'18,REGION 18: MIDLAND
'166901,MILAM,'166,N,N,CAMERON ISD,NQ,A,'06,REGION 06: HUNTSVILLE
'166902,MILAM,'166,N,N,GAUSE ISD,NA,A,'06,REGION 06: HUNTSVILLE
'166903,MILAM,'166,N,N,MILANO ISD,NA,R,'06,REGION 06: HUNTSVILLE
'166904,MILAM,'166,N,N,ROCKDALE ISD,NQ,R,'06,REGION 06: HUNTSVILLE
'166905,MILAM,'166,N,N,THORNDALE ISD,NQ,R,'13,REGION 13: AUSTIN
'166907,MILAM,'166,N,N,BUCKHOLTS ISD,NQ,A,'06,REGION 06: HUNTSVILLE
'167901,MILLS,'167,N,N,GOLDTHWAITE ISD,NQ,R,'12,REGION 12: WACO
'167902,MILLS,'167,N,N,MULLIN ISD,NQ,A,'12,REGION 12: WACO
'167903,MILLS,'167,N,N,STAR ISD,AC,A,'12,REGION 12: WACO
'167904,MILLS,'167,N,N,PRIDDY ISD,NA,R,'12,REGION 12: WACO
'168901,MITCHELL,'168,N,N,COLORADO ISD,NQ,A,'14,REGION 14: ABILENE
'168902,MITCHELL,'168,N,N,LORAINE ISD,NQ,A,'14,REGION 14: ABILENE
'168903,MITCHELL,'168,N,N,WESTBROOK ISD,NQ,A,'14,REGION 14: ABILENE
'169901,MONTAGUE,'169,N,N,BOWIE ISD,NQ,R,'09,REGION 09: WICHITA FALLS
'169902,MONTAGUE,'169,N,N,NOCONA ISD,NQ,E,'09,REGION 09: WICHITA FALLS
'169906,MONTAGUE,'169,N,N,GOLD BURG ISD,NQ,A,'09,REGION 09: WICHITA FALLS
'169908,MONTAGUE,'169,N,N,MONTAGUE ISD,NA,A,'09,REGION 09: WICHITA FALLS
'169909,MONTAGUE,'169,N,N,PRAIRIE VALLEY ISD,NQ,E,'09,REGION 09: WICHITA FALLS
'169910,MONTAGUE,'169,N,N,FORESTBURG ISD,NQ,R,'09,REGION 09: WICHITA FALLS
'169911,MONTAGUE,'169,N,N,SAINT JO ISD,NQ,R,'09,REGION 09: WICHITA FALLS
'170902,MONTGOMERY,'170,N,N,CONROE ISD,NQ,A,'06,REGION 06: HUNTSVILLE
'170903,MONTGOMERY,'170,N,N,MONTGOMERY ISD,NQ,R,'06,REGION 06: HUNTSVILLE
'170904,MONTGOMERY,'170,N,N,WILLIS ISD,NQ,R,'06,REGION 06: HUNTSVILLE
'170906,MONTGOMERY,'170,N,N,MAGNOLIA ISD,NQ,A,'06,REGION 06: HUNTSVILLE
'170907,MONTGOMERY,'170,N,N,SPLENDORA ISD,NQ,R,'06,REGION 06: HUNTSVILLE
'170908,MONTGOMERY,'170,N,N,NEW CANEY ISD,NQ,A,'06,REGION 06: HUNTSVILLE
'171901,MOORE,'171,N,N,DUMAS ISD,NQ,R,'16,REGION 16: AMARILLO
'171902,MOORE,'171,N,N,SUNRAY ISD,NQ,R,'16,REGION 16: AMARILLO
'172902,MORRIS,'172,N,N,DAINGERFIELD-LONE STAR ISD,NQ,A,'08,REGION 08: MT PLEASANT
'172905,MORRIS,'172,N,N,PEWITT ISD,NQ,A,'08,REGION 08: MT PLEASANT
'173901,MOTLEY,'173,N,N,MOTLEY COUNTY ISD,NQ,A,'17,REGION 17: LUBBOCK
'174901,NACOGDOCHES,'174,N,N,CHIRENO ISD,NQ,A,'07,REGION 07: KILGORE
'174902,NACOGDOCHES,'174,N,N,CUSHING ISD,NQ,E,'07,REGION 07: KILGORE
'174903,NACOGDOCHES,'174,N,N,GARRISON ISD,NQ,R,'07,REGION 07: KILGORE
'174904,NACOGDOCHES,'174,N,N,NACOGDOCHES ISD,NQ,A,'07,REGION 07: KILGORE
'174906,NACOGDOCHES,'174,N,N,WODEN ISD,NQ,E,'07,REGION 07: KILGORE
'174908,NACOGDOCHES,'174,N,N,CENTRAL HEIGHTS ISD,NQ,E,'07,REGION 07: KILGORE
'174909,NACOGDOCHES,'174,N,N,MARTINSVILLE ISD,NQ,R,'07,REGION 07: KILGORE
'174910,NACOGDOCHES,'174,N,N,ETOILE ISD,NA,R,'07,REGION 07: KILGORE
'174911,NACOGDOCHES,'174,N,N,DOUGLASS ISD,NQ,E,'07,REGION 07: KILGORE
'175902,NAVARRO,'175,N,N,BLOOMING GROVE ISD,NQ,A,'12,REGION 12: WACO
'175903,NAVARRO,'175,N,N,CORSICANA ISD,NQ,A,'12,REGION 12: WACO
'175904,NAVARRO,'175,N,N,DAWSON ISD,NQ,R,'12,REGION 12: WACO
'175905,NAVARRO,'175,N,N,FROST ISD,NQ,R,'12,REGION 12: WACO
'175907,NAVARRO,'175,N,N,KERENS ISD,NQ,A,'12,REGION 12: WACO
'175910,NAVARRO,'175,N,N,MILDRED ISD,NQ,E,'12,REGION 12: WACO
'175911,NAVARRO,'175,N,N,RICE ISD,NA,A,'12,REGION 12: WACO
'176901,NEWTON,'176,N,N,BURKEVILLE ISD,NE,A,'05,REGION 05: BEAUMONT
'176902,NEWTON,'176,N,N,NEWTON ISD,NQ,R,'05,REGION 05: BEAUMONT
'176903,NEWTON,'176,N,N,DEWEYVILLE ISD,NQ,R,'05,REGION 05: BEAUMONT
'177901,NOLAN,'177,N,N,ROSCOE ISD,NQ,R,'14,REGION 14: ABILENE
'177902,NOLAN,'177,N,N,SWEETWATER ISD,NQ,A,'14,REGION 14: ABILENE
'177903,NOLAN,'177,N,N,BLACKWELL CONS ISD,NQ,A,'14,REGION 14: ABILENE
'177905,NOLAN,'177,N,N,HIGHLAND ISD,NQ,A,'14,REGION 14: ABILENE
'178801,NUECES,'178,Y,N,ACADEMY OF TRANSITIONAL STUDIES,CS,C,'02,REGION 02: CORPUS CHRISTI
'178802,NUECES,'178,Y,N,SEASHORE LEARNING CTR CHARTER,CS,C,'02,REGION 02: CORPUS CHRISTI
'178803,NUECES,'178,Y,N,COASTAL BEND YOUTH CITY,CS,C,'02,REGION 02: CORPUS CHRISTI
'178901,NUECES,'178,N,N,AGUA DULCE ISD,NQ,A,'02,REGION 02: CORPUS CHRISTI
'178902,NUECES,'178,N,N,BISHOP CONS ISD,NQ,R,'02,REGION 02: CORPUS CHRISTI
'178903,NUECES,'178,N,N,CALALLEN ISD,NQ,R,'02,REGION 02: CORPUS CHRISTI
'178904,NUECES,'178,N,N,CORPUS CHRISTI ISD,NQ,A,'02,REGION 02: CORPUS CHRISTI
'178905,NUECES,'178,N,C,DRISCOLL ISD,NA,A,'02,REGION 02: CORPUS CHRISTI
'178906,NUECES,'178,N,N,LONDON ISD,NA,R,'02,REGION 02: CORPUS CHRISTI
'178908,NUECES,'178,N,N,PORT ARANSAS ISD,AC,R,'02,REGION 02: CORPUS CHRISTI
'178909,NUECES,'178,N,C,ROBSTOWN ISD,NQ,A,'02,REGION 02: CORPUS CHRISTI
'178912,NUECES,'178,N,C,TULOSO-MIDWAY ISD,NQ,R,'02,REGION 02: CORPUS CHRISTI
'178913,NUECES,'178,N,N,BANQUETE ISD,NQ,R,'02,REGION 02: CORPUS CHRISTI
