DISTRICT,YEAR,DA0GH05N,DA0GH05P,DA0GM05N,DA0GM05P,DA0GR05N,DA0GR05P,DA0LV05R,DAPID06N,DAPID06R,DAUND05C,DB0GR05N,DB0GR05P,DH0GR05N,DH0GR05P,DI0GR05N,DI0GR05P,DP0GR05N,DP0GR05P,DPERRA1R,DPERRA2R,DPERRA3R,DPERRA4R,DPERRA5R,DPERRA6R,DPERRA7R,DPERRA8R,DPERRAKR,DPERSA1R,DPERSA2R,DPERSA3R,DPERSA4R,DPERSA5R,DPERSA6R,DPERSA7R,DPERSA8R,DPERSAKR,DPETALLC,DPETBILC,DPETBILP,DPETBLAC,DPETBLAP,DPETDISC,DPETDISP,DPETECOC,DPETECOP,DPETG01C,DPETG01P,DPETG02C,DPETG02P,DPETG03C,DPETG03P,DPETG04C,DPETG04P,DPETG05C,DPETG05P,DPETG06C,DPETG06P,DPETG07C,DPETG07P,DPETG08C,DPETG08P,DPETG09C,DPETG09P,DPETG10C,DPETG10P,DPETG11C,DPETG11P,DPETG12C,DPETG12P,DPETGEEC,DPETGEEP,DPETGIFC,DPETGIFP,DPETGKNC,DPETGKNP,DPETGPKC,DPETGPKP,DPETHISC,DPETHISP,DPETINDC,DPETINDP,DPETLEPC,DPETLEPP,DPETPACC,DPETPACP,DPETRSKC,DPETRSKP,DPETSPEC,DPETSPEP,DPETVOCC,DPETVOCP,DPETWHIC,DPETWHIP,DS0GR05N,DS0GR05P,DW0GR05N,DW0GR05P
'128901,2006,61,93.8,4,6.2,65,100,0,0,0,0,5,7.7,36,55.4,0,0,0,0,0,0,0,0,3.7,1.4,0,1.7,3.4,0,0,0,0,0,0,0,0,0,973,15,1.5,36,3.7,12,1.1,618,63.5,61,6.3,69,7.1,71,7.3,60,6.2,62,6.4,63,6.5,83,8.5,68,7,74,7.6,72,7.4,79,8.1,87,8.9,0,0,134,13.8,89,9.1,35,3.6,578,59.4,0,0,21,2.2,5,0.5,375,38.5,121,12.4,237,24.4,354,36.4,10,15.4,24,36.9
'128902,2006,33,68.8,15,31.3,48,100,0,0,0,0,0,0,41,85.4,0,0,0,0,0,3.9,0,0,5.1,0,0,0,4.5,30,12.5,0,0,10,0,0,0,50,787,10,1.3,14,1.8,32,3.7,568,72.2,50,6.4,47,6,53,6.7,41,5.2,61,7.8,46,5.8,58,7.4,59,7.5,64,8.1,59,7.5,62,7.9,69,8.8,2,0.3,57,7.2,72,9.1,44,5.6,617,78.4,1,0.1,14,1.8,2,0.3,414,52.6,119,15.1,292,37.1,153,19.4,14,29.2,7,14.6
'128903,2006,12,75,4,25,16,100,0,0,0,0,0,0,13,81.3,1,6.3,1,6.3,0,0,11.1,8.7,11.1,0,0,0,0,0,0,0,20,0,0,0,0,50,294,2,0.7,4,1.4,6,1.7,226,76.9,19,6.5,23,7.8,29,9.9,28,9.5,25,8.5,20,6.8,21,7.1,17,5.8,19,6.5,27,9.2,14,4.8,14,4.8,0,0,26,8.8,25,8.5,13,4.4,255,86.7,2,0.7,2,0.7,0,0,141,48,41,13.9,56,19,33,11.2,3,18.8,1,6.3
'128904,2006,17,73.9,6,26.1,23,100,0,0,0,0,0,0,4,17.4,0,0,0,0,3.6,0,0,0,4.3,0,0,0,0,50,0,0,0,0,0,0,0,0,326,1,0.3,1,0.3,2,0.6,63,19.3,25,7.7,28,8.6,18,5.5,19,5.8,26,8,27,8.3,36,11,16,4.9,23,7.1,32,9.8,31,9.5,25,7.7,0,0,28,8.6,20,6.1,0,0,27,8.3,0,0,1,0.3,2,0.6,76,23.3,31,9.5,128,39.3,296,90.8,1,4.3,19,82.6
'129901,2006,94,64.8,51,35.2,145,100,0,2,0.1,0,7,4.8,8,5.5,1,0.7,0,0,4.7,3.6,2.7,3.1,2.1,0.7,1.2,0,16,5.9,0,0,0,0,0,0,7.4,0,2058,64,3.1,95,4.6,35,1.6,463,22.5,137,6.7,155,7.5,163,7.9,135,6.6,147,7.1,156,7.6,160,7.8,194,9.4,188,9.1,158,7.7,135,6.6,104,5.1,3,0.1,79,3.8,178,8.6,45,2.2,205,10,11,0.5,64,3.1,17,0.8,587,28.5,224,10.9,464,22.5,1730,84.1,22,15.2,129,89
'129902,2006,165,80.5,40,19.5,205,100,0,10,0.2,0,15,7.3,25,12.2,2,1,2,1,1.5,0.3,1.2,0.9,1.4,0.6,1.8,2.5,1.5,3.6,0,0,0,0,0,2,4.9,11.8,5239,131,2.5,452,8.6,56,1.2,854,16.3,420,8,429,8.2,448,8.6,449,8.6,442,8.4,379,7.2,423,8.1,405,7.7,383,7.3,357,6.8,289,5.5,246,4.7,7,0.1,150,2.9,486,9.3,76,1.5,779,14.9,34,0.6,146,2.8,40,0.8,1606,30.7,554,10.6,814,15.5,3934,75.1,26,12.7,161,78.5
'129903,2006,136,72,53,28,189,100,0.2,25,0.6,3,13,6.9,28,14.8,2,1.1,2,1.1,9.8,4,6.1,0.9,1.9,2.4,1.6,1.6,2,12.5,0,2.6,0,0,0,2.4,7.5,6.3,3539,461,13,262,7.4,62,1.6,1766,49.9,278,7.9,257,7.3,284,8,249,7,287,8.1,278,7.9,259,7.3,231,6.5,276,7.8,235,6.6,258,7.3,183,5.2,3,0.1,155,4.4,266,7.5,195,5.5,1155,32.6,23,0.6,496,14,25,0.7,1481,41.8,453,12.8,710,20.1,2074,58.6,20,10.6,144,76.2
'129904,2006,49,48,53,52,102,100,0,5,0.2,0,7,6.9,2,2,0,0,1,1,2,4,1,8,2.6,3.4,3.6,2,10.8,5.6,4.3,0,0,3.3,2.9,9.7,5.9,5.3,1696,42,2.5,52,3.1,45,2.3,849,50.1,129,7.6,126,7.4,134,7.9,123,7.3,95,5.6,154,9.1,124,7.3,134,7.9,139,8.2,132,7.8,136,8,76,4.5,0,0,59,3.5,122,7.2,72,4.2,156,9.2,19,1.1,46,2.7,7,0.4,789,46.5,275,16.2,366,21.6,1462,86.2,9,8.8,92,90.2
'129905,2006,134,63.8,76,36.2,210,100,0,3,0.1,0,4,1.9,8,3.8,2,1,3,1.4,4.3,3,3.2,0,0.6,1.5,0.5,1.1,1.9,5.6,4.2,5.6,0,1.8,0,0,0,12,3230,38,1.2,74,2.3,149,4,1771,54.8,252,7.8,257,8,231,7.2,212,6.6,241,7.5,248,7.7,248,7.7,248,7.7,255,7.9,245,7.6,224,6.9,175,5.4,21,0.7,245,7.6,238,7.4,135,4.2,297,9.2,12,0.4,38,1.2,26,0.8,1317,40.8,479,14.8,794,24.6,2821,87.3,21,10,193,91.9
'129906,2006,153,64.8,83,35.2,236,100,0,1,0,1,76,32.2,34,14.4,0,0,9,3.8,2.7,0.8,4.4,0,8.5,0.4,0,0.4,5.7,0,5.9,11.3,5.1,4.4,4.6,0,1.9,15.9,4441,655,14.7,1305,29.4,224,4.7,2844,64,371,8.4,305,6.9,353,7.9,320,7.2,337,7.6,303,6.8,339,7.6,318,7.2,392,8.8,304,6.8,269,6.1,217,4.9,0,0,363,8.2,373,8.4,240,5.4,1262,28.4,16,0.4,663,14.9,56,1.3,2472,55.7,617,13.9,957,21.5,1802,40.6,45,19.1,117,49.6
'129910,2006,32,64,18,36,50,100,0,1,0.1,0,4,8,1,2,0,0,0,0,3.9,9.3,3.8,2.1,13.6,6.4,1.4,0,0,0,0,0,0,0,0,0,0,16.7,901,10,1.1,55,6.1,8,0.8,285,31.6,73,8.1,63,7,71,7.9,71,7.9,61,6.8,61,6.8,68,7.5,93,10.3,85,9.4,57,6.3,57,6.3,61,6.8,2,0.2,39,4.3,61,6.8,17,1.9,43,4.8,10,1.1,8,0.9,1,0.1,261,29,151,16.8,307,34.1,792,87.9,11,22,45,90
'130901,2006,293,79.8,74,20.2,367,100,0,9,0.1,0,2,0.5,55,15,2,0.5,0,0,5.1,0.6,0.6,0.8,0.5,0,0,0,3.1,5.1,2.8,0,0,0,0,1.6,0,15.6,6004,226,3.8,64,1.1,91,1.5,1065,17.7,404,6.7,394,6.6,420,7,424,7.1,490,8.2,475,7.9,479,8,524,8.7,527,8.8,503,8.4,474,7.9,442,7.4,12,0.2,293,4.9,388,6.5,48,0.8,1242,20.7,20,0.3,236,3.9,50,0.8,1359,22.6,791,13.2,1935,32.2,4628,77.1,35,9.5,308,83.9
'130902,2006,52,75.4,17,24.6,69,100,0,0,0,0,0,0,26,37.7,0,0,1,1.4,4.8,0,2.5,0,0,3,1.1,0,4.8,16.7,0,0,5.9,0,0,11.1,0,0,1235,172,13.9,3,0.2,17,1.3,647,52.4,97,7.9,84,6.8,94,7.6,88,7.1,88,7.1,103,8.3,105,8.5,97,7.9,94,7.6,91,7.4,76,6.2,81,6.6,2,0.2,149,12.1,86,7,49,4,570,46.2,4,0.3,187,15.1,1,0.1,516,41.8,122,9.9,196,15.9,657,53.2,6,8.7,42,60.9
'131001,2006,0,.,0,.,.,.,.,0,0,0,0,.,0,.,0,.,0,.,0,0,0,0,0,0,.,.,0,0,.,0,0,0,0,.,.,0,77,1,1.3,0,0,0,0,44,57.1,9,11.7,10,13,11,14.3,8,10.4,10,13,7,9.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3.9,10,13,12,15.6,59,76.6,0,0,1,1.3,0,0,16,20.8,9,11.7,0,0,18,23.4,0,.,0,.
'132902,2006,8,80,2,20,10,100,0,1,0.7,0,0,0,2,20,0,0,0,0,0,14.3,0,0,0,0,0,0,12.5,0,0,0,0,0,.,0,.,0,128,1,0.8,3,2.3,2,1.4,46,35.9,7,5.5,12,9.4,7,5.5,11,8.6,7,5.5,8,6.3,9,7,9,7,13,10.2,13,10.2,13,10.2,7,5.5,0,0,12,9.4,5,3.9,7,5.5,21,16.4,2,1.6,1,0.8,0,0,38,29.7,14,10.9,39,30.5,102,79.7,3,30,8,80
'133901,2006,34,91.9,3,8.1,37,100,0,0,0,0,1,2.7,8,21.6,0,0,0,0,0,2.6,0,0,0,0,0,0,0,0,7.7,0,0,0,0,0,0,0,563,56,9.9,8,1.4,11,1.7,340,60.4,36,6.4,47,8.3,51,9.1,37,6.6,40,7.1,37,6.6,49,8.7,42,7.5,56,9.9,39,6.9,40,7.1,36,6.4,0,0,27,4.8,40,7.1,13,2.3,197,35,4,0.7,57,10.1,0,0,249,44.2,79,14,128,22.7,354,62.9,0,0,28,75.7
'133902,2006,0,.,0,.,.,.,0,0,0,0,0,.,0,.,0,.,0,.,0,0,0,0,0,0,0,0,16.7,0,0,0,0,.,0,.,0,.,215,34,15.8,0,0,0,0,62,28.8,17,7.9,20,9.3,23,10.7,18,8.4,24,11.2,21,9.8,28,13,26,12.1,0,0,6,2.8,1,0.5,3,1.4,0,0,8,3.7,16,7.4,12,5.6,63,29.3,2,0.9,34,15.8,0,0,64,29.8,14,6.5,0,0,150,69.8,0,.,0,.
'133903,2006,127,45.7,151,54.3,278,100,0.1,42,0.7,2,5,1.8,74,26.6,1,0.4,1,0.4,9.9,3.8,2.6,1.7,2.5,0.6,2.5,1.8,16.1,17.2,5.1,5.3,0,3.5,0,1.8,3.8,38.2,4844,178,3.7,211,4.4,119,2.3,2287,47.2,337,7,334,6.9,358,7.4,316,6.5,364,7.5,343,7.1,388,8,400,8.3,471,9.7,386,8,296,6.1,284,5.9,14,0.3,292,6,398,8.2,155,3.2,1913,39.5,21,0.4,198,4.1,41,0.8,2157,44.5,562,11.6,1162,24,2658,54.9,21,7.6,197,70.9
'133904,2006,92,85.2,16,14.8,108,100,0,0,0,0,2,1.9,23,21.3,0,0,3,2.8,2.4,1.3,3.6,1.2,3.5,0,2.9,0,0,0,0,0,0,0,0,0,0,9.1,1418,120,8.5,12,0.8,81,4.8,829,58.5,101,7.1,91,6.4,88,6.2,95,6.7,97,6.8,97,6.8,104,7.3,118,8.3,134,9.4,151,10.6,117,8.3,106,7.5,3,0.2,117,8.3,77,5.4,39,2.8,453,31.9,6,0.4,122,8.6,17,1.2,853,60.2,134,9.4,493,34.8,930,65.6,5,4.6,80,74.1
'133905,2006,0,.,0,.,.,.,.,0,0,0,0,.,0,.,0,.,0,.,0,0,.,0,.,.,.,.,0,.,.,.,.,0,.,.,.,.,23,4,17.4,0,0,0,0,8,34.8,2,8.7,5,21.7,3,13,0,0,2,8.7,1,4.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,17.4,6,26.1,6,26.1,0,0,4,17.4,0,0,4,17.4,0,0,0,0,17,73.9,0,.,0,.
'134901,2006,23,41.1,33,58.9,56,100,0,0,0,0,1,1.8,13,23.2,0,0,0,0,2.2,0,3.8,2,0,1.9,0,0,1.9,12.5,14.3,0,0,0,7.7,0,0,37.5,710,25,3.5,5,0.7,12,1.5,379,53.4,55,7.7,50,7,49,6.9,53,7.5,55,7.7,56,7.9,63,8.9,45,6.3,69,9.7,43,6.1,58,8.2,46,6.5,3,0.4,49,6.9,47,6.6,18,2.5,241,33.9,0,0,29,4.1,0,0,287,40.4,101,14.2,143,20.1,464,65.4,10,17.9,42,75
'135001,2006,4,66.7,2,33.3,6,100,0,0,0,0,0,0,0,0,0,0,0,0,0,33.3,0,0,0,0,0,0,0,0,0,0,0,0,0,.,0,.,94,7,7.4,0,0,0,0,27,28.7,5,5.3,9,9.6,3,3.2,9,9.6,6,6.4,4,4.3,11,11.7,9,9.6,7,7.4,8,8.5,11,11.7,3,3.2,0,0,4,4.3,9,9.6,0,0,15,16,0,0,7,7.4,0,0,29,30.9,11,11.7,36,38.3,79,84,1,16.7,6,100
'136901,2006,28,59.6,19,40.4,47,100,0,1,0.1,0,2,4.3,29,61.7,0,0,0,0,10.3,0,0,9.1,22.2,0,2.2,0,13.6,33.3,0,8.3,0,0,0,25,9.1,25,622,38,6.1,18,2.9,14,2,418,67.2,51,8.2,36,5.8,42,6.8,49,7.9,54,8.7,31,5,63,10.1,56,9,58,9.3,46,7.4,44,7.1,39,6.3,0,0,66,10.6,43,6.9,10,1.6,420,67.5,3,0.5,48,7.7,0,0,267,42.9,99,15.9,88,14.1,181,29.1,6,12.8,16,34
'137901,2006,223,81.7,50,18.3,273,100,0,27,0.5,1,12,4.4,201,73.6,1,0.4,2,0.7,8.3,3.6,4.7,1.4,10,2,6.4,4.4,0.4,9.1,6.8,3.4,1.9,1.7,0,3.4,1.8,6.5,4246,291,6.9,212,5,107,2.2,3078,72.5,314,7.4,305,7.2,309,7.3,297,7,300,7.1,251,5.9,274,6.5,292,6.9,455,10.7,307,7.2,275,6.5,268,6.3,16,0.4,250,5.9,293,6.9,290,6.8,3429,80.8,8,0.2,402,9.5,36,0.8,2496,58.8,580,13.7,834,19.6,561,13.2,32,11.7,57,20.9
'137902,2006,0,.,0,.,.,.,0,3,0.4,0,0,.,0,.,0,.,0,.,2.5,4.7,0,0,3.4,0,1.4,0,11.9,0,0,0,0,0,0,0,0,0,579,30,5.2,6,1,5,0.8,361,62.3,46,7.9,54,9.3,52,9,52,9,63,10.9,63,10.9,62,10.7,83,14.3,0,0,0,0,0,0,0,0,0,0,40,6.9,65,11.2,39,6.7,444,76.7,0,0,36,6.2,1,0.2,266,45.9,51,8.8,0,0,128,22.1,0,.,0,.
'137903,2006,30,69.8,13,30.2,43,100,0,1,0.2,0,0,0,22,51.2,0,0,0,0,0,0,0,4.2,0,0,0,5.3,16.7,0,0,0,0,0,0,14.3,0,100,499,34,6.8,1,0.2,11,1.9,286,57.3,27,5.4,22,4.4,22,4.4,21,4.2,29,5.8,34,6.8,31,6.2,41,8.2,81,16.2,47,9.4,55,11,41,8.2,0,0,28,5.6,29,5.8,19,3.8,323,64.7,0,0,35,7,2,0.4,238,47.7,63,12.6,173,34.7,173,34.7,4,9.3,21,48.8
'137904,2006,32,97,1,3,33,100,0,0,0,0,1,3,25,75.8,0,0,0,0,0,0,0,8.3,0,0,0,0,0,0,.,.,0,.,0,0,0,.,332,13,3.9,3,0.9,6,1.9,136,41,15,4.5,15,4.5,14,4.2,13,3.9,18,5.4,16,4.8,15,4.5,17,5.1,53,16,49,14.8,46,13.9,31,9.3,0,0,38,11.4,15,4.5,15,4.5,240,72.3,0,0,18,5.4,4,1.2,142,42.8,41,12.3,198,59.6,85,25.6,1,3,7,21.2
'138902,2006,17,70.8,7,29.2,24,100,0,2,0.6,0,3,12.5,8,33.3,0,0,0,0,5.3,0,0,0,0,0,0,0,0,20,0,0,100,0,0,0,0,0,291,15,5.2,44,15.1,5,1.5,155,53.3,25,8.6,23,7.9,16,5.5,23,7.9,15,5.2,12,4.1,25,8.6,18,6.2,21,7.2,20,6.9,22,7.6,23,7.9,5,1.7,29,10,27,9.3,16,5.5,103,35.4,0,0,16,5.5,0,0,103,35.4,57,19.6,83,28.5,144,49.5,2,8.3,13,54.2
'138903,2006,22,73.3,8,26.7,30,100,0,0,0,0,6,20,10,33.3,0,0,0,0,0,7.4,0,0,0,0,0,3.4,0,0,0,.,20,0,0,0,0,10,441,19,4.3,60,13.6,40,8,270,61.2,36,8.2,31,7,27,6.1,29,6.6,36,8.2,31,7,29,6.6,32,7.3,34,7.7,36,8.2,30,6.8,32,7.3,0,0,51,11.6,29,6.6,29,6.6,200,45.4,0,0,19,4.3,0,0,178,40.4,42,9.5,109,24.7,181,41,6,20,14,46.7
'138904,2006,6,85.7,1,14.3,7,100,0,0,0,0,0,0,1,14.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.,0,.,.,0,0,0,0,78,2,2.6,0,0,1,1,42,53.8,5,6.4,5,6.4,2,2.6,2,2.6,4,5.1,2,2.6,4,5.1,11,14.1,5,6.4,13,16.7,8,10.3,6,7.7,0,0,3,3.8,7,9,4,5.1,15,19.2,0,0,2,2.6,0,0,18,23.1,10,12.8,14,17.9,63,80.8,0,0,6,85.7
'139905,2006,40,60.6,26,39.4,66,100,0,0,0,0,3,4.5,2,3,1,1.5,0,0,2,3.6,1.9,2,0,3.5,0,1.5,9.8,20,0,0,0,0,0,0,0,16.7,880,47,5.3,48,5.5,14,1.5,435,49.4,66,7.5,60,6.8,65,7.4,65,7.4,57,6.5,71,8.1,68,7.7,72,8.2,83,9.4,63,7.2,68,7.7,55,6.3,5,0.6,26,3,64,7.3,18,2,24,2.7,13,1.5,50,5.7,6,0.7,334,38,99,11.3,173,19.7,789,89.7,11,16.7,60,90.9
'139908,2006,6,60,4,40,10,100,1.6,0,0,2,2,20,1,10,0,0,0,0,0,0,0,0,8.3,0,0,0,0,0,0,33.3,0,0,0,0,0,0,232,0,0,51,22,11,4,128,55.2,14,6,20,8.6,12,5.2,20,8.6,21,9.1,14,6,8,3.4,13,5.6,25,10.8,19,8.2,23,9.9,11,4.7,0,0,14,6,18,7.8,14,6,7,3,2,0.9,0,0,0,0,15,6.5,37,15.9,72,31,172,74.1,3,30,7,70
'139909,2006,97,57.4,72,42.6,169,100,0.1,0,0,2,70,41.4,5,3,1,0.6,0,0,11.6,2.8,3.2,3.2,3.2,1.8,0.9,1.3,2.9,21.1,6.3,2.3,4.1,0,3.8,1.8,4.2,12.7,3896,125,3.2,1582,40.6,154,3.5,2547,65.4,343,8.8,292,7.5,301,7.7,293,7.5,289,7.4,243,6.2,260,6.7,280,7.2,332,8.5,236,6.1,208,5.3,210,5.4,0,0,424,10.9,319,8.2,290,7.4,312,8,47,1.2,138,3.5,27,0.7,1942,49.8,557,14.3,839,21.5,1928,49.5,31,18.3,93,55
'139911,2006,96,45.5,115,54.5,211,100,0.1,1,0,1,5,2.4,3,1.4,2,0.9,0,0,1.7,4.8,0,0.5,0.6,0.5,0.8,0,3.8,9.8,8.9,2.2,0,2.4,0,0,0,4.8,3197,33,1,200,6.3,39,1.1,1079,33.8,223,7,224,7,229,7.2,221,6.9,259,8.1,225,7,227,7.1,273,8.5,281,8.8,283,8.9,212,6.6,239,7.5,13,0.4,202,6.3,233,7.3,55,1.7,126,3.9,59,1.8,33,1,23,0.7,1053,32.9,494,15.5,811,25.4,2789,87.2,31,14.7,201,95.3
'139912,2006,34,47.9,37,52.1,71,100,0,1,0.1,0,1,1.4,2,2.8,0,0,0,0,2.6,3.5,0,2.9,1.6,0,0,2.5,8.5,9.5,0,0,0,0,8.3,0,0,22.2,1095,28,2.6,4,0.4,4,0.3,643,58.7,74,6.8,59,5.4,82,7.5,87,7.9,88,8,85,7.8,79,7.2,86,7.9,92,8.4,80,7.3,69,6.3,71,6.5,5,0.5,94,8.6,79,7.2,59,5.4,67,6.1,21,1.9,28,2.6,5,0.5,406,37.1,162,14.8,306,27.9,998,91.1,10,14.1,68,95.8
'140901,2006,4,50,4,50,8,100,0,0,0,0,1,12.5,2,25,0,0,0,0,0,0,6.3,7.7,28.6,0,0,0,5.9,0,.,0,0,0,0,0,.,0,188,51,27.1,16,8.5,0,0,137,72.9,17,9,16,8.5,13,6.9,17,9,16,8.5,8,4.3,19,10.1,18,9.6,11,5.9,19,10.1,14,7.4,11,5.9,0,0,10,5.3,9,4.8,0,0,124,66,0,0,51,27.1,0,0,117,62.2,21,11.2,53,28.2,48,25.5,3,37.5,5,62.5
'140904,2006,64,75.3,21,24.7,85,100,0,0,0,0,1,1.2,45,52.9,1,1.2,0,0,6.4,1.2,2.4,0,2,1,1,2.2,2,10,8.3,0,0,0,0,4.3,0,0,1502,76,5.1,97,6.5,64,3.9,996,66.3,121,8.1,107,7.1,99,6.6,89,5.9,102,6.8,115,7.7,120,8,123,8.2,118,7.9,100,6.7,105,7,88,5.9,1,0.1,102,6.8,110,7.3,104,6.9,898,59.8,2,0.1,76,5.1,6,0.4,819,54.5,193,12.8,188,12.5,499,33.2,15,17.6,38,44.7
'140905,2006,35,76.1,11,23.9,46,100,0,0,0,0,0,0,26,56.5,0,0,0,0,0,0,5.9,0,11.1,0,0,5.9,4.9,0,0,0,0,0,20,0,10,30,704,121,17.2,14,2,12,1.5,515,73.2,45,6.4,53,7.5,62,8.8,61,8.7,47,6.7,49,7,51,7.2,50,7.1,46,6.5,58,8.2,44,6.3,43,6.1,2,0.3,72,10.2,58,8.2,35,5,523,74.3,3,0.4,124,17.6,0,0,342,48.6,103,14.6,159,22.6,164,23.3,9,19.6,20,43.5
'140906,2006,6,100,0,0,6,100,1.4,0,0,1,0,0,5,83.3,1,16.7,0,0,0,0,0,0,0,0,0,0,0,.,.,25,.,50,0,0,0,.,74,1,1.4,4,5.4,1,0.7,59,79.7,10,13.5,2,2.7,8,10.8,5,6.8,6,8.1,2,2.7,3,4.1,4,5.4,5,6.8,5,6.8,2,2.7,5,6.8,0,0,2,2.7,9,12.2,8,10.8,34,45.9,4,5.4,1,1.4,0,0,24,32.4,8,10.8,5,6.8,32,43.2,1,16.7,0,0
'140907,2006,16,84.2,3,15.8,19,100,0,0,0,0,2,10.5,12,63.2,0,0,0,0,16,0,0,3.8,9.5,11.8,0,0,0,0,0,0,0,0,0,0,0,0,379,44,11.6,9,2.4,7,1.6,250,66,30,7.9,28,7.4,27,7.1,25,6.6,35,9.2,28,7.4,31,8.2,24,6.3,34,9,28,7.4,21,5.5,19,5,0,0,37,9.8,31,8.2,18,4.7,227,59.9,0,0,44,11.6,0,0,156,41.2,69,18.2,96,25.3,143,37.7,8,42.1,5,26.3
'140908,2006,28,75.7,9,24.3,37,100,0,0,0,0,3,8.1,15,40.5,0,0,0,0,8.3,0,0,0,0,0,0,0,4.5,0,0,0,0,0,0,0,0,33.3,368,26,7.1,19,5.2,2,0.5,235,63.9,28,7.6,27,7.3,37,10.1,26,7.1,31,8.4,27,7.3,22,6,35,9.5,34,9.2,28,7.6,26,7.1,22,6,0,0,16,4.3,25,6.8,0,0,183,49.7,1,0.3,26,7.1,0,0,134,36.4,47,12.8,84,22.8,165,44.8,5,13.5,19,51.4
'141801,2006,5,33.3,10,66.7,15,100,0,0,0,0,0,0,4,26.7,1,6.7,1,6.7,20,25,0,0,14.3,0,40,0,0,.,0,0,0,0,0,25,0,0,72,0,0,13,18.1,0,0,51,70.8,3,4.2,2,2.8,1,1.4,0,0,5,6.9,6,8.3,6,8.3,3,4.2,12,16.7,9,12.5,7,9.7,8,11.1,0,0,0,0,2,2.8,8,11.1,20,27.8,0,0,1,1.4,0,0,45,62.5,26,36.1,11,15.3,39,54.2,2,13.3,9,60
'141901,2006,145,76.3,45,23.7,190,100,0.1,13,0.3,2,5,2.6,35,18.4,2,1.1,3,1.6,5.1,2.7,1.5,2.4,2.7,1.9,0.5,0.4,6.8,6.5,0,0,0,2.7,6.3,1.8,2.1,18.8,3347,95,2.8,128,3.8,82,2.3,1493,44.6,235,7,220,6.6,240,7.2,258,7.7,254,7.6,249,7.4,255,7.6,283,8.5,329,9.8,262,7.8,233,7,212,6.3,20,0.6,117,3.5,226,6.8,71,2.1,676,20.2,39,1.2,94,2.8,45,1.3,1420,42.4,508,15.2,942,28.1,2459,73.5,36,18.9,145,76.3
'141902,2006,9,47.4,10,52.6,19,100,0,0,0,0,1,5.3,8,42.1,0,0,0,0,5.9,0,0,5.9,0,4.2,4.5,6.3,10,0,0,0,0,0,0,0,0,0,290,31,10.7,7,2.4,0,0,200,69,20,6.9,20,6.9,21,7.2,21,7.2,21,7.2,17,5.9,27,9.3,25,8.6,26,9,18,6.2,21,7.2,17,5.9,0,0,23,7.9,21,7.2,15,5.2,137,47.2,0,0,36,12.4,0,0,145,50,56,19.3,44,15.2,146,50.3,4,21.1,10,52.6
'142901,2006,58,78.4,16,21.6,74,100,0.3,4,0.3,2,0,0,63,85.1,0,0,2,2.7,9.6,4.4,4.8,1.8,11,0,5.3,3.6,6,28.6,7.7,0,0,8.3,0,0,0,0,1247,234,18.8,7,0.6,68,5.1,883,70.8,99,7.9,93,7.5,99,7.9,63,5.1,73,5.9,85,6.8,75,6,96,7.7,122,9.8,92,7.4,82,6.6,73,5.9,0,0,146,11.7,116,9.3,79,6.3,1122,90,2,0.2,284,22.8,1,0.1,729,58.5,134,10.7,84,6.7,115,9.2,11,14.9,9,12.2
'143901,2006,60,65.9,31,34.1,91,100,0,0,0,0,7,7.7,9,9.9,0,0,0,0,1.9,0,0,3.2,8.2,2.2,5.9,0,4.5,0,0,0,0,0,0,0,0,8.3,951,5,0.5,123,12.9,29,2.8,336,35.3,59,6.2,61,6.4,51,5.4,66,6.9,75,7.9,54,5.7,59,6.2,76,8,102,10.7,90,9.5,97,10.2,92,9.7,3,0.3,70,7.4,66,6.9,0,0,87,9.1,1,0.1,7,0.7,0,0,440,46.3,141,14.8,312,32.8,740,77.8,7,7.7,75,82.4
'143902,2006,14,51.9,13,48.1,27,100,0,0,0,0,1,3.7,6,22.2,0,0,0,0,0,0,0,0,0,5.9,0,0,12.5,33.3,.,0,0,0,0,0,0,40,303,15,5,1,0.3,0,0,148,48.8,17,5.6,27,8.9,13,4.3,19,6.3,21,6.9,30,9.9,20,6.6,22,7.3,31,10.2,21,6.9,27,8.9,25,8.3,1,0.3,15,5,29,9.6,0,0,87,28.7,0,0,18,5.9,1,0.3,96,31.7,38,12.5,88,29,214,70.6,4,14.8,20,74.1
'143903,2006,26,74.3,9,25.7,35,100,0,0,0,0,3,8.6,5,14.3,0,0,1,2.9,0,0,0,0,4.8,2.6,2.9,2.9,0,0,0,0,0,0,0,25,0,0,551,7,1.3,85,15.4,11,2,222,40.3,40,7.3,28,5.1,36,6.5,36,6.5,36,6.5,47,8.5,48,8.7,39,7.1,41,7.4,56,10.2,33,6,44,8,0,0,44,8,34,6.2,33,6,57,10.3,0,0,8,1.5,2,0.4,150,27.2,84,15.2,232,42.1,407,73.9,6,17.1,26,74.3
