DISTRICT,CNTYNAME,COUNTY,DFLALTED,DFLCHART,DISTNAME,D_RATING,REGION,SECS
'146901,LIBERTY,'146,N,N,CLEVELAND ISD,I,'04,B
'146902,LIBERTY,'146,N,N,DAYTON ISD,M,'04,
'146903,LIBERTY,'146,N,N,DEVERS ISD,M,'04,
'146904,LIBERTY,'146,N,N,HARDIN ISD,M,'04,
'146905,LIBERTY,'146,N,N,HULL-DAISETTA ISD,M,'05,
'146906,LIBERTY,'146,N,N,LIBERTY ISD,M,'04,B
'146907,LIBERTY,'146,N,N,TARKINGTON ISD,M,'04,D
'147901,LIMESTONE,'147,N,N,COOLIDGE ISD,M,'12,D
'147902,LIMESTONE,'147,N,N,GROESBECK ISD,M,'12,
'147903,LIMESTONE,'147,N,N,MEXIA ISD,M,'12,L
'148901,LIPSCOMB,'148,N,N,BOOKER ISD,M,'16,
'148902,LIPSCOMB,'148,N,N,FOLLETT ISD,M,'16,
'148903,LIPSCOMB,'148,N,N,HIGGINS ISD,I,'16,D
'148905,LIPSCOMB,'148,N,N,DARROUZETT ISD,M,'16,
'149901,LIVE OAK,'149,N,N,GEORGE WEST ISD,M,'02,D
'149902,LIVE OAK,'149,N,N,THREE RIVERS ISD,M,'02,B
'150901,LLANO,'150,N,N,LLANO ISD,M,'13,D
'152802,LUBBOCK,'152,N,Y,RISE ACADEMY,M,'17,
'152803,LUBBOCK,'152,Y,Y,SOUTH PLAINS ACADEMY CHARTER DISTR,A,'17,D
'152805,LUBBOCK,'152,N,Y,HARMONY SCIENCE ACAD (LUBBOCK),I,'17,
'152901,LUBBOCK,'152,N,N,LUBBOCK ISD,M,'17,
'152902,LUBBOCK,'152,N,N,NEW DEAL ISD,M,'17,D
'152903,LUBBOCK,'152,N,N,SLATON ISD,M,'17,D
'152906,LUBBOCK,'152,N,N,LUBBOCK-COOPER ISD,M,'17,D
'152907,LUBBOCK,'152,N,N,FRENSHIP ISD,M,'17,
'152908,LUBBOCK,'152,N,N,ROOSEVELT ISD,M,'17,D
'152909,LUBBOCK,'152,N,N,SHALLOWATER ISD,M,'17,D
'152910,LUBBOCK,'152,N,N,IDALOU ISD,M,'17,D
'153903,LYNN,'153,N,N,O'DONNELL ISD,M,'17,D
'153904,LYNN,'153,N,N,TAHOKA ISD,M,'17,D
'153905,LYNN,'153,N,N,NEW HOME ISD,M,'17,
'153907,LYNN,'153,N,N,WILSON ISD,M,'17,
'154901,MADISON,'154,N,N,MADISONVILLE CISD,M,'06,B
'154903,MADISON,'154,N,N,NORTH ZULCH ISD,M,'06,
'155901,MARION,'155,N,N,JEFFERSON ISD,M,'08,D
'156902,MARTIN,'156,N,N,STANTON ISD,M,'18,
'156905,MARTIN,'156,N,N,GRADY ISD,M,'18,
'157901,MASON,'157,N,N,MASON ISD,M,'15,D
'158901,MATAGORDA,'158,N,N,BAY CITY ISD,M,'03,
'158902,MATAGORDA,'158,N,N,TIDEHAVEN ISD,M,'03,
'158904,MATAGORDA,'158,N,N,MATAGORDA ISD,M,'03,
'158905,MATAGORDA,'158,N,N,PALACIOS ISD,M,'03,
'158906,MATAGORDA,'158,N,N,VAN VLECK ISD,M,'03,
'159901,MAVERICK,'159,N,N,EAGLE PASS ISD,M,'20,L
'160901,MCCULLOCH,'160,N,N,BRADY ISD,M,'15,
'160904,MCCULLOCH,'160,N,N,ROCHELLE ISD,M,'15,
'160905,MCCULLOCH,'160,N,N,LOHN ISD,M,'15,D
'161801,MCLENNAN,'161,N,Y,WACO CHARTER SCHOOL,M,'12,
'161802,MCLENNAN,'161,N,Y,RAPOPORT ACADEMY PUBLIC SCHOOL,M,'12,
'161807,MCLENNAN,'161,N,Y,HARMONY SCIENCE ACAD (WACO),M,'12,D
'161901,MCLENNAN,'161,N,N,CRAWFORD ISD,M,'12,
'161903,MCLENNAN,'161,N,N,MIDWAY ISD,M,'12,
'161906,MCLENNAN,'161,N,N,LA VEGA ISD,M,'12,D
'161907,MCLENNAN,'161,N,N,LORENA ISD,M,'12,
'161908,MCLENNAN,'161,N,N,MART ISD,M,'12,D
'161909,MCLENNAN,'161,N,N,MCGREGOR ISD,M,'12,D
'161910,MCLENNAN,'161,N,N,MOODY ISD,M,'12,D
'161912,MCLENNAN,'161,N,N,RIESEL ISD,M,'12,
'161914,MCLENNAN,'161,N,N,WACO ISD,M,'12,J
'161916,MCLENNAN,'161,N,N,WEST ISD,X,'12,H
'161918,MCLENNAN,'161,N,N,AXTELL ISD,M,'12,
'161919,MCLENNAN,'161,N,N,BRUCEVILLE-EDDY ISD,M,'12,D
'161920,MCLENNAN,'161,N,N,CHINA SPRING ISD,M,'12,D
'161921,MCLENNAN,'161,N,N,CONNALLY ISD,M,'12,B
'161922,MCLENNAN,'161,N,N,ROBINSON ISD,M,'12,D
'161923,MCLENNAN,'161,N,N,BOSQUEVILLE ISD,M,'12,
'161924,MCLENNAN,'161,N,N,HALLSBURG ISD,M,'12,
'161925,MCLENNAN,'161,N,N,GHOLSON ISD,M,'12,
'162904,MCMULLEN,'162,N,N,MCMULLEN COUNTY ISD,M,'02,
'163901,MEDINA,'163,N,N,DEVINE ISD,M,'20,
'163902,MEDINA,'163,N,N,D'HANIS ISD,M,'20,
'163903,MEDINA,'163,N,N,NATALIA ISD,M,'20,
'163904,MEDINA,'163,N,N,HONDO ISD,M,'20,
'163908,MEDINA,'163,N,N,MEDINA VALLEY ISD,M,'20,
'164901,MENARD,'164,N,N,MENARD ISD,M,'15,D
'165802,MIDLAND,'165,N,Y,MIDLAND ACADEMY CHARTER SCHOOL,M,'18,D
'165901,MIDLAND,'165,N,N,MIDLAND ISD,M,'18,L
'165902,MIDLAND,'165,N,N,GREENWOOD ISD,M,'18,
'166901,MILAM,'166,N,N,CAMERON ISD,M,'06,
'166902,MILAM,'166,N,N,GAUSE ISD,M,'06,
'166903,MILAM,'166,N,N,MILANO ISD,M,'06,D
'166904,MILAM,'166,N,N,ROCKDALE ISD,M,'06,B
'166905,MILAM,'166,N,N,THORNDALE ISD,M,'13,
'166907,MILAM,'166,N,N,BUCKHOLTS ISD,I,'06,
'167901,MILLS,'167,N,N,GOLDTHWAITE ISD,M,'12,
'167902,MILLS,'167,N,N,MULLIN ISD,M,'12,
'167903,MILLS,'167,N,N,STAR ISD,M,'12,
'167904,MILLS,'167,N,N,PRIDDY ISD,M,'12,
'168901,MITCHELL,'168,N,N,COLORADO ISD,M,'14,
'168902,MITCHELL,'168,N,N,LORAINE ISD,I,'14,
'168903,MITCHELL,'168,N,N,WESTBROOK ISD,M,'14,
'169901,MONTAGUE,'169,N,N,BOWIE ISD,M,'09,B
'169902,MONTAGUE,'169,N,N,NOCONA ISD,M,'09,B
'169906,MONTAGUE,'169,N,N,GOLD BURG ISD,I,'09,
'169908,MONTAGUE,'169,N,N,MONTAGUE ISD,M,'09,
'169909,MONTAGUE,'169,N,N,PRAIRIE VALLEY ISD,M,'09,
'169910,MONTAGUE,'169,N,N,FORESTBURG ISD,M,'09,
'169911,MONTAGUE,'169,N,N,SAINT JO ISD,M,'09,
'170801,MONTGOMERY,'170,N,Y,TEXAS SERENITY ACADEMY,I,'06,
'170902,MONTGOMERY,'170,N,N,CONROE ISD,M,'06,
'170903,MONTGOMERY,'170,N,N,MONTGOMERY ISD,M,'06,
'170904,MONTGOMERY,'170,N,N,WILLIS ISD,M,'06,
'170906,MONTGOMERY,'170,N,N,MAGNOLIA ISD,M,'06,D
'170907,MONTGOMERY,'170,N,N,SPLENDORA ISD,M,'06,
'170908,MONTGOMERY,'170,N,N,NEW CANEY ISD,M,'06,D
'171901,MOORE,'171,N,N,DUMAS ISD,M,'16,
'171902,MOORE,'171,N,N,SUNRAY ISD,M,'16,
'172902,MORRIS,'172,N,N,DAINGERFIELD-LONE STAR ISD,M,'08,D
'172905,MORRIS,'172,N,N,PEWITT CISD,M,'08,
'173901,MOTLEY,'173,N,N,MOTLEY COUNTY ISD,M,'17,
'174801,NACOGDOCHES,'174,N,Y,STEPHEN F AUSTIN STATE UNIVERSITY,M,'07,D
'174901,NACOGDOCHES,'174,N,N,CHIRENO ISD,M,'07,D
'174902,NACOGDOCHES,'174,N,N,CUSHING ISD,M,'07,
'174903,NACOGDOCHES,'174,N,N,GARRISON ISD,M,'07,D
'174904,NACOGDOCHES,'174,N,N,NACOGDOCHES ISD,M,'07,H
'174906,NACOGDOCHES,'174,N,N,WODEN ISD,M,'07,D
'174908,NACOGDOCHES,'174,N,N,CENTRAL HEIGHTS ISD,M,'07,D
'174909,NACOGDOCHES,'174,N,N,MARTINSVILLE ISD,M,'07,K
'174910,NACOGDOCHES,'174,N,N,ETOILE ISD,M,'07,
'174911,NACOGDOCHES,'174,N,N,DOUGLASS ISD,M,'07,
'175902,NAVARRO,'175,N,N,BLOOMING GROVE ISD,M,'12,
'175903,NAVARRO,'175,N,N,CORSICANA ISD,M,'12,D
'175904,NAVARRO,'175,N,N,DAWSON ISD,M,'12,
'175905,NAVARRO,'175,N,N,FROST ISD,M,'12,
'175907,NAVARRO,'175,N,N,KERENS ISD,M,'12,
'175910,NAVARRO,'175,N,N,MILDRED ISD,M,'12,
'175911,NAVARRO,'175,N,N,RICE ISD,M,'12,D
'176901,NEWTON,'176,N,N,BURKEVILLE ISD,M,'05,
'176902,NEWTON,'176,N,N,NEWTON ISD,M,'05,B
'176903,NEWTON,'176,N,N,DEWEYVILLE ISD,M,'05,
'177901,NOLAN,'177,N,N,ROSCOE COLLEGIATE ISD,M,'14,
'177902,NOLAN,'177,N,N,SWEETWATER ISD,M,'14,
'177903,NOLAN,'177,N,N,BLACKWELL CISD,M,'14,
'177905,NOLAN,'177,N,N,HIGHLAND ISD,M,'14,
'178801,NUECES,'178,N,Y,DR M L GARZA-GONZALEZ CHARTER SCHO,I,'02,L
'178804,NUECES,'178,Y,Y,RICHARD MILBURN ALTER HIGH SCHOOL,A,'02,B
'178807,NUECES,'178,N,Y,CORPUS CHRISTI MONTESSORI SCHOOL,M,'02,D
'178808,NUECES,'178,N,Y,SEASHORE CHARTER SCHOOLS,M,'02,
'178901,NUECES,'178,N,N,AGUA DULCE ISD,M,'02,
'178902,NUECES,'178,N,N,BISHOP CISD,M,'02,
'178903,NUECES,'178,N,N,CALALLEN ISD,M,'02,D
'178904,NUECES,'178,N,N,CORPUS CHRISTI ISD,M,'02,
'178905,NUECES,'178,N,N,DRISCOLL ISD,M,'02,
'178906,NUECES,'178,N,N,LONDON ISD,M,'02,
'178908,NUECES,'178,N,N,PORT ARANSAS ISD,M,'02,
'178909,NUECES,'178,N,N,ROBSTOWN ISD,I,'02,L
'178912,NUECES,'178,N,N,TULOSO-MIDWAY ISD,M,'02,
'178913,NUECES,'178,N,N,BANQUETE ISD,M,'02,D
'178914,NUECES,'178,N,N,FLOUR BLUFF ISD,M,'02,
'178915,NUECES,'178,N,N,WEST OSO ISD,M,'02,L
'179901,OCHILTREE,'179,N,N,PERRYTON ISD,M,'16,
'180901,OLDHAM,'180,N,N,BOYS RANCH ISD,M,'16,D
'180902,OLDHAM,'180,N,N,VEGA ISD,M,'16,
'180903,OLDHAM,'180,N,N,ADRIAN ISD,M,'16,
'180904,OLDHAM,'180,N,N,WILDORADO ISD,M,'16,
'181901,ORANGE,'181,N,N,BRIDGE CITY ISD,M,'05,
'181905,ORANGE,'181,N,N,ORANGEFIELD ISD,M,'05,
'181906,ORANGE,'181,N,N,WEST ORANGE-COVE CISD,M,'05,B
'181907,ORANGE,'181,N,N,VIDOR ISD,M,'05,D
'181908,ORANGE,'181,N,N,LITTLE CYPRESS-MAURICEVILLE CISD,M,'05,
'182901,PALO PINTO,'182,N,N,GORDON ISD,M,'11,
'182902,PALO PINTO,'182,N,N,GRAFORD ISD,M,'11,
'182903,PALO PINTO,'182,N,N,MINERAL WELLS ISD,M,'11,
'182904,PALO PINTO,'182,N,N,SANTO ISD,I,'11,
'182905,PALO PINTO,'182,N,N,STRAWN ISD,M,'11,
'182906,PALO PINTO,'182,N,N,PALO PINTO ISD,M,'11,
'183801,PANOLA,'183,N,Y,PANOLA CHARTER SCHOOL,M,'07,
'183901,PANOLA,'183,N,N,BECKVILLE ISD,M,'07,D
'183902,PANOLA,'183,N,N,CARTHAGE ISD,M,'07,D
'183904,PANOLA,'183,N,N,GARY ISD,M,'07,
'184801,PARKER,'184,Y,Y,CROSSTIMBERS ACADEMY,A,'11,
'184901,PARKER,'184,N,N,POOLVILLE ISD,M,'11,
'184902,PARKER,'184,N,N,SPRINGTOWN ISD,M,'11,D
'184903,PARKER,'184,N,N,WEATHERFORD ISD,M,'11,
'184904,PARKER,'184,N,N,MILLSAP ISD,M,'11,
'184907,PARKER,'184,N,N,ALEDO ISD,M,'11,
'184908,PARKER,'184,N,N,PEASTER ISD,M,'11,
'184909,PARKER,'184,N,N,BROCK ISD,M,'11,
'184911,PARKER,'184,N,N,GARNER ISD,M,'11,
'185901,PARMER,'185,N,N,BOVINA ISD,M,'16,
'185902,PARMER,'185,N,N,FARWELL ISD,M,'16,D
'185903,PARMER,'185,N,N,FRIONA ISD,M,'16,
'185904,PARMER,'185,N,N,LAZBUDDIE ISD,M,'16,
'186901,PECOS,'186,N,N,BUENA VISTA ISD,M,'18,
'186902,PECOS,'186,N,N,FORT STOCKTON ISD,M,'18,
'186903,PECOS,'186,N,N,IRAAN-SHEFFIELD ISD,M,'18,
'187901,POLK,'187,N,N,BIG SANDY ISD,M,'06,
'187903,POLK,'187,N,N,GOODRICH ISD,I,'06,B
'187904,POLK,'187,N,N,CORRIGAN-CAMDEN ISD,M,'06,B
'187906,POLK,'187,N,N,LEGGETT ISD,M,'06,B
'187907,POLK,'187,N,N,LIVINGSTON ISD,M,'06,
'187910,POLK,'187,N,N,ONALASKA ISD,M,'06,
'188801,POTTER,'188,Y,Y,RICHARD MILBURN ACADEMY (AMARILLO),A,'16,B
'188901,POTTER,'188,N,N,AMARILLO ISD,M,'16,
'188902,POTTER,'188,N,N,RIVER ROAD ISD,M,'16,D
'188903,POTTER,'188,N,N,HIGHLAND PARK ISD,M,'16,
'188904,POTTER,'188,N,N,BUSHLAND ISD,M,'16,
'189901,PRESIDIO,'189,N,N,MARFA ISD,M,'18,
'189902,PRESIDIO,'189,N,N,PRESIDIO ISD,M,'18,
'190903,RAINS,'190,N,N,RAINS ISD,M,'07,D
'191901,RANDALL,'191,N,N,CANYON ISD,M,'16,D
'192901,REAGAN,'192,N,N,REAGAN COUNTY ISD,M,'18,
'193801,REAL,'193,Y,Y,BIG SPRINGS CHARTER SCHOOL,X,'20,H
'193902,REAL,'193,N,N,LEAKEY ISD,M,'20,
'194902,RED RIVER,'194,N,N,AVERY ISD,M,'08,D
'194903,RED RIVER,'194,N,N,RIVERCREST ISD,M,'08,D
'194904,RED RIVER,'194,N,N,CLARKSVILLE ISD,M,'08,B
'194905,RED RIVER,'194,N,N,DETROIT ISD,M,'08,B
'195901,REEVES,'195,N,N,PECOS-BARSTOW-TOYAH ISD,M,'18,D
'195902,REEVES,'195,N,N,BALMORHEA ISD,M,'18,
'196901,REFUGIO,'196,N,N,AUSTWELL-TIVOLI ISD,M,'03,
'196902,REFUGIO,'196,N,N,WOODSBORO ISD,M,'03,D
'196903,REFUGIO,'196,N,N,REFUGIO ISD,M,'03,D
'197902,ROBERTS,'197,N,N,MIAMI ISD,M,'16,
'198901,ROBERTSON,'198,N,N,BREMOND ISD,M,'06,
'198902,ROBERTSON,'198,N,N,CALVERT ISD,M,'06,
'198903,ROBERTSON,'198,N,N,FRANKLIN ISD,M,'06,D
'198905,ROBERTSON,'198,N,N,HEARNE ISD,M,'06,
'198906,ROBERTSON,'198,N,N,MUMFORD ISD,M,'06,
'199901,ROCKWALL,'199,N,N,ROCKWALL ISD,M,'10,
'199902,ROCKWALL,'199,N,N,ROYSE CITY ISD,M,'10,
'200901,RUNNELS,'200,N,N,BALLINGER ISD,M,'15,
'200902,RUNNELS,'200,N,N,MILES ISD,M,'15,
'200904,RUNNELS,'200,N,N,WINTERS ISD,M,'15,
'200906,RUNNELS,'200,N,N,OLFEN ISD,M,'15,
'201902,RUSK,'201,N,N,HENDERSON ISD,M,'07,D
'201903,RUSK,'201,N,N,LANEVILLE ISD,M,'07,D
'201904,RUSK,'201,N,N,LEVERETTS CHAPEL ISD,I,'07,
'201907,RUSK,'201,N,N,MOUNT ENTERPRISE ISD,M,'07,
'201908,RUSK,'201,N,N,OVERTON ISD,M,'07,D
'201910,RUSK,'201,N,N,TATUM ISD,M,'07,D
'201913,RUSK,'201,N,N,CARLISLE ISD,M,'07,D
'201914,RUSK,'201,N,N,WEST RUSK COUNTY CONSOLIDATED ISD,M,'07,
'202903,SABINE,'202,N,N,HEMPHILL ISD,M,'07,
'202905,SABINE,'202,N,N,WEST SABINE ISD,M,'07,D
'203901,SAN AUGUSTINE,'203,N,N,SAN AUGUSTINE ISD,M,'07,
'203902,SAN AUGUSTINE,'203,N,N,BROADDUS ISD,M,'07,D
'204901,SAN JACINTO,'204,N,N,COLDSPRING-OAKHURST CISD,M,'06,
'204904,SAN JACINTO,'204,N,N,SHEPHERD ISD,M,'06,B
'205901,SAN PATRICIO,'205,N,N,ARANSAS PASS ISD,M,'02,
'205902,SAN PATRICIO,'205,N,N,GREGORY-PORTLAND ISD,M,'02,
'205903,SAN PATRICIO,'205,N,N,INGLESIDE ISD,M,'02,
'205904,SAN PATRICIO,'205,N,N,MATHIS ISD,M,'02,B
'205905,SAN PATRICIO,'205,N,N,ODEM-EDROY ISD,M,'02,
'205906,SAN PATRICIO,'205,N,N,SINTON ISD,M,'02,
'205907,SAN PATRICIO,'205,N,N,TAFT ISD,M,'02,D
'206901,SAN SABA,'206,N,N,SAN SABA ISD,M,'15,
'206902,SAN SABA,'206,N,N,RICHLAND SPRINGS ISD,M,'15,
'206903,SAN SABA,'206,N,N,CHEROKEE ISD,M,'15,
'207901,SCHLEICHER,'207,N,N,SCHLEICHER ISD,M,'15,
'208901,SCURRY,'208,N,N,HERMLEIGH ISD,M,'14,D
'208902,SCURRY,'208,N,N,SNYDER ISD,M,'14,J
'208903,SCURRY,'208,N,N,IRA ISD,M,'14,
'209901,SHACKELFORD,'209,N,N,ALBANY ISD,M,'14,
'209902,SHACKELFORD,'209,N,N,MORAN ISD,I,'14,D
'210901,SHELBY,'210,N,N,CENTER ISD,M,'07,D
'210902,SHELBY,'210,N,N,JOAQUIN ISD,M,'07,B
'210903,SHELBY,'210,N,N,SHELBYVILLE ISD,M,'07,
'210904,SHELBY,'210,N,N,TENAHA ISD,M,'07,D
'210905,SHELBY,'210,N,N,TIMPSON ISD,M,'07,
'210906,SHELBY,'210,N,N,EXCELSIOR ISD,M,'07,D
'211901,SHERMAN,'211,N,N,TEXHOMA ISD,M,'16,D
'211902,SHERMAN,'211,N,N,STRATFORD ISD,M,'16,D
'212801,SMITH,'212,N,Y,CUMBERLAND ACADEMY,M,'07,D
'212803,SMITH,'212,Y,Y,AZLEWAY CHARTER SCHOOL,X,'07,
'212804,SMITH,'212,N,Y,UT TYLER INNOVATION ACADEMY,I,'07,
'212901,SMITH,'212,N,N,ARP ISD,M,'07,
'212902,SMITH,'212,N,N,BULLARD ISD,M,'07,B
'212903,SMITH,'212,N,N,LINDALE ISD,M,'07,D
'212904,SMITH,'212,N,N,TROUP ISD,M,'07,D
'212905,SMITH,'212,N,N,TYLER ISD,M,'07,J
'212906,SMITH,'212,N,N,WHITEHOUSE ISD,M,'07,
'212909,SMITH,'212,N,N,CHAPEL HILL ISD,M,'07,
'212910,SMITH,'212,N,N,WINONA ISD,M,'07,D
'213801,SOMERVELL,'213,Y,Y,BRAZOS RIVER CHARTER SCHOOL,A,'11,B
'213901,SOMERVELL,'213,N,N,GLEN ROSE ISD,M,'11,
'214901,STARR,'214,N,N,RIO GRANDE CITY CISD,M,'01,B
'214902,STARR,'214,N,N,SAN ISIDRO ISD,M,'01,D
'214903,STARR,'214,N,N,ROMA ISD,M,'01,D
'215901,STEPHENS,'215,N,N,BRECKENRIDGE ISD,M,'14,D
'216901,STERLING,'216,N,N,STERLING CITY ISD,M,'15,D
'217901,STONEWALL,'217,N,N,ASPERMONT ISD,M,'14,
'218901,SUTTON,'218,N,N,SONORA ISD,M,'15,
'219901,SWISHER,'219,N,N,HAPPY ISD,M,'16,D
'219903,SWISHER,'219,N,N,TULIA ISD,M,'16,B
'219905,SWISHER,'219,N,N,KRESS ISD,M,'16,
'220801,TARRANT,'220,N,Y,TREETOPS SCHOOL INTERNATIONAL,M,'11,
'220802,TARRANT,'220,N,Y,ARLINGTON CLASSICS ACADEMY,M,'11,
'220804,TARRANT,'220,Y,Y,FORT WORTH CAN ACADEMY,A,'11,J
'220809,TARRANT,'220,N,Y,FORT WORTH ACADEMY OF FINE ARTS,M,'11,
'220810,TARRANT,'220,N,Y,WESTLAKE ACADEMY CHARTER SCHOOL,M,'11,
'220811,TARRANT,'220,N,Y,EAST FORT WORTH MONTESSORI ACADEMY,M,'11,D
'220812,TARRANT,'220,Y,Y,RICHARD MILBURN ACADEMY (FORT WORT,A,'11,B
'220813,TARRANT,'220,N,Y,HARMONY SCIENCE ACAD (FORT WORTH),M,'11,
'220814,TARRANT,'220,N,Y,TEXAS ELEMENTARY SCHOOL OF THE ART,M,'11,
'220815,TARRANT,'220,N,Y,CHAPEL HILL ACADEMY,M,'11,
'220816,TARRANT,'220,N,Y,UPLIFT EDUCATION-SUMMIT INTERNATIO,M,'11,D
'220817,TARRANT,'220,N,Y,NEWMAN INTERNATIONAL ACADEMY OF AR,M,'11,
'220818,TARRANT,'220,N,Y,PRIME PREP ACADEMY,I,'11,
'220901,TARRANT,'220,N,N,ARLINGTON ISD,M,'11,A
'220902,TARRANT,'220,N,N,BIRDVILLE ISD,M,'11,
'220904,TARRANT,'220,N,N,EVERMAN ISD,M,'11,D
'220905,TARRANT,'220,N,N,FORT WORTH ISD,M,'11,L
'220906,TARRANT,'220,N,N,GRAPEVINE-COLLEYVILLE ISD,M,'11,
'220907,TARRANT,'220,N,N,KELLER ISD,M,'11,D
'220908,TARRANT,'220,N,N,MANSFIELD ISD,M,'11,
'220910,TARRANT,'220,N,N,LAKE WORTH ISD,M,'11,D
'220912,TARRANT,'220,N,N,CROWLEY ISD,M,'11,
'220914,TARRANT,'220,N,N,KENNEDALE ISD,M,'11,
'220915,TARRANT,'220,N,N,AZLE ISD,M,'11,D
'220916,TARRANT,'220,N,N,HURST-EULESS-BEDFORD ISD,M,'11,
'220917,TARRANT,'220,N,N,CASTLEBERRY ISD,M,'11,
'220918,TARRANT,'220,N,N,EAGLE MT-SAGINAW ISD,M,'11,
'220919,TARRANT,'220,N,N,CARROLL ISD,M,'11,
'220920,TARRANT,'220,N,N,WHITE SETTLEMENT ISD,M,'11,
'221801,TAYLOR,'221,N,Y,TEXAS COLLEGE PREPARATORY ACADEMIE,M,'14,
'221901,TAYLOR,'221,N,N,ABILENE ISD,M,'14,B
'221904,TAYLOR,'221,N,N,MERKEL ISD,M,'14,
'221905,TAYLOR,'221,N,N,TRENT ISD,M,'14,
'221911,TAYLOR,'221,N,N,JIM NED CISD,M,'14,
'221912,TAYLOR,'221,N,N,WYLIE ISD,M,'14,
'222901,TERRELL,'222,N,N,TERRELL COUNTY ISD,M,'18,
'223901,TERRY,'223,N,N,BROWNFIELD ISD,I,'17,B
'223902,TERRY,'223,N,N,MEADOW ISD,M,'17,D
'223904,TERRY,'223,N,N,WELLMAN-UNION CISD,M,'17,
'224901,THROCKMORTON,'224,N,N,THROCKMORTON ISD,M,'09,
'224902,THROCKMORTON,'224,N,N,WOODSON ISD,M,'09,
'225902,TITUS,'225,N,N,MOUNT PLEASANT ISD,M,'08,L
'225905,TITUS,'225,N,N,WINFIELD ISD,M,'08,
'225906,TITUS,'225,N,N,CHAPEL HILL ISD,M,'08,
'225907,TITUS,'225,N,N,HARTS BLUFF ISD,M,'08,
'226801,TOM GREEN,'226,N,Y,TEXAS LEADERSHIP,M,'15,
'226901,TOM GREEN,'226,N,N,CHRISTOVAL ISD,M,'15,
'226903,TOM GREEN,'226,N,N,SAN ANGELO ISD,M,'15,B
'226905,TOM GREEN,'226,N,N,WATER VALLEY ISD,M,'15,
'226906,TOM GREEN,'226,N,N,WALL ISD,M,'15,
'226907,TOM GREEN,'226,N,N,GRAPE CREEK ISD,M,'15,
'226908,TOM GREEN,'226,N,N,VERIBEST ISD,M,'15,
'227801,TRAVIS,'227,Y,Y,AMERICAN YOUTHWORKS CHARTER SCHOOL,A,'13,L
'227803,TRAVIS,'227,N,Y,EDEN PARK ACADEMY,M,'13,D
'227804,TRAVIS,'227,N,Y,NYOS CHARTER SCHOOL,M,'13,
'227805,TRAVIS,'227,N,Y,TEXAS EMPOWERMENT ACADEMY,M,'13,
'227806,TRAVIS,'227,Y,Y,UNIVERSITY OF TEXAS UNIVERSITY CHA,A,'13,B
'227814,TRAVIS,'227,N,Y,CHAPARRAL STAR ACADEMY,M,'13,
'227816,TRAVIS,'227,N,Y,HARMONY SCIENCE ACADEMY (AUSTIN),M,'13,
'227817,TRAVIS,'227,N,Y,CEDARS INTERNATIONAL ACADEMY,M,'13,
'227818,TRAVIS,'227,Y,Y,AUSTIN CAN ACADEMY CHARTER SCHOOL,A,'13,L
'227819,TRAVIS,'227,N,Y,UNIVERSITY OF TEXAS ELEMENTARY CHA,M,'13,D
'227820,TRAVIS,'227,N,Y,KIPP AUSTIN PUBLIC SCHOOLS INC,M,'13,
'227821,TRAVIS,'227,N,Y,AUSTIN DISCOVERY SCHOOL,M,'13,
'227824,TRAVIS,'227,N,Y,THE EAST AUSTIN COLLEGE PREP ACADE,M,'13,
'227825,TRAVIS,'227,N,Y,AUSTIN ACHIEVE PUBLIC SCHOOLS,M,'13,
'227901,TRAVIS,'227,N,N,AUSTIN ISD,M,'13,B
'227904,TRAVIS,'227,N,N,PFLUGERVILLE ISD,M,'13,
'227907,TRAVIS,'227,N,N,MANOR ISD,M,'13,H
'227909,TRAVIS,'227,N,N,EANES ISD,M,'13,
'227910,TRAVIS,'227,N,N,DEL VALLE ISD,M,'13,
'227912,TRAVIS,'227,N,N,LAGO VISTA ISD,M,'13,D
'227913,TRAVIS,'227,N,N,LAKE TRAVIS ISD,M,'13,
'228901,TRINITY,'228,N,N,GROVETON ISD,M,'06,
'228903,TRINITY,'228,N,N,TRINITY ISD,I,'06,D
'228904,TRINITY,'228,N,N,CENTERVILLE ISD,I,'06,
'228905,TRINITY,'228,N,N,APPLE SPRINGS ISD,M,'06,D
'229901,TYLER,'229,N,N,COLMESNEIL ISD,M,'05,
'229903,TYLER,'229,N,N,WOODVILLE ISD,M,'05,
'229904,TYLER,'229,N,N,WARREN ISD,M,'05,D
'229905,TYLER,'229,N,N,SPURGER ISD,M,'05,
'229906,TYLER,'229,N,N,CHESTER ISD,M,'05,
'230901,UPSHUR,'230,N,N,BIG SANDY ISD,M,'07,D
'230902,UPSHUR,'230,N,N,GILMER ISD,M,'07,D
'230903,UPSHUR,'230,N,N,ORE CITY ISD,M,'07,
'230904,UPSHUR,'230,N,N,UNION HILL ISD,M,'07,
'230905,UPSHUR,'230,N,N,HARMONY ISD,M,'07,
'230906,UPSHUR,'230,N,N,NEW DIANA ISD,M,'07,
'230908,UPSHUR,'230,N,N,UNION GROVE ISD,M,'07,
'231901,UPTON,'231,N,N,MCCAMEY ISD,M,'18,
'231902,UPTON,'231,N,N,RANKIN ISD,M,'18,D
'232901,UVALDE,'232,N,N,KNIPPA ISD,M,'20,
'232902,UVALDE,'232,N,N,SABINAL ISD,M,'20,D
'232903,UVALDE,'232,N,N,UVALDE CISD,I,'20,B
'232904,UVALDE,'232,N,N,UTOPIA ISD,M,'20,
