DISTRICT,YEAR,DA0GH11N,DA0GH11P,DA0GM11N,DA0GM11P,DA0GR11N,DA0GR11P,DAPID12N,DAPID12R,DAUND11C,DAUND11R,DB0GR11N,DB0GR11P,DH0GR11N,DH0GR11P,DI0GR11N,DI0GR11P,DPEMALLC,DPEMALLP,DPERRA1R,DPERRA2R,DPERRA3R,DPERRA4R,DPERRA5R,DPERRA6R,DPERRA7R,DPERRA8R,DPERRAKR,DPERSA1R,DPERSA2R,DPERSA3R,DPERSA4R,DPERSA5R,DPERSA6R,DPERSA7R,DPERSA8R,DPERSAKR,DPETALLC,DPETASIC,DPETASIP,DPETBILC,DPETBILP,DPETBLAC,DPETBLAP,DPETDISC,DPETDISP,DPETECOC,DPETECOP,DPETG01C,DPETG01P,DPETG02C,DPETG02P,DPETG03C,DPETG03P,DPETG04C,DPETG04P,DPETG05C,DPETG05P,DPETG06C,DPETG06P,DPETG07C,DPETG07P,DPETG08C,DPETG08P,DPETG09C,DPETG09P,DPETG10C,DPETG10P,DPETG11C,DPETG11P,DPETG12C,DPETG12P,DPETGEEC,DPETGEEP,DPETGIFC,DPETGIFP,DPETGKNC,DPETGKNP,DPETGPKC,DPETGPKP,DPETHISC,DPETHISP,DPETINDC,DPETINDP,DPETLEPC,DPETLEPP,DPETNEDC,DPETNEDP,DPETPCIC,DPETPCIP,DPETRSKC,DPETRSKP,DPETSPEC,DPETSPEP,DPETTWOC,DPETTWOP,DPETVOCC,DPETVOCP,DPETWHIC,DPETWHIP,DS0GR11N,DS0GR11P,DW0GR11N,DW0GR11P,D20GR11N,D20GR11P,D30GR11N,D30GR11P,D40GR11N,D40GR11P
'043904,2012,54,63.5,31,36.5,85,100,0,0,1,0.1,8,9.4,15,17.6,0,0,180,12.7,8.5,5,0,0,0,0,2,0.8,9.4,10,0,0,0,0,0,0,0,6.7,1442,5,0.3,77,5.3,62,4.3,19,1.2,705,48.9,110,7.6,120,8.3,112,7.8,106,7.4,110,7.6,125,8.7,108,7.5,106,7.4,130,9,120,8.3,99,6.9,94,6.5,0,0,95,6.6,86,6,16,1.1,389,27,14,1,77,5.3,737,51.1,1,0.1,356,24.7,126,8.7,28,1.9,311,21.6,943,65.4,4,4.7,60,70.6,2,2.4,0,0,0,0
'043905,2012,1443,82.9,297,17.1,1740,100,24,0.1,22,0.2,250,14.4,297,17.1,15,0.9,2984,8.5,0.7,0.2,0.1,0,0.1,0.1,0.2,0.2,1.3,2,0.9,0.5,0.3,0,0,0.5,0.6,10.3,39903,5353,13.4,1786,4.5,4210,10.6,176,0.4,4910,12.3,3570,8.9,3604,9,3519,8.8,3385,8.5,3409,8.5,3180,8,3066,7.7,2842,7.1,2702,6.8,2430,6.1,2238,5.6,1986,5,228,0.6,2907,7.3,3446,8.6,298,0.7,6005,15,239,0.6,1823,4.6,34993,87.7,48,0.1,6842,17.1,3417,8.6,1075,2.7,5783,14.5,22973,57.6,107,6.1,972,55.9,39,2.2,162,9.3,5,0.3
'043907,2012,1305,92.2,110,7.8,1415,100,13,0,23,0.2,172,12.2,270,19.1,8,0.6,3239,13.6,2.7,1,1,0.5,0.9,0.4,0.4,0.8,2.8,4.3,4.8,2.4,0.5,0.9,0,0,0,9,24572,836,3.4,2506,10.2,2943,12,186,0.7,7131,29,1877,7.6,1913,7.8,1844,7.5,1987,8.1,1958,8,1993,8.1,1925,7.8,1848,7.5,1931,7.9,1758,7.2,1671,6.8,1483,6,118,0.5,1671,6.8,1849,7.5,417,1.7,6365,25.9,150,0.6,2441,9.9,17441,71,74,0.3,6656,27.1,2148,8.7,665,2.7,3885,15.8,13539,55.1,83,5.9,896,63.3,27,1.9,38,2.7,4,0.3
'043908,2012,68,78.2,19,21.8,87,100,2,0.1,5,0.7,6,6.9,13,14.9,1,1.1,190,13.5,1,1.1,1.1,0,0,0,1.2,1.1,3.6,0,0,7.7,0,0,0,0,0,14.3,1593,9,0.6,52,3.3,87,5.5,3,0.2,379,23.8,126,7.9,123,7.7,119,7.5,118,7.4,137,8.6,131,8.2,120,7.5,104,6.5,129,8.1,126,7.9,98,6.2,99,6.2,1,0.1,169,10.6,139,8.7,23,1.4,268,16.8,21,1.3,55,3.5,1214,76.2,1,0.1,292,18.3,147,9.2,42,2.6,194,12.2,1165,73.1,6,6.9,61,70.1,6,6.9,0,0,0,0
'043910,2012,2881,80.5,696,19.5,3577,100,48,0.1,17,0.1,369,10.3,602,16.8,13,0.4,5339,10.1,0.9,0.7,0.3,0.3,0.3,0.2,0.3,0.4,1.2,1.4,2,0.8,0.2,1.1,1,0.7,2.1,6.5,55386,11343,20.5,6396,11.5,6095,11,438,0.7,14359,25.9,4018,7.3,4169,7.5,4206,7.6,4159,7.5,4281,7.7,4310,7.8,4178,7.5,4208,7.6,4378,7.9,4054,7.3,3976,7.2,3816,6.9,417,0.8,8882,16,3825,6.9,1391,2.5,12150,21.9,179,0.3,6620,12,41027,74.1,40,0.1,12453,22.5,5594,10.1,1873,3.4,7868,14.2,23706,42.8,233,6.5,1898,53.1,79,2.2,612,17.1,4,0.1
'043911,2012,145,77.1,43,22.9,188,100,0,0,14,1,11,5.9,46,24.5,1,0.5,544,17.5,4.1,2.3,0.9,0.5,0,0.5,1,0,2.1,0,12.5,0,0,3,0,0,0,15,3243,21,0.6,438,13.5,196,6,41,1.2,1923,59.3,206,6.4,271,8.4,238,7.3,257,7.9,244,7.5,247,7.6,251,7.7,221,6.8,242,7.5,255,7.9,221,6.8,171,5.3,7,0.2,143,4.4,262,8.1,150,4.6,1208,37.2,27,0.8,441,13.6,1320,40.7,3,0.1,1133,34.9,341,10.5,55,1.7,481,14.8,1733,53.4,19,10.1,128,68.1,1,0.5,1,0.5,0,0
'043912,2012,188,94,12,6,200,100,3,0.1,16,0.9,19,9.5,31,15.5,0,0,414,10.2,2.1,1.1,0.3,0,0,0,0,0,2.9,5,0,0,0,0,4,0,16.7,10.5,4839,124,2.6,232,4.8,399,8.2,3,0.1,639,13.2,404,8.3,399,8.2,423,8.7,369,7.6,349,7.2,396,8.2,368,7.6,336,6.9,361,7.5,344,7.1,285,5.9,263,5.4,5,0.1,317,6.6,377,7.8,160,3.3,694,14.3,47,1,232,4.8,4200,86.8,8,0.2,946,19.5,324,6.7,121,2.5,1013,20.9,3446,71.2,7,3.5,145,72.5,5,2.5,0,0,0,0
'043914,2012,581,80.6,140,19.4,721,100,4,0,5,0.1,95,13.2,128,17.8,7,1,1246,10.5,2.1,1.2,1,0.6,0.3,0.1,0.1,0.3,0.8,4.1,2,0.9,0,0,0,0,1.4,1.3,12879,924,7.2,1167,9.1,1743,13.5,99,0.7,3546,27.5,1107,8.6,1068,8.3,1054,8.2,1015,7.9,1030,8,986,7.7,993,7.7,954,7.4,1010,7.8,867,6.7,768,6,715,5.6,45,0.3,1282,10,1048,8.1,219,1.7,2729,21.2,119,0.9,1202,9.3,9333,72.5,25,0.2,3973,30.8,1055,8.2,285,2.2,1946,15.1,7054,54.8,41,5.7,435,60.3,13,1.8,41,5.7,2,0.3
'043917,2012,25,75.8,8,24.2,33,100,0,0,0,0,0,0,2,6.1,0,0,90,14.8,2.5,1.9,0,0,4.2,0,0,0,0,0,0,0,0,14.3,0,0,0,.,658,0,0,37,5.6,2,0.3,4,0.6,336,51.1,50,7.6,42,6.4,60,9.1,44,6.7,55,8.4,54,8.2,43,6.5,49,7.4,49,7.4,38,5.8,51,7.8,49,7.4,0,0,51,7.8,49,7.4,25,3.8,106,16.1,7,1.1,26,4,322,48.9,0,0,136,20.7,56,8.5,7,1.1,173,26.3,536,81.5,10,30.3,31,93.9,0,0,0,0,0,0
'043918,2012,68,69.4,30,30.6,98,100,4,0.2,4,0.5,3,3.1,15,15.3,0,0,205,12.9,0,0,0,0.9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1639,11,0.7,102,6.2,60,3.7,35,2,649,39.6,112,6.8,128,7.8,132,8.1,134,8.2,125,7.6,127,7.7,131,8,127,7.7,134,8.2,116,7.1,141,8.6,92,5.6,4,0.2,103,6.3,116,7.1,20,1.2,362,22.1,14,0.9,104,6.3,990,60.4,3,0.2,660,40.3,145,8.8,22,1.3,492,30,1167,71.2,14,14.3,79,80.6,1,1,0,0,0,0
'043919,2012,221,96.5,8,3.5,229,100,2,0.1,0,0,4,1.7,12,5.2,1,0.4,125,3.8,1.9,0.9,0,0,0,0,0,0,1.8,0,0,0,0,0,0,0,0,10,3531,155,4.4,28,0.8,61,1.7,25,0.7,83,2.4,225,6.4,242,6.9,267,7.6,289,8.2,294,8.3,297,8.4,324,9.2,297,8.4,277,7.8,294,8.3,287,8.1,245,6.9,5,0.1,647,18.3,188,5.3,0,0,278,7.9,24,0.7,28,0.8,3448,97.6,2,0.1,306,8.7,246,7,121,3.4,740,21,2890,81.8,9,3.9,195,85.2,4,1.7,13,5.7,0,0
'044902,2012,36,90,4,10,40,100,0,0,0,0,0,0,14,35,0,0,72,14.4,13.8,2.6,3.1,2.7,0,6.7,0,0,9.1,20,0,0,0,0,0,0,0,0,554,0,0,55,9.9,15,2.7,2,0.3,391,70.6,39,7,32,5.8,41,7.4,40,7.2,39,7,36,6.5,34,6.1,36,6.5,43,7.8,43,7.8,34,6.1,35,6.3,1,0.2,19,3.4,59,10.6,42,7.6,260,46.9,3,0.5,55,9.9,163,29.4,0,0,166,30,73,13.2,9,1.6,143,25.8,267,48.2,4,10,26,65,0,0,0,0,0,0
'044904,2012,8,66.7,4,33.3,12,100,1,1.3,0,0,0,0,1,8.3,0,0,45,52.9,0,0,0,0,0,0,0,0,0,0,0,.,100,0,.,.,0,.,27,0,0,0,0,3,11.1,0,0,14,51.9,3,11.1,5,18.5,2,7.4,4,14.8,1,3.7,4,14.8,2,7.4,0,0,0,0,0,0,0,0,1,3.7,0,0,0,0,3,11.1,2,7.4,8,29.6,0,0,0,0,13,48.1,0,0,2,7.4,5,18.5,2,7.4,1,3.7,14,51.9,3,25,10,83.3,1,8.3,0,0,0,0
'045902,2012,91,74,32,26,123,100,0,0,2,0.3,17,13.8,26,21.1,0,0,176,11.9,8.3,0,0,0,1,0,0,0,5.9,8.3,0,0,0,0,0,0,0,14.3,1646,13,0.8,150,9.1,223,13.5,30,1.8,896,54.4,122,7.4,96,5.8,98,6,106,6.4,105,6.4,125,7.6,109,6.6,111,6.7,167,10.1,123,7.5,134,8.1,127,7.7,2,0.1,48,2.9,125,7.6,96,5.8,572,34.8,2,0.1,151,9.2,750,45.6,1,0.1,693,42.1,186,11.3,21,1.3,454,27.6,814,49.5,16,13,78,63.4,0,0,1,0.8,1,0.8
'045903,2012,37,52.9,33,47.1,70,100,0,0,5,0.9,13,18.6,25,35.7,0,0,137,11.4,3.8,2.1,0,0,3.9,0,0,2.4,2,0,0,0,0,0,0,0,7.1,20,1269,4,0.3,121,9.5,245,19.3,50,3.6,966,76.1,105,8.3,85,6.7,94,7.4,86,6.8,99,7.8,107,8.4,99,7.8,88,6.9,96,7.6,81,6.4,91,7.2,76,6,0,0,68,5.4,88,6.9,74,5.8,681,53.7,2,0.2,121,9.5,303,23.9,0,0,578,45.5,121,9.5,13,1,339,26.7,324,25.5,14,20,32,45.7,0,0,0,0,0,0
'045905,2012,50,94.3,3,5.7,53,100,2,0.3,1,0.3,7,13.2,18,34,1,1.9,56,10.5,6.7,0,3.1,5.4,0,5.7,3.1,0,8.7,16.7,0,0,0,0,25,0,0,0,550,5,0.9,82,14.9,88,16,3,0.5,326,59.3,32,5.8,33,6,39,7.1,33,6,41,7.5,33,6,41,7.5,34,6.2,52,9.5,42,7.6,52,9.5,49,8.9,1,0.2,38,6.9,36,6.5,32,5.8,239,43.5,1,0.2,84,15.3,224,40.7,0,0,219,39.8,56,10.2,16,2.9,190,34.5,201,36.5,3,5.7,27,50.9,0,0,0,0,0,0
'046802,2012,0,0,2,100,2,100,2,0.3,10,1.1,0,0,2,100,0,0,1120,96.3,0,0,0,.,0,0,4,0,0,50,0,0,0,0,9.1,5.3,6.5,0,195,3,1.5,6,3.1,42,21.5,0,0,191,97.9,1,0.5,3,1.5,2,1,2,1,3,1.5,7,3.6,22,11.3,32,16.4,59,30.3,37,19,23,11.8,4,2.1,0,0,0,0,0,0,0,0,65,33.3,1,0.5,6,3.1,4,2.1,0,0,195,100,90,46.2,4,2.1,43,22.1,80,41,0,0,0,0,0,0,0,0,0,0
'046901,2012,436,78.6,119,21.4,555,100,4,0,10,0.3,6,1.1,235,42.3,2,0.4,1230,15.6,6.7,2.7,1.3,1.2,0.3,3.8,4.1,0.8,7.7,7.1,4.4,4.3,0,1.5,0,1.9,0,14.5,7975,46,0.6,654,8.2,147,1.8,128,1.5,3289,41.2,627,7.9,643,8.1,622,7.8,592,7.4,584,7.3,701,8.8,583,7.3,568,7.1,707,8.9,570,7.1,560,7,486,6.1,22,0.3,487,6.1,592,7.4,118,1.5,3629,45.5,27,0.3,675,8.5,4686,58.8,6,0.1,2671,33.5,608,7.6,96,1.2,1403,17.6,4024,50.5,38,6.8,295,53.2,14,2.5,3,0.5,0,0
'046902,2012,956,82.5,203,17.5,1159,100,0,0,12,0.1,26,2.2,327,28.2,13,1.1,2714,15.7,1.3,0.8,0.2,0.3,0.2,0.5,0.3,0,1.8,4.8,3.6,0.7,0,0,0,0,0,4.4,17721,201,1.1,843,4.8,397,2.2,287,1.5,5791,32.7,1355,7.6,1351,7.6,1391,7.8,1383,7.8,1371,7.7,1376,7.8,1389,7.8,1333,7.5,1472,8.3,1341,7.6,1329,7.5,1043,5.9,55,0.3,2091,11.8,1287,7.3,245,1.4,6345,35.8,58,0.3,882,5,11930,67.3,24,0.1,5017,28.3,1568,8.8,466,2.6,3502,19.8,10230,57.7,95,8.2,754,65.1,28,2.4,10,0.9,1,0.1
'047901,2012,70,87.5,10,12.5,80,100,1,0.1,1,0.2,0,0,26,32.5,0,0,154,13.3,7.4,6.2,1.2,0,1.4,0,3.1,3.8,1.2,0,11.1,0,0,16.7,0,0,0,0,1237,7,0.6,123,9.9,2,0.2,8,0.6,806,65.2,101,8.2,91,7.4,90,7.3,96,7.8,93,7.5,78,6.3,109,8.8,94,7.6,88,7.1,83,6.7,84,6.8,69,5.6,8,0.6,79,6.4,94,7.6,59,4.8,617,49.9,6,0.5,123,9.9,431,34.8,0,0,431,34.8,108,8.7,6,0.5,431,34.8,599,48.4,7,8.8,54,67.5,0,0,0,0,0,0
'047902,2012,37,68.5,17,31.5,54,100,0,0,3,0.9,0,0,15,27.8,1,1.9,93,14.1,12.5,0,0,0,4.1,2.2,2.4,5.9,1.9,42.9,0,0,0,0,0,0,0,33.3,657,1,0.2,25,3.8,3,0.5,3,0.4,385,58.6,67,10.2,55,8.4,38,5.8,56,8.5,45,6.8,55,8.4,48,7.3,48,7.3,54,8.2,38,5.8,35,5.3,44,6.7,2,0.3,33,5,51,7.8,21,3.2,235,35.8,3,0.5,25,3.8,272,41.4,0,0,251,38.2,46,7,11,1.7,199,30.3,404,61.5,7,13,38,70.4,0,0,0,0,0,0
'047903,2012,12,100,0,0,12,100,0,0,0,0,0,0,8,66.7,1,8.3,25,12.4,0,0,0,0,0,0,5.6,0,0,0,.,0,0,0,0,0,0,.,238,0,0,63,26.5,0,0,0,0,200,84,20,8.4,16,6.7,12,5,20,8.4,13,5.5,10,4.2,17,7.1,21,8.8,19,8,22,9.2,14,5.9,12,5,0,0,5,2.1,16,6.7,26,10.9,131,55,0,0,63,26.5,38,16,0,0,121,50.8,14,5.9,3,1.3,81,34,104,43.7,0,0,3,25,0,0,0,0,0,0
'047905,2012,8,88.9,1,11.1,9,100,0,0,0,0,0,0,1,11.1,0,0,16,14.5,14.3,0,0,14.3,0,0,0,0,0,33.3,.,.,0,.,0,.,0,.,111,0,0,0,0,0,0,0,0,76,68.5,12,10.8,6,5.4,8,7.2,6,5.4,11,9.9,11,9.9,8,7.2,12,10.8,10,9,5,4.5,6,5.4,10,9,0,0,11,9.9,6,5.4,0,0,22,19.8,0,0,0,0,35,31.5,0,0,25,22.5,7,6.3,1,0.9,36,32.4,88,79.3,2,22.2,8,88.9,0,0,0,0,0,0
'048901,2012,16,84.2,3,15.8,19,100,0,0,0,0,0,0,14,73.7,0,0,62,22.9,0,0,0,0,0,0,0,0,21.1,.,0,0,0,0,0,0,0,0,231,0,0,2,0.9,2,0.9,6,2.1,140,60.6,15,6.5,19,8.2,13,5.6,19,8.2,15,6.5,22,9.5,19,8.2,20,8.7,14,6.1,15,6.5,20,8.7,21,9.1,2,0.9,7,3,17,7.4,0,0,124,53.7,0,0,2,0.9,91,39.4,0,0,81,35.1,20,8.7,0,0,77,33.3,105,45.5,1,5.3,5,26.3,0,0,0,0,0,0
'048903,2012,8,88.9,1,11.1,9,100,0,0,0,0,0,0,5,55.6,0,0,46,29.3,10,9.1,0,0,0,14.3,0,0,9.1,0,0,.,0,.,.,.,.,.,214,0,0,9,4.2,2,0.9,0,0,162,75.7,15,7,15,7,11,5.1,20,9.3,9,4.2,17,7.9,13,6.1,23,10.7,20,9.3,15,7,18,8.4,7,3.3,3,1.4,9,4.2,13,6.1,15,7,110,51.4,1,0.5,9,4.2,52,24.3,0,0,92,43,18,8.4,6,2.8,43,20.1,95,44.4,2,22.2,4,44.4,0,0,0,0,0,0
'049901,2012,91,66.4,46,33.6,137,100,1,0,2,0.2,13,9.5,39,28.5,0,0,505,19.2,1.4,5,1,0,3.9,1.1,0,1.4,2.6,0,0,0,0,0,0,0,0,8.3,2789,33,1.2,526,18.9,175,6.3,52,1.7,2161,77.5,262,9.4,246,8.8,242,8.7,219,7.9,230,8.2,174,6.2,207,7.4,185,6.6,208,7.5,165,5.9,166,6,115,4.1,4,0.1,200,7.2,240,8.6,126,4.5,1498,53.7,9,0.3,526,18.9,628,22.5,0,0,1491,53.5,238,8.5,127,4.6,504,18.1,947,34,18,13.1,77,56.2,3,2.2,5,3.6,0,0
'049902,2012,21,72.4,8,27.6,29,100,0,0,0,0,0,0,1,3.4,0,0,19,4.5,0,0,0,3.1,0,0,0,0,3.3,0,0,0,0,0,0,0,0,0,468,4,0.9,2,0.4,1,0.2,2,0.4,79,16.9,30,6.4,31,6.6,36,7.7,37,7.9,37,7.9,34,7.3,25,5.3,35,7.5,33,7.1,37,7.9,33,7.1,39,8.3,2,0.4,33,7.1,33,7.1,26,5.6,14,3,5,1.1,2,0.4,389,83.1,0,0,64,13.7,55,11.8,6,1.3,171,36.5,438,93.6,4,13.8,28,96.6,0,0,0,0,0,0
'049903,2012,32,74.4,11,25.6,43,100,0,0,0,0,0,0,5,11.6,0,0,68,11,2.3,0,0,2,2.6,0,1.8,2.3,3.9,0,0,0,0,0,0,0,0,0,673,9,1.3,22,3.3,0,0,4,0.6,299,44.4,51,7.6,47,7,52,7.7,51,7.6,62,9.2,46,6.8,33,4.9,57,8.5,50,7.4,55,8.2,44,6.5,41,6.1,0,0,32,4.8,61,9.1,23,3.4,113,16.8,7,1,22,3.3,374,55.6,0,0,207,30.8,70,10.4,15,2.2,216,32.1,529,78.6,10,23.3,36,83.7,2,4.7,0,0,0,0
'049905,2012,68,81.9,15,18.1,83,100,0,0,0,0,0,0,2,2.4,3,3.6,154,13.4,8.6,0,0,1.1,0,0,1.3,1.3,0,14.3,12.5,0,0,0,0,0,12.5,0,1154,3,0.3,18,1.6,13,1.1,15,1.2,579,50.2,87,7.5,86,7.5,79,6.8,81,7,101,8.8,81,7,87,7.5,93,8.1,96,8.3,87,7.5,83,7.2,79,6.8,4,0.3,67,5.8,76,6.6,34,2.9,101,8.8,17,1.5,18,1.6,575,49.8,0,0,393,34.1,100,8.7,11,1,387,33.5,1009,87.4,13,15.7,76,91.6,2,2.4,0,0,0,0
'049906,2012,33,94.3,2,5.7,35,100,1,0.2,0,0,0,0,2,5.7,0,0,54,12.7,0,7.7,0,0,0,0,0,0,14.3,0,20,0,0,0,0,0,0,0,439,1,0.2,7,1.6,2,0.5,0,0,155,35.3,33,7.5,37,8.4,33,7.5,33,7.5,34,7.7,34,7.7,31,7.1,43,9.8,44,10,27,6.2,34,7.7,22,5,1,0.2,20,4.6,33,7.5,0,0,38,8.7,8,1.8,7,1.6,284,64.7,0,0,91,20.7,36,8.2,14,3.2,189,43.1,376,85.6,2,5.7,31,88.6,2,5.7,0,0,0,0
'049907,2012,38,88.4,5,11.6,43,100,0,0,0,0,0,0,1,2.3,0,0,17,3.3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,535,7,1.3,0,0,1,0.2,0,0,58,10.8,35,6.5,40,7.5,41,7.7,47,8.8,39,7.3,39,7.3,42,7.9,42,7.9,51,9.5,40,7.5,39,7.3,42,7.9,0,0,50,9.3,38,7.1,0,0,26,4.9,4,0.7,0,0,477,89.2,0,0,79,14.8,17,3.2,3,0.6,214,40,494,92.3,3,7,41,95.3,0,0,1,2.3,0,0
'049908,2012,0,.,0,.,0,.,0,0,1,8.3,0,.,0,.,0,.,17,29.8,0,0,0,0,16.7,0,0,0,12.5,.,.,0,.,0,.,100,0,0,65,0,0,0,0,1,1.5,0,0,45,69.2,10,15.4,6,9.2,6,9.2,12,18.5,3,4.6,5,7.7,4,6.2,4,6.2,0,0,0,0,0,0,0,0,0,0,2,3.1,7,10.8,8,12.3,1,1.5,0,0,0,0,20,30.8,0,0,10,15.4,6,9.2,4,6.2,0,0,59,90.8,0,.,0,.,0,.,0,.,0,.
'049909,2012,0,.,0,.,0,.,0,0,1,6.3,0,.,0,.,0,.,10,16.1,0,0,12.5,0,0,0,14.3,0,0,.,.,.,0,.,.,0,0,0,57,0,0,0,0,0,0,0,0,21,36.8,4,7,8,14,7,12.3,8,14,4,7,1,1.8,6,10.5,7,12.3,0,0,0,0,0,0,0,0,0,0,1,1.8,5,8.8,7,12.3,5,8.8,1,1.8,0,0,36,63.2,0,0,13,22.8,4,7,1,1.8,0,0,50,87.7,0,.,0,.,0,.,0,.,0,.
'050901,2012,24,85.7,4,14.3,28,100,1,0.4,2,1.6,0,0,5,17.9,1,3.6,53,21.5,25,18.8,0,0,0,0,0,0,0,0,0,0,0,0,.,0,0,0,223,0,0,10,4.5,4,1.8,0,0,138,61.9,12,5.4,16,7.2,15,6.7,16,7.2,16,7.2,16,7.2,17,7.6,17,7.6,16,7.2,16,7.2,18,8.1,15,6.7,0,0,9,4,14,6.3,19,8.5,51,22.9,1,0.4,10,4.5,85,38.1,0,0,148,66.4,23,10.3,3,1.3,68,30.5,164,73.5,2,7.1,22,78.6,0,0,0,0,0,0
'050902,2012,126,76.4,39,23.6,165,100,0,0,1,0.1,6,3.6,16,9.7,0,0,342,12.4,4.8,3,0,0.5,0,0.6,0,1.1,1.9,4.2,17.2,0,0,0,3.8,0,6.5,7.7,2862,21,0.7,102,3.6,64,2.2,61,2,1436,50.2,238,8.3,230,8,222,7.8,212,7.4,246,8.6,230,8,205,7.2,206,7.2,210,7.3,206,7.2,208,7.3,196,6.8,3,0.1,167,5.8,195,6.8,55,1.9,546,19.1,15,0.5,111,3.9,1426,49.8,1,0,939,32.8,353,12.3,94,3.3,806,28.2,2121,74.1,26,15.8,133,80.6,8,4.8,2,1.2,0,0
'050904,2012,12,92.3,1,7.7,13,100,0,0,0,0,0,0,5,38.5,3,23.1,28,18.3,0,0,0,0,5.6,0,0,0,7.7,0,.,0,0,0,0,0,0,0,164,0,0,1,0.6,0,0,1,0.6,109,66.5,12,7.3,13,7.9,11,6.7,10,6.1,13,7.9,20,12.2,8,4.9,10,6.1,13,7.9,11,6.7,14,8.5,8,4.9,0,0,3,1.8,11,6.7,10,6.1,51,31.1,2,1.2,1,0.6,55,33.5,0,0,56,34.1,13,7.9,7,4.3,63,38.4,104,63.4,1,7.7,5,38.5,0,0,0,0,0,0
'050909,2012,9,81.8,2,18.2,11,100,0,0,0,0,0,0,2,18.2,0,0,32,21.1,16.7,0,0,0,0,0,0,0,0,.,0,0,0,.,0,0,0,.,150,0,0,2,1.3,1,0.7,0,0,76,50.7,5,3.3,7,4.7,8,5.3,5,3.3,10,6.7,13,8.7,16,10.7,8,5.3,12,8,14,9.3,14,9.3,13,8.7,0,0,4,2.7,5,3.3,20,13.3,15,10,2,1.3,2,1.3,74,49.3,0,0,10,6.7,12,8,1,0.7,55,36.7,131,87.3,0,0,9,81.8,0,0,0,0,0,0
'050910,2012,349,73.6,125,26.4,474,100,0,0,1,0,124,26.2,76,16,3,0.6,1608,21.1,5.5,2.3,1.3,0.8,0.5,0.4,0.7,1,0.7,7,0,2,0,0,0,0,1.9,6,8237,133,1.6,123,1.5,1677,20.4,145,1.5,4018,48.8,569,6.9,554,6.7,603,7.3,597,7.2,566,6.9,520,6.3,550,6.7,546,6.6,645,7.8,541,6.6,514,6.2,467,5.7,4,0,445,5.4,617,7.5,944,11.5,1706,20.7,72,0.9,166,2,4219,51.2,86,1,3312,40.2,673,8.2,546,6.6,1957,23.8,4017,48.8,36,7.6,239,50.4,18,3.8,10,2.1,4,0.8
'051901,2012,22,84.6,4,15.4,26,100,0,0,0,0,9,34.6,4,15.4,0,0,29,13.4,18.2,0,15,0,7.1,0,0,10,17.6,0,0,0,0,0,.,0,.,0,217,0,0,0,0,35,16.1,1,0.4,143,65.9,21,9.7,10,4.6,27,12.4,19,8.8,17,7.8,15,6.9,14,6.5,15,6.9,11,5.1,19,8.8,18,8.3,11,5.1,0,0,1,0.5,12,5.5,8,3.7,82,37.8,5,2.3,2,0.9,74,34.1,0,0,96,44.2,28,12.9,3,1.4,68,31.3,92,42.4,7,26.9,12,46.2,0,0,1,3.8,0,0
'052901,2012,57,93.4,4,6.6,61,100,0,0,5,1.1,3,4.9,33,54.1,0,0,136,14.4,6.8,1.4,1.7,0,3.2,0,1.3,0,4.6,33.3,0,0,0,0,0,0,0,0,1030,1,0.1,85,8.3,29,2.8,6,0.5,451,43.8,80,7.8,74,7.2,71,6.9,68,6.6,78,7.6,79,7.7,82,8,85,8.3,67,6.5,65,6.3,71,6.9,79,7.7,0,0,61,5.9,70,6.8,61,5.9,713,69.2,4,0.4,85,8.3,579,56.2,0,0,461,44.8,84,8.2,3,0.3,186,18.1,280,27.2,2,3.3,24,39.3,0,0,1,1.6,0,0
'053001,2012,34,69.4,15,30.6,49,100,0,0,0,0,0,0,36,73.5,0,0,62,9.2,0,0,0,0,0,0,0,0,3.2,0,0,0,0,0,0,0,0,0,768,4,0.5,122,15.9,4,0.5,15,1.9,441,57.4,67,8.7,61,7.9,64,8.3,65,8.5,49,6.4,49,6.4,58,7.6,48,6.3,61,7.9,49,6.4,45,5.9,43,5.6,1,0.1,30,3.9,62,8.1,46,6,586,76.3,1,0.1,98,12.8,327,42.6,0,0,352,45.8,61,7.9,0,0,197,25.7,173,22.5,2,4.1,13,26.5,0,0,0,0,0,0
'054901,2012,23,76.7,7,23.3,30,100,0,0,0,0,2,6.7,25,83.3,0,0,51,13.2,7.7,0,0,2.4,0,0,0,0,0,0,0,50,0,0,0,0,0,0,408,0,0,2,0.5,15,3.7,0,0,297,72.8,32,7.8,25,6.1,31,7.6,17,4.2,45,11,32,7.8,22,5.4,36,8.8,29,7.1,24,5.9,29,7.1,26,6.4,0,0,18,4.4,27,6.6,33,8.1,273,66.9,2,0.5,2,0.5,111,27.2,0,0,124,30.4,34,8.3,4,1,114,27.9,114,27.9,6,20,3,10,0,0,0,0,0,0
