DISTRICT,YEAR,DA0GH11N,DA0GH11P,DA0GM11N,DA0GM11P,DA0GR11N,DA0GR11P,DAPID12N,DAPID12R,DAUND11C,DAUND11R,DB0GR11N,DB0GR11P,DH0GR11N,DH0GR11P,DI0GR11N,DI0GR11P,DPEMALLC,DPEMALLP,DPERRA1R,DPERRA2R,DPERRA3R,DPERRA4R,DPERRA5R,DPERRA6R,DPERRA7R,DPERRA8R,DPERRAKR,DPERSA1R,DPERSA2R,DPERSA3R,DPERSA4R,DPERSA5R,DPERSA6R,DPERSA7R,DPERSA8R,DPERSAKR,DPETALLC,DPETASIC,DPETASIP,DPETBILC,DPETBILP,DPETBLAC,DPETBLAP,DPETDISC,DPETDISP,DPETECOC,DPETECOP,DPETG01C,DPETG01P,DPETG02C,DPETG02P,DPETG03C,DPETG03P,DPETG04C,DPETG04P,DPETG05C,DPETG05P,DPETG06C,DPETG06P,DPETG07C,DPETG07P,DPETG08C,DPETG08P,DPETG09C,DPETG09P,DPETG10C,DPETG10P,DPETG11C,DPETG11P,DPETG12C,DPETG12P,DPETGEEC,DPETGEEP,DPETGIFC,DPETGIFP,DPETGKNC,DPETGKNP,DPETGPKC,DPETGPKP,DPETHISC,DPETHISP,DPETINDC,DPETINDP,DPETLEPC,DPETLEPP,DPETNEDC,DPETNEDP,DPETPCIC,DPETPCIP,DPETRSKC,DPETRSKP,DPETSPEC,DPETSPEP,DPETTWOC,DPETTWOP,DPETVOCC,DPETVOCP,DPETWHIC,DPETWHIP,DS0GR11N,DS0GR11P,DW0GR11N,DW0GR11P,D20GR11N,D20GR11P,D30GR11N,D30GR11P,D40GR11N,D40GR11P
'054902,2012,19,76,6,24,25,100,0,0,2,1.4,1,4,18,72,0,0,85,26.9,20.8,5,4.5,12.5,4.5,0,0,18.2,9.1,50,0,50,0,50,0,0,0,0,303,0,0,20,6.6,15,5,5,1.3,264,87.1,29,9.6,22,7.3,26,8.6,25,8.3,19,6.3,26,8.6,23,7.6,28,9.2,8,2.6,13,4.3,15,5,16,5.3,2,0.7,8,2.6,24,7.9,27,8.9,234,77.2,0,0,20,6.6,39,12.9,0,0,174,57.4,47,15.5,3,1,91,30,51,16.8,7,28,6,24,0,0,0,0,0,0
'054903,2012,31,72.1,12,27.9,43,100,0,0,1,0.4,0,0,35,81.4,0,0,108,21.1,0,6.1,0,0,0,0,0,0,3.4,0,0,0,0,0,0,0,0,16.7,569,1,0.2,5,0.9,3,0.5,2,0.3,450,79.1,38,6.7,43,7.6,34,6,37,6.5,39,6.9,35,6.2,38,6.7,42,7.4,42,7.4,27,4.7,36,6.3,31,5.4,4,0.7,18,3.2,54,9.5,69,12.1,437,76.8,0,0,5,0.9,119,20.9,0,0,213,37.4,76,13.4,0,0,147,25.8,128,22.5,5,11.6,8,18.6,0,0,0,0,0,0
'055901,2012,32,91.4,3,8.6,35,100,0,0,0,0,1,2.9,30,85.7,0,0,81,18,15.6,2.9,3,0,0,0,0,0,19,33.3,0,100,0,0,0,0,0,0,463,3,0.6,32,6.9,0,0,4,0.8,354,76.5,29,6.3,31,6.7,34,7.3,27,5.8,42,9.1,34,7.3,25,5.4,41,8.9,27,5.8,38,8.2,39,8.4,30,6.5,1,0.2,26,5.6,40,8.6,25,5.4,413,89.2,0,0,34,7.3,109,23.5,3,0.6,212,45.8,36,7.8,2,0.4,84,18.1,42,9.1,1,2.9,2,5.7,0,0,2,5.7,0,0
'056901,2012,85,75.9,27,24.1,112,100,5,0.2,0,0,1,0.9,47,42,0,0,295,18.3,2.3,4.3,0,2.1,2,0,1.8,3.8,4,16.7,0,0,0,6.3,0,8.3,14.3,22.2,1792,10,0.6,127,7.1,26,1.5,21,1.1,1073,59.9,146,8.1,114,6.4,134,7.5,123,6.9,124,6.9,133,7.4,154,8.6,135,7.5,156,8.7,113,6.3,112,6.3,128,7.1,1,0.1,25,1.4,122,6.8,97,5.4,869,48.5,5,0.3,131,7.3,719,40.1,3,0.2,762,42.5,154,8.6,23,1.3,398,22.2,856,47.8,14,12.5,63,56.3,1,0.9,0,0,0,0
'056902,2012,16,100,0,0,16,100,0,0,0,0,1,6.3,6,37.5,1,6.3,29,17.6,6.7,0,0,0,0,0,12.5,0,0,0,.,0,.,50,0,0,0,0,151,0,0,24,15.9,2,1.3,0,0,101,66.9,10,6.6,17,11.3,13,8.6,14,9.3,12,7.9,16,10.6,9,6,10,6.6,10,6.6,9,6,8,5.3,3,2,0,0,8,5.3,11,7.3,9,6,62,41.1,3,2,24,15.9,50,33.1,0,0,56,37.1,16,10.6,0,0,40,26.5,84,55.6,1,6.3,6,37.5,2,12.5,0,0,0,0
'057802,2012,15,71.4,6,28.6,21,100,0,0,2,0.5,5,23.8,16,76.2,0,0,69,12,.,.,.,0,0,0,1.4,3.2,.,.,.,.,0,0,0,0,0,.,662,3,0.5,182,27.5,179,27,0,0,497,75.1,0,0,0,0,0,0,46,6.9,56,8.5,129,19.5,110,16.6,92,13.9,115,17.4,52,7.9,27,4.1,35,5.3,0,0,0,0,0,0,0,0,456,68.9,1,0.2,182,27.5,165,24.9,0,0,506,76.4,64,9.7,3,0.5,0,0,20,3,4,19,0,0,0,0,0,0,0,0
'057803,2012,93,100,0,0,93,100,0,0,1,0.1,3,3.2,20,21.5,0,0,48,3.6,0,0,0,0,0,1.4,0.7,0,1.5,33.3,0,0,0,0,0,0,0,0,1668,826,49.5,117,7,112,6.7,0,0,241,14.4,139,8.3,92,5.5,92,5.5,92,5.5,92,5.5,274,16.4,151,9.1,152,9.1,141,8.5,135,8.1,99,5.9,88,5.3,0,0,0,0,121,7.3,0,0,366,21.9,3,0.2,127,7.6,1427,85.6,2,0.1,246,14.7,63,3.8,35,2.1,139,8.3,324,19.4,6,6.5,18,19.4,2,2.2,50,53.8,0,0
'057804,2012,535,79.7,136,20.3,671,100,0,0,5,0.1,268,39.9,372,55.4,2,0.3,2779,76.6,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2136,4,0.2,314,14.7,825,38.6,0,0,2051,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,621,29.1,534,25,528,24.7,453,21.2,0,0,0,0,0,0,0,0,1232,57.7,9,0.4,359,16.8,85,4,0,0,2095,98.1,287,13.4,9,0.4,421,19.7,57,2.7,69,10.3,25,3.7,2,0.3,2,0.3,0,0
'057805,2012,0,.,0,.,0,.,0,0,0,.,0,.,0,.,0,.,5,6.8,0,4.3,0,.,.,.,.,.,0,0,0,0,.,.,.,.,.,0,249,4,1.6,101,40.6,5,2,0,0,154,61.8,43,17.3,27,10.8,23,9.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,17.7,112,45,175,70.3,0,0,103,41.4,95,38.2,0,0,104,41.8,28,11.2,7,2.8,0,0,58,23.3,0,.,0,.,0,.,0,.,0,.
'057806,2012,42,95.5,2,4.5,44,100,5,0.3,4,0.7,2,4.5,17,38.6,0,0,287,20.2,1.6,0,0,0,1,0,1,0,0.7,18.2,11.1,0,12.5,0,0,0,0,0,1703,53,3.1,222,13,332,19.5,0,0,1097,64.4,173,10.2,163,9.6,159,9.3,170,10,159,9.3,141,8.3,142,8.3,112,6.6,61,3.6,63,3.7,48,2.8,49,2.9,0,0,0,0,170,10,93,5.5,747,43.9,20,1.2,227,13.3,606,35.6,1,0.1,969,56.9,132,7.8,19,1.1,330,19.4,531,31.2,7,15.9,25,56.8,0,0,0,0,0,0
'057807,2012,77,90.6,8,9.4,85,100,3,0.1,4,0.4,35,41.2,38,44.7,0,0,330,9.6,2,2.1,0.8,0.3,3.7,0.3,1.3,2.1,2.6,15.4,7.1,0,0,0,3.7,0,0,10,3939,51,1.3,280,7.1,1902,48.3,0,0,2033,51.6,454,11.5,419,10.6,390,9.9,415,10.5,348,8.8,339,8.6,304,7.7,227,5.8,169,4.3,138,3.5,134,3.4,136,3.5,0,0,68,1.7,466,11.8,0,0,1045,26.5,11,0.3,286,7.3,1906,48.4,7,0.2,1038,26.4,261,6.6,116,2.9,304,7.7,807,20.5,16,18.8,11,12.9,1,1.2,0,0,0,0
'057808,2012,13,81.3,3,18.8,16,100,10,0.7,2,0.9,11,68.8,5,31.3,0,0,75,6.2,0.8,2,1.8,0.9,1.1,0,9.8,2.3,0.8,.,0,0,0,50,.,0,0,0,1444,594,41.1,334,23.1,331,22.9,0,0,649,44.9,233,16.1,233,16.1,180,12.5,158,10.9,100,6.9,51,3.5,74,5.1,49,3.4,31,2.1,24,1.7,22,1.5,22,1.5,0,0,166,11.5,223,15.4,44,3,467,32.3,6,0.4,350,24.2,795,55.1,1,0.1,410,28.4,24,1.7,12,0.8,83,5.7,33,2.3,4,25,0,0,0,0,0,0,0,0
'057809,2012,0,.,0,.,0,.,0,0,0,.,0,.,0,.,0,.,21,11.4,3.3,0,0,0,0,0,.,.,5.6,0,0,0,0,.,0,.,.,0,241,0,0,120,49.8,76,31.5,0,0,211,87.6,12,5,10,4.1,10,4.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,39,115,47.7,160,66.4,0,0,123,51,30,12.4,0,0,153,63.5,10,4.1,1,0.4,0,0,4,1.7,0,.,0,.,0,.,0,.,0,.
'057810,2012,0,.,0,.,0,.,1,0.2,1,1,0,.,0,.,0,.,67,20.9,2.8,15.8,4.8,11.8,0,0,0,0,2.1,40,0,0,0,0,0,0,0,14.3,537,0,0,43,8,432,80.4,0,0,422,78.6,41,7.6,30,5.6,24,4.5,24,4.5,19,3.5,43,8,60,11.2,41,7.6,0,0,0,0,0,0,0,0,0,0,0,0,60,11.2,195,36.3,96,17.9,0,0,43,8,115,21.4,0,0,350,65.2,32,6,6,1.1,0,0,3,0.6,0,.,0,.,0,.,0,.,0,.
'057811,2012,0,.,0,.,0,.,3,0.3,0,0,0,.,0,.,0,.,42,14.3,0,0,0,0,5,0,0,.,0,.,0,0,0,0,0,0,.,.,888,1,0.1,0,0,852,95.9,0,0,878,98.9,107,12,86,9.7,74,8.3,85,9.6,67,7.5,72,8.1,52,5.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119,13.4,226,25.5,20,2.3,0,0,0,0,10,1.1,0,0,23,2.6,59,6.6,4,0.5,0,0,11,1.2,0,.,0,.,0,.,0,.,0,.
'057813,2012,0,.,0,.,0,.,4,0.3,1,0.3,0,.,0,.,0,.,125,10.7,3.1,1.6,0,0,0.9,0.9,0,0,0,0,0,0,0,0,0,0,0,0,1300,3,0.2,685,52.7,49,3.8,0,0,1202,92.5,125,9.6,125,9.6,128,9.8,115,8.8,117,9,119,9.2,131,10.1,115,8.8,0,0,0,0,0,0,0,0,0,0,0,0,122,9.4,203,15.6,1239,95.3,3,0.2,693,53.3,98,7.5,0,0,898,69.1,54,4.2,1,0.1,0,0,5,0.4,0,.,0,.,0,.,0,.,0,.
'057814,2012,0,.,0,.,0,.,1,0.1,6,0.3,0,.,0,.,0,.,2834,99.5,.,.,.,.,.,0,32.8,21.8,.,.,.,.,.,.,0,15.4,14.8,.,583,5,0.9,74,12.7,276,47.3,0,0,583,100,0,0,0,0,0,0,0,0,1,0.2,13,2.2,56,9.6,103,17.7,250,42.9,123,21.1,28,4.8,9,1.5,0,0,0,0,0,0,0,0,251,43.1,3,0.5,74,12.7,0,0,0,0,583,100,128,22,8,1.4,104,17.8,40,6.9,0,.,0,.,0,.,0,.,0,.
'057815,2012,31,96.9,1,3.1,32,100,0,0,7,1.9,13,40.6,17,53.1,0,0,166,16.4,1.9,1.1,0,0,0,0,1.5,0,0,0,0,0,0,0,10,0,0,0,1757,4,0.2,834,47.5,697,39.7,0,0,1646,93.7,194,11,137,7.8,121,6.9,113,6.4,96,5.5,132,7.5,123,7,84,4.8,121,6.9,63,3.6,53,3,35,2,0,0,40,2.3,221,12.6,264,15,894,50.9,5,0.3,855,48.7,111,6.3,0,0,1426,81.2,104,5.9,4,0.2,251,14.3,153,8.7,6,18.8,2,6.3,0,0,0,0,0,0
'057816,2012,0,.,0,.,0,.,6,0.4,0,.,0,.,0,.,0,.,27,3.1,5.3,5.2,7.1,6.7,5.4,0,.,.,0,22.2,0,0,0,7.1,0,.,.,0,1570,1,0.1,12,0.8,1544,98.3,0,0,1329,84.6,170,10.8,149,9.5,157,10,143,9.1,147,9.4,124,7.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,161,10.3,519,33.1,22,1.4,2,0.1,12,0.8,241,15.4,0,0,1570,100,103,6.6,1,0.1,0,0,0,0,0,.,0,.,0,.,0,.,0,.
'057817,2012,0,.,0,.,0,.,8,0.9,1,0.7,0,.,0,.,0,.,75,11.8,0,1.7,0,0,0,0,0,0,1.3,0,0,5,0,2.5,0,0,0,0,902,0,0,10,1.1,823,91.2,0,0,718,79.6,89,9.9,93,10.3,70,7.8,89,9.9,78,8.6,73,8.1,76,8.4,62,6.9,53,5.9,23,2.5,0,0,0,0,0,0,0,0,98,10.9,98,10.9,75,8.3,1,0.1,11,1.2,184,20.4,0,0,213,23.6,216,23.9,3,0.3,76,8.4,0,0,0,.,0,.,0,.,0,.,0,.
'057819,2012,0,0,3,100,3,100,1,0.5,1,2,2,66.7,1,33.3,0,0,51,41.5,22.2,0,0,16.7,20,14.3,0,0,33.3,0,100,0,0,50,0,0,0,0,182,4,2.2,59,32.4,69,37.9,0,0,172,94.5,13,7.1,23,12.6,13,7.1,8,4.4,19,10.4,7,3.8,12,6.6,8,4.4,5,2.7,5,2.7,8,4.4,7,3.8,0,0,0,0,23,12.6,31,17,71,39,22,12.1,59,32.4,10,5.5,1,0.5,127,69.8,22,12.1,3,1.6,0,0,12,6.6,1,33.3,0,0,0,0,0,0,0,0
'057825,2012,86,64.7,47,35.3,133,100,3,0.2,8,0.9,26,19.5,35,26.3,0,0,566,43.4,0,5.8,17.5,4.5,15.4,1.4,2,10,3.4,0,20,0,0,0,0,0,0,0,977,0,0,48,4.9,230,23.5,0,0,730,74.7,52,5.3,68,7,56,5.7,51,5.2,73,7.5,88,9,112,11.5,135,13.8,62,6.3,79,8.1,102,10.4,41,4.2,0,0,0,0,58,5.9,0,0,405,41.5,7,0.7,54,5.5,247,25.3,4,0.4,508,52,80,8.2,21,2.1,261,26.7,310,31.7,15,11.3,68,51.1,4,3,0,0,0,0
'057827,2012,0,.,0,.,0,.,2,0.3,0,.,0,.,0,.,0,.,31,12.7,6.7,0,2.9,0,0,0,.,.,0,0,0,0,0,0,0,.,.,0,592,0,0,218,36.8,221,37.3,0,0,497,84,92,15.5,91,15.4,70,11.8,83,14,77,13,103,17.4,41,6.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,5.9,0,0,355,60,0,0,225,38,95,16,2,0.3,302,51,44,7.4,5,0.8,0,0,9,1.5,0,.,0,.,0,.,0,.,0,.
'057828,2012,86,20.3,338,79.7,424,100,2,0.1,65,2,58,13.7,67,15.8,2,0.5,2568,79.8,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1488,31,2.1,79,5.3,213,14.3,0,0,836,56.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,4.2,403,27.1,664,44.6,358,24.1,0,0,0,0,0,0,0,0,463,31.1,11,0.7,79,5.3,652,43.8,4,0.3,1368,91.9,173,11.6,38,2.6,1199,80.6,728,48.9,21,5,274,64.6,8,1.9,11,2.6,4,0.9
'057829,2012,52,92.9,4,7.1,56,100,3,0.3,3,0.7,1,1.8,47,83.9,0,0,48,5.4,0,0,0,0,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,951,1,0.1,299,31.4,45,4.7,0,0,885,93.1,57,6,66,6.9,70,7.4,70,7.4,72,7.6,66,6.9,66,6.9,79,8.3,104,10.9,90,9.5,64,6.7,39,4.1,0,0,42,4.4,64,6.7,44,4.6,835,87.8,0,0,307,32.3,66,6.9,0,0,442,46.5,83,8.7,22,2.3,243,25.6,48,5,8,14.3,3,5.4,5,8.9,0,0,0,0
'057830,2012,0,.,0,.,0,.,6,0.6,8,2.5,0,.,0,.,0,.,40,5,3.3,3.2,13.3,5.2,4.2,0.9,0,2,4.3,0,0,33.3,9.1,0,0,0,0,0,956,2,0.2,345,36.1,119,12.4,0,0,851,89,74,7.7,64,6.7,71,7.4,63,6.6,68,7.1,148,15.5,167,17.5,144,15.1,0,0,0,0,0,0,0,0,0,0,0,0,80,8.4,77,8.1,820,85.8,2,0.2,351,36.7,105,11,0,0,504,52.7,64,6.7,5,0.5,0,0,8,0.8,0,.,0,.,0,.,0,.,0,.
'057831,2012,24,77.4,7,22.6,31,100,0,0,2,0.7,31,100,0,0,0,0,49,7.1,6.2,5,3.1,13.6,1.7,0,0,0,1.8,25,0,0,0,0,0,0,0,0,811,2,0.2,6,0.7,780,96.2,0,0,729,89.9,62,7.6,66,8.1,61,7.5,69,8.5,58,7.2,71,8.8,64,7.9,50,6.2,50,6.2,34,4.2,47,5.8,41,5.1,0,0,0,0,75,9.2,63,7.8,20,2.5,3,0.4,6,0.7,82,10.1,0,0,268,33,53,6.5,1,0.1,163,20.1,5,0.6,4,12.9,0,0,0,0,0,0,0,0
'057832,2012,9,26.5,25,73.5,34,100,0,0,0,0,12,35.3,15,44.1,0,0,155,57.4,0,0,0,11.1,0,0,0,8.3,25,.,0,.,0,0,0,0,0,0,144,2,1.4,6,4.2,45,31.3,0,0,107,74.3,9,6.3,4,2.8,10,6.9,5,3.5,12,8.3,13,9,8,5.6,12,8.3,8,5.6,16,11.1,22,15.3,16,11.1,0,0,0,0,9,6.3,0,0,65,45.1,0,0,6,4.2,37,25.7,0,0,114,79.2,21,14.6,5,3.5,43,29.9,27,18.8,2,5.9,6,17.6,1,2.9,0,0,0,0
'057833,2012,2,100,0,0,2,100,0,0,0,0,0,0,1,50,0,0,50,24.5,0,0,0,5.3,0,0,0,0,0,0,0,0,.,0,0,0,0,0,214,0,0,7,3.3,78,36.4,0,0,119,55.6,40,18.7,23,10.7,24,11.2,27,12.6,18,8.4,16,7.5,21,9.8,3,1.4,0,0,0,0,0,0,0,0,0,0,0,0,42,19.6,0,0,43,20.1,2,0.9,7,3.3,95,44.4,0,0,72,33.6,20,9.3,2,0.9,0,0,89,41.6,0,0,1,50,0,0,0,0,0,0
'057834,2012,14,8.3,154,91.7,168,100,0,0,8,1.1,60,35.7,55,32.7,1,0.6,564,80,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,483,2,0.4,19,3.9,194,40.2,0,0,279,57.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127,26.3,111,23,154,31.9,91,18.8,0,0,0,0,0,0,0,0,222,46,3,0.6,27,5.6,204,42.2,1,0.2,450,93.2,78,16.1,10,2.1,312,64.6,51,10.6,4,2.4,44,26.2,5,3,2,1.2,1,0.6
'057835,2012,0,.,0,.,0,.,0,0,5,5.7,0,.,0,.,0,.,98,20.5,2.5,3.6,7.8,5.7,4.3,3.7,0,0,1.7,.,0,50,0,0,0,0,0,.,981,1,0.1,414,42.2,107,10.9,0,0,973,99.2,109,11.1,87,8.9,58,5.9,59,6,52,5.3,60,6.1,42,4.3,34,3.5,0,0,0,0,0,0,0,0,0,0,0,0,142,14.5,338,34.5,848,86.4,2,0.2,435,44.3,8,0.8,0,0,510,52,28,2.9,2,0.2,0,0,21,2.1,0,.,0,.,0,.,0,.,0,.
'057836,2012,0,.,0,.,0,.,0,0,0,0,0,.,0,.,0,.,17,6.7,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,.,0,308,0,0,0,0,307,99.7,0,0,231,75,41,13.3,37,12,41,13.3,28,9.1,26,8.4,41,13.3,32,10.4,22,7.1,0,0,0,0,0,0,0,0,0,0,18,5.8,40,13,0,0,1,0.3,0,0,0,0,77,25,0,0,59,19.2,20,6.5,0,0,0,0,0,0,0,.,0,.,0,.,0,.,0,.
'057837,2012,0,.,0,.,0,.,0,0,1,0.8,0,.,0,.,0,.,21,6.7,.,.,.,.,6.8,2.9,4.1,2.7,.,.,.,.,.,0,0,0,0,.,332,0,0,77,23.2,128,38.6,0,0,302,91,0,0,0,0,0,0,0,0,94,28.3,89,26.8,76,22.9,73,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,199,59.9,1,0.3,84,25.3,30,9,0,0,100,30.1,26,7.8,1,0.3,0,0,3,0.9,0,.,0,.,0,.,0,.,0,.
'057838,2012,32,94.1,2,5.9,34,100,3,0.2,1,0.2,5,14.7,25,73.5,0,0,91,8.8,1,2,1.7,0,0,1.3,0,0,0,0,0,0,0,0,0,0,0,0,1379,12,0.9,347,25.2,128,9.3,1,0.1,1235,89.6,151,10.9,109,7.9,112,8.1,66,4.8,66,4.8,173,12.5,90,6.5,115,8.3,124,9,96,7,73,5.3,39,2.8,0,0,0,0,165,12,0,0,1175,85.2,0,0,381,27.6,144,10.4,2,0.1,925,67.1,88,6.4,10,0.7,371,26.9,52,3.8,5,14.7,0,0,0,0,4,11.8,0,0
'057839,2012,0,.,0,.,0,.,5,0.7,0,.,0,.,0,.,0,.,37,11.5,8.5,8,7.8,4.2,2.1,.,.,.,7.1,50,0,16.7,0,0,100,.,.,33.3,743,0,0,396,53.3,10,1.3,0,0,695,93.5,69,9.3,67,9,68,9.2,64,8.6,66,8.9,66,8.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,11.8,255,34.3,694,93.4,2,0.3,396,53.3,48,6.5,0,0,476,64.1,59,7.9,2,0.3,0,0,35,4.7,0,.,0,.,0,.,0,.,0,.
'057840,2012,155,100,0,0,155,100,2,0.3,2,0.4,15,9.7,35,22.6,0,0,109,24.1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,429,91,21.2,0,0,68,15.9,4,0.9,91,21.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,224,52.2,205,47.8,0,0,0,0,0,0,0,0,117,27.3,4,0.9,0,0,338,78.8,0,0,176,41,0,0,15,3.5,214,49.9,134,31.2,0,0,53,34.2,8,5.2,44,28.4,0,0
'057841,2012,0,.,0,.,0,.,0,0,0,.,0,.,0,.,0,.,23,28,10.3,4.8,0,.,.,.,.,.,2.4,50,100,0,.,.,.,.,.,100,221,2,0.9,121,54.8,39,17.6,0,0,210,95,44,19.9,25,11.3,20,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,21.3,85,38.5,139,62.9,0,0,122,55.2,11,5,1,0.5,187,84.6,7,3.2,2,0.9,0,0,38,17.2,0,.,0,.,0,.,0,.,0,.
'057842,2012,38,97.4,1,2.6,39,100,2,0.2,1,0.2,0,0,39,100,0,0,121,12.8,4.9,0,0,0,.,2.9,9,3.7,0,25,0,0,0,.,10,0,33.3,.,1264,7,0.6,566,44.8,66,5.2,0,0,1185,93.8,105,8.3,44,3.5,44,3.5,44,3.5,44,3.5,170,13.4,194,15.3,154,12.2,106,8.4,111,8.8,51,4,36,2.8,0,0,0,0,161,12.7,0,0,1184,93.7,0,0,621,49.1,79,6.3,0,0,870,68.8,62,4.9,2,0.2,295,23.3,5,0.4,2,5.1,0,0,0,0,0,0,0,0
'057843,2012,11,84.6,2,15.4,13,100,0,0,3,0.7,10,76.9,3,23.1,0,0,95,13.7,0,.,.,0,2,2.6,1,10.5,0,0,.,.,0,0,20,20,0,0,705,3,0.4,71,10.1,516,73.2,0,0,506,71.8,47,6.7,45,6.4,0,0,0,0,54,7.7,99,14,103,14.6,100,14.2,83,11.8,72,10.2,46,6.5,14,2,0,0,0,0,42,6,0,0,175,24.8,1,0.1,75,10.6,199,28.2,0,0,301,42.7,43,6.1,6,0.9,100,14.2,4,0.6,2,15.4,0,0,0,0,0,0,0,0
'057844,2012,0,.,0,.,0,.,2,0.5,0,.,0,.,0,.,0,.,48,15.4,0,0,0,0,0,0,.,.,1.5,0,0,0,0,0,0,.,.,0,406,160,39.4,82,20.2,134,33,0,0,214,52.7,68,16.7,71,17.5,64,15.8,41,10.1,39,9.6,36,8.9,36,8.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,12.6,0,0,17,4.2,2,0.5,85,20.9,192,47.3,3,0.7,154,37.9,26,6.4,2,0.5,0,0,88,21.7,0,.,0,.,0,.,0,.,0,.
'057903,2012,1174,74.9,394,25.1,1568,100,2,0,15,0.1,213,13.6,663,42.3,11,0.7,4744,18.4,1.8,1.8,1.2,0.4,0.3,0.5,0.1,0.9,2.2,5.3,2.3,3.7,0,0.4,0.5,0,1.6,12.2,26340,2822,10.7,6008,22.8,4226,16,612,2.2,16410,62.3,2046,7.8,2134,8.1,2018,7.7,1952,7.4,1934,7.3,1842,7,1785,6.8,1860,7.1,2209,8.4,1922,7.3,1846,7,1557,5.9,110,0.4,2291,8.7,2138,8.1,987,3.7,13982,53.1,107,0.4,5894,22.4,9930,37.7,30,0.1,11845,45,2560,9.7,309,1.2,5218,19.8,4864,18.5,122,7.8,474,30.2,13,0.8,191,12.2,3,0.2
'057904,2012,487,91.2,47,8.8,534,100,21,0.2,18,0.4,367,68.7,99,18.5,1,0.2,1256,15.4,2.6,0.9,0.4,0,0.2,0,1.1,0.9,0.9,2.4,1.8,0,0,1.7,1.8,2,0,7.3,8139,105,1.3,459,5.6,5233,64.3,232,2.6,5189,63.8,560,6.9,570,7,616,7.6,543,6.7,629,7.7,607,7.5,595,7.3,628,7.7,695,8.5,695,8.5,659,8.1,529,6.5,1,0,280,3.4,460,5.7,352,4.3,1851,22.7,82,1,447,5.5,2950,36.2,19,0.2,3508,43.1,713,8.8,193,2.4,2012,24.7,656,8.1,43,8.1,57,10.7,6,1.1,3,0.6,1,0.2
'057905,2012,6115,84.1,1152,15.9,7267,100,478,0.3,255,0.4,2187,30.1,4434,61,67,0.9,37372,24,5.6,4.8,3.3,1.7,2.6,1.5,2.7,5.1,1.7,8.5,4.3,2.1,1.2,0.9,2,3.3,4.6,4.8,157085,1751,1.1,57394,36.5,38381,24.4,2674,1.6,135260,86.1,14122,9,13418,8.5,12929,8.2,12588,8,12654,8.1,10759,6.8,10299,6.6,10417,6.6,11224,7.1,9741,6.2,8748,5.6,7930,5,434,0.3,18873,12,13739,8.7,8083,5.1,107990,68.7,633,0.4,61615,39.2,21825,13.9,172,0.1,97042,61.8,11952,7.6,741,0.5,31514,20.1,7417,4.7,671,9.2,446,6.1,30,0.4,94,1.3,9,0.1
'057906,2012,487,92.9,37,7.1,524,100,0,0,45,0.9,432,82.4,56,10.7,1,0.2,1846,19.7,5.5,5.9,5.5,1.7,1.6,0.3,0.8,0.9,2.4,18,7,9.8,2.2,3.5,0,0,2.2,17,8921,32,0.4,539,6,6959,78,336,3.3,6123,68.6,603,6.8,620,6.9,643,7.2,653,7.3,656,7.4,671,7.5,748,8.4,766,8.6,798,8.9,719,8.1,639,7.2,607,6.8,23,0.3,862,9.7,518,5.8,257,2.9,1461,16.4,30,0.3,562,6.3,2798,31.4,7,0.1,3276,36.7,937,10.5,101,1.1,2019,22.6,331,3.7,52,9.9,25,4.8,9,1.7,0,0,1,0.2
'057907,2012,442,60.3,291,39.7,733,100,4,0,35,0.5,384,52.4,240,32.7,2,0.3,2162,16.8,9.5,7.2,4.5,2.6,2.7,0.4,1.5,2.2,4.5,14.4,8.8,4.1,2.2,0,0,0.9,3.6,18.7,13055,252,1.9,1657,12.7,5410,41.4,605,4.3,9748,74.7,971,7.4,948,7.3,927,7.1,1000,7.7,983,7.5,894,6.8,1035,7.9,1048,8,1209,9.3,1045,8,940,7.2,809,6.2,25,0.2,863,6.6,890,6.8,331,2.5,6274,48.1,112,0.9,1781,13.6,3307,25.3,6,0,7256,55.6,1245,9.5,87,0.7,3741,28.7,914,7,77,10.5,81,11.1,4,0.5,22,3,0,0
