D20GR12N,D20GR12R,D30GR12N,D30GR12R,D40GR12N,D40GR12R,DA0GH12N,DA0GH12R,DA0GM12N,DA0GM12R,DA0GR12N,DA0GR12R,DAPID13N,DAPID13R,DAUND12C,DAUND12R,DB0GR12N,DB0GR12R,DH0GR12N,DH0GR12R,DI0GR12N,DI0GR12R,DISTRICT,DPEMALLC,DPEMALLP,DPERRA1R,DPERRA2R,DPERRA3R,DPERRA4R,DPERRA5R,DPERRA6R,DPERRA7R,DPERRA8R,DPERRAKR,DPERSA1R,DPERSA2R,DPERSA3R,DPERSA4R,DPERSA5R,DPERSA6R,DPERSA7R,DPERSA8R,DPERSAKR,DPETALLC,DPETASIC,DPETASIP,DPETBILC,DPETBILP,DPETBLAC,DPETBLAP,DPETDISC,DPETDISP,DPETECOC,DPETECOP,DPETG01C,DPETG01P,DPETG02C,DPETG02P,DPETG03C,DPETG03P,DPETG04C,DPETG04P,DPETG05C,DPETG05P,DPETG06C,DPETG06P,DPETG07C,DPETG07P,DPETG08C,DPETG08P,DPETG09C,DPETG09P,DPETG10C,DPETG10P,DPETG11C,DPETG11P,DPETG12C,DPETG12P,DPETGEEC,DPETGEEP,DPETGIFC,DPETGIFP,DPETGKNC,DPETGKNP,DPETGPKC,DPETGPKP,DPETHISC,DPETHISP,DPETINDC,DPETINDP,DPETLEPC,DPETLEPP,DPETNEDC,DPETNEDP,DPETPCIC,DPETPCIP,DPETRSKC,DPETRSKP,DPETSPEC,DPETSPEP,DPETTWOC,DPETTWOP,DPETVOCC,DPETVOCP,DPETWHIC,DPETWHIP,DS0GR12N,DS0GR12R,DW0GR12N,DW0GR12R,YEAR
0,0,0,0,0,0,4,50,4,50,8,100,0,0.0,1,1.1,0,0,6,75,0,0,'232901,39,13.8,23.1,9.1,2.7,9.5,9.5,16.7,15,0,6.3,0,0,.,.,.,.,.,0,0,323,2,0.6,5,1.5,0,0.0,2,0.6,117,36.2,30,9.3,31,9.6,36,11.1,40,12.4,21,6.5,21,6.5,23,7.1,22,6.8,20,6.2,15,4.6,5,1.5,12,3.7,0,0.0,41,12.7,28,8.7,19,5.9,176,54.5,1,0.3,5,1.5,206,63.8,0,0.0,54,16.7,10,3.1,0,0.0,68,21.1,144,44.6,0,0,2,25,2013
1,2.8,0,0,0,0,31,86.1,5,13.9,36,100,0,0.0,2,0.8,1,2.8,23,63.9,1,2.8,'232902,47,9.3,3.3,3.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,521,0,0.0,24,4.6,3,0.6,6,1,337,64.7,38,7.3,31,6.0,29,5.6,38,7.3,43,8.3,42,8.1,54,10.4,38,7.3,50,9.6,40,7.7,38,7.3,27,5.2,0,0.0,35,6.7,29,5.6,24,4.6,360,69.1,3,0.6,24,4.6,184,35.3,0,0.0,179,34.4,45,8.6,6,1.2,140,26.9,149,28.6,4,11.1,10,27.8,2013
0,0,3,1.1,0,0,247,89.8,28,10.2,275,100,4,0.1,0,0,5,1.8,220,80,0,0,'232903,726,15.9,7,6.2,5.9,0.7,2.2,2.6,0.3,0.6,1.9,13,5.4,7.5,0,3.2,4.5,2,2.1,9.4,4843,27,0.6,338,7.0,15,0.3,205,3.9,3940,81.4,362,7.5,355,7.3,357,7.4,313,6.5,346,7.1,376,7.8,370,7.6,394,8.1,400,8.3,335,6.9,267,5.5,281,5.8,14,0.3,460,9.5,341,7.0,332,6.9,4357,90.0,11,0.2,288,5.9,903,18.6,6,0.1,2770,57.2,584,12.1,12,0.2,1026,21.2,415,8.6,14,5.1,47,17.1,2013
0,0,0,0,0,0,13,72.2,5,27.8,18,100,0,0.0,0,0,0,0,3,16.7,0,0,'232904,34,17.3,0,0,0,0,0,0,0,0,0,0,0,.,.,.,0,0,0,0,214,0,0.0,9,4.2,3,1.4,3,1.3,93,43.5,19,8.9,12,5.6,12,5.6,12,5.6,17,7.9,17,7.9,11,5.1,16,7.5,14,6.5,20,9.3,20,9.3,13,6.1,0,0.0,7,3.3,15,7.0,16,7.5,37,17.3,0,0.0,11,5.1,121,56.5,0,0.0,54,25.2,19,8.9,1,0.5,67,31.3,173,80.8,2,11.1,15,83.3,2013
2,0.3,0,0,0,0,429,71.1,174,28.9,603,100,10,0.1,108,2.4,4,0.7,545,90.4,1,0.2,'233901,1348,13.7,4.8,4,1.6,0.7,0,1.6,2.9,1.1,2.6,5.8,4.9,0,0,0,1.4,5.5,13.3,7.1,10300,29,0.3,1518,14.7,87,0.8,136,1.2,7564,73.4,831,8.1,848,8.2,821,8.0,815,7.9,792,7.7,723,7.0,750,7.3,769,7.5,761,7.4,707,6.9,649,6.3,631,6.1,26,0.3,880,8.5,730,7.1,447,4.3,9420,91.5,11,0.1,1644,16.0,2736,26.6,7,0.1,5170,50.2,821,8.0,37,0.4,2522,24.5,709,6.9,65,10.8,51,8.5,2013
1,7.7,1,7.7,0,0,13,100,0,0,13,100,0,0.0,0,0,0,0,5,38.5,0,0,'233903,19,9,0,0,8.3,0,0,0,0,0,0,0,0,0,0,0,0,.,0,0,208,2,1.0,2,1.0,1,0.5,0,0,59,28.4,16,7.7,15,7.2,20,9.6,13,6.3,17,8.2,17,8.2,17,8.2,20,9.6,19,9.1,18,8.7,16,7.7,10,4.8,0,0.0,8,3.8,10,4.8,0,0.0,97,46.6,1,0.5,2,1.0,149,71.6,0,0.0,7,3.4,15,7.2,2,1.0,88,42.3,105,50.5,2,15.4,6,46.2,2013
0,0,1,5.9,0,0,10,58.8,7,41.2,17,100,1,0.4,38,9.5,0,0,2,11.8,0,0,'234801,399,94.8,.,.,.,0,0,.,100,0,.,.,.,0,0,0,.,50,0,.,100,0,0.0,0,0.0,14,14.0,0,0,47,47.0,1,1.0,0,0.0,0,0.0,2,2.0,2,2.0,3,3.0,7,7.0,5,5.0,16,16.0,22,22.0,18,18.0,24,24.0,0,0.0,0,0.0,0,0.0,0,0.0,15,15.0,0,0.0,0,0.0,53,53.0,0,0.0,99,99.0,35,35.0,2,2.0,51,51.0,69,69.0,0,0,14,82.4,2013
5,3.8,1,0.8,1,0.8,84,63.6,48,36.4,132,100,1,0.0,2,0.2,5,3.8,13,9.8,3,2.3,'234902,244,12.4,7.4,1.5,2.4,0,0,0,1.2,0,9.3,0,8.3,16.7,0,7.7,0,7.7,0,26.7,2068,11,0.5,65,3.1,41,2.0,8,0.4,816,39.5,155,7.5,144,7.0,145,7.0,137,6.6,164,7.9,170,8.2,174,8.4,174,8.4,156,7.5,154,7.4,136,6.6,143,6.9,2,0.1,152,7.4,172,8.3,42,2.0,202,9.8,28,1.4,65,3.1,1252,60.5,0,0.0,628,30.4,149,7.2,51,2.5,519,25.1,1735,83.9,12,9.1,104,78.8,2013
0,0,0,0,0,0,58,87.9,8,12.1,66,100,5,0.5,3,0.6,1,1.5,4,6.1,0,0,'234903,112,12.4,1.8,3.1,0,4,0,0,0,0,1.9,16.7,0,0,9.1,0,0,0,0,12.5,898,2,0.2,16,1.8,49,5.5,17,1.7,421,46.9,61,6.8,67,7.5,75,8.4,59,6.6,84,9.4,59,6.6,69,7.7,80,8.9,80,8.9,75,8.4,65,7.2,54,6.0,0,0.0,81,9.0,54,6.0,16,1.8,75,8.4,5,0.6,16,1.8,477,53.1,0,0.0,223,24.8,103,11.5,35,3.9,274,30.5,732,81.5,10,15.2,61,92.4,2013
1,1.1,0,0,0,0,68,71.6,27,28.4,95,100,2,0.2,2,0.3,0,0,14,14.7,1,1.1,'234904,263,23.4,3.1,0,6.7,0,1.5,0,2.5,0,0,0,0,0,0,0,0,0,0,0,1090,2,0.2,105,9.6,11,1.0,13,1,690,63.3,73,6.7,72,6.6,85,7.8,66,6.1,79,7.2,79,7.2,95,8.7,91,8.3,89,8.2,86,7.9,74,6.8,59,5.4,3,0.3,68,6.2,80,7.3,59,5.4,277,25.4,10,0.9,105,9.6,400,36.7,0,0.0,538,49.4,100,9.2,11,1.0,311,28.5,779,71.5,10,10.5,79,83.2,2013
0,0,0,0,1,3.6,26,92.9,2,7.1,28,100,0,0.0,0,0,0,0,1,3.6,0,0,'234905,54,12.1,0,4,8.3,3.7,0,0,0,0,0,0,0,25,0,0,0,0,0,0,483,1,0.2,34,7.0,9,1.9,2,0.4,242,50.1,34,7.0,33,6.8,25,5.2,28,5.8,39,8.1,43,8.9,40,8.3,31,6.4,37,7.7,34,7.0,32,6.6,38,7.9,0,0.0,30,6.2,36,7.5,33,6.8,82,17.0,3,0.6,34,7.0,241,49.9,3,0.6,195,40.4,58,12.0,5,1.0,166,34.4,380,78.7,2,7.1,26,92.9,2013
2,1.3,3,1.9,0,0,134,84.3,25,15.7,159,100,2,0.1,0,0,2,1.3,18,11.3,6,3.8,'234906,361,15.9,2.2,2.5,1.3,0,0.7,0,0,0,1.4,0,0,0,0,0,0,0,0,22.2,2245,7,0.3,125,5.6,75,3.3,30,1.2,1208,53.8,147,6.5,149,6.6,172,7.7,179,8.0,173,7.7,165,7.3,186,8.3,174,7.8,180,8.0,175,7.8,153,6.8,140,6.2,3,0.1,95,4.2,175,7.8,74,3.3,409,18.2,23,1.0,129,5.7,1037,46.2,3,0.1,757,33.7,220,9.8,39,1.7,719,32.0,1689,75.2,16,10.1,128,80.5,2013
0,0,0,0,0,0,132,81.5,30,18.5,162,100,1,0.0,10,0.8,7,4.3,16,9.9,0,0,'234907,404,16.1,1.4,2.4,0.6,0,0,0.6,1.2,1.3,1.8,4.5,0,0,5.3,0,3.6,5,0,0,2524,8,0.3,140,5.5,119,4.7,51,1.8,1621,64.2,176,7.0,167,6.6,176,7.0,173,6.9,197,7.8,185,7.3,189,7.5,193,7.6,192,7.6,206,8.2,189,7.5,181,7.2,2,0.1,141,5.6,190,7.5,108,4.3,473,18.7,30,1.2,141,5.6,903,35.8,3,0.1,1051,41.6,229,9.1,78,3.1,739,29.3,1813,71.8,20,12.3,139,85.8,2013
0,0,0,0,0,0,12,85.7,2,14.3,14,100,0,0.0,0,0,0,0,3,21.4,0,0,'234909,56,15.1,5.4,0,0,0,0,0,0,0,7.4,0,0,0,0,0,0,0,0,20,407,3,0.7,10,2.5,4,1.0,3,0.6,293,72.0,29,7.1,33,8.1,20,4.9,23,5.7,25,6.1,35,8.6,23,5.7,34,8.4,34,8.4,24,5.9,22,5.4,28,6.9,0,0.0,55,13.5,22,5.4,55,13.5,45,11.1,4,1.0,10,2.5,114,28.0,0,0.0,190,46.7,41,10.1,18,4.4,169,41.5,333,81.8,3,21.4,11,78.6,2013
0,0,0,0,0,0,9,26.5,25,73.5,34,100,0,0.0,1,0.3,1,2.9,30,88.2,0,0,'235901,199,23.7,1.4,0,0,0,0,6.5,9.3,9.6,0,0,0,0,0,0,25,18.2,0,0,905,0,0.0,107,11.8,46,5.1,15,1.5,598,66.1,80,8.8,81,9.0,62,6.9,72,8.0,48,5.3,85,9.4,57,6.3,63,7.0,56,6.2,53,5.9,46,5.1,51,5.6,4,0.4,44,4.9,71,7.8,76,8.4,750,82.9,0,0.0,111,12.3,307,33.9,0,0.0,466,51.5,87,9.6,12,1.3,244,27.0,97,10.7,4,11.8,3,8.8,2013
6,0.8,8,1.1,0,0,494,68.9,223,31.1,717,100,0,0.0,26,0.4,55,7.7,385,53.7,3,0.4,'235902,3558,24.4,5.4,3.5,3.3,1.7,0.5,1.5,0.9,0.5,2.9,5.4,8.6,2.3,0,0.9,1,0,1.8,17.6,14460,129,0.9,542,3.7,1131,7.8,447,2.8,9134,63.2,1172,8.1,1186,8.2,1111,7.7,1094,7.6,1082,7.5,1087,7.5,1010,7.0,1061,7.3,1126,7.8,878,6.1,889,6.1,790,5.5,33,0.2,690,4.8,1193,8.3,748,5.2,9004,62.3,31,0.2,560,3.9,5326,36.8,7,0.0,5299,36.6,1310,9.1,166,1.1,4079,28.2,3992,27.6,82,11.4,260,36.3,2013
0,.,0,.,0,.,0,.,0,.,0,.,0,0.0,0,.,0,.,0,.,0,.,'235904,22,19.8,0,0,9.1,0,0,.,.,.,5.6,.,0,0,0,0,.,.,.,0,102,0,0.0,8,7.8,2,2.0,0,0,56,54.9,19,18.6,15,14.7,27,26.5,10,9.8,17,16.7,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,17,16.7,14,13.7,0,0.0,50,49.0,0,0.0,8,7.8,46,45.1,0,0.0,41,40.2,8,7.8,6,5.9,0,0.0,44,43.1,0,.,0,.,2013
0,0,0,0,0,0,0,0,2,100,2,100,0,0.0,6,1.8,2,100,0,0,0,0,'236801,332,98.2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,100,0,0.0,0,0.0,40,40.0,0,0,100,100.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,70,70.0,22,22.0,5,5.0,3,3.0,0,0.0,0,0.0,0,0.0,0,0.0,40,40.0,0,0.0,0,0.0,0,0.0,0,0.0,100,100.0,28,28.0,0,0.0,99,99.0,20,20.0,0,0,0,0,2013
3,3.8,0,0,0,0,49,61.3,31,38.8,80,100,0,0.0,1,0.2,19,23.8,2,2.5,0,0,'236901,113,12.9,9.1,0,0,1.4,0,0,0,0,3.8,0,7.7,0,12.5,0,0,0,0,14.3,889,0,0.0,29,3.3,189,21.3,23,2.3,467,52.5,59,6.6,63,7.1,64,7.2,65,7.3,78,8.8,72,8.1,69,7.8,62,7.0,62,7.0,87,9.8,56,6.3,60,6.7,1,0.1,54,6.1,63,7.1,28,3.1,128,14.4,5,0.6,32,3.6,422,47.5,0,0.0,299,33.6,97,10.9,29,3.3,229,25.8,538,60.5,9,11.3,56,70,2013
4,1.1,1,0.3,0,0,325,88.3,43,11.7,368,100,2,0.0,9,0.3,96,26.1,93,25.3,1,0.3,'236902,798,13.7,8.1,3.8,1.7,1,0.5,0.2,0.3,0.8,1.3,11.1,3.7,0,0,0,0,0,1.8,0,6321,62,1.0,709,11.2,1548,24.5,205,3,4052,64.1,520,8.2,464,7.3,451,7.1,451,7.1,466,7.4,448,7.1,474,7.5,412,6.5,535,8.5,400,6.3,443,7.0,404,6.4,31,0.5,383,6.1,476,7.5,346,5.5,1913,30.3,18,0.3,736,11.6,2269,35.9,1,0.0,2723,43.1,541,8.6,139,2.2,1547,24.5,2640,41.8,36,9.8,173,47,2013
1,0.9,0,0,0,0,78,68.4,36,31.6,114,100,0,0.0,0,0,37,32.5,52,45.6,1,0.9,'237902,188,13.6,17.1,9.9,1,0,0,0,0,0,3.5,16.7,25,8.3,0,0,0,0,0,33.3,1525,11,0.7,293,19.2,410,26.9,32,2,1219,79.9,135,8.9,117,7.7,94,6.2,111,7.3,132,8.7,134,8.8,99,6.5,101,6.6,136,8.9,93,6.1,93,6.1,76,5.0,3,0.2,123,8.1,134,8.8,67,4.4,816,53.5,1,0.1,325,21.3,306,20.1,0,0.0,863,56.6,149,9.8,13,0.9,361,23.7,274,18.0,27,23.7,23,20.2,2013
7,1.9,4,1.1,0,0,284,77.2,84,22.8,368,100,3,0.0,0,0,54,14.7,141,38.3,3,0.8,'237904,697,13.1,7.8,6.2,2.8,0.8,0.3,0,0,0,8.7,12.1,10.8,5.1,0,0,0,0,0,29,5705,29,0.5,1460,25.6,613,10.7,130,2.1,3726,65.3,429,7.5,420,7.4,412,7.2,382,6.7,408,7.2,440,7.7,458,8.0,424,7.4,513,9.0,336,5.9,372,6.5,338,5.9,30,0.5,241,4.2,487,8.5,256,4.5,2764,48.4,47,0.8,1346,23.6,1979,34.7,3,0.1,2895,50.7,425,7.4,122,2.1,1252,21.9,2127,37.3,22,6,159,43.2,2013
2,1.5,0,0,0,0,109,82.6,23,17.4,132,100,2,0.1,24,2.8,37,28,73,55.3,0,0,'237905,250,13.4,3.1,2.5,3.3,0.7,0,6.4,2.3,4.3,3.2,0,0,0,0,0,0,0,0,25,2088,3,0.1,603,28.9,406,19.4,74,3.3,1744,83.5,167,8.0,165,7.9,167,8.0,133,6.4,151,7.2,160,7.7,149,7.1,138,6.6,144,6.9,115,5.5,107,5.1,117,5.6,8,0.4,89,4.3,194,9.3,173,8.3,1453,69.6,2,0.1,630,30.2,344,16.5,0,0.0,1275,61.1,170,8.1,31,1.5,659,31.6,193,9.2,19,14.4,20,15.2,2013
3,2.1,1,0.7,0,0,126,87.5,18,12.5,144,100,1,0.0,8,0.9,3,2.1,85,59,0,0,'238902,328,16.6,6.2,2.6,1.3,0,1.4,2.4,0.9,1.6,3.2,15.4,0,0,0,0,0,0,0,0,2139,7,0.3,134,6.3,116,5.4,8,0.4,994,46.5,177,8.3,178,8.3,173,8.1,163,7.6,148,6.9,163,7.6,158,7.4,136,6.4,167,7.8,138,6.5,141,6.6,115,5.4,5,0.2,84,3.9,195,9.1,82,3.8,1215,56.8,7,0.3,136,6.4,1145,53.5,3,0.1,1124,52.5,216,10.1,7,0.3,467,21.8,784,36.7,12,8.3,52,36.1,2013
0,0,0,0,0,0,5,83.3,1,16.7,6,100,0,0.0,0,0,0,0,3,50,0,0,'238904,21,18.6,0,0,0,0,0,0,16.7,0,0,.,0,0,0,0,.,0,0,0,130,0,0.0,1,0.8,2,1.5,0,0,79,60.8,5,3.8,9,6.9,13,10.0,11,8.5,10,7.7,9,6.9,10,7.7,6,4.6,8,6.2,6,4.6,15,11.5,5,3.8,0,0.0,0,0.0,9,6.9,14,10.8,89,68.5,0,0.0,0,0.0,51,39.2,0,0.0,34,26.2,15,11.5,1,0.8,0,0.0,38,29.2,0,0,3,50,2013
2,0.6,6,1.9,2,0.6,245,76.1,77,23.9,322,100,5,0.1,12,0.5,56,17.4,64,19.9,2,0.6,'239901,480,10.5,6.8,5.9,4.3,1.7,0,0,0,0,3.2,10.3,18.4,2.9,3.4,0,0,0,0,25,4943,77,1.6,545,11.0,1142,23.1,147,2.8,2860,57.9,357,7.2,371,7.5,347,7.0,317,6.4,354,7.2,379,7.7,374,7.6,354,7.2,394,8.0,378,7.6,340,6.9,318,6.4,26,0.5,395,8.0,367,7.4,267,5.4,1465,29.6,7,0.1,554,11.2,2083,42.1,2,0.0,2100,42.5,628,12.7,60,1.2,1519,30.7,2190,44.3,37,11.5,190,59,2013
1,3.6,0,0,0,0,25,89.3,3,10.7,28,100,0,0.0,1,0.6,7,25,3,10.7,0,0,'239903,44,12.6,8,0,0,0,0,0,0,0,12.5,0,0,0,0,0,0,0,0,0,365,0,0.0,17,4.7,58,15.9,0,0,184,50.4,26,7.1,26,7.1,26,7.1,37,10.1,22,6.0,27,7.4,35,9.6,35,9.6,17,4.7,18,4.9,27,7.4,28,7.7,0,0.0,22,6.0,26,7.1,15,4.1,62,17.0,1,0.3,18,4.9,181,49.6,1,0.3,129,35.3,39,10.7,4,1.1,90,24.7,239,65.5,6,21.4,17,60.7,2013
0,0,0,0,0,0,132,80.5,32,19.5,164,100,0,0.0,2,0.3,0,0,163,99.4,0,0,'240801,299,45.2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,455,1,0.2,17,3.7,1,0.2,0,0,424,93.2,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,62,13.6,65,14.3,102,22.4,226,49.7,0,0.0,0,0.0,0,0.0,0,0.0,452,99.3,0,0.0,17,3.7,31,6.8,0,0.0,425,93.4,68,14.9,0,0.0,56,12.3,1,0.2,43,26.2,1,0.6,2013
0,0,0,0,0,0,966,86.7,148,13.3,1114,100,2,0.0,14,0.1,1,0.1,1106,99.3,0,0,'240901,4826,20.7,15,10.9,7.3,3.5,0.6,0.6,1.3,1.4,0.5,12.4,6.1,2.2,0,0.6,0,2.7,6.7,0,24797,28,0.1,14481,58.4,13,0.1,497,1.9,24175,97.5,2278,9.2,2124,8.6,1871,7.5,1754,7.1,1820,7.3,1636,6.6,1632,6.6,1579,6.4,1951,7.9,1389,5.6,1222,4.9,1180,4.8,0,0.0,1702,6.9,1968,7.9,2393,9.7,24644,99.4,6,0.0,14575,58.8,622,2.5,0,0.0,18194,73.4,1886,7.6,0,0.0,5214,21.0,106,0.4,140,12.6,7,0.6,2013
4,0.2,13,0.5,0,0,2352,89.2,284,10.8,2636,100,16,0.0,115,0.6,3,0.1,2567,97.4,4,0.2,'240903,5718,14,5.8,3.2,2.1,1.3,0.4,0.2,0.6,0.7,1,9.3,5.5,1.3,0.7,0,0.4,2.5,2.4,5.9,42753,141,0.3,17883,41.8,51,0.1,681,1.5,31626,74.0,3109,7.3,3143,7.4,3146,7.4,3182,7.4,3283,7.7,3343,7.8,3254,7.6,3271,7.7,3488,8.2,3010,7.0,2961,6.9,2814,6.6,28,0.1,4839,11.3,3047,7.1,1674,3.9,42080,98.4,17,0.0,16839,39.4,11127,26.0,2,0.0,26420,61.8,3234,7.6,23,0.1,15439,36.1,439,1.0,281,10.7,45,1.7,2013
0,0,0,0,0,0,25,100,0,0,25,100,0,0.0,0,0,0,0,23,92,0,0,'240904,45,12.9,0,0,0,0,0,0,3.7,0,0,0,0,0,0,0,0,0,0,0,350,1,0.3,26,7.4,0,0.0,13,3.3,225,64.3,16,4.6,27,7.7,19,5.4,27,7.7,27,7.7,20,5.7,27,7.7,26,7.4,33,9.4,23,6.6,29,8.3,36,10.3,0,0.0,4,1.1,23,6.6,17,4.9,324,92.6,0,0.0,27,7.7,125,35.7,0,0.0,127,36.3,30,8.6,0,0.0,171,48.9,25,7.1,4,16,2,8,2013
1,1.4,1,1.4,0,0,38,52.8,34,47.2,72,100,1,0.1,0,0,10,13.9,28,38.9,0,0,'241901,78,7.8,1.2,0,1.2,0,0,0,0,0,1.6,50,0,0,0,0,0,0,0,20,1068,4,0.4,50,4.7,113,10.6,14,1.3,591,55.3,77,7.2,81,7.6,74,6.9,88,8.2,90,8.4,91,8.5,87,8.1,89,8.3,98,9.2,67,6.3,71,6.6,56,5.2,0,0.0,34,3.2,71,6.6,28,2.6,552,51.7,1,0.1,51,4.8,477,44.7,0,0.0,393,36.8,68,6.4,14,1.3,333,31.2,384,36.0,12,16.7,32,44.4,2013
0,0,0,0,0,0,46,67.6,22,32.4,68,100,0,0.0,0,0,6,8.8,22,32.4,0,0,'241902,72,7.9,1.7,0,4.9,0,0,1.2,0,0,0,0,0,0,0,0,0,0,0,0,956,1,0.1,61,6.4,62,6.5,0,0,335,35.0,72,7.5,54,5.6,74,7.7,62,6.5,82,8.6,73,7.6,88,9.2,82,8.6,85,8.9,63,6.6,84,8.8,56,5.9,0,0.0,47,4.9,55,5.8,26,2.7,269,28.1,0,0.0,61,6.4,621,65.0,0,0.0,258,27.0,60,6.3,5,0.5,264,27.6,619,64.7,5,7.4,40,58.8,2013
0,0,1,0.4,0,0,174,74,61,26,235,100,1,0.0,10,0.6,20,8.5,120,51.1,1,0.4,'241903,332,10,3,5.8,2.6,0,0,0.5,0.8,1.9,9.2,13.6,5.6,3.8,4.3,0,0,0,9.5,19.2,3520,8,0.2,354,10.1,454,12.9,46,1.2,2312,65.7,252,7.2,289,8.2,274,7.8,282,8.0,285,8.1,275,7.8,241,6.8,255,7.2,290,8.2,262,7.4,242,6.9,175,5.0,8,0.2,420,11.9,289,8.2,101,2.9,2075,58.9,11,0.3,359,10.2,1208,34.3,2,0.1,1547,43.9,245,7.0,32,0.9,841,23.9,938,26.6,19,8.1,93,39.6,2013
0,0,0,0,1,0.7,106,76.8,32,23.2,138,100,0,0.0,5,0.6,36,26.1,60,43.5,0,0,'241904,242,12.4,4.7,0.6,0,0,0,1.4,0,0,3.9,8.3,0,0,0,0,0,0,0,0,2132,13,0.6,199,9.3,620,29.1,97,4.2,1710,80.2,174,8.2,172,8.1,166,7.8,159,7.5,141,6.6,140,6.6,145,6.8,155,7.3,173,8.1,125,5.9,116,5.4,114,5.3,5,0.2,120,5.6,204,9.6,143,6.7,1145,53.7,2,0.1,202,9.5,422,19.8,0,0.0,945,44.3,178,8.3,11,0.5,504,23.6,341,16.0,10,7.2,41,29.7,2013
0,0,0,0,0,0,31,75.6,10,24.4,41,100,0,0.0,1,0.5,0,0,16,39,2,4.9,'241906,45,10.5,5.3,3.6,11.8,6.7,0,0,4.3,0,0,0,.,50,.,0,0,0,0,.,483,1,0.2,74,15.3,15,3.1,0,0,302,62.5,39,8.1,43,8.9,44,9.1,34,7.0,30,6.2,39,8.1,41,8.5,24,5.0,33,6.8,30,6.2,41,8.5,31,6.4,1,0.2,23,4.8,30,6.2,23,4.8,264,54.7,0,0.0,74,15.3,181,37.5,0,0.0,161,33.3,30,6.2,4,0.8,74,15.3,199,41.2,4,9.8,23,56.1,2013
0,0,1,5.6,0,0,12,66.7,6,33.3,18,100,0,0.0,1,0.5,2,11.1,2,11.1,0,0,'242902,60,15.3,4.7,0,0,5.3,0,4.2,0,0,12.5,0,0,0,0,0,0,0,0,25,428,7,1.6,24,5.6,37,8.6,5,1.1,248,57.9,33,7.7,45,10.5,36,8.4,39,9.1,20,4.7,24,5.6,26,6.1,28,6.5,25,5.8,37,8.6,25,5.8,23,5.4,0,0.0,0,0.0,35,8.2,32,7.5,118,27.6,15,3.5,20,4.7,180,42.1,0,0.0,118,27.6,42,9.8,9,2.1,104,24.3,242,56.5,6,33.3,13,72.2,2013
1,5.9,0,0,0,0,15,88.2,2,11.8,17,100,1,0.2,1,0.5,0,0,3,17.6,0,0,'242903,46,11.4,5.6,3.6,0,0,0,0,2.8,0,2.6,0,0,0,0,0,0,0,0,100,466,0,0.0,115,24.7,0,0.0,0,0,203,43.6,40,8.6,35,7.5,32,6.9,36,7.7,26,5.6,28,6.0,33,7.1,40,8.6,28,6.0,40,8.6,32,6.9,28,6.0,0,0.0,3,0.6,37,7.9,31,6.7,288,61.8,8,1.7,115,24.7,263,56.4,0,0.0,205,44.0,37,7.9,4,0.9,148,31.8,166,35.6,1,5.9,13,76.5,2013
0,0,0,0,0,0,2,66.7,1,33.3,3,100,0,0.0,0,0,0,0,1,33.3,0,0,'242905,19,14.8,0,0,0,0,0,0,0,9.1,0,0,.,.,0,0,.,0,.,0,140,0,0.0,7,5.0,0,0.0,0,0,60,42.9,12,8.6,12,8.6,10,7.1,12,8.6,19,13.6,11,7.9,8,5.7,11,7.9,9,6.4,6,4.3,9,6.4,1,0.7,0,0.0,0,0.0,11,7.9,9,6.4,33,23.6,0,0.0,7,5.0,80,57.1,2,1.4,48,34.3,10,7.1,3,2.1,29,20.7,102,72.9,0,0,2,66.7,2013
0,0,0,0,0,0,3,50,3,50,6,100,0,0.0,0,0,0,0,1,16.7,0,0,'242906,16,12.9,0,0,0,0,0,0,0,0,20,100,.,0,0,0,0,0,0,0,136,0,0.0,1,0.7,0,0.0,0,0,27,19.9,7,5.1,11,8.1,8,5.9,8,5.9,10,7.4,9,6.6,8,5.9,13,9.6,11,8.1,7,5.1,10,7.4,13,9.6,0,0.0,5,3.7,6,4.4,15,11.0,10,7.4,1,0.7,1,0.7,109,80.1,0,0.0,33,24.3,22,16.2,7,5.1,38,27.9,118,86.8,2,33.3,5,83.3,2013
0,0,0,0,0,0,6,85.7,1,14.3,7,100,0,0.0,0,0,0,0,2,28.6,0,0,'243801,128,51.6,13.6,10,0,0,16.7,0,0,11.1,27.8,0,0,0,0,.,50,.,50,.,168,1,0.6,0,0.0,2,1.2,0,0,85,50.6,15,8.9,18,10.7,10,6.0,11,6.5,15,8.9,13,7.7,10,6.0,13,7.7,15,8.9,13,7.7,10,6.0,11,6.5,0,0.0,0,0.0,14,8.3,0,0.0,38,22.6,1,0.6,0,0.0,83,49.4,0,0.0,39,23.2,18,10.7,8,4.8,0,0.0,118,70.2,0,0,5,71.4,2013
