D20GR12N,D20GR12R,D30GR12N,D30GR12R,D40GR12N,D40GR12R,DA0GH12N,DA0GH12R,DA0GM12N,DA0GM12R,DA0GR12N,DA0GR12R,DAPID13N,DAPID13R,DAUND12C,DAUND12R,DB0GR12N,DB0GR12R,DH0GR12N,DH0GR12R,DI0GR12N,DI0GR12R,DISTRICT,DPEMALLC,DPEMALLP,DPERRA1R,DPERRA2R,DPERRA3R,DPERRA4R,DPERRA5R,DPERRA6R,DPERRA7R,DPERRA8R,DPERRAKR,DPERSA1R,DPERSA2R,DPERSA3R,DPERSA4R,DPERSA5R,DPERSA6R,DPERSA7R,DPERSA8R,DPERSAKR,DPETALLC,DPETASIC,DPETASIP,DPETBILC,DPETBILP,DPETBLAC,DPETBLAP,DPETDISC,DPETDISP,DPETECOC,DPETECOP,DPETG01C,DPETG01P,DPETG02C,DPETG02P,DPETG03C,DPETG03P,DPETG04C,DPETG04P,DPETG05C,DPETG05P,DPETG06C,DPETG06P,DPETG07C,DPETG07P,DPETG08C,DPETG08P,DPETG09C,DPETG09P,DPETG10C,DPETG10P,DPETG11C,DPETG11P,DPETG12C,DPETG12P,DPETGEEC,DPETGEEP,DPETGIFC,DPETGIFP,DPETGKNC,DPETGKNP,DPETGPKC,DPETGPKP,DPETHISC,DPETHISP,DPETINDC,DPETINDP,DPETLEPC,DPETLEPP,DPETNEDC,DPETNEDP,DPETPCIC,DPETPCIP,DPETRSKC,DPETRSKP,DPETSPEC,DPETSPEP,DPETTWOC,DPETTWOP,DPETVOCC,DPETVOCP,DPETWHIC,DPETWHIP,DS0GR12N,DS0GR12R,DW0GR12N,DW0GR12R,YEAR
4,1.8,0,0,0,0,178,78.8,48,21.2,226,100,3,0.1,16,0.9,17,7.5,118,52.2,3,1.3,'114901,769,19.2,1.7,1.6,0.6,0,2.2,1.5,2.9,4.6,2,3.1,0,2.3,0,2.9,4,6.3,2.4,23.5,4180,19,0.5,67,1.6,279,6.7,127,2.9,2660,63.6,344,8.2,351,8.4,367,8.8,375,9.0,360,8.6,329,7.9,295,7.1,281,6.7,276,6.6,240,5.7,235,5.6,236,5.6,4,0.1,150,3.6,401,9.6,86,2.1,2536,60.7,10,0.2,76,1.8,1520,36.4,2,0.0,1817,43.5,410,9.8,85,2.0,674,16.1,1249,29.9,23,10.2,84,37.2,2013
1,2.1,0,0,0,0,42,89.4,5,10.6,47,100,0,0.0,1,0.2,1,2.1,21,44.7,0,0,'114902,126,15.8,2,5.2,3.7,2,3.8,0,1.5,0,3.6,40,20,0,0,14.3,0,0,0,0,852,4,0.5,10,1.2,4,0.5,2,0.2,350,41.1,65,7.6,59,6.9,60,7.0,65,7.6,60,7.0,62,7.3,65,7.6,75,8.8,70,8.2,62,7.3,56,6.6,59,6.9,0,0.0,105,12.3,78,9.2,16,1.9,267,31.3,5,0.6,10,1.2,502,58.9,1,0.1,291,34.2,72,8.5,16,1.9,253,29.7,555,65.1,6,12.8,24,51.1,2013
0,0,1,2,0,0,44,88,6,12,50,100,0,0.0,1,0.3,0,0,10,20,0,0,'114904,84,12.6,4.2,3.7,0,0,0,2,0,0,2,50,0,0,0,0,0,0,0,0,685,7,1.0,0,0.0,7,1.0,1,0.1,186,27.2,57,8.3,57,8.3,57,8.3,43,6.3,49,7.2,55,8.0,53,7.7,60,8.8,56,8.2,46,6.7,50,7.3,35,5.1,0,0.0,57,8.3,53,7.7,14,2.0,177,25.8,3,0.4,0,0.0,499,72.8,0,0.0,166,24.2,41,6.0,14,2.0,221,32.3,477,69.6,2,4,39,78,2013
0,0,0,0,0,0,37,97.4,1,2.6,38,100,0,0.0,0,0,0,0,35,92.1,2,5.3,'115901,59,12.2,10,3.2,0,0,6.9,0,0,0,3,0,0,.,0,0,0,0,0,0,482,0,0.0,289,60.0,0,0.0,0,0,441,91.5,42,8.7,28,5.8,35,7.3,36,7.5,35,7.3,33,6.8,44,9.1,34,7.1,38,7.9,32,6.6,42,8.7,34,7.1,0,0.0,28,5.8,33,6.8,16,3.3,461,95.6,0,0.0,234,48.5,41,8.5,0,0.0,322,66.8,26,5.4,1,0.2,212,44.0,20,4.1,3,7.9,1,2.6,2013
0,0,0,0,0,0,6,75,2,25,8,100,1,0.5,1,1.3,0,0,5,62.5,0,0,'115902,27,17.9,0,8.3,0,0,12.5,0,0,0,0,.,0,0,.,.,0,0,0,0,162,1,0.6,2,1.2,0,0.0,0,0,102,63.0,11,6.8,11,6.8,11,6.8,17,10.5,13,8.0,8,4.9,12,7.4,16,9.9,10,6.2,12,7.4,8,4.9,15,9.3,0,0.0,23,14.2,9,5.6,9,5.6,112,69.1,1,0.6,2,1.2,60,37.0,0,0.0,40,24.7,18,11.1,0,0.0,57,35.2,48,29.6,4,50,3,37.5,2013
0,0,0,0,0,0,5,71.4,2,28.6,7,100,0,0.0,0,0,1,14.3,6,85.7,0,0,'115903,18,24.3,0,0,0,25,0,0,0,0,50,0,.,0,.,.,.,.,.,0,63,0,0.0,7,11.1,1,1.6,0,0,52,82.5,4,6.3,5,7.9,4,6.3,4,6.3,3,4.8,5,7.9,6,9.5,1,1.6,12,19.0,6,9.5,4,6.3,4,6.3,0,0.0,4,6.3,5,7.9,0,0.0,35,55.6,0,0.0,7,11.1,11,17.5,0,0.0,45,71.4,5,7.9,1,1.6,35,55.6,26,41.3,2,28.6,0,0,2013
1,5.6,1,5.6,0,0,12,66.7,6,33.3,18,100,0,0.0,0,0,1,5.6,5,27.8,1,5.6,'116801,78,19.3,2.3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,602,6,1.0,61,10.1,93,15.4,0,0,415,68.9,46,7.6,50,8.3,33,5.5,31,5.1,38,6.3,30,5.0,36,6.0,35,5.8,33,5.5,28,4.7,34,5.6,14,2.3,0,0.0,39,6.5,64,10.6,130,21.6,174,28.9,9,1.5,64,10.6,187,31.1,0,0.0,271,45.0,74,12.3,27,4.5,101,16.8,293,48.7,5,27.8,9,50,2013
10,9.5,2,1.9,0,0,83,79,22,21,105,100,0,0.0,0,0,4,3.8,7,6.7,1,1,'116901,157,10.8,1.7,0,0,0,0.9,0,1.9,0,0,0,0,0,0,0,0,0,0,30,1553,1,0.1,42,2.7,18,1.2,30,1.8,612,39.4,102,6.6,120,7.7,116,7.5,117,7.5,122,7.9,122,7.9,124,8.0,123,7.9,128,8.2,95,6.1,111,7.1,105,6.8,5,0.3,85,5.5,116,7.5,47,3.0,219,14.1,13,0.8,42,2.7,941,60.6,0,0.0,522,33.6,134,8.6,59,3.8,549,35.4,1243,80.0,15,14.3,81,77.1,2013
1,3.7,1,3.7,0,0,21,77.8,6,22.2,27,100,0,0.0,1,0.4,2,7.4,4,14.8,1,3.7,'116902,56,12.2,10.7,0,0,2.9,0,0,0,0,0,100,0,0,0,0,0,0,0,0,475,3,0.6,9,1.9,7,1.5,3,0.6,244,51.4,24,5.1,30,6.3,28,5.9,29,6.1,41,8.6,47,9.9,33,6.9,32,6.7,41,8.6,49,10.3,36,7.6,46,9.7,1,0.2,29,6.1,26,5.5,12,2.5,50,10.5,3,0.6,9,1.9,231,48.6,0,0.0,158,33.3,66,13.9,10,2.1,169,35.6,402,84.6,2,7.4,18,66.7,2013
3,3.1,0,0,2,2.1,83,85.6,14,14.4,97,100,1,0.1,3,0.4,23,23.7,16,16.5,0,0,'116903,291,18.9,3.1,0,0,0,0,0,0,0,1.6,0,0,0,0,0,0,0,0,11.1,1573,39,2.5,156,9.9,307,19.5,29,1.6,1020,64.8,134,8.5,104,6.6,114,7.2,127,8.1,110,7.0,110,7.0,124,7.9,115,7.3,117,7.4,88,5.6,102,6.5,117,7.4,3,0.2,64,4.1,132,8.4,76,4.8,331,21.0,9,0.6,158,10.0,553,35.2,9,0.6,824,52.4,158,10.0,46,2.9,472,30.0,832,52.9,15,15.5,53,54.6,2013
5,1.9,5,1.9,1,0.4,172,64.2,96,35.8,268,100,7,0.1,20,0.8,41,15.3,78,29.1,3,1.1,'116905,1926,34.7,3.3,2.5,0.6,1.3,0.9,1.1,0.6,0.4,2.8,12,0,3.2,0,0,0,0,2.8,13.3,4649,42,0.9,769,16.5,820,17.6,42,0.7,3170,68.2,386,8.3,374,8.0,377,8.1,356,7.7,359,7.7,358,7.7,288,6.2,362,7.8,327,7.0,263,5.7,275,5.9,253,5.4,8,0.2,354,7.6,394,8.5,269,5.8,1750,37.6,42,0.9,769,16.5,1479,31.8,11,0.2,2558,55.0,438,9.4,135,2.9,955,20.5,1849,39.8,23,8.6,135,50.4,2013
3,3.7,0,0,0,0,65,80.2,16,19.8,81,100,0,0.0,4,0.8,3,3.7,7,8.6,0,0,'116906,147,15.8,7.8,2.1,0,3.5,1.5,0,0,0,12.5,16.7,10,0,0,0,0,7.7,0,60,921,5,0.5,9,1.0,18,2.0,3,0.3,393,42.7,58,6.3,57,6.2,58,6.3,73,7.9,64,6.9,77,8.4,79,8.6,79,8.6,76,8.3,83,9.0,63,6.8,61,6.6,1,0.1,87,9.4,64,6.9,28,3.0,88,9.6,14,1.5,9,1.0,528,57.3,0,0.0,203,22.0,110,11.9,15,1.6,271,29.4,781,84.8,11,13.6,68,84,2013
0,0,0,0,2,1.2,126,76.4,39,23.6,165,100,0,0.0,8,0.6,1,0.6,25,15.2,0,0,'116908,483,19.3,3.8,0,4.9,1.7,1.4,1.7,0.6,0.5,2.6,0,0,2.8,3.2,0,0,0,5,0,2534,17,0.7,184,7.3,23,0.9,99,3.5,1775,70.0,169,6.7,180,7.1,157,6.2,194,7.7,205,8.1,184,7.3,212,8.4,203,8.0,216,8.5,196,7.7,143,5.6,144,5.7,3,0.1,125,4.9,143,5.6,185,7.3,480,18.9,22,0.9,192,7.6,759,30.0,1,0.0,967,38.2,304,12.0,36,1.4,639,25.2,1955,77.2,14,8.5,137,83,2013
1,2.6,1,2.6,0,0,35,89.7,4,10.3,39,100,1,0.1,1,0.4,6,15.4,2,5.1,0,0,'116909,68,12,10.2,2.6,0,2.9,0,0,0,0,3,0,25,0,0,0,0,0,0,0,612,3,0.5,27,4.4,29,4.7,2,0.3,319,52.1,41,6.7,52,8.5,43,7.0,43,7.0,41,6.7,49,8.0,62,10.1,41,6.7,40,6.5,36,5.9,52,8.5,32,5.2,0,0.0,30,4.9,43,7.0,37,6.0,65,10.6,7,1.1,27,4.4,293,47.9,0,0.0,245,40.0,61,10.0,4,0.7,212,34.6,504,82.4,5,12.8,29,74.4,2013
0,0,0,0,0,0,17,77.3,5,22.7,22,100,0,0.0,1,0.6,0,0,4,18.2,0,0,'116910,77,20.9,0,0,0,0,0,4,0,3.1,4,0,0,.,0,0,0,0,0,50,367,2,0.5,23,6.3,10,2.7,0,0,222,60.5,26,7.1,30,8.2,29,7.9,28,7.6,27,7.4,31,8.4,26,7.1,25,6.8,32,8.7,27,7.4,18,4.9,19,5.2,0,0.0,23,6.3,24,6.5,25,6.8,58,15.8,2,0.5,23,6.3,145,39.5,0,0.0,119,32.4,36,9.8,3,0.8,96,26.2,292,79.6,2,9.1,18,81.8,2013
1,2.5,0,0,0,0,34,85,6,15,40,100,1,0.1,1,0.4,1,2.5,12,30,0,0,'116915,88,15.1,5.1,2.6,2.3,0,0,0,0,0,6.1,0,0,0,0,0,0,50,0,0,617,0,0.0,74,12.0,10,1.6,3,0.5,352,57.1,36,5.8,46,7.5,45,7.3,57,9.2,50,8.1,63,10.2,48,7.8,41,6.6,41,6.6,45,7.3,42,6.8,34,5.5,0,0.0,22,3.6,41,6.6,28,4.5,199,32.3,0,0.0,74,12.0,265,42.9,1,0.2,181,29.3,61,9.9,17,2.8,157,25.4,390,63.2,6,15,26,65,2013
1,2.5,0,0,0,0,30,75,10,25,40,100,0,0.0,3,1,1,2.5,1,2.5,0,0,'116916,109,21.3,0,3.6,0,0,0,0,5.4,0,3.4,0,0,0,0,0,0,0,0,.,530,5,0.9,3,0.6,17,3.2,10,1.7,266,50.2,32,6.0,36,6.8,33,6.2,32,6.0,36,6.8,43,8.1,38,7.2,42,7.9,48,9.1,37,7.0,45,8.5,34,6.4,0,0.0,67,12.6,35,6.6,39,7.4,71,13.4,2,0.4,2,0.4,264,49.8,1,0.2,159,30.0,53,10.0,12,2.3,162,30.6,422,79.6,7,17.5,37,92.5,2013
0,0,1,0.6,0,0,144,81.4,33,18.6,177,100,0,0.0,2,0.2,9,5.1,56,31.6,1,0.6,'117901,363,14,5.8,2.1,2.4,2.5,0.6,0,0.5,0,1.6,25,0,0,0,0,0,0,0,10.5,2782,14,0.5,220,7.9,108,3.9,46,1.5,1492,53.6,207,7.4,208,7.5,198,7.1,174,6.3,172,6.2,197,7.1,204,7.3,216,7.8,201,7.2,222,8.0,178,6.4,169,6.1,7,0.3,148,5.3,225,8.1,204,7.3,1151,41.4,31,1.1,239,8.6,1290,46.4,1,0.0,1069,38.4,276,9.9,83,3.0,626,22.5,1394,50.1,26,14.7,110,62.1,2013
5,10.9,0,0,0,0,24,52.2,22,47.8,46,100,4,0.4,0,0,0,0,4,8.7,0,0,'117903,157,19.6,4.1,1.7,13.3,0,6.7,0,0,0,4.7,11.1,0,0,0,16.7,0,0,0,14.3,850,1,0.1,1,0.1,5,0.6,2,0.2,331,38.9,55,6.5,62,7.3,75,8.8,52,6.1,65,7.6,70,8.2,49,5.8,68,8.0,77,9.1,55,6.5,48,5.6,51,6.0,2,0.2,41,4.8,67,7.9,54,6.4,92,10.8,12,1.4,1,0.1,519,61.1,0,0.0,359,42.2,98,11.5,28,3.3,166,19.5,712,83.8,3,6.5,37,80.4,2013
0,0,0,0,0,0,37,77.1,11,22.9,48,100,0,0.0,2,0.7,0,0,9,18.8,2,4.2,'117904,65,11.3,0,0,0,0,0,0,0,0,2.3,0,0,0,0,0,0,0,16.7,0,636,2,0.3,5,0.8,4,0.6,1,0.2,258,40.6,47,7.4,35,5.5,40,6.3,59,9.3,63,9.9,39,6.1,55,8.6,48,7.5,50,7.9,52,8.2,34,5.3,42,6.6,1,0.2,46,7.2,38,6.0,33,5.2,126,19.8,20,3.1,5,0.8,378,59.4,0,0.0,139,21.9,73,11.5,12,1.9,102,16.0,472,74.2,7,14.6,37,77.1,2013
0,.,0,.,0,.,0,.,0,.,0,.,0,0.0,0,.,0,.,0,.,0,.,'117907,25,26,0,0,0,0,0,0,.,.,0,.,0,0,0,0,0,.,.,.,108,1,0.9,7,6.5,2,1.9,0,0,64,59.3,15,13.9,15,13.9,23,21.3,22,20.4,12,11.1,11,10.2,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,6,5.6,10,9.3,0,0.0,34,31.5,1,0.9,7,6.5,44,40.7,0,0.0,38,35.2,8,7.4,2,1.9,0,0.0,68,63.0,0,.,0,.,2013
0,0,0,0,0,0,26,81.3,6,18.8,32,100,0,0.0,1,0.5,0,0,10,31.3,0,0,'118902,73,20.8,0,0,0,0,0,0,3.6,0,0,.,0,.,0,0,0,.,0,.,300,0,0.0,0,0.0,9,3.0,4,1.1,112,37.3,14,4.7,19,6.3,22,7.3,20,6.7,28,9.3,16,5.3,30,10.0,28,9.3,25,8.3,30,10.0,29,9.7,23,7.7,0,0.0,28,9.3,16,5.3,0,0.0,86,28.7,5,1.7,0,0.0,188,62.7,0,0.0,92,30.7,14,4.7,2,0.7,108,36.0,198,66.0,6,18.8,22,68.8,2013
1,9.1,0,0,1,9.1,8,72.7,3,27.3,11,100,0,0.0,0,0,0,0,2,18.2,0,0,'119901,28,14.4,0,0,0,0,0,0,0,0,7.7,0,0,0,0,0,0,0,0,0,237,0,0.0,4,1.7,1,0.4,2,0.8,131,55.3,14,5.9,16,6.8,11,4.6,15,6.3,16,6.8,20,8.4,14,5.9,19,8.0,21,8.9,18,7.6,25,10.5,15,6.3,0,0.0,10,4.2,23,9.7,10,4.2,32,13.5,1,0.4,4,1.7,106,44.7,1,0.4,92,38.8,31,13.1,4,1.7,114,48.1,198,83.5,2,18.2,7,63.6,2013
2,3.4,0,0,0,0,43,74.1,15,25.9,58,100,0,0.0,0,0,1,1.7,13,22.4,1,1.7,'119902,141,15.1,1.6,4.5,1.6,1.6,0,1.3,0,0,6,0,0,0,0,12.5,0,0,0,0,977,3,0.3,97,9.9,10,1.0,43,4.1,549,56.2,79,8.1,73,7.5,75,7.7,76,7.8,73,7.5,69,7.1,81,8.3,68,7.0,73,7.5,65,6.7,67,6.9,59,6.0,0,0.0,44,4.5,82,8.4,37,3.8,241,24.7,2,0.2,97,9.9,428,43.8,0,0.0,387,39.6,95,9.7,26,2.7,336,34.4,695,71.1,3,5.2,41,70.7,2013
0,0,0,0,0,0,19,76,6,24,25,100,0,0.0,1,0.5,0,0,0,0,0,0,'119903,72,18.8,0,4.8,4,6.3,0,0,0,0,9.1,.,.,0,0,25,0,20,0,0,364,2,0.5,17,4.7,1,0.3,8,1.9,186,51.1,21,5.8,20,5.5,21,5.8,28,7.7,21,5.8,26,7.1,32,8.8,40,11.0,26,7.1,32,8.8,28,7.7,28,7.7,0,0.0,38,10.4,22,6.0,19,5.2,58,15.9,2,0.5,17,4.7,178,48.9,0,0.0,137,37.6,39,10.7,6,1.6,139,38.2,295,81.0,3,12,25,100,2013
0,0,0,0,0,0,59,72.8,22,27.2,81,100,0,0.0,3,0.4,13,16,27,33.3,0,0,'120901,232,16.8,2.8,1.2,1.1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,18.2,1535,5,0.3,119,7.8,263,17.1,10,0.6,965,62.9,118,7.7,127,8.3,106,6.9,101,6.6,119,7.8,105,6.8,110,7.2,93,6.1,101,6.6,113,7.4,113,7.4,114,7.4,4,0.3,76,5.0,114,7.4,97,6.3,642,41.8,4,0.3,123,8.0,570,37.1,3,0.2,384,25.0,164,10.7,7,0.5,322,21.0,611,39.8,8,9.9,41,50.6,2013
0,0,1,2.2,0,0,42,93.3,3,6.7,45,100,0,0.0,1,0.3,0,0,22,48.9,0,0,'120902,59,9.2,7.1,2,2.3,0,0,2.2,0,0,1.8,14.3,0,0,0,0,0,0,0,0,709,3,0.4,88,12.4,15,2.1,3,0.4,372,52.5,63,8.9,42,5.9,52,7.3,45,6.3,54,7.6,62,8.7,51,7.2,50,7.1,56,7.9,63,8.9,48,6.8,38,5.4,5,0.7,20,2.8,54,7.6,26,3.7,370,52.2,2,0.3,88,12.4,337,47.5,0,0.0,216,30.5,56,7.9,6,0.8,214,30.2,313,44.1,1,2.2,22,48.9,2013
0,0,1,1.2,0,0,73,89,9,11,82,100,0,0.0,0,0,1,1.2,16,19.5,0,0,'120905,127,11.4,2.5,1.5,1.4,0,0,1.1,0,0,3.1,8.3,0,0,0,0,0,0,0,0,1179,5,0.4,36,3.1,12,1.0,17,1.4,372,31.6,75,6.4,91,7.7,77,6.5,92,7.8,93,7.9,95,8.1,94,8.0,105,8.9,105,8.9,91,7.7,66,5.6,75,6.4,1,0.1,63,5.3,85,7.2,34,2.9,326,27.7,2,0.2,36,3.1,807,68.4,0,0.0,270,22.9,105,8.9,4,0.3,226,19.2,830,70.4,2,2.4,64,78,2013
1,2.9,0,0,0,0,28,82.4,6,17.6,34,100,0,0.0,3,1.5,3,8.8,1,2.9,0,0,'121902,85,19.8,15,16.1,9.4,9.1,0,3.2,2.7,3.6,14.3,0,0,0,0,.,0,0,0,25,402,2,0.5,0,0.0,23,5.7,0,0,216,53.7,24,6.0,30,7.5,34,8.5,30,7.5,26,6.5,35,8.7,30,7.5,34,8.5,34,8.5,31,7.7,28,7.0,18,4.5,0,0.0,10,2.5,30,7.5,18,4.5,25,6.2,0,0.0,0,0.0,186,46.3,0,0.0,87,21.6,38,9.5,4,1.0,83,20.6,348,86.6,5,14.7,29,85.3,2013
0,0,0,0,0,0,74,80.4,18,19.6,92,100,0,0.0,6,0.8,2,2.2,3,3.3,1,1.1,'121903,199,13.2,5.5,2,5.3,0,0,1,0,1.2,3.1,0,0,0,0,0,0,8.3,0,10,1533,6,0.4,3,0.2,58,3.8,16,1,634,41.4,121,7.9,122,8.0,119,7.8,127,8.3,120,7.8,128,8.3,105,6.8,99,6.5,99,6.5,134,8.7,113,7.4,111,7.2,2,0.1,82,5.3,101,6.6,32,2.1,48,3.1,21,1.4,3,0.2,899,58.6,1,0.1,652,42.5,138,9.0,17,1.1,424,27.7,1382,90.2,6,6.5,86,93.5,2013
4,2.2,1,0.6,0,0,96,53.9,82,46.1,178,100,1,0.0,8,0.6,64,36,14,7.9,3,1.7,'121904,435,16.8,5.9,3,3.8,0.6,2.1,0,2.9,0,3.7,6.3,0,0,0,0,0,0,7.4,0,2647,10,0.4,160,6.0,1067,40.3,122,4.1,1942,73.4,214,8.1,212,8.0,206,7.8,195,7.4,199,7.5,212,8.0,193,7.3,201,7.6,192,7.3,157,5.9,158,6.0,163,6.2,4,0.2,199,7.5,200,7.6,141,5.3,411,15.5,8,0.3,185,7.0,705,26.6,15,0.6,1401,52.9,298,11.3,54,2.0,543,20.5,1082,40.9,54,30.3,92,51.7,2013
3,3.4,0,0,0,0,57,65.5,30,34.5,87,100,0,0.0,0,0,18,20.7,6,6.9,1,1.1,'121905,205,14.7,3.1,3.6,2.5,1.2,0,0,5.2,3.3,4,16.7,12.5,0,0,0,0,7.1,14.3,20,1465,7,0.5,33,2.3,167,11.4,24,1.5,822,56.1,112,7.6,114,7.8,98,6.7,128,8.7,95,6.5,108,7.4,109,7.4,110,7.5,104,7.1,116,7.9,91,6.2,93,6.3,8,0.5,44,3.0,109,7.4,70,4.8,92,6.3,5,0.3,33,2.3,643,43.9,0,0.0,442,30.2,110,7.5,57,3.9,421,28.7,1137,77.6,12,13.8,59,67.8,2013
0,0,0,0,0,0,29,93.5,2,6.5,31,100,1,0.2,0,0,0,0,0,0,0,0,'121906,66,15.2,3.8,3.7,0,0,0,0,3.3,0,8.3,0,14.3,0,0,0,0,0,20,0,456,0,0.0,2,0.4,1,0.2,1,0.2,155,34.0,32,7.0,30,6.6,32,7.0,35,7.7,30,6.6,34,7.5,34,7.5,31,6.8,31,6.8,33,7.2,43,9.4,33,7.2,0,0.0,3,0.7,36,7.9,22,4.8,10,2.2,1,0.2,2,0.4,301,66.0,0,0.0,180,39.5,41,9.0,13,2.9,130,28.5,431,94.5,2,6.5,31,100,2013
2,4.3,0,0,0,0,24,51.1,23,48.9,47,100,0,0.0,2,0.9,0,0,14,29.8,0,0,'122901,105,30.4,5.6,0,7.7,0,0,0,0,5.9,0,.,0,33.3,0,.,0,0,0,0,302,1,0.3,36,11.9,4,1.3,1,0.3,136,45.0,20,6.6,16,5.3,29,9.6,13,4.3,18,6.0,17,5.6,13,4.3,18,6.0,35,11.6,40,13.2,32,10.6,27,8.9,0,0.0,27,8.9,12,4.0,12,4.0,148,49.0,1,0.3,39,12.9,166,55.0,0,0.0,172,57.0,41,13.6,7,2.3,46,15.2,141,46.7,4,8.5,31,66,2013
1,20,0,0,0,0,5,100,0,0,5,100,0,0.0,0,0,0,0,2,40,0,0,'122902,10,22.7,0,0,0,0,0,0,0,0,0,.,.,.,.,.,.,.,.,.,41,1,2.4,13,31.7,0,0.0,0,0,36,87.8,5,12.2,7,17.1,1,2.4,5,12.2,3,7.3,2,4.9,1,2.4,4,9.8,0,0.0,4,9.8,2,4.9,2,4.9,0,0.0,0,0.0,1,2.4,4,9.8,25,61.0,1,2.4,13,31.7,5,12.2,0,0.0,21,51.2,0,0.0,1,2.4,3,7.3,13,31.7,0,0,2,40,2013
0,0,0,0,0,0,14,77.8,4,22.2,18,100,0,0.0,3,2.2,16,88.9,2,11.1,0,0,'123803,140,35.9,2.3,0,0,0,0,0,0,0,2.7,0,0,0,0,0,0,0,0,0,515,2,0.4,0,0.0,426,82.7,0,0,464,90.1,25,4.9,35,6.8,26,5.0,28,5.4,27,5.2,22,4.3,18,3.5,22,4.3,26,5.0,21,4.1,15,2.9,18,3.5,0,0.0,0,0.0,56,10.9,176,34.2,41,8.0,2,0.4,0,0.0,51,9.9,0,0.0,282,54.8,22,4.3,5,1.0,15,2.9,39,7.6,2,11.1,0,0,2013
0,.,0,.,0,.,0,.,0,.,0,.,0,0.0,1,2.4,0,.,0,.,0,.,'123805,63,32,0,5.6,0,0,0,9.5,7.1,22.2,3.1,0,.,.,.,0,0,0,0,100,251,0,0.0,45,17.9,126,50.2,0,0,216,86.1,31,12.4,35,13.9,20,8.0,15,6.0,20,8.0,27,10.8,25,10.0,16,6.4,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,32,12.7,30,12.0,81,32.3,1,0.4,45,17.9,35,13.9,0,0.0,85,33.9,14,5.6,13,5.2,0,0.0,30,12.0,0,.,0,.,2013
0,0,0,0,0,0,12,63.2,7,36.8,19,100,0,0.0,2,0.9,3,15.8,14,73.7,0,0,'123807,40,15,.,.,.,.,.,2.5,0,0,.,.,.,.,.,.,0,0,0,.,243,0,0.0,10,4.1,13,5.3,0,0,222,91.4,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,40,16.5,41,16.9,62,25.5,36,14.8,27,11.1,17,7.0,20,8.2,0,0.0,0,0.0,0,0.0,0,0.0,220,90.5,0,0.0,15,6.2,21,8.6,0,0.0,86,35.4,17,7.0,1,0.4,79,32.5,9,3.7,4,21.1,2,10.5,2013
2,0.6,24,7.5,0,0,257,80.1,64,19.9,321,100,1,0.0,17,0.7,18,5.6,43,13.4,1,0.3,'123905,642,13.2,4.3,2,2,0,0.3,0.3,0.5,0.3,3.2,7.5,4.5,0,0,0,0,0,2.7,10.5,5014,308,6.1,292,5.8,322,6.4,123,2.3,2073,41.3,377,7.5,335,6.7,386,7.7,341,6.8,355,7.1,389,7.8,391,7.8,449,9.0,409,8.2,408,8.1,344,6.9,337,6.7,15,0.3,291,5.8,371,7.4,107,2.1,943,18.8,29,0.6,289,5.8,2941,58.7,1,0.0,1474,29.4,514,10.3,88,1.8,1036,20.7,3323,66.3,37,11.5,233,72.6,2013
4,0.8,36,7.6,0,0,418,87.8,58,12.2,476,100,1,0.0,40,1.1,255,53.6,169,35.5,2,0.4,'123907,1573,18.6,5.4,2.4,3.9,2.2,0.3,0,0,0.2,3.2,5.1,9.8,10.3,4.3,4,0,0,0,8.6,8992,430,4.8,1156,12.9,4131,45.9,260,2.6,7082,78.8,772,8.6,737,8.2,687,7.6,683,7.6,690,7.7,616,6.9,596,6.6,575,6.4,553,6.1,630,7.0,520,5.8,453,5.0,41,0.5,274,3.0,841,9.4,598,6.7,3962,44.1,159,1.8,1946,21.6,1910,21.2,6,0.1,5112,56.9,684,7.6,44,0.5,2070,23.0,260,2.9,50,10.5,10,2.1,2013
0,0,17,5.1,0,0,275,81.8,61,18.2,336,100,1,0.0,50,2.2,11,3.3,41,12.2,2,0.6,'123908,591,12.9,3.3,2.8,0.6,0.6,0,0.9,1.2,0.3,2.3,11.4,5.9,3,0,0,3.4,0,2.9,12.8,4850,272,5.6,177,3.6,109,2.2,55,1.1,1660,34.2,366,7.5,355,7.3,328,6.8,342,7.1,368,7.6,361,7.4,393,8.1,374,7.7,373,7.7,377,7.8,334,6.9,333,6.9,12,0.2,153,3.2,439,9.1,95,2.0,836,17.2,28,0.6,185,3.8,3190,65.8,4,0.1,1634,33.7,439,9.1,63,1.3,1437,29.6,3538,72.9,29,8.6,265,78.9,2013
